"";"AC";"ID";"Description";"Gene";"Go.Cc";"GSC.det";"GSC.aqu";"GSC.det.norm";"GSC.aqu.norm";"ratio";"sqrt.ratio"
"235";"P61353";"RL27_HUMAN";"60S ribosomal protein L27";"RPL27";"ribonucleoprotein complex, extracellular vesicular exosome, cytosol, ribosome, cytosolic large ribosomal subunit";31;39;0,462686567164179;0,582089552238806;0,794871794871795;0,891555828241729
"236";"P61513";"RL37A_HUMAN";"60S ribosomal protein L37a";"RPL37A";"extracellular vesicular exosome, cytosolic large ribosomal subunit, cytosol";8;18;0,119402985074627;0,26865671641791;0,444444444444444;0,666666666666667
"237";"P61978";"HNRPK_HUMAN";"Heterogeneous nuclear ribonucleoprotein K";"HNRNPK";"nucleus, catalytic step 2 spliceosome, podosome, nuclear chromatin, nucleoplasm, cell projection, extracellular vesicular exosome, cell junction, cytoplasm";39;4;0,582089552238806;0,0597014925373134;9,75;3,1224989991992
"238";"P61978";"HNRPK_HUMAN";"Heterogeneous nuclear ribonucleoprotein K";"HNRNPK";"nucleus, catalytic step 2 spliceosome, podosome, nuclear chromatin, nucleoplasm, cell projection, extracellular vesicular exosome, cell junction, cytoplasm";39;3;0,582089552238806;0,0447761194029851;13;3,60555127546399
"239";"P62081";"RS7_HUMAN";"40S ribosomal protein S7";"RPS7";"ribonucleoprotein complex, ribosome, small-subunit processome, nucleolus, cytosol, cytoplasm, 90S preribosome, cytosolic small ribosomal subunit, microtubule organizing center, nucleus";30;37;0,447761194029851;0,552238805970149;0,810810810810811;0,900450337781496
"240";"P62136";"PP1A_HUMAN";"Serine/threonine-protein phosphatase PP1-alpha catalytic subunit";"PPP1CA";"PTW/PP1 phosphatase complex, glycogen granule, cytoplasm, cytosol, extracellular vesicular exosome, MLL5-L complex, perikaryon, dendritic spine, nucleus, nucleolus, protein phosphatase type 1 complex";5;17;0,0746268656716418;0,253731343283582;0,294117647058823;0,54232614454664
"241";"P62191";"PRS4_HUMAN";"26S protease regulatory subunit 4";"PSMC1";"nucleoplasm, cytosol, proteasome complex, nucleus, proteasome accessory complex, cytoplasm";2;28;0,0298507462686567;0,417910447761194;0,0714285714285714;0,267261241912424
"242";"P62241";"RS8_HUMAN";"40S ribosomal protein S8";"RPS8";"ribonucleoprotein complex, cytoplasm, cytosolic small ribosomal subunit, cytosol, extracellular vesicular exosome";12;37;0,17910447761194;0,552238805970149;0,324324324324324;0,569494797451499
"243";"P62244";"RS15A_HUMAN";"40S ribosomal protein S15a";"RPS15A";"cytosolic small ribosomal subunit, cytoplasm, extracellular vesicular exosome, cytosol";13;36;0,194029850746269;0,537313432835821;0,361111111111111;0,600925212577332
"244";"P62249";"RS16_HUMAN";"40S ribosomal protein S16";"RPS16";"extracellular vesicular exosome, small ribosomal subunit, cytosol, cytosolic small ribosomal subunit";21;47;0,313432835820896;0,701492537313433;0,446808510638298;0,668437364783192
"245";"P62263";"RS14_HUMAN";"40S ribosomal protein S14";"RPS14";"nucleolus, extracellular vesicular exosome, cytosolic small ribosomal subunit, cytosol, mitochondrion";26;24;0,388059701492537;0,358208955223881;1,08333333333333;1,04083299973307
"246";"P62266";"RS23_HUMAN";"40S ribosomal protein S23";"RPS23";"cytoplasm, cytosol, cytosolic small ribosomal subunit, nucleolus, ribosome";15;26;0,223880597014925;0,388059701492537;0,576923076923077;0,75955452531275
"247";"P62269";"RS18_HUMAN";"40S ribosomal protein S18";"RPS18";"small ribosomal subunit, extracellular vesicular exosome, cytosolic small ribosomal subunit, ribosome, cytosol";36;40;0,537313432835821;0,597014925373134;0,9;0,948683298050514
"248";"P62273";"RS29_HUMAN";"40S ribosomal protein S29";"RPS29";"cytosol, small ribosomal subunit, extracellular vesicular exosome, cytoplasm, cytosolic small ribosomal subunit";8;17;0,119402985074627;0,253731343283582;0,470588235294118;0,685994340570035
"249";"P62277";"RS13_HUMAN";"40S ribosomal protein S13";"RPS13";"cytosol, extracellular vesicular exosome, cytosolic small ribosomal subunit, nucleus, ribosome, nucleolus";20;25;0,298507462686567;0,373134328358209;0,8;0,894427190999916
"250";"P62280";"RS11_HUMAN";"40S ribosomal protein S11";"RPS11";"cytosolic small ribosomal subunit, ribosome, cytosol, extracellular vesicular exosome";8;38;0,119402985074627;0,567164179104478;0,210526315789474;0,458831467741124
"251";"P62304";"RUXE_HUMAN";"Small nuclear ribonucleoprotein E";"SNRPE";"U1 snRNP, U7 snRNP, spliceosomal complex, U4 snRNP, nucleus, small nuclear ribonucleoprotein complex, pICln-Sm protein complex, cytosol, nucleoplasm, SMN-Sm protein complex, U12-type spliceosomal complex, catalytic step 2 spliceosome, methylosome";2;9;0,0298507462686567;0,134328358208955;0,222222222222222;0,471404520791032
"252";"P62306";"RUXF_HUMAN";"Small nuclear ribonucleoprotein F";"SNRPF";"cytosol, catalytic step 2 spliceosome, spliceosomal complex, U1 snRNP, U4 snRNP, small nuclear ribonucleoprotein complex, U7 snRNP, methylosome, SMN-Sm protein complex, nucleoplasm, pICln-Sm protein complex, U12-type spliceosomal complex";2;6;0,0298507462686567;0,0895522388059701;0,333333333333333;0,577350269189626
"253";"P62701";"RS4X_HUMAN";"40S ribosomal protein S4, X isoform";"RPS4X";"ribosome, extracellular vesicular exosome, cytosol, polysome, ribonucleoprotein complex, small ribosomal subunit, cytosolic small ribosomal subunit";24;97;0,358208955223881;1,44776119402985;0,247422680412371;0,497416003373807
"254";"P62714";"PP2AA_HUMAN, PP2AB_HUMAN";"Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform, Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform";"PPP2CA, PPP2CB";"spindle pole, chromosome, centromeric region, nucleus, protein phosphatase type 2A complex, cytosol";13;24;0,194029850746269;0,358208955223881;0,541666666666667;0,735980072193987
"255";"P62750";"RL23A_HUMAN";"60S ribosomal protein L23a";"RPL23A";"cytosolic large ribosomal subunit, extracellular vesicular exosome, cytosol, nucleus";22;35;0,328358208955224;0,522388059701492;0,628571428571429;0,792824967172092
"256";"P62753";"RS6_HUMAN";"40S ribosomal protein S6";"RPS6";"cytosol, cytoplasm, nucleolus, nucleus, cytosolic small ribosomal subunit, small ribosomal subunit, ribonucleoprotein complex";25;40;0,373134328358209;0,597014925373134;0,625;0,790569415042095
"257";"P62805";"H4_HUMAN";"Histone H4";"HIST1H4J,HIST1H4D,HIST1H4K,HIST1H4C,HIST2H4A,HIST4H4,HIST1H4E,HIST1H4A,HIST1H4B,HIST1H4I,HIST2H4B,HIST1H4H,HIST1H4L,HIST1H4F";"nucleosome, extracellular vesicular exosome, extracellular region, nucleoplasm, nucleus";39;26;0,582089552238806;0,388059701492537;1,5;1,22474487139159
"258";"P62826";"RAN_HUMAN";"GTP-binding nuclear protein Ran";"RAN";"cytoplasm, nucleoplasm, extracellular vesicular exosome, melanosome, nuclear pore, cytosol";14;39;0,208955223880597;0,582089552238806;0,358974358974359;0,599144689515278
"259";"P62829";"RL23_HUMAN";"60S ribosomal protein L23";"RPL23";"nucleolus, cytoplasm, ribosome, extracellular vesicular exosome, cytosol, cytosolic large ribosomal subunit";25;24;0,373134328358209;0,358208955223881;1,04166666666667;1,02062072615966
"260";"P62841";"RS15_HUMAN";"40S ribosomal protein S15";"RPS15";"cytosol, cytosolic small ribosomal subunit, nucleus, nucleoplasm";14;43;0,208955223880597;0,641791044776119;0,325581395348837;0,570597402157456
"261";"P62847";"RS24_HUMAN";"40S ribosomal protein S24";"RPS24";"small ribosomal subunit, cytoplasm, nucleolus, nucleus, cytosolic small ribosomal subunit, cytosol";1;30;0,0149253731343284;0,447761194029851;0,0333333333333333;0,182574185835055
"262";"P62851";"RS25_HUMAN";"40S ribosomal protein S25";"RPS25";"extracellular vesicular exosome, small ribosomal subunit, cytosolic small ribosomal subunit, ribosome, cytosol, cytoplasm, nucleolus";12;21;0,17910447761194;0,313432835820896;0,571428571428571;0,755928946018454
"263";"P62854";"RS26_HUMAN";"40S ribosomal protein S26";"RPS26";"nucleolus, cytoplasm, cytosolic small ribosomal subunit, small ribosomal subunit, extracellular vesicular exosome, cytosol";13;28;0,194029850746269;0,417910447761194;0,464285714285714;0,681385143869247
"264";"P62857";"RS28_HUMAN";"40S ribosomal protein S28";"RPS28";"cytosolic small ribosomal subunit, extracellular vesicular exosome, small ribosomal subunit, cytoplasm, cytosol";8;13;0,119402985074627;0,194029850746269;0,615384615384615;0,784464540552736
"265";"P62888";"RL30_HUMAN";"60S ribosomal protein L30";"RPL30";"cytoplasm, cytosol, extracellular vesicular exosome, cytosolic large ribosomal subunit";15;31;0,223880597014925;0,462686567164179;0,483870967741935;0,695608343640252
"266";"P62899";"RL31_HUMAN";"60S ribosomal protein L31";"RPL31";"cytosolic large ribosomal subunit, cytosol, extracellular vesicular exosome";21;14;0,313432835820896;0,208955223880597;1,5;1,22474487139159
"267";"P62906";"RL10A_HUMAN";"60S ribosomal protein L10a";"RPL10A";"nucleolus, cytosolic large ribosomal subunit, cytosol, cytoplasm, extracellular vesicular exosome";24;45;0,358208955223881;0,671641791044776;0,533333333333333;0,730296743340221
"268";"P62910";"RL32_HUMAN";"60S ribosomal protein L32";"RPL32";"cytosolic large ribosomal subunit, cytosol";13;21;0,194029850746269;0,313432835820896;0,619047619047619;0,786795792469443
"269";"P62913";"RL11_HUMAN";"60S ribosomal protein L11";"RPL11";"extracellular vesicular exosome, cytosol, cytosolic large ribosomal subunit, nucleolus";15;10;0,223880597014925;0,149253731343284;1,5;1,22474487139159
"270";"P62917";"RL8_HUMAN";"60S ribosomal protein L8";"RPL8";"cytosol, cytosolic large ribosomal subunit";23;41;0,343283582089552;0,611940298507463;0,560975609756098;0,748983050379712
"271";"P62937";"PPIA_HUMAN";"Peptidyl-prolyl cis-trans isomerase A";"PPIA";"extracellular vesicular exosome, cytosol, extracellular region, nucleus";14;101;0,208955223880597;1,50746268656716;0,138613861386139;0,372308825286399
"272";"P63173";"RL38_HUMAN";"60S ribosomal protein L38";"RPL38";"eukaryotic 80S initiation complex, cytosolic large ribosomal subunit, cytosol";15;9;0,223880597014925;0,134328358208955;1,66666666666667;1,29099444873581
"273";"P63220";"RS21_HUMAN";"40S ribosomal protein S21";"RPS21";"cytosolic small ribosomal subunit, small ribosomal subunit, cytoplasm, cytosol";2;8;0,0298507462686567;0,119402985074627;0,25;0,5
"274";"P63244";"GBLP_HUMAN";"Guanine nucleotide-binding protein subunit beta-2-like 1";"GNB2L1";"cytoskeleton, mitochondrion, perikaryon, neuronal cell body, cytoplasm, midbody, dendrite, nucleus, extracellular vesicular exosome, small ribosomal subunit, perinuclear region of cytoplasm, cytosol, phagocytic cup";26;80;0,388059701492537;1,19402985074627;0,325;0,570087712549569
"275";"P68032";"ACTC_HUMAN, ACTS_HUMAN";"Actin, alpha cardiac muscle 1, Actin, alpha skeletal muscle";"ACTA1, ACTC1";"actomyosin, actin portion, sarcomere, cytosol, blood microparticle, extracellular vesicular exosome, extracellular space, cytoplasm, I band, actin filament";28;54;0,417910447761194;0,805970149253731;0,518518518518518;0,720082299823096
"276";"P68363";"TBA1B_HUMAN";"Tubulin alpha-1B chain";"TUBA1B";"cytoplasmic microtubule, microtubule";0;0;0;0;NA;NA
"277";"P68366";"TBA4A_HUMAN";"Tubulin alpha-4A chain";"TUBA4A";"extracellular region, microtubule, cytosol, extracellular vesicular exosome";10;9;0,149253731343284;0,134328358208955;1,11111111111111;1,05409255338946
"278";"P68371";"TBB4B_HUMAN";"Tubulin beta-4B chain";"TUBB4B";"microtubule, cytoskeleton, cytosol, extracellular vesicular exosome";4;4;0,0597014925373134;0,0597014925373134;1;1
"279";"P68431";"H31_HUMAN";"Histone H3.1";"HIST1H3C,HIST1H3G,HIST1H3I,HIST1H3F,HIST1H3H,HIST1H3D,HIST1H3E,HIST1H3J,HIST1H3B,HIST1H3A";"extracellular vesicular exosome, nucleoplasm, nucleosome, extracellular region";1;7;0,0149253731343284;0,104477611940299;0,142857142857143;0,377964473009227
"280";"P69905";"HBA_HUMAN";"Hemoglobin subunit alpha";"HBA2,HBA1";"extracellular region, haptoglobin-hemoglobin complex, hemoglobin complex, extracellular vesicular exosome, endocytic vesicle lumen, blood microparticle, cytosolic small ribosomal subunit, cytosol";11;2;0,164179104477612;0,0298507462686567;5,5;2,34520787991171
"281";"P78344";"IF4G2_HUMAN";"Eukaryotic translation initiation factor 4 gamma 2";"EIF4G2";"cytosol, eukaryotic translation initiation factor 4F complex";22;13;0,328358208955224;0,194029850746269;1,69230769230769;1,30088727117598
"282";"P78347";"GTF2I_HUMAN";"General transcription factor II-I";"GTF2I";"nucleus, neuronal cell body, cytoplasm, cell projection";1;74;0,0149253731343284;1,1044776119403;0,0135135135135135;0,116247638743819
"283";"P78371";"TCPB_HUMAN";"T-complex protein 1 subunit beta";"CCT2";"cytosol, cell body, microtubule, zona pellucida receptor complex, chaperonin-containing T-complex, extracellular vesicular exosome";25;128;0,373134328358209;1,91044776119403;0,1953125;0,441941738241592
"284";"P78527";"PRKDC_HUMAN";"DNA-dependent protein kinase catalytic subunit";"PRKDC";"nucleoplasm, DNA-dependent protein kinase-DNA ligase 4 complex, nucleus, nucleolus, cytosol, nonhomologous end joining complex, transcription factor complex";1025;365;15,2985074626866;5,44776119402985;2,80821917808219;1,67577420259479
"285";"P82932";"RT06_HUMAN";"28S ribosomal protein S6, mitochondrial";"MRPS6";"mitochondrion, small ribosomal subunit";4;8;0,0597014925373134;0,119402985074627;0,5;0,707106781186548
"286";"P83731";"RL24_HUMAN";"60S ribosomal protein L24";"RPL24";"cytosol, cytosolic large ribosomal subunit, extracellular vesicular exosome";34;26;0,507462686567164;0,388059701492537;1,30769230769231;1,14354374979373
"287";"P83881";"RL36A_HUMAN";"60S ribosomal protein L36a";"RPL36A";"cytosol, ribosome, cytosolic large ribosomal subunit";5;8;0,0746268656716418;0,119402985074627;0,625;0,790569415042095
"288";"P84098";"RL19_HUMAN";"60S ribosomal protein L19";"RPL19";"cytosolic large ribosomal subunit, cytoplasm, cytosol, nucleolus";14;37;0,208955223880597;0,552238805970149;0,378378378378378;0,615124685229245
"289";"P84243";"H33_HUMAN";"Histone H3.3";"H3F3A,H3F3B";"nucleosome, nucleoplasm, extracellular vesicular exosome, extracellular region";1;6;0,0149253731343284;0,0895522388059701;0,166666666666667;0,408248290463863
"290";"Q00839";"HNRPU_HUMAN";"Heterogeneous nuclear ribonucleoprotein U";"HNRNPU";"ribonucleoprotein complex, catalytic step 2 spliceosome, nucleoplasm, CRD-mediated mRNA stability complex, cell surface";40;112;0,597014925373134;1,67164179104478;0,357142857142857;0,597614304667197
"291";"Q01081";"U2AF1_HUMAN";"Splicing factor U2AF 35 kDa subunit";"U2AF1";"Cajal body, nucleoplasm, nuclear speck, nucleus, catalytic step 2 spliceosome, spliceosomal complex";1;9;0,0149253731343284;0,134328358208955;0,111111111111111;0,333333333333333
"292";"Q01130";"SRSF2_HUMAN";"Serine/arginine-rich splicing factor 2";"SRSF2";"nucleoplasm, nucleus, nuclear speck";3;23;0,0447761194029851;0,343283582089552;0,130434782608696;0,361157559257308
"293";"Q01469";"FABP5_HUMAN";"Fatty acid-binding protein, epidermal";"FABP5";"cytoplasm, extracellular vesicular exosome";2;56;0,0298507462686567;0,835820895522388;0,0357142857142857;0,188982236504614
"294";"Q01813";"K6PP_HUMAN";"6-phosphofructokinase type C";"PFKP";"extracellular vesicular exosome, 6-phosphofructokinase complex, cytosol";39;72;0,582089552238806;1,07462686567164;0,541666666666667;0,735980072193987
"295";"Q02543";"RL18A_HUMAN";"60S ribosomal protein L18a";"RPL18A";"cytosol, cytosolic large ribosomal subunit";23;38;0,343283582089552;0,567164179104478;0,605263157894737;0,777986605215499
"296";"Q02878";"RL6_HUMAN";"60S ribosomal protein L6";"RPL6";"cytosol, cytosolic large ribosomal subunit";45;64;0,671641791044776;0,955223880597015;0,703125;0,838525491562421
"297";"Q02880";"TOP2B_HUMAN";"DNA topoisomerase 2-beta";"TOP2B";"nucleoplasm, cytoplasm, synaptonemal complex, nucleus, cytosol, WINAC complex";1;1;0,0149253731343284;0,0149253731343284;1;1
"298";"Q04637";"IF4G1_HUMAN";"Eukaryotic translation initiation factor 4 gamma 1";"EIF4G1";"cytosol, eukaryotic translation initiation factor 4F complex";55;78;0,82089552238806;1,16417910447761;0,705128205128205;0,839719122759632
"299";"Q04837";"SSBP_HUMAN";"Single-stranded DNA-binding protein, mitochondrial";"SSBP1";"extracellular vesicular exosome, mitochondrial nucleoid, mitochondrion";9;16;0,134328358208955;0,238805970149254;0,5625;0,75
"300";"Q06830";"PRDX1_HUMAN";"Peroxiredoxin-1";"PRDX1";"cytoplasm, cytosol, extracellular vesicular exosome, nucleolus, mitochondrial matrix, nucleus, peroxisomal matrix, melanosome, extracellular space, nuclear euchromatin";31;89;0,462686567164179;1,32835820895522;0,348314606741573;0,590181842097478
"301";"Q07020";"RL18_HUMAN";"60S ribosomal protein L18";"RPL18";"cytosolic large ribosomal subunit, nucleolus, cytoplasm, cytosol";17;32;0,253731343283582;0,477611940298507;0,53125;0,728868986855663
"302";"Q07955";"SRSF1_HUMAN";"Serine/arginine-rich splicing factor 1";"SRSF1";"nuclear speck, cytoplasm, nucleus, nucleoplasm, catalytic step 2 spliceosome";13;47;0,194029850746269;0,701492537313433;0,276595744680851;0,525923706140778
"303";"Q08211";"DHX9_HUMAN";"ATP-dependent RNA helicase A";"DHX9";"nucleolus, centrosome, ribonucleoprotein complex, nucleus, cytoplasm, nucleoplasm, CRD-mediated mRNA stability complex, cytosol";15;129;0,223880597014925;1,92537313432836;0,116279069767442;0,340997169735237
"304";"Q12768";"STRUM_HUMAN";"WASH complex subunit strumpellin";"KIAA0196";"WASH complex, endosome";4;6;0,0597014925373134;0,0895522388059701;0,666666666666667;0,816496580927726
"305";"Q12905";"ILF2_HUMAN";"Interleukin enhancer-binding factor 2";"ILF2";"ribonucleoprotein complex, nucleolus, nucleus, cytoplasm";28;56;0,417910447761194;0,835820895522388;0,5;0,707106781186548
"306";"Q12906";"ILF3_HUMAN";"Interleukin enhancer-binding factor 3";"ILF3";"nucleolus, nucleus, mitochondrion, ribonucleoprotein complex, cytoplasm";14;83;0,208955223880597;1,23880597014925;0,168674698795181;0,4107002541942
"307";"Q13148";"TADBP_HUMAN";"TAR DNA-binding protein 43";"TARDBP";"nucleus";35;9;0,522388059701492;0,134328358208955;3,88888888888889;1,97202659436654
"308";"Q13151";"ROA0_HUMAN";"Heterogeneous nuclear ribonucleoprotein A0";"HNRNPA0";"nucleus, nucleoplasm, ribonucleoprotein complex";9;22;0,134328358208955;0,328358208955224;0,409090909090909;0,639602149066831
"309";"Q13155";"AIMP2_HUMAN";"Aminoacyl tRNA synthase complex-interacting multifunctional protein 2";"AIMP2";"nucleus, cytosol";7;16;0,104477611940299;0,238805970149254;0,4375;0,661437827766148
"310";"Q13200";"PSMD2_HUMAN";"26S proteasome non-ATPase regulatory subunit 2";"PSMD2";"cytosol, proteasome regulatory particle, extracellular vesicular exosome, proteasome complex, nucleoplasm, proteasome accessory complex";14;82;0,208955223880597;1,22388059701493;0,170731707317073;0,413196935270669
"311";"Q13263";"TIF1B_HUMAN";"Transcription intermediary factor 1-beta";"TRIM28";"nucleoplasm, nuclear heterochromatin, nucleus, nuclear euchromatin";16;71;0,238805970149254;1,05970149253731;0,225352112676056;0,474712663277541
"312";"Q13347";"EIF3I_HUMAN";"Eukaryotic translation initiation factor 3 subunit I";"EIF3I";"cytosol, eukaryotic 43S preinitiation complex, eukaryotic 48S preinitiation complex, eukaryotic translation initiation factor 3 complex, extracellular vesicular exosome";8;36;0,119402985074627;0,537313432835821;0,222222222222222;0,471404520791032
"313";"Q13409";"DC1I2_HUMAN";"Cytoplasmic dynein 1 intermediate chain 2";"DYNC1I2";"cytoplasm, vesicle, microtubule, centrosome, cytoplasmic dynein complex, cytosol";5;19;0,0746268656716418;0,283582089552239;0,263157894736842;0,512989176042577
"314";"Q13509";"TBB3_HUMAN";"Tubulin beta-3 chain";"TUBB3";"microtubule, cytoplasm";0;0;0;0;NA;NA
"315";"Q13510";"ASAH1_HUMAN";"Acid ceramidase";"ASAH1";"extracellular vesicular exosome, lysosomal lumen";32;13;0,477611940298507;0,194029850746269;2,46153846153846;1,56892908110547
"316";"Q13547";"HDAC1_HUMAN";"Histone deacetylase 1";"HDAC1";"Sin3 complex, nucleus, histone deacetylase complex, NuRD complex, cytoplasm, nucleoplasm, nuclear chromatin, cytosol";1;18;0,0149253731343284;0,26865671641791;0,0555555555555556;0,235702260395516
"317";"Q13576";"IQGA2_HUMAN";"Ras GTPase-activating-like protein IQGAP2";"IQGAP2";"extracellular vesicular exosome, actin cytoskeleton, microvillus, microtubule";153;19;2,28358208955224;0,283582089552239;8,05263157894737;2,83771590878075
"318";"Q13765";"NACA_HUMAN";"Nascent polypeptide-associated complex subunit alpha";"NACA";"nascent polypeptide-associated complex, nucleus, cytoplasm, extracellular vesicular exosome";8;22;0,119402985074627;0,328358208955224;0,363636363636364;0,603022689155527
"319";"Q13885";"TBB2A_HUMAN, TBB2B_HUMAN";"Tubulin beta-2A chain, Tubulin beta-2B chain";"TUBB2A, TUBB2B";"extracellular vesicular exosome, microtubule, cytoplasm";3;4;0,0447761194029851;0,0597014925373134;0,75;0,866025403784439
"320";"Q14008";"CKAP5_HUMAN";"Cytoskeleton-associated protein 5";"CKAP5";"protein complex, spindle pole, cytosol, centrosome";21;32;0,313432835820896;0,477611940298507;0,65625;0,810092587300983
"321";"Q14103";"HNRPD_HUMAN";"Heterogeneous nuclear ribonucleoprotein D0";"HNRNPD";"nucleoplasm, cytosol, ribonucleoprotein complex, nucleus";14;16;0,208955223880597;0,238805970149254;0,875;0,935414346693485
"322";"Q14103";"HNRPD_HUMAN";"Heterogeneous nuclear ribonucleoprotein D0";"HNRNPD";"nucleoplasm, cytosol, ribonucleoprotein complex, nucleus";14;4;0,208955223880597;0,0597014925373134;3,5;1,87082869338697
"323";"Q14166";"TTL12_HUMAN";"Tubulin--tyrosine ligase-like protein 12";"TTLL12";NA;2;31;0,0298507462686567;0,462686567164179;0,0645161290322581;0,254000254000381
"324";"Q14204";"DYHC1_HUMAN";"Cytoplasmic dynein 1 heavy chain 1";"DYNC1H1";"cytoplasmic dynein complex, extracellular vesicular exosome, microtubule, centrosome, cytosol";29;202;0,432835820895522;3,01492537313433;0,143564356435644;0,378898873626781
"325";"Q14566";"MCM6_HUMAN";"DNA replication licensing factor MCM6";"MCM6";"nucleoplasm, nucleus, MCM complex";10;100;0,149253731343284;1,49253731343284;0,1;0,316227766016838
"326";"Q14697";"GANAB_HUMAN";"Neutral alpha-glucosidase AB";"GANAB";"extracellular vesicular exosome, melanosome, Golgi apparatus, endoplasmic reticulum lumen, glucosidase II complex";3;123;0,0447761194029851;1,83582089552239;0,024390243902439;0,156173761888606
"327";"Q14697";"GANAB_HUMAN";"Neutral alpha-glucosidase AB";"GANAB";"extracellular vesicular exosome, melanosome, Golgi apparatus, endoplasmic reticulum lumen, glucosidase II complex";10;123;0,149253731343284;1,83582089552239;0,0813008130081301;0,285132974256101
"328";"Q14738";"2A5D_HUMAN";"Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform";"PPP2R5D";"nucleoplasm, protein phosphatase type 2A complex, nucleus, cytosol";8;1;0,119402985074627;0,0149253731343284;8;2,82842712474619
"329";"Q14978";"NOLC1_HUMAN";"Nucleolar and coiled-body phosphoprotein 1";"NOLC1";"Cajal body, cytoplasm, nucleolus";6;30;0,0895522388059701;0,447761194029851;0,2;0,447213595499958
"330";"Q15003";"CND2_HUMAN";"Condensin complex subunit 2";"NCAPH";"nucleus, microtubule cytoskeleton, cytosol, cytoplasm, condensin complex";8;8;0,119402985074627;0,119402985074627;1;1
"331";"Q15008";"PSMD6_HUMAN";"26S proteasome non-ATPase regulatory subunit 6";"PSMD6";"nucleoplasm, proteasome accessory complex, cytosol, proteasome complex";5;27;0,0746268656716418;0,402985074626866;0,185185185185185;0,430331482911935
"332";"Q15021";"CND1_HUMAN";"Condensin complex subunit 1";"NCAPD2";"nucleus, cytoplasm, cytosol, condensin core heterodimer, condensed chromosome, pronucleus, condensin complex";139;24;2,07462686567164;0,358208955223881;5,79166666666667;2,40658817969894
"333";"Q15052";"ARHG6_HUMAN";"Rho guanine nucleotide exchange factor 6";"ARHGEF6";"intracellular, lamellipodium, cytosol";1;1;0,0149253731343284;0,0149253731343284;1;1
"334";"Q15233";"NONO_HUMAN";"Non-POU domain-containing octamer-binding protein";"NONO";"nuclear speck, nucleus, nuclear matrix, paraspeckles";39;70;0,582089552238806;1,04477611940298;0,557142857142857;0,746420027292179
"335";"Q15293";"RCN1_HUMAN";"Reticulocalbin-1";"RCN1";"endoplasmic reticulum lumen, endoplasmic reticulum";23;6;0,343283582089552;0,0895522388059701;3,83333333333333;1,95789002074512
"336";"Q15365";"PCBP1_HUMAN";"Poly(rC)-binding protein 1";"PCBP1";"ribonucleoprotein complex, extracellular vesicular exosome, cytoplasm, nucleoplasm";16;46;0,238805970149254;0,686567164179104;0,347826086956522;0,589767824619589
"337";"Q15366";"PCBP2_HUMAN";"Poly(rC)-binding protein 2";"PCBP2";"nucleus, cytosol, cytoplasm, ribonucleoprotein complex, nucleoplasm";19;34;0,283582089552239;0,507462686567164;0,558823529411765;0,747545001596402
"338";"Q15555";"MARE2_HUMAN";"Microtubule-associated protein RP/EB family member 2";"MAPRE2";"cytoplasm, microtubule cytoskeleton, microtubule";50;15;0,746268656716418;0,223880597014925;3,33333333333333;1,82574185835055
"339";"Q15631";"TSN_HUMAN";"Translin";"TSN";"cytoplasm, nucleus";2;27;0,0298507462686567;0,402985074626866;0,0740740740740741;0,272165526975909
"340";"Q15637";"SF01_HUMAN";"Splicing factor 1";"SF1";"spliceosomal complex, nucleus, ribosome";4;44;0,0597014925373134;0,656716417910448;0,0909090909090909;0,301511344577764
"341";"Q15645";"PCH2_HUMAN";"Pachytene checkpoint protein 2 homolog";"TRIP13";"male germ cell nucleus, nucleus";28;4;0,417910447761194;0,0597014925373134;7;2,64575131106459
"342";"Q15717";"ELAV1_HUMAN";"ELAV-like protein 1";"ELAVL1";"nucleoplasm, nucleus, cytosol, cytoplasm";12;28;0,17910447761194;0,417910447761194;0,428571428571429;0,654653670707977
"343";"Q16539";"MK14_HUMAN";"Mitogen-activated protein kinase 14";"MAPK14";"spindle pole, mitochondrion, cytosol, nucleoplasm, cytoplasm, nucleus";3;4;0,0447761194029851;0,0597014925373134;0,75;0,866025403784439
"344";"Q16539";"MK14_HUMAN";"Mitogen-activated protein kinase 14";"MAPK14";"spindle pole, mitochondrion, cytosol, nucleoplasm, cytoplasm, nucleus";3;2;0,0447761194029851;0,0298507462686567;1,5;1,22474487139159
"345";"Q16539";"MK14_HUMAN";"Mitogen-activated protein kinase 14";"MAPK14";"spindle pole, mitochondrion, cytosol, nucleoplasm, cytoplasm, nucleus";4;4;0,0597014925373134;0,0597014925373134;1;1
"346";"Q16539";"MK14_HUMAN";"Mitogen-activated protein kinase 14";"MAPK14";"spindle pole, mitochondrion, cytosol, nucleoplasm, cytoplasm, nucleus";4;2;0,0597014925373134;0,0298507462686567;2;1,4142135623731
"347";"Q16576";"RBBP7_HUMAN";"Histone-binding protein RBBP7";"RBBP7";"nucleoplasm, ESC/E(Z) complex, NuRD complex";17;31;0,253731343283582;0,462686567164179;0,548387096774194;0,740531631177355
"348";"Q16629";"SRSF7_HUMAN";"Serine/arginine-rich splicing factor 7";"SRSF7";"nucleoplasm, nucleus, cytoplasm";4;27;0,0597014925373134;0,402985074626866;0,148148148148148;0,384900179459751
