"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5572"	"spectra.count.P5572"	"dNSAF.P5572"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"P51571"	"P51571"	"SSRD_HUMAN"	"Translocon-associated protein subunit delta"	"SSR4"	3	6	0.00270031582745558	3	6	0.00341919486638488	0	"SRP-dependent cotranslational protein targeting to membrane;translation"	"integral to membrane;Sec61 translocon complex"	"calcium ion binding"
"P54819-1,P54819-2,P54819-3,P54819-5"	"P54819-[1-3,5]"	"KAD2_HUMAN"	"Adenylate kinase 2, mitochondrial"	"AK2"	3	3	0.000244327739618104	3	3	0	0	"AMP metabolic process;response to thyroid hormone stimulus;ADP biosynthetic process;liver development;oxidative phosphorylation;ATP metabolic process;dATP metabolic process;brain development;nucleobase-containing small molecule interconversion"	"sperm mitochondrial sheath;mitochondrial inner membrane;cytosol;mitochondrial intermembrane space"	"ATP binding;adenylate kinase activity"
"P54886-1,P54886-2"	"P54886-[1,2]"	"P5CS_HUMAN"	"Delta-1-pyrroline-5-carboxylate synthase"	"ALDH18A1"	3	3	0.000146903974260948	3	3	0	0	"citrulline biosynthetic process;proline biosynthetic process;glutamate metabolic process;cellular nitrogen compound metabolic process;L-proline biosynthetic process;ornithine biosynthetic process"	"mitochondrial inner membrane"	"ATP binding;glutamate-5-semialdehyde dehydrogenase activity;glutamate 5-kinase activity"
"P55327-1,P55327-2,P55327-3,P55327-4"	"P55327-[1-4]"	"TPD52_HUMAN"	"Tumor protein D52"	"TPD52"	3	5	0.000434481620303027	3	5	0	0	"anatomical structure morphogenesis;secretion;B cell differentiation"	"perinuclear region of cytoplasm;endoplasmic reticulum"	"calcium ion binding;protein homodimerization activity;protein heterodimerization activity"
"P55769"	"P55769"	"NH2L1_HUMAN"	"NHP2-like protein 1"	"NHP2L1"	3	4	0.00243309707369695	3	4	0.00308083704106554	0	"mRNA splicing;ribosome biogenesis"	"box C/D snoRNP complex;nucleoplasm;spliceosomal complex"	"RNA binding"
"P60660-1,P60660-2"	"P60660-[1,2]"	"MYL6_HUMAN"	"Myosin light polypeptide 6"	"MYL6"	5	10	0.00257811610457955	5	10	0	0	"skeletal muscle tissue development;muscle filament sliding;axon guidance"	"unconventional myosin complex;cytosol"	"actin-dependent ATPase activity;calcium ion binding;motor activity;structural constituent of muscle"
"P62195"	"P62195"	"PRS8_HUMAN"	"26S protease regulatory subunit 8"	"PSMC5"	3	3	0.000805439031292784	3	3	0.00101986329635273	2	"regulation of cellular amino acid metabolic process;viral process;protein polyubiquitination;negative regulation of transcription;mRNA metabolic process;apoptotic process;negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;antigen processing and presentation of exogenous peptide antigen via MHC class I;positive regulation of transcription;anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process;transcription from RNA polymerase II promoter;DNA damage response;negative regulation of apoptotic process;positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;G1/S transition of mitotic cell cycle"	"proteasome accessory complex;nuclear proteasome complex;cytoplasmic vesicle;nucleoplasm;cytosol"	"ATP binding;transcription cofactor activity;ATPase activity"
"P62244"	"P62244"	"RS15A_HUMAN"	"40S ribosomal protein S15a"	"RPS15A"	3	3	0.00179674860826852	3	3	0.00227507966109455	0	"SRP-dependent cotranslational protein targeting to membrane;viral transcription;translational termination;translational elongation;translational initiation;positive regulation of cell cycle;positive regulation of cell proliferation;response to virus;nuclear-transcribed mRNA catabolic process"	"cytosolic small ribosomal subunit"	"structural constituent of ribosome;RNA binding"
"P62266"	"P62266"	"RS23_HUMAN"	"40S ribosomal protein S23"	"RPS23"	3	4	0.00217787710093154	3	4	0.00275767231647825	0	"nuclear-transcribed mRNA catabolic process;translational initiation;translational termination;SRP-dependent cotranslational protein targeting to membrane;viral transcription;translational elongation"	"cytosolic small ribosomal subunit"	"structural constituent of ribosome"
"P62318"	"P62318"	"SMD3_HUMAN"	"Small nuclear ribonucleoprotein Sm D3"	"SNRPD3"	3	8	0.00494343532433666	3	8	0.0062594784326411	0	"ncRNA metabolic process;mRNA 3'-end processing;spliceosomal snRNP assembly;termination of RNA polymerase II transcription;histone mRNA metabolic process"	"cytosol;nucleoplasm;U12-type spliceosomal complex;U7 snRNP;catalytic step 2 spliceosome"	"histone pre-mRNA DCP binding"
"P62701"	"P62701"	"RS4X_HUMAN"	"40S ribosomal protein S4, X isoform"	"RPS4X"	3	5	0.00148021114749624	3	5	0.00187427348505888	0	"viral transcription;multicellular organismal development;translational initiation;translational termination;translational elongation;SRP-dependent cotranslational protein targeting to membrane;positive regulation of translation;nuclear-transcribed mRNA catabolic process;positive regulation of cell proliferation"	"cytosolic small ribosomal subunit;polysome"	"structural constituent of ribosome;rRNA binding"
"P62750"	"P62750"	"RL23A_HUMAN"	"60S ribosomal protein L23a"	"RPL23A"	3	3	0.00149729050689043	3	3	0.00189589971757879	0	"translational termination;translational initiation;translational elongation;cell proliferation;nuclear-transcribed mRNA catabolic process;SRP-dependent cotranslational protein targeting to membrane;viral transcription"	"cytosolic large ribosomal subunit;nucleus"	"rRNA binding;nucleotide binding;structural constituent of ribosome"
"P62888"	"P62888"	"RL30_HUMAN"	"60S ribosomal protein L30"	"RPL30"	3	3	0.00253888390298812	3	3	0.00321478647763361	1	"SRP-dependent cotranslational protein targeting to membrane;nuclear-transcribed mRNA catabolic process;translational initiation;translational elongation;translational termination;viral transcription"	"cytosolic large ribosomal subunit"	"structural constituent of ribosome;RNA binding"
"P63173"	"P63173"	"RL38_HUMAN"	"60S ribosomal protein L38"	"RPL38"	3	4	0.00479132962204938	3	4	0.00606687909625214	1	"viral transcription;ossification;middle ear morphogenesis;translational elongation;90S preribosome assembly;SRP-dependent cotranslational protein targeting to membrane;axial mesoderm development;regulation of translation;nuclear-transcribed mRNA catabolic process;sensory perception of sound;translational termination;translational initiation;skeletal system development"	"cytosolic large ribosomal subunit;eukaryotic 80S initiation complex"	"structural constituent of ribosome;RNA binding"
"P69905"	"P69905"	"HBA_HUMAN"	"Hemoglobin subunit alpha"	"HBA2,HBA1"	3	7	0.00383812496132477	3	7	0.00485991195210339	0	"protein heterooligomerization;bicarbonate transport;positive regulation of cell death;hydrogen peroxide catabolic process;small molecule metabolic process;oxygen transport"	"extracellular region;haptoglobin-hemoglobin complex;hemoglobin complex;cytosolic small ribosomal subunit;endocytic vesicle lumen"	"oxygen binding;iron ion binding;heme binding;oxygen transporter activity"
"P78527-1,P78527-2"	"P78527-[1,2]"	"PRKDC_HUMAN"	"DNA-dependent protein kinase catalytic subunit"	"PRKDC"	3	3	2.82918264383367e-05	3	3	0	0	"positive regulation of type I interferon production;T cell lineage commitment;apoptotic process;double-strand break repair via nonhomologous end joining;B cell lineage commitment;positive regulation of apoptotic process;heart development;T cell receptor V(D)J recombination;germ cell programmed cell death;pro-B cell differentiation;somitogenesis;innate immune response;T cell differentiation in thymus;protein destabilization;immunoglobulin V(D)J recombination;positive regulation of transcription from RNA polymerase II promoter;brain development;peptidyl-serine phosphorylation;telomere maintenance;cellular response to insulin stimulus;response to gamma radiation"	"transcription factor complex;nucleoplasm;nucleolus;DNA-dependent protein kinase-DNA ligase 4 complex;cytosol"	"DNA binding;ATP binding;DNA-dependent protein kinase activity"
"P82650"	"P82650"	"RT22_HUMAN"	"28S ribosomal protein S22, mitochondrial"	"MRPS22"	3	3	0.000648825886319187	3	3	0.000821556544284144	0	""	"mitochondrial small ribosomal subunit"	"structural constituent of ribosome"
"P82912-1,P82912-2"	"P82912-[1,2]"	"RT11_HUMAN"	"28S ribosomal protein S11, mitochondrial"	"MRPS11"	3	4	0.000802671199570129	3	4	0	0	"DNA damage response;translation"	"mitochondrial small ribosomal subunit"	"structural constituent of ribosome"
"P82933"	"P82933"	"RT09_HUMAN"	"28S ribosomal protein S9, mitochondrial"	"MRPS9"	3	4	0.000786455619780833	3	4	0.000995826114283811	0	"peptide biosynthetic process;translation;DNA damage response"	"mitochondrial small ribosomal subunit"	"structural constituent of ribosome"
"Q01105-1,Q01105-2"	"Q01105-[1,2]"	"SET_HUMAN"	"Protein SET"	"SET"	3	4	0.000536959354195189	3	4	0	0	"mRNA metabolic process;negative regulation of histone acetylation;negative regulation of transcription;negative regulation of neuron apoptotic process;DNA replication;gene expression;nucleosome disassembly;nucleosome assembly;nucleocytoplasmic transport"	"nucleoplasm;cytosol;endoplasmic reticulum;protein complex;perinuclear region of cytoplasm"	"protein phosphatase inhibitor activity;histone binding;DNA binding;protein phosphatase type 2A regulator activity"
"Q12904-1,Q12904-2"	"Q12904-[1,2]"	"AIMP1_HUMAN"	"Aminoacyl tRNA synthase complex-interacting multifunctional protein 1"	"AIMP1"	3	3	0.000374322626722608	3	3	0	0	"signal transduction;chemotaxis;inflammatory response;cell-cell signaling;leukocyte migration;angiogenesis;glucose metabolic process;negative regulation of endothelial cell proliferation;apoptotic process;tRNA aminoacylation for protein translation;cell adhesion"	"aminoacyl-tRNA synthetase multienzyme complex;transport vesicle;Golgi apparatus;extracellular space;cell surface;endoplasmic reticulum;cytosol;nucleus"	"protein homodimerization activity;tRNA binding;cytokine activity"
"Q12905"	"Q12905"	"ILF2_HUMAN"	"Interleukin enhancer-binding factor 2"	"ILF2"	3	6	0.00119783240551235	3	6	0.00151671977406304	0	"transcription;positive regulation of transcription;immune response"	"ribonucleoprotein complex;cytoplasm;nucleolus"	"ATP binding;transferase activity;DNA binding;double-stranded RNA binding"
"Q13547,Q92769"	"Q13547, Q92769"	"HDAC1_HUMAN, HDAC2_HUMAN"	"Histone deacetylase 1, Histone deacetylase 2"	"HDAC1, HDAC2"	3	3	0.000240801359871039	3	3	0.000304907583445662	0	"Notch signaling pathway;eyelid development in camera-type eye;positive regulation of cell proliferation;neurotrophin TRK receptor signaling pathway;hair follicle placode formation;modulation by virus of host morphology or physiology;negative regulation of androgen receptor signaling pathway;mitotic cell cycle;odontogenesis of dentin-containing tooth;negative regulation of cell cycle;negative regulation of apoptotic process;transforming growth factor beta receptor signaling pathway;negative regulation by host of viral transcription;embryonic digit morphogenesis;fungiform papilla formation;chromatin remodeling;positive regulation of transcription from RNA polymerase II promoter;transcription initiation from RNA polymerase II promoter;histone H4 deacetylation;histone H3 deacetylation;positive regulation of receptor biosynthetic process;blood coagulation;epidermal cell differentiation;negative regulation of sequence-specific DNA binding transcription factor activity;regulation of sarcomere organization;negative regulation of MHC class II biosynthetic process;negative regulation of canonical Wnt receptor signaling pathway;positive regulation of oligodendrocyte differentiation;cardiac muscle cell development;transcription;positive regulation of proteolysis;negative regulation of cardiac muscle cell proliferation;dendrite development;positive regulation of collagen biosynthetic process;hippocampus development;negative regulation of neuron projection development;regulation of protein kinase B signaling cascade;maintenance of chromatin silencing;positive regulation of sequence-specific DNA binding transcription factor activity;regulation of protein deacetylation;negative regulation of transcription from RNA polymerase II promoter"	"NuRD complex;cytosol;Sin3 complex;transcription factor complex;ESC/E(Z) complex;cytoplasm;replication fork;heterochromatin"	"NAD-dependent histone deacetylase activity (H3-K14 specific);sequence-specific DNA binding transcription factor activity;NAD-dependent histone deacetylase activity (H3-K18 specific);RNA polymerase II transcription corepressor activity;transcription factor binding;NAD-dependent histone deacetylase activity (H3-K9 specific);NAD-dependent histone deacetylase activity (H4-K16 specific);core promoter binding;histone deacetylase activity;sequence-specific DNA binding;chromatin binding;chromatin DNA binding"
"Q13765"	"Q13765"	"NACA_HUMAN"	"Nascent polypeptide-associated complex subunit alpha"	"NACA"	3	4	0.00144854151364284	3	4	0.00183417275002972	0	"regulation of skeletal muscle fiber development;cardiac ventricle development;negative regulation of transcription from RNA polymerase II promoter involved in heart development;protein transport;skeletal muscle tissue regeneration;negative regulation of striated muscle cell apoptotic process;positive regulation of transcription from RNA polymerase II promoter involved in heart development;transcription;translation;positive regulation of skeletal muscle tissue growth;modulation by virus of host morphology or physiology;positive regulation of cell proliferation involved in heart morphogenesis;heart trabecula morphogenesis"	"nascent polypeptide-associated complex;nucleus"	"transcription coactivator activity;TBP-class protein binding;DNA binding"
"Q14444-1,Q14444-2"	"Q14444-[1,2]"	"CAPR1_HUMAN"	"Caprin-1"	"CAPRIN1"	3	6	0.000329446148201562	3	6	0	0	"negative regulation of translation;positive regulation of dendritic spine morphogenesis;positive regulation of dendrite morphogenesis"	"cytosol;integral to plasma membrane;dendrite;cytoplasmic stress granule;cytoplasmic mRNA processing body"	"RNA binding"
"Q14696"	"Q14696"	"MESD_HUMAN"	"LDLR chaperone MESD"	"MESDC2"	3	3	0.000998193671260288	3	3	0.00126393314505253	0	"protein folding;Wnt receptor signaling pathway;mesoderm development;protein localization to cell surface"	"endoplasmic reticulum;plasma membrane"	""
"Q14697-1,Q14697-2"	"Q14697-[1,2]"	"GANAB_HUMAN"	"Neutral alpha-glucosidase AB"	"GANAB"	3	3	0.000123716800357472	3	3	0	0	"protein N-linked glycosylation via asparagine;post-translational protein modification;protein folding"	"melanosome;glucosidase II complex;endoplasmic reticulum lumen;Golgi apparatus"	"glucan 1;carbohydrate binding"
"Q14807"	"Q14807"	"KIF22_HUMAN"	"Kinesin-like protein KIF22"	"KIF22"	3	3	0.000351244088834447	3	3	0.000444752414950815	0	"antigen processing and presentation of exogenous peptide antigen via MHC class II;microtubule-based movement;DNA repair;mitosis;blood coagulation"	"kinesin complex;kinetochore;microtubule;cytosol;spindle;focal adhesion;nucleus;chromatin"	"DNA binding;microtubule motor activity;ATP binding"
"Q15003"	"Q15003"	"CND2_HUMAN"	"Condensin complex subunit 2"	"NCAPH"	3	3	0.000315219054082196	3	3	0.000399136782648167	0	"cell division;mitotic chromosome condensation"	"condensin complex;nucleus;cytosol;microtubule cytoskeleton"	""
"Q15366-1,Q15366-2,Q15366-3,Q15366-4,Q15366-5,Q15366-6"	"Q15366-[1-6]"	"PCBP2_HUMAN"	"Poly(rC)-binding protein 2"	"PCBP2"	3	4	0.000227533461503715	3	4	0	6	"mRNA splicing;negative regulation of defense response to virus;innate immune response;negative regulation of type I interferon production;proteasomal ubiquitin-dependent protein catabolic process;defense response to virus"	"nucleoplasm;cytosol;ribonucleoprotein complex"	"RNA binding;DNA binding"
"Q15428"	"Q15428"	"SF3A2_HUMAN"	"Splicing factor 3A subunit 2"	"SF3A2"	3	4	0.000671199192743987	3	4	0.000849886080293942	0	"mRNA 3'-splice site recognition"	"catalytic step 2 spliceosome;nucleoplasm;small nuclear ribonucleoprotein complex"	"nucleic acid binding;zinc ion binding"
"Q15942"	"Q15942"	"ZYX_HUMAN"	"Zyxin"	"ZYX"	3	4	0.000544469275232884	3	4	0.000689418079119562	0	"cell adhesion;signal transduction;cell-cell signaling;modulation by virus of host morphology or physiology"	"focal adhesion;cytoplasm;cell-cell adherens junction;nucleus;integral to plasma membrane;stress fiber"	"zinc ion binding"
"Q52LJ0"	"Q52LJ0"	"FA98B_HUMAN"	"Protein FAM98B"	"FAM98B"	3	4	0.000943746743737	3	4	0.00119499133714057	0	""	"tRNA-splicing ligase complex"	""
"Q8N6H7"	"Q8N6H7"	"ARFG2_HUMAN"	"ADP-ribosylation factor GTPase-activating protein 2"	"ARFGAP2"	3	3	0.000448324988627461	3	3	0.00056767822637676	0	"positive regulation of GTPase activity;regulation of ARF GTPase activity;vesicle-mediated transport;protein transport"	"Golgi membrane;Golgi apparatus;nucleolus"	"zinc ion binding;ARF GTPase activator activity"
"Q92499"	"Q92499"	"DDX1_HUMAN"	"ATP-dependent RNA helicase DDX1"	"DDX1"	3	5	0.000526075042961503	3	5	0.000666126927797955	0	"multicellular organismal development;double-strand break repair;spliceosomal complex assembly;response to exogenous dsRNA;transcription;regulation of transcription;regulation of translational initiation;response to virus;DNA duplex unwinding"	"cleavage body;cytoplasmic stress granule;tRNA-splicing ligase complex"	"nuclease activity;chromatin binding;ATP-dependent helicase activity;double-stranded RNA binding;RNA helicase activity;ATP binding;exonuclease activity;DNA/RNA helicase activity;transcription cofactor activity;DNA binding;poly(A) RNA binding"
"Q9BRQ6"	"Q9BRQ6"	"CHCH6_HUMAN"	"Coiled-coil-helix-coiled-coil-helix domain-containing protein 6, mitochondrial"	"CHCHD6"	3	3	0.000993946038616627	3	3	0.00125855470613741	0	"cristae formation;response to DNA damage stimulus"	"mitochondrial inner membrane"	""
"Q9BXP5-1,Q9BXP5-2,Q9BXP5-3,Q9BXP5-4,Q9BXP5-5"	"Q9BXP5-[1-5]"	"SRRT_HUMAN"	"Serrate RNA effector molecule homolog"	"SRRT"	3	3	5.33281550399332e-05	3	3	0	0	"cell proliferation;response to arsenic-containing substance;regulation of transcription;neuronal stem cell maintenance;transcription;primary miRNA processing"	"cytoplasm;nucleoplasm"	"DNA binding"
"Q9BYN8"	"Q9BYN8"	"RT26_HUMAN"	"28S ribosomal protein S26, mitochondrial"	"MRPS26"	3	3	0.00113940155646296	3	3	0.00144273344362094	0	"DNA damage response;peptide biosynthetic process"	"mitochondrial small ribosomal subunit"	""
"Q9GZT3"	"Q9GZT3"	"SLIRP_HUMAN"	"SRA stem-loop-interacting RNA-binding protein, mitochondrial"	"SLIRP"	3	3	0.00214291118417346	3	3	0.00271339776093846	0	"transcription;negative regulation of mitochondrial RNA catabolic process;regulation of transcription"	"mitochondrion;ribonucleoprotein complex;nucleus"	"nucleotide binding;RNA binding"
"Q9UI09"	"Q9UI09"	"NDUAC_HUMAN"	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12"	"NDUFA12"	3	5	0.00268479677097595	3	5	0.00339954432117577	0	"respiratory gaseous exchange;small molecule metabolic process;respiratory electron transport chain;response to oxidative stress"	"mitochondrial respiratory chain complex I"	"NADH dehydrogenase (ubiquinone) activity;electron carrier activity"
"Q9UJU6-1,Q9UJU6-2,Q9UJU6-3"	"Q9UJU6-[1-3]"	"DBNL_HUMAN"	"Drebrin-like protein"	"DBNL"	3	4	0.000241423585607139	3	4	0	0	"podosome assembly;endocytosis;neuron projection morphogenesis;cellular component disassembly involved in execution phase of apoptosis;activation of JUN kinase activity;Rac protein signal transduction;synapse assembly"	"lamellipodium;clathrin-coated vesicle membrane;cell cortex;dendrite;Golgi membrane;cytosol;postsynaptic density;cell junction;ruffle;plasma membrane;podosome"	"enzyme activator activity;actin filament binding"
"Q9UKX7-1,Q9UKX7-2"	"Q9UKX7-[1,2]"	"NUP50_HUMAN"	"Nuclear pore complex protein Nup50"	"NUP50"	3	3	0.000249548417815072	3	3	0	0	"glucose transport;mRNA transport;regulation of glucose transport;transmembrane transport;protein transport;carbohydrate metabolic process;mitotic nuclear envelope disassembly;viral process;small molecule metabolic process;intracellular transport;cytokine-mediated signaling pathway"	"nuclear pore;nucleoplasm;nuclear membrane"	""
"Q9UQE7"	"Q9UQE7"	"SMC3_HUMAN"	"Structural maintenance of chromosomes protein 3"	"SMC3"	3	3	0.000191928774917755	3	3	0.000243024121563099	0	"signal transduction;meiosis;cell division;negative regulation of DNA endoreduplication;mitosis;DNA repair;mitotic spindle organization;stem cell maintenance;sister chromatid cohesion"	"meiotic cohesin complex;nuclear matrix;nuclear meiotic cohesin complex;chromatin;spindle pole;basement membrane;cytosol;nucleoplasm;chromosome;lateral element"	"dynein binding;ATP binding;chromatin binding;microtubule motor activity"
"Q9Y224"	"Q9Y224"	"CN166_HUMAN"	"UPF0568 protein C14orf166"	"C14orf166"	3	6	0.00191456818913859	3	6	0.00242426521264174	0	"modulation by virus of host morphology or physiology;positive regulation of transcription from RNA polymerase II promoter;transcription"	"perinuclear region of cytoplasm;tRNA-splicing ligase complex;nucleus;microtubule organizing center"	"RNA polymerase II core binding"
"Q9Y3B4"	"Q9Y3B4"	"PM14_HUMAN"	"Pre-mRNA branch site protein p14"	"SF3B14"	3	5	0.0031143642543321	3	5	0.00394347141256389	0	"mRNA splicing"	"U12-type spliceosomal complex;nucleoplasm"	"RNA binding;nucleotide binding"
"Q9Y3B7-1,Q9Y3B7-2"	"Q9Y3B7-[1,2]"	"RM11_HUMAN"	"39S ribosomal protein L11, mitochondrial"	"MRPL11"	3	3	0.000608274268424238	3	3	0	0	"translation"	"mitochondrial ribosome"	"structural constituent of ribosome"
"Q9Y3D9"	"Q9Y3D9"	"RT23_HUMAN"	"28S ribosomal protein S23, mitochondrial"	"MRPS23"	3	6	0.00245870862184113	3	6	0.0031132669046557	0	"translation"	"nuclear membrane;mitochondrion;intermediate filament cytoskeleton;ribosome"	"structural constituent of ribosome"
"136429"	"136429"	"136429"	"trypsin [Sus scrofa]"	""	2	5	0.0016852620423875	2	5	0.00213391310203674	0	""	""	""
"O00170"	"O00170"	"AIP_HUMAN"	"AH receptor-interacting protein"	"AIP"	2	2	0.0004718733718685	2	2	0.000597495668570287	0	"protein targeting to mitochondrion;xenobiotic metabolic process;protein maturation by protein folding;negative regulation of cyclic-nucleotide phosphodiesterase activity;regulation of protein kinase A signaling cascade"	"membrane;nucleus;cytosol"	"GAF domain binding;transcription factor binding;transcription coactivator activity;unfolded protein binding;signal transducer activity"
"O14818-1,O14818-2"	"O14818-[1,2]"	"PSA7_HUMAN"	"Proteasome subunit alpha type-7"	"PSMA7"	2	4	0.000627896019018568	2	4	0	0	"small molecule metabolic process;antigen processing and presentation of exogenous peptide antigen via MHC class I;viral process;negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process;DNA damage response;modulation by virus of host morphology or physiology;mRNA metabolic process;negative regulation of apoptotic process;regulation of cellular amino acid metabolic process;G1/S transition of mitotic cell cycle;gene expression;protein polyubiquitination;apoptotic process;positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle"	"nucleoplasm;proteasome core complex;proteasome core complex;cytosol"	"threonine-type endopeptidase activity"
"O15143"	"O15143"	"ARC1B_HUMAN"	"Actin-related protein 2/3 complex subunit 1B"	"ARPC1B"	2	2	0.000418597346012379	2	2	0.000530036480183319	0	"cellular component movement;regulation of actin filament polymerization"	"cytoplasm;Arp2/3 protein complex"	"structural constituent of cytoskeleton"
"O15372"	"O15372"	"EIF3H_HUMAN"	"Eukaryotic translation initiation factor 3 subunit H"	"EIF3H"	2	2	0.000442381286126719	2	2	0.000560152189284644	0	"formation of translation preinitiation complex;regulation of translational initiation;translational initiation"	"eukaryotic 43S preinitiation complex;eukaryotic translation initiation factor 3 complex;cytosol;eukaryotic 48S preinitiation complex"	"translation initiation factor activity"
"O43399-1,O43399-2,O43399-3,O43399-4,O43399-5"	"O43399-[1-5]"	"TPD54_HUMAN"	"Tumor protein D54"	"TPD52L2"	2	3	0.00022677409618923	2	3	0	0	"regulation of cell proliferation"	"perinuclear region of cytoplasm"	"protein homodimerization activity"
"O60234"	"O60234"	"GMFG_HUMAN"	"Glia maturation factor gamma"	"GMFG"	2	2	0.00109660713180708	2	2	0.00138854627202954	0	"protein phosphorylation"	"intracellular"	"enzyme activator activity;protein kinase inhibitor activity"
"O75152"	"O75152"	"ZC11A_HUMAN"	"Zinc finger CCCH domain-containing protein 11A"	"ZC3H11A"	2	2	0.000192244707057537	2	2	0.000243424161269376	0	""	""	"metal ion binding"
"O75348"	"O75348"	"VATG1_HUMAN"	"V-type proton ATPase subunit G 1"	"ATP6V1G1"	2	2	0.0013196458704797	2	2	0.0016709624629508	0	"insulin receptor signaling pathway;cellular iron ion homeostasis;phagosome maturation;transmembrane transport;interaction with host;transferrin transport;proton transport"	"plasma membrane;cytosol;vacuolar proton-transporting V-type ATPase complex"	"hydrolase activity"
"O75380"	"O75380"	"NDUS6_HUMAN"	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial"	"NDUFS6"	2	2	0.00125579203803714	2	2	0.00159010944054996	0	"cardiovascular system development;multicellular organism growth;mitochondrion morphogenesis;multicellular organismal aging;mitochondrial electron transport;fatty acid metabolic process;reproductive system development;small molecule metabolic process;muscle contraction"	"mitochondrial respiratory chain complex I"	"NADH dehydrogenase (ubiquinone) activity;electron carrier activity"
"O75534-1,O75534-2"	"O75534-[1,2]"	"CSDE1_HUMAN"	"Cold shock domain-containing protein E1"	"CSDE1"	2	2	9.75678024540131e-05	2	2	0	0	"regulation of transcription;male gonad development;nuclear-transcribed mRNA catabolic process"	"CRD-mediated mRNA stability complex"	"RNA binding;DNA binding"
"O75964"	"O75964"	"ATP5L_HUMAN"	"ATP synthase subunit g, mitochondrial"	"ATP5L"	2	2	0.0015118273079282	2	2	0.00191430651095335	0	"mitochondrial ATP synthesis coupled proton transport;ATP catabolic process;respiratory electron transport chain"	"mitochondrial proton-transporting ATP synthase complex;mitochondrial proton-transporting ATP synthase complex"	"hydrogen ion transmembrane transporter activity;transmembrane transporter activity"
"O95983-1,O95983-2"	"O95983-[1,2]"	"MBD3_HUMAN"	"Methyl-CpG-binding domain protein 3"	"MBD3"	2	2	0.000267557066523376	2	2	0	0	"tissue development;histone acetylation;methylation-dependent chromatin silencing;in utero embryonic development;transcription;negative regulation of transcription from RNA polymerase II promoter"	"heterochromatin;NuRD complex;cytoplasm"	"chromatin binding;DNA binding"
"P02786"	"P02786"	"TFR1_HUMAN"	"Transferrin receptor protein 1"	"TFRC"	2	2	0.000204892385153428	2	2	0.000259438908721309	0	"positive regulation of bone resorption;proteolysis;transferrin transport;cellular iron ion homeostasis;osteoclast differentiation;modulation by virus of host morphology or physiology;transmembrane transport"	"extracellular vesicular exosome;coated pit;extracellular region;integral to plasma membrane;perinuclear region of cytoplasm;external side of plasma membrane;endosome;cytoplasmic membrane-bounded vesicle;melanosome"	"peptidase activity;transferrin receptor activity"
"P06454-1,P06454-2"	"P06454-[1,2]"	"PTMA_HUMAN"	"Prothymosin alpha"	"PTMA"	2	2	0.000701433390615338	2	2	0	0	"transcription"	"cytoplasm;nucleus"	""
"P06730-1,P06730-2,P06730-3"	"P06730-[1-3]"	"IF4E_HUMAN"	"Eukaryotic translation initiation factor 4E"	"EIF4E"	2	2	0.000239198483435645	2	2	0	0	"lung development;modulation by virus of host morphology or physiology;insulin receptor signaling pathway;regulation of translation;cytokine-mediated signaling pathway;nuclear-transcribed mRNA poly(A) tail shortening;positive regulation of mitotic cell cycle;G1/S transition of mitotic cell cycle;mRNA export from nucleus"	"cytoplasmic mRNA processing body;chromatoid body;RISC complex;cytosol;mRNA cap binding complex;cytoplasmic stress granule;eukaryotic translation initiation factor 4F complex"	"RNA cap binding;translation initiation factor activity"
"P06753-1,P06753-2,P06753-3,P07951-1,P07951-2,P07951-3,P09493-1,P09493-2,P09493-3,P09493-4,P09493-5,P09493-6,P09493-7,P67936-1,P67936-2"	"P06753-[1-3], P07951-[1-3], P09493-[1-7], P67936-[1,2]"	"TPM1_HUMAN, TPM2_HUMAN, TPM3_HUMAN, TPM4_HUMAN"	"Tropomyosin alpha-1 chain, Tropomyosin alpha-3 chain, Tropomyosin alpha-4 chain, Tropomyosin beta chain"	"TPM1, TPM2, TPM3, TPM4"	2	2	3.71819992159993e-05	2	2	0	0	"regulation of muscle contraction;muscle filament sliding;regulation of ATPase activity;ventricular cardiac muscle tissue morphogenesis;positive regulation of heart rate by epinephrine;sarcomere organization;positive regulation of ATPase activity;ruffle organization;positive regulation of cell adhesion;cellular response to reactive oxygen species;negative regulation of cell migration;positive regulation of stress fiber assembly;in utero embryonic development;wound healing;cardiac muscle contraction"	"cortical cytoskeleton;muscle thin filament tropomyosin;filamentous actin;podosome;cleavage furrow;cytosol;growth cone;stress fiber;bleb;ruffle membrane"	"structural constituent of muscle;actin binding;structural constituent of cytoskeleton;calcium ion binding"
