"";"Protein.Acs";"X.1";"X";"Protein.G";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5572";"Spectra.Count.P5572";"DNSAF.P5572";"Unspecific.Spectra.Count";"Go.Cc";"norm.sc";"Go.Mf"
"138";"P49588";250;250;"P49588";"SYAC_HUMAN";"Alanine--tRNA ligase, cytoplasmic";"AARS";1;1;"8.04329611139488E-5";1;1;"1.01845852597208E-4";0;"cytosol, extracellular vesicular exosome";0,000224971878515186;"alanine-tRNA ligase activity, amino acid binding, metal ion binding, tRNA binding, ATP binding, aminoacyl-tRNA editing activity"
"139";"P50454";256;256;"P50454";"SERPH_HUMAN";"Serpin H1";"SERPINH1";4;6;"0.0011175948281096";4;6;"0.00141512132029805";0;"endoplasmic reticulum lumen, endoplasmic reticulum-Golgi intermediate compartment, extracellular space";0,00134983127109111;"serine-type endopeptidase inhibitor activity, poly(A) RNA binding, collagen binding"
"140";"P50502";257;257;"P50502,Q8IZP2";"F10A1_HUMAN, ST134_HUMAN";"Hsc70-interacting protein, Putative protein FAM10A4";"ST13, ST13P4";3;5;"6.39237326422845E-4";3;5;"8.09415314565659E-4";0;"protein complex, cytosol, cytoplasm, extracellular vesicular exosome";0,00112485939257593;"protein binding, bridging, dATP binding, protein binding"
"141";"P50552";258;258;"P50552";"VASP_HUMAN";"Vasodilator-stimulated phosphoprotein";"VASP";10;15;"0.00307338577730141";10;15;"0.00389158363081963";0;"tight junction, actin cytoskeleton, plasma membrane, extracellular vesicular exosome, lamellipodium membrane, filopodium membrane, cytosol, focal adhesion";0,00337457817772778;"profilin binding, protein binding"
"142";"P50570";259;259;"P50570-1,P50570-2,P50570-3";"DYN2_HUMAN";"Dynamin-2";"DNM2";5;5;"1.4915537616533E-4";5;5;"0";0;"cell junction, midbody, Golgi membrane, extracellular vesicular exosome, postsynaptic membrane, endocytic vesicle membrane, cytosol, microtubule, postsynaptic density";0,00112485939257593;"GTP binding, protein binding, enzyme binding, microtubule binding, GTPase activity"
"143";"P50914";260;260;"P50914";"RL14_HUMAN";"60S ribosomal protein L14";"RPL14";2;4;"0.00144854151364284";2;4;"0.00183417275002972";0;"cytosolic large ribosomal subunit, extracellular vesicular exosome";0,000899887514060742;"protein binding, structural constituent of ribosome, RNA binding, poly(A) RNA binding"
"144";"P50990";261;261;"P50990";"TCPQ_HUMAN";"T-complex protein 1 subunit theta";"CCT8";6;11;"0.00156286527361556";6;11;"0.0019789318219983";0;"microtubule, intermediate filament cytoskeleton, extracellular vesicular exosome, zona pellucida receptor complex, aggresome, cell body, chaperonin-containing T-complex, cytosol, centrosome";0,00247469066366704;"ATPase activity, coupled, ATP binding"
"145";"P50991";262;262;"P50991";"TCPD_HUMAN";"T-complex protein 1 subunit delta";"CCT4";3;3;"4.33353096613928E-4";3;3;"5.48720511952304E-4";0;"cell body, chaperonin-containing T-complex, extracellular vesicular exosome, zona pellucida receptor complex, cytosol, centrosome, melanosome, microtubule, nucleus";0,000674915635545557;"poly(A) RNA binding, ATP binding, unfolded protein binding"
"146";"P51572";264;264;"P51572-1,P51572-2";"BAP31_HUMAN";"B-cell receptor-associated protein 31";"BCAP31";2;2;"3.16500432350823E-4";2;2;"0";0;"Golgi membrane, integral component of plasma membrane, lipid particle, endoplasmic reticulum-Golgi intermediate compartment membrane, integral component of lumenal side of endoplasmic reticulum membrane, cytosol";0,000449943757030371;"protein binding"
"147";"P52272";268;268;"P52272-1,P52272-2";"HNRPM_HUMAN";"Heterogeneous nuclear ribonucleoprotein M";"HNRNPM";36;68;"0.00362631454271546";36;68;"0";0;"catalytic step 2 spliceosome, nuclear matrix, integral component of plasma membrane, paraspeckles";0,0152980877390326;"protein domain specific binding, RNA binding, poly(A) RNA binding, nucleotide binding, protein binding"
"148";"P52566";270;270;"P52566";"GDIR2_HUMAN";"Rho GDP-dissociation inhibitor 2";"ARHGDIB";4;6;"0.00232415242860604";4;6;"0.00294288911385365";0;"cytosol, cytoskeleton, extracellular vesicular exosome, cytoplasmic membrane-bounded vesicle";0,00134983127109111;"Rho GDP-dissociation inhibitor activity, GTPase activator activity"
"149";"P52907";273;273;"P52907";"CAZA1_HUMAN";"F-actin-capping protein subunit alpha-1";"CAPZA1";3;5;"0.00136117318808221";3;5;"0.0017235451977989";0;"F-actin capping protein complex, WASH complex, extracellular vesicular exosome, cytosol";0,00112485939257593;"protein binding, actin binding"
"150";"P54105";274;274;"P54105";"ICLN_HUMAN";"Methylosome subunit pICln";"CLNS1A";1;1;"3.28519436110981E-4";1;1;"4.15977997105896E-4";0;"pICln-Sm protein complex, methylosome, nucleus, plasma membrane, cytoskeleton, cytosol";0,000224971878515186;"poly(A) RNA binding, protein binding"
"151";"P54819";275;275;"P54819-1,P54819-2,P54819-3,P54819-5";"KAD2_HUMAN";"Adenylate kinase 2, mitochondrial";"AK2";3;3;"2.44327739618104E-4";3;3;"0";0;"mitochondrial intermembrane space, mitochondrial inner membrane, sperm mitochondrial sheath, cytosol, extracellular vesicular exosome";0,000674915635545557;"ATP binding, adenylate kinase activity"
"152";"P55072";278;278;"P55072";"TERA_HUMAN";"Transitional endoplasmic reticulum ATPase";"VCP";9;11;"0.0010625932629545";9;11;"0.00134547721892689";0;"site of double-strand break, proteasome complex, lipid particle, extracellular vesicular exosome, endoplasmic reticulum, nucleus, cytosol, perinuclear region of cytoplasm";0,00247469066366704;"protein domain specific binding, ATPase activity, ADP binding, ATP binding, deubiquitinase activator activity, protein phosphatase binding, polyubiquitin binding, protein binding, lipid binding, ubiquitin-specific protease binding, poly(A) RNA binding"
"153";"P55884";286;286;"P55884-1,P55884-2";"EIF3B_HUMAN";"Eukaryotic translation initiation factor 3 subunit B";"EIF3B";7;9;"4.30425035150321E-4";7;9;"0";0;"eukaryotic translation initiation factor 3 complex, extracellular vesicular exosome, eukaryotic 48S preinitiation complex, eukaryotic 43S preinitiation complex, cytosol";0,00202474690663667;"translation initiation factor activity, protein complex scaffold, protein binding, nucleotide binding"
"154";"P58876";289;289;"P58876,P62807,Q5QNW6-1,Q5QNW6-2,Q93079,Q99877,Q99879,Q99880";"H2B1C_HUMAN, H2B1D_HUMAN, H2B1H_HUMAN, H2B1L_HUMAN, H2B1M_HUMAN, H2B1N_HUMAN, H2B2F_HUMAN";"Histone H2B type 1-C/E/F/G/I, Histone H2B type 1-D, Histone H2B type 1-H, Histone H2B type 1-L, Histone H2B type 1-M, Histone H2B type 1-N, Histone H2B type 2-F";"HIST1H2BD, HIST1H2BF,HIST1H2BE,HIST1H2BC,HIST1H2BG,HIST1H2BI, HIST1H2BH, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST2H2BF";2;4;"0.00191558118818046";2;4;"0.00323406385686457";26;"nucleus, extracellular vesicular exosome, nucleosome";0,000899887514060742;"DNA binding"
"155";"P60174";290;290;"P60174-1,P60174-3";"TPIS_HUMAN";"Triosephosphate isomerase";"TPI1";5;5;"6.80586594041106E-4";5;5;"0";0;"cytosol, extracellular space, extracellular vesicular exosome";0,00112485939257593;"protein binding, triose-phosphate isomerase activity"
"156";"P60660";291;291;"P60660-1,P60660-2";"MYL6_HUMAN";"Myosin light polypeptide 6";"MYL6";5;10;"0.00257811610457955";5;10;"0";0;"extracellular vesicular exosome, unconventional myosin complex, cytosol";0,00224971878515186;"actin-dependent ATPase activity, calcium ion binding, motor activity, structural constituent of muscle, protein binding"
"157";"P60709";292;292;"P60709,P63261";"ACTB_HUMAN, ACTG_HUMAN";"Actin, cytoplasmic 1, Actin, cytoplasmic 2";"ACTB, ACTG1";9;22;"0.00515984793742429";9;22;"0.00653350448847005";34;"ribonucleoprotein complex, MLL5-L complex, cortical cytoskeleton, cytosol, blood microparticle, NuA4 histone acetyltransferase complex, cytoskeleton, extracellular vesicular exosome, postsynaptic density, axon";0,00494938132733408;"Tat protein binding, protein binding, structural constituent of cytoskeleton, kinesin binding, nitric-oxide synthase binding, ATP binding"
"158";"P60842";293;293;"P60842";"IF4A1_HUMAN";"Eukaryotic initiation factor 4A-I";"EIF4A1";14;26;"0.00554005682899799";14;26;"0.00701493272623571";3;"cytosol, eukaryotic translation initiation factor 4F complex, extracellular vesicular exosome";0,00584926884139483;"poly(A) RNA binding, RNA cap binding, ATP binding, protein binding, translation factor activity, nucleic acid binding, helicase activity, mRNA binding, ATP-dependent helicase activity, translation initiation factor activity, double-stranded RNA binding"
"159";"P60866";294;294;"P60866-1,P60866-2";"RS20_HUMAN";"40S ribosomal protein S20";"RPS20";4;11;"0.0035985301258039";4;11;"0";0;"extracellular vesicular exosome, cytosolic small ribosomal subunit";0,00247469066366704;"RNA binding, protein binding, poly(A) RNA binding, structural constituent of ribosome"
"160";"P61006";295;295;"P61006";"RAB8A_HUMAN";"Ras-related protein Rab-8A";"RAB8A";2;2;"7.52261897181666E-4";2;2;"9.52529326706254E-4";0;"neuronal cell body, extracellular vesicular exosome, Golgi membrane, dendrite, phagocytic vesicle, postsynaptic density, phagocytic vesicle membrane, recycling endosome membrane, nonmotile primary cilium, cytoplasmic vesicle membrane, plasma membrane";0,000449943757030371;"GTPase activity, Rab GTPase binding, GTP binding, GDP binding, protein binding"
"161";"P61019";296;296;"P61019-1,P61019-2";"RAB2A_HUMAN";"Ras-related protein Rab-2A";"RAB2A";1;1;"1.83629967826185E-4";1;1;"0";0;"endoplasmic reticulum-Golgi intermediate compartment membrane, extracellular vesicular exosome, lysosomal membrane, endoplasmic reticulum membrane, melanosome, Golgi membrane";0,000224971878515186;"GDP binding, GTPase activity, GTP binding"
"162";"P61247";297;297;"P61247";"RS3A_HUMAN";"40S ribosomal protein S3a";"RPS3A";4;4;"0.00117968342967125";4;4;"0.00149373917142572";0;"extracellular vesicular exosome, cytosolic small ribosomal subunit, nucleolus";0,000899887514060742;"poly(A) RNA binding, structural constituent of ribosome, protein binding, RNA binding"
"163";"P61353";299;299;"P61353";"RL27_HUMAN";"60S ribosomal protein L27";"RPL27";2;2;"0.00114498685821033";2;2;"0.00144980566638378";0;"extracellular vesicular exosome, cytosolic large ribosomal subunit";0,000449943757030371;"structural constituent of ribosome, poly(A) RNA binding"
"164";"P61604";300;300;"P61604";"CH10_HUMAN";"10 kDa heat shock protein, mitochondrial";"HSPE1";9;14;"0.0106865440099631";9;14;"0.0135315195529153";0;"extracellular vesicular exosome, mitochondrion, mitochondrial matrix";0,0031496062992126;"chaperone binding, unfolded protein binding, protein binding, poly(A) RNA binding, ATP binding"
"165";"P61769";301;301;"P61769";"B2MG_HUMAN";"Beta-2-microglobulin";"B2M";2;4;"0.00261711281876647";2;4;"0.00331384152316293";0;"endoplasmic reticulum lumen, plasma membrane, ER to Golgi transport vesicle membrane, phagocytic vesicle membrane, early endosome lumen, MHC class I protein complex, external side of plasma membrane, Golgi membrane, early endosome membrane, extracellular space, extracellular vesicular exosome";0,000899887514060742;"identical protein binding, protein binding"
"166";"P61978";303;303;"P61978-1,P61978-2,P61978-3";"HNRPK_HUMAN";"Heterogeneous nuclear ribonucleoprotein K";"HNRNPK";13;25;"0.00140135180630494";13;25;"0";0;"extracellular vesicular exosome, podosome, nucleoplasm, nuclear chromatin, cytoplasm, cell projection, cell junction, catalytic step 2 spliceosome";0,00562429696287964;"single-stranded DNA binding, RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription, RNA binding, protein binding, RNA polymerase II core promoter proximal region sequence-specific DNA binding, poly(A) RNA binding"
"167";"P61981";304;304;"P61981";"1433G_HUMAN";"14-3-3 protein gamma";"YWHAG";2;2;"9.85059544006863E-4";2;2;"0.00124730244577552";6;"extracellular vesicular exosome, cytosol, cytoplasmic vesicle membrane";0,000449943757030371;"poly(A) RNA binding, insulin-like growth factor receptor binding, protein kinase C inhibitor activity, protein binding, protein kinase C binding"
"168";"P62136";305;305;"P62136-1";"PP1A_HUMAN";"Serine/threonine-protein phosphatase PP1-alpha catalytic subunit";"PPP1CA";4;4;"9.43746743737E-4";4;4;"0";0;"perikaryon, glycogen granule, nucleolus, dendritic spine, PTW/PP1 phosphatase complex, MLL5-L complex, cytosol, extracellular vesicular exosome, protein phosphatase type 1 complex";0,000899887514060742;"metal ion binding, phosphatase activity, ribonucleoprotein complex binding, protein serine/threonine phosphatase activity, protein binding"
"169";"P62195";307;307;"P62195";"PRS8_HUMAN";"26S protease regulatory subunit 8";"PSMC5";3;3;"8.05439031292784E-4";3;3;"0.00101986329635273";2;"cytoplasmic vesicle, nucleoplasm, proteasome accessory complex, cytosolic proteasome complex, inclusion body, blood microparticle, extracellular vesicular exosome, nuclear proteasome complex, cytosol";0,000674915635545557;"transcription factor binding, ATPase activity, ATP binding, thyrotropin-releasing hormone receptor binding, protein binding, transcription cofactor activity"
"170";"P62244";308;308;"P62244";"RS15A_HUMAN";"40S ribosomal protein S15a";"RPS15A";3;3;"0.00179674860826852";3;3;"0.00227507966109455";0;"cytosolic small ribosomal subunit, extracellular vesicular exosome";0,000674915635545557;"structural constituent of ribosome, RNA binding, poly(A) RNA binding"
"171";"P62249";309;309;"P62249";"RS16_HUMAN";"40S ribosomal protein S16";"RPS16";4;4;"0.00213312620159733";4;4;"0.00270100781682458";0;"extracellular vesicular exosome, cytosolic small ribosomal subunit";0,000899887514060742;"RNA binding, poly(A) RNA binding, structural constituent of ribosome"
"172";"P62258";310;310;"P62258-1";"1433E_HUMAN";"14-3-3 protein epsilon";"YWHAE";3;4;"0.00160298160149446";3;4;"0";5;"mitochondrion, cytosol, extracellular vesicular exosome, kinesin complex, cytoplasmic vesicle membrane, melanosome";0,000899887514060742;"ion channel binding, enzyme binding, poly(A) RNA binding, phosphoserine binding, MHC class II protein complex binding, potassium channel regulator activity, protein heterodimerization activity, phosphoprotein binding, histone deacetylase binding, protein binding"
"173";"P62263";311;311;"P62263";"RS14_HUMAN";"40S ribosomal protein S14";"RPS14";8;18;"0.00928121797648639";8;18;"0.0117520671235348";0;"extracellular vesicular exosome, nucleolus, mitochondrion, cytosolic small ribosomal subunit";0,00404949381327334;"poly(A) RNA binding, RNA binding, mRNA 5'-UTR binding, structural constituent of ribosome, translation regulator activity"
"174";"P62269";313;313;"P62269";"RS18_HUMAN";"40S ribosomal protein S18";"RPS18";2;2;"0.00102446192576714";2;2;"0.00129719454360654";0;"cytosolic small ribosomal subunit, extracellular vesicular exosome";0,000449943757030371;"rRNA binding, poly(A) RNA binding, structural constituent of ribosome, protein binding"
"175";"P62273";314;314;"P62273-1";"RS29_HUMAN";"40S ribosomal protein S29";"RPS29";4;7;"0.00973238829478781";4;7;"0";0;"cytosolic small ribosomal subunit, extracellular vesicular exosome";0,0015748031496063;"structural constituent of ribosome, zinc ion binding"
"176";"P62280";315;315;"P62280";"RS11_HUMAN";"40S ribosomal protein S11";"RPS11";2;2;"9.85558308332943E-4";2;2;"0.00124793399131769";0;"cytosolic small ribosomal subunit, extracellular vesicular exosome";0,000449943757030371;"structural constituent of ribosome, rRNA binding, poly(A) RNA binding"
"177";"P62333";318;318;"P62333";"PRS10_HUMAN";"26S protease regulatory subunit 10B";"PSMC6";1;1;"2.00151944365816E-4";1;1;"2.53436466103078E-4";0;"plasma membrane, cytosolic proteasome complex, extracellular vesicular exosome, cytosol, inclusion body, proteasome accessory complex, nucleoplasm";0,000224971878515186;"protein binding, bridging, protein binding, ATPase activity, ATP binding"
"178";"P62491";319;319;"P62491,Q15907";"RB11A_HUMAN, RB11B_HUMAN";"Ras-related protein Rab-11A, Ras-related protein Rab-11B";"RAB11A, RAB11B";4;6;"0.0010763931754604";4;6;"0.00136295094904282";0;"extracellular vesicular exosome, cytoplasmic vesicle membrane, protein complex, plasma membrane, cleavage furrow, perinuclear region of cytoplasm, mitochondrion, trans-Golgi network, transport vesicle, phagocytic vesicle, axon, recycling endosome membrane, phagocytic vesicle membrane, recycling endosome";0,00134983127109111;"GTP binding, GTPase activity, protein binding, syntaxin binding"
"179";"P62701";321;321;"P62701";"RS4X_HUMAN";"40S ribosomal protein S4, X isoform";"RPS4X";3;5;"0.00148021114749624";3;5;"0.00187427348505888";0;"cytosolic small ribosomal subunit, extracellular vesicular exosome, polysome";0,00112485939257593;"rRNA binding, structural constituent of ribosome, poly(A) RNA binding"
"180";"P62750";322;322;"P62750";"RL23A_HUMAN";"60S ribosomal protein L23a";"RPL23A";3;3;"0.00149729050689043";3;3;"0.00189589971757879";0;"extracellular vesicular exosome, nucleus, TORC2 complex, cytosolic large ribosomal subunit";0,000674915635545557;"poly(A) RNA binding, structural constituent of ribosome, protein binding, nucleotide binding, rRNA binding"
"181";"P62805";324;324;"P62805";"H4_HUMAN";"Histone H4";"HIST1H4J,HIST1H4D,HIST1H4K,HIST1H4C,HIST2H4A,HIST4H4,HIST1H4E,HIST1H4A,HIST1H4B,HIST1H4I,HIST2H4B,HIST1H4H,HIST1H4L,HIST1H4F";9;19;"0.0143623594253179";9;19;"0.0181859118540568";0;"nucleosome, nucleolus, extracellular vesicular exosome, actin cytoskeleton, nucleoplasm";0,00427446569178853;"histone demethylase activity (H4-K20 specific), protein binding, poly(A) RNA binding, DNA binding"
"182";"P62826";325;325;"P62826";"RAN_HUMAN";"GTP-binding nuclear protein Ran";"RAN";9;16;"0.00576734121172611";9;16;"0.00730272483808128";0;"melanosome, nucleoplasm, nuclear pore, extracellular vesicular exosome, cytosol";0,00359955005624297;"poly(A) RNA binding, GTPase activity, protein binding, GTP binding, chromatin binding, transcription coactivator activity, androgen receptor binding"
"183";"P62857";326;326;"P62857";"RS28_HUMAN";"40S ribosomal protein S28";"RPS28";4;8;"0.00902714276618";4;8;"0.011430351920475";0;"extracellular vesicular exosome, cytosolic small ribosomal subunit";0,00179977502812148;"structural constituent of ribosome, poly(A) RNA binding"
"184";"P62873";327;327;"P62873";"GBB1_HUMAN";"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1";"GNB1";5;9;"0.00206097634477859";5;9;"0.00260965019949081";0;"heterotrimeric G-protein complex, photoreceptor inner segment, lysosomal membrane, extracellular vesicular exosome, dendrite, cell body, photoreceptor outer segment membrane, photoreceptor disc membrane";0,00202474690663667;"signal transducer activity, GTPase binding, protein complex binding, GTPase activity, protein binding"
"185";"P62888";328;328;"P62888";"RL30_HUMAN";"60S ribosomal protein L30";"RPL30";3;3;"0.00253888390298812";3;3;"0.00321478647763361";1;"extracellular vesicular exosome, cytosolic large ribosomal subunit";0,000674915635545557;"protein binding, RNA binding, structural constituent of ribosome, poly(A) RNA binding"
"186";"P62913";329;329;"P62913-1,P62913-2";"RL11_HUMAN";"60S ribosomal protein L11";"RPL11";6;12;"0.00262446425926862";6;12;"0";0;"extracellular vesicular exosome, cytosolic large ribosomal subunit, nucleolus";0,00269966254218223;"protein binding, structural constituent of ribosome, rRNA binding, poly(A) RNA binding, RNA binding"
"187";"P62937";330;330;"P62937";"PPIA_HUMAN";"Peptidyl-prolyl cis-trans isomerase A";"PPIA";9;20;"0.01025811677975";9;20;"0.0129890362732671";2;"cytosol, nucleus, extracellular vesicular exosome";0,00449943757030371;"poly(A) RNA binding, peptide binding, protein binding, unfolded protein binding, virion binding, peptidyl-prolyl cis-trans isomerase activity"
"188";"P63104";331;331;"P63104";"1433Z_HUMAN";"14-3-3 protein zeta/delta";"YWHAZ";4;5;"0.00224440791287964";4;5;"0.00284191498481964";6;"cytosol, blood microparticle, protein complex, mast cell granule, perinuclear region of cytoplasm, postsynaptic density, melanosome, nucleoplasm, mitochondrion, cell leading edge, extracellular vesicular exosome, cytoplasmic vesicle membrane";0,00112485939257593;"poly(A) RNA binding, protein kinase binding, transcription factor binding, protein binding, identical protein binding"
"189";"P63244";335;335;"P63244";"GBLP_HUMAN";"Guanine nucleotide-binding protein subunit beta-2-like 1";"GNB2L1";7;15;"0.0036841848434528";7;15;"0.00466498984136107";0;"neuronal cell body, mitochondrion, cytoskeleton, phagocytic cup, cytosol, nucleus, perinuclear region of cytoplasm, dendrite, perikaryon, midbody, small ribosomal subunit, extracellular vesicular exosome";0,00337457817772778;"enzyme binding, SH2 domain binding, ion channel inhibitor activity, receptor tyrosine kinase binding, cysteine-type endopeptidase activator activity involved in apoptotic process, protein kinase C binding, protein binding, receptor binding, protein tyrosine kinase inhibitor activity, protein phosphatase binding, protein complex scaffold, poly(A) RNA binding"
"190";"P68032";336;336;"P68032,P68133";"ACTC_HUMAN, ACTS_HUMAN";"Actin, alpha cardiac muscle 1, Actin, alpha skeletal muscle";"ACTA1, ACTC1";1;5;"0.00116647153154938";1;5;"0.00147700999709204";34;"I band, cytosol, extracellular vesicular exosome, actomyosin, actin portion, blood microparticle";0,00112485939257593;"ATPase activity, ATP binding, myosin binding"
"191";"P68104";337;337;"P68104";"EF1A1_HUMAN";"Elongation factor 1-alpha 1";"EEF1A1";20;54;"0.0091004150288925";20;54;"0.0115231307509984";0;"extracellular space, eukaryotic translation elongation factor 1 complex, nucleus, cytosol, plasma membrane, extracellular vesicular exosome";0,01214848143982;"protein kinase binding, protein binding, poly(A) RNA binding, GTP binding, GTPase activity, translation elongation factor activity"
"192";"P68366";339;339;"P68366";"TBA4A_HUMAN";"Tubulin alpha-4A chain";"TUBA4A";1;2;"0.00217240810151514";1;2;"0.00275074735809423";19;"microtubule, cytosol, extracellular vesicular exosome";0,000449943757030371;"protein binding, GTP binding, structural constituent of cytoskeleton, GTPase activity"
"193";"P68371";340;340;"P68371";"TBB4B_HUMAN";"Tubulin beta-4B chain";"TUBB4B";1;2;"0.00207684100471354";1;2;"0.00262973835482989";58;"cytosol, extracellular vesicular exosome, nucleus, microtubule, plasma membrane";0,000449943757030371;"structural constituent of cytoskeleton, unfolded protein binding, GTP binding, MHC class I protein binding, double-stranded RNA binding, GTPase activity"
"194";"P68431";341;341;"P68431,P84243,Q16695,Q71DI3";"H31T_HUMAN, H31_HUMAN, H32_HUMAN, H33_HUMAN";"Histone H3.1, Histone H3.1t, Histone H3.2, Histone H3.3";"H3F3A,H3F3B, HIST1H3C,HIST1H3G,HIST1H3I,HIST1H3F,HIST1H3H,HIST1H3D,HIST1H3E,HIST1H3J,HIST1H3B,HIST1H3A, HIST2H3A,HIST2H3C,HIST2H3D, HIST3H3";6;15;"0.00214685035914437";6;15;"0.00271838562446959";0;"nucleosome, nucleoplasm, extracellular vesicular exosome";0,00337457817772778;"protein binding, DNA binding"
"195";"P69905";342;342;"P69905";"HBA_HUMAN";"Hemoglobin subunit alpha";"HBA2,HBA1";3;7;"0.00383812496132477";3;7;"0.00485991195210339";0;"cytosolic small ribosomal subunit, hemoglobin complex, haptoglobin-hemoglobin complex, endocytic vesicle lumen, blood microparticle, extracellular vesicular exosome";0,0015748031496063;"iron ion binding, oxygen binding, heme binding, oxygen transporter activity, protein binding"
"196";"P78371";344;344;"P78371-1";"TCPB_HUMAN";"T-complex protein 1 subunit beta";"CCT2";12;21;"0.00305615183836327";12;21;"0";0;"zona pellucida receptor complex, cell body, chaperonin-containing T-complex, nucleus, extracellular vesicular exosome, microtubule, cytosol";0,0047244094488189;"ATP binding, unfolded protein binding, protein binding"
"197";"Q00341";353;353;"Q00341";"VIGLN_HUMAN";"Vigilin";"HDLBP";4;4;"2.45612322896853E-4";4;4;"3.10999322757405E-4";0;"plasma membrane, high-density lipoprotein particle, nucleus, cytoplasm";0,000899887514060742;"lipid binding, poly(A) RNA binding"
"198";"Q00839";355;355;"Q00839-1,Q00839-2";"HNRPU_HUMAN";"Heterogeneous nuclear ribonucleoprotein U";"HNRNPU";10;17;"8.0218473217645E-4";10;17;"0";0;"cell surface, catalytic step 2 spliceosome, CRD-mediated mRNA stability complex, nucleoplasm";0,00382452193475816;"RNA binding, ATP binding, DNA binding, poly(A) RNA binding, protein binding"
"199";"Q02750";358;358;"Q02750-1,Q02750-2";"MP2K1_HUMAN";"Dual specificity mitogen-activated protein kinase kinase 1";"MAP2K1";1;1;"1.98114774448607E-4";1;1;"0";2;"cell cortex, cytosol, spindle pole body, perinuclear region of cytoplasm, early endosome, focal adhesion, late endosome, Golgi apparatus, nucleus, plasma membrane, perikaryon, dendrite cytoplasm, mitochondrion";0,000224971878515186;"protein tyrosine kinase activity, MAP kinase kinase activity, protein serine/threonine kinase activator activity, protein serine/threonine kinase activity, protein binding, protein kinase activity, receptor signaling protein tyrosine phosphatase activity, protein serine/threonine/tyrosine kinase activity, ATP binding"
"200";"Q02790";359;359;"Q02790";"FKBP4_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP4";"FKBP4";5;5;"8.48138413489134E-4";5;5;"0.00107393012324725";0;"perinuclear region of cytoplasm, microtubule, axonal growth cone, extracellular vesicular exosome, neuronal cell body, cytosol, mitochondrion, nucleus, membrane";0,00112485939257593;"GTP binding, ATP binding, FK506 binding, protein binding, bridging, peptidyl-prolyl cis-trans isomerase activity, heat shock protein binding, protein binding, poly(A) RNA binding"
"201";"Q04837";363;363;"Q04837";"SSBP_HUMAN";"Single-stranded DNA-binding protein, mitochondrial";"SSBP1";4;8;"0.00420860034369203";4;8;"0.00532901542238364";0;"mitochondrial nucleoid, extracellular vesicular exosome";0,00179977502812148;"single-stranded DNA binding, chromatin binding, protein binding, poly(A) RNA binding"
"202";"Q06323";364;364;"Q06323";"PSME1_HUMAN";"Proteasome activator complex subunit 1";"PSME1";4;4;"0.00125074869651892";4;4;"0.001583723458861";0;"extracellular vesicular exosome, cytosol, nucleoplasm, proteasome complex, proteasome activator complex";0,000899887514060742;"endopeptidase activator activity"
"203";"Q06830";365;365;"Q06830";"PRDX1_HUMAN";"Peroxiredoxin-1";"PRDX1";10;16;"0.00850359781790153";10;16;"0.0107674286500655";7;"extracellular space, nuclear euchromatin, melanosome, mitochondrial matrix, mitochondrion, nucleus, cytosol, extracellular vesicular exosome, peroxisomal matrix, nucleolus";0,00359955005624297;"protein binding, thioredoxin peroxidase activity, poly(A) RNA binding, peroxidase activity, heme binding"
"204";"Q12904";369;369;"Q12904-1,Q12904-2";"AIMP1_HUMAN";"Aminoacyl tRNA synthase complex-interacting multifunctional protein 1";"AIMP1";3;3;"3.74322626722608E-4";3;3;"0";0;"transport vesicle, cell surface, aminoacyl-tRNA synthetase multienzyme complex, nucleus, Golgi apparatus, cytosol, endoplasmic reticulum, extracellular space";0,000674915635545557;"tRNA binding, protein homodimerization activity, protein binding, cytokine activity"
"205";"Q13162";377;377;"Q13162";"PRDX4_HUMAN";"Peroxiredoxin-4";"PRDX4";2;3;"0.0010887270650219";2;3;"0.00137856837106526";5;"mitochondrion, extracellular space, extracellular vesicular exosome";0,000674915635545557;"thioredoxin peroxidase activity, protein binding"
"206";"Q13283";380;380;"Q13283";"G3BP1_HUMAN";"Ras GTPase-activating protein-binding protein 1";"G3BP1";6;9;"0.00164041815971453";6;9;"0.00207713086498683";1;"cytoplasm, plasma membrane, cytosol, cytoplasmic stress granule, nucleus";0,00202474690663667;"DNA binding, poly(A) RNA binding, protein binding, mRNA binding, ATP-dependent DNA helicase activity, ATP binding, ATP-dependent RNA helicase activity, endonuclease activity"
"207";"Q13347";382;382;"Q13347";"EIF3I_HUMAN";"Eukaryotic translation initiation factor 3 subunit I";"EIF3I";4;4;"9.58265924409877E-4";4;4;"0.00121337581925043";0;"eukaryotic 48S preinitiation complex, eukaryotic 43S preinitiation complex, extracellular vesicular exosome, cytosol, eukaryotic translation initiation factor 3 complex";0,000899887514060742;"translation initiation factor activity, protein binding"
"208";"Q13509";384;384;"Q13509";"TBB3_HUMAN";"Tubulin beta-3 chain";"TUBB3";0;0;"0";0;0;"0";39;"microtubule, axon, cytoplasm, plasma membrane";0;"protein binding, structural constituent of cytoskeleton, GTP binding, GTPase activity"
