"";"Protein.Acs";"Protein.G";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5572";"Spectra.Count.P5572";"DNSAF.P5572";"Unspecific.Spectra.Count";"Go.Cc"
"205";"P36542";"P36542-1,P36542-2";"ATPG_HUMAN";"ATP synthase subunit gamma, mitochondrial";"ATP5C1";"8";"17";"0.00222081343639453";"8";"17";"0";"0";"mitochondrial matrix, mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)"
"206";"P36543";"P36543-1,P36543-2";"VATE1_HUMAN";"V-type proton ATPase subunit E 1";"ATP6V1E1";"2";"2";"3.4450932016948E-4";"2";"2";"0";"0";"proton-transporting two-sector ATPase complex, proton-transporting two-sector ATPase complex, catalytic domain, extracellular vesicular exosome, microvillus, mitochondrion, apical plasma membrane, endosome, lysosomal membrane, cytosol"
"207";"P36578";"P36578";"RL4_HUMAN";"60S ribosomal protein L4";"RPL4";"3";"3";"5.47019482611024E-4";"3";"3";"6.92647203611925E-4";"0";"cytosolic large ribosomal subunit, extracellular vesicular exosome, nucleolus"
"208";"P37108";"P37108";"SRP14_HUMAN";"Signal recognition particle 14 kDa protein";"SRP14";"2";"2";"0.00114498685821033";"2";"2";"0.00144980566638378";"0";"signal recognition particle, endoplasmic reticulum targeting, cytosol"
"209";"P37802";"P37802";"TAGL2_HUMAN";"Transgelin-2";"TAGLN2";"5";"9";"0.00352126611670715";"5";"9";"0.00445869883330088";"0";"extracellular vesicular exosome"
"210";"P38117";"P38117-1,P38117-2";"ETFB_HUMAN";"Electron transfer flavoprotein subunit beta";"ETFB";"2";"3";"4.57994743284132E-4";"2";"3";"0";"0";"mitochondrial matrix"
"211";"P38159";"P38159-1";"RBMX_HUMAN";"RNA-binding motif protein, X chromosome";"RBMX";"10";"14";"0.00278779408955559";"10";"14";"0";"0";"nucleoplasm, extracellular vesicular exosome, extracellular space, catalytic step 2 spliceosome, supraspliceosomal complex, nuclear euchromatin"
"212";"P38606";"P38606";"VATA_HUMAN";"V-type proton ATPase catalytic subunit A";"ATP6V1A";"1";"2";"2.5237959921654E-4";"1";"2";"3.19568185783135E-4";"0";"proton-transporting two-sector ATPase complex, proton-transporting V-type ATPase, V1 domain, microvillus, mitochondrion, lysosomal membrane, cytosol, apical plasma membrane, integral component of plasma membrane, extracellular vesicular exosome"
"213";"P38646";"P38646";"GRP75_HUMAN";"Stress-70 protein, mitochondrial";"HSPA9";"17";"29";"0.00332535211250482";"17";"29";"0.00421062853329723";"0";"nucleolus, extracellular vesicular exosome, mitochondrial nucleoid"
"214";"P38919";"P38919";"IF4A3_HUMAN";"Eukaryotic initiation factor 4A-III";"EIF4A3";"1";"1";"2.10486905537449E-4";"1";"1";"2.66522804309536E-4";"3";"nuclear speck, catalytic step 2 spliceosome, cytosol, exon-exon junction complex"
"215";"P39019";"P39019";"RS19_HUMAN";"40S ribosomal protein S19";"RPS19";"15";"34";"0.0182566180426364";"15";"34";"0.0231169013839952";"0";"nucleolus, extracellular vesicular exosome, cytosolic small ribosomal subunit"
"216";"P39023";"P39023";"RL3_HUMAN";"60S ribosomal protein L3";"RPL3";"1";"1";"1.93198775082636E-4";"1";"1";"2.4463222162307E-4";"0";"nucleolus, extracellular vesicular exosome, cytosolic large ribosomal subunit"
"217";"P39656";"P39656";"OST48_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit";"DDOST";"2";"2";"3.41487308589046E-4";"2";"2";"4.32398181202181E-4";"0";"integral component of membrane, oligosaccharyltransferase complex"
"218";"P40227";"P40227";"TCPZ_HUMAN";"T-complex protein 1 subunit zeta";"CCT6A";"9";"13";"0.00190615514624846";"9";"13";"0.00241361244648449";"0";"cytosol, chaperonin-containing T-complex, zona pellucida receptor complex, acrosomal vesicle, extracellular vesicular exosome, cell body, microtubule"
"219";"P40926";"P40926";"MDHM_HUMAN";"Malate dehydrogenase, mitochondrial";"MDH2";"11";"19";"0.00437669532783357";"11";"19";"0.00554186071292263";"0";"plasma membrane, mitochondrial matrix, nucleus, mitochondrial inner membrane, extracellular vesicular exosome"
"220";"P40939";"P40939";"ECHA_HUMAN";"Trifunctional enzyme subunit alpha, mitochondrial";"HADHA";"9";"14";"0.00142860745611564";"9";"14";"0.00180893184062564";"0";"nucleolus, mitochondrial nucleoid, mitochondrial inner membrane, mitochondrial fatty acid beta-oxidation multienzyme complex"
"221";"P41091";"P41091";"IF2G_HUMAN";"Eukaryotic translation initiation factor 2 subunit 3";"EIF2S3";"3";"4";"6.59822935239851E-4";"3";"4";"8.35481231475401E-4";"0";"cytosol, extracellular vesicular exosome"
"222";"P42126";"P42126-1,P42126-2";"ECI1_HUMAN";"Enoyl-CoA delta isomerase 1, mitochondrial";"ECI1";"2";"2";"2.57811610457955E-4";"2";"2";"0";"0";"mitochondrial inner membrane, mitochondrial matrix"
"223";"P42166";"P42166-1";"LAP2A_HUMAN";"Lamina-associated polypeptide 2, isoform alpha";"TMPO";"4";"5";"0.00105956196613124";"4";"5";"0";"8";"nuclear inner membrane, chromatin, nuclear envelope"
"224";"P42167";"P42167-1";"LAP2B_HUMAN";"Lamina-associated polypeptide 2, isoforms beta/gamma";"TMPO";"4";"4";"0.00129574626342745";"4";"4";"0";"8";"nuclear inner membrane, nuclear envelope, integral component of membrane"
"225";"P42331";"P42331-1,P42331-3,P42331-4";"RHG25_HUMAN";"Rho GTPase-activating protein 25";"ARHGAP25";"1";"1";"4.02372642678566E-5";"1";"1";"0";"0";"cytosol"
"226";"P42704";"P42704";"LPPRC_HUMAN";"Leucine-rich PPR motif-containing protein, mitochondrial";"LRPPRC";"4";"4";"2.23412069894699E-4";"4";"4";"2.82888910513909E-4";"0";"perinuclear region of cytoplasm, nucleoplasm, microtubule, condensed nuclear chromosome, nuclear inner membrane, nuclear outer membrane, ribonucleoprotein complex, mitochondrial nucleoid"
"227";"P42765";"P42765";"THIM_HUMAN";"3-ketoacyl-CoA thiolase, mitochondrial";"ACAA2";"1";"1";"1.96118655814364E-4";"1";"1";"2.48329434040547E-4";"0";"mitochondrial inner membrane, mitochondrion"
"228";"P42768";"P42768";"WASP_HUMAN";"Wiskott-Aldrich syndrome protein";"WAS";"4";"5";"7.75489107154407E-4";"4";"5";"9.81940092769893E-4";"0";"actin cytoskeleton, extracellular vesicular exosome, vesicle membrane, cytosol"
"229";"P43034";"P43034-1";"LIS1_HUMAN";"Platelet-activating factor acetylhydrolase IB subunit alpha";"PAFAH1B1";"1";"1";"1.89900259410494E-4";"1";"1";"0";"0";"cytosol, growth cone, kinetochore, kinesin complex, motile primary cilium, nuclear membrane, astral microtubule, cell leading edge, neuronal cell body, centrosome, extracellular vesicular exosome, nuclear envelope, microtubule associated complex, perinuclear region of cytoplasm, cell cortex"
"230";"P43243";"P43243-1";"MATR3_HUMAN";"Matrin-3";"MATR3";"6";"13";"0.00119500399369295";"6";"13";"0";"0";"nuclear inner membrane, nuclear matrix"
"231";"P43487";"P43487";"RANG_HUMAN";"Ran-specific GTPase-activating protein";"RANBP1";"3";"4";"0.00154943495240403";"3";"4";"0.00196192607590243";"0";"cytoplasm, nuclear envelope, centrosome"
"232";"P45880";"P45880-1,P45880-2,P45880-3";"VDAC2_HUMAN";"Voltage-dependent anion-selective channel protein 2";"VDAC2";"2";"2";"1.76551261583452E-4";"2";"2";"0";"0";"mitochondrial inner membrane, mitochondrial outer membrane, mitochondrial nucleoid, pore complex"
"233";"P46013";"P46013-1,P46013-2";"KI67_HUMAN";"Antigen KI-67";"MKI67";"2";"2";"2.39125019527956E-5";"2";"2";"0";"0";"chromosome, centromeric region, cytoplasm, condensed chromosome, nucleolus"
"234";"P46060";"P46060";"RAGP1_HUMAN";"Ran GTPase-activating protein 1";"RANGAP1";"4";"4";"5.30556091027615E-4";"4";"4";"6.71800922072213E-4";"0";"cytosol, condensed chromosome kinetochore, nuclear pore, spindle pole, perinuclear region of cytoplasm, nuclear membrane"
"235";"P46778";"P46778";"RL21_HUMAN";"60S ribosomal protein L21";"RPL21";"2";"3";"0.00145985824421817";"2";"3";"0.00184850222463932";"0";"cytosolic large ribosomal subunit"
"236";"P46783";"P46783";"RS10_HUMAN";"40S ribosomal protein S10";"RPS10";"13";"24";"0.011324960924844";"13";"24";"0.0143398960456869";"0";"nucleolus, cytosolic small ribosomal subunit"
"237";"P47756";"P47756-1,P47756-2";"CAPZB_HUMAN";"F-actin-capping protein subunit beta";"CAPZB";"3";"4";"5.62159612695325E-4";"3";"4";"0";"0";"F-actin capping protein complex, Z disc, extracellular vesicular exosome, cortical cytoskeleton, cytosol, lamellipodium, intercalated disc, acrosomal vesicle, WASH complex, membrane"
"238";"P47985";"P47985";"UCRI_HUMAN";"Cytochrome b-c1 complex subunit Rieske, mitochondrial";"UQCRFS1";"7";"10";"0.00284157322475556";"7";"10";"0.00359805785817873";"0";"mitochondrial respiratory chain complex III, mitochondrial inner membrane"
"239";"P48047";"P48047";"ATPO_HUMAN";"ATP synthase subunit O, mitochondrial";"ATP5O";"9";"19";"0.00694517850144482";"9";"19";"0.00879412638952042";"0";"plasma membrane, mitochondrial proton-transporting ATP synthase complex"
"240";"P48059";"P48059-1,P48059-2,P48059-3,P48059-4,P48059-5";"LIMS1_HUMAN";"LIM and senescent cell antigen-like-containing domain protein 1";"LIMS1";"1";"1";"4.79132962204938E-5";"1";"1";"0";"0";"perinuclear region of cytoplasm, protein complex, focal adhesion, plasma membrane, cytosol"
"241";"P48444";"P48444";"COPD_HUMAN";"Coatomer subunit delta";"ARCN1";"2";"2";"3.04732314513904E-4";"2";"2";"3.85858259546369E-4";"0";"cytosol, COPI vesicle coat, endoplasmic reticulum, clathrin adaptor complex"
"242";"P48643";"P48643";"TCPE_HUMAN";"T-complex protein 1 subunit epsilon";"CCT5";"5";"6";"8.63502103788937E-4";"5";"6";"0.00109338394063694";"0";"zona pellucida receptor complex, centrosome, extracellular vesicular exosome, cytosol, chaperonin-containing T-complex, nucleolus, cell body, microtubule"
"243";"P48735";"P48735";"IDHP_HUMAN";"Isocitrate dehydrogenase [NADP], mitochondrial";"IDH2";"9";"15";"0.0025838199012711";"9";"15";"0.00327168535334394";"0";"mitochondrial matrix, mitochondrial inner membrane"
"244";"P49006";"P49006";"MRP_HUMAN";"MARCKS-related protein";"MARCKSL1";"4";"6";"0.00239566481102469";"4";"6";"0.00303343954812607";"0";"cytoplasm, extracellular vesicular exosome, plasma membrane"
"245";"P49321";"P49321-1,P49321-2,P49321-3";"NASP_HUMAN";"Nuclear autoantigenic sperm protein";"NASP";"4";"4";"1.31741296714556E-4";"4";"4";"0";"0";"cytoplasm, nucleus"
"246";"P49327";"P49327";"FAS_HUMAN";"Fatty acid synthase";"FASN";"23";"34";"0.00105424516773488";"23";"34";"0.00133490669083206";"0";"mitochondrion, plasma membrane, Golgi apparatus, glycogen granule, cytosol, extracellular vesicular exosome, melanosome"
"247";"P49368";"P49368-1";"TCPG_HUMAN";"T-complex protein 1 subunit gamma";"CCT3";"8";"13";"0.00185718969295033";"8";"13";"0";"0";"cytosol, chaperonin-containing T-complex, cell body, microtubule, plasma membrane, extracellular vesicular exosome, zona pellucida receptor complex"
"248";"P49411";"P49411";"EFTU_HUMAN";"Elongation factor Tu, mitochondrial";"TUFM";"13";"22";"0.00378960252186428";"13";"22";"0.00479847185157111";"0";"mitochondrial nucleoid, extracellular vesicular exosome"
"249";"P49458";"P49458-1";"SRP09_HUMAN";"Signal recognition particle 9 kDa protein";"SRP9";"6";"10";"0.00905338446026773";"6";"10";"0";"0";"cytosol, signal recognition particle receptor complex, signal recognition particle, endoplasmic reticulum targeting"
"250";"P49588";"P49588";"SYAC_HUMAN";"Alanine--tRNA ligase, cytoplasmic";"AARS";"1";"1";"8.04329611139488E-5";"1";"1";"1.01845852597208E-4";"0";"cytosol, extracellular vesicular exosome"
"251";"P49736";"P49736";"MCM2_HUMAN";"DNA replication licensing factor MCM2";"MCM2";"9";"13";"0.00111965529055081";"9";"13";"0.00141773031978237";"0";"nuclear origin of replication recognition complex, nucleoplasm, chromatin, MCM complex"
"252";"P49790";"P49790";"NU153_HUMAN";"Nuclear pore complex protein Nup153";"NUP153";"13";"14";"7.39001687468634E-4";"13";"14";"9.35738979252449E-4";"0";"nuclear pore nuclear basket, nuclear membrane, nuclear inclusion body, nucleolus, nucleoplasm, cytoplasm, nuclear periphery"
"253";"P49792";"P49792";"RBP2_HUMAN";"E3 SUMO-protein ligase RanBP2";"RANBP2";"2";"2";"5.24996671420208E-5";"2";"2";"6.64761471801821E-5";"2";"cytosol, nuclear inclusion body, nuclear pore nuclear basket, nuclear membrane, mitochondrion"
"254";"P49915";"P49915";"GUAA_HUMAN";"GMP synthase [glutamine-hydrolyzing]";"GMPS";"3";"3";"3.370524084775E-4";"3";"3";"4.26782620407348E-4";"0";"cytosol"
"255";"P50213";"P50213-1,P50213-2";"IDH3A_HUMAN";"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial";"IDH3A";"1";"1";"1.06364899396588E-4";"1";"1";"0";"0";"mitochondrial matrix"
"256";"P50454";"P50454";"SERPH_HUMAN";"Serpin H1";"SERPINH1";"4";"6";"0.0011175948281096";"4";"6";"0.00141512132029805";"0";"endoplasmic reticulum lumen, endoplasmic reticulum-Golgi intermediate compartment, extracellular space"
"257";"P50502";"P50502,Q8IZP2";"F10A1_HUMAN, ST134_HUMAN";"Hsc70-interacting protein, Putative protein FAM10A4";"ST13, ST13P4";"3";"5";"6.39237326422845E-4";"3";"5";"8.09415314565659E-4";"0";"protein complex, cytosol, cytoplasm, extracellular vesicular exosome"
"258";"P50552";"P50552";"VASP_HUMAN";"Vasodilator-stimulated phosphoprotein";"VASP";"10";"15";"0.00307338577730141";"10";"15";"0.00389158363081963";"0";"tight junction, actin cytoskeleton, plasma membrane, extracellular vesicular exosome, lamellipodium membrane, filopodium membrane, cytosol, focal adhesion"
"259";"P50570";"P50570-1,P50570-2,P50570-3";"DYN2_HUMAN";"Dynamin-2";"DNM2";"5";"5";"1.4915537616533E-4";"5";"5";"0";"0";"cell junction, midbody, Golgi membrane, extracellular vesicular exosome, postsynaptic membrane, endocytic vesicle membrane, cytosol, microtubule, postsynaptic density"
"260";"P50914";"P50914";"RL14_HUMAN";"60S ribosomal protein L14";"RPL14";"2";"4";"0.00144854151364284";"2";"4";"0.00183417275002972";"0";"cytosolic large ribosomal subunit, extracellular vesicular exosome"
"261";"P50990";"P50990";"TCPQ_HUMAN";"T-complex protein 1 subunit theta";"CCT8";"6";"11";"0.00156286527361556";"6";"11";"0.0019789318219983";"0";"microtubule, intermediate filament cytoskeleton, extracellular vesicular exosome, zona pellucida receptor complex, aggresome, cell body, chaperonin-containing T-complex, cytosol, centrosome"
"262";"P50991";"P50991";"TCPD_HUMAN";"T-complex protein 1 subunit delta";"CCT4";"3";"3";"4.33353096613928E-4";"3";"3";"5.48720511952304E-4";"0";"cell body, chaperonin-containing T-complex, extracellular vesicular exosome, zona pellucida receptor complex, cytosol, centrosome, melanosome, microtubule, nucleus"
"263";"P51571";"P51571";"SSRD_HUMAN";"Translocon-associated protein subunit delta";"SSR4";"3";"6";"0.00270031582745558";"3";"6";"0.00341919486638488";"0";"Sec61 translocon complex, extracellular vesicular exosome, integral component of membrane"
"264";"P51572";"P51572-1,P51572-2";"BAP31_HUMAN";"B-cell receptor-associated protein 31";"BCAP31";"2";"2";"3.16500432350823E-4";"2";"2";"0";"0";"Golgi membrane, integral component of plasma membrane, lipid particle, endoplasmic reticulum-Golgi intermediate compartment membrane, integral component of lumenal side of endoplasmic reticulum membrane, cytosol"
"265";"P51610";"P51610-1,P51610-2";"HCFC1_HUMAN";"Host cell factor 1";"HCFC1";"5";"6";"1.14780009373419E-4";"5";"6";"0";"0";"histone acetyltransferase complex, MLL5-L complex, Set1C/COMPASS complex, neuronal cell body, mitochondrion, MLL1 complex"
"266";"P51659";"P51659";"DHB4_HUMAN";"Peroxisomal multifunctional enzyme type 2";"HSD17B4";"2";"2";"2.11573658582344E-4";"2";"2";"2.67898873136134E-4";"0";"peroxisomal membrane, mitochondrion, peroxisomal matrix"
"267";"P51991";"P51991-1,P51991-2";"ROA3_HUMAN";"Heterogeneous nuclear ribonucleoprotein A3";"HNRNPA3";"6";"13";"0.00136275505034727";"6";"13";"0";"1";"nucleoplasm, nucleolus, catalytic step 2 spliceosome"
"268";"P52272";"P52272-1,P52272-2";"HNRPM_HUMAN";"Heterogeneous nuclear ribonucleoprotein M";"HNRNPM";"36";"68";"0.00362631454271546";"36";"68";"0";"0";"catalytic step 2 spliceosome, nuclear matrix, integral component of plasma membrane, paraspeckles"
"269";"P52292";"P52292";"IMA2_HUMAN";"Importin subunit alpha-2";"KPNA2";"5";"10";"0.00147181675535543";"5";"10";"0.00186364433486006";"0";"cytosol, nucleoplasm"
"270";"P52566";"P52566";"GDIR2_HUMAN";"Rho GDP-dissociation inhibitor 2";"ARHGDIB";"4";"6";"0.00232415242860604";"4";"6";"0.00294288911385365";"0";"cytosol, cytoskeleton, extracellular vesicular exosome, cytoplasmic membrane-bounded vesicle"
"271";"P52597";"P52597";"HNRPF_HUMAN";"Heterogeneous nuclear ribonucleoprotein F";"HNRNPF";"4";"5";"0.001809118650322";"4";"5";"0.00229074286013823";"6";"catalytic step 2 spliceosome, nucleoplasm, cytoplasm"
"272";"P52815";"P52815";"RM12_HUMAN";"39S ribosomal protein L12, mitochondrial";"MRPL12";"4";"8";"0.00314582247912333";"4";"8";"0.00398330445713524";"0";"mitochondrial large ribosomal subunit"
"273";"P52907";"P52907";"CAZA1_HUMAN";"F-actin-capping protein subunit alpha-1";"CAPZA1";"3";"5";"0.00136117318808221";"3";"5";"0.0017235451977989";"0";"F-actin capping protein complex, WASH complex, extracellular vesicular exosome, cytosol"
"274";"P54105";"P54105";"ICLN_HUMAN";"Methylosome subunit pICln";"CLNS1A";"1";"1";"3.28519436110981E-4";"1";"1";"4.15977997105896E-4";"0";"pICln-Sm protein complex, methylosome, nucleus, plasma membrane, cytoskeleton, cytosol"
"275";"P54819";"P54819-1,P54819-2,P54819-3,P54819-5";"KAD2_HUMAN";"Adenylate kinase 2, mitochondrial";"AK2";"3";"3";"2.44327739618104E-4";"3";"3";"0";"0";"mitochondrial intermembrane space, mitochondrial inner membrane, sperm mitochondrial sheath, cytosol, extracellular vesicular exosome"
"276";"P54886";"P54886-1,P54886-2";"P5CS_HUMAN";"Delta-1-pyrroline-5-carboxylate synthase";"ALDH18A1";"3";"3";"1.46903974260948E-4";"3";"3";"0";"0";"mitochondrial inner membrane"
"277";"P55036";"P55036-1";"PSMD4_HUMAN";"26S proteasome non-ATPase regulatory subunit 4";"PSMD4";"3";"5";"0.00103261414268306";"3";"5";"0";"0";"proteasome regulatory particle, base subcomplex, cytosol, nucleoplasm, proteasome accessory complex"
"278";"P55072";"P55072";"TERA_HUMAN";"Transitional endoplasmic reticulum ATPase";"VCP";"9";"11";"0.0010625932629545";"9";"11";"0.00134547721892689";"0";"site of double-strand break, proteasome complex, lipid particle, extracellular vesicular exosome, endoplasmic reticulum, nucleus, cytosol, perinuclear region of cytoplasm"
"279";"P55084";"P55084";"ECHB_HUMAN";"Trifunctional enzyme subunit beta, mitochondrial";"HADHB";"12";"22";"0.00361371379722079";"12";"22";"0.00457575796816485";"0";"mitochondrial outer membrane, endoplasmic reticulum, mitochondrial inner membrane, mitochondrial nucleoid, mitochondrial fatty acid beta-oxidation multienzyme complex"
"280";"P55209";"P55209";"NP1L1_HUMAN";"Nucleosome assembly protein 1-like 1";"NAP1L1";"4";"4";"7.96512597015882E-4";"4";"4";"0.00100856046357133";"0";"melanosome, nucleus"
"281";"P55327";"P55327-1,P55327-2,P55327-3,P55327-4";"TPD52_HUMAN";"Tumor protein D52";"TPD52";"3";"5";"4.34481620303027E-4";"3";"5";"0";"0";"perinuclear region of cytoplasm, endoplasmic reticulum"
"282";"P55769";"P55769";"NH2L1_HUMAN";"NHP2-like protein 1";"NHP2L1";"3";"4";"0.00243309707369695";"3";"4";"0.00308083704106554";"0";"nucleoplasm, box C/D snoRNP complex, spliceosomal complex"
"283";"P55795";"P55795";"HNRH2_HUMAN";"Heterogeneous nuclear ribonucleoprotein H2";"HNRNPH2";"1";"1";"7.67939006397511E-4";"1";"1";"9.72380001507164E-4";"9";"nucleoplasm, actin cytoskeleton, cytoplasm, ribonucleoprotein complex"
"284";"P55809";"P55809";"SCOT1_HUMAN";"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial";"OXCT1";"1";"2";"2.99458101378086E-4";"1";"2";"3.79179943515759E-4";"0";"mitochondrial matrix, mitochondrion"
"285";"P55854";"P55854,P61956-1,P61956-2,Q6EEV6";"SUMO2_HUMAN, SUMO3_HUMAN, SUMO4_HUMAN";"Small ubiquitin-related modifier 2, Small ubiquitin-related modifier 3, Small ubiquitin-related modifier 4";"SUMO2, SUMO3, SUMO4";"1";"1";"2.00667799892532E-4";"1";"1";"4.97913057141906E-4";"0";"cytoplasm, nuclear body, nucleoplasm, kinetochore"
"286";"P55884";"P55884-1,P55884-2";"EIF3B_HUMAN";"Eukaryotic translation initiation factor 3 subunit B";"EIF3B";"7";"9";"4.30425035150321E-4";"7";"9";"0";"0";"eukaryotic translation initiation factor 3 complex, extracellular vesicular exosome, eukaryotic 48S preinitiation complex, eukaryotic 43S preinitiation complex, cytosol"
"287";"P56385";"P56385";"ATP5I_HUMAN";"ATP synthase subunit e, mitochondrial";"ATP5I";"5";"9";"0.0101555356119525";"5";"9";"0.0128591459105344";"0";"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o), mitochondrial proton-transporting ATP synthase complex"
"288";"P57737";"P57737-1,P57737-2";"CORO7_HUMAN";"Coronin-7";"CORO7";"6";"6";"2.52516020621522E-4";"6";"6";"0";"0";"Golgi apparatus, cytosol, cytoplasmic membrane-bounded vesicle, Golgi membrane, integral component of membrane"
"289";"P58876";"P58876,P62807,Q5QNW6-1,Q5QNW6-2,Q93079,Q99877,Q99879,Q99880";"H2B1C_HUMAN, H2B1D_HUMAN, H2B1H_HUMAN, H2B1L_HUMAN, H2B1M_HUMAN, H2B1N_HUMAN, H2B2F_HUMAN";"Histone H2B type 1-C/E/F/G/I, Histone H2B type 1-D, Histone H2B type 1-H, Histone H2B type 1-L, Histone H2B type 1-M, Histone H2B type 1-N, Histone H2B type 2-F";"HIST1H2BD, HIST1H2BF,HIST1H2BE,HIST1H2BC,HIST1H2BG,HIST1H2BI, HIST1H2BH, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST2H2BF";"2";"4";"0.00191558118818046";"2";"4";"0.00323406385686457";"26";"nucleus, extracellular vesicular exosome, nucleosome"
"290";"P60174";"P60174-1,P60174-3";"TPIS_HUMAN";"Triosephosphate isomerase";"TPI1";"5";"5";"6.80586594041106E-4";"5";"5";"0";"0";"cytosol, extracellular space, extracellular vesicular exosome"
"291";"P60660";"P60660-1,P60660-2";"MYL6_HUMAN";"Myosin light polypeptide 6";"MYL6";"5";"10";"0.00257811610457955";"5";"10";"0";"0";"extracellular vesicular exosome, unconventional myosin complex, cytosol"
"292";"P60709";"P60709,P63261";"ACTB_HUMAN, ACTG_HUMAN";"Actin, cytoplasmic 1, Actin, cytoplasmic 2";"ACTB, ACTG1";"9";"22";"0.00515984793742429";"9";"22";"0.00653350448847005";"34";"ribonucleoprotein complex, MLL5-L complex, cortical cytoskeleton, cytosol, blood microparticle, NuA4 histone acetyltransferase complex, cytoskeleton, extracellular vesicular exosome, postsynaptic density, axon"
"293";"P60842";"P60842";"IF4A1_HUMAN";"Eukaryotic initiation factor 4A-I";"EIF4A1";"14";"26";"0.00554005682899799";"14";"26";"0.00701493272623571";"3";"cytosol, eukaryotic translation initiation factor 4F complex, extracellular vesicular exosome"
"294";"P60866";"P60866-1,P60866-2";"RS20_HUMAN";"40S ribosomal protein S20";"RPS20";"4";"11";"0.0035985301258039";"4";"11";"0";"0";"extracellular vesicular exosome, cytosolic small ribosomal subunit"
"295";"P61006";"P61006";"RAB8A_HUMAN";"Ras-related protein Rab-8A";"RAB8A";"2";"2";"7.52261897181666E-4";"2";"2";"9.52529326706254E-4";"0";"neuronal cell body, extracellular vesicular exosome, Golgi membrane, dendrite, phagocytic vesicle, postsynaptic density, phagocytic vesicle membrane, recycling endosome membrane, nonmotile primary cilium, cytoplasmic vesicle membrane, plasma membrane"
"296";"P61019";"P61019-1,P61019-2";"RAB2A_HUMAN";"Ras-related protein Rab-2A";"RAB2A";"1";"1";"1.83629967826185E-4";"1";"1";"0";"0";"endoplasmic reticulum-Golgi intermediate compartment membrane, extracellular vesicular exosome, lysosomal membrane, endoplasmic reticulum membrane, melanosome, Golgi membrane"
"297";"P61247";"P61247";"RS3A_HUMAN";"40S ribosomal protein S3a";"RPS3A";"4";"4";"0.00117968342967125";"4";"4";"0.00149373917142572";"0";"extracellular vesicular exosome, cytosolic small ribosomal subunit, nucleolus"
"298";"P61289";"P61289-1,P61289-2";"PSME3_HUMAN";"Proteasome activator complex subunit 3";"PSME3";"2";"3";"4.597978721947E-4";"2";"3";"0";"0";"proteasome activator complex, nucleoplasm, proteasome complex, cytosol"
"299";"P61353";"P61353";"RL27_HUMAN";"60S ribosomal protein L27";"RPL27";"2";"2";"0.00114498685821033";"2";"2";"0.00144980566638378";"0";"extracellular vesicular exosome, cytosolic large ribosomal subunit"
"300";"P61604";"P61604";"CH10_HUMAN";"10 kDa heat shock protein, mitochondrial";"HSPE1";"9";"14";"0.0106865440099631";"9";"14";"0.0135315195529153";"0";"extracellular vesicular exosome, mitochondrion, mitochondrial matrix"
"301";"P61769";"P61769";"B2MG_HUMAN";"Beta-2-microglobulin";"B2M";"2";"4";"0.00261711281876647";"2";"4";"0.00331384152316293";"0";"endoplasmic reticulum lumen, plasma membrane, ER to Golgi transport vesicle membrane, phagocytic vesicle membrane, early endosome lumen, MHC class I protein complex, external side of plasma membrane, Golgi membrane, early endosome membrane, extracellular space, extracellular vesicular exosome"
"302";"P61962";"P61962";"DCAF7_HUMAN";"DDB1- and CUL4-associated factor 7";"DCAF7";"2";"4";"9.10632822904122E-4";"2";"4";"0.00115306181653915";"0";"cytoplasm, Cul4-RING ubiquitin ligase complex, nuclear matrix"
"303";"P61978";"P61978-1,P61978-2,P61978-3";"HNRPK_HUMAN";"Heterogeneous nuclear ribonucleoprotein K";"HNRNPK";"13";"25";"0.00140135180630494";"13";"25";"0";"0";"extracellular vesicular exosome, podosome, nucleoplasm, nuclear chromatin, cytoplasm, cell projection, cell junction, catalytic step 2 spliceosome"
"304";"P61981";"P61981";"1433G_HUMAN";"14-3-3 protein gamma";"YWHAG";"2";"2";"9.85059544006863E-4";"2";"2";"0.00124730244577552";"6";"extracellular vesicular exosome, cytosol, cytoplasmic vesicle membrane"
"305";"P62136";"P62136-1";"PP1A_HUMAN";"Serine/threonine-protein phosphatase PP1-alpha catalytic subunit";"PPP1CA";"4";"4";"9.43746743737E-4";"4";"4";"0";"0";"perikaryon, glycogen granule, nucleolus, dendritic spine, PTW/PP1 phosphatase complex, MLL5-L complex, cytosol, extracellular vesicular exosome, protein phosphatase type 1 complex"
"306";"P62191";"P62191";"PRS4_HUMAN";"26S protease regulatory subunit 4";"PSMC1";"1";"2";"4.95467040461925E-4";"1";"2";"6.27370451998801E-4";"2";"proteasome accessory complex, cytosol, nucleoplasm"
"307";"P62195";"P62195";"PRS8_HUMAN";"26S protease regulatory subunit 8";"PSMC5";"3";"3";"8.05439031292784E-4";"3";"3";"0.00101986329635273";"2";"cytoplasmic vesicle, nucleoplasm, proteasome accessory complex, cytosolic proteasome complex, inclusion body, blood microparticle, extracellular vesicular exosome, nuclear proteasome complex, cytosol"
