"";"protein.acs";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5838.1.id.csv";"peptide.count.P5838.2.id.csv";"peptide.count.P5839.1.id.csv";"peptide.count.P5839.2.id.csv";"spectra.count.P5838.1.id.csv";"spectra.count.P5838.2.id.csv";"spectra.count.P5839.1.id.csv";"spectra.count.P5839.2.id.csv";"dNSAF.P5838.1.id.csv";"dNSAF.P5838.2.id.csv";"dNSAF.P5839.1.id.csv";"dNSAF.P5839.2.id.csv";"Go.Cc"
"1058";"P63173";"P63173";"P63173";"RL38_HUMAN";"60S ribosomal protein L38";"RPL38";4;9;0,00144776104225113;2;2;2;2;2;2;3;2;0,00182092608825514;0,00183932808170431;0,00235889369738818;0,0015711548487438;"cytosol, eukaryotic 80S initiation complex, cytosolic large ribosomal subunit"
"1059";"P63208";"P63208-1,P63208-2";"P63208-1,P63208-2";"SKP1_HUMAN";"S-phase kinase-associated protein 1";"SKP1";3;7;0,000197459342333843;1;2;3;0;1;3;3;0;NA;NA;NA;NA;"SCF ubiquitin ligase complex, nucleoplasm, cytosol, Cul7-RING ubiquitin ligase complex"
"1060";"P63218";"P63218";"P63218";"GBG5_HUMAN";"Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5";"GNG5";4;9;0,00115915508284813;NA;3;2;4;NA;3;2;4;NA;0,00213010421226785;0,0012950788926837;0,00258778445675449;"heterotrimeric G-protein complex, extracellular vesicular exosome, plasma membrane"
"1061";"P63220";"P63220";"P63220";"RS21_HUMAN";"40S ribosomal protein S21";"RPS21";3;7;0,000738631619057173;1;1;2;3;1;1;2;3;0,000575895298996353;0,000581715206563109;0,00106102849039147;0,00159008442523469;"cytosolic small ribosomal subunit, small ribosomal subunit, cytosol, cytoplasm"
"1062";"P63241";"P63241-1,P63241-2";"P63241-1,P63241-2";"IF5A1_HUMAN";"Eukaryotic translation initiation factor 5A-1";"EIF5A";11;86;0,00244543251244439;10;10;11;11;17;21;23;25;NA;NA;NA;NA;"annulate lamellae, endoplasmic reticulum membrane, nucleus, nuclear pore, cytoplasm, cytosol"
"1063";"P63244";"P63244";"P63244";"GBLP_HUMAN";"Guanine nucleotide-binding protein subunit beta-2-like 1";"GNB2L1";18;77;0,00212735226561262;18;15;13;13;21;19;19;18;0,00316651579227332;0,00289389552287073;0,00263918285386017;0,00249798751976932;"phagocytic cup, neuronal cell body, small ribosomal subunit, perinuclear region of cytoplasm, cytoskeleton, midbody, cytoplasm, nucleus, dendrite, cytosol, mitochondrion, perikaryon, extracellular vesicular exosome"
"1064";"P63279";"P63279";"P63279";"UBC9_HUMAN";"SUMO-conjugating enzyme UBC9";"UBE2I";5;14;0,000776030688376524;2;4;3;2;2;5;5;2;0,000605054554641738;0,00152792285268158;0,00139343931491285;0,000556865009681347;"synapse, cytoplasm, nucleus, synaptonemal complex, nucleoplasm, PML body, fibrillar center, dendrite"
"1065";"P67809";"P67809";"P67809";"YBOX1_HUMAN";"Nuclease-sensitive element-binding protein 1";"YBX1";8;45;0,00159237465926611;7;7;7;7;11;10;12;12;0,00231830867717668;0,00211111151353021;0,00198030582002958;0,00195521492288117;"nucleoplasm, intracellular membrane-bounded organelle, cytoplasmic stress granule, histone pre-mRNA 3'end processing complex, U12-type spliceosomal complex, ribonucleoprotein complex, CRD-mediated mRNA stability complex, nucleus, extracellular vesicular exosome, nuclear membrane, cytoplasm"
"1066";"P67812";"P67812";"P67812";"SC11A_HUMAN";"Signal peptidase complex catalytic subunit SEC11A";"SEC11A";4;14;0,000684987981918943;4;4;3;3;4;4;3;3;0,00106814100149044;0,00107893546692152;0,000737977916501329;0,000737301716728934;"integral component of membrane, endoplasmic reticulum membrane"
"1067";"P67870";"P67870";"P67870";"CSK2B_HUMAN";"Casein kinase II subunit beta";"CSNK2B";3;13;0,000529557154128033;2;3;3;2;3;5;3;2;0,000666967113721358;0,00112284563127298;0,000614409521180176;0,000409231030370478;"extracellular vesicular exosome, protein kinase CK2 complex, cytosol, cytoplasm, nucleus"
"1068";"P67936";"P67936-1";"P67936-1";"TPM4_HUMAN";"Tropomyosin alpha-4 chain";"TPM4";3;15;0,00127472703124486;3;3;3;3;3;4;4;4;NA;NA;NA;NA;"muscle thin filament tropomyosin, stress fiber, extracellular vesicular exosome, podosome, cytoskeleton, cytosol, cortical cytoskeleton, filamentous actin"
"1069";"P67936";"P67936-2";"P67936-2";"TPM4_HUMAN";"Tropomyosin alpha-4 chain";"TPM4";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"muscle thin filament tropomyosin, stress fiber, extracellular vesicular exosome, podosome, cytoskeleton, cytosol, cortical cytoskeleton, filamentous actin"
"1070";"P68032";"P68032,P68133";"P68032,P68133";"ACTC_HUMAN, ACTS_HUMAN";"Actin, alpha cardiac muscle 1, Actin, alpha skeletal muscle";"ACTA1, ACTC1";2;57;0,00120382350583403;2;2;2;2;12;16;16;13;0,0014541216273394;0,001956933218824;0,00163627346522699;0,00133432066957355;"cytoplasm, actin filament, blood microparticle, sarcomere, actomyosin, actin portion, extracellular vesicular exosome, I band, cytosol, extracellular space"
"1071";"P68036";"P68036";"P68036";"UB2L3_HUMAN";"Ubiquitin-conjugating enzyme E2 L3";"UBE2L3";5;21;0,00119428099444959;5;4;4;3;6;6;5;4;0,00186231077207912;0,00188113099265213;0,00142963254387162;0,00114265807181367;"cytoplasm, nucleus, ubiquitin ligase complex"
"1072";"P68104";"P68104";"P68104";"EF1A1_HUMAN";"Elongation factor 1-alpha 1";"EEF1A1";8;134;0,00506161701657023;6;8;7;6;27;29;39;39;0,00517308547799754;0,00532987114584771;0,00752701534348409;0,00828427102064913;"nucleus, extracellular vesicular exosome, cytoplasm, plasma membrane, extracellular space, cytosol, eukaryotic translation elongation factor 1 complex"
"1073";"P68363";"P68363";"P68363";"TBA1B_HUMAN";"Tubulin alpha-1B chain";"TUBA1B";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"microtubule, cytoplasmic microtubule"
"1074";"P68366";"P68366";"P68366";"TBA4A_HUMAN";"Tubulin alpha-4A chain";"TUBA4A";2;7;0,00298668982160218;1;2;2;2;1;2;2;2;0,00362762619144578;0,00380798391915345;0,00422635120782048;0,0039278871218595;"extracellular region, extracellular vesicular exosome, cytosol, microtubule"
"1075";"P68371";"P68371";"P68371";"TBB4B_HUMAN";"Tubulin beta-4B chain";"TUBB4B";1;4;0,00064257699214007;1;1;1;1;1;1;1;1;0,000939426510348761;0,000841670390989733;0,000699582921421524;0,00121455565835476;"microtubule, cytosol, nucleus, extracellular vesicular exosome, cytoskeleton"
"1076";"P68400";"P68400-1";"P68400-1";"CSK21_HUMAN";"Casein kinase II subunit alpha";"CSNK2A1";7;22;0,000492780904785677;7;4;5;4;7;4;6;5;NA;NA;NA;NA;"nucleus, cytosol, plasma membrane, NuRD complex, Sin3 complex"
"1077";"P68402";"P68402-1";"P68402-1";"PA1B2_HUMAN";"Platelet-activating factor acetylhydrolase IB subunit beta";"PAFAH1B2";4;15;0,000573672093403731;3;3;3;3;3;3;5;4;NA;NA;NA;NA;"plasma membrane, extracellular vesicular exosome, cytosol, cytoplasm, nucleolus"
"1078";"P68431";"P68431";"P68431";"H31_HUMAN";"Histone H3.1";"HIST1H3C,HIST1H3G,HIST1H3I,HIST1H3F,HIST1H3H,HIST1H3D,HIST1H3E,HIST1H3J,HIST1H3B,HIST1H3A";1;5;0,000933763816738769;1;1;0;1;2;2;0;1;0,00246025859350648;0,00165674772065278;0;0,000727814378462201;"nucleosome, extracellular vesicular exosome, extracellular region, nucleoplasm"
"1079";"P69849";"P69849,Q15155,Q5JPE7-1,Q5JPE7-2";"P69849,Q15155,Q5JPE7-1,Q5JPE7-2";"NOMO1_HUMAN, NOMO2_HUMAN, NOMO3_HUMAN";"Nodal modulator 1, Nodal modulator 2, Nodal modulator 3";"NOMO1, NOMO2, NOMO3";5;10;1,75935327962307e-05;3;3;2;2;3;3;2;2;5,86734572218052e-05;5,92664019779927e-05;3,60332916131309e-05;3,60002747666337e-05;"integral component of membrane"
"1080";"P69905";"P69905";"P69905";"HBA_HUMAN";"Hemoglobin subunit alpha";"HBA2,HBA1";3;8;0,000493411866251472;3;3;NA;2;3;3;NA;2;0,0010098445735922;0,0010200499044663;NA;0,000619610362884879;"cytosol, extracellular vesicular exosome, endocytic vesicle lumen, hemoglobin complex, haptoglobin-hemoglobin complex, blood microparticle, cytosolic small ribosomal subunit, extracellular region"
"1081";"P78318";"P78318";"P78318";"IGBP1_HUMAN";"Immunoglobulin-binding protein 1";"IGBP1";1;3;7,75049612917135e-05;1;1;NA;1;1;1;NA;1;0,000141000913913561;0,000142425847034625;NA;0,00012977090196114;"cytoplasm"
"1082";"P78344";"P78344-1,P78344-2";"P78344-1,P78344-2";"IF4G2_HUMAN";"Eukaryotic translation initiation factor 4 gamma 2";"EIF4G2";5;12;5,79364539755036e-05;3;2;4;3;3;2;4;3;NA;NA;NA;NA;"eukaryotic translation initiation factor 4F complex, cytosol"
"1083";"P78346";"P78346";"P78346";"RPP30_HUMAN";"Ribonuclease P protein subunit p30";"RPP30";1;1;3,26793306938941e-05;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000164301053549425;NA;"nucleus, nucleolar ribonuclease P complex"
"1084";"P78347";"P78347-1,P78347-2,P78347-3,P78347-4";"P78347-1,P78347-2,P78347-3,P78347-4";"GTF2I_HUMAN";"General transcription factor II-I";"GTF2I";20;66;0,000144797595519439;14;13;18;18;15;13;19;19;NA;NA;NA;NA;"neuronal cell body, nucleus, cytoplasm, cell projection"
"1085";"P78371";"P78371-1,P78371-2";"P78371-1,P78371-2";"TCPB_HUMAN";"T-complex protein 1 subunit beta";"CCT2";29;114;0,00093310178631762;22;26;21;22;28;33;26;27;NA;NA;NA;NA;"zona pellucida receptor complex, cell body, extracellular vesicular exosome, chaperonin-containing T-complex, cytosol, microtubule"
"1086";"P78406";"P78406";"P78406";"RAE1L_HUMAN";"mRNA export factor";"RAE1";2;3;7,13972333638339e-05;1;NA;2;NA;1;NA;2;NA;0,000129889428849721;NA;0,000239308056256771;NA;"nuclear pore, nuclear envelope, cytoplasm, nucleolus, nucleus, nuclear outer membrane, cytoskeleton"
"1087";"P78417";"P78417";"P78417";"GSTO1_HUMAN";"Glutathione S-transferase omega-1";"GSTO1";10;35;0,00127191751829347;8;9;8;8;8;10;9;8;0,00158669908105219;0,00200341751637917;0,00164437402971458;0,00146032649841747;"cytosol, extracellular vesicular exosome, cytoplasm"
"1088";"P78527";"P78527-1";"P78527-1";"PRKDC_HUMAN";"DNA-dependent protein kinase catalytic subunit";"PRKDC";140;470;0,00099716291041737;96;97;107;105;111;110;129;120;NA;NA;NA;NA;"DNA-dependent protein kinase-DNA ligase 4 complex, transcription factor complex, nucleolus, cytosol, nucleoplasm, nucleus, nonhomologous end joining complex"
"1089";"P80303";"P80303-1,P80303-2";"P80303-1,P80303-2";"NUCB2_HUMAN";"Nucleobindin-2";"NUCB2";6;25;0,000260656566248917;5;6;5;5;5;7;6;7;NA;NA;NA;NA;"plasma membrane, endoplasmic reticulum-Golgi intermediate compartment, endoplasmic reticulum, Golgi apparatus, extracellular vesicular exosome, nuclear outer membrane, extracellular space, cytosol"
"1090";"P82912";"P82912-1,P82912-2,P82912-3";"P82912-1,P82912-2,P82912-3";"RT11_HUMAN";"28S ribosomal protein S11, mitochondrial";"MRPS11";2;10;0,000150482141339581;1;1;2;2;1;1;4;4;NA;NA;NA;NA;"mitochondrial small ribosomal subunit, mitochondrion"
"1091";"P82932";"P82932";"P82932";"RT06_HUMAN";"28S ribosomal protein S6, mitochondrial";"MRPS6";1;7;0,000490451395053963;1;1;1;1;2;2;2;1;0,000764788957067157;0,000772517794315809;0,000704522917619935;0,000351938686118611;"mitochondrion, small ribosomal subunit"
"1092";"P82970";"P82970";"P82970";"HMGN5_HUMAN";"High mobility group nucleosome-binding domain-containing protein 5";"HMGN5";6;22;0,00068325295663546;5;5;5;4;6;5;6;5;0,00101700659184462;0,000856070250793228;0,000936865581941403;0,000780005953277064;"chromatin, nucleolus, intracellular membrane-bounded organelle, nucleus, nucleoplasm"
"1093";"P82979";"P82979";"P82979";"SARNP_HUMAN";"SAP domain-containing ribonucleoprotein";"SARNP";5;14;0,000583870708397575;3;4;4;3;3;4;4;3;0,000682847283095676;0,000919664040852153;0,000838717759071352;0,00062846193949752;"nuclear speck, transcription export complex, nucleus, intracellular membrane-bounded organelle"
"1094";"P83731";"P83731";"P83731";"RL24_HUMAN";"60S ribosomal protein L24";"RPL24";7;23;0,00128302798979085;5;7;5;5;5;7;5;6;0,00152227101327062;0,00215271678352335;0,00140231472456197;0,00168123576171311;"cytosolic large ribosomal subunit, cytosol, extracellular vesicular exosome"
"1095";"P83881";"P83881";"P83881";"RL36A_HUMAN";"60S ribosomal protein L36a";"RPL36A";2;6;0,00138806998600178;1;1;2;2;1;1;2;2;0,00112734221265796;0,00273296389498517;0,0018693119866095;0,00221345085609189;"cytosolic large ribosomal subunit, cytosol, ribosome"
"1096";"P84085";"P84085";"P84085";"ARF5_HUMAN";"ADP-ribosylation factor 5";"ARF5";3;7;0,000699871775292562;2;2;1;2;2;2;1;2;0,00111531722905627;0,000907123167567806;0,000683593803169034;0,000868566629202983;"plasma membrane, perinuclear region of cytoplasm, Golgi apparatus"
"1097";"P84090";"P84090";"P84090";"ERH_HUMAN";"Enhancer of rudimentary homolog";"ERH";4;16;0,00134739394245594;4;3;4;3;6;3;4;3;0,00275765248942485;0,00139276044648283;0,00169356470581715;0,00126900968552384;"midbody"
"1098";"P84095";"P84095";"P84095";"RHOG_HUMAN";"Rho-related GTP-binding protein RhoG";"RHOG";6;20;0,000978212705168712;3;2;5;6;3;2;6;9;0,000794937705605684;0,000537172877264756;0,00152154818595928;0,00216716170950001;"extracellular vesicular exosome, cytosol, plasma membrane"
"1099";"P84098";"P84098";"P84098";"RL19_HUMAN";"60S ribosomal protein L19";"RPL19";9;37;0,00168132952176057;6;6;8;8;8;8;11;10;0,00195099223741622;0,00212230163273574;0,00247122196869238;0,00224450692677686;"cytosol, nucleolus, cytoplasm, cytosolic large ribosomal subunit"
"1100";"P84103";"P84103";"P84103";"SRSF3_HUMAN";"Serine/arginine-rich splicing factor 3";"SRSF3";5;15;0,000801042130423503;4;3;4;3;4;3;4;4;0,0011658368247975;0,000883213941672037;0,00107396786222551;0,00107298379914211;"cytoplasm, nucleoplasm"
"1101";"P84243";"P84243";"P84243";"H33_HUMAN";"Histone H3.3";"H3F3A,H3F3B";1;2;0,000373505526695508;0;0;0;1;0;0;0;2;0;0;0;0,0014556287569244;"nucleoplasm, extracellular region, nucleosome, extracellular vesicular exosome"
"1102";"P98171";"P98171-1,P98171-2";"P98171-1,P98171-2";"RHG04_HUMAN";"Rho GTPase-activating protein 4";"ARHGAP4";3;5;2,31449805125889e-05;1;1;3;NA;1;1;3;NA;NA;NA;NA;NA;"cytoplasm, cytosol, growth cone"
"1103";"P98175";"P98175-1,P98175-2,P98175-3,P98175-4";"P98175-1,P98175-2,P98175-3,P98175-4";"RBM10_HUMAN";"RNA-binding protein 10";"RBM10";3;8;1,88345389805669e-05;3;2;1;2;3;2;1;2;NA;NA;NA;NA;"nucleus"
"1104";"P98179";"P98179";"P98179";"RBM3_HUMAN";"Putative RNA-binding protein 3";"RBM3";2;10;0,000557838256430804;2;2;2;1;2;3;3;2;0,000608908405308246;0,000922592907224294;0,000841388834737184;0,000560411920571037;"nucleus, cytoplasm, dendrite"
"1105";"P99999";"P99999";"P99999";"CYC_HUMAN";"Cytochrome c";"CYCS";4;12;0,00100092121439584;2;2;3;3;2;2;4;4;0,000910463044127568;0,000919664040852153;0,0016774355181427;0,00167589850532672;"respiratory chain, nucleus, mitochondrion, cytosol, mitochondrial inner membrane, mitochondrial intermembrane space, protein phosphatase type 2A complex"
"1106";"Q00005";"Q00005-1,Q00005-2,Q00005-3,Q00005-4,Q00005-5";"Q00005-1,Q00005-2,Q00005-3,Q00005-4,Q00005-5";"2ABB_HUMAN";"Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform";"PPP2R2B";1;1;5,53556879293412e-06;1;0;NA;0;1;0;NA;0;NA;NA;NA;NA;"protein phosphatase type 2A complex, mitochondrial outer membrane, cytoskeleton, mitochondrion"
"1107";"Q00013";"Q00013-1,Q00013-2,Q00013-3";"Q00013-1,Q00013-2,Q00013-3";"EM55_HUMAN";"55 kDa erythrocyte membrane protein";"MPP1";2;5;3,1323535858239e-05;2;1;2;NA;2;1;2;NA;NA;NA;NA;NA;"intracellular, membrane, integral component of plasma membrane, stereocilium, cortical cytoskeleton"
"1108";"Q00169";"Q00169";"Q00169";"PIPNA_HUMAN";"Phosphatidylinositol transfer protein alpha isoform";"PITPNA";2;8;0,00031356019525055;2;1;2;2;3;1;2;2;0,000619620682809039;0,000250352988898642;0,000434890689888849;0,000325869153813529;"cytoplasm"
"1109";"Q00325";"Q00325-2";"Q00325-2";"MPCP_HUMAN";"Phosphate carrier protein, mitochondrial";"SLC25A3";11;39;0,000943547967990557;9;8;8;8;10;10;10;9;NA;NA;NA;NA;"extracellular vesicular exosome, mitochondrion, integral component of plasma membrane, mitochondrial inner membrane"
"1110";"Q00341";"Q00341";"Q00341";"VIGLN_HUMAN";"Vigilin";"HDLBP";4;5;3,45349393768282e-05;3;NA;NA;2;3;NA;NA;2;0,000113089849724047;NA;NA;6,93885422158145e-05;"high-density lipoprotein particle, plasma membrane, cytoplasm, nucleus"
"1111";"Q00534";"Q00534";"Q00534";"CDK6_HUMAN";"Cyclin-dependent kinase 6";"CDK6";3;9;0,000260750632133526;3;2;1;3;3;2;1;3;0,000483858044156752;0,000320895044929241;0,000144074216282195;0,000433754406094914;"cytosol, nucleus, cyclin-dependent protein kinase holoenzyme complex, ruffle, cytoplasm"
"1112";"Q00610";"Q00610-1,Q00610-2";"Q00610-1,Q00610-2";"CLH1_HUMAN";"Clathrin heavy chain 1";"CLTC";55;226;0,000590842298945606;39;42;47;45;52;55;61;58;NA;NA;NA;NA;"clathrin coat of trans-Golgi network vesicle, clathrin-coated endocytic vesicle membrane, cytosol, clathrin complex, clathrin coat of coated pit, mitochondrion, plasma membrane, clathrin-coated vesicle, clathrin coat, protein complex, trans-Golgi network membrane, melanosome, spindle, extracellular vesicular exosome"
"1113";"Q00688";"Q00688";"Q00688";"FKBP3_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP3";"FKBP3";9;32;0,0012511515179948;6;6;7;8;8;7;9;8;0,00170711820773919;0,00150882381702306;0,00176917027304113;0,0015711548487438;"nucleus, membrane"
"1114";"Q00796";"Q00796";"Q00796";"DHSO_HUMAN";"Sorbitol dehydrogenase";"SORD";4;17;0,000417050505998268;2;2;3;4;3;3;5;6;0,000401674872409221;0,000405734135670068;0,000616704234611288;0,000739366987644141;"motile cilium, extracellular vesicular exosome, extracellular space, mitochondrial membrane, membrane"
"1115";"Q00839";"Q00839-1";"Q00839-1";"HNRPU_HUMAN";"Heterogeneous nuclear ribonucleoprotein U";"HNRNPU";29;115;0,00124716921754511;25;24;18;22;33;32;23;27;NA;NA;NA;NA;"ribonucleoprotein complex, catalytic step 2 spliceosome, nucleoplasm, cell surface, CRD-mediated mRNA stability complex"
"1116";"Q01081";"Q01081-1";"Q01081-1";"U2AF1_HUMAN";"Splicing factor U2AF 35 kDa subunit";"U2AF1";3;8;0,000291935354198788;2;NA;2;3;2;NA;3;3;NA;NA;NA;NA;"nuclear speck, nucleus, spliceosomal complex, Cajal body, nucleoplasm, catalytic step 2 spliceosome"
"1117";"Q01082";"Q01082-1";"Q01082-1";"SPTB2_HUMAN";"Spectrin beta chain, non-erythrocytic 1";"SPTBN1";26;53;0,000199079576529031;16;12;12;12;16;13;12;12;NA;NA;NA;NA;"M band, nucleolus, protein complex, axolemma, extracellular vesicular exosome, cytoplasm, cytosol, spectrin, cuticular plate, spectrin-associated cytoskeleton"
"1118";"Q01105";"Q01105-2";"Q01105-2";"SET_HUMAN";"Protein SET";"SET";3;10;0,000862863115858486;2;2;2;2;2;2;3;3;NA;NA;NA;NA;"perinuclear region of cytoplasm, nucleus, endoplasmic reticulum, cytosol, nucleoplasm, protein complex, cytoplasm"
"1119";"Q01105";"Q01105-1";"Q01105-1";"SET_HUMAN";"Protein SET";"SET";2;11;0,000949149427444334;2;2;2;1;3;4;2;2;NA;NA;NA;NA;"perinuclear region of cytoplasm, nucleus, endoplasmic reticulum, cytosol, nucleoplasm, protein complex, cytoplasm"
"1120";"Q01130";"Q01130";"Q01130";"SRSF2_HUMAN";"Serine/arginine-rich splicing factor 2";"SRSF2";5;23;0,000911472372837844;4;4;5;5;5;5;6;7;0,00108143234879406;0,00109236113449634;0,00119545743940034;0,00139342239979088;"nucleus, nuclear speck, nucleoplasm"
"1121";"Q01415";"Q01415-1";"Q01415-1";"GALK2_HUMAN";"N-acetylgalactosamine kinase";"GALK2";2;4;7,64896124538308e-05;NA;1;1;2;NA;1;1;2;NA;NA;NA;NA;"cytoplasm"
"1122";"Q01433";"Q01433-1,Q01433-2,Q01433-3,Q01433-4";"Q01433-1,Q01433-2,Q01433-3,Q01433-4";"AMPD2_HUMAN";"AMP deaminase 2";"AMPD2";4;5;1,24545799572862e-05;2;NA;NA;3;2;NA;NA;3;NA;NA;NA;NA;"cytosol"
"1123";"Q01469";"Q01469";"Q01469";"FABP5_HUMAN";"Fatty acid-binding protein, epidermal";"FABP5";10;57;0,00369784781985131;8;8;10;10;13;11;14;19;0,00460289650086715;0,00393411839697866;0,00456635224383291;0,00619151392245705;"cytoplasm, extracellular vesicular exosome"
"1124";"Q01518";"Q01518-1";"Q01518-1";"CAP1_HUMAN";"Adenylyl cyclase-associated protein 1";"CAP1";20;85;0,00156723190148823;18;18;17;17;21;21;22;21;NA;NA;NA;NA;"plasma membrane, extracellular vesicular exosome, cortical actin cytoskeleton"
"1125";"Q01650";"Q01650";"Q01650";"LAT1_HUMAN";"Large neutral amino acids transporter small subunit 1";"SLC7A5";3;7;0,000120919969194764;1;2;2;2;1;2;2;2;9,42787175871742e-05;0,000190462967040387;0,000173698944186375;0,000173539786054542;"nucleus, integral component of membrane, cytosol, apical plasma membrane, nucleolus, plasma membrane, extracellular vesicular exosome"
"1126";"Q01813";"Q01813";"Q01813";"K6PP_HUMAN";"6-phosphofructokinase type C";"PFKP";17;52;0,000615061880694925;12;10;13;13;12;10;15;15;0,000790151856153568;0,00064663877872417;0,000873664332365991;0,000897802770710743;"6-phosphofructokinase complex, cytosol, extracellular vesicular exosome"
"1127";"Q01844";"Q01844-1,Q01844-2,Q01844-3,Q01844-5";"Q01844-1,Q01844-2,Q01844-3,Q01844-5";"EWS_HUMAN";"RNA-binding protein EWS";"EWSR1";4;16;5,34028086949002e-05;4;2;4;4;5;2;5;4;NA;NA;NA;NA;"plasma membrane, cytoplasm, nucleus"
"1128";"Q02083";"Q02083-1,Q02083-2,Q02083-3";"Q02083-1,Q02083-2,Q02083-3";"NAAA_HUMAN";"N-acylethanolamine-hydrolyzing acid amidase";"NAAA";2;2;1,62638080333586e-05;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;"cytoplasm, lysosome"
"1129";"Q02218";"Q02218-1,Q02218-2";"Q02218-1,Q02218-2";"ODO1_HUMAN";"2-oxoglutarate dehydrogenase, mitochondrial";"OGDH";4;10;4,28057704103794e-05;3;NA;2;3;3;NA;3;4;NA;NA;NA;NA;"mitochondrial membrane, mitochondrial matrix, mitochondrion, oxoglutarate dehydrogenase complex"
"1130";"Q02252";"Q02252";"Q02252";"MMSA_HUMAN";"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial";"ALDH6A1";1;2;3,27404135550042e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;8,23040791612074e-05;8,22286649809839e-05;"mitochondrial matrix, nucleus, mitochondrion"
"1131";"Q02543";"Q02543";"Q02543";"RL18A_HUMAN";"60S ribosomal protein L18a";"RPL18A";10;34;0,00169189807547025;9;9;7;7;9;9;9;7;0,00244428288835384;0,00246898442785592;0,0022516712565978;0,00174969517246469;"cytosol, cytosolic large ribosomal subunit"
"1132";"Q02750";"Q02750-1,Q02750-2";"Q02750-1,Q02750-2";"MP2K1_HUMAN";"Dual specificity mitogen-activated protein kinase kinase 1";"MAP2K1";2;8;0,000144853420022299;1;1;2;2;1;1;4;2;NA;NA;NA;NA;"perinuclear region of cytoplasm, spindle pole body, focal adhesion, cytoplasm, cytosol, Golgi apparatus, plasma membrane, perikaryon, mitochondrion, nucleus, early endosome, dendrite cytoplasm, cell cortex, late endosome"
"1133";"Q02790";"Q02790";"Q02790";"FKBP4_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP4";"FKBP4";23;92;0,00175542827361362;19;21;17;17;24;25;21;22;0,00249931031721293;0,00262975828675044;0,00201456716639687;0,00210856511291107;"axonal growth cone, membrane, neuronal cell body, mitochondrion, microtubule, nucleus, cytosol, perinuclear region of cytoplasm, cytoplasm, extracellular vesicular exosome"
"1134";"Q02878";"Q02878";"Q02878";"RL6_HUMAN";"60S ribosomal protein L6";"RPL6";15;62;0,0018854158292005;13;12;13;14;16;15;15;16;0,00265551721203874;0,00251470636170511;0,00229336887246073;0,00244401865360147;"cytosolic large ribosomal subunit, cytosol"
"1135";"Q02978";"Q02978";"Q02978";"M2OM_HUMAN";"Mitochondrial 2-oxoglutarate/malate carrier protein";"SLC25A11";5;12;0,000334702953858483;5;3;NA;2;6;4;NA;2;0,000913362607962369;0,000615061938149529;NA;0,000280205960285518;"integral component of plasma membrane, mitochondrial inner membrane, mitochondrion"
"1136";"Q03936";"Q03936-1,Q03936-2,Q03936-3";"Q03936-1,Q03936-2,Q03936-3";"ZNF92_HUMAN";"Zinc finger protein 92";"ZNF92";1;3;1,49454959487434e-05;NA;NA;1;1;NA;NA;2;1;NA;NA;NA;NA;"nucleus"
"1137";"Q04323";"Q04323-1,Q04323-2";"Q04323-1,Q04323-2";"UBXN1_HUMAN";"UBX domain-containing protein 1";"UBXN1";1;5;7,37210490400979e-05;1;1;1;1;1;2;1;1;NA;NA;NA;NA;"Cdc48p-Npl4p-Ufd1p AAA ATPase complex, dendrite, cytoplasm, neuronal cell body, nucleus"
"1138";"Q04446";"Q04446";"Q04446";"GLGB_HUMAN";"1,4-alpha-glucan-branching enzyme";"GBE1";18;56;0,000698648710903081;14;12;14;13;14;13;15;14;0,000953262588936983;0,000894117817495149;0,000940869281009529;0,000877340029497962;"cytosol, extracellular vesicular exosome"
"1139";"Q04637";"Q04637-1,Q04637-3,Q04637-4,Q04637-5";"Q04637-1,Q04637-3,Q04637-4,Q04637-5";"IF4G1_HUMAN";"Eukaryotic translation initiation factor 4 gamma 1";"EIF4G1";24;71;0,000114774198886653;19;18;12;13;23;19;14;15;NA;NA;NA;NA;"cytosol, eukaryotic translation initiation factor 4F complex"
"1140";"Q04760";"Q04760-1,Q04760-2";"Q04760-1,Q04760-2";"LGUL_HUMAN";"Lactoylglutathione lyase";"GLO1";2;4;9,51963111517786e-05;1;1;NA;2;1;1;NA;2;NA;NA;NA;NA;"cytoplasm, extracellular vesicular exosome"
"1141";"Q04826";"Q04826";"Q04826";"1B40_HUMAN";"HLA class I histocompatibility antigen, B-40 alpha chain";"HLA-B";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"MHC class I protein complex, cell surface, ER to Golgi transport vesicle membrane, phagocytic vesicle membrane, early endosome membrane, plasma membrane, integral component of lumenal side of endoplasmic reticulum membrane, Golgi membrane"
