"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5838.1.id.csv";"peptide.count.P5838.2.id.csv";"peptide.count.P5839.1.id.csv";"peptide.count.P5839.2.id.csv";"spectra.count.P5838.1.id.csv";"spectra.count.P5838.2.id.csv";"spectra.count.P5839.1.id.csv";"spectra.count.P5839.2.id.csv";"dNSAF.P5838.1.id.csv";"dNSAF.P5838.2.id.csv";"dNSAF.P5839.1.id.csv";"dNSAF.P5839.2.id.csv";"Go.Cc";"norm.sc"
"912";912;"P55160";"P55160";"P55160";"NCKPL_HUMAN";"Nck-associated protein 1-like";"NCKAP1L";1;1;7,77112744096152e-06;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;3,90349030743801e-05;"SCAR complex, integral component of plasma membrane, extracellular vesicular exosome, membrane, cytosol";2,31449335740406e-05
"918";918;"P55735";"P55735";"P55735";"SEC13_HUMAN";"Protein SEC13 homolog";"SEC13";4;7;0,000190392622303557;2;3;1;1;2;3;1;1;0,000296890123085076;0,000449835672155945;0,000136747460718155;0,00013662216076033;"cytosol, nuclear envelope, nuclear pore outer ring, Golgi membrane, extracellular vesicular exosome, ER to Golgi transport vesicle membrane, endoplasmic reticulum membrane";0,000162014535018284
"920";920;"P55786";"P55786";"P55786";"PSA_HUMAN";"Puromycin-sensitive aminopeptidase";"NPEPPS";18;54;0,000514619449186111;12;11;12;11;14;11;16;13;0,000728172293181461;0,000577917283560521;0,000766619061610376;0,00062230725238601;"nucleus, extracellular vesicular exosome, cytosol";0,00124982641299819
"924";924;"P55884";"P55884-1,P55884-2";"P55884-1,P55884-2";"EIF3B_HUMAN";"Eukaryotic translation initiation factor 3 subunit B";"EIF3B";20;75;0,000403473308935671;14;15;15;17;17;18;19;21;NA;NA;NA;NA;"eukaryotic translation initiation factor 3 complex, eukaryotic 43S preinitiation complex, eukaryotic 48S preinitiation complex, extracellular vesicular exosome, cytosol";0,00173587001805305
"928";928;"P56192";"P56192";"P56192";"SYMC_HUMAN";"Methionine--tRNA ligase, cytoplasmic";"MARS";21;64;0,000622795422290747;14;15;14;17;15;16;16;17;0,000796655163611622;0,000858353104795343;0,000782803241799928;0,000830966342224498;"extracellular vesicular exosome, cytosol, mitochondrion, cytoplasm";0,0014812757487386
"931";931;"P56537";"P56537";"P56537";"IF6_HUMAN";"Eukaryotic translation initiation factor 6";"EIF6";3;12;0,000428966234741076;3;3;3;3;3;3;3;3;0,000585297671224865;0,00059121259769067;0,000539175702260154;0,000538681662426446;"cytoplasm, extracellular vesicular exosome, lamin filament, nucleus";0,000277739202888488
"935";935;"P57678";"P57678";"P57678";"GEMI4_HUMAN";"Gem-associated protein 4";"GEMIN4";2;8;6,62235208012373e-05;2;2;NA;2;3;2;NA;3;0,000135536795321448;9,12710059446844e-05;NA;0,000124741972868128;"small nuclear ribonucleoprotein complex, SMN-Sm protein complex, extracellular vesicular exosome, cytoplasm, cytosol, Gemini of coiled bodies, nucleolus, nucleoplasm, SMN complex";0,000185159468592325
"939";939;"P58876";"P58876";"P58876";"H2B1D_HUMAN";"Histone H2B type 1-D";"HIST1H2BD";3;13;0,00191352585105088;3;3;3;3;3;3;4;3;0,00227615761031892;0,00287395012766298;0,00279572586357117;0,0020948731316584;"nucleosome, nucleoplasm, extracellular vesicular exosome";0,000300884136462528
"940";940;"P59998";"P59998";"P59998";"ARPC4_HUMAN";"Actin-related protein 2/3 complex subunit 4";"ARPC4";5;16;0,000834101011996536;5;4;3;3;5;4;3;4;0,00142259850644932;0,00114958005106519;0,000786297899129392;0,0010474365658292;"cell projection, extracellular vesicular exosome, cytosol, Arp2/3 protein complex";0,00037031893718465
"941";941;"P60174";"P60174-1,P60174-3";"P60174-1,P60174-3";"TPIS_HUMAN";"Triosephosphate isomerase";"TPI1";16;125;0,00191391185007946;15;14;15;16;26;29;33;37;NA;NA;NA;NA;"cytosol, extracellular space, extracellular vesicular exosome";0,00289311669675508
"942";942;"P60228";"P60228";"P60228";"EIF3E_HUMAN";"Eukaryotic translation initiation factor 3 subunit E";"EIF3E";11;42;0,00082660347481005;10;9;7;7;11;11;11;9;0,00118155597299701;0,00119349659234184;0,00108844832778361;0,000889732633445927;"eukaryotic 43S preinitiation complex, cytoplasm, eukaryotic 48S preinitiation complex, nucleoplasm, PML body, cytosol, eukaryotic translation initiation factor 3 complex, extracellular vesicular exosome, nucleus";0,000972087210109707
"945";945;"P60660";"P60660-1,P60660-2";"P60660-1,P60660-2";"MYL6_HUMAN";"Myosin light polypeptide 6";"MYL6";8;33;0,00095700662469139;6;7;7;7;7;8;10;8;NA;NA;NA;NA;"extracellular vesicular exosome, myosin complex, cytosol, unconventional myosin complex";0,000763782807943341
"946";946;"P60709";"P60709,P63261";"P60709,P63261";"ACTB_HUMAN, ACTG_HUMAN";"Actin, cytoplasmic 1, Actin, cytoplasmic 2";"ACTB, ACTG1";7;273;0,00703641477292151;7;7;7;7;53;53;82;85;0,00808297992716606;0,00811597962525209;0,0100723910681369;0,0103999260981292;"NuA4 histone acetyltransferase complex, nucleoplasm, postsynaptic density, axon, ribonucleoprotein complex, cortical cytoskeleton, cytoskeleton, cytosol, blood microparticle, MLL5-L complex, extracellular vesicular exosome, extracellular space, cytoplasm";0,0063185668657131
"947";947;"P60842";"P60842";"P60842";"IF4A1_HUMAN";"Eukaryotic initiation factor 4A-I";"EIF4A1";19;94;0,00231498983458866;14;15;18;17;24;21;25;24;0,00320231829313834;0,00288157333755068;0,00305029357420885;0,0030068653139752;"extracellular vesicular exosome, eukaryotic translation initiation factor 4F complex, cytosol";0,00217562375595982
"948";948;"P60866";"P60866-1,P60866-2";"P60866-1,P60866-2";"RS20_HUMAN";"40S ribosomal protein S20";"RPS20";3;18;0,000662374333056073;3;3;3;3;5;4;5;4;NA;NA;NA;NA;"cytoplasm, cytosol, cytosolic small ribosomal subunit, extracellular vesicular exosome";0,000416608804332732
"950";950;"P60900";"P60900";"P60900";"PSA6_HUMAN";"Proteasome subunit alpha type-6";"PSMA6";11;42;0,00149527864345721;9;8;9;9;11;9;11;11;0,00213736751212874;0,00176642788334407;0,00196894108074677;0,00196713696509386;"proteasome core complex, cytoplasm, sarcomere, nucleus, nuclear matrix, polysome, proteasome core complex, alpha-subunit complex, cytoplasmic mRNA processing body, cytosol, extracellular vesicular exosome, nucleoplasm, myofibril";0,000972087210109707
"951";951;"P60953";"P60953-2";"P60953-2";"CDC42_HUMAN";"Cell division control protein 42 homolog";"CDC42";6;24;0,00117385524620246;6;5;5;4;7;6;6;5;NA;NA;NA;NA;"cytosol, Golgi membrane, apical part of cell, neuronal cell body, plasma membrane, midbody, membrane, filopodium, spindle midzone, secretory granule, neuron projection, cytoplasm, extracellular vesicular exosome, microtubule organizing center, mitotic spindle";0,000555478405776975
"952";952;"P60981";"P60981-1,P60981-2";"P60981-1,P60981-2";"DEST_HUMAN";"Destrin";"DSTN";1;1;2,71975837119832e-05;NA;1;0;0;NA;1;0;0;NA;NA;NA;NA;"actin cytoskeleton, extracellular vesicular exosome, cortical actin cytoskeleton";2,31449335740406e-05
"954";954;"P61006";"P61006";"P61006";"RAB8A_HUMAN";"Ras-related protein Rab-8A";"RAB8A";4;14;0,00069448192202419;3;3;3;4;3;3;4;4;0,000863867788698938;0,000850461751074786;0,000952167504259747;0,000940184869580148;"Golgi membrane, phagocytic vesicle, postsynaptic density, cytoplasmic vesicle membrane, nonmotile primary cilium, plasma membrane, dendrite, extracellular vesicular exosome, recycling endosome membrane, neuronal cell body, phagocytic vesicle membrane";0,000324029070036569
"956";956;"P61019";"P61019-1,P61019-2";"P61019-1,P61019-2";"RAB2A_HUMAN";"Ras-related protein Rab-2A";"RAB2A";8;31;0,000640329904256775;7;7;6;7;8;8;7;8;NA;NA;NA;NA;"extracellular vesicular exosome, endoplasmic reticulum-Golgi intermediate compartment membrane, melanosome, Golgi membrane, lysosomal membrane, endoplasmic reticulum membrane";0,00071749294079526
"957";957;"P61020";"P61020";"P61020";"RAB5B_HUMAN";"Ras-related protein Rab-5B";"RAB5B";2;4;0,000235358735168015;1;2;0;1;1;2;0;1;0,000333483556860679;0,000577463467511817;0;0,000306923272777859;"plasma membrane, early endosome membrane, intracellular, endosome, membrane, melanosome, extracellular vesicular exosome, endocytic vesicle";9,25797342961626e-05
"958";958;"P61026";"P61026";"P61026";"RAB10_HUMAN";"Ras-related protein Rab-10";"RAB10";5;17;0,000914172466941182;3;5;3;4;4;6;3;4;0,00119213754840453;0,00176045582472481;0,000959283436937858;0,000973091340015453;"recycling endosome, insulin-responsive compartment, extracellular vesicular exosome, recycling endosome membrane, phagocytic vesicle membrane, endoplasmic reticulum tubular network, Golgi apparatus, primary cilium, endoplasmic reticulum membrane, cytoplasmic vesicle membrane, endosome, trans-Golgi network";0,000393463870758691
"959";959;"P61077";"P61077-1,P61077-2,P61077-3,P62837";"P61077-1,P61077-2,P61077-3,P62837";"UB2D2_HUMAN, UB2D3_HUMAN";"Ubiquitin-conjugating enzyme E2 D2, Ubiquitin-conjugating enzyme E2 D3";"UBE2D2, UBE2D3";2;7;0,000104262626499567;NA;2;2;NA;NA;2;5;NA;NA;0,000656902886322967;0,00149771028405598;NA;"endosome membrane, plasma membrane, nucleoplasm, cytosol";0,000162014535018284
"962";962;"P61088";"P61088";"P61088";"UBE2N_HUMAN";"Ubiquitin-conjugating enzyme E2 N";"UBE2N";9;25;0,00144047049769139;6;3;6;6;7;4;6;8;0,00220128400471632;0,00127058847749311;0,0017381321980755;0,0023153860928856;"UBC13-UEV1A complex, ubiquitin ligase complex, extracellular vesicular exosome, nucleus, UBC13-MMS2 complex, cytosol, cytoplasm";0,000578623339351016
"963";963;"P61106";"P61106";"P61106";"RAB14_HUMAN";"Ras-related protein Rab-14";"RAB14";7;25;0,00106364043777853;6;4;5;4;7;5;7;6;0,0016211006236283;0,00117388406905811;0,00150188994066265;0,00128107105159454;"lysosomal membrane, nuclear outer membrane-endoplasmic reticulum membrane network, lysosome, plasma membrane, trans-Golgi network transport vesicle, phagocytic vesicle, perinuclear region of cytoplasm, phagocytic vesicle membrane, Golgi stack, cytosol, cytoplasmic vesicle membrane, Golgi membrane, recycling endosome, late endosome, rough endoplasmic reticulum, extracellular vesicular exosome, intracellular membrane-bounded organelle, early endosome membrane, early endosome, intracellular";0,000578623339351016
"964";964;"P61158";"P61158";"P61158";"ARP3_HUMAN";"Actin-related protein 3";"ACTR3";16;44;0,000921901118522487;7;8;11;12;8;10;13;13;0,000914819326635355;0,00115508043408464;0,00136943748939282;0,00136818269125058;"hemidesmosome, Arp2/3 protein complex, cytosol, podosome, actin cytoskeleton, lamellipodium, extracellular vesicular exosome, excitatory synapse, Golgi membrane";0,00101837707725779
"965";965;"P61160";"P61160";"P61160";"ARP2_HUMAN";"Actin-related protein 2";"ACTR2";13;39;0,000866914630488786;8;7;10;12;9;7;10;13;0,0010918624069804;0,000857808464500422;0,00111758077033619;0,00145152376889021;"cell projection, cytosol, actin cytoskeleton, extracellular vesicular exosome, actin cap, Arp2/3 protein complex";0,000902652409387585
"966";966;"P61163";"P61163";"P61163";"ACTZ_HUMAN";"Alpha-centractin";"ACTR1A";2;5;0,000116463572153772;NA;NA;2;2;NA;NA;3;2;NA;NA;0,000351324593228026;0,000234001785983119;"extracellular vesicular exosome, dynactin complex, microtubule associated complex, centrosome, cytosol, cytoplasm";0,000115724667870203
"968";968;"P61204";"P61204,P84077";"P61204,P84077";"ARF1_HUMAN, ARF3_HUMAN";"ADP-ribosylation factor 1, ADP-ribosylation factor 3";"ARF1, ARF3";4;11;0,000546861134601133;2;2;3;3;2;3;3;3;0,000554577627707538;0,000676583578020186;0,00101972556273834;0,000647825938908302;"Golgi membrane, extracellular vesicular exosome, perinuclear region of cytoplasm";0,000254594269314447
"970";970;"P61224";"P61224";"P61224";"RAP1B_HUMAN";"Ras-related protein Rap-1b";"RAP1B";3;10;0,00118995388939723;2;2;1;1;3;3;2;2;0,00175350728947123;0,00177122795911403;0,00143584833754063;0,00143453268798347;"cytosol, cell-cell junction, extracellular vesicular exosome, lipid particle, plasma membrane, intracellular, membrane";0,000231449335740406
"971";971;"P61225";"P61225";"P61225";"RAP2B_HUMAN";"Ras-related protein Rap-2b";"RAP2B";1;1;0,000175480267551184;0;0;0;1;0;0;0;1;NA;NA;NA;0,000721185832210269;"plasma membrane, recycling endosome membrane, cytosol, extracellular vesicular exosome";2,31449335740406e-05
"972";972;"P61247";"P61247";"P61247";"RS3A_HUMAN";"40S ribosomal protein S3a";"RPS3A";17;80;0,00265395776544352;13;14;14;16;17;20;20;23;0,00307798585940854;0,0036577547079347;0,00333580926903378;0,00383266561587503;"nucleolus, extracellular vesicular exosome, ribonucleoprotein complex, cytoplasm, cytosol, cytosolic small ribosomal subunit, nucleus";0,00185159468592325
"973";973;"P61254";"P61254";"P61254";"RL26_HUMAN";"60S ribosomal protein L26";"RPL26";2;11;0,0018824796977646;2;2;1;2;3;3;2;3;0,00296685371276052;0,00299683627105271;0,00161959291406882;0,00242716335254215;"cytosol, cytosolic large ribosomal subunit, extracellular vesicular exosome";0,000254594269314447
"977";977;"P61353";"P61353";"P61353";"RL27_HUMAN";"60S ribosomal protein L27";"RPL27";7;33;0,00212511765188823;6;6;5;6;9;9;7;8;0,00316318962022262;0,00319515631840178;0,00226638806219648;0,00258778445675449;"cytosol, ribosome, extracellular vesicular exosome, cytosolic large ribosomal subunit, ribonucleoprotein complex";0,000763782807943341
"978";978;"P61421";"P61421";"P61421";"VA0D1_HUMAN";"V-type proton ATPase subunit d 1";"ATP6V0D1";3;8;0,00019961391740088;2;1;2;3;2;1;2;3;0,000272360739696281;0,000137556587306946;0,000250898474935874;0,000376002869784841;"endosome membrane, apical plasma membrane, proton-transporting V-type ATPase, V0 domain, early endosome, synaptic vesicle, membrane, lysosomal membrane, extracellular vesicular exosome, vacuolar proton-transporting V-type ATPase complex, axon terminus, phagocytic vesicle membrane";0,000185159468592325
"979";979;"P61513";"P61513";"P61513";"RL37A_HUMAN";"60S ribosomal protein L37a";"RPL37A";3;18;0,00171353360073201;3;3;3;3;5;4;4;5;0,00259778857699442;0,00209923313672774;0,00191446445005417;0,00239088781330578;"cytosolic large ribosomal subunit, extracellular vesicular exosome, cytosol";0,000416608804332732
"980";980;"P61586";"P61586";"P61586";"RHOA_HUMAN";"Transforming protein RhoA";"RHOA";9;44;0,00216658450497877;8;9;8;7;11;10;13;10;0,00321964263014023;0,00271014986131949;0,00296593197184558;0,00248661342052716;"cell cortex, midbody, cytosol, extracellular vesicular exosome, cleavage furrow, cell junction, apical junction complex, cytoskeleton, plasma membrane, lamellipodium";0,00101837707725779
"981";981;"P61604";"P61604";"P61604";"CH10_HUMAN";"10 kDa heat shock protein, mitochondrial";"HSPE1";9;51;0,00437903031298181;6;7;6;7;11;14;11;15;0,00515482752925167;0,0066269908826111;0,00474862260650692;0,00646946114188623;"extracellular vesicular exosome, mitochondrial matrix, mitochondrion";0,00118039161227607
"983";983;"P61769";"P61769";"P61769";"B2MG_HUMAN";"Beta-2-microglobulin";"B2M";1;4;0,000294388592469366;NA;1;1;1;NA;1;1;2;NA;0,000405734135670068;0,000370022540766773;0,000739366987644141;"cytoplasm, extracellular space, ER to Golgi transport vesicle membrane, external side of plasma membrane, Golgi apparatus, extracellular vesicular exosome, phagocytic vesicle membrane, plasma membrane, early endosome membrane, MHC class I protein complex, early endosome lumen, Golgi membrane, extracellular region, endoplasmic reticulum lumen";9,25797342961626e-05
"985";985;"P61916";"P61916";"P61916";"NPC2_HUMAN";"Epididymal secretory protein E1";"NPC2";3;9;0,000522003613468031;2;2;2;3;2;2;2;3;0,000633103441280759;0,000639501485360769;0,000583214335778092;0,000874019915857478;"extracellular region, endoplasmic reticulum, lysosome";0,000208304402166366
"990";990;"P61970";"P61970";"P61970";"NTF2_HUMAN";"Nuclear transport factor 2";"NUTF2";4;19;0,00131026103852999;3;3;4;4;5;4;5;5;0,00188186259120856;0,00152070431951931;0,0017335701713089;0,00173198172302466;"cytosol, nuclear pore, extracellular vesicular exosome";0,000439753737906772
"991";991;"P61978";"P61978-1,P61978-2";"P61978-1,P61978-2";"HNRPK_HUMAN";"Heterogeneous nuclear ribonucleoprotein K";"HNRNPK";1;2;0,00037831795360534;0;0;1;1;0;0;1;1;NA;NA;NA;NA;"nucleoplasm, cytoplasm, cell projection, podosome, nuclear chromatin, extracellular vesicular exosome, catalytic step 2 spliceosome, nucleus, cell junction";4,62898671480813e-05
"992";992;"P61978";"P61978-3";"P61978-3";"HNRPK_HUMAN";"Heterogeneous nuclear ribonucleoprotein K";"HNRNPK";1;4;0,00151327181442136;1;1;1;1;1;1;1;1;NA;NA;NA;NA;"nucleoplasm, cytoplasm, cell projection, podosome, nuclear chromatin, extracellular vesicular exosome, catalytic step 2 spliceosome, nucleus, cell junction";9,25797342961626e-05
"993";993;"P61981";"P61981";"P61981";"1433G_HUMAN";"14-3-3 protein gamma";"YWHAG";12;55;0,0022872724381639;9;9;11;10;13;12;14;16;0,00304660433645468;0,00271551226401894;0,00292438303718051;0,00330175963552328;"extracellular vesicular exosome, cytoplasmic vesicle membrane, cytosol";0,00127297134657224
"995";995;"P62136";"P62136-1";"P62136-1";"PP1A_HUMAN";"Serine/threonine-protein phosphatase PP1-alpha catalytic subunit";"PPP1CA";4;13;0,00101688487012783;3;3;4;3;3;3;4;3;NA;NA;NA;NA;"extracellular vesicular exosome, PTW/PP1 phosphatase complex, perikaryon, dendritic spine, cytosol, protein phosphatase type 1 complex, nucleolus, glycogen granule, cytoplasm, MLL5-L complex, nucleus";0,000300884136462528
"996";996;"P62140";"P62140";"P62140";"PP1B_HUMAN";"Serine/threonine-protein phosphatase PP1-beta catalytic subunit";"PPP1CB";1;6;0,000473637271901461;1;1;1;1;2;1;1;2;0,000643171141264429;0,000553696813586445;0,000403969562855467;0,000807198821372961;"extracellular vesicular exosome, nucleolus, PTW/PP1 phosphatase complex, nucleoplasm, cytoplasm, MLL5-L complex";0,000138869601444244
"997";997;"P62158";"P62158";"P62158";"CALM_HUMAN";"Calmodulin";"CALM2,CALM1,CALM3";1;3;0,000176336791126784;NA;NA;1;1;NA;NA;1;2;NA;NA;0,000295521358062053;0,000590501151205723;"cytoplasm, extracellular vesicular exosome, extracellular region, spindle microtubule, spindle pole, growth cone, sarcomere, nucleoplasm, centrosome, plasma membrane, cytosol";6,94348007221219e-05
"999";999;"P62195";"P62195";"P62195";"PRS8_HUMAN";"26S protease regulatory subunit 8";"PSMC5";10;33;0,000747905719726706;5;5;10;9;6;5;11;11;0,00074357235908785;0,000629587451901829;0,00124981340945361;0,00124608832831405;"cytosol, extracellular vesicular exosome, nucleus, nuclear proteasome complex, proteasome complex, blood microparticle, proteasome accessory complex, inclusion body, nucleoplasm, cytosolic proteasome complex, cytoplasmic vesicle, cytoplasm";0,000763782807943341
"1000";1000;"P62241";"P62241";"P62241";"RS8_HUMAN";"40S ribosomal protein S8";"RPS8";9;41;0,00172634848877168;8;7;9;8;9;10;12;10;0,00206823936706863;0,00232126741080471;0,00254034705872573;0,00211501614253973;"cytosolic small ribosomal subunit, cytosol, extracellular vesicular exosome, cytoplasm, ribonucleoprotein complex";0,000948942276535666
"1001";1001;"P62244";"P62244";"P62244";"RS15A_HUMAN";"40S ribosomal protein S15a";"RPS15A";8;35;0,0023579393992979;6;6;6;6;8;9;10;8;0,00294149598871983;0,00334262507155879;0,0033871294116343;0,00270722066245085;"cytoplasm, cytosol, cytosolic small ribosomal subunit, extracellular vesicular exosome";0,000810072675091422
"1002";1002;"P62249";"P62249";"P62249";"RS16_HUMAN";"40S ribosomal protein S16";"RPS16";12;42;0,00251944209787995;10;9;9;8;12;10;10;10;0,00392871039589293;0,00330701110580398;0,00301593714734561;0,00301317368252236;"cytosol, cytosolic small ribosomal subunit, small ribosomal subunit, extracellular vesicular exosome";0,000972087210109707
"1003";1003;"P62258";"P62258-1";"P62258-1";"1433E_HUMAN";"14-3-3 protein epsilon";"YWHAE";15;89;0,00336153750901463;13;13;14;14;23;22;21;23;NA;NA;NA;NA;"mitochondrion, cytoplasmic vesicle membrane, kinesin complex, melanosome, cytosol, extracellular vesicular exosome";0,00205989908808962
"1004";1004;"P62263";"P62263";"P62263";"RS14_HUMAN";"40S ribosomal protein S14";"RPS14";4;23;0,0013340092344183;4;4;3;4;6;6;5;6;0,00189931032384228;0,00191850445608231;0,00145803583944523;0,00174803983171496;"mitochondrion, cytosolic small ribosomal subunit, extracellular vesicular exosome, nucleolus, cytosol";0,000532333472202935
"1006";1006;"P62269";"P62269";"P62269";"RS18_HUMAN";"40S ribosomal protein S18";"RPS18";10;39;0,00224713397639856;9;9;9;10;9;9;11;10;0,00283022229177813;0,00285882407435949;0,00318657569647175;0,002894232616107;"extracellular vesicular exosome, cytosolic small ribosomal subunit, cytosol, small ribosomal subunit, ribosome";0,000902652409387585
"1007";1007;"P62273";"P62273-1";"P62273-1";"RS29_HUMAN";"40S ribosomal protein S29";"RPS29";5;16;0,00250230303598961;3;2;4;3;3;4;5;4;NA;NA;NA;NA;"small ribosomal subunit, cytosol, cytosolic small ribosomal subunit, cytoplasm, extracellular vesicular exosome";0,00037031893718465
"1008";1008;"P62277";"P62277";"P62277";"RS13_HUMAN";"40S ribosomal protein S13";"RPS13";7;28;0,00162401124190054;6;6;6;7;6;6;8;8;0,00189931032384228;0,00191850445608231;0,00233285734311237;0,00233071977561994;"nucleus, cytosolic small ribosomal subunit, cytosol, ribosome, extracellular vesicular exosome, nucleolus";0,000648058140073138
"1009";1009;"P62280";"P62280";"P62280";"RS11_HUMAN";"40S ribosomal protein S11";"RPS11";6;31;0,00171835366711945;6;6;5;5;8;8;7;8;0,00242021821856695;0,00244467656429053;0,00195081504087799;0,00222746003872539;"cytosolic small ribosomal subunit, cytosol, ribosome, extracellular vesicular exosome";0,00071749294079526
"1013";1013;"P62316";"P62316";"P62316";"SMD2_HUMAN";"Small nuclear ribonucleoprotein Sm D2";"SNRPD2";6;21;0,00155863790801048;4;3;5;3;6;4;7;4;0,00243047338051003;0,00163669024219451;0,00261210827507391;0,00149126561914666;"SMN-Sm protein complex, cytosol, small nuclear ribonucleoprotein complex, pICln-Sm protein complex, U1 snRNP, methylosome, extracellular vesicular exosome, U4 snRNP, spliceosomal complex, catalytic step 2 spliceosome, U12-type spliceosomal complex, nucleoplasm";0,000486043605054854
"1015";1015;"P62330";"P62330";"P62330";"ARF6_HUMAN";"ADP-ribosylation factor 6";"ARF6";2;7;0,000382169918223867;2;1;1;2;2;1;1;3;0,000600905609124195;0,000300980958824341;0,000276776860493546;0,000812166198735256;"endosome, recycling endosome membrane, filopodium membrane, membrane, Golgi apparatus, ruffle, cell cortex, midbody, plasma membrane, extracellular vesicular exosome, early endosome, cleavage furrow, endocytic vesicle";0,000162014535018284
"1016";1016;"P62333";"P62333";"P62333";"PRS10_HUMAN";"26S protease regulatory subunit 10B";"PSMC6";11;31;0,000697943134716896;5;6;8;8;6;6;9;10;0,00073726441876654;0,000744715097348145;0,00101875100555582;0,00113090837441713;"proteasome accessory complex, extracellular vesicular exosome, inclusion body, nucleoplasm, proteasome complex, cytosolic proteasome complex, cytosol, nucleus";0,00071749294079526
"1018";1018;"P62491";"P62491";"P62491";"RB11A_HUMAN";"Ras-related protein Rab-11A";"RAB11A";2;5;0,000486558923664646;1;1;1;2;1;1;1;2;0,000553232752508071;0,000558823635934468;0,000509637527213495;0,00091650699510055;"phagocytic vesicle, perinuclear region of cytoplasm, trans-Golgi network, phagocytic vesicle membrane, transport vesicle, extracellular vesicular exosome, recycling endosome, protein complex, recycling endosome membrane, mitochondrion, cleavage furrow, cytoplasmic vesicle membrane, plasma membrane, axon";0,000115724667870203
"1021";1021;"P62701";"P62701";"P62701";"RS4X_HUMAN";"40S ribosomal protein S4, X isoform";"RPS4X";18;91;0,00303035557780491;15;16;17;15;22;21;25;23;0,00399842135348799;0,00385524564653802;0,00418561619308422;0,00384723848893919;"cytosol, extracellular vesicular exosome, ribosome, small ribosomal subunit, ribonucleoprotein complex, cytosolic small ribosomal subunit, polysome";0,0021061889552377
"1023";1023;"P62745";"P62745";"P62745";"RHOB_HUMAN";"Rho-related GTP-binding protein RhoB";"RHOB";1;3;0,000145460624812466;0;1;NA;1;0;2;NA;1;0;0,00053373359513741;NA;0,00024485530110293;"plasma membrane, endosome membrane, extracellular vesicular exosome, cytosol, cleavage furrow, late endosome membrane, nucleus";6,94348007221219e-05
"1024";1024;"P62750";"P62750";"P62750";"RL23A_HUMAN";"60S ribosomal protein L23a";"RPL23A";7;33;0,00185266667087692;6;6;6;6;7;10;8;8;0,00214484082510821;0,00309502321440628;0,00225808627442287;0,00225601721870905;"cytosolic large ribosomal subunit, extracellular vesicular exosome, nucleus, TORC2 complex, cytosol";0,000763782807943341
"1026";1026;"P62805";"P62805";"P62805";"H4_HUMAN";"Histone H4";"HIST1H4J,HIST1H4D,HIST1H4K,HIST1H4C,HIST2H4A,HIST4H4,HIST1H4E,HIST1H4A,HIST1H4B,HIST1H4I,HIST2H4B,HIST1H4H,HIST1H4L,HIST1H4F";6;27;0,00229580230000988;4;5;5;5;5;7;8;7;0,00232035484547074;0,0032813255826521;0,00342001416320357;0,00298977039178432;"extracellular region, extracellular vesicular exosome, nucleoplasm, nucleosome, nucleus";0,000624913206499097
"1027";1027;"P62820";"P62820-1";"P62820-1";"RAB1A_HUMAN";"Ras-related protein Rab-1A";"RAB1A";3;11;0,000722073786645457;2;2;3;3;2;3;3;3;NA;NA;NA;NA;"early endosome, extracellular vesicular exosome, cytosol, endoplasmic reticulum, melanosome, Golgi membrane";0,000254594269314447
"1028";1028;"P62826";"P62826";"P62826";"RAN_HUMAN";"GTP-binding nuclear protein Ran";"RAN";8;33;0,00133803704007778;7;7;7;6;8;9;9;7;0,00177034480802583;0,00201176508936408;0,00183469509796858;0,00142567754793419;"nuclear pore, melanosome, nucleoplasm, extracellular vesicular exosome, cytoplasm, cytosol";0,000763782807943341
"1029";1029;"P62829";"P62829";"P62829";"RL23_HUMAN";"60S ribosomal protein L23";"RPL23";6;34;0,00212695758059117;6;5;5;5;9;9;8;8;0,00307281277393054;0,00310386613787602;0,00251615327721405;0,00251384775799008;"cytosol, extracellular vesicular exosome, cytoplasm, nucleolus, ribosome, cytosolic large ribosomal subunit";0,000786927741517382
"1030";1030;"P62834";"P62834";"P62834";"RAP1A_HUMAN";"Ras-related protein Rap-1A";"RAP1A";1;2;0,000237990777879446;1;1;0;0;1;1;0;0;0,000584502429823744;0,000590409319704677;0;0;"perinuclear region of cytoplasm, extracellular vesicular exosome, cytosol, guanyl-nucleotide exchange factor complex, late endosome, early endosome, plasma membrane, cell junction, cytoplasm";4,62898671480813e-05
"1033";1033;"P62851";"P62851";"P62851";"RS25_HUMAN";"40S ribosomal protein S25";"RPS25";5;22;0,0015414186701696;5;4;5;5;7;4;5;6;0,00267676134973505;0,00154503558863162;0,00176130729404984;0,00211163211671167;"nucleolus, ribosome, small ribosomal subunit, extracellular vesicular exosome, cytoplasm, cytosolic small ribosomal subunit, cytosol";0,000509188538628894
"1034";1034;"P62854";"P62854";"P62854";"RS26_HUMAN";"40S ribosomal protein S26";"RPS26";5;30;0,00228471146764269;4;4;5;5;7;5;9;9;0,00290952320623375;0,00209923313672774;0,00344603601009751;0,00344287845116033;"cytosolic small ribosomal subunit, cytoplasm, small ribosomal subunit, nucleolus, extracellular vesicular exosome, cytosol";0,000694348007221219
