"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5838-1.id.csv";"peptide.count.P5838-2.id.csv";"peptide.count.P5839-1.id.csv";"peptide.count.P5839-2.id.csv";"spectra.count.P5838-1.id.csv";"spectra.count.P5838-2.id.csv";"spectra.count.P5839-1.id.csv";"spectra.count.P5839-2.id.csv";"dNSAF.P5838-1.id.csv";"dNSAF.P5838-2.id.csv";"dNSAF.P5839-1.id.csv";"dNSAF.P5839-2.id.csv"
"Q96A35";"Q96A35";"Q96A35";"RM24_HUMAN";"39S ribosomal protein L24, mitochondrial";"MRPL24";3;5;0,000202732884860269;NA;NA;3;2;NA;NA;3;2;NA;NA;0,000611565032656194;0,000407336442266911
"Q96C36";"Q96C36";"Q96C36";"P5CR2_HUMAN";"Pyrroline-5-carboxylate reductase 2";"PYCR2";3;3;8,2106818368409e-05;2;NA;1;NA;2;NA;1;NA;0,000298745686354358;NA;0,000137602132347644;NA
"Q96CT7";"Q96CT7";"Q96CT7";"CC124_HUMAN";"Coiled-coil domain-containing protein 124";"CCDC124";3;3;0,000117821443398614;1;NA;2;NA;1;NA;2;NA;0,000214346680792365;NA;0,000394911949338529;NA
"Q96CW1-1,Q96CW1-2";"Q96CW1-1,Q96CW1-2";"Q96CW1-[1,2]";"AP2M1_HUMAN";"AP-2 complex subunit mu";"AP2M1";3;5;5,03336817584117e-05;3;NA;2;NA;3;NA;2;NA;NA;NA;NA;NA
"Q96ER3";"Q96ER3";"Q96ER3";"SAAL1_HUMAN";"Protein SAAL1";"SAAL1";3;10;0,00018476921151822;2;3;2;2;2;3;3;2;0,000201684851547246;0,000305584570536317;0,000278687862982569;0,000185621669893782
"Q96I25";"Q96I25";"Q96I25";"SPF45_HUMAN";"Splicing factor 45";"RBM17";3;3;6,55216505683064e-05;NA;NA;3;NA;NA;NA;3;NA;NA;NA;0,000329421563725032;NA
"Q99426";"Q99426";"Q99426";"TBCB_HUMAN";"Tubulin-folding cofactor B";"TBCB";3;11;0,000394830601990164;3;2;2;1;3;2;4;2;0,000587696432172508;0,000395757066760148;0,00072184725165977;0,000360592916105134
"Q99436";"Q99436";"Q99436";"PSB7_HUMAN";"Proteasome subunit beta type-7";"PSMB7";3;14;0,000442645663406104;3;3;3;3;3;4;4;3;0,000517682055776505;0,000697218225916795;0,000635851008682252;0,000476451289871766
"Q99459";"Q99459";"Q99459";"CDC5L_HUMAN";"Cell division cycle 5-like protein";"CDC5L";3;7;7,64419256630242e-05;2;1;1;2;2;1;1;3;0,000119200273857101;6,02024465645113e-05;5,4903593954172e-05;0,000164559859469425
"Q99575";"Q99575";"Q99575";"POP1_HUMAN";"Ribonucleases P/MRP protein subunit POP1";"POP1";3;10;8,55279358004261e-05;2;3;2;2;3;3;2;2;0,000140037040478605;0,000141452232845912;8,60013327172773e-05;8,59225307906765e-05
"Q9BRX5-1";"Q9BRX5-1";"Q9BRX5-1";"PSF3_HUMAN";"DNA replication complex GINS protein PSF3";"GINS3";3;6;0,000243279461832323;2;1;1;2;2;1;1;2;NA;NA;NA;NA
"Q9BVC6";"Q9BVC6";"Q9BVC6";"TM109_HUMAN";"Transmembrane protein 109";"TMEM109";3;6;0,00021624841051762;1;3;1;1;1;3;1;1;0,000196704978669536;0,000596078544996766;0,000181204454120354;0,000181038418785294
"Q9BX68";"Q9BX68";"Q9BX68";"HINT2_HUMAN";"Histidine triad nucleotide-binding protein 2, mitochondrial";"HINT2";3;7;0,000376113033016843;NA;NA;3;3;NA;NA;4;3;NA;NA;0,00108055662211647;0,000809674891377173
"Q9BZF9";"Q9BZF9";"Q9BZF9";"UACA_HUMAN";"Uveal autoantigen with coiled-coil domains and ankyrin repeats";"UACA";3;3;1,85552131906009e-05;3;NA;NA;NA;3;NA;NA;NA;0,000101269724187918;NA;NA;NA
"Q9GZS3";"Q9GZS3";"Q9GZS3";"WDR61_HUMAN";"WD repeat-containing protein 61";"WDR61";3;8;0,000229719622976095;3;2;2;NA;3;3;2;NA;0,000470157145738006;0,000474908480112177;0,000288738900663908;NA
"Q9H074-1,Q9H074-2";"Q9H074-1,Q9H074-2";"Q9H074-[1,2]";"PAIP1_HUMAN";"Polyadenylate-binding protein-interacting protein 1";"PAIP1";3;8;7,31362056447902e-05;NA;NA;3;3;NA;NA;3;5;NA;NA;NA;NA
"Q9H0A0";"Q9H0A0";"Q9H0A0";"NAT10_HUMAN";"N-acetyltransferase 10";"NAT10";3;3;2,56333481735521e-05;2;1;NA;NA;2;1;NA;NA;9,32669459837996e-05;4,7104743555842e-05;NA;NA
"Q9H4M9";"Q9H4M9";"Q9H4M9";"EHD1_HUMAN";"EH domain-containing protein 1";"EHD1";3;4;6,560345038175e-05;2;NA;NA;2;2;NA;NA;2;0,000179023632272275;NA;NA;0,000164765302489986
"Q9H9A6";"Q9H9A6";"Q9H9A6";"LRC40_HUMAN";"Leucine-rich repeat-containing protein 40";"LRRC40";3;6;8,72896407903352e-05;2;NA;2;2;2;NA;2;2;0,00015880169374318;NA;0,000146287981233375;0,000146153939418028
"Q9HAV7";"Q9HAV7";"Q9HAV7";"GRPE1_HUMAN";"GrpE protein homolog 1, mitochondrial";"GRPEL1";3;10;0,000403597263869292;3;1;3;3;3;1;3;3;0,000660819951382912;0,000222499364722295;0,000608746760616304;0,000608188973707277
"Q9NR56-1,Q9NR56-2,Q9NR56-3,Q9NR56-4,Q9NR56-5,Q9NR56-6";"Q9NR56-1,Q9NR56-2,Q9NR56-3,Q9NR56-4,Q9NR56-5,Q9NR56-6";"Q9NR56-[1-6]";"MBNL1_HUMAN";"Muscleblind-like protein 1";"MBNL1";3;9;3,38584818014058e-05;NA;2;2;3;NA;2;3;4;NA;NA;NA;NA
"Q9NRN7";"Q9NRN7";"Q9NRN7";"ADPPT_HUMAN";"L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase";"AASDHPPT";3;7;0,000198402667902089;2;2;2;1;2;2;2;1;0,000309380646062766;0,000312507198347819;0,000285001180266964;0,000142370018656396
"Q9NS69";"Q9NS69";"Q9NS69";"TOM22_HUMAN";"Mitochondrial import receptor subunit TOM22 homolog";"TOMM22";3;9;0,000555088349532906;2;3;1;1;2;5;1;1;0,000673229715728131;0,00170008317411049;0,000310089312332718;0,000309805181442439
"Q9NT62-1,Q9NT62-2";"Q9NT62-1,Q9NT62-2";"Q9NT62-[1,2]";"ATG3_HUMAN";"Ubiquitin-like-conjugating enzyme ATG3";"ATG3";3;5;6,97297820538505e-05;NA;NA;2;2;NA;NA;3;2;NA;NA;NA;NA
"Q9NVA2-1,Q9NVA2-2";"Q9NVA2-1,Q9NVA2-2";"Q9NVA2-[1,2]";"SEP11_HUMAN";"Septin-11";"SEPT11";3;7;0,000136843253908246;2;2;2;1;2;2;2;1;NA;NA;NA;NA
"Q9NZB2-1,Q9NZB2-4,Q9NZB2-6";"Q9NZB2-1,Q9NZB2-4,Q9NZB2-6";"Q9NZB2-[1,4,6]";"F120A_HUMAN";"Constitutive coactivator of PPAR-gamma-like protein 1";"FAM120A";5;14;3,65571999891147e-05;2;3;5;3;2;3;5;4;NA;NA;NA;NA
"Q9NZL4-1";"Q9NZL4-1";"Q9NZL4-1";"HPBP1_HUMAN";"Hsp70-binding protein 1";"HSPBP1";3;6;0,000145161225844701;2;3;NA;NA;3;3;NA;NA;NA;NA;NA;NA
"Q9P2R7-1,Q9P2R7-2";"Q9P2R7-1,Q9P2R7-2";"Q9P2R7-[1,2]";"SUCB1_HUMAN";"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial";"SUCLA2";3;5;4,72897442006675e-05;NA;NA;2;3;NA;NA;2;3;NA;NA;NA;NA
"Q9UI12-1,Q9UI12-2";"Q9UI12-1,Q9UI12-2";"Q9UI12-[1,2]";"VATH_HUMAN";"V-type proton ATPase subunit H";"ATP6V1H";3;5;4,53315767389422e-05;1;NA;2;2;1;NA;2;2;NA;NA;NA;NA
"Q9UK45";"Q9UK45";"Q9UK45";"LSM7_HUMAN";"U6 snRNA-associated Sm-like protein LSm7";"LSM7";3;3;0,000255089144445543;NA;1;NA;2;NA;1;NA;2;NA;0,000468760797521728;NA;0,000854220111938376
"Q9UKY7-1,Q9UKY7-2";"Q9UKY7-1,Q9UKY7-2";"Q9UKY7-[1,2]";"CDV3_HUMAN";"Protein CDV3 homolog";"CDV3";4;9;0,000152756871383087;2;3;2;2;2;3;2;2;NA;NA;NA;NA
"Q9UMY4-1,Q9UMY4-2";"Q9UMY4-1,Q9UMY4-2";"Q9UMY4-[1,2]";"SNX12_HUMAN";"Sorting nexin-12";"SNX12";3;5;0,000127297392819239;NA;NA;2;3;NA;NA;2;3;NA;NA;NA;NA
"Q9UNF0-1,Q9UNF0-2";"Q9UNF0-1,Q9UNF0-2";"Q9UNF0-[1,2]";"PACN2_HUMAN";"Protein kinase C and casein kinase substrate in neurons protein 2";"PACSIN2";3;3;2,70310513147026e-05;NA;NA;3;NA;NA;NA;3;NA;NA;NA;NA;NA
"Q9UNH7";"Q9UNH7";"Q9UNH7";"SNX6_HUMAN";"Sorting nexin-6";"SNX6";3;8;0,00018215999112568;3;2;NA;2;3;2;NA;3;0,000353196870566729;0,000237844148496246;NA;0,000371504594776859
"Q9UNS2-1,Q9UNS2-2";"Q9UNS2-1,Q9UNS2-2";"Q9UNS2-[1,2]";"CSN3_HUMAN";"COP9 signalosome complex subunit 3";"COPS3";3;4;4,14092700991188e-05;3;1;NA;NA;3;1;NA;NA;NA;NA;NA;NA
"Q9Y333";"Q9Y333";"Q9Y333";"LSM2_HUMAN";"U6 snRNA-associated Sm-like protein LSm2";"LSM2";3;10;0,000921901118522487;3;2;2;2;3;3;2;2;0,00150945188894834;0,00152470617299173;0,000927003838973599;0,00092615443715424
"Q9Y3B3";"Q9Y3B3";"Q9Y3B3";"TMED7_HUMAN";"Transmembrane emp24 domain-containing protein 7";"TMED7";3;7;0,000273689394561363;2;3;NA;1;3;3;NA;1;0,000640169327902196;0,00064663877872417;NA;0,000196394356092975
"Q9Y3C6";"Q9Y3C6";"Q9Y3C6";"PPIL1_HUMAN";"Peptidyl-prolyl cis-trans isomerase-like 1";"PPIL1";3;4;0,000211037605444907;2;NA;2;NA;2;NA;2;NA;0,000575895298996353;NA;0,000530514245195734;NA
"Q9Y520-1,Q9Y520-2,Q9Y520-3,Q9Y520-4,Q9Y520-5,Q9Y520-6,Q9Y520-7";"Q9Y520-1,Q9Y520-2,Q9Y520-3,Q9Y520-4,Q9Y520-5,Q9Y520-6,Q9Y520-7";"Q9Y520-[1-7]";"PRC2C_HUMAN";"Protein PRRC2C";"PRRC2C";3;8;3,45621966296907e-06;NA;2;2;2;NA;3;3;2;NA;NA;NA;NA
"Q9Y5A9-1,Q9Y5A9-2";"Q9Y5A9-1,Q9Y5A9-2";"Q9Y5A9-[1,2]";"YTHD2_HUMAN";"YTH domain family protein 2";"YTHDF2";3;7;6,05047366215104e-05;2;1;2;2;2;1;2;2;NA;NA;NA;NA
"Q9Y5X3";"Q9Y5X3";"Q9Y5X3";"SNX5_HUMAN";"Sorting nexin-5";"SNX5";3;10;0,000233754118367241;2;2;2;3;2;2;2;4;0,000236630246617313;0,000239021594775931;0,000217983575996267;0,000537388697140093
"Q9Y606-1,Q9Y606-2";"Q9Y606-1,Q9Y606-2";"Q9Y606-[1,2]";"TRUA_HUMAN";"tRNA pseudouridine synthase A, mitochondrial";"PUS1";3;5;5,12767015571641e-05;3;NA;1;1;3;NA;1;1;NA;NA;NA;NA
"Q9Y6M9";"Q9Y6M9";"Q9Y6M9";"NDUB9_HUMAN";"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9";"NDUFB9";3;3;0,000146783138982631;NA;NA;3;NA;NA;NA;3;NA;NA;NA;0,000737977916501329;NA
"A6NDG6";"A6NDG6";"A6NDG6";"PGP_HUMAN";"Phosphoglycolate phosphatase";"PGP";2;2;5,4567355925007e-05;NA;2;NA;NA;NA;2;NA;NA;NA;0,00030082468626005;NA;NA
"A8MPV3";"A8MPV3";"A8MPV3";"YR010_HUMAN";"Putative uncharacterized protein ENSP00000344348";"";2;2;4,43446107643728e-05;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,000222950290386055;NA
"B0I1T2-1";"B0I1T2-1";"B0I1T2-1";"MYO1G_HUMAN";"Unconventional myosin-Ig";"MYO1G";10;18;0,000154857653504268;5;3;6;4;5;3;6;4;NA;NA;NA;NA
"O00139-1,O00139-2,O00139-3,O00139-4";"O00139-1,O00139-2,O00139-3,O00139-4";"O00139-[1-4]";"KIF2A_HUMAN";"Kinesin-like protein KIF2A";"KIF2A";2;2;6,20259251130569e-06;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA
"O00161-1,O00161-2";"O00161-1,O00161-2";"O00161-[1,2]";"SNP23_HUMAN";"Synaptosomal-associated protein 23";"SNAP23";2;2;4,15073963315812e-05;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA
"O00170";"O00170";"O00170";"AIP_HUMAN";"AH receptor-interacting protein";"AIP";2;4;0,000106158310617741;NA;NA;2;2;NA;NA;2;2;NA;NA;0,000266864741522703;0,000266620216756524
"O00178";"O00178";"O00178";"GTPB1_HUMAN";"GTP-binding protein 1";"GTPBP1";2;4;5,23650859549395e-05;NA;NA;2;2;NA;NA;2;2;NA;NA;0,000131637316446176;0,000131516698848509
"O00182-1,O00182-2";"O00182-1,O00182-2";"O00182-[1,2]";"LEG9_HUMAN";"Galectin-9";"LGALS9";3;5;6,1676483281434e-05;1;NA;2;2;1;NA;2;2;NA;NA;NA;NA
"O00233-1,O00233-2";"O00233-1,O00233-2";"O00233-[1,2]";"PSMD9_HUMAN";"26S proteasome non-ATPase regulatory subunit 9";"PSMD9";2;6;0,000117821443398614;1;1;2;2;1;1;2;2;NA;NA;NA;NA
"O00422";"O00422";"O00422";"SAP18_HUMAN";"Histone deacetylase complex subunit SAP18";"SAP18";2;3;0,000171726678940463;NA;NA;NA;2;NA;NA;NA;3;NA;NA;NA;0,000862594818918164
"O00571-1,O00571-2";"O00571-1,O00571-2";"O00571-[1,2]";"DDX3X_HUMAN";"ATP-dependent RNA helicase DDX3X";"DDX3X";14;43;0,000292507702871608;8;9;11;13;8;9;12;14;NA;NA;NA;NA
"O00584-1";"O00584-1";"O00584-1";"RNT2_HUMAN";"Ribonuclease T2";"RNASET2";3;9;0,000307900568881534;2;2;2;3;2;2;2;3;NA;NA;NA;NA
"O00767";"O00767";"O00767";"ACOD_HUMAN";"Acyl-CoA desaturase";"SCD";2;3;7,31871361501139e-05;1;NA;NA;2;1;NA;NA;2;0,000133145709795814;NA;NA;0,000245082650500426
"O14628-1,O14628-4,O14628-5,O14628-6,O14628-7";"O14628-1,O14628-4,O14628-5,O14628-6,O14628-7";"O14628-[1,4-7]";"ZN195_HUMAN";"Zinc finger protein 195";"ZNF195";2;4;1,11390278231652e-05;2;1;NA;1;2;1;NA;1;NA;NA;NA;NA
"O14686-1,O14686-3";"O14686-1,O14686-3";"O14686-[1,3]";"MLL2_HUMAN";"Histone-lysine N-methyltransferase MLL2";"MLL2";2;2;1,58173390391252e-06;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA
"O14745";"O14745";"O14745";"NHRF1_HUMAN";"Na(+)/H(+) exchange regulatory cofactor NHE-RF1";"SLC9A3R1";2;3;7,33915694913153e-05;NA;NA;2;NA;NA;NA;3;NA;NA;NA;0,000368988958250664;NA
"O14773-1,O14773-2";"O14773-1,O14773-2";"O14773-[1,2]";"TPP1_HUMAN";"Tripeptidyl-peptidase 1";"TPP1";2;10;7,77802897510091e-05;2;2;2;2;2;2;3;3;NA;NA;NA;NA
"O14818-1";"O14818-1";"O14818-1";"PSA7_HUMAN";"Proteasome subunit alpha type-7";"PSMA7";8;39;0,00137727566295396;7;8;5;6;13;12;6;8;NA;NA;NA;NA
"O14828-1,O14828-2";"O14828-1,O14828-2";"O14828-[1,2]";"SCAM3_HUMAN";"Secretory carrier-associated membrane protein 3";"SCAMP3";2;9;0,000113577155091747;2;2;2;2;2;2;2;3;NA;NA;NA;NA
"O14920-1,O14920-2,O14920-4";"O14920-1,O14920-2,O14920-4";"O14920-[1,2,4]";"IKKB_HUMAN";"Inhibitor of nuclear factor kappa-B kinase subunit beta";"IKBKB";2;2;7,72315751848644e-06;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA
"O14929-1";"O14929-1";"O14929-1";"HAT1_HUMAN";"Histone acetyltransferase type B catalytic subunit";"HAT1";8;17;0,000355338975277761;5;3;4;5;5;3;4;5;NA;NA;NA;NA
"O14950,P19105";"O14950,P19105";"O14950, P19105";"ML12A_HUMAN, ML12B_HUMAN";"Myosin regulatory light chain 12A, Myosin regulatory light chain 12B";"MYL12A, MYL12B";7;31;0,00079154483791508;7;7;6;6;8;8;7;8;0,00111485270709498;0,00112611923369651;0,000898626170433591;0,00102606030938371
"O15042-1,O15042-2";"O15042-1,O15042-2";"O15042-[1,2]";"SR140_HUMAN";"U2 snRNP-associated SURP motif-containing protein";"U2SURP";5;6;2,55337044488736e-05;NA;3;1;2;NA;3;1;2;NA;NA;NA;NA
"O15127";"O15127";"O15127";"SCAM2_HUMAN";"Secretory carrier-associated membrane protein 2";"SCAMP2";2;7;0,000186341715446035;1;2;1;1;2;2;2;1;0,000290573311955607;0,000293509800271964;0,000267675880554687;0,000133715306276068
"O15173";"O15173";"O15173";"PGRC2_HUMAN";"Membrane-associated progesterone receptor component 2";"PGRMC2";2;6;0,000282771464156673;1;1;2;2;1;1;2;2;0,000267933350990456;0,000216512834729767;0,000473894339206234;0,000507278695558536
"O15269-1";"O15269-1";"O15269-1";"SPTC1_HUMAN";"Serine palmitoyltransferase 1";"SPTLC1";3;7;0,000129611890870498;1;NA;2;3;1;NA;3;3;NA;NA;NA;NA
"O15400-1,O15400-2";"O15400-1,O15400-2";"O15400-[1,2]";"STX7_HUMAN";"Syntaxin-7";"STX7";2;4;6,71115756778822e-05;2;NA;1;1;2;NA;1;1;NA;NA;NA;NA
"O43181";"O43181";"O43181";"NDUS4_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial";"NDUFS4";2;4;0,000200184242879169;2;1;1;NA;2;1;1;NA;0,000546277826476541;0,000275899212255646;0,000251615327721405;NA
"O43264";"O43264";"O43264";"ZW10_HUMAN";"Centromere/kinetochore protein zw10 homolog";"ZW10";2;4;4,49707862693896e-05;1;NA;1;2;1;NA;1;2;6,13598328840787e-05;NA;5,65246243276585e-05;0,00011294566306759
"O43402";"O43402";"O43402";"EMC8_HUMAN";"ER membrane protein complex subunit 8";"EMC8";2;4;0,000166820202399307;NA;NA;2;2;NA;NA;2;2;NA;NA;0,000419358879535676;0,00041897462633168
"O43583";"O43583";"O43583";"DENR_HUMAN";"Density-regulated protein";"DENR";2;4;0,000176930517696235;2;2;NA;NA;2;2;NA;NA;0,000482821311279771;0,000487700627724627;NA;NA
"O43670-1,O43670-2";"O43670-1,O43670-2";"O43670-[1,2]";"ZN207_HUMAN";"Zinc finger protein 207";"ZNF207";2;11;0,000100772664106276;2;2;2;2;3;3;2;3;NA;NA;NA;NA
"O43676";"O43676";"O43676";"NDUB3_HUMAN";"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3";"NDUFB3";2;2;0,000178735931142115;NA;2;NA;NA;NA;2;NA;NA;NA;0,00098535432948445;NA;NA
"O43678";"O43678";"O43678";"NDUA2_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2";"NDUFA2";2;2;0,000176930517696235;2;NA;NA;NA;2;NA;NA;NA;0,000965642622559542;NA;NA;NA
"O43823";"O43823";"O43823";"AKAP8_HUMAN";"A-kinase anchor protein 8";"AKAP8";2;12;0,000151873883687231;2;2;2;2;3;3;3;3;0,000207222441401867;0,000209316598893373;0,000190893131580546;0,00019071821863364
"O43920";"O43920";"O43920";"NDUS5_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 5";"NDUFS5";2;6;0,000495739280714922;1;1;2;2;1;1;2;2;0,000450936885063182;0,000455493982497529;0,000830805327381999;0,00083004407103446
"O60256-1,O60256-2,Q14558-1,Q14558-2";"O60256-1,O60256-2,Q14558-1,Q14558-2";"O60256-[1,2], Q14558-[1,2]";"KPRA_HUMAN, KPRB_HUMAN";"Phosphoribosyl pyrophosphate synthase-associated protein 1, Phosphoribosyl pyrophosphate synthase-associated protein 2";"PRPSAP1, PRPSAP2";2;4;2,41601672440376e-05;NA;NA;2;2;NA;NA;2;2;NA;NA;NA;NA
"O60493-1";"O60493-1";"O60493-1";"SNX3_HUMAN";"Sorting nexin-3";"SNX3";2;2;0,00010812420525881;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA
"O60566-1,O60566-2,O60566-3";"O60566-1,O60566-2,O60566-3";"O60566-[1-3]";"BUB1B_HUMAN";"Mitotic checkpoint serine/threonine-protein kinase BUB1 beta";"BUB1B";2;4;1,11213468266205e-05;2;2;NA;NA;2;2;NA;NA;NA;NA;NA;NA
"O60888-1,O60888-2,O60888-3";"O60888-1,O60888-2,O60888-3";"O60888-[1-3]";"CUTA_HUMAN";"Protein CutA";"CUTA";2;8;0,000130473901317894;NA;2;2;2;NA;2;3;3;NA;NA;NA;NA
"O75027-1,O75027-2";"O75027-1,O75027-2";"O75027-[1,2]";"ABCB7_HUMAN";"ATP-binding cassette sub-family B member 7, mitochondrial";"ABCB7";2;3;1,74695358230657e-05;NA;2;NA;1;NA;2;NA;1;NA;NA;NA;NA
"O75323-1";"O75323-1";"O75323-1";"NIPS2_HUMAN";"Protein NipSnap homolog 2";"GBAS";6;17;0,000556486369650691;4;4;4;5;4;4;4;5;NA;NA;NA;NA
"O75400-1,O75400-2,O75400-3";"O75400-1,O75400-2,O75400-3";"O75400-[1-3]";"PR40A_HUMAN";"Pre-mRNA-processing factor 40 homolog A";"PRPF40A";2;2;6,10105233435293e-06;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA
"O75663-1";"O75663-1";"O75663-1";"TIPRL_HUMAN";"TIP41-like protein";"TIPRL";6;16;0,00051518003682139;4;3;5;4;4;3;5;4;NA;NA;NA;NA
"O75695";"O75695";"O75695";"XRP2_HUMAN";"Protein XRP2";"RP2";2;8;0,000200184242879169;2;2;2;2;2;2;2;2;0,00027313891323827;0,000275899212255646;0,000251615327721405;0,000251384775799008
"O75717";"O75717";"O75717";"WDHD1_HUMAN";"WD repeat and HMG-box DNA-binding protein 1";"WDHD1";2;6;4,65441663027296e-05;2;2;1;1;2;2;1;1;8,46754824033611e-05;8,55311995478088e-05;3,90014901251071e-05;3,89657535560907e-05
"O75832-1";"O75832-1";"O75832-1";"PSD10_HUMAN";"26S proteasome non-ATPase regulatory subunit 10";"PSMD10";3;9;0,000348772325812711;2;2;2;3;2;2;2;3;NA;NA;NA;NA
"O95139";"O95139";"O95139";"NDUB6_HUMAN";"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6";"NDUFB6";2;4;0,000273689394561363;1;NA;1;2;1;NA;1;2;0,000373432107942948;NA;0,000344005330869109;0,000687380246325412
"O95168-1,O95168-2";"O95168-1,O95168-2";"O95168-[1,2]";"NDUB4_HUMAN";"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4";"NDUFB4";2;5;0,000169729857092318;2;2;NA;NA;2;3;NA;NA;NA;NA;NA;NA
"O95197-1,O95197-2,O95197-3,O95197-4";"O95197-1,O95197-2,O95197-3,O95197-4";"O95197-[1-4]";"RTN3_HUMAN";"Reticulon-3";"RTN3";2;6;1,27297392819239e-05;2;2;1;1;2;2;1;1;NA;NA;NA;NA
"O95456-1,O95456-2";"O95456-1,O95456-2";"O95456-[1,2]";"PSMG1_HUMAN";"Proteasome assembly chaperone 1";"PSMG1";2;4;6,08198654580808e-05;NA;NA;2;2;NA;NA;2;2;NA;NA;NA;NA
"O95571";"O95571";"O95571";"ETHE1_HUMAN";"Protein ETHE1, mitochondrial";"ETHE1";2;6;0,000206883321873157;2;NA;2;2;2;NA;2;2;0,000376372518241711;NA;0,000346714034261779;0,000346396344604932
"O95777";"O95777";"O95777";"NAA38_HUMAN";"N-alpha-acetyltransferase 38, NatC auxiliary subunit";"NAA38";2;5;0,000456148990935606;NA;2;NA;1;NA;3;NA;2;NA;0,00150882381702306;NA;0,00091650699510055
"O95881";"O95881";"O95881";"TXD12_HUMAN";"Thioredoxin domain-containing protein 12";"TXNDC12";2;6;0,000305513742766173;2;2;NA;2;2;2;NA;2;0,000555805928101132;0,000561422815636489;NA;0,000511538787963098
"P02042,P68871";"P02042,P68871";"P02042, P68871";"HBB_HUMAN, HBD_HUMAN";"Hemoglobin subunit beta, Hemoglobin subunit delta";"HBB, HBD";2;2;5,95786437140383e-05;2;NA;NA;NA;2;NA;NA;NA;0,000325165372902703;NA;NA;NA
"P04350";"P04350";"P04350";"TBB4A_HUMAN";"Tubulin beta-4A chain";"TUBB4A";2;4;0,00063642944592025;1;1;1;0;1;1;2;0;0,00105637551255933;0,000965903111268607;0,00128248342843258;0
"P05114";"P05114";"P05114";"HMGN1_HUMAN";"Non-histone chromosomal protein HMG-14";"HMGN1";2;6;0,000525483637557818;2;2;1;1;2;2;1;1;0,000955986196333946;0,000965647242894761;0,00044032682351246;0,000439923357648264
"P07099";"P07099";"P07099";"HYEP_HUMAN";"Epoxide hydrolase 1";"EPHX1";2;2;3,84969697844555e-05;NA;2;NA;NA;NA;2;NA;NA;NA;0,000212230163273574;NA;NA
"P08240";"P08240";"P08240";"SRPR_HUMAN";"Signal recognition particle receptor subunit alpha";"SRPR";2;5;6,86368387614704e-05;1;1;1;2;1;1;1;2;7,49205483020334e-05;7,56776836124421e-05;6,90167434972507e-05;0,000137907008667167
"P08754";"P08754";"P08754";"GNAI3_HUMAN";"Guanine nucleotide-binding protein G(k) subunit alpha";"GNAI3";2;6;0,000210757634723223;1;1;2;2;1;1;2;2;0,000204146904315327;0,000190081221249574;0,000390927769058681;0,000315118627855395
"P09234";"P09234";"P09234";"RU1C_HUMAN";"U1 small nuclear ribonucleoprotein C";"SNRPC";2;6;0,000330492853809948;2;1;1;1;2;1;2;1;0,000601249180084243;0,000303662654998352;0,000553870218254666;0,000276681357011487
"P09496-2";"P09496-2";"P09496-2";"CLCA_HUMAN";"Clathrin light chain A";"CLTA";5;9;0,000317832845297067;3;NA;2;4;3;NA;2;4;NA;NA;NA;NA
"P10619";"P10619";"P10619";"PPGB_HUMAN";"Lysosomal protective protein";"CTSA";2;3;5,47378789122727e-05;1;1;1;NA;1;1;1;NA;9,95818954514527e-05;0,000100588254468204;9,17347548984291e-05;NA
"P10620";"P10620";"P10620";"MGST1_HUMAN";"Microsomal glutathione S-transferase 1";"MGST1";2;11;0,000621539786358709;2;2;2;2;2;2;4;3;0,000616765287957385;0,000622998221222426;0,00113632728648377;0,000851464563190188
"P11216";"P11216";"P11216";"PYGB_HUMAN";"Glycogen phosphorylase, brain form";"PYGB";2;4;4,5487667000292e-05;0;2;1;1;0;2;1;1;0;0,000120912729768027;5,69817953429258e-05;5,76786571181466e-05
"P11940-1,P11940-2";"P11940-1,P11940-2";"P11940-[1,2]";"PABP1_HUMAN";"Polyadenylate-binding protein 1";"PABPC1";16;64;0,000585683538397377;11;11;14;15;12;14;18;20;NA;NA;NA;NA
"P12074";"P12074";"P12074";"CX6A1_HUMAN";"Cytochrome c oxidase subunit 6A1, mitochondrial";"COX6A1";2;10;0,000803491800547122;NA;NA;2;1;NA;NA;6;4;NA;NA;0,00242381737713281;0,00161439764274592
