"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5573"	"spectra.count.P5573"	"dNSAF.P5573"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"P68371"	"P68371"	"TBB4B_HUMAN"	"Tubulin beta-4B chain"	"TUBB4B"	1	1	0.00118358300444266	1	1	0.00144957323580612	2	"protein polymerization;G2/M transition of mitotic cell cycle;natural killer cell mediated cytotoxicity;spindle assembly;'de novo' posttranslational protein folding;cellular component movement"	"microtubule;cytosol;nucleus;plasma membrane"	"GTP binding;MHC class I protein binding;unfolded protein binding;structural constituent of cytoskeleton;GTPase activity"
"Q06830"	"Q06830"	"PRDX1_HUMAN"	"Peroxiredoxin-1"	"PRDX1"	1	1	0.00176447047563479	1	1	0.00216100532641114	0	"hydrogen peroxide catabolic process;regulation of NF-kappaB import into nucleus;cell proliferation;removal of superoxide radicals;natural killer cell mediated cytotoxicity;skeletal system development;regulation of stress-activated MAPK cascade;erythrocyte homeostasis"	"cytosol;peroxisomal matrix;mitochondrial matrix;mitochondrion;nuclear euchromatin;melanosome;nucleolus;nucleus"	"thioredoxin peroxidase activity;heme binding"
"Q13838-1,Q13838-2"	"Q13838-[1,2]"	"DX39B_HUMAN"	"Spliceosome RNA helicase DDX39B"	"DDX39B"	3	5	0.00205099079819699	3	5	0	0	"spliceosomal complex assembly;RNA secondary structure unwinding;intronless viral mRNA export from host nucleus"	"transcription export complex;cytoplasm;spliceosomal complex;nuclear speck"	"ATP binding;ATP-dependent protein binding;ATP-dependent RNA helicase activity;U6 snRNA binding;U4 snRNA binding"
"Q14839-1,Q14839-2"	"Q14839-[1,2]"	"CHD4_HUMAN"	"Chromodomain-helicase-DNA-binding protein 4"	"CHD4"	1	3	0.000275467801766206	1	3	0	0	"chromatin modification;regulation of transcription from RNA polymerase II promoter;transcription"	"centrosome;cytoplasm;NuRD complex"	"DNA binding;ATP binding;zinc ion binding;ATP-dependent DNA helicase activity"
"Q562R1"	"Q562R1"	"ACTBL_HUMAN"	"Beta-actin-like protein 2"	"ACTBL2"	1	2	0.0029572087182514	1	2	0.00362179128508888	7	""	"cytoplasm;cytoskeleton"	"ATP binding"
"Q96AE4-1,Q96AE4-2,Q96I24-1,Q96I24-2"	"Q96AE4-[1,2], Q96I24-[1,2]"	"FUBP1_HUMAN, FUBP3_HUMAN"	"Far upstream element-binding protein 1, Far upstream element-binding protein 3"	"FUBP1, FUBP3"	1	1	0.000144378957504656	1	1	0	0	"transcription from RNA polymerase II promoter;positive regulation of gene expression;positive regulation of transcription;transcription"	"nucleus;cytoplasm"	"RNA binding;single-stranded DNA binding;sequence-specific DNA binding transcription factor activity;DNA binding"
"Q99961,Q99962"	"Q99961, Q99962"	"SH3G1_HUMAN, SH3G2_HUMAN"	"Endophilin-A1, Endophilin-A2"	"SH3GL1, SH3GL2"	1	1	0.00048768003423795	1	1	0.000597277861049745	0	"endocytosis;signal transduction;central nervous system development;epidermal growth factor receptor signaling pathway;axon guidance;regulation of receptor internalization;antigen processing and presentation of exogenous peptide antigen via MHC class II;neurotrophin TRK receptor signaling pathway;negative regulation of epidermal growth factor receptor signaling pathway;synaptic vesicle endocytosis;post-Golgi vesicle-mediated transport"	"cytoplasm;podosome;cell junction;cell projection;early endosome membrane;clathrin-coated endocytic vesicle membrane;cytosol;Golgi membrane;plasma membrane"	"lipid binding"
"Q9H910-1,Q9H910-2"	"Q9H910-[1,2]"	"HN1L_HUMAN"	"Hematological and neurological expressed 1-like protein"	"HN1L"	1	1	0.0009240253280298	1	1	0	0	""	"cytoplasm;nucleus;plasma membrane"	""
"Q9NZL9-1,Q9NZL9-2,Q9NZL9-3,Q9NZL9-4,Q9NZL9-5"	"Q9NZL9-[1-5]"	"MAT2B_HUMAN"	"Methionine adenosyltransferase 2 subunit beta"	"MAT2B"	1	2	0.000420514520540508	1	2	0	0	"extracellular polysaccharide biosynthetic process;sulfur amino acid metabolic process;xenobiotic metabolic process;one-carbon metabolic process;methylation;S-adenosylmethionine biosynthetic process"	"cytosol;mitochondrion;methionine adenosyltransferase complex;nucleus"	"methionine adenosyltransferase regulator activity;dTDP-4-dehydrorhamnose reductase activity"
"P62807,Q16778"	"P62807, Q16778"	"H2B1C_HUMAN, H2B2E_HUMAN"	"Histone H2B type 1-C/E/F/G/I, Histone H2B type 2-E"	"HIST1H2BF,HIST1H2BE,HIST1H2BC,HIST1H2BG,HIST1H2BI, HIST2H2BE"	0	0	0	0	0	0	29	"nucleosome assembly;defense response to bacterium"	"nucleosome;nucleus"	"DNA binding"
"A5A3E0,Q6S8J3-1"	"A5A3E0, Q6S8J3-1"	"POTEE_HUMAN, POTEF_HUMAN"	"POTE ankyrin domain family member E, POTE ankyrin domain family member F"	"POTEE, POTEF"	1	1	0.000237550697438528	1	1	0.000581872385563895	5	""	"cell cortex"	""
"Q96QV6"	"Q96QV6"	"H2A1A_HUMAN"	"Histone H2A type 1-A"	"HIST1H2AA"	0	0	0	0	0	0	8	"nucleosome assembly"	"nucleosome;nucleus"	"DNA binding"
"P07437"	"P07437"	"TBB5_HUMAN"	"Tubulin beta chain"	"TUBB"	1	3	0.00355874619579045	1	3	0.00435851412117381	2	"natural killer cell mediated cytotoxicity;cytoskeleton-dependent intracellular transport;spindle assembly;cell division;protein polymerization;cellular component movement;microtubule-based process;G2/M transition of mitotic cell cycle"	"nuclear envelope lumen;microtubule;extracellular vesicular exosome;cell body;plasma membrane;cytosol"	"structural molecule activity;MHC class I protein binding;structural constituent of cytoskeleton;GTPase activity;GTP binding"
