"";"protein.acs";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5772";"peptide.count.P5774";"spectra.count.P5772";"spectra.count.P5774";"dNSAF.P5772";"dNSAF.P5774";"Go.Cc"
"179";"P25786";"P25786-1,P25786-2";"P25786-1,P25786-2";"PSA1_HUMAN";"Proteasome subunit alpha type-1";"PSMA1";6;14;0,00116968122949896;3;6;5;9;NA;NA;"polysome, extracellular vesicular exosome, proteasome core complex, alpha-subunit complex, cytosol, nucleoplasm, proteasome complex, proteasome core complex, centrosome, nucleus"
"180";"P26038";"P26038";"P26038";"MOES_HUMAN";"Moesin";"MSN";35;114;0,0113542861825707;25;31;53;61;0,0126825350498003;0,0142881526138045;"microvillus, blood microparticle, plasma membrane, basolateral plasma membrane, extracellular vesicular exosome, apical part of cell, cytoskeleton, filopodium, uropod, apical plasma membrane, microvillus membrane, cytoplasm, extrinsic component of membrane"
"181";"P26373";"P26373";"P26373";"RL13_HUMAN";"60S ribosomal protein L13";"RPL13";11;26;0,00541522020806625;8;7;14;12;0,00706719891051912;0,00583422677858312;"cytosol, nucleolus, cytosolic large ribosomal subunit, cytoplasm, cytosolic ribosome"
"182";"P26583";"P26583";"P26583";"HMGB2_HUMAN";"High mobility group protein B2";"HMGB2";9;25;0,00534021049781554;8;8;15;10;0,00785680421144093;0,00490838058325773;"extracellular space, cytoplasm, nucleoplasm, protein complex, condensed chromosome, perinuclear region of cytoplasm, nucleus"
"183";"P26599";"P26599-1,P26599-2,P26599-3";"P26599-1,P26599-2,P26599-3";"PTBP1_HUMAN";"Polypyrimidine tract-binding protein 1";"PTBP1";2;2;5,51746324738992e-05;NA;2;NA;2;NA;NA;"extracellular vesicular exosome, nucleolus, nucleoplasm"
"184";"P26639";"P26639";"P26639";"SYTC_HUMAN";"Threonine--tRNA ligase, cytoplasmic";"TARS";2;2;0,000121567343749546;NA;2;NA;2;NA;0,000283776360138552;"extracellular vesicular exosome, actin cytoskeleton, cytoplasm, cytosol"
"185";"P26641";"P26641";"P26641";"EF1G_HUMAN";"Elongation factor 1-gamma";"EEF1G";8;21;0,00211185009170406;6;8;9;12;0,00219362712178421;0,00281698363908705;"cytosol, eukaryotic translation elongation factor 1 complex"
"186";"P27348";"P27348";"P27348";"1433T_HUMAN";"14-3-3 protein theta";"YWHAQ";6;17;0,00384555720160105;5;5;8;9;0,00436159863738772;0,00476602431620692;"extracellular vesicular exosome, cytosol, cytoplasmic vesicle membrane, cytoplasm"
"187";"P27635";"P27635";"P27635";"RL10_HUMAN";"60S ribosomal protein L10";"RPL10";6;21;0,00431251630876017;5;5;11;10;0,00547495616532539;0,00479369879392928;"cytosol, endoplasmic reticulum, cytosolic large ribosomal subunit"
"188";"P27695";"P27695";"P27695";"APEX1_HUMAN";"DNA-(apurinic or apyrimidinic site) lyase";"APEX1";6;9;0,00124377154996587;4;4;4;5;0,00133978344125744;0,00161297412248564;"cytoplasm, nucleus, perinuclear region of cytoplasm, ribosome, centrosome, nuclear speck, nucleolus, mitochondrion, nucleoplasm, transcription factor complex, endoplasmic reticulum"
"189";"P27797";"P27797";"P27797";"CALR_HUMAN";"Calreticulin";"CALR";9;22;0,00231852538330968;6;8;7;15;0,00178798437664213;0,00369011346007506;"external side of plasma membrane, MHC class I peptide loading complex, cytoplasm, extracellular space, cell surface, Golgi apparatus, extracellular vesicular exosome, intracellular, integral component of lumenal side of endoplasmic reticulum membrane, polysome, sarcoplasmic reticulum lumen, endoplasmic reticulum lumen, extracellular region, endoplasmic reticulum, proteinaceous extracellular matrix, perinuclear region of cytoplasm, nucleus, cytosol, endocytic vesicle lumen, acrosomal vesicle"
"190";"P27824";"P27824";"P27824";"CALX_HUMAN";"Calnexin";"CANX";7;19;0,0014104481428104;7;4;12;7;0,00215904291040473;0,0012130001340044;"endoplasmic reticulum lumen, melanosome, ribosome, dendritic spine, protein complex, endoplasmic reticulum membrane, axon, dendrite cytoplasm, endoplasmic reticulum, neuronal cell body, integral component of lumenal side of endoplasmic reticulum membrane"
"191";"P28062";"P28062-1,P28062-2";"P28062-1,P28062-2";"PSB8_HUMAN";"Proteasome subunit beta type-8";"PSMB8";3;3;0,000238840188942721;3;NA;3;NA;NA;NA;"nucleoplasm, spermatoproteasome complex, proteasome core complex, cytosol, proteasome complex, extracellular vesicular exosome"
"192";"P28072";"P28072";"P28072";"PSB6_HUMAN";"Proteasome subunit beta type-6";"PSMB6";1;2;0,000367753931091722;1;1;1;1;0,000445660182342957;0,0004292265865694;"nucleoplasm, extracellular vesicular exosome, proteasome core complex, cytosol"
"193";"P28074";"P28074-1,P28074-2";"P28074-1,P28074-2";"PSB5_HUMAN";"Proteasome subunit beta type-5";"PSMB5";2;2;0,000167097318499851;2;NA;2;NA;NA;NA;"nucleoplasm, nucleus, proteasome complex, proteasome core complex, cytosol, extracellular vesicular exosome"
"194";"P29401";"P29401";"P29401";"TKT_HUMAN";"Transketolase";"TKT";16;36;0,00253945009880672;11;14;16;20;0,00273548079820139;0,00329326337688882;"extracellular vesicular exosome, nucleus, peroxisome, cytosol"
"195";"P29692";"P29692-1,P29692-2";"P29692-1,P29692-2";"EF1D_HUMAN";"Elongation factor 1-delta";"EEF1D";4;10;0,000781967878388981;3;3;5;5;NA;NA;"cytosol, nucleolus, nucleus, eukaryotic translation elongation factor 1 complex, cytoplasm"
"196";"P29966";"P29966";"P29966";"MARCS_HUMAN";"Myristoylated alanine-rich C-kinase substrate";"MARCKS";4;5;0,000661846306708746;2;3;2;3;0,000641643274578113;0,00092697428485018;"germinal vesicle, extracellular vesicular exosome, plasma membrane, centrosome, actin cytoskeleton, cell cortex"
"197";"P30040";"P30040";"P30040";"ERP29_HUMAN";"Endoplasmic reticulum resident protein 29";"ERP29";3;4;0,000673511030888287;2;2;2;2;0,000816189912490166;0,000786093135556219;"endoplasmic reticulum, melanosome, endoplasmic reticulum lumen, cell surface"
"198";"P30041";"P30041";"P30041";"PRDX6_HUMAN";"Peroxiredoxin-6";"PRDX6";7;16;0,0031390424832472;7;3;11;5;0,00523053847937336;0,002289847191743;"cytosol, extracellular vesicular exosome, cytoplasmic membrane-bounded vesicle, cytoplasm, lysosome, extracellular space"
"199";"P30048";"P30048";"P30048";"PRDX3_HUMAN";"Thioredoxin-dependent peroxide reductase, mitochondrial";"PRDX3";1;1;0,000171666385802581;NA;1;NA;1;NA;0,000400723258555026;"cytoplasm, early endosome, mitochondrion, mitochondrial matrix"
"200";"P30049";"P30049";"P30049";"ATPD_HUMAN";"ATP synthase subunit delta, mitochondrial";"ATP5D";3;5;0,00130793436801966;2;3;2;3;0,00126800932833294;0,0018318777533944;"mitochondrial proton-transporting ATP synthase complex, catalytic core F(1), mitochondrion, mitochondrial inner membrane, mitochondrial proton-transporting ATP synthase complex, mitochondrial matrix"
"201";"P30050";"P30050-1";"P30050-1";"RL12_HUMAN";"60S ribosomal protein L12";"RPL12";4;7;0,00186440099004985;4;NA;7;NA;NA;NA;"cytosolic large ribosomal subunit, extracellular vesicular exosome, cytosol"
"202";"P30086";"P30086";"P30086";"PEBP1_HUMAN";"Phosphatidylethanolamine-binding protein 1";"PEBP1";4;17;0,00399514497867825;4;4;8;9;0,00455669662374189;0,00493725341021807;"extracellular vesicular exosome, cytoplasm"
"203";"P30101";"P30101";"P30101";"PDIA3_HUMAN";"Protein disulfide-isomerase A3";"PDIA3";14;34;0,00295878063767458;8;13;15;19;0,0031637460469297;0,00385963946457752;"melanosome, cell surface, endoplasmic reticulum lumen, extracellular vesicular exosome, endoplasmic reticulum"
"204";"P30153";"P30153";"P30153";"2AAA_HUMAN";"Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform";"PPP2R1A";1;1;7,46122152214953e-05;NA;1;NA;1;NA;0,000174168343276887;"chromosome, centromeric region, protein phosphatase type 2A complex, membrane, microtubule cytoskeleton, mitochondrion, nucleus, cytosol"
"205";"P31146";"P31146";"P31146";"COR1A_HUMAN";"Coronin-1A";"CORO1A";10;28;0,00266920749117766;9;7;18;10;0,00415885055192929;0,00222527449436197;"cytoplasm, extracellular vesicular exosome, immunological synapse, lamellipodium, phagocytic vesicle, actin filament, phagocytic vesicle membrane, protein complex, plasma membrane, phagocytic cup, cortical actin cytoskeleton"
"206";"P31153";"P31153";"P31153";"METK2_HUMAN";"S-adenosylmethionine synthase isoform type-2";"MAT2A";1;1;0,000111257201937875;1;NA;1;NA;0,000269652616658144;NA;"methionine adenosyltransferase complex, cytosol"
"207";"P31930";"P31930";"P31930";"QCR1_HUMAN";"Cytochrome b-c1 complex subunit 1, mitochondrial";"UQCRC1";3;5;0,000457777028806883;2;2;2;3;0,000443803264916528;0,000641157213688041;"mitochondrial respiratory chain, mitochondrion, mitochondrial inner membrane, mitochondrial respiratory chain complex III"
"208";"P31939";"P31939";"P31939";"PUR9_HUMAN";"Bifunctional purine biosynthesis protein PURH";"ATIC";2;3;0,000222702338338484;NA;2;NA;3;NA;0,000519857200287601;"mitochondrion, extracellular vesicular exosome, cytosol"
"209";"P31943";"P31943";"P31943";"HNRH1_HUMAN";"Heterogeneous nuclear ribonucleoprotein H";"HNRNPH1";3;8;0,00123977030518746;3;2;4;4;0,00151822230492603;0,00143612688016666;"nucleus, nucleoplasm, catalytic step 2 spliceosome"
"210";"P31946";"P31946-1,P31946-2";"P31946-1,P31946-2";"1433B_HUMAN";"14-3-3 protein beta/alpha";"YWHAB";5;16;0,00180231757894262;5;5;7;9;NA;NA;"cytoplasmic vesicle membrane, cytoplasm, cytosol, perinuclear region of cytoplasm, transcriptional repressor complex, extracellular vesicular exosome, melanosome"
"211";"P31948";"P31948";"P31948";"STIP1_HUMAN";"Stress-induced-phosphoprotein 1";"STIP1";7;17;0,00137586024127594;4;6;6;11;0,00117693683513775;0,0020781522948268;"nucleus, Golgi apparatus"
"212";"P32119";"P32119-1";"P32119-1";"PRDX2_HUMAN";"Peroxiredoxin-2";"PRDX2";5;13;0,00312092391191532;5;3;7;6;NA;NA;"cytoplasm, extracellular vesicular exosome, cytosol"
"213";"P32969";"P32969";"P32969";"RL9_HUMAN";"60S ribosomal protein L9";"RPL9,RPL9P8,RPL9P7,RPL9P9";3;4;0,000915554057613765;2;2;2;2;0,00110950816229132;0,00106859535614674;"cytosol, cytosolic large ribosomal subunit, cytoplasm, nucleolus, ribosome"
"214";"P33316";"P33316-2,P33316-3";"P33316-2,P33316-3";"DUT_HUMAN";"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial";"DUT";1;1;8,71956245346443e-05;NA;1;NA;1;NA;NA;"extracellular vesicular exosome, mitochondrion, nucleoplasm, nucleus"
"215";"P33991";"P33991";"P33991";"MCM4_HUMAN";"DNA replication licensing factor MCM4";"MCM4";5;7;0,000356461371214629;3;4;3;4;0,000370264601089108;0,000475481595319057;"MCM complex, nucleoplasm, nucleus"
"216";"P33992";"P33992";"P33992";"MCM5_HUMAN";"DNA replication licensing factor MCM5";"MCM5";4;4;0,000239490979648287;NA;4;NA;4;NA;0,000559047161798837;"MCM complex, nucleoplasm, nucleus"
"217";"P33993";"P33993-1";"P33993-1";"MCM7_HUMAN";"DNA replication licensing factor MCM7";"MCM7";4;4;0,000244487314411464;2;2;2;2;NA;NA;"chromatin, nucleus, cytosol, nucleoplasm, MCM complex, cytoplasm"
"218";"P34931";"P34931";"P34931";"HS71L_HUMAN";"Heat shock 70 kDa protein 1-like";"HSPA1L";0;0;0;0;0;0;0;0;0;"mitochondrial matrix, zona pellucida receptor complex, blood microparticle, cell body"
"219";"P34932";"P34932";"P34932";"HSP74_HUMAN";"Heat shock 70 kDa protein 4";"HSPA4";4;5;0,000287745560964326;3;2;3;2;0,000380402798499881;0,000279143276707719;"mitochondrion, extracellular vesicular exosome"
"220";"P35232";"P35232";"P35232";"PHB_HUMAN";"Prohibitin";"PHB";3;6;0,000969410178649869;3;3;3;3;0,00117477334830846;0,00113145390650831;"mitochondrion, integral component of plasma membrane, nucleoplasm, extracellular vesicular exosome, nucleus, cytoplasm, mitochondrial inner membrane"
"221";"P35527";"P35527";"P35527";"K1C9_HUMAN";"Keratin, type I cytoskeletal 9";"KRT9";26;160;0,0113904674170747;25;23;86;74;0,0149320530146956;0,0121850744944886;"intermediate filament, extracellular vesicular exosome, extracellular space"
"222";"P35579";"P35579-1";"P35579-1";"MYH9_HUMAN";"Myosin-9";"MYH9";52;120;0,00295310616890851;47;28;74;46;NA;NA;"spindle, cleavage furrow, immunological synapse, cell-cell adherens junction, cell leading edge, nucleus, uropod, stress fiber, ruffle, actin cytoskeleton, myosin II filament, extracellular vesicular exosome, myosin II complex, plasma membrane, actomyosin contractile ring, cytosol, cortical cytoskeleton, actomyosin, neuromuscular junction, cytoplasm, protein complex"
"223";"P35749";"P35749-1,P35749-2,P35749-3,P35749-4";"P35749-1,P35749-2,P35749-3,P35749-4";"MYH11_HUMAN";"Myosin-11";"MYH11";1;3;1,83445996800858e-05;1;1;1;2;NA;NA;"myosin filament, cytosol, muscle myosin complex, stress fiber, melanosome, smooth muscle contractile fiber"
"224";"P35754";"P35754";"P35754";"GLRX1_HUMAN";"Glutaredoxin-1";"GLRX";1;1;0,00041459051665529;1;NA;1;NA;0,00100483758094308;NA;"nucleus, cytosol, extracellular vesicular exosome, mitochondrion"
"225";"P35908";"P35908";"P35908";"K22E_HUMAN";"Keratin, type II cytoskeletal 2 epidermal";"KRT2";29;154;0,0135876431038602;29;24;85;69;0,0180282388306584;0,0143631415042192;"intermediate filament cytoskeleton, cytoplasm, extracellular space, intermediate filament, extracellular vesicular exosome, Golgi apparatus, keratin filament"
"226";"P36542";"P36542-1";"P36542-1";"ATPG_HUMAN";"ATP synthase subunit gamma, mitochondrial";"ATP5C1";2;4;0,000589887178059876;2;NA;4;NA;NA;NA;"mitochondrial proton-transporting ATP synthase complex, catalytic core F(1), mitochondrial inner membrane, mitochondrion, mitochondrial proton-transporting ATP synthase complex, mitochondrial matrix"
"227";"P36578";"P36578";"P36578";"RL4_HUMAN";"60S ribosomal protein L4";"RPL4";10;35;0,00360217989880826;7;10;15;20;0,00374166687049063;0,00480492525480499;"extracellular vesicular exosome, cytosol, nucleus, ribonucleoprotein complex, nucleolus, cytoplasm, cytosolic large ribosomal subunit"
"228";"P36957";"P36957";"P36957";"ODO2_HUMAN";"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial";"DLST";2;2;0,000194024700951262;NA;2;NA;2;NA;0,000452914588035702;"oxoglutarate dehydrogenase complex, mitochondrial matrix"
"229";"P37108";"P37108";"P37108";"SRP14_HUMAN";"Signal recognition particle 14 kDa protein";"SRP14";2;4;0,00129254690486649;2;2;2;2;0,00156636446441128;0,00150860520867774;"cytosol, signal recognition particle, endoplasmic reticulum targeting, cytoplasm, intercellular bridge, nucleolus"
"230";"P37802";"P37802";"P37802";"TAGL2_HUMAN";"Transgelin-2";"TAGLN2";11;25;0,00552092899063577;7;8;13;12;0,00695812154039984;0,00618603944864844;"extracellular vesicular exosome"
"231";"P37837";"P37837";"P37837";"TALDO_HUMAN";"Transaldolase";"TALDO1";2;2;0,000260810651427067;NA;2;NA;2;NA;0,00060881397145452;"intracellular membrane-bounded organelle, cytosol, extracellular vesicular exosome, cytoplasm"
"232";"P38117";"P38117-1,P38117-2";"P38117-1,P38117-2";"ETFB_HUMAN";"Electron transfer flavoprotein subunit beta";"ETFB";3;6;0,000517018761946597;3;1;4;2;NA;NA;"mitochondrial matrix, intracellular membrane-bounded organelle, mitochondrion"
"233";"P38606";"P38606";"P38606";"VATA_HUMAN";"V-type proton ATPase catalytic subunit A";"ATP6V1A";1;1;7,12262475939396e-05;NA;1;NA;1;NA;0,000166264431426396;"plasma membrane, extracellular vesicular exosome, proton-transporting V-type ATPase, V1 domain, lysosomal membrane, proton-transporting two-sector ATPase complex, microvillus, cytosol, apical plasma membrane, mitochondrion, integral component of plasma membrane"
"234";"P38646";"P38646";"P38646";"GRP75_HUMAN";"Stress-70 protein, mitochondrial";"HSPA9";15;33;0,00213584333911665;10;13;15;18;0,00235300700103019;0,00271948862359582;"mitochondrial nucleoid, extracellular vesicular exosome, mitochondrion, cytoplasm, nucleolus"
"235";"P38919";"P38919";"P38919";"IF4A3_HUMAN";"Eukaryotic initiation factor 4A-III";"EIF4A3";1;1;0,000133657526658944;0;1;0;1;NA;0,000311998644130434;"catalytic step 2 spliceosome, exon-exon junction complex, nucleus, nuclear speck, cytoplasm, cytosol"
"236";"P39019";"P39019";"P39019";"RS19_HUMAN";"40S ribosomal protein S19";"RPS19";5;9;0,00272771967509756;2;4;4;5;0,0029382836849646;0,00353741911000299;"cytosol, cytoplasm, extracellular vesicular exosome, ribosome, nucleolus, cytosolic small ribosomal subunit"
"237";"P39023";"P39023";"P39023";"RL3_HUMAN";"60S ribosomal protein L3";"RPL3";15;42;0,00458004213436564;12;12;20;22;0,00528599422233085;0,0056001821145953;"cytosolic large ribosomal subunit, cytosol, nucleolus, cytoplasm, extracellular vesicular exosome, nucleus"
"238";"P39687";"P39687";"P39687";"AN32A_HUMAN";"Acidic leucine-rich nuclear phosphoprotein 32 family member A";"ANP32A";5;5;0,00147076957046388;0;5;0;5;NA;0,00308991428283393;"nucleoplasm, nucleus, cytoplasm, endoplasmic reticulum, perinuclear region of cytoplasm"
"239";"P39748";"P39748";"P39748";"FEN1_HUMAN";"Flap endonuclease 1";"FEN1";3;7;0,000809542535153224;3;2;5;2;0,00140148399447325;0,000539921864158351;"nucleolus, nucleus, nucleoplasm, mitochondrion"
"240";"P40227";"P40227";"P40227";"TCPZ_HUMAN";"T-complex protein 1 subunit zeta";"CCT6A";6;9;0,00074485753839764;3;5;3;6;0,000601767138869868;0,00115915428463375;"extracellular vesicular exosome, cytoplasm, acrosomal vesicle, cell body, microtubule, chaperonin-containing T-complex, cytosol, zona pellucida receptor complex"
"241";"P40429";"P40429";"P40429";"RL13A_HUMAN";"60S ribosomal protein L13a";"RPL13A";4;6;0,00129891413099884;4;2;4;2;0,002098774060689;0,00101069117428657;"cytosolic large ribosomal subunit, GAIT complex, cytosol, large ribosomal subunit, ribonucleoprotein complex"
"242";"P40925";"P40925-1";"P40925-1";"MDHC_HUMAN";"Malate dehydrogenase, cytoplasmic";"MDH1";6;10;0,00131576631034314;1;6;1;9;NA;NA;"extracellular space, cytosol, extracellular vesicular exosome, mitochondrion, cytoplasm, centrosome"
"243";"P40926";"P40926";"P40926";"MDHM_HUMAN";"Malate dehydrogenase, mitochondrial";"MDH2";12;33;0,00429064386763374;9;12;14;19;0,00441177210094537;0,00576662109352558;"mitochondrial inner membrane, mitochondrion, mitochondrial matrix, nucleus, extracellular vesicular exosome, plasma membrane"
"244";"P40939";"P40939";"P40939";"ECHA_HUMAN";"Trifunctional enzyme subunit alpha, mitochondrial";"HADHA";6;12;0,000691165317412226;5;5;6;6;0,000837584143485977;0,00080669846021038;"mitochondrial fatty acid beta-oxidation multienzyme complex, mitochondrial nucleoid, mitochondrial inner membrane, mitochondrion"
"245";"P41091";"P41091";"P41091";"IF2G_HUMAN";"Eukaryotic translation initiation factor 2 subunit 3";"EIF2S3";4;5;0,000465535961498525;3;2;3;2;0,000676988031228602;0,000434682856737655;"cytosol, extracellular vesicular exosome"
"246";"P41250";"P41250";"P41250";"SYG_HUMAN";"Glycine--tRNA ligase";"GARS";2;7;0,000416273563407612;NA;2;NA;7;NA;0,000971713233194325;"cytosol, secretory granule, mitochondrial matrix, nucleus, cytoplasm"
"247";"P41252";"P41252";"P41252";"SYIC_HUMAN";"Isoleucine--tRNA ligase, cytoplasmic";"IARS";6;11;0,000383052727749658;6;2;9;2;0,000759599882899921;0,000162575521695858;"cytosol, cytoplasm, extracellular vesicular exosome"
"248";"P42167";"P42167-1";"P42167-1";"LAP2B_HUMAN";"Lamina-associated polypeptide 2, isoforms beta/gamma";"TMPO";11;30;0,00290396000652824;8;10;13;17;NA;NA;"nuclear membrane, nuclear envelope, nucleus, integral component of membrane, nuclear inner membrane"
"249";"P42677";"P42677";"P42677";"RS27_HUMAN";"40S ribosomal protein S27";"RPS27";3;4;0,00209269498883146;3;NA;4;NA;0,00507203731333175;NA;"cytosolic small ribosomal subunit, cytosol, nucleus, ribosome"
"250";"P42704";"P42704";"P42704";"LPPRC_HUMAN";"Leucine-rich PPR motif-containing protein, mitochondrial";"LRPPRC";2;2;6,30510685300728e-05;NA;2;NA;2;NA;0,00014718099596856;"nuclear outer membrane, mitochondrion, nuclear inner membrane, nucleus, ribonucleoprotein complex, microtubule, condensed nuclear chromosome, nucleoplasm, perinuclear region of cytoplasm, mitochondrial nucleoid, cytoskeleton"
"251";"P42765";"P42765";"P42765";"THIM_HUMAN";"3-ketoacyl-CoA thiolase, mitochondrial";"ACAA2";3;3;0,000332090136766706;3;NA;3;NA;0,000804882495566499;NA;"mitochondrion, mitochondrial inner membrane"
"252";"P42766";"P42766";"P42766";"RL35_HUMAN";"60S ribosomal protein L35";"RPL35";2;3;0,00113141639640075;2;1;2;1;0,00173191518016206;0,00095317216436782;"cytosolic large ribosomal subunit, nucleolus, cytosol, cytoplasm"
"253";"P43487";"P43487";"P43487";"RANG_HUMAN";"Ran-specific GTPase-activating protein";"RANBP1";2;2;0,000437279549905082;NA;2;NA;2;NA;0,00102074780288643;"nucleus, centrosome, nuclear envelope, cytoplasm"
"254";"P45880";"P45880-1,P45880-2,P45880-3";"P45880-1,P45880-2,P45880-3";"VDAC2_HUMAN";"Voltage-dependent anion-selective channel protein 2";"VDAC2";2;4;0,000199304284650616;2;2;2;2;NA;NA;"mitochondrial nucleoid, mitochondrial outer membrane, mitochondrion, pore complex, mitochondrial inner membrane"
"255";"P46776";"P46776";"P46776";"RL27A_HUMAN";"60S ribosomal protein L27a";"RPL27A";3;10;0,00296936451117978;2;3;4;6;0,00287872388053964;0,00415885760230081;"cytosol, cytosolic large ribosomal subunit"
"256";"P46777";"P46777";"P46777";"RL5_HUMAN";"60S ribosomal protein L5";"RPL5";9;22;0,00325530331596005;6;8;9;13;0,00322766010848384;0,00449025927431356;"nucleolus, ribonucleoprotein complex, cytoplasm, extracellular vesicular exosome, cytosolic large ribosomal subunit, cytosol, nucleus"
"257";"P46778";"P46778";"P46778";"RL21_HUMAN";"60S ribosomal protein L21";"RPL21";5;10;0,0027466621728413;4;4;5;5;0,00332852448687396;0,00320578606844021;"cytosolic large ribosomal subunit, nucleolus, cytosol, cytoplasm"
"258";"P46779";"P46779-1";"P46779-1";"RL28_HUMAN";"60S ribosomal protein L28";"RPL28";8;22;0,00705711740759224;6;7;10;12;NA;NA;"cytosolic large ribosomal subunit, extracellular vesicular exosome, cytosol, cytoplasm"
"259";"P46781";"P46781";"P46781";"RS9_HUMAN";"40S ribosomal protein S9";"RPS9";8;20;0,00453057677994441;8;5;14;6;0,00768648953669863;0,00317273672752845;"cytoplasm, cytosolic small ribosomal subunit, extracellular vesicular exosome, cytosol, nucleolus, ribosome, ribonucleoprotein complex"
"260";"P46782";"P46782";"P46782";"RS5_HUMAN";"40S ribosomal protein S5";"RPS5";7;16;0,00344679174631065;2;7;5;11;0,00261060744068546;0,0055315524318184;"ribonucleoprotein complex, cytosolic small ribosomal subunit, cytosol, extracellular vesicular exosome"
"261";"P46783";"P46783";"P46783";"RS10_HUMAN";"40S ribosomal protein S10";"RPS10";6;10;0,0026634299857855;3;5;3;7;0,0019365960650903;0,00435209745048852;"cytosol, ribosome, cytoplasm, nucleolus, cytosolic small ribosomal subunit"
"262";"P46940";"P46940";"P46940";"IQGA1_HUMAN";"Ras GTPase-activating-like protein IQGAP1";"IQGAP1";5;5;0,000132608916009236;5;NA;5;NA;0,000321402485153792;NA;"microtubule, extrinsic component of cytoplasmic side of plasma membrane, plasma membrane, cell junction, midbody, slit diaphragm, extracellular vesicular exosome, nucleus, neuron projection, ribonucleoprotein complex, actin filament, cytoplasm, cell leading edge, lateral plasma membrane"
"263";"P47756";"P47756-2";"P47756-2";"CAPZB_HUMAN";"F-actin-capping protein subunit beta";"CAPZB";2;2;0,000317303933324626;2;NA;2;NA;NA;NA;"actin cytoskeleton, F-actin capping protein complex, membrane, cytoskeleton, WASH complex, intercalated disc, extracellular vesicular exosome, Z disc, cortical cytoskeleton, lamellipodium, acrosomal vesicle, cytosol"
"264";"P47813";"P47813";"P47813";"IF1AX_HUMAN";"Eukaryotic translation initiation factor 1A, X-chromosomal";"EIF1AX";3;4;0,00122073874348502;NA;3;NA;4;NA;0,00284958761639129;"cytosol"
"265";"P47914";"P47914";"P47914";"RL29_HUMAN";"60S ribosomal protein L29";"RPL29";2;2;0,000552787355540387;NA;2;NA;2;NA;0,00129037929798851;"cytosol, cytosolic large ribosomal subunit"
"266";"P48047";"P48047";"P48047";"ATPO_HUMAN";"ATP synthase subunit O, mitochondrial";"ATP5O";4;12;0,00247586449382877;3;4;5;7;0,00250030008403678;0,00337134309544886;"mitochondrial inner membrane, mitochondrial proton-transporting ATP synthase complex, plasma membrane, mitochondrion"
"267";"P48643";"P48643";"P48643";"TCPE_HUMAN";"T-complex protein 1 subunit epsilon";"CCT5";6;12;0,000974785835832771;4;6;4;8;0,000787525202069994;0,00151697085678501;"centrosome, microtubule, cell body, chaperonin-containing T-complex, extracellular vesicular exosome, cytoplasm, cytosol, nucleolus, zona pellucida receptor complex"
"268";"P48735";"P48735";"P48735";"IDHP_HUMAN";"Isocitrate dehydrogenase [NADP], mitochondrial";"IDH2";4;10;0,00112184976426465;3;2;7;3;0,00185572604135451;0,000817049900629008;"mitochondrial inner membrane, mitochondrial matrix, mitochondrion"
"269";"P49006";"P49006";"P49006";"MRP_HUMAN";"MARCKS-related protein";"MARCKSL1";2;4;0,000901468610573554;2;2;2;2;0,00109243880594838;0,00105215542759063;"cytoplasm, extracellular vesicular exosome, plasma membrane"
"270";"P49207";"P49207";"P49207";"RL34_HUMAN";"60S ribosomal protein L34";"RPL34";3;7;0,0026292834475062;2;3;4;3;0,00364146268649459;0,00263038856897658;"cytoplasm, cytosol, extracellular vesicular exosome, nucleolus, cytosolic large ribosomal subunit"
"271";"P49321";"P49321-1,P49321-2,P49321-3";"P49321-1,P49321-2,P49321-3";"NASP_HUMAN";"Nuclear autoantigenic sperm protein";"NASP";2;2;3,71798602076656e-05;NA;2;NA;2;NA;NA;"nucleus, cytoplasm"
"272";"P49327";"P49327";"P49327";"FAS_HUMAN";"Fatty acid synthase";"FASN";18;42;0,000735068490700657;13;13;22;20;0,000933206387399151;0,000817086054879224;"cytoplasm, plasma membrane, extracellular vesicular exosome, melanosome, glycogen granule, cytosol, mitochondrion, Golgi apparatus"
"273";"P49368";"P49368-1";"P49368-1";"TCPG_HUMAN";"T-complex protein 1 subunit gamma";"CCT3";6;16;0,00129017525916949;5;5;8;8;NA;NA;"cytoplasm, cell body, cytoskeleton, plasma membrane, extracellular vesicular exosome, chaperonin-containing T-complex, microtubule, cytosol, zona pellucida receptor complex"
"274";"P49411";"P49411";"P49411";"EFTU_HUMAN";"Elongation factor Tu, mitochondrial";"TUFM";12;29;0,0028195824075185;9;10;13;16;0,00306342076668046;0,00363133289168448;"mitochondrion, extracellular vesicular exosome, mitochondrial nucleoid"
"275";"P49588";"P49588";"P49588";"SYAC_HUMAN";"Alanine--tRNA ligase, cytoplasmic";"AARS";4;6;0,000272396248546244;NA;4;NA;6;NA;0,000635858393740206;"cytoplasm, cytosol, extracellular vesicular exosome"
"276";"P49736";"P49736";"P49736";"MCM2_HUMAN";"DNA replication licensing factor MCM2";"MCM2";6;10;0,000486134897848017;3;5;3;7;0,000353471626924668;0,00079435407005598;"nucleus, nuclear origin of replication recognition complex, nucleoplasm, microtubule cytoskeleton, MCM complex, chromatin, cytoplasm"
