"";"X";"accession";"name";"go_name"
"332";332;"P13645";"K1C10_HUMAN";"P:keratinocyte differentiation, C:cytoplasm, C:extracellular space, F:structural constituent of epidermis, P:cellular response to calcium ion, C:keratin filament, C:intermediate filament, C:extracellular vesicular exosome"
"333";333;"P13646";"K1C13_HUMAN";"P:cellular response to retinoic acid, F:structural molecule activity, P:response to radiation, C:extracellular vesicular exosome, P:tongue morphogenesis, C:keratin filament"
"334";334;"P02533";"K1C14_HUMAN";"C:keratin filament, C:cell periphery, C:cytosol, F:structural constituent of cytoskeleton, P:epithelial cell differentiation, P:epidermis development, C:extracellular vesicular exosome, P:response to ionizing radiation, P:hemidesmosome assembly, P:intermediate filament bundle assembly, P:response to zinc ion, C:nucleus"
"335";335;"P08779";"K1C16_HUMAN";"C:intermediate filament, P:epidermis development, P:cell proliferation, P:intermediate filament cytoskeleton organization, F:structural constituent of cytoskeleton, C:extracellular vesicular exosome, P:cytoskeleton organization"
"336";336;"Q04695";"K1C17_HUMAN";"F:structural constituent of cytoskeleton, C:intermediate filament, P:positive regulation of hair follicle development, C:cell periphery, F:MHC class II receptor activity, C:cytoplasm, P:positive regulation of cell growth, P:intermediate filament organization, P:morphogenesis of an epithelium, P:keratinization, P:epidermis development, P:positive regulation of translation, C:extracellular vesicular exosome"
"337";337;"P35527";"K1C9_HUMAN";"F:structural constituent of cytoskeleton, P:epidermis development, C:intermediate filament, C:extracellular vesicular exosome, C:extracellular space, P:intermediate filament organization"
"338";338;"P35908";"K22E_HUMAN";"C:keratin filament, P:keratinocyte activation, P:keratinocyte proliferation, C:intermediate filament, C:extracellular vesicular exosome, F:structural constituent of cytoskeleton, P:keratinocyte migration, P:keratinization, C:extracellular space, C:Golgi apparatus"
"340";340;"P04264";"K2C1_HUMAN";"P:retina homeostasis, P:complement activation, lectin pathway, P:regulation of angiogenesis, C:extracellular vesicular exosome, F:structural molecule activity, C:keratin filament, C:plasma membrane, C:cytoskeleton, C:membrane, P:fibrinolysis, F:carbohydrate binding, C:blood microparticle, F:receptor activity, P:response to oxidative stress"
"342";342;"P13647";"K2C5_HUMAN";"P:hemidesmosome assembly, C:keratin filament, F:structural constituent of cytoskeleton, C:cytosol, P:epidermis development, C:plasma membrane, C:extracellular vesicular exosome, C:mitochondrion"
"343";343;"P04259";"K2C6B_HUMAN";"F:structural constituent of cytoskeleton, P:ectoderm development, C:keratin filament, C:extracellular vesicular exosome"
"347";347;"Q5XKE5";"K2C79_HUMAN";"F:structural molecule activity, C:extracellular vesicular exosome, C:keratin filament"
"349";349;"P14618";"KPYM_HUMAN";"P:programmed cell death, P:glycolysis, F:pyruvate kinase activity, C:cytosol, F:magnesium ion binding, F:ATP binding, C:mitochondrion, F:MHC class II protein complex binding, F:potassium ion binding, C:plasma membrane, C:nucleus, C:extracellular vesicular exosome, C:cilium, P:small molecule metabolic process"
"351";351;"Q86UP2";"KTN1_HUMAN";"C:integral component of plasma membrane, P:microtubule-based movement, C:endoplasmic reticulum membrane"
"353";353;"P11279";"LAMP1_HUMAN";"P:autophagic cell death, C:lysosome, C:multivesicular body, C:endosome membrane, C:melanosome, C:extracellular vesicular exosome, C:cytolytic granule, C:late endosome, P:autophagy, C:external side of plasma membrane, C:dendrite, C:sarcolemma, C:alveolar lamellar body, C:integral component of plasma membrane, C:neuronal cell body, C:lysosomal membrane"
"354";354;"P13473";"LAMP2_HUMAN";"C:extracellular vesicular exosome, C:integral component of membrane, C:lysosomal membrane, P:platelet degranulation, C:plasma membrane, C:phagocytic vesicle membrane, C:late endosome membrane, C:platelet dense granule membrane, P:platelet activation"
"357";357;"Q01650";"LAT1_HUMAN";"C:plasma membrane, P:blood coagulation, F:peptide antigen binding, C:extracellular vesicular exosome, P:cellular amino acid metabolic process, P:leukocyte migration, F:L-amino acid transmembrane transporter activity, P:cell differentiation, P:nervous system development, P:L-alpha-amino acid transmembrane transport, C:integral component of membrane, C:cytosol, F:neutral amino acid transmembrane transporter activity, C:apical plasma membrane"
"359";359;"Q9UIQ6";"LCAP_HUMAN";"C:extracellular region, F:aminopeptidase activity, C:lysosomal membrane, P:protein catabolic process, C:perinuclear region of cytoplasm, F:metallopeptidase activity, C:early endosome lumen, C:cytosol, F:zinc ion binding, P:female pregnancy, P:proteolysis, C:cytoplasmic vesicle membrane, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, C:integral component of plasma membrane, P:cell-cell signaling, P:protein polyubiquitination"
"360";360;"P00338";"LDHA_HUMAN";"C:extracellular vesicular exosome, P:glycolysis, P:substantia nigra development, C:cilium, P:cellular response to extracellular stimulus, C:mitochondrion, P:cellular carbohydrate metabolic process, P:pyruvate metabolic process, F:L-lactate dehydrogenase activity, C:cytosol"
"361";361;"P07195";"LDHB_HUMAN";"P:glycolysis, F:NAD binding, P:lactate metabolic process, C:extracellular vesicular exosome, F:L-lactate dehydrogenase activity, P:pyruvate metabolic process, C:cytosol, C:mitochondrion, P:NAD metabolic process, P:cellular carbohydrate metabolic process"
"364";364;"P49257";"LMAN1_HUMAN";"P:post-translational protein modification, P:blood coagulation, P:Golgi organization, P:protein folding, C:integral component of membrane, C:sarcomere, C:extracellular vesicular exosome, C:endoplasmic reticulum membrane, P:ER to Golgi vesicle-mediated transport, P:protein N-linked glycosylation via asparagine, F:mannose binding, P:protein transport, P:positive regulation of organelle organization, P:endoplasmic reticulum organization, C:endoplasmic reticulum-Golgi intermediate compartment, F:unfolded protein binding, C:endoplasmic reticulum-Golgi intermediate compartment membrane, C:ER to Golgi transport vesicle membrane, F:metal ion binding, C:Golgi membrane"
"370";370;"Q6IAA8";"LTOR1_HUMAN";"P:regulation of cholesterol import, P:regulation of GTPase activity, C:Ragulator complex, C:Golgi apparatus, P:cellular protein localization, P:cellular response to amino acid stimulus, P:cholesterol homeostasis, P:endosome organization, P:lysosome localization, P:positive regulation of TOR signaling, P:regulation of cholesterol efflux, C:plasma membrane, P:endosome localization, C:lysosomal membrane, P:cell growth, C:extracellular vesicular exosome, P:lysosome organization, P:positive regulation of MAPK cascade, P:regulation of receptor recycling, P:regulation of cholesterol esterification, C:lysosome"
"371";371;"Q9UHA4";"LTOR3_HUMAN";"P:regulation of GTPase activity, C:Ragulator complex, P:positive regulation of TOR signaling, C:extracellular vesicular exosome, P:cellular response to amino acid stimulus, P:cellular protein localization"
"372";372;"Q86UE4";"LYRIC_HUMAN";"P:lipopolysaccharide-mediated signaling pathway, P:negative regulation of transcription from RNA polymerase II promoter, C:nucleolus, P:tight junction assembly, P:positive regulation of autophagy, P:positive regulation of angiogenesis, C:intercellular canaliculus, C:tight junction, C:perinuclear region of cytoplasm, F:transcription coactivator activity, P:positive regulation of NF-kappaB transcription factor activity, F:double-stranded RNA binding, P:negative regulation of apoptotic process, P:positive regulation of protein kinase B signaling, C:endoplasmic reticulum membrane, C:integral component of membrane, C:apical plasma membrane, C:nuclear body, C:nuclear membrane, P:positive regulation of I-kappaB kinase/NF-kappaB signaling"
"374";374;"Q9UPN3";"MACF1_HUMAN";"P:establishment or maintenance of cell polarity, P:regulation of microtubule-based process, F:calcium ion binding, P:Golgi to plasma membrane protein transport, P:positive regulation of Wnt signaling pathway, F:actin filament binding, P:regulation of focal adhesion assembly, C:actin cytoskeleton, C:ruffle membrane, P:cell cycle arrest, F:ATPase activity, C:microtubule, P:wound healing, P:cellular component movement, P:regulation of epithelial cell migration, P:posttranslational protein targeting to membrane, P:Wnt signaling pathway, C:Golgi apparatus, P:mesoderm formation"
"375";375;"P55145";"MANF_HUMAN";"C:extracellular space, C:perinuclear region of cytoplasm, P:vasoconstriction of artery involved in ischemic response to lowering of systemic arterial blood pressure, P:response to unfolded protein"
"377";377;"P29966";"MARCS_HUMAN";"F:actin filament binding, P:small molecule metabolic process, C:plasma membrane, C:extracellular vesicular exosome, C:centrosome, F:calmodulin binding, C:cell cortex, P:regulation of insulin secretion, C:actin cytoskeleton, C:germinal vesicle, P:energy reserve metabolic process"
"387";387;"P40926";"MDHM_HUMAN";"P:tricarboxylic acid cycle, C:plasma membrane, F:L-malate dehydrogenase activity, C:mitochondrial matrix, P:NADH metabolic process, P:malate metabolic process, F:malate dehydrogenase (NADP+) activity, C:nucleus, P:oxaloacetate metabolic process, C:mitochondrial inner membrane, P:gluconeogenesis, P:internal protein amino acid acetylation, P:cellular carbohydrate metabolic process, C:extracellular vesicular exosome"
"388";388;"Q14696";"MESD_HUMAN";"P:Wnt signaling pathway, C:plasma membrane, P:protein folding, P:mesoderm development, C:endoplasmic reticulum, P:protein localization to cell surface"
"390";390;"P14174";"MIF_HUMAN";"P:inflammatory response, P:negative regulation of cell aging, C:cytoplasm, P:positive regulation of ERK1 and ERK2 cascade, P:regulation of macrophage activation, P:positive regulation of myeloid leukocyte cytokine production involved in immune response, P:DNA damage response, signal transduction by p53 class mediator, P:positive regulation of chemokine (C-X-C motif) ligand 2 production, P:prostaglandin biosynthetic process, C:cell surface, P:negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator, P:negative regulation of mature B cell apoptotic process, P:positive regulation of fibroblast proliferation, P:negative regulation of myeloid cell apoptotic process, F:phenylpyruvate tautomerase activity, F:cytokine activity, C:extracellular vesicular exosome, P:positive regulation of lipopolysaccharide-mediated signaling pathway, P:cell aging, P:cell proliferation, P:positive regulation of prostaglandin secretion involved in immune response, P:positive regulation of cytokine secretion, P:positive regulation of B cell proliferation, P:cell surface receptor signaling pathway, P:positive regulation of peptidyl-serine phosphorylation, P:protein homotrimerization, P:positive regulation of MAP kinase activity, P:negative regulation of apoptotic process, P:negative regulation of DNA damage response, signal transduction by p53 class mediator, P:positive regulation of peptidyl-tyrosine phosphorylation, C:extracellular space, F:dopachrome isomerase activity, P:negative regulation of cell cycle arrest, P:negative regulation of gene expression, P:positive regulation of arachidonic acid secretion, F:chemoattractant activity, P:negative regulation of cellular protein metabolic process, P:innate immune response, P:positive regulation of protein kinase A signaling"
"392";392;"O14950";"ML12B_HUMAN";"P:muscle contraction, C:myosin II complex, C:apical part of cell, C:Z disc, P:axon guidance, P:regulation of cell shape, C:stress fiber, C:cytosol, F:calcium ion binding, C:extracellular vesicular exosome"
"394";394;"P26038";"MOES_HUMAN";"F:double-stranded RNA binding, C:apical plasma membrane, C:apical part of cell, C:basolateral plasma membrane, F:structural constituent of cytoskeleton, P:leukocyte migration, C:filopodium, C:microvillus membrane, P:leukocyte cell-cell adhesion, C:extracellular vesicular exosome, C:cytoskeleton, C:cytoplasm, C:nucleolus, P:membrane to membrane docking, C:uropod, C:extrinsic component of membrane, C:plasma membrane, P:regulation of lymphocyte migration, C:microvillus, C:blood microparticle"
"395";395;"O15427";"MOT4_HUMAN";"C:actin cytoskeleton, P:leukocyte migration, F:symporter activity, P:blood coagulation, F:monocarboxylic acid transmembrane transporter activity, C:nuclear membrane, P:pyruvate metabolic process, C:integral component of plasma membrane, F:secondary active monocarboxylate transmembrane transporter activity"
"396";396;"Q00325";"MPCP_HUMAN";"F:protein complex binding, P:generation of precursor metabolites and energy, C:mitochondrial inner membrane, C:extracellular vesicular exosome, F:symporter activity, F:phosphate ion carrier activity, C:integral component of plasma membrane"
"397";397;"Q10713";"MPPA_HUMAN";"P:protein targeting to mitochondrion, C:mitochondrial inner membrane, F:metalloendopeptidase activity, P:proteolysis, F:metal ion binding, P:cellular protein metabolic process, C:extracellular space, C:mitochondrial matrix"
"399";399;"P20645";"MPRD_HUMAN";"F:mannose binding, P:receptor-mediated endocytosis, C:lysosomal membrane, P:hexose transmembrane transport, F:transmembrane signaling receptor activity, F:mannose transmembrane transporter activity, C:endosome, P:endosome to lysosome transport, C:late endosome, C:integral component of plasma membrane"
"400";400;"P11717";"MPRI_HUMAN";"C:nuclear envelope lumen, C:extracellular vesicular exosome, C:endosome, P:response to retinoic acid, C:late endosome, F:insulin-like growth factor-activated receptor activity, F:transporter activity, C:lysosomal membrane, P:spermatogenesis, F:G-protein coupled receptor activity, C:clathrin coat, C:integral component of plasma membrane, P:liver development, P:receptor-mediated endocytosis, C:extracellular space, C:trans-Golgi network transport vesicle, F:glycoprotein binding, F:mannose binding, F:phosphoprotein binding, C:perinuclear region of cytoplasm, P:organ regeneration, C:cell surface, F:retinoic acid binding, P:positive regulation of apoptotic process, P:post-embryonic development, C:endocytic vesicle"
"401";401;"P49006";"MRP_HUMAN";"C:cytoplasm, C:extracellular vesicular exosome, P:positive regulation of cell proliferation, C:plasma membrane"
"407";407;"P35580";"MYH10_HUMAN";"P:cerebellar Purkinje cell layer development, P:cardiac myofibril assembly, C:neuronal cell body, P:axon guidance, C:lamellipodium, P:cell proliferation, P:adult heart development, P:nuclear migration, P:substrate-dependent cell migration, cell extension, P:third ventricle development, P:exocytosis, C:myosin complex, C:axon, C:dendritic spine, C:growth cone, P:fourth ventricle development, P:neuron migration, C:midbody, P:retina development in camera-type eye, C:cell cortex, C:plasma membrane, P:mitotic cytokinesis, P:neuromuscular process controlling balance, F:ADP binding, P:regulation of cell shape, F:actin filament binding, C:spindle, C:neuromuscular junction, F:actin-dependent ATPase activity, P:in utero embryonic development, P:lateral ventricle development, P:ventricular cardiac muscle cell development, C:stress fiber, C:cleavage furrow, F:ATP binding, P:actin filament-based movement, P:plasma membrane repair, F:microfilament motor activity, P:cell adhesion, C:myosin II complex"
"408";408;"P35579";"MYH9_HUMAN";"P:angiogenesis, C:uropod, C:nucleus, P:membrane protein ectodomain proteolysis, F:ATP binding, C:ruffle, P:establishment of meiotic spindle localization, P:monocyte differentiation, C:plasma membrane, C:cleavage furrow, P:uropod organization, P:cytokinesis, P:integrin-mediated signaling pathway, P:actin filament-based movement, C:protein complex, C:actomyosin contractile ring, P:cell-cell adhesion, P:actin cytoskeleton reorganization, P:regulation of cell shape, C:myosin II complex, P:axon guidance, P:myoblast fusion, F:microfilament motor activity, C:spindle, P:establishment of T cell polarity, C:stress fiber, C:cortical cytoskeleton, C:cytosol, C:cell-cell adherens junction, P:blood vessel endothelial cell migration, C:immunological synapse, P:meiotic spindle organization, P:platelet formation, P:termination of G-protein coupled receptor signaling pathway, P:in utero embryonic development, F:actin filament binding, F:protein homodimerization activity, C:extracellular vesicular exosome, F:protein anchor, P:leukocyte migration, P:protein transport, F:ADP binding, C:neuromuscular junction, F:actin-dependent ATPase activity"
"409";409;"P60660";"MYL6_HUMAN";"F:structural constituent of muscle, C:extracellular vesicular exosome, F:calcium ion binding, F:actin-dependent ATPase activity, P:skeletal muscle tissue development, C:unconventional myosin complex, P:muscle filament sliding, F:motor activity, C:cytosol, P:axon guidance"
"426";426;"Q99435";"NELL2_HUMAN";"C:extracellular region, F:calcium ion binding"
"427";427;"Q9UMX5";"NENF_HUMAN";"F:heme binding, F:metal ion binding, P:positive regulation of MAPK cascade, C:extracellular space"
"428";428;"O95631";"NET1_HUMAN";"P:establishment of nucleus localization, P:regulation of cell migration, P:positive regulation of axon extension, P:negative regulation of axon extension, P:apoptotic process, P:neuron migration, C:cytoplasm, P:anterior/posterior axon guidance, P:mammary gland duct morphogenesis, P:positive regulation of cell proliferation, P:cell-cell adhesion, C:basement membrane, P:axon guidance, P:inner ear morphogenesis, C:extracellular region"
"431";431;"P22307";"NLTP_HUMAN";"F:oleic acid binding, F:long-chain fatty acyl-CoA binding, P:peroxisome organization, P:progesterone biosynthetic process, P:protein localization to plasma membrane, C:mitochondrion, P:bile acid biosynthetic process, P:alpha-linolenic acid metabolic process, P:positive regulation of steroid metabolic process, P:fatty acid beta-oxidation using acyl-CoA oxidase, C:protein complex, F:propanoyl-CoA C-acyltransferase activity, F:phosphatidylinositol transporter activity, P:lipid transport, F:cholesterol binding, P:inositol trisphosphate biosynthetic process, P:positive regulation of intracellular cholesterol transport, C:nucleus, C:peroxisomal matrix, P:lipid hydroperoxide transport"
"439";439;"Q02818";"NUCB1_HUMAN";"C:microtubule cytoskeleton, C:extracellular space, F:calcium ion binding, F:DNA binding, C:extracellular vesicular exosome, C:Golgi apparatus, C:membrane, C:endoplasmic reticulum-Golgi intermediate compartment"
"440";440;"P80303";"NUCB2_HUMAN";"F:calcium ion binding, C:Golgi apparatus, F:DNA binding, C:extracellular vesicular exosome, C:endoplasmic reticulum, C:cytosol, C:extracellular space, C:nuclear outer membrane, C:plasma membrane, C:endoplasmic reticulum-Golgi intermediate compartment"
"441";441;"P19338";"NUCL_HUMAN";"F:telomeric DNA binding, F:RNA binding, C:ribonucleoprotein complex, C:nucleoplasm, C:extracellular vesicular exosome, F:nucleotide binding, C:nucleolus, C:cell cortex, P:angiogenesis"
"452";452;"O95747";"OXSR1_HUMAN";"F:receptor signaling protein serine/threonine kinase activity, F:magnesium ion binding, C:extracellular vesicular exosome, C:cytoplasm, F:ATP binding, P:response to oxidative stress"
"453";453;"Q32P28";"P3H1_HUMAN";"P:extracellular matrix organization, C:macromolecular complex, C:nucleus, F:L-ascorbic acid binding, P:chaperone-mediated protein folding, P:protein hydroxylation, F:procollagen-proline 3-dioxygenase activity, P:cell growth, P:negative regulation of cell proliferation, P:regulation of protein secretion, P:bone development, F:protein complex binding, P:regulation of ossification, P:negative regulation of post-translational protein modification, F:iron ion binding, P:collagen metabolic process, C:extracellular vesicular exosome, C:proteinaceous extracellular matrix, P:protein stabilization, C:endoplasmic reticulum lumen, P:collagen fibril organization"
"459";459;"Q9UQ80";"PA2G4_HUMAN";"C:ribonucleoprotein complex, C:nucleolus, C:cytoplasm, P:cell cycle arrest, P:negative regulation of transcription, DNA-templated, P:cell proliferation, P:regulation of translation, F:DNA binding, C:extracellular vesicular exosome, P:rRNA processing, F:sequence-specific DNA binding transcription factor activity, F:RNA binding, P:transcription, DNA-templated"
"461";461;"Q8NC51";"PAIRB_HUMAN";"P:regulation of apoptotic process, C:nucleus, C:extracellular vesicular exosome, P:regulation of mRNA stability, C:cytoplasm, C:perinuclear region of cytoplasm, C:plasma membrane, F:mRNA 3'-UTR binding"
"464";464;"Q15365";"PCBP1_HUMAN";"F:RNA binding, C:nucleoplasm, C:cytoplasm, C:extracellular vesicular exosome, C:ribonucleoprotein complex, F:single-stranded DNA binding, P:mRNA splicing, via spliceosome"
"468";468;"P12004";"PCNA_HUMAN";"C:extracellular vesicular exosome, C:PCNA complex, P:regulation of transcription involved in G1/S transition of mitotic cell cycle, P:positive regulation of deoxyribonuclease activity, P:response to cadmium ion, P:telomere maintenance via semi-conservative replication, C:nucleoplasm, C:microtubule cytoskeleton, C:cytoplasm, F:DNA polymerase processivity factor activity, C:DNA replication factor C complex, P:nucleotide-excision repair, DNA gap filling, F:purine-specific mismatch base pair DNA N-glycosylase activity, P:cell proliferation, P:response to lipid, P:mismatch repair, P:telomere maintenance via recombination, P:heart development, P:transcription-coupled nucleotide-excision repair, F:dinucleotide insertion or deletion binding, P:DNA strand elongation involved in DNA replication, P:regulation of DNA replication, P:epithelial cell differentiation, C:nuclear replication fork, F:MutLalpha complex binding, C:PCNA-p21 complex, P:phosphatidylinositol-mediated signaling, P:translesion synthesis, P:base-excision repair"
"469";469;"P42785";"PCP_HUMAN";"C:extracellular vesicular exosome, C:lysosome, P:proteolysis, C:plasma membrane, P:blood coagulation, intrinsic pathway, F:serine-type carboxypeptidase activity"
"470";470;"Q9UHG3";"PCYOX_HUMAN";"F:prenylcysteine oxidase activity, P:chloride transmembrane transport, C:lysosome, C:plasma membrane, P:prenylcysteine catabolic process, P:prenylated protein catabolic process, F:chloride-transporting ATPase activity, P:prenylcysteine metabolic process, P:ATP catabolic process, C:extracellular vesicular exosome, C:very-low-density lipoprotein particle"
"471";471;"Q9BUL8";"PDC10_HUMAN";"P:angiogenesis, C:extracellular vesicular exosome, P:positive regulation of cell proliferation, P:apoptotic process, P:positive regulation of MAP kinase activity, C:plasma membrane, C:Golgi membrane, P:negative regulation of apoptotic process, C:cytosol"
"472";472;"P07237";"PDIA1_HUMAN";"P:regulation of intrinsic apoptotic signaling pathway in response to oxidative stress, P:glycerol ether metabolic process, C:procollagen-proline 4-dioxygenase complex, C:plasma membrane, P:peptidyl-proline hydroxylation to 4-hydroxy-L-proline, P:extracellular matrix organization, C:melanosome, P:response to endoplasmic reticulum stress, F:protein disulfide oxidoreductase activity, C:endoplasmic reticulum-Golgi intermediate compartment, C:endoplasmic reticulum lumen, P:cellular response to hypoxia, P:cell redox homeostasis, F:procollagen-proline 4-dioxygenase activity, P:lipoprotein metabolic process, F:protein disulfide isomerase activity, C:extracellular vesicular exosome"
"473";473;"P30101";"PDIA3_HUMAN";"P:signal transduction, P:post-translational protein modification, F:phospholipase C activity, C:endoplasmic reticulum lumen, P:glycerol ether metabolic process, F:protein disulfide isomerase activity, P:protein import into nucleus, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:cell surface, C:melanosome, P:protein retention in ER lumen, P:positive regulation of extrinsic apoptotic signaling pathway, F:protein disulfide oxidoreductase activity, F:cysteine-type endopeptidase activity, P:protein N-linked glycosylation via asparagine, P:oxidation-reduction process, C:extracellular vesicular exosome, P:cell redox homeostasis"
"474";474;"P13667";"PDIA4_HUMAN";"P:glycerol ether metabolic process, P:cell redox homeostasis, C:melanosome, F:protein disulfide isomerase activity, C:endoplasmic reticulum lumen, P:chaperone-mediated protein folding, P:oxidation-reduction process, F:protein disulfide oxidoreductase activity, C:cell surface, P:protein secretion"
"476";476;"Q15084";"PDIA6_HUMAN";"C:melanosome, C:extracellular vesicular exosome, P:cell redox homeostasis, C:endoplasmic reticulum lumen, P:activation of signaling protein activity involved in unfolded protein response, P:oxidation-reduction process, F:protein disulfide isomerase activity, C:endoplasmic reticulum membrane, F:protein disulfide oxidoreductase activity, C:plasma membrane, P:glycerol ether metabolic process, C:endoplasmic reticulum-Golgi intermediate compartment"
"479";479;"P18669";"PGAM1_HUMAN";"C:cytosol, P:regulation of pentose-phosphate shunt, F:bisphosphoglycerate mutase activity, F:phosphoglycerate mutase activity, P:dephosphorylation, P:regulation of glycolysis, P:glycolysis, P:small molecule metabolic process, C:extracellular vesicular exosome, P:gluconeogenesis, F:bisphosphoglycerate 2-phosphatase activity, P:respiratory burst"
"481";481;"P00558";"PGK1_HUMAN";"F:phosphoglycerate kinase activity, C:extracellular vesicular exosome, F:ATP binding, C:cytosol, P:epithelial cell differentiation, P:gluconeogenesis, P:small molecule metabolic process, P:glycolysis"
"485";485;"P35232";"PHB_HUMAN";"P:DNA replication, P:negative regulation of cell proliferation, C:mitochondrial inner membrane, P:negative regulation of androgen receptor signaling pathway, P:negative regulation of transcription from RNA polymerase II promoter, P:DNA biosynthetic process, P:negative regulation of cell growth, F:transcription regulatory region DNA binding, C:extracellular vesicular exosome, C:integral component of plasma membrane, P:positive regulation of transcription, DNA-templated, F:sequence-specific DNA binding RNA polymerase II transcription factor activity, P:cellular response to interleukin-6, P:negative regulation of transcription by competitive promoter binding, P:progesterone receptor signaling pathway, C:nucleoplasm, P:histone deacetylation, P:regulation of apoptotic process, P:negative regulation of glucocorticoid receptor signaling pathway"
"488";488;"O60568";"PLOD3_HUMAN";"P:neural tube development, P:endothelial cell morphogenesis, F:L-ascorbic acid binding, P:vasodilation, P:cellular response to hormone stimulus, P:extracellular matrix organization, C:endoplasmic reticulum membrane, P:in utero embryonic development, F:procollagen glucosyltransferase activity, C:rough endoplasmic reticulum membrane, F:procollagen-lysine 5-dioxygenase activity, P:collagen fibril organization, P:epidermis morphogenesis, C:extracellular vesicular exosome, F:iron ion binding, P:cellular protein modification process, P:lung morphogenesis, P:basement membrane assembly, F:procollagen galactosyltransferase activity, P:protein localization"
"489";489;"Q04941";"PLP2_HUMAN";"C:integral component of membrane, C:plasma membrane, P:cytokine-mediated signaling pathway, P:chemotaxis, F:ion transmembrane transporter activity, C:endoplasmic reticulum membrane"
"490";490;"P13796";"PLSL_HUMAN";"F:calcium ion binding, P:regulation of intracellular protein transport, P:organ regeneration, C:extracellular vesicular exosome, C:actin filament, C:actin filament bundle, C:ruffle membrane, C:phagocytic cup, P:actin filament bundle assembly, C:plasma membrane, P:T cell activation involved in immune response, F:actin filament binding, C:filopodium, C:focal adhesion, P:protein kinase A signaling, C:cytosol, P:cell migration, C:ruffle, C:extracellular space"
"492";492;"Q8TCS8";"PNPT1_HUMAN";"P:positive regulation of mitochondrial RNA catabolic process, C:mitochondrial degradosome, C:plasma membrane, C:mitochondrial intermembrane space, F:poly(G) RNA binding, P:cellular response to oxidative stress, P:rRNA import into mitochondrion, P:negative regulation of growth, P:mitochondrial RNA 5'-end processing, P:mitochondrial mRNA polyadenylation, P:nuclear polyadenylation-dependent mRNA catabolic process, F:poly(U) RNA binding, P:positive regulation of miRNA catabolic process, P:mitochondrial RNA 3'-end processing, F:3'-5'-exoribonuclease activity, P:regulation of cellular senescence, P:cellular response to interferon-beta, P:positive regulation of mRNA catabolic process, P:mitochondrion morphogenesis, F:miRNA binding, P:mitochondrial mRNA catabolic process, F:polyribonucleotide nucleotidyltransferase activity, P:mitotic cell cycle arrest, P:regulation of cellular respiration, P:protein homotrimerization"
"493";493;"O00592";"PODXL_HUMAN";"C:microvillus membrane, C:lamellipodium, P:leukocyte migration, C:filopodium, P:epithelial tube formation, C:cell body, P:cell adhesion, C:ruffle, P:positive regulation of cell-cell adhesion mediated by integrin, C:integral component of plasma membrane, C:apical plasma membrane, P:glomerular visceral epithelial cell development, C:slit diaphragm, C:membrane raft, P:positive regulation of cell migration, C:cytoplasm, P:regulation of microvillus assembly, P:negative regulation of cell-cell adhesion, C:extracellular vesicular exosome, P:cell migration"
"496";496;"P62937";"PPIA_HUMAN";"F:peptide binding, P:entry into host cell, F:peptidyl-prolyl cis-trans isomerase activity, P:viral release from host cell, P:lipid particle organization, F:unfolded protein binding, P:platelet degranulation, P:establishment of integrated proviral latency, P:positive regulation of protein secretion, C:cytosol, P:leukocyte migration, P:RNA-dependent DNA replication, C:nucleus, F:virion binding, P:uncoating of virus, P:positive regulation of viral genome replication, P:virion assembly, P:protein folding, P:platelet activation, C:extracellular vesicular exosome"
"497";497;"P23284";"PPIB_HUMAN";"P:chaperone-mediated protein folding, F:unfolded protein binding, C:endoplasmic reticulum lumen, F:peptide binding, F:peptidyl-prolyl cis-trans isomerase activity, P:protein stabilization, P:extracellular matrix organization, C:extracellular vesicular exosome, F:protein complex binding, C:melanosome, C:macromolecular complex, P:positive regulation of multicellular organism growth, P:bone development"
"501";501;"Q06830";"PRDX1_HUMAN";"C:extracellular space, P:natural killer cell mediated cytotoxicity, P:retina homeostasis, F:thioredoxin peroxidase activity, P:skeletal system development, P:removal of superoxide radicals, P:regulation of stress-activated MAPK cascade, C:nuclear euchromatin, C:melanosome, C:mitochondrial matrix, C:mitochondrion, C:nucleus, C:cytosol, C:extracellular vesicular exosome, C:peroxisomal matrix, P:regulation of NF-kappaB import into nucleus, F:heme binding, C:nucleolus, P:cell proliferation, P:hydrogen peroxide catabolic process, P:erythrocyte homeostasis"
"502";502;"P32119";"PRDX2_HUMAN";"P:removal of superoxide radicals, C:cytosol, C:cytoplasm, F:thioredoxin peroxidase activity, C:extracellular vesicular exosome, P:negative regulation of neuron apoptotic process, P:negative regulation of apoptotic process, P:hydrogen peroxide catabolic process"
"504";504;"Q13162";"PRDX4_HUMAN";"P:I-kappaB phosphorylation, P:reactive oxygen species metabolic process, C:mitochondrion, C:extracellular space, C:extracellular vesicular exosome, F:thioredoxin peroxidase activity, P:negative regulation of male germ cell proliferation, P:male gonad development, P:spermatogenesis"
