"";"protein.acs";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5745.3.id.csv";"peptide.count.P5745.4.id.csv";"spectra.count.P5745.3.id.csv";"spectra.count.P5745.4.id.csv";"dNSAF.P5745.3.id.csv";"dNSAF.P5745.4.id.csv";"Go.Cc"
"190";"Q86Y46";"Q86Y46-1";"Q86Y46-1";"K2C73_HUMAN";"Keratin, type II cytoskeletal 73";"KRT73";0;0;NA;0;0;0;0;NA;NA;"extracellular vesicular exosome, keratin filament"
"191";"Q86YZ3";"Q86YZ3";"Q86YZ3";"HORN_HUMAN";"Hornerin";"HRNR";18;30;0,00204614915782634;16;11;17;13;0,00257481144161882;0,00185714316506352;"cornified envelope, extracellular vesicular exosome"
"192";"Q8N1N4";"Q8N1N4-1";"Q8N1N4-1";"K2C78_HUMAN";"Keratin, type II cytoskeletal 78";"KRT78";7;11;0,00460472817655718;7;4;7;4;NA;NA;"keratin filament, extracellular vesicular exosome, extracellular space"
"193";"Q8NC51";"Q8NC51-1,Q8NC51-2,Q8NC51-3,Q8NC51-4";"Q8NC51-1,Q8NC51-2,Q8NC51-3,Q8NC51-4";"PAIRB_HUMAN";"Plasminogen activator inhibitor 1 RNA-binding protein";"SERBP1";5;7;0,000833755631099579;3;4;3;4;NA;NA;"nucleus, extracellular vesicular exosome, cytoplasm, perinuclear region of cytoplasm, plasma membrane"
"194";"Q8NF91";"Q8NF91-1,Q8NF91-4,Q8NF91-7";"Q8NF91-1,Q8NF91-4,Q8NF91-7";"SYNE1_HUMAN";"Nesprin-1";"SYNE1";2;2;1,47310954487137e-05;NA;2;NA;2;NA;NA;"Golgi apparatus, SUN-KASH complex, integral component of membrane, nuclear membrane, postsynaptic membrane, sarcomere, cytoskeleton, nuclear outer membrane"
"195";"Q92841";"Q92841-1,Q92841-2,Q92841-3,Q92841-4";"Q92841-1,Q92841-2,Q92841-3,Q92841-4";"DDX17_HUMAN";"Probable ATP-dependent RNA helicase DDX17";"DDX17";1;1;0,000149987785488813;NA;1;NA;1;NA;NA;"nucleus, nucleolus"
"196";"Q92945";"Q92945";"Q92945";"FUBP2_HUMAN";"Far upstream element-binding protein 2";"KHSRP";2;2;0,000546790914187066;NA;2;NA;2;NA;0,00114526842376523;"cytoplasmic stress granule, cytosol, nucleoplasm"
"197";"Q95604";"Q95604";"Q95604";"1C17_HUMAN";"HLA class I histocompatibility antigen, Cw-17 alpha chain";"HLA-C";1;2;0,00278686982069537;1;1;1;1;0,00348112552590779;0,0027361755688746;"MHC class I protein complex, phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, early endosome membrane, Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane, cell surface"
"198";"Q99623";"Q99623";"Q99623";"PHB2_HUMAN";"Prohibitin-2";"PHB2";4;5;0,00325057140457361;2;3;2;3;0,00288735495125463;0,00408504606670776;"protein complex, mitochondrial inner membrane, nuclear matrix"
"199";"Q99729";"Q99729-1,Q99729-2,Q99729-3,Q99729-4";"Q99729-1,Q99729-2,Q99729-3,Q99729-4";"ROAA_HUMAN";"Heterogeneous nuclear ribonucleoprotein A/B";"HNRNPAB";1;1;0,000219560432974588;1;NA;1;NA;NA;NA;"nucleus, cytoplasm, ribonucleoprotein complex"
"200";"Q99996";"Q99996-1,Q99996-2,Q99996-3,Q99996-5,Q99996-6";"Q99996-1,Q99996-2,Q99996-3,Q99996-5,Q99996-6";"AKAP9_HUMAN";"A-kinase anchor protein 9";"AKAP9";2;2;1,98807639983126e-05;2;NA;2;NA;NA;NA;"Golgi apparatus, voltage-gated potassium channel complex, cytosol, centrosome, pericentriolar material"
"201";"Q9BV40";"Q9BV40";"Q9BV40";"VAMP8_HUMAN";"Vesicle-associated membrane protein 8";"VAMP8";2;2;0,00388768339987004;NA;2;NA;2;NA;0,00814285849297081;"recycling endosome, early endosome, extracellular vesicular exosome, secretory granule membrane, plasma membrane, late endosome membrane, lysosomal membrane, mitochondrion, SNARE complex, integral component of membrane"
"202";"Q9BVC6";"Q9BVC6";"Q9BVC6";"TM109_HUMAN";"Transmembrane protein 109";"TMEM109";1;2;0,00159986971188067;1;1;1;1;0,00177637681157435;0,00167548528661951;"nuclear outer membrane, extracellular vesicular exosome, sarcoplasmic reticulum membrane, integral component of membrane, cytoplasm, nuclear membrane"
