"";"X.1";"protein.acs";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5832.1.id.csv";"peptide.count.P5832.2.id.csv";"spectra.count.P5832.1.id.csv";"spectra.count.P5832.2.id.csv";"dNSAF.P5832.1.id.csv";"dNSAF.P5832.2.id.csv";"Go.Cc";"norm.sc"
"480";480;"P61769";"P61769";"P61769";"B2MG_HUMAN";"Beta-2-microglobulin";"B2M";7;19;0,00848497689299365;6;7;9;10;0,00946172364037042;0,0115160764502918;"cytoplasm, extracellular space, ER to Golgi transport vesicle membrane, external side of plasma membrane, Golgi apparatus, extracellular vesicular exosome, phagocytic vesicle membrane, plasma membrane, early endosome membrane, MHC class I protein complex, early endosome lumen, Golgi membrane, extracellular region, endoplasmic reticulum lumen";0,00288841593189419
"484";484;"P62158";"P62158";"P62158";"CALM_HUMAN";"Calmodulin";"CALM2,CALM1,CALM3";2;6;0,00213997651063139;2;2;3;3;0,00251889287070264;0,00275922100184843;"cytoplasm, extracellular vesicular exosome, extracellular region, spindle microtubule, spindle pole, growth cone, sarcomere, nucleoplasm, centrosome, plasma membrane, cytosol";0,000912131346913956
"516";516;"P62873";"P62873";"P62873";"GBB1_HUMAN";"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1";"GNB1";3;4;0,00104201470615711;1;3;1;3;0,000735911838695477;0,00181378204092095;"membrane, dendrite, cell body, heterotrimeric G-protein complex, photoreceptor inner segment, plasma membrane, lysosomal membrane, photoreceptor outer segment membrane, extracellular vesicular exosome, intracellular, photoreceptor disc membrane";0,000608087564609304
"517";517;"P62879";"P62879";"P62879";"GBB2_HUMAN";"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2";"GNB2";1;1;0,000260503676539279;0;1;0;1;0;0,000604594013640318;"plasma membrane, protein complex, extracellular vesicular exosome, perinuclear region of cytoplasm, cell body, lysosomal membrane";0,000152021891152326
"526";526;"P63010";"P63010-1,P63010-2";"P63010-1,P63010-2";"AP2B1_HUMAN";"AP-2 complex subunit beta";"AP2B1";3;3;8,50737727011945e-05;3;NA;3;NA;NA;NA;"coated pit, clathrin-coated endocytic vesicle membrane, plasma membrane, cytosol, endocytic vesicle membrane, intracellular membrane-bounded organelle, clathrin adaptor complex, trans-Golgi network";0,000456065673456978
"527";527;"P63092";"P63092-1,P63092-2,P63092-3,Q5JWF2-1,Q5JWF2-2";"P63092-1,P63092-2,P63092-3,Q5JWF2-1,Q5JWF2-2";"GNAS1_HUMAN, GNAS2_HUMAN";"Guanine nucleotide-binding protein G(s) subunit alpha isoforms short, Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas";"GNAS";1;1;1,63214834195371e-05;1;NA;1;NA;NA;NA;"cytoplasm, heterotrimeric G-protein complex, extracellular vesicular exosome, intrinsic component of membrane, trans-Golgi network membrane, membrane, cytosol, plasma membrane";0,000152021891152326
"528";528;"P63096";"P63096";"P63096";"GNAI1_HUMAN";"Guanine nucleotide-binding protein G(i) subunit alpha-1";"GNAI1";2;2;0,000557591404505381;1;1;1;1;0,00141361596133594;0,000580683515925729;"midbody, extracellular vesicular exosome, nucleus, lysosomal membrane, cytoplasm, heterotrimeric G-protein complex, extrinsic component of cytoplasmic side of plasma membrane, centrosome, plasma membrane";0,000304043782304652
"531";531;"P63167";"P63167";"P63167";"DYL1_HUMAN";"Dynein light chain 1, cytoplasmic";"DYNLL1";2;2;0,00119421910143849;2;NA;2;NA;0,00281134859726362;NA;"mitotic spindle, cytosol, mitochondrion, nucleus, cytoplasmic dynein complex, plasma membrane, centrosome, cytoplasm, microtubule, kinetochore";0,000304043782304652
"534";534;"P63218";"P63218";"P63218";"GBG5_HUMAN";"Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5";"GNG5";3;4;0,00312604411847134;3;1;3;1;0,00551933879021608;0,00201531337880106;"heterotrimeric G-protein complex, extracellular vesicular exosome, plasma membrane";0,000608087564609304
"540";540;"P68104";"P68104,Q5VTE0";"P68104,Q5VTE0";"EF1A1_HUMAN, EF1A3_HUMAN";"Elongation factor 1-alpha 1, Putative elongation factor 1-alpha-like 3";"EEF1A1, EEF1A1P5";14;44;0,00253060714352442;14;13;23;21;0,00311408581093;0,00311457522178346;"nucleus, extracellular vesicular exosome, cytoplasm, plasma membrane, extracellular space, cytosol, eukaryotic translation elongation factor 1 complex";0,00668896321070234
"546";546;"P78324";"P78324-1,P78324-2,P78324-4";"P78324-1,P78324-2,P78324-4";"SHPS1_HUMAN";"Tyrosine-protein phosphatase non-receptor type substrate 1";"SIRPA";1;1;3,51473214378392e-05;NA;1;NA;1;NA;NA;"extracellular vesicular exosome, integral component of membrane, membrane, plasma membrane";0,000152021891152326
"559";559;"P98172";"P98172";"P98172";"EFNB1_HUMAN";"Ephrin-B1";"EFNB1";4;8;0,00122873410437024;4;4;4;4;0,00144630072344776;0,00158429259836384;"cytoplasm, integral component of plasma membrane, membrane raft, synapse, plasma membrane, nucleus, extracellular vesicular exosome";0,00121617512921861
"562";562;"Q00325";"Q00325-2";"Q00325-2";"MPCP_HUMAN";"Phosphate carrier protein, mitochondrial";"SLC25A3";4;6;0,000880819061005738;4;2;4;2;NA;NA;"extracellular vesicular exosome, mitochondrion, integral component of plasma membrane, mitochondrial inner membrane";0,000912131346913956
"563";563;"Q00610";"Q00610-1,Q00610-2";"Q00610-1,Q00610-2";"CLH1_HUMAN";"Clathrin heavy chain 1";"CLTC";33;58;0,000920083433078431;28;22;30;28;NA;NA;"clathrin coat of trans-Golgi network vesicle, clathrin-coated endocytic vesicle membrane, cytosol, clathrin complex, clathrin coat of coated pit, mitochondrion, plasma membrane, clathrin-coated vesicle, clathrin coat, protein complex, trans-Golgi network membrane, melanosome, spindle, extracellular vesicular exosome";0,0088172696868349
"565";565;"Q00839";"Q00839-1";"Q00839-1";"HNRPU_HUMAN";"Heterogeneous nuclear ribonucleoprotein U";"HNRNPU";22;45;0,00289869545530979;19;19;24;21;NA;NA;"ribonucleoprotein complex, catalytic step 2 spliceosome, nucleoplasm, cell surface, CRD-mediated mRNA stability complex";0,00684098510185467
"570";570;"Q01518";"Q01518-1,Q01518-2";"Q01518-1,Q01518-2";"CAP1_HUMAN";"Adenylyl cyclase-associated protein 1";"CAP1";6;12;0,000671276842282268;6;5;6;6;NA;NA;"plasma membrane, extracellular vesicular exosome, cortical actin cytoskeleton";0,00182426269382791
"572";572;"Q01650";"Q01650";"Q01650";"LAT1_HUMAN";"Large neutral amino acids transporter small subunit 1";"SLC7A5";2;5;0,000524090236824584;2;2;2;3;0,000493510897744502;0,000810895324014628;"nucleus, integral component of membrane, cytosol, apical plasma membrane, nucleolus, plasma membrane, extracellular vesicular exosome";0,00076010945576163
"574";574;"Q01844";"Q01844-1,Q01844-2,Q01844-3,Q01844-5";"Q01844-1,Q01844-2,Q01844-3,Q01844-5";"EWS_HUMAN";"RNA-binding protein EWS";"EWSR1";1;2;4,05051448277537e-05;1;1;1;1;NA;NA;"plasma membrane, cytoplasm, nucleus";0,000304043782304652
"580";580;"Q04826";"Q04826";"Q04826";"1B40_HUMAN";"HLA class I histocompatibility antigen, B-40 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"MHC class I protein complex, cell surface, ER to Golgi transport vesicle membrane, phagocytic vesicle membrane, early endosome membrane, plasma membrane, integral component of lumenal side of endoplasmic reticulum membrane, Golgi membrane";0
"582";582;"Q04917";"Q04917";"Q04917";"1433F_HUMAN";"14-3-3 protein eta";"YWHAH";1;1;0,000230925883155929;1;0;1;0;0,000542460759146802;NA;"cytosol, cytoplasmic vesicle membrane, plasma membrane, extracellular vesicular exosome, intercalated disc, cytoplasm";0,000152021891152326
"583";583;"Q04941";"Q04941-1";"Q04941-1";"PLP2_HUMAN";"Proteolipid protein 2";"PLP2";2;3;0,00104887006606604;NA;2;NA;3;NA;NA;"plasma membrane, endoplasmic reticulum, integral component of membrane, endoplasmic reticulum membrane, membrane";0,000456065673456978
"587";587;"Q07021";"Q07021";"Q07021";"C1QBP_HUMAN";"Complement component 1 Q subcomponent-binding protein, mitochondrial";"C1QBP";5;11;0,00207294414948277;5;5;5;6;0,00221817398188353;0,0029157725480526;"cell surface, nucleolus, cytosol, cytoplasm, mitochondrion, nucleus, plasma membrane, membrane, mitochondrial matrix, extracellular space";0,00167224080267559
"593";593;"Q09160";"Q09160";"Q09160";"1A80_HUMAN";"HLA class I histocompatibility antigen, A-80 alpha chain";"HLA-A";0;0;NA;0;0;0;0;NA;NA;"plasma membrane, ER to Golgi transport vesicle membrane, phagocytic vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, Golgi membrane, integral component of plasma membrane, early endosome membrane, MHC class I protein complex";0
"594";594;"Q10589";"Q10589";"Q10589";"BST2_HUMAN";"Bone marrow stromal antigen 2";"BST2";2;2;0,000590475000155698;NA;2;NA;2;NA;0,00152268121953858;"extracellular vesicular exosome, apical plasma membrane, late endosome, membrane raft, plasma membrane, cell surface, integral component of plasma membrane, anchored component of membrane, Golgi apparatus, cytoplasm";0,000304043782304652
"608";608;"Q13283";"Q13283";"Q13283";"G3BP1_HUMAN";"Ras GTPase-activating protein-binding protein 1";"G3BP1";5;6;0,000684241416489436;5;1;5;1;0,00134232846113982;0,000294080063859382;"plasma membrane, cytosol, cytoplasm, cytoplasmic stress granule, nucleus";0,000912131346913956
"609";609;"Q13308";"Q13308-1,Q13308-6";"Q13308-1,Q13308-6";"PTK7_HUMAN";"Inactive tyrosine-protein kinase 7";"PTK7";15;23;0,000571160397346867;13;10;13;10;NA;NA;"cell-cell junction, integral component of plasma membrane";0,0034965034965035
"611";611;"Q13433";"Q13433-1,Q13433-2";"Q13433-1,Q13433-2";"S39A6_HUMAN";"Zinc transporter ZIP6";"SLC39A6";2;3;0,000105581622544396;2;1;2;1;NA;NA;"integral component of plasma membrane, endoplasmic reticulum, plasma membrane, lamellipodium membrane";0,000456065673456978
"613";613;"Q13449";"Q13449";"Q13449";"LSAMP_HUMAN";"Limbic system-associated membrane protein";"LSAMP";6;9;0,00141504363942638;5;4;5;4;0,00185066586654188;0,00162179064802926;"anchored component of membrane, plasma membrane";0,00136819702037093
"616";616;"Q13740";"Q13740-1,Q13740-2";"Q13740-1,Q13740-2";"CD166_HUMAN";"CD166 antigen";"ALCAM";10;16;0,000729231561084224;7;8;7;9;NA;NA;"neuronal cell body, axon, extracellular vesicular exosome, external side of plasma membrane, integral component of membrane";0,00243235025843721
"618";618;"Q13813";"Q13813-1,Q13813-3";"Q13813-1,Q13813-3";"SPTN1_HUMAN";"Spectrin alpha chain, non-erythrocytic 1";"SPTAN1";7;10;0,000107489381096304;6;4;6;4;NA;NA;"cuticular plate, intracellular membrane-bounded organelle, extracellular vesicular exosome, spectrin, fascia adherens, Z disc, membrane, cytosol, microtubule cytoskeleton, lateral plasma membrane";0,00152021891152326
"624";624;"Q14444";"Q14444-1,Q14444-2";"Q14444-1,Q14444-2";"CAPR1_HUMAN";"Caprin-1";"CAPRIN1";3;4;0,000149909026837836;2;2;2;2;NA;NA;"cytoplasm, cytosol, integral component of plasma membrane, dendrite, cytoplasmic mRNA processing body, cytoplasmic stress granule";0,000608087564609304
"632";632;"Q15043";"Q15043-1,Q15043-2,Q15043-3";"Q15043-1,Q15043-2,Q15043-3";"S39AE_HUMAN";"Zinc transporter ZIP14";"SLC39A14";3;3;0,000108013719540677;3;NA;3;NA;NA;NA;"endoplasmic reticulum, lamellipodium, integral component of plasma membrane, integral component of membrane, plasma membrane, Golgi apparatus";0,000456065673456978
"633";633;"Q15046";"Q15046-1,Q15046-2";"Q15046-1,Q15046-2";"SYK_HUMAN";"Lysine--tRNA ligase";"KARS";5;7;0,000311557160886172;2;5;2;5;NA;NA;"mitochondrial matrix, microtubule cytoskeleton, plasma membrane, aminoacyl-tRNA synthetase multienzyme complex, extracellular region, mitochondrion, cytosol, cytoplasm, nucleus";0,00106415323806628
"634";634;"Q15084";"Q15084-1,Q15084-2";"Q15084-1,Q15084-2";"PDIA6_HUMAN";"Protein disulfide-isomerase A6";"PDIA6";2;2;0,000120778977304575;NA;2;NA;2;NA;NA;"plasma membrane, extracellular vesicular exosome, endoplasmic reticulum-Golgi intermediate compartment, melanosome, endoplasmic reticulum lumen, endoplasmic reticulum membrane, endoplasmic reticulum";0,000304043782304652
"635";635;"Q15125";"Q15125";"Q15125";"EBP_HUMAN";"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase";"EBP";1;2;0,000462110869687068;1;1;1;1;0,000543934837296657;0,000595831781558574;"endoplasmic reticulum membrane, endoplasmic reticulum, integral component of plasma membrane";0,000304043782304652
"646";646;"Q15758";"Q15758-1";"Q15758-1";"AAAT_HUMAN";"Neutral amino acid transporter B(0)";"SLC1A5";4;7;0,000687614140661904;4;2;5;2;NA;NA;"melanosome, integral component of plasma membrane, plasma membrane, Golgi apparatus, extracellular vesicular exosome, membrane";0,00106415323806628
"647";647;"Q16563";"Q16563-1,Q16563-2";"Q16563-1,Q16563-2";"SYPL1_HUMAN";"Synaptophysin-like protein 1";"SYPL1";1;1;0,000102592181494233;NA;1;NA;1;NA;NA;"extracellular vesicular exosome, integral component of synaptic vesicle membrane, integral component of plasma membrane, integral component of membrane, melanosome, secretory granule";0,000152021891152326
"656";656;"Q29940";"Q29940";"Q29940";"1B59_HUMAN";"HLA class I histocompatibility antigen, B-59 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"MHC class I protein complex, Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane, plasma membrane, phagocytic vesicle membrane, cell surface, ER to Golgi transport vesicle membrane, early endosome membrane";0
"657";657;"Q31612";"Q31612";"Q31612";"1B73_HUMAN";"HLA class I histocompatibility antigen, B-73 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"early endosome membrane, Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane, cell surface, phagocytic vesicle membrane, plasma membrane, MHC class I protein complex, ER to Golgi transport vesicle membrane";0
"658";658;"Q32MZ4";"Q32MZ4-1,Q32MZ4-2,Q32MZ4-3";"Q32MZ4-1,Q32MZ4-2,Q32MZ4-3";"LRRF1_HUMAN";"Leucine-rich repeat flightless-interacting protein 1";"LRRFIP1";3;5;0,000109617883692271;2;2;3;2;NA;NA;"nucleus, plasma membrane, cytoskeleton, cytosol, cytoplasm";0,00076010945576163
"666";666;"Q5Y7A7";"Q5Y7A7";"Q5Y7A7";"2B1D_HUMAN";"HLA class II histocompatibility antigen, DRB1-13 beta chain";"HLA-DRB1";1;1;0,00189795535764332;1;0;1;0;0,00235159798079382;NA;"late endosome membrane, clathrin-coated endocytic vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class II protein complex, trans-Golgi network membrane, plasma membrane, endocytic vesicle membrane, ER to Golgi transport vesicle membrane, lysosomal membrane, Golgi membrane, transport vesicle membrane";0,000152021891152326
"671";671;"Q6UB99";"Q6UB99";"Q6UB99";"ANR11_HUMAN";"Ankyrin repeat domain-containing protein 11";"ANKRD11";1;1;1,99559707149879e-05;1;NA;1;NA;4,69789758085735e-05;NA;"cytoplasm, plasma membrane, nucleus";0,000152021891152326
"672";672;"Q6YHK3";"Q6YHK3-1,Q6YHK3-3,Q6YHK3-4";"Q6YHK3-1,Q6YHK3-3,Q6YHK3-4";"CD109_HUMAN";"CD109 antigen";"CD109";2;3;3,67769896290746e-05;2;1;2;1;NA;NA;"extracellular space, plasma membrane, anchored component of membrane";0,000456065673456978
"679";679;"Q7Z2W4";"Q7Z2W4-1,Q7Z2W4-2,Q7Z2W4-3";"Q7Z2W4-1,Q7Z2W4-2,Q7Z2W4-3";"ZCCHV_HUMAN";"Zinc finger CCCH-type antiviral protein 1";"ZC3HAV1";2;2;3,92777161966096e-05;NA;2;NA;2;NA;NA;"plasma membrane, cytoplasm, Golgi apparatus, nucleus";0,000304043782304652
"680";680;"Q7Z3B1";"Q7Z3B1";"Q7Z3B1";"NEGR1_HUMAN";"Neuronal growth regulator 1";"NEGR1";5;7;0,00105084533926014;3;3;4;3;0,00141361596133594;0,00116136703185146;"plasma membrane, anchored component of membrane";0,00106415323806628
"684";684;"Q86UE4";"Q86UE4";"Q86UE4";"LYRIC_HUMAN";"Protein LYRIC";"MTDH";9;12;0,00109572680441264;9;3;9;3;0,00193461359657058;0,00070639850390965;"integral component of membrane, tight junction, apical plasma membrane, nuclear membrane, nucleolus, cytoplasm, intercellular canaliculus, nucleus, perinuclear region of cytoplasm, endoplasmic reticulum membrane, endoplasmic reticulum, nuclear body";0,00182426269382791
"696";696;"Q8NC51";"Q8NC51-1,Q8NC51-2,Q8NC51-3,Q8NC51-4";"Q8NC51-1,Q8NC51-2,Q8NC51-3,Q8NC51-4";"PAIRB_HUMAN";"Plasminogen activator inhibitor 1 RNA-binding protein";"SERBP1";8;15;0,000488444393511147;7;6;8;7;NA;NA;"extracellular vesicular exosome, plasma membrane, cytoplasm, nucleus, perinuclear region of cytoplasm";0,00228032836728489
"698";698;"Q8TCZ2";"Q8TCZ2-1,Q8TCZ2-2,Q8TCZ2-3,Q8TCZ2-5,Q8TCZ2-6";"Q8TCZ2-1,Q8TCZ2-2,Q8TCZ2-3,Q8TCZ2-5,Q8TCZ2-6";"C99L2_HUMAN";"CD99 antigen-like protein 2";"CD99L2";1;1;4,05669847435213e-05;NA;1;NA;1;NA;NA;"cell junction, plasma membrane, integral component of membrane";0,000152021891152326
"700";700;"Q8WTV0";"Q8WTV0-2,Q8WTV0-4";"Q8WTV0-2,Q8WTV0-4";"SCRB1_HUMAN";"Scavenger receptor class B member 1";"SCARB1";3;3;0,000144409646777209;3;NA;3;NA;NA;NA;"cell surface, plasma membrane, microvillus membrane, extracellular vesicular exosome, endocytic vesicle membrane, lysosomal membrane, caveola, integral component of plasma membrane";0,000456065673456978
"707";707;"Q92692";"Q92692-1,Q92692-2";"Q92692-1,Q92692-2";"PVRL2_HUMAN";"Poliovirus receptor-related protein 2";"PVRL2";6;9;0,00044450255587929;5;3;6;3;NA;NA;"cell surface, zonula adherens, integral component of membrane, cell-cell junction, plasma membrane";0,00136819702037093
"711";711;"Q92854";"Q92854-1";"Q92854-1";"SEM4D_HUMAN";"Semaphorin-4D";"SEMA4D";5;7;0,000431553654406137;3;4;3;4;NA;NA;"plasma membrane, extracellular space, integral component of plasma membrane";0,00106415323806628
"714";714;"Q93034";"Q93034";"Q93034";"CUL5_HUMAN";"Cullin-5";"CUL5";2;2;0,000136263461574392;2;NA;2;NA;0,000320782083533926;NA;"plasma membrane, nucleus, cytosol, Cul5-RING ubiquitin ligase complex";0,000304043782304652
"715";715;"Q95604";"Q95604";"Q95604";"1C17_HUMAN";"HLA class I histocompatibility antigen, Cw-17 alpha chain";"HLA-C";0;0;NA;0;0;0;0;NA;NA;"cell surface, ER to Golgi transport vesicle membrane, plasma membrane, MHC class I protein complex, phagocytic vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, Golgi membrane, early endosome membrane";0
"716";716;"Q95IE3";"Q95IE3";"Q95IE3";"2B1C_HUMAN";"HLA class II histocompatibility antigen, DRB1-12 beta chain";"HLA-DRB1";0;0;NA;0;0;0;0;NA;NA;"ER to Golgi transport vesicle membrane, transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, endocytic vesicle membrane, late endosome membrane, Golgi membrane, trans-Golgi network membrane, MHC class II protein complex, clathrin-coated endocytic vesicle membrane, plasma membrane, lysosomal membrane";0
"717";717;"Q969P0";"Q969P0-1,Q969P0-3";"Q969P0-1,Q969P0-3";"IGSF8_HUMAN";"Immunoglobulin superfamily member 8";"IGSF8";2;2;8,66929037748986e-05;2;NA;2;NA;NA;NA;"integral component of membrane, extracellular vesicular exosome, plasma membrane";0,000304043782304652
"730";730;"Q99653";"Q99653";"Q99653";"CHP1_HUMAN";"Calcineurin B homologous protein 1";"CHP1";1;1;0,000272526923148784;1;NA;1;NA;0,000641564167067852;NA;"transport vesicle, cytoplasm, plasma membrane, microtubule cytoskeleton, nucleus, endoplasmic reticulum, Golgi membrane, extracellular vesicular exosome, cytosol, endoplasmic reticulum-Golgi intermediate compartment";0,000152021891152326
"731";731;"Q99714";"Q99714-1,Q99714-2";"Q99714-1,Q99714-2";"HCD2_HUMAN";"3-hydroxyacyl-CoA dehydrogenase type-2";"HSD17B10";8;14;0,00142528448313444;4;8;4;10;NA;NA;"cytoplasm, plasma membrane, mitochondrial matrix, mitochondrion, mitochondrial inner membrane, endoplasmic reticulum";0,00212830647613256
"735";735;"Q99808";"Q99808";"Q99808";"S29A1_HUMAN";"Equilibrative nucleoside transporter 1";"SLC29A1";3;4;0,00046616447380713;2;2;2;2;0,000548706195518558;0,00060105837613365;"apical plasma membrane, plasma membrane, membrane, integral component of plasma membrane, basolateral plasma membrane";0,000608087564609304
"746";746;"Q9BUQ8";"Q9BUQ8";"Q9BUQ8";"DDX23_HUMAN";"Probable ATP-dependent RNA helicase DDX23";"DDX23";3;3;0,000194424695173218;2;1;2;1;0,000305134177020076;0,000167123548485942;"U5 snRNP, nucleus, catalytic step 2 spliceosome, nucleoplasm, extracellular vesicular exosome, plasma membrane, mitochondrion";0,000456065673456978
"747";747;"Q9BV40";"Q9BV40";"Q9BV40";"VAMP8_HUMAN";"Vesicle-associated membrane protein 8";"VAMP8";2;5;0,00265713750070064;2;2;2;3;0,00250210025156462;0,00411123929275416;"plasma membrane, lysosomal membrane, mitochondrion, late endosome membrane, SNARE complex, membrane, integral component of membrane, recycling endosome, early endosome, secretory granule membrane, extracellular vesicular exosome";0,00076010945576163
"751";751;"Q9BX67";"Q9BX67-1,Q9BX67-2";"Q9BX67-1,Q9BX67-2";"JAM3_HUMAN";"Junctional adhesion molecule C";"JAM3";3;5;0,000428570564629136;2;3;2;3;NA;NA;"Schmidt-Lanterman incisure, extracellular space, plasma membrane, integral component of membrane, tight junction, desmosome, paranodal junction, cell-cell contact zone";0,00076010945576163
"754";754;"Q9HAV0";"Q9HAV0";"Q9HAV0";"GBB4_HUMAN";"Guanine nucleotide-binding protein subunit beta-4";"GNB4";1;1;0,000260503676539279;1;0;1;0;0,000735911838695477;0;"lysosomal membrane, plasma membrane";0,000152021891152326
"759";759;"Q9NQC3";"Q9NQC3-1,Q9NQC3-2,Q9NQC3-3,Q9NQC3-4,Q9NQC3-5,Q9NQC3-6";"Q9NQC3-1,Q9NQC3-2,Q9NQC3-3,Q9NQC3-4,Q9NQC3-5,Q9NQC3-6";"RTN4_HUMAN";"Reticulon-4";"RTN4";3;6;4,45828439714873e-05;3;3;3;3;NA;NA;"nuclear envelope, endoplasmic reticulum, neuronal cell body, plasma membrane, cell projection, integral component of endoplasmic reticulum membrane";0,000912131346913956
"760";760;"Q9NR28";"Q9NR28-1,Q9NR28-2,Q9NR28-3";"Q9NR28-1,Q9NR28-2,Q9NR28-3";"DBLOH_HUMAN";"Diablo homolog, mitochondrial";"DIABLO";1;1;7,41182008563638e-05;1;NA;1;NA;NA;NA;"CD40 receptor complex, cytosol, mitochondrion, cytoplasmic side of plasma membrane, mitochondrial intermembrane space";0,000152021891152326
"777";777;"Q9UGN4";"Q9UGN4-1";"Q9UGN4-1";"CLM8_HUMAN";"CMRF35-like molecule 8";"CD300A";4;7;0,00124414464915749;3;4;3;4;NA;NA;"extracellular vesicular exosome, plasma membrane, integral component of membrane, membrane";0,00106415323806628
"780";780;"Q9UII2";"Q9UII2-1";"Q9UII2-1";"ATIF1_HUMAN";"ATPase inhibitor, mitochondrial";"ATPIF1";3;8;0,00401077358596323;3;2;4;4;NA;NA;"mitochondrion, cell surface";0,00121617512921861
"782";782;"Q9UJZ1";"Q9UJZ1";"Q9UJZ1";"STML2_HUMAN";"Stomatin-like protein 2";"STOML2";1;1;0,000149277387679811;1;NA;1;NA;0,000351418574657953;NA;"mitochondrial intermembrane space, cytoskeleton, membrane raft, mitochondrial inner membrane, extrinsic component of plasma membrane";0,000152021891152326
"785";785;"Q9UKV3";"Q9UKV3-1,Q9UKV3-5";"Q9UKV3-1,Q9UKV3-5";"ACINU_HUMAN";"Apoptotic chromatin condensation inducer in the nucleus";"ACIN1";1;1;1,9814597320661e-05;1;NA;1;NA;NA;NA;"cytosol, cytoplasm, plasma membrane, nucleus, nuclear speck, ASAP complex";0,000152021891152326
"790";790;"Q9UPN3";"Q9UPN3-1";"Q9UPN3-1";"MACF1_HUMAN";"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5";"MACF1";2;2;1,43862344380111e-05;2;NA;2;NA;NA;NA;"cytoskeleton, Golgi apparatus, microtubule, ruffle membrane, cytoplasm, plasma membrane, actin cytoskeleton";0,000304043782304652
"807";807;"Q9Y624";"Q9Y624";"Q9Y624";"JAM1_HUMAN";"Junctional adhesion molecule A";"F11R";7;13;0,00231055434843534;6;7;6;7;0,00251046847983072;0,00320832497762309;"plasma membrane, cell-cell junction, microtubule cytoskeleton, integral component of membrane, extracellular vesicular exosome, cell junction, tight junction";0,00197628458498024
