"";"X";"accession";"name";"go_name"
"317";317;"Q7Z6Z7";"HUWE1_HUMAN";"P:histone ubiquitination, P:protein ubiquitination involved in ubiquitin-dependent protein catabolic process, C:nucleus, P:protein monoubiquitination, C:cytoplasm, C:extracellular vesicular exosome, P:cell differentiation, P:protein polyubiquitination, P:base-excision repair, F:ubiquitin-protein ligase activity, F:DNA binding"
"318";318;"P05362";"ICAM1_HUMAN";"P:membrane to membrane docking, C:extracellular vesicular exosome, P:receptor-mediated virion attachment to host cell, P:leukocyte migration, P:T cell antigen processing and presentation, P:ovarian follicle development, P:positive regulation of nitric oxide biosynthetic process, P:cellular response to lipopolysaccharide, P:negative regulation of calcium ion transport, P:regulation of cell shape, C:external side of plasma membrane, P:cellular response to alkaloid, P:response to amino acid, P:leukocyte cell-cell adhesion, P:positive regulation of vasoconstriction, P:T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell, P:heterophilic cell-cell adhesion, P:positive regulation of peptidyl-tyrosine phosphorylation, P:regulation of immune response, P:cell adhesion mediated by integrin, P:cellular response to tumor necrosis factor, P:response to gonadotropin, P:cellular response to glucose stimulus, P:response to ethanol, C:immunological synapse, P:cellular response to hypoxia, P:cell aging, C:integral component of plasma membrane, F:transmembrane signaling receptor activity, P:response to amphetamine, P:cellular response to nutrient levels, P:positive regulation of cellular extravasation, P:positive regulation of NF-kappaB transcription factor activity, P:regulation of leukocyte mediated cytotoxicity, P:response to drug, P:response to organic cyclic compound, C:extracellular space, P:interferon-gamma-mediated signaling pathway, P:response to copper ion, P:response to virus, P:cellular response to interleukin-1, P:positive regulation of actin filament polymerization, P:adhesion to symbiont, P:response to ionizing radiation, P:positive regulation of Rho GTPase activity, P:regulation of cell adhesion, P:response to sulfur dioxide, F:virus receptor activity"
"319";319;"P32942";"ICAM3_HUMAN";"P:cell-cell adhesion, C:extracellular vesicular exosome, F:integrin binding, C:integral component of plasma membrane, P:regulation of immune response"
"322";322;"P05198";"IF2A_HUMAN";"C:polysome, F:ribosome binding, F:translation initiation factor activity, P:regulation of translational initiation in response to stress, P:protein autophosphorylation, C:cytoplasmic stress granule, C:eukaryotic translation initiation factor 2 complex, C:extracellular vesicular exosome, P:activation of signaling protein activity involved in unfolded protein response, C:nucleus, C:cytosol"
"324";324;"P41091";"IF2G_HUMAN";"F:translation initiation factor activity, F:GTPase activity, C:cytosol, C:extracellular vesicular exosome, F:GTP binding"
"325";325;"P60842";"IF4A1_HUMAN";"P:organ regeneration, F:ATP-dependent helicase activity, P:nuclear-transcribed mRNA poly(A) tail shortening, F:translation initiation factor activity, F:double-stranded RNA binding, F:ATP binding, F:translation factor activity, nucleic acid binding, F:helicase activity, P:ATP catabolic process, F:RNA cap binding, C:cytosol, C:eukaryotic translation initiation factor 4F complex, P:translational initiation, C:extracellular vesicular exosome, P:cytokine-mediated signaling pathway, P:viral process, F:mRNA binding"
"330";330;"Q969P0";"IGSF8_HUMAN";"P:skeletal muscle tissue development, P:cell proliferation, P:cellular component movement, C:plasma membrane, P:nervous system development, C:integral component of membrane, C:extracellular vesicular exosome, P:single fertilization"
"335";335;"Q14974";"IMB1_HUMAN";"P:intracellular transport of virus, F:protein transporter activity, P:apoptotic DNA fragmentation, C:nuclear membrane, C:nucleoplasm, F:nuclear localization sequence binding, P:protein import into nucleus, translocation, C:cytosol, P:ribosomal protein import into nucleus, C:extracellular vesicular exosome, P:NLS-bearing protein import into nucleus, F:zinc ion binding, C:nuclear pore, P:small molecule metabolic process, P:cytokine-mediated signaling pathway"
"336";336;"P12268";"IMDH2_HUMAN";"C:nucleus, P:purine nucleobase metabolic process, F:DNA binding, F:metal ion binding, F:nucleotide binding, C:peroxisomal membrane, C:extracellular vesicular exosome, P:GMP biosynthetic process, F:adenyl nucleotide binding, F:IMP dehydrogenase activity, C:cytosol, F:RNA binding, P:purine ribonucleoside monophosphate biosynthetic process"
"337";337;"P06213";"INSR_HUMAN";"P:positive regulation of developmental growth, P:positive regulation of glucose import, P:positive regulation of glycolysis, F:insulin binding, F:receptor signaling protein tyrosine kinase activity, P:positive regulation of cell migration, C:insulin receptor complex, P:positive regulation of respiratory burst, P:regulation of embryonic development, P:protein autophosphorylation, P:regulation of transcription, DNA-templated, P:positive regulation of nitric oxide biosynthetic process, P:transformation of host cell by virus, C:endosome membrane, P:cellular response to growth factor stimulus, P:positive regulation of cell proliferation, F:GTP binding, P:positive regulation of glycogen biosynthetic process, P:positive regulation of DNA replication, P:G-protein coupled receptor signaling pathway, P:exocrine pancreas development, P:activation of protein kinase B activity, F:insulin-activated receptor activity, F:insulin-like growth factor receptor binding, P:positive regulation of mitosis, P:heart morphogenesis, P:positive regulation of protein kinase B signaling, C:extracellular vesicular exosome, F:ATP binding, P:glucose homeostasis, P:activation of MAPK activity, C:caveola, P:protein heterotetramerization, P:carbohydrate metabolic process, P:male sex determination"
"341";341;"P46940";"IQGA1_HUMAN";"F:phosphatidylinositol-3,4,5-trisphosphate binding, F:Ras GTPase activator activity, C:cell leading edge, F:GTPase activator activity, P:positive regulation of protein kinase activity, P:small GTPase mediated signal transduction, P:signal transduction, C:actin filament, C:neuron projection, P:negative regulation of dephosphorylation, P:positive regulation of Ras GTPase activity, P:glomerular visceral epithelial cell development, C:midbody, C:cytoplasm, C:extrinsic component of cytoplasmic side of plasma membrane, P:energy reserve metabolic process, P:regulation of insulin secretion, F:calcium ion binding, C:nucleus, C:ribonucleoprotein complex, C:microtubule, P:small molecule metabolic process, P:regulation of cytokine production, P:cellular response to calcium ion, C:slit diaphragm, F:GTPase inhibitor activity, F:calmodulin binding, C:lateral plasma membrane, C:extracellular vesicular exosome"
"343";343;"P17301";"ITA2_HUMAN";"P:blood coagulation, P:response to hypoxia, P:positive regulation of smooth muscle cell proliferation, F:collagen binding, P:integrin-mediated signaling pathway, P:cell-matrix adhesion, P:positive regulation of DNA binding, P:positive regulation of phagocytosis, engulfment, P:organ morphogenesis, P:response to virus, F:metal ion binding, P:positive regulation of positive chemotaxis, P:positive regulation of leukocyte migration, P:positive regulation of translation, C:integrin complex, P:axon guidance, P:response to organic cyclic compound, C:external side of plasma membrane, C:perinuclear region of cytoplasm, P:mammary gland development, P:detection of mechanical stimulus involved in sensory perception of pain, P:positive regulation of transmission of nerve impulse, P:positive regulation of cell projection organization, P:response to L-ascorbic acid, P:skin morphogenesis, P:response to amine, C:basal part of cell, P:hepatocyte differentiation, P:positive regulation of epithelial cell migration, P:positive regulation of smooth muscle contraction, C:axon terminus, F:virus receptor activity, C:cell surface, P:tissue homeostasis, P:response to muscle activity, P:extracellular matrix organization, C:cell outer membrane, P:viral process, P:positive regulation of cell adhesion, P:positive regulation of inflammatory response, P:positive regulation of smooth muscle cell migration, P:cellular response to hormone stimulus, P:hypotonic response, P:response to drug, P:establishment of protein localization, C:focal adhesion, P:positive regulation of collagen binding, P:positive regulation of alkaline phosphatase activity, P:positive regulation of collagen biosynthetic process, C:nucleus, P:cell proliferation"
"344";344;"P13612";"ITA4_HUMAN";"P:blood coagulation, C:extracellular vesicular exosome, P:negative regulation of protein homodimerization activity, C:integrin complex, P:leukocyte cell-cell adhesion, P:chorio-allantoic fusion, P:leukocyte migration, P:heterophilic cell-cell adhesion, P:integrin-mediated signaling pathway, P:blood vessel remodeling, C:plasma membrane, C:external side of plasma membrane, P:regulation of immune response, P:face development, F:metal ion binding, P:heart development, P:B cell differentiation, C:cell surface"
"345";345;"P08648";"ITA5_HUMAN";"P:blood coagulation, P:extracellular matrix organization, P:leukocyte cell-cell adhesion, P:axon guidance, C:synapse, C:alphav-beta3 integrin-vitronectin complex, P:positive regulation of cell migration, P:viral process, P:angiogenesis, P:wound healing, spreading of epidermal cells, F:metal ion binding, P:heterophilic cell-cell adhesion, C:ruffle, P:positive regulation of peptidyl-tyrosine phosphorylation, P:cell-cell adhesion mediated by integrin, P:cell-substrate junction assembly, P:positive regulation of vascular endothelial growth factor receptor signaling pathway, P:leukocyte migration, P:negative regulation of anoikis, C:cytoplasm, P:integrin-mediated signaling pathway, P:memory, C:external side of plasma membrane, C:integrin complex, P:cell adhesion, F:vascular endothelial growth factor receptor 2 binding, P:positive regulation of cell-substrate adhesion, F:platelet-derived growth factor receptor binding"
"346";346;"P20701";"ITAL_HUMAN";"P:positive regulation of cell-cell adhesion, F:metal ion binding, P:heterophilic cell-cell adhesion, P:regulation of immune response, C:integrin complex, P:T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell, P:signal transduction, P:blood coagulation, P:inflammatory response, C:immunological synapse, P:integrin-mediated signaling pathway, P:activated T cell proliferation, P:positive regulation of calcium-mediated signaling, P:positive regulation of T cell proliferation, P:leukocyte migration, C:extracellular vesicular exosome, C:external side of plasma membrane, P:leukocyte cell-cell adhesion"
"347";347;"P05556";"ITB1_HUMAN";"P:germ cell migration, F:peptide binding, P:negative regulation of cell proliferation, P:positive regulation of endocytosis, C:cytoplasm, C:recycling endosome, P:integrin-mediated signaling pathway, P:sarcomere organization, P:axon guidance, P:positive regulation of cell proliferation, P:regulation of cell cycle, P:leukocyte migration, C:basement membrane, P:viral process, C:filopodium, P:blood coagulation, P:response to gonadotropin, P:formation of radial glial scaffolds, P:positive regulation of cell migration, P:cellular calcium ion homeostasis, C:alpha7-beta1 integrin complex, P:cell fate specification, P:negative regulation of anoikis, P:positive regulation of peptidyl-tyrosine phosphorylation, C:myelin sheath abaxonal region, P:tissue homeostasis, C:focal adhesion, P:response to virus, P:in utero embryonic development, P:extracellular matrix organization, P:cellular response to vitamin D, C:extracellular vesicular exosome, P:protein transport within lipid bilayer, P:cellular defense response, P:cellular response to mechanical stimulus, C:alpha3-beta1 integrin complex, P:response to drug, C:hemidesmosome, P:cell junction assembly, C:alpha8-beta1 integrin complex, F:actin binding, C:cleavage furrow, P:positive regulation of neuron projection development, C:alpha9-beta1 integrin complex, C:external side of plasma membrane, C:melanosome, P:B cell differentiation, P:regulation of G-protein coupled receptor protein signaling pathway, P:cellular response to ionizing radiation, C:acrosomal vesicle, C:lamellipodium, P:cell migration involved in sprouting angiogenesis, P:response to transforming growth factor beta, P:cell-cell adhesion mediated by integrin, P:leukocyte cell-cell adhesion, P:positive regulation of MAPK cascade, C:intercalated disc, C:ruffle, P:regulation of immune response, C:sarcolemma, P:positive regulation of neuron differentiation, P:positive regulation of cell-substrate adhesion, P:tight junction assembly, F:protein heterodimerization activity, P:negative regulation of neuron differentiation, P:G1/S transition of mitotic cell cycle, P:positive regulation of apoptotic process, C:neuromuscular junction, F:virus receptor activity, C:membrane raft, P:calcium-independent cell-matrix adhesion, P:maternal process involved in female pregnancy, P:response to activity, P:negative regulation of cell projection organization, P:homophilic cell adhesion, C:cell surface, P:cardiac muscle cell differentiation, F:metal ion binding"
"348";348;"P05107";"ITB2_HUMAN";"P:regulation of cell shape, P:leukocyte cell-cell adhesion, P:apoptotic process, P:innate immune response, P:cell-cell signaling, P:integrin-mediated signaling pathway, C:extracellular vesicular exosome, F:metal ion binding, P:regulation of peptidyl-tyrosine phosphorylation, P:inflammatory response, P:toll-like receptor 4 signaling pathway, P:blood coagulation, P:cell-matrix adhesion, F:receptor activity, P:neutrophil chemotaxis, C:integrin complex, P:multicellular organismal development"
"350";350;"Q9Y624";"JAM1_HUMAN";"C:tight junction, P:blood coagulation, P:epithelial cell differentiation, P:leukocyte migration, P:transforming growth factor beta receptor signaling pathway, P:tight junction assembly, P:inflammatory response, C:integral component of membrane, P:viral process, C:plasma membrane, C:cell-cell junction, P:cell adhesion, C:extracellular vesicular exosome"
"351";351;"Q9BX67";"JAM3_HUMAN";"P:cell-matrix adhesion, P:blood coagulation, P:regulation of neutrophil chemotaxis, P:regulation of actin cytoskeleton organization by cell-cell adhesion, P:leukocyte migration, C:integral component of membrane, P:angiogenesis, C:tight junction, C:plasma membrane, C:cell-cell contact zone, C:desmosome, C:Schmidt-Lanterman incisure, P:adaptive immune response, P:transmission of nerve impulse, C:extracellular space, P:spermatid development, P:establishment of cell polarity, P:leukocyte migration involved in inflammatory response, C:paranodal junction, P:myelination, P:neutrophil homeostasis, P:myeloid progenitor cell differentiation"
"352";352;"P13645";"K1C10_HUMAN";"P:keratinocyte differentiation, C:cytoplasm, C:extracellular space, F:structural constituent of epidermis, P:cellular response to calcium ion, C:keratin filament, C:intermediate filament, C:extracellular vesicular exosome"
"353";353;"P02533";"K1C14_HUMAN";"C:keratin filament, C:cell periphery, C:cytosol, F:structural constituent of cytoskeleton, P:epithelial cell differentiation, P:epidermis development, C:extracellular vesicular exosome, P:response to ionizing radiation, P:hemidesmosome assembly, P:intermediate filament bundle assembly, P:response to zinc ion, C:nucleus"
"355";355;"P35527";"K1C9_HUMAN";"F:structural constituent of cytoskeleton, P:epidermis development, C:intermediate filament, C:extracellular vesicular exosome, C:extracellular space, P:intermediate filament organization"
"356";356;"P35908";"K22E_HUMAN";"C:keratin filament, P:keratinocyte activation, P:keratinocyte proliferation, C:intermediate filament, C:extracellular vesicular exosome, F:structural constituent of cytoskeleton, P:keratinocyte migration, P:keratinization, C:extracellular space, C:Golgi apparatus"
"358";358;"P04264";"K2C1_HUMAN";"P:retina homeostasis, P:complement activation, lectin pathway, P:regulation of angiogenesis, C:extracellular vesicular exosome, F:structural molecule activity, C:keratin filament, C:plasma membrane, C:cytoskeleton, C:membrane, P:fibrinolysis, F:carbohydrate binding, C:blood microparticle, F:receptor activity, P:response to oxidative stress"
"360";360;"P13647";"K2C5_HUMAN";"P:hemidesmosome assembly, C:keratin filament, F:structural constituent of cytoskeleton, C:cytosol, P:epidermis development, C:plasma membrane, C:extracellular vesicular exosome, C:mitochondrion"
"361";361;"P02538";"K2C6A_HUMAN";"C:extracellular vesicular exosome, C:keratin filament, P:cell differentiation, P:ectoderm development, F:structural constituent of cytoskeleton, P:positive regulation of cell proliferation, C:intermediate filament"
"363";363;"P05787";"K2C8_HUMAN";"P:extrinsic apoptotic signaling pathway, C:intermediate filament, P:cell differentiation involved in embryonic placenta development, P:sarcomere organization, P:hepatocyte apoptotic process, F:structural molecule activity, P:response to other organism, C:nucleoplasm, C:keratin filament, C:Z disc, C:cytoplasm, C:nuclear matrix, P:viral process, P:tumor necrosis factor-mediated signaling pathway, P:response to hydrostatic pressure, C:sarcolemma, C:extracellular vesicular exosome, C:costamere, C:dystrophin-associated glycoprotein complex"
"364";364;"P17858";"K6PL_HUMAN";"P:response to glucose, P:fructose 1,6-bisphosphate metabolic process, F:fructose binding, P:glycolysis, F:6-phosphofructokinase activity, F:metal ion binding, C:6-phosphofructokinase complex, F:fructose-6-phosphate binding, P:negative regulation of insulin secretion, C:extracellular vesicular exosome, P:protein oligomerization, P:small molecule metabolic process, P:fructose 6-phosphate metabolic process, F:ATP binding, P:protein homotetramerization"
"365";365;"Q01813";"K6PP_HUMAN";"C:extracellular vesicular exosome, P:glycolysis, P:small molecule metabolic process, F:ATP binding, F:6-phosphofructokinase activity, C:cytosol, P:fructose 6-phosphate metabolic process, C:6-phosphofructokinase complex, F:metal ion binding, F:protein complex binding"
"366";366;"Q07666";"KHDR1_HUMAN";"C:cytoplasm, F:poly(A) RNA binding, C:Grb2-Sos complex, P:positive regulation of RNA export from nucleus, P:transcription, DNA-templated, C:membrane, C:nucleus, P:cell surface receptor signaling pathway, P:cell cycle arrest, P:negative regulation of transcription, DNA-templated, P:positive regulation of translational initiation, P:mRNA processing, P:cell proliferation, P:G2/M transition of mitotic cell cycle, P:positive regulation of signal transduction, F:poly(U) RNA binding, F:DNA binding"
"367";367;"P14618";"KPYM_HUMAN";"P:programmed cell death, P:glycolysis, F:pyruvate kinase activity, C:cytosol, F:magnesium ion binding, F:ATP binding, C:mitochondrion, F:MHC class II protein complex binding, F:potassium ion binding, C:plasma membrane, C:nucleus, C:extracellular vesicular exosome, C:cilium, P:small molecule metabolic process"
"369";369;"P11279";"LAMP1_HUMAN";"P:autophagic cell death, C:lysosome, C:multivesicular body, C:endosome membrane, C:melanosome, C:extracellular vesicular exosome, C:cytolytic granule, C:late endosome, P:autophagy, C:external side of plasma membrane, C:dendrite, C:sarcolemma, C:alveolar lamellar body, C:integral component of plasma membrane, C:neuronal cell body, C:lysosomal membrane"
"370";370;"P13473";"LAMP2_HUMAN";"C:extracellular vesicular exosome, C:integral component of membrane, C:lysosomal membrane, P:platelet degranulation, C:plasma membrane, C:phagocytic vesicle membrane, C:late endosome membrane, C:platelet dense granule membrane, P:platelet activation"
"373";373;"Q01650";"LAT1_HUMAN";"C:plasma membrane, P:blood coagulation, F:peptide antigen binding, C:extracellular vesicular exosome, P:cellular amino acid metabolic process, P:leukocyte migration, F:L-amino acid transmembrane transporter activity, P:cell differentiation, P:nervous system development, P:L-alpha-amino acid transmembrane transport, C:integral component of membrane, C:cytosol, F:neutral amino acid transmembrane transporter activity, C:apical plasma membrane"
"375";375;"P00338";"LDHA_HUMAN";"C:extracellular vesicular exosome, P:glycolysis, P:substantia nigra development, C:cilium, P:cellular response to extracellular stimulus, C:mitochondrion, P:cellular carbohydrate metabolic process, P:pyruvate metabolic process, F:L-lactate dehydrogenase activity, C:cytosol"
"376";376;"P07195";"LDHB_HUMAN";"P:glycolysis, F:NAD binding, P:lactate metabolic process, C:extracellular vesicular exosome, F:L-lactate dehydrogenase activity, P:pyruvate metabolic process, C:cytosol, C:mitochondrion, P:NAD metabolic process, P:cellular carbohydrate metabolic process"
"377";377;"P09382";"LEG1_HUMAN";"P:plasma cell differentiation, F:lactose binding, P:positive regulation of erythrocyte aggregation, P:apoptotic process, P:response to axon injury, P:multicellular organismal response to stress, P:cellular response to organic cyclic compound, P:negative regulation of neuron projection development, P:myoblast differentiation, C:nucleus, P:cellular response to glucose stimulus, F:galactoside binding, P:T cell costimulation, C:proteinaceous extracellular matrix, P:response to drug, F:signal transducer activity, P:negative regulation of cell-substrate adhesion, C:cell surface, C:cytoplasm, C:extracellular space, P:regulation of apoptotic process, P:positive regulation of I-kappaB kinase/NF-kappaB signaling"
"378";378;"O00182";"LEG9_HUMAN";"C:extracellular region, P:positive regulation of I-kappaB kinase/NF-kappaB signaling, F:signal transducer activity, C:cytoplasm, F:galactose binding"
"380";380;"P16150";"LEUK_HUMAN";"P:regulation of defense response to virus, P:negative regulation of type IV hypersensitivity, P:negative regulation of cell adhesion, P:blood coagulation, P:positive regulation of T cell proliferation, P:immune response, C:integral component of plasma membrane, P:cellular defense response, C:uropod, P:leukocyte migration, P:defense response to bacterium, P:negative thymic T cell selection, P:negative regulation of T cell proliferation, P:establishment or maintenance of cell polarity, P:T cell costimulation, P:response to protozoan, F:transmembrane signaling receptor activity, P:positive regulation of tumor necrosis factor biosynthetic process, P:apoptotic signaling pathway, C:cell surface, C:basement membrane, P:cell surface receptor signaling pathway, C:extracellular space, C:external side of plasma membrane, C:extracellular vesicular exosome, P:chemotaxis"
"381";381;"Q12907";"LMAN2_HUMAN";"C:integral component of membrane, F:metal ion binding, C:endoplasmic reticulum-Golgi intermediate compartment, C:Golgi membrane, C:extracellular vesicular exosome, C:endoplasmic reticulum-Golgi intermediate compartment membrane, C:endoplasmic reticulum membrane, P:protein transport"
"388";388;"Q13449";"LSAMP_HUMAN";"P:cell adhesion, C:anchored component of membrane, C:plasma membrane, P:nervous system development"
"390";390;"P07948";"LYN_HUMAN";"P:regulation of cytokine secretion, P:regulation of inflammatory response, F:receptor signaling protein tyrosine kinase activity, P:positive regulation of stress-activated protein kinase signaling cascade, P:regulation of cytokine production, P:positive regulation of cellular component movement, C:mitochondrial intermembrane space, P:response to toxic substance, P:positive regulation of neuron projection development, P:response to amino acid, P:tolerance induction to self antigen, P:positive regulation of tyrosine phosphorylation of STAT protein, C:Golgi apparatus, P:platelet activation, P:negative regulation of toll-like receptor 4 signaling pathway, P:dendritic cell differentiation, P:response to insulin, P:intrinsic apoptotic signaling pathway in response to DNA damage, P:Fc receptor mediated inhibitory signaling pathway, C:perinuclear region of cytoplasm, C:mast cell granule, C:nucleus, P:negative regulation of ERK1 and ERK2 cascade, P:response to carbohydrate, C:cytosol, P:negative regulation of mast cell proliferation, C:plasma membrane, P:innate immune response, P:response to organic cyclic compound, P:oligodendrocyte development, P:negative regulation of immune response, P:erythrocyte differentiation, P:platelet degranulation, P:histamine secretion by mast cell, P:negative regulation of myeloid leukocyte differentiation, P:leukocyte migration, P:cellular response to retinoic acid, P:T cell costimulation, P:apoptotic nuclear changes, P:regulation of cell adhesion mediated by integrin, P:regulation of B cell receptor signaling pathway, P:positive regulation of Fc receptor mediated stimulatory signaling pathway, C:mitochondrial crista, C:postsynaptic density, F:glycosphingolipid binding, P:positive regulation of phosphatidylinositol 3-kinase activity, P:regulation of erythrocyte differentiation, C:membrane raft, P:positive regulation of cell migration, P:positive regulation of dendritic cell apoptotic process, P:negative regulation of toll-like receptor 2 signaling pathway, P:regulation of monocyte chemotaxis, P:response to sterol depletion, P:neuron projection development, P:cellular response to heat, P:B cell homeostasis, P:regulation of B cell apoptotic process, F:non-membrane spanning protein tyrosine kinase activity, P:negative regulation of B cell proliferation, P:negative regulation of MAP kinase activity, P:Fc-epsilon receptor signaling pathway, P:regulation of release of sequestered calcium ion into cytosol, F:ATP binding, P:viral process, P:protein autophosphorylation, P:cytokine secretion, C:alpha2-beta1 integrin complex, P:JAK-STAT cascade involved in growth hormone signaling pathway, P:positive regulation of glial cell proliferation, P:regulation of mast cell degranulation, P:positive regulation of oligodendrocyte progenitor proliferation, P:regulation of platelet aggregation, P:positive regulation of mast cell proliferation, P:cellular response to extracellular stimulus, P:response to axon injury, P:B cell receptor signaling pathway, P:lipopolysaccharide-mediated signaling pathway, P:Fc-gamma receptor signaling pathway involved in phagocytosis"
"391";391;"Q86UE4";"LYRIC_HUMAN";"P:lipopolysaccharide-mediated signaling pathway, P:negative regulation of transcription from RNA polymerase II promoter, C:nucleolus, P:tight junction assembly, P:positive regulation of autophagy, P:positive regulation of angiogenesis, C:intercellular canaliculus, C:tight junction, C:perinuclear region of cytoplasm, F:transcription coactivator activity, P:positive regulation of NF-kappaB transcription factor activity, F:double-stranded RNA binding, P:negative regulation of apoptotic process, P:positive regulation of protein kinase B signaling, C:endoplasmic reticulum membrane, C:integral component of membrane, C:apical plasma membrane, C:nuclear body, C:nuclear membrane, P:positive regulation of I-kappaB kinase/NF-kappaB signaling"
"392";392;"Q9UPN3";"MACF1_HUMAN";"P:establishment or maintenance of cell polarity, P:regulation of microtubule-based process, F:calcium ion binding, P:Golgi to plasma membrane protein transport, P:positive regulation of Wnt signaling pathway, F:actin filament binding, P:regulation of focal adhesion assembly, C:actin cytoskeleton, C:ruffle membrane, P:cell cycle arrest, F:ATPase activity, C:microtubule, P:wound healing, P:cellular component movement, P:regulation of epithelial cell migration, P:posttranslational protein targeting to membrane, P:Wnt signaling pathway, C:Golgi apparatus, P:mesoderm formation"
"394";394;"P27816";"MAP4_HUMAN";"P:mitotic spindle organization, C:microtubule associated complex, P:establishment of spindle orientation, P:microtubule sliding, F:structural molecule activity, C:microtubule, C:mitotic spindle, C:cytoplasm, C:plasma membrane, P:cell division"
"400";400;"P15529";"MCP_HUMAN";"F:receptor activity, C:extracellular vesicular exosome, C:integral component of plasma membrane, P:complement activation, classical pathway, C:inner acrosomal membrane, P:negative regulation of complement activation, C:cell surface, P:regulation of complement activation, C:Golgi apparatus, P:viral process, P:proteolysis, P:single fertilization, C:basolateral plasma membrane, P:innate immune response"
"401";401;"P40926";"MDHM_HUMAN";"P:tricarboxylic acid cycle, C:plasma membrane, F:L-malate dehydrogenase activity, C:mitochondrial matrix, P:NADH metabolic process, P:malate metabolic process, F:malate dehydrogenase (NADP+) activity, C:nucleus, P:oxaloacetate metabolic process, C:mitochondrial inner membrane, P:gluconeogenesis, P:internal protein amino acid acetylation, P:cellular carbohydrate metabolic process, C:extracellular vesicular exosome"
"405";405;"O14950";"ML12B_HUMAN";"P:muscle contraction, C:myosin II complex, C:apical part of cell, C:Z disc, P:axon guidance, P:regulation of cell shape, C:stress fiber, C:cytosol, F:calcium ion binding, C:extracellular vesicular exosome"
"406";406;"P26038";"MOES_HUMAN";"F:double-stranded RNA binding, C:apical plasma membrane, C:apical part of cell, C:basolateral plasma membrane, F:structural constituent of cytoskeleton, P:leukocyte migration, C:filopodium, C:microvillus membrane, P:leukocyte cell-cell adhesion, C:extracellular vesicular exosome, C:cytoskeleton, C:cytoplasm, C:nucleolus, P:membrane to membrane docking, C:uropod, C:extrinsic component of membrane, C:plasma membrane, P:regulation of lymphocyte migration, C:microvillus, C:blood microparticle"
"407";407;"P53985";"MOT1_HUMAN";"F:mevalonate transmembrane transporter activity, F:organic cyclic compound binding, C:integral component of plasma membrane, C:centrosome, F:symporter activity, C:mitochondrion, C:extracellular vesicular exosome, P:leukocyte migration, P:plasma membrane lactate transport, P:centrosome organization, F:secondary active monocarboxylate transmembrane transporter activity, P:blood coagulation, P:cellular response to organic cyclic compound, P:pyruvate metabolic process"
"408";408;"O15427";"MOT4_HUMAN";"C:actin cytoskeleton, P:leukocyte migration, F:symporter activity, P:blood coagulation, F:monocarboxylic acid transmembrane transporter activity, C:nuclear membrane, P:pyruvate metabolic process, C:integral component of plasma membrane, F:secondary active monocarboxylate transmembrane transporter activity"
"409";409;"Q00325";"MPCP_HUMAN";"F:protein complex binding, P:generation of precursor metabolites and energy, C:mitochondrial inner membrane, C:extracellular vesicular exosome, F:symporter activity, F:phosphate ion carrier activity, C:integral component of plasma membrane"
"410";410;"P20645";"MPRD_HUMAN";"F:mannose binding, P:receptor-mediated endocytosis, C:lysosomal membrane, P:hexose transmembrane transport, F:transmembrane signaling receptor activity, F:mannose transmembrane transporter activity, C:endosome, P:endosome to lysosome transport, C:late endosome, C:integral component of plasma membrane"
"411";411;"P11717";"MPRI_HUMAN";"C:nuclear envelope lumen, C:extracellular vesicular exosome, C:endosome, P:response to retinoic acid, C:late endosome, F:insulin-like growth factor-activated receptor activity, F:transporter activity, C:lysosomal membrane, P:spermatogenesis, F:G-protein coupled receptor activity, C:clathrin coat, C:integral component of plasma membrane, P:liver development, P:receptor-mediated endocytosis, C:extracellular space, C:trans-Golgi network transport vesicle, F:glycoprotein binding, F:mannose binding, F:phosphoprotein binding, C:perinuclear region of cytoplasm, P:organ regeneration, C:cell surface, F:retinoic acid binding, P:positive regulation of apoptotic process, P:post-embryonic development, C:endocytic vesicle"
"412";412;"O95297";"MPZL1_HUMAN";"P:cell-cell signaling, C:integral component of plasma membrane, F:structural molecule activity, P:transmembrane receptor protein tyrosine kinase signaling pathway"
"413";413;"P33527";"MRP1_HUMAN";"P:cobalamin metabolic process, C:extracellular vesicular exosome, P:leukotriene metabolic process, P:arachidonic acid metabolic process, C:nucleus, F:ATPase activity, coupled to transmembrane movement of substances, C:integral component of plasma membrane, P:response to drug, F:ATP binding, C:Golgi apparatus"
"421";421;"P43121";"MUC18_HUMAN";"P:cell adhesion, C:integral component of membrane, P:glomerular filtration, C:external side of plasma membrane, P:vascular wound healing"
"423";423;"Q7Z406";"MYH14_HUMAN";"C:extracellular vesicular exosome, C:stress fiber, P:regulation of cell shape, C:cytoplasm, F:microfilament motor activity, P:ATP catabolic process, P:axon guidance, C:myosin complex, C:axon, C:growth cone, F:ATP binding, P:actin filament-based movement, F:actin-dependent ATPase activity"
