"";"Protein.Acs";"X.1";"X";"Protein.G";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5134";"Peptide.Count.P5136";"Spectra.Count.P5134";"Spectra.Count.P5136";"DNSAF.P5134";"DNSAF.P5136";"Unspecific.Spectra.Count";"Go.Cc";"norm.sc";"Go.Mf"
"447";"P55735";865;865;"P55735";"SEC13_HUMAN";"Protein SEC13 homolog";"SEC13";2;6;"3.42074257521237E-4";1;2;1;5;"1.14601931385625E-4";"0.00119257205581864";0;"cytosol, nuclear pore outer ring, extracellular vesicular exosome, endoplasmic reticulum membrane, Golgi membrane, ER to Golgi transport vesicle membrane";0,000296296296296296;"protein binding"
"448";"P55884";869;869;"P55884-2";"EIF3B_HUMAN";"Eukaryotic translation initiation factor 3 subunit B";"EIF3B";20;54;"0.0012178515949589";14;14;27;27;"0";"0";0;"eukaryotic translation initiation factor 3 complex, extracellular vesicular exosome, eukaryotic 48S preinitiation complex, eukaryotic 43S preinitiation complex, cytosol";0,00266666666666667;"translation initiation factor activity, protein complex scaffold, protein binding, nucleotide binding"
"449";"P56192";870;870;"P56192";"SYMC_HUMAN";"Methionine--tRNA ligase, cytoplasmic";"MARS";13;29;"5.91535077172835E-4";12;3;25;4;"0.00102505060850476";"3.41340623976535E-4";0;"mitochondrion, cytosol, extracellular vesicular exosome";0,0014320987654321;"methionine-tRNA ligase activity, ATP binding, tRNA binding"
"450";"P57678";873;873;"P57678";"GEMI4_HUMAN";"Gem-associated protein 4";"GEMIN4";1;1;"2.31354570304218E-5";1;0;1;0;"4.65051315767754E-5";"0";1;"spliceosomal complex, cytosol, SMN complex, small nuclear ribonucleoprotein complex, SMN-Sm protein complex, Gemini of coiled bodies, extracellular vesicular exosome, nucleolus, nucleoplasm";4,93827160493827e-05;"protein binding"
"451";"P59044";877;877;"P59044";"NALP6_HUMAN";"NACHT, LRR and PYD domains-containing protein 6";"NLRP6";2;2;"4.11614016897751E-5";2;0;2;0;"8.27395110003839E-5";"0";0;"plasma membrane, nuclear membrane, cytoplasm";9,87654320987654e-05;"ATP binding, vasopressin receptor activity"
"452";"P59190";879;879;"P59190-1";"RAB15_HUMAN";"Ras-related protein Rab-15";"RAB15";1;1;"1.25080611633814E-4";0;1;0;1;"0";"0";4;"extracellular vesicular exosome, endosome membrane, plasma membrane, perinuclear region of cytoplasm";4,93827160493827e-05;"protein binding, GTP binding"
"453";"P59190";880;880;"P59190-2";"RAB15_HUMAN";"Ras-related protein Rab-15";"RAB15";1;1;"1.25080611633814E-4";0;1;0;1;"0";"0";4;"extracellular vesicular exosome, endosome membrane, plasma membrane, perinuclear region of cytoplasm";4,93827160493827e-05;"protein binding, GTP binding"
"454";"P59998";881;881;"P59998";"ARPC4_HUMAN";"Actin-related protein 2/3 complex subunit 4";"ARPC4";4;16;"0.00174837953844188";3;4;9;7;"0.00197688331640203";"0.00320006834978002";0;"extracellular vesicular exosome, Arp2/3 protein complex, cytosol, cell projection";0,000790123456790123;"protein binding, enzyme binding"
"455";"P60033";882;882;"P60033";"CD81_HUMAN";"CD81 antigen";"CD81";2;3;"2.33364218054742E-4";2;0;3;0;"4.6909095643438E-4";"0";0;"extracellular vesicular exosome, immunological synapse, integral component of plasma membrane";0,000148148148148148;"MHC class II protein complex binding, protein binding"
"456";"P60174";883;883;"P60174-3";"TPIS_HUMAN";"Triosephosphate isomerase";"TPI1";3;5;"3.20943796392303E-4";0;3;0;5;"0";"0";0;"cytosol, extracellular space, extracellular vesicular exosome";0,000246913580246914;"protein binding, triose-phosphate isomerase activity"
"457";"P60228";884;884;"P60228";"EIF3E_HUMAN";"Eukaryotic translation initiation factor 3 subunit E";"EIF3E";9;24;"9.90093581319895E-4";8;6;12;12;"9.95105309829337E-4";"0.0020710554713183";0;"eukaryotic 43S preinitiation complex, nucleoplasm, eukaryotic 48S preinitiation complex, cytosol, eukaryotic translation initiation factor 3 complex, PML body, extracellular vesicular exosome";0,00118518518518519;"protein N-terminus binding, protein binding, translation initiation factor activity, poly(A) RNA binding"
"458";"P60660";886;886;"P60660-1,P60660-2";"MYL6_HUMAN";"Myosin light polypeptide 6";"MYL6";3;10;"7.73665840309922E-4";3;2;7;3;"0";"0";3;"extracellular vesicular exosome, unconventional myosin complex, cytosol";0,000493827160493827;"actin-dependent ATPase activity, calcium ion binding, motor activity, structural constituent of muscle, protein binding"
"459";"P60709";887;887;"P60709";"ACTB_HUMAN";"Actin, cytoplasmic 1";"ACTB";8;41;"0.00340577876398485";6;5;26;15;"0.00457729027437738";"0.00476471353350775";33;"ribonucleoprotein complex, MLL5-L complex, cortical cytoskeleton, cytosol, blood microparticle, NuA4 histone acetyltransferase complex, cytoskeleton, extracellular vesicular exosome, postsynaptic density, axon";0,00202469135802469;"Tat protein binding, protein binding, structural constituent of cytoskeleton, kinesin binding, nitric-oxide synthase binding, ATP binding"
"460";"P60842";888;888;"P60842";"IF4A1_HUMAN";"Eukaryotic initiation factor 4A-I";"EIF4A1";9;23;"0.00109071532602125";6;7;11;12;"0.00108311997795207";"0.00226999922348927";2;"cytosol, eukaryotic translation initiation factor 4F complex, extracellular vesicular exosome";0,0011358024691358;"poly(A) RNA binding, RNA cap binding, ATP binding, protein binding, translation factor activity, nucleic acid binding, helicase activity, mRNA binding, ATP-dependent helicase activity, translation initiation factor activity, double-stranded RNA binding"
"461";"P60866";889;889;"P60866-1,P60866-2";"RS20_HUMAN";"40S ribosomal protein S20";"RPS20";3;12;"9.2561269682217E-4";3;3;8;4;"0";"0";0;"extracellular vesicular exosome, cytosolic small ribosomal subunit";0,000592592592592593;"RNA binding, protein binding, poly(A) RNA binding, structural constituent of ribosome"
"462";"P60900";891;891;"P60900";"PSA6_HUMAN";"Proteasome subunit alpha type-6";"PSMA6";8;13;"9.70137426818359E-4";6;3;9;4;"0.00135006665510383";"0.00124880716088976";0;"proteasome core complex, alpha-subunit complex, cytoplasmic mRNA processing body, extracellular vesicular exosome, nuclear matrix, polysome, nucleoplasm, cytosol, mitochondrion, sarcomere";0,000641975308641975;"RNA binding, protein binding, endopeptidase activity, threonine-type endopeptidase activity, purine ribonucleoside triphosphate binding, NF-kappaB binding"
"463";"P61006";892;892;"P61006";"RAB8A_HUMAN";"Ras-related protein Rab-8A";"RAB8A";1;1;"1.28101882446225E-4";0;1;0;1;"0";"5.19431384312119E-4";4;"neuronal cell body, extracellular vesicular exosome, Golgi membrane, dendrite, phagocytic vesicle, postsynaptic density, phagocytic vesicle membrane, recycling endosome membrane, nonmotile primary cilium, cytoplasmic vesicle membrane, plasma membrane";4,93827160493827e-05;"GTPase activity, Rab GTPase binding, GTP binding, GDP binding, protein binding"
"464";"P61158";893;893;"P61158";"ARP3_HUMAN";"Actin-related protein 3";"ACTR3";12;41;"0.00180066361554839";11;6;26;15;"0.00229532863531209";"0.00275603972708327";0;"podosome, Arp2/3 protein complex, extracellular vesicular exosome, Golgi membrane, excitatory synapse, lamellipodium, hemidesmosome, cytosol";0,00202469135802469;"protein binding, ATP binding"
"465";"P61160";894;894;"P61160";"ARP2_HUMAN";"Actin-related protein 2";"ACTR2";10;21;"9.78471289914807E-4";7;6;11;10;"0.001030253911086";"0.00194928021306397";0;"Arp2/3 protein complex, cell projection, extracellular vesicular exosome, cytosol, actin cap";0,00103703703703704;"ATP binding"
"466";"P61247";896;896;"P61247";"RS3A_HUMAN";"40S ribosomal protein S3a";"RPS3A";16;68;"0.00472857193351326";15;12;36;32;"0.00503206662356881";"0.0093092897448146";0;"extracellular vesicular exosome, cytosolic small ribosomal subunit, nucleolus";0,00335802469135802;"poly(A) RNA binding, structural constituent of ribosome, protein binding, RNA binding"
"467";"P61254";897;897;"P61254";"RL26_HUMAN";"60S ribosomal protein L26";"RPL26";6;14;"0.00177249511828245";6;3;11;3;"0.0027994485583992";"0.00158899945644249";0;"cytosolic large ribosomal subunit, extracellular vesicular exosome";0,000691358024691358;"RNA binding, poly(A) RNA binding, structural constituent of ribosome"
"468";"P61353";899;899;"P61353";"RL27_HUMAN";"60S ribosomal protein L27";"RPL27";5;25;"0.00337462962383083";5;2;19;6;"0.00515540158983275";"0.00338830766447296";0;"extracellular vesicular exosome, cytosolic large ribosomal subunit";0,00123456790123457;"structural constituent of ribosome, poly(A) RNA binding"
"469";"P61513";900;900;"P61513";"RL37A_HUMAN";"60S ribosomal protein L37a";"RPL37A";5;16;"0.00319269307019821";4;4;10;6;"0.00401106759849687";"0.00500880263443829";0;"extracellular vesicular exosome, cytosolic large ribosomal subunit";0,000790123456790123;"metal ion binding, poly(A) RNA binding, structural constituent of ribosome"
"470";"P61604";901;901;"P61604";"CH10_HUMAN";"10 kDa heat shock protein, mitochondrial";"HSPE1";8;34;"0.00611932838454657";7;2;32;2;"0.011577042166642";"0.00150591451754354";0;"extracellular vesicular exosome, mitochondrion, mitochondrial matrix";0,00167901234567901;"chaperone binding, unfolded protein binding, protein binding, poly(A) RNA binding, ATP binding"
"471";"P61769";902;902;"P61769";"B2MG_HUMAN";"Beta-2-microglobulin";"B2M";3;33;"0.00534541332414803";3;0;33;0;"0.0108017938072686";"0";2;"endoplasmic reticulum lumen, plasma membrane, ER to Golgi transport vesicle membrane, phagocytic vesicle membrane, early endosome lumen, MHC class I protein complex, external side of plasma membrane, Golgi membrane, early endosome membrane, extracellular space, extracellular vesicular exosome";0,00162962962962963;"identical protein binding, protein binding"
"472";"P61978";904;904;"P61978-1";"HNRPK_HUMAN";"Heterogeneous nuclear ribonucleoprotein K";"HNRNPK";20;98;"0.0038857074407272";19;12;61;37;"0";"0";0;"extracellular vesicular exosome, podosome, nucleoplasm, nuclear chromatin, cytoplasm, cell projection, cell junction, catalytic step 2 spliceosome";0,00483950617283951;"single-stranded DNA binding, RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription, RNA binding, protein binding, RNA polymerase II core promoter proximal region sequence-specific DNA binding, poly(A) RNA binding"
"473";"P61981";905;905;"P61981";"1433G_HUMAN";"14-3-3 protein gamma";"YWHAG";4;9;"7.41886923028944E-4";4;2;7;2;"0.00119520070951162";"6.52969412262805E-4";6;"extracellular vesicular exosome, cytosol, cytoplasmic vesicle membrane";0,000444444444444444;"poly(A) RNA binding, insulin-like growth factor receptor binding, protein kinase C inhibitor activity, protein binding, protein kinase C binding"
"474";"P62136";907;907;"P62136-1";"PP1A_HUMAN";"Serine/threonine-protein phosphatase PP1-alpha catalytic subunit";"PPP1CA";1;1;"1.66890774123997E-4";1;0;1;0;"0";"0";8;"perikaryon, glycogen granule, nucleolus, dendritic spine, PTW/PP1 phosphatase complex, MLL5-L complex, cytosol, extracellular vesicular exosome, protein phosphatase type 1 complex";4,93827160493827e-05;"metal ion binding, phosphatase activity, ribonucleoprotein complex binding, protein serine/threonine phosphatase activity, protein binding"
"475";"P62140";908;908;"P62140";"PP1B_HUMAN";"Serine/threonine-protein phosphatase PP1-beta catalytic subunit";"PPP1CB";1;2;"3.36843764286967E-4";1;0;2;0;"6.77097649654518E-4";"0";8;"extracellular vesicular exosome, PTW/PP1 phosphatase complex, nucleolus, MLL5-L complex, cytoplasm";9,87654320987654e-05;"protein kinase binding, myosin-light-chain-phosphatase activity, protein binding, myosin phosphatase activity, metal ion binding, phosphatase activity"
"476";"P62158";909;909;"P62158";"CALM_HUMAN";"Calmodulin";"CALM2,CALM1,CALM3";4;12;"0.00147849544861528";4;0;12;0;"0.00297195881123527";"0";0;"spindle microtubule, cytosol, extracellular vesicular exosome, spindle pole, centrosome, nucleoplasm, plasma membrane, growth cone, sarcomere";0,000592592592592593;"protein domain specific binding, nitric-oxide synthase regulator activity, thioesterase binding, ion channel binding, phospholipase binding, protein binding, calcium ion binding, N-terminal myristoylation domain binding, protein phosphatase activator activity, titin binding"
"477";"P62195";911;911;"P62195";"PRS8_HUMAN";"26S protease regulatory subunit 8";"PSMC5";8;16;"7.50262483929081E-4";7;4;10;6;"9.08911869610129E-4";"0.00122958291272336";1;"cytoplasmic vesicle, nucleoplasm, proteasome accessory complex, cytosolic proteasome complex, inclusion body, blood microparticle, extracellular vesicular exosome, nuclear proteasome complex, cytosol";0,000790123456790123;"transcription factor binding, ATPase activity, ATP binding, thyrotropin-releasing hormone receptor binding, protein binding, transcription cofactor activity"
"478";"P62241";912;912;"P62241";"RS8_HUMAN";"40S ribosomal protein S8";"RPS8";7;37;"0.00326560312829168";7;4;25;12;"0.00443531513295327";"0.00443086386892618";0;"extracellular vesicular exosome, cytosolic small ribosomal subunit";0,00182716049382716;"structural constituent of ribosome, poly(A) RNA binding"
"479";"P62244";913;913;"P62244";"RS15A_HUMAN";"40S ribosomal protein S15a";"RPS15A";6;21;"0.00296552067866488";6;3;12;9;"0.00340632202210811";"0.00531703664271142";0;"cytosolic small ribosomal subunit, extracellular vesicular exosome";0,00103703703703704;"structural constituent of ribosome, RNA binding, poly(A) RNA binding"
"480";"P62249";914;914;"P62249";"RS16_HUMAN";"40S ribosomal protein S16";"RPS16";8;37;"0.00465236610057993";7;7;19;18;"0.004802291891899";"0.00946869539112992";0;"extracellular vesicular exosome, cytosolic small ribosomal subunit";0,00182716049382716;"RNA binding, poly(A) RNA binding, structural constituent of ribosome"
"481";"P62258";915;915;"P62258-1";"1433E_HUMAN";"14-3-3 protein epsilon";"YWHAE";7;22;"0.00175660720685807";7;3;14;8;"0";"0";6;"mitochondrion, cytosol, extracellular vesicular exosome, kinesin complex, cytoplasmic vesicle membrane, melanosome";0,00108641975308642;"ion channel binding, enzyme binding, poly(A) RNA binding, phosphoserine binding, MHC class II protein complex binding, potassium channel regulator activity, protein heterodimerization activity, phosphoprotein binding, histone deacetylase binding, protein binding"
"482";"P62263";916;916;"P62263";"RS14_HUMAN";"40S ribosomal protein S14";"RPS14";5;45;"0.00547092272790587";5;5;20;25;"0.00488765853061871";"0.0127155033766093";0;"extracellular vesicular exosome, nucleolus, mitochondrion, cytosolic small ribosomal subunit";0,00222222222222222;"poly(A) RNA binding, RNA binding, mRNA 5'-UTR binding, structural constituent of ribosome, translation regulator activity"
"483";"P62269";918;918;"P62269";"RS18_HUMAN";"40S ribosomal protein S18";"RPS18";9;40;"0.00483104872464203";8;7;23;17;"0.0055838283147496";"0.00858965714940952";0;"cytosolic small ribosomal subunit, extracellular vesicular exosome";0,00197530864197531;"rRNA binding, poly(A) RNA binding, structural constituent of ribosome, protein binding"
"484";"P62273";919;919;"P62273-1";"RS29_HUMAN";"40S ribosomal protein S29";"RPS29";2;6;"0.00196692698074711";2;0;6;0;"0";"0";0;"cytosolic small ribosomal subunit, extracellular vesicular exosome";0,000296296296296296;"structural constituent of ribosome, zinc ion binding"
"485";"P62277";920;920;"P62277";"RS13_HUMAN";"40S ribosomal protein S13";"RPS13";5;9;"0.00109418454558117";5;0;9;0;"0.00219944633877842";"0";0;"cytosolic small ribosomal subunit, nucleolus, extracellular vesicular exosome";0,000444444444444444;"poly(A) RNA binding, mRNA binding, protein binding, structural constituent of ribosome"
"486";"P62280";921;921;"P62280";"RS11_HUMAN";"40S ribosomal protein S11";"RPS11";9;26;"0.00302093426578881";9;5;17;9;"0.00397044919243615";"0.00437477698450939";0;"cytosolic small ribosomal subunit, extracellular vesicular exosome";0,00128395061728395;"structural constituent of ribosome, rRNA binding, poly(A) RNA binding"
"487";"P62316";926;926;"P62316";"SMD2_HUMAN";"Small nuclear ribonucleoprotein Sm D2";"SNRPD2";6;25;"0.0038894036342457";5;5;14;11;"0.00437818226005421";"0.00715947495205021";0;"extracellular vesicular exosome, U4 snRNP, SMN-Sm protein complex, U12-type spliceosomal complex, nucleoplasm, catalytic step 2 spliceosome, pICln-Sm protein complex, cytosol, methylosome, U1 snRNP";0,00123456790123457;"protein binding, poly(A) RNA binding"
"488";"P62333";928;928;"P62333";"PRS10_HUMAN";"26S protease regulatory subunit 10B";"PSMC6";5;11;"5.19120402802151E-4";3;3;3;8;"2.84589886165845E-4";"0.00157946818292484";0;"plasma membrane, cytosolic proteasome complex, extracellular vesicular exosome, cytosol, inclusion body, proteasome accessory complex, nucleoplasm";0,00054320987654321;"protein binding, bridging, protein binding, ATPase activity, ATP binding"
"489";"P62491";930;930;"P62491,Q15907";"RB11A_HUMAN, RB11B_HUMAN";"Ras-related protein Rab-11A, Ras-related protein Rab-11B";"RAB11A, RAB11B";2;4;"1.69198019849214E-4";0;2;0;4;"0";"7.07849220227838E-4";0;"extracellular vesicular exosome, cytoplasmic vesicle membrane, protein complex, plasma membrane, cleavage furrow, perinuclear region of cytoplasm, mitochondrion, trans-Golgi network, transport vesicle, phagocytic vesicle, axon, recycling endosome membrane, phagocytic vesicle membrane, recycling endosome";0,000197530864197531;"GTP binding, GTPase activity, protein binding, syntaxin binding"
"490";"P62701";932;932;"P62701";"RS4X_HUMAN";"40S ribosomal protein S4, X isoform";"RPS4X";16;69;"0.00481635351939597";15;12;39;30;"0.00547213328646646";"0.00876064339103275";0;"cytosolic small ribosomal subunit, extracellular vesicular exosome, polysome";0,00340740740740741;"rRNA binding, structural constituent of ribosome, poly(A) RNA binding"
"491";"P62736";933;933;"P62736,P68032,P68133";"ACTA_HUMAN, ACTC_HUMAN, ACTS_HUMAN";"Actin, alpha cardiac muscle 1, Actin, alpha skeletal muscle, Actin, aortic smooth muscle";"ACTA1, ACTA2, ACTC1";2;7;"1.66645583387374E-4";2;1;4;3;"1.94406149888833E-4";"2.91995626611227E-4";23;"protein complex, cytosol, extracellular space, actin cytoskeleton, smooth muscle contractile fiber";0,000345679012345679;"protein kinase binding, ATP binding"
"492";"P62750";934;934;"P62750";"RL23A_HUMAN";"60S ribosomal protein L23a";"RPL23A";6;16;"0.00188287027216818";6;2;13;3;"0.00307515182551427";"0.00147695462297539";0;"extracellular vesicular exosome, nucleus, TORC2 complex, cytosolic large ribosomal subunit";0,000790123456790123;"poly(A) RNA binding, structural constituent of ribosome, protein binding, nucleotide binding, rRNA binding"
"493";"P62805";936;936;"P62805";"H4_HUMAN";"Histone H4";"HIST1H4J,HIST1H4D,HIST1H4K,HIST1H4C,HIST2H4A,HIST4H4,HIST1H4E,HIST1H4A,HIST1H4B,HIST1H4I,HIST2H4B,HIST1H4H,HIST1H4L,HIST1H4F";6;85;"0.015149793573392";6;4;77;8;"0.02758679890073";"0.005965175952988";0;"nucleosome, nucleolus, extracellular vesicular exosome, actin cytoskeleton, nucleoplasm";0,00419753086419753;"histone demethylase activity (H4-K20 specific), protein binding, poly(A) RNA binding, DNA binding"
"494";"P62820";938;938;"P62820-1,Q92928,Q9H0U4";"RAB1A_HUMAN, RAB1B_HUMAN, RAB1C_HUMAN";"Putative Ras-related protein Rab-1C, Ras-related protein Rab-1A, Ras-related protein Rab-1B";"RAB1A, RAB1B, RAB1C";0;0;"0";0;0;0;0;"0";"0";6;"Golgi membrane, endoplasmic reticulum, extracellular vesicular exosome";0;"GTPase activity, protein binding, GTP binding"
"495";"P62820";937;937;"P62820-2";"RAB1A_HUMAN";"Ras-related protein Rab-1A";"RAB1A";1;1;"2.68653441272776E-4";0;1;0;1;"0";"0";2;"Golgi membrane, endoplasmic reticulum, extracellular vesicular exosome";4,93827160493827e-05;"GTPase activity, protein binding, GTP binding"
"496";"P62826";939;939;"P62826";"RAN_HUMAN";"GTP-binding nuclear protein Ran";"RAN";4;4;"3.39962688030365E-4";4;0;4;0;"6.83367072336504E-4";"0";0;"melanosome, nucleoplasm, nuclear pore, extracellular vesicular exosome, cytosol";0,000197530864197531;"poly(A) RNA binding, GTPase activity, protein binding, GTP binding, chromatin binding, transcription coactivator activity, androgen receptor binding"
"497";"P62829";940;940;"P62829";"RL23_HUMAN";"60S ribosomal protein L23";"RPL23";6;30;"0.00393385396149422";6;5;18;12;"0.00474451995936487";"0.0065829977481189";0;"nucleolus, extracellular vesicular exosome, cytosolic large ribosomal subunit";0,00148148148148148;"poly(A) RNA binding, protein binding, structural constituent of ribosome"
"498";"P62851";943;943;"P62851";"RS25_HUMAN";"40S ribosomal protein S25";"RPS25";7;29;"0.00425905255564441";6;5;19;10;"0.00560907692973803";"0.00614413123157764";0;"cytosolic small ribosomal subunit, extracellular vesicular exosome, nucleolus";0,0014320987654321;"structural constituent of ribosome, RNA binding, protein binding, poly(A) RNA binding"
"499";"P62854";944;944;"P62854";"RS26_HUMAN";"40S ribosomal protein S26";"RPS26";4;13;"0.00207525049562884";4;2;11;2;"0.00352973948667725";"0.00133568070251688";0;"extracellular vesicular exosome, cytosolic small ribosomal subunit";0,000641975308641975;"structural constituent of ribosome, protein binding, poly(A) RNA binding, mRNA binding"
"500";"P62857";945;945;"P62857";"RS28_HUMAN";"40S ribosomal protein S28";"RPS28";4;17;"0.00452298184944747";4;3;11;6;"0.00588289914446208";"0.00667840351258439";0;"extracellular vesicular exosome, cytosolic small ribosomal subunit";0,000839506172839506;"structural constituent of ribosome, poly(A) RNA binding"
"501";"P62873";946;946;"P62873";"GBB1_HUMAN";"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1";"GNB1";3;5;"4.85946665831639E-4";3;0;5;0;"9.04456419268903E-4";"0";8;"heterotrimeric G-protein complex, photoreceptor inner segment, lysosomal membrane, extracellular vesicular exosome, dendrite, cell body, photoreceptor outer segment membrane, photoreceptor disc membrane";0,000246913580246914;"signal transducer activity, GTPase binding, protein complex binding, GTPase activity, protein binding"
"502";"P62879";947;947;"P62879";"GBB2_HUMAN";"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2";"GNB2";2;5;"4.85946665831639E-4";2;1;4;1;"7.23565135415122E-4";"6.77661532894592E-4";8;"lysosomal membrane, protein complex, plasma membrane, extracellular vesicular exosome, cell body, perinuclear region of cytoplasm";0,000246913580246914;"GTPase binding, calcium channel regulator activity, protein complex binding, protein binding, signal transducer activity, GTPase activity"
"503";"P62888";948;948;"P62888";"RL30_HUMAN";"60S ribosomal protein L30";"RPL30";6;29;"0.00524665894535906";5;6;14;15;"0.005134166526076";"0.0112698059274862";4;"extracellular vesicular exosome, cytosolic large ribosomal subunit";0,0014320987654321;"protein binding, RNA binding, structural constituent of ribosome, poly(A) RNA binding"
"504";"P62899";949;949;"P62899-1";"RL31_HUMAN";"60S ribosomal protein L31";"RPL31";6;17;"0.002496685980895";6;4;9;8;"0";"0";0;"cytosolic large ribosomal subunit, extracellular vesicular exosome";0,000839506172839506;"RNA binding, structural constituent of ribosome, poly(A) RNA binding"
"505";"P62906";950;950;"P62906";"RL10A_HUMAN";"60S ribosomal protein L10a";"RPL10A";7;31;"0.00262256930766282";7;5;18;13;"0.00306098061894508";"0.00460101993148095";0;"cytosolic large ribosomal subunit, mitochondrion, extracellular vesicular exosome";0,00153086419753086;"structural constituent of ribosome, poly(A) RNA binding"
"506";"P62913";952;952;"P62913-1,P62913-2";"RL11_HUMAN";"60S ribosomal protein L11";"RPL11";4;13;"6.70375862352012E-4";2;4;7;6;"0";"0";0;"extracellular vesicular exosome, cytosolic large ribosomal subunit, nucleolus";0,000641975308641975;"protein binding, structural constituent of ribosome, rRNA binding, poly(A) RNA binding, RNA binding"
"507";"P62937";954;954;"P62937";"PPIA_HUMAN";"Peptidyl-prolyl cis-trans isomerase A";"PPIA";4;6;"6.6756309649599E-4";2;3;3;3;"6.70942216475841E-4";"0.00139639346172219";0;"cytosol, nucleus, extracellular vesicular exosome";0,000296296296296296;"poly(A) RNA binding, peptide binding, protein binding, unfolded protein binding, virion binding, peptidyl-prolyl cis-trans isomerase activity"
"508";"P62979";955;955;"P62979";"RS27A_HUMAN";"Ubiquitin-40S ribosomal protein S27a";"RPS27A";1;2;"9.02208672080584E-4";1;0;2;0;"0.00118275070212087";"0";17;"endocytic vesicle membrane, extracellular vesicular exosome, nucleoplasm, plasma membrane, cytosolic small ribosomal subunit, endosome membrane";9,87654320987654e-05;"metal ion binding, structural constituent of ribosome, poly(A) RNA binding"
"509";"P62987";956;956;"P62987";"RL40_HUMAN";"Ubiquitin-60S ribosomal protein L40";"UBA52";1;3;"0.00164935022864732";1;0;3;0;"0.00216221612731472";"0";17;"ribosome, plasma membrane, lysosomal membrane, cytosol, nucleoplasm, endocytic vesicle membrane, endosome membrane, cytosolic large ribosomal subunit";0,000148148148148148;"structural constituent of ribosome, protein binding"
"510";"P63010";958;958;"P63010-1,P63010-2";"AP2B1_HUMAN";"AP-2 complex subunit beta";"AP2B1";1;1;"3.59192167716181E-5";1;0;1;0;"0";"0";8;"clathrin-coated endocytic vesicle membrane, trans-Golgi network, clathrin adaptor complex, plasma membrane, coated pit, cytosol";4,93827160493827e-05;"clathrin binding, protein binding, protein transporter activity"
"511";"P63104";959;959;"P63104";"1433Z_HUMAN";"14-3-3 protein zeta/delta";"YWHAZ";6;20;"0.00179240987577362";6;2;10;10;"0.00195309037224858";"0.00329149887405945";8;"cytosol, blood microparticle, protein complex, mast cell granule, perinuclear region of cytoplasm, postsynaptic density, melanosome, nucleoplasm, mitochondrion, cell leading edge, extracellular vesicular exosome, cytoplasmic vesicle membrane";0,000987654320987654;"poly(A) RNA binding, protein kinase binding, transcription factor binding, protein binding, identical protein binding"
"512";"P63167";963;963;"P63167";"DYL1_HUMAN";"Dynein light chain 1, cytoplasmic";"DYNLL1";3;6;"0.00123761697664987";3;0;6;0;"0.00248776327457334";"0";0;"kinetochore, centrosome, mitochondrion, cytoplasmic dynein complex, nucleus, microtubule, cytosol, mitotic spindle, plasma membrane";0,000296296296296296;"nitric-oxide synthase regulator activity, protein binding, motor activity"
"513";"P63218";966;966;"P63218";"GBG5_HUMAN";"Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5";"GNG5";2;2;"5.39940739812933E-4";2;0;2;0;"0.00108534770312268";"0";0;"heterotrimeric G-protein complex, extracellular vesicular exosome";9,87654320987654e-05;"GTPase activity, signal transducer activity, PDZ domain binding"
"514";"P63244";969;969;"P63244";"GBLP_HUMAN";"Guanine nucleotide-binding protein subunit beta-2-like 1";"GNB2L1";17;77;"0.00445919513195665";15;13;48;29;"0.00558765757569785";"0.00702601757554225";0;"neuronal cell body, mitochondrion, cytoskeleton, phagocytic cup, cytosol, nucleus, perinuclear region of cytoplasm, dendrite, perikaryon, midbody, small ribosomal subunit, extracellular vesicular exosome";0,00380246913580247;"enzyme binding, SH2 domain binding, ion channel inhibitor activity, receptor tyrosine kinase binding, cysteine-type endopeptidase activator activity involved in apoptotic process, protein kinase C binding, protein binding, receptor binding, protein tyrosine kinase inhibitor activity, protein phosphatase binding, protein complex scaffold, poly(A) RNA binding"
"515";"P67809";970;970;"P67809";"YBOX1_HUMAN";"Nuclease-sensitive element-binding protein 1";"YBX1";8;34;"0.00268807706814707";8;6;16;18;"0.00260330313271049";"0.00581830609050913";17;"CRD-mediated mRNA stability complex, cytoplasmic stress granule, U12-type spliceosomal complex, nucleoplasm, histone pre-mRNA 3'end processing complex, extracellular vesicular exosome";0,00167901234567901;"double-stranded DNA binding, DNA binding, single-stranded DNA binding, poly(A) RNA binding, protein binding, sequence-specific DNA binding transcription factor activity, RNA binding"
"516";"P67936";971;971;"P67936-2";"TPM4_HUMAN";"Tropomyosin alpha-4 chain";"TPM4";1;2;"2.76149415239195E-4";1;0;2;0;"0";"0";7;"filamentous actin, cytosol, podosome, extracellular vesicular exosome, muscle thin filament tropomyosin, stress fiber, cortical cytoskeleton";9,87654320987654e-05;"calcium ion binding, structural constituent of muscle"
"517";"P67936";972;972;"P67936-1";"TPM4_HUMAN";"Tropomyosin alpha-4 chain";"TPM4";1;1;"1.23269880882791E-4";1;0;1;0;"0";"0";6;"filamentous actin, cytosol, podosome, extracellular vesicular exosome, muscle thin filament tropomyosin, stress fiber, cortical cytoskeleton";4,93827160493827e-05;"calcium ion binding, structural constituent of muscle"
