"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5134"	"peptide.count.P5135"	"peptide.count.P5136"	"peptide.count.P5137"	"spectra.count.P5134"	"spectra.count.P5135"	"spectra.count.P5136"	"spectra.count.P5137"	"dNSAF.P5134"	"dNSAF.P5135"	"dNSAF.P5136"	"dNSAF.P5137"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"P08174-1,P08174-2"	"P08174-[1,2]"	"DAF_HUMAN"	"Complement decay-accelerating factor"	"CD55"	2	2	5.39921293376206e-05	2	0	0	0	2	0	0	0	0	0	0	0	0	"negative regulation of complement activation;complement activation;spermatogenesis;innate immune response;respiratory burst;elevation of cytosolic calcium ion concentration;maternal process involved in parturition;response to peptide hormone stimulus;regulation of complement activation"	"cell surface;extracellular region;membrane raft;anchored to membrane;integral to plasma membrane;apical plasma membrane"	"enzyme inhibitor activity"
"P10620"	"P10620"	"MGST1_HUMAN"	"Microsomal glutathione S-transferase 1"	"MGST1"	2	3	0.000398148411825164	2	0	0	0	3	0	0	0	0.000799896585184206	0	0	0	0	"protein homotrimerization;xenobiotic metabolic process;response to drug;Leydig cell differentiation;response to organic nitrogen;small molecule metabolic process;glutathione metabolic process;response to lipopolysaccharide;cellular response to lipid hydroperoxide"	"mitochondrial inner membrane;endoplasmic reticulum membrane;integral to membrane;mitochondrion;peroxisomal membrane;nucleus;apical part of cell;mitochondrial outer membrane"	"glutathione binding;glutathione peroxidase activity;glutathione transferase activity"
"P11233"	"P11233"	"RALA_HUMAN"	"Ras-related protein Ral-A"	"RALA"	4	7	0.000699014606521525	4	0	0	0	7	0	0	0	0.00140434918272632	0	0	0	0	"neurotrophin TRK receptor signaling pathway;positive regulation of filopodium assembly;Ras protein signal transduction;chemotaxis;exocytosis;regulation of exocytosis;actin cytoskeleton reorganization;membrane raft localization;cell cycle;cytokinesis;cellular membrane organization;virus-host interaction"	"midbody;cytoplasmic vesicle membrane;cleavage furrow;plasma membrane;cell surface"	"GTPase activity;GTP binding;Edg-2 lysophosphatidic acid receptor binding"
"P12883"	"P12883"	"MYH7_HUMAN"	"Myosin-7"	"MYH7"	2	4	0.000188481486072252	0	2	0	0	0	4	0	0	0	0.00560470466836018	0	0	53	"adult heart development;muscle filament sliding;regulation of heart rate;ventricular cardiac muscle tissue morphogenesis"	"sarcomere;nucleolus;myosin filament;Z disc;muscle myosin complex;focal adhesion;stress fiber"	"microfilament motor activity;ATP binding;structural constituent of muscle;actin-dependent ATPase activity"
"P13535"	"P13535"	"MYH8_HUMAN"	"Myosin-8"	"MYH8"	2	6	0.000203216334511016	0	2	0	0	0	6	0	0	0	0.00606321474456636	0	0	64	"muscle filament sliding"	"cytosol;nucleolus;myofibril;myosin filament;muscle myosin complex;focal adhesion"	"ATP binding;structural constituent of muscle;motor activity"
"P13598"	"P13598"	"ICAM2_HUMAN"	"Intercellular adhesion molecule 2"	"ICAM2"	2	4	0.000299214564038305	2	0	0	0	4	0	0	0	0.000601134403411161	0	0	0	0	"regulation of immune response;cell-cell adhesion"	"uropod;integral to plasma membrane"	"integrin binding"
"P13987"	"P13987"	"CD59_HUMAN"	"CD59 glycoprotein"	"CD59"	2	5	0.000803554737407557	2	0	0	0	5	0	0	0	0.00161437461853583	0	0	0	0	"negative regulation of apoptotic process;negative regulation of activation of membrane attack complex;cell surface receptor signaling pathway;blood coagulation;positive regulation of T cell proliferation"	"anchored to external side of plasma membrane;extracellular space;compact myelin;sarcolemma"	""
"P14209-1"	"P14209-1"	"CD99_HUMAN"	"CD99 antigen"	"CD99"	2	10	0.00111194601500721	2	0	0	0	10	0	0	0	0	0	0	0	0	"cell adhesion"	"integral to plasma membrane;cytoplasm"	""
"P15153,P60763,P63000-1,P63000-2"	"P15153, P60763, P63000-[1,2]"	"RAC1_HUMAN, RAC2_HUMAN, RAC3_HUMAN"	"Ras-related C3 botulinum toxin substrate 1, Ras-related C3 botulinum toxin substrate 2, Ras-related C3 botulinum toxin substrate 3"	"RAC1, RAC2, RAC3"	2	2	5.35703158271704e-05	2	0	0	0	2	0	0	0	0.000215249949138111	0	0	0	0	"regulation of small GTPase mediated signal transduction;regulation of hydrogen peroxide metabolic process;regulation of respiratory burst;actin cytoskeleton organization;positive regulation of cell proliferation;bone resorption;cell projection assembly;small GTPase mediated signal transduction;axon guidance;platelet activation;neuron projection development;neuromuscular process controlling balance;actin filament polymerization;mast cell chemotaxis;positive regulation of Rho protein signal transduction;innate immune response;T cell costimulation;anatomical structure arrangement;dendrite morphogenesis;cell-matrix adhesion;regulation of defense response to virus by virus;cerebral cortex radially oriented cell migration;regulation of cell migration;lamellipodium assembly;positive regulation of phosphatidylinositol 3-kinase activity;epithelial cell morphogenesis;ruffle assembly;viral reproduction;neurotrophin TRK receptor signaling pathway;auditory receptor cell morphogenesis;positive regulation of lamellipodium assembly;cell-cell junction organization;Wnt receptor signaling pathway;substrate adhesion-dependent cell spreading;intracellular signal transduction;cochlea morphogenesis;inflammatory response;embryonic olfactory bulb interneuron precursor migration;Fc-gamma receptor signaling pathway involved in phagocytosis;positive regulation of actin filament polymerization;negative regulation of interleukin-23 production;engulfment of apoptotic cell;ruffle organization;localization within membrane;negative regulation of receptor-mediated endocytosis;cell motility;apoptotic signaling pathway;positive regulation of DNA replication;hyperosmotic response;cell proliferation;dopaminergic neuron differentiation"	"nuclear envelope;cytosol;plasma membrane;growth cone;filamentous actin;lamellipodium;endomembrane system;neuronal cell body;extrinsic to plasma membrane;ruffle membrane;Golgi membrane;melanosome;phagocytic cup;trans-Golgi network"	"GTPase activity;GTP binding"
"P15529-1,P15529-10,P15529-11,P15529-12,P15529-13,P15529-14,P15529-15,P15529-16,P15529-2,P15529-3,P15529-4,P15529-5,P15529-6,P15529-7,P15529-8,P15529-9"	"P15529-[1-16]"	"MCP_HUMAN"	"Membrane cofactor protein"	"CD46"	2	6	1.96788915283483e-05	2	0	0	0	6	0	0	0	0	0	0	0	0	"complement activation;regulation of complement activation;proteolysis;negative regulation of complement activation;innate immune response;virus-host interaction;single fertilization"	"integral to plasma membrane;Golgi apparatus;cell surface;inner acrosomal membrane;basolateral plasma membrane"	"receptor activity"
"P16403"	"P16403"	"H12_HUMAN"	"Histone H1.2"	"HIST1H1C"	5	18	0.00173839447416621	5	2	2	0	10	4	4	0	0.00194028123166748	0.011388092144011	0.00158988244437409	0	0	"nucleosome assembly"	"nucleus;nucleosome"	"DNA binding"
"P16989-1,P16989-2,P16989-3"	"P16989-[1-3]"	"DBPA_HUMAN"	"DNA-binding protein A"	"CSDA"	2	3	7.15626230404706e-05	1	0	1	0	2	0	1	0	0	0	0	0	10	"positive regulation of organ growth;cellular hyperosmotic response;fertilization;response to cold;transcription;negative regulation of necrotic cell death;3'-UTR-mediated mRNA stabilization;male gonad development;negative regulation of skeletal muscle tissue development;in utero embryonic development;positive regulation of cytoplasmic translation;negative regulation of transcription from RNA polymerase II promoter;negative regulation of apoptotic process;cellular response to tumor necrosis factor"	"nucleus;perinuclear region of cytoplasm;polysome;tight junction"	"mRNA 3'-UTR binding;transcription corepressor activity;sequence-specific DNA binding transcription factor activity;Rho GTPase binding;double-stranded DNA binding"
"P19525"	"P19525"	"E2AK2_HUMAN"	"Interferon-induced, double-stranded RNA-activated protein kinase"	"EIF2AK2"	2	2	7.46678812255298e-05	0	0	2	0	0	0	2	0	0	0	0.000307300327270129	0	0	"evasion or tolerance by virus of host immune response;virus-infected cell apoptotic process;endoplasmic reticulum unfolded protein response;translation;viral infectious cycle;protein autophosphorylation;modulation by virus of host cellular process;negative regulation of osteoblast proliferation;defense response to virus"	"cytosol"	"ATP binding;double-stranded RNA binding;non-membrane spanning protein tyrosine kinase activity;protein phosphatase type 2A regulator activity;eukaryotic translation initiation factor 2alpha kinase activity"
"P19634-1"	"P19634-1"	"SL9A1_HUMAN"	"Sodium/hydrogen exchanger 1"	"SLC9A1"	2	3	7.57214770955833e-05	2	0	0	0	3	0	0	0	0	0	0	0	0	"carbohydrate metabolic process;cardiac muscle cell differentiation;regulation of sensory perception of pain;positive regulation of action potential;positive regulation of cell growth;sodium ion export;neuron death;small molecule metabolic process;cell growth;response to organic cyclic compound;hyaluronan catabolic process;regulation of the force of heart contraction;response to drug;cellular response to acidity;response to acid;positive regulation of intracellular protein kinase cascade;regulation of intracellular pH;positive regulation of mitochondrial membrane permeability;protein oligomerization"	"membrane raft;basolateral plasma membrane;plasma membrane;endoplasmic reticulum;mitochondrion;integral to membrane;endoplasmic reticulum membrane"	"calcium-dependent protein binding;sodium:hydrogen antiporter activity"
"P20231,Q15661-1,Q15661-2"	"P20231, Q15661-[1,2]"	"TRYB1_HUMAN, TRYB2_HUMAN"	"Tryptase alpha/beta-1, Tryptase beta-2"	"TPSAB1, TPSB2"	4	15	0.000374018205047881	4	0	2	0	10	0	5	0	0.0015028360085279	0	0.00153929527568946	0	0	"proteolysis;extracellular matrix disassembly;defense response"	"extracellular region;extracellular space"	"serine-type endopeptidase activity"
"P20645"	"P20645"	"MPRD_HUMAN"	"Cation-dependent mannose-6-phosphate receptor"	"M6PR"	2	4	0.000297054170074129	2	0	0	0	4	0	0	0	0.000596794082808915	0	0	0	0	"receptor-mediated endocytosis;endosome to lysosome transport"	"integral to plasma membrane;cell surface;endosome;lysosomal membrane;late endosome"	"mannose transmembrane transporter activity;mannose binding;transmembrane signaling receptor activity"
"P20810-5,P20810-6,P20810-7"	"P20810-[5-7]"	"ICAL_HUMAN"	"Calpastatin"	"CAST"	2	2	1.93700577002198e-05	2	0	0	0	2	0	0	0	0	0	0	0	0	""	""	"endopeptidase inhibitor activity;cysteine-type endopeptidase inhibitor activity"
"P22102-1"	"P22102-1"	"PUR2_HUMAN"	"Trifunctional purine biosynthetic protein adenosine-3"	"GART"	9	16	0.00032587724796251	8	0	2	0	14	0	2	0	0	0	0	0	0	"'de novo' IMP biosynthetic process;purine ribonucleoside monophosphate biosynthetic process;methylation;purine nucleobase biosynthetic process;purine nucleobase metabolic process"	"cytosol"	"phosphoribosylformylglycinamidine cyclo-ligase activity;phosphoribosylglycinamide formyltransferase activity;metal ion binding;phosphoribosylamine-glycine ligase activity;ATP binding;methyltransferase activity"
"P22314"	"P22314"	"UBA1_HUMAN"	"Ubiquitin-like modifier-activating enzyme 1"	"UBA1"	2	2	3.88865808650916e-05	2	0	0	0	2	0	0	0	7.81247452448343e-05	0	0	0	0	"cell death;protein ubiquitination"	""	"small protein activating enzyme activity;ATP binding;ligase activity"
"P23193-1"	"P23193-1"	"TCEA1_HUMAN"	"Transcription elongation factor A protein 1"	"TCEA1"	7	19	0.00129850174177753	6	0	4	0	12	0	7	0	0	0	0	0	0	"viral reproductive process;regulation of DNA-dependent transcription;erythrocyte differentiation;transcription-coupled nucleotide-excision repair;positive regulation of transcription from RNA polymerase II promoter;transcription elongation from RNA polymerase II promoter;positive regulation of viral transcription"	"nucleolus;nucleoplasm"	"DNA binding;zinc ion binding"
"P23246-1"	"P23246-1"	"SFPQ_HUMAN"	"Splicing factor, proline- and glutamine-rich"	"SFPQ"	15	31	0.000925718028164179	14	0	4	0	25	0	6	0	0	0	0	0	2	"alternative mRNA splicing;transcription;negative regulation of transcription from RNA polymerase II promoter;DNA recombination;DNA repair"	"paraspeckles;nuclear matrix;cytoplasm"	"DNA binding;nucleotide binding;RNA binding"
"P29350-1,P29350-3,P29350-4"	"P29350-[1,3,4]"	"PTN6_HUMAN"	"Tyrosine-protein phosphatase non-receptor type 6"	"PTPN6"	5	8	9.21949637092816e-05	5	0	0	0	8	0	0	0	0	0	0	0	0	"peptidyl-tyrosine phosphorylation;cell proliferation;cell differentiation;negative regulation of cell proliferation;regulation of ERK1 and ERK2 cascade;regulation of interferon-gamma-mediated signaling pathway;apoptotic process;negative regulation of peptidyl-tyrosine phosphorylation;blood coagulation;T cell costimulation;type I interferon-mediated signaling pathway;G-protein coupled receptor signaling pathway;regulation of type I interferon-mediated signaling pathway;positive regulation of cell proliferation;positive regulation of phosphatidylinositol 3-kinase cascade;leukocyte migration;interferon-gamma-mediated signaling pathway;JAK-STAT cascade involved in growth hormone signaling pathway;regulation of G1/S transition of mitotic cell cycle"	"cytosol;membrane;nucleus"	"transmembrane receptor protein tyrosine phosphatase activity"
"P29692-1,P29692-2"	"P29692-[1,2]"	"EF1D_HUMAN"	"Elongation factor 1-delta"	"EEF1D"	7	25	0.000978922927637113	4	0	7	0	9	0	16	0	0	0	0	0	3	"positive regulation of I-kappaB kinase/NF-kappaB cascade;transcription;regulation of transcription;translational elongation"	"cytosol;nucleus;eukaryotic translation elongation factor 1 complex"	"DNA binding;signal transducer activity;translation elongation factor activity;translation factor activity"
"P30419-1,P30419-2"	"P30419-[1,2]"	"NMT1_HUMAN"	"Glycylpeptide N-tetradecanoyltransferase 1"	"NMT1"	2	3	6.22106893476818e-05	2	0	0	0	3	0	0	0	0	0	0	0	0	"protein lipoylation;positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway;intrinsic apoptotic signaling pathway;viral reproductive process;N-terminal protein myristoylation"	"cell junction;plasma membrane;actin cytoskeleton;cytosol"	"catalytic activity;glycylpeptide N-tetradecanoyltransferase activity"
"P31040"	"P31040"	"DHSA_HUMAN"	"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial"	"SDHA"	2	2	6.19608472217875e-05	2	0	0	0	2	0	0	0	0.000124481898296739	0	0	0	0	"tricarboxylic acid cycle;nervous system development;succinate metabolic process;respiratory electron transport chain"	"mitochondrial respiratory chain complex II"	"succinate dehydrogenase (ubiquinone) activity;flavin adenine dinucleotide binding"
"P34932"	"P34932"	"HSP74_HUMAN"	"Heat shock 70 kDa protein 4"	"HSPA4"	2	3	7.34678617058337e-05	2	0	0	0	3	0	0	0	0.000147599965123276	0	0	0	0	"chaperone-mediated protein complex assembly;protein import into mitochondrial outer membrane;response to unfolded protein"	"cytoplasm;nucleus"	"ATP binding"
"P35251-1,P35251-2"	"P35251-[1,2]"	"RFC1_HUMAN"	"Replication factor C subunit 1"	"RFC1"	2	2	1.79189906599595e-05	2	0	0	0	2	0	0	0	0	0	0	0	0	"DNA strand elongation involved in DNA replication;telomere maintenance via semi-conservative replication;transcription;regulation of transcription;telomere maintenance via recombination;nucleotide-excision repair;transcription-coupled nucleotide-excision repair;S phase of mitotic cell cycle;telomere maintenance via telomerase"	"DNA replication factor C complex;nucleoplasm"	"DNA clamp loader activity;enzyme activator activity;ATP binding"
"P35613-1,P35613-2"	"P35613-[1,2]"	"BASI_HUMAN"	"Basigin"	"BSG"	2	3	0.000881614340470005	2	0	0	0	3	0	0	0	0	0	0	0	50	"odontogenesis of dentin-containing tooth;decidualization;leukocyte migration;pyruvate metabolic process;blood coagulation;response to mercury ion;response to cAMP;response to peptide hormone stimulus;embryo implantation;cell surface receptor signaling pathway"	"integral to membrane;acrosomal membrane;Golgi membrane;membrane raft;mitochondrion;melanosome;sarcolemma;plasma membrane"	"mannose binding"
"P35749-1,P35749-2,P35749-3,P35749-4"	"P35749-[1-4]"	"MYH11_HUMAN"	"Myosin-11"	"MYH11"	2	2	6.38032068332118e-06	1	0	1	0	1	0	1	0	0	0	0	0	30	"axon guidance;smooth muscle contraction;elastic fiber assembly;skeletal muscle myosin thick filament assembly;cardiac muscle fiber development"	"stress fiber;myosin filament;cytosol;melanosome;muscle myosin complex;smooth muscle contractile fiber"	"ATP binding;structural constituent of muscle;motor activity"
"P40938"	"P40938"	"RFC3_HUMAN"	"Replication factor C subunit 3"	"RFC3"	2	5	0.000288918557270133	2	0	0	0	5	0	0	0	0.000580449301046592	0	0	0	0	"S phase of mitotic cell cycle;response to organophosphorus;telomere maintenance via recombination;DNA synthesis involved in DNA repair;nucleotide-excision repair;cell cycle checkpoint;telomere maintenance via semi-conservative replication;transcription-coupled nucleotide-excision repair;DNA strand elongation involved in DNA replication"	"DNA replication factor C complex;nucleoplasm"	"DNA clamp loader activity;nucleotide binding"
"P41091"	"P41091"	"IF2G_HUMAN"	"Eukaryotic translation initiation factor 2 subunit 3"	"EIF2S3"	8	22	0.000958817856160881	7	0	5	0	12	0	10	0	0.0010507116161318	0	0.00179367034243476	0	0	""	"cytosol"	"GTP binding;translation initiation factor activity;GTPase activity"
"P42766"	"P42766"	"RL35_HUMAN"	"60S ribosomal protein L35"	"RPL35"	2	5	0.000836219564131441	2	0	0	0	5	0	0	0	0.00167999960302916	0	0	0	0	"translational initiation;nuclear-transcribed mRNA catabolic process;SRP-dependent cotranslational protein targeting to membrane;translational termination;viral transcription;translational elongation"	"nucleolus;cytosolic large ribosomal subunit"	"structural constituent of ribosome;mRNA binding"
"P43007-1,P43007-2"	"P43007-[1,2]"	"SATT_HUMAN"	"Neutral amino acid transporter A"	"SLC1A4"	2	3	5.8000943451974e-05	2	0	0	0	3	0	0	0	0	0	0	0	0	"cognition;synaptic transmission"	"dendrite;intermediate filament;melanosome;integral to plasma membrane;neuronal cell body"	"L-hydroxyproline transmembrane transporter activity;sodium:dicarboxylate symporter activity;L-proline transmembrane transporter activity;L-alanine transmembrane transporter activity;L-serine transmembrane transporter activity;chloride channel activity;L-glutamine transmembrane transporter activity;L-cystine transmembrane transporter activity;L-threonine transmembrane transporter activity"
"P43304-1,P43304-2"	"P43304-[1,2]"	"GPDM_HUMAN"	"Glycerol-3-phosphate dehydrogenase, mitochondrial"	"GPD2"	2	2	2.82957376583679e-05	2	0	0	0	2	0	0	0	0	0	0	0	0	"glycerol catabolic process;gluconeogenesis;cellular lipid metabolic process;small molecule metabolic process;glycerol-3-phosphate metabolic process"	"mitochondrial inner membrane;glycerol-3-phosphate dehydrogenase complex"	"sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity;glycerol-3-phosphate dehydrogenase activity;calcium ion binding"
"P43307-1,P43307-2"	"P43307-[1,2]"	"SSRA_HUMAN"	"Translocon-associated protein subunit alpha"	"SSR1"	2	4	0.000143853155787647	2	0	0	0	4	0	0	0	0	0	0	0	0	"positive regulation of cell proliferation;SRP-dependent cotranslational protein targeting to membrane;activation of signaling protein activity involved in unfolded protein response;translation"	"integral to membrane;endoplasmic reticulum membrane"	""
"P45973"	"P45973"	"CBX5_HUMAN"	"Chromobox protein homolog 5"	"CBX5"	2	2	0.000215403154739617	2	0	0	0	2	0	0	0	0.000432753824445208	0	0	0	0	"blood coagulation;negative regulation of transcription;virus-host interaction"	"chromocenter;histone deacetylase complex;kinetochore;transcriptional repressor complex;nuclear envelope;nuclear centromeric heterochromatin;cytoplasm;histone methyltransferase complex;nucleolus"	"chromatin binding;repressing transcription factor binding;methylated histone residue binding;protein binding"
"P46087-1,P46087-2"	"P46087-[1,2]"	"NOP2_HUMAN"	"Putative ribosomal RNA methyltransferase NOP2"	"NOP2"	2	2	2.53337454158047e-05	2	0	0	0	2	0	0	0	0	0	0	0	0	"rRNA processing;positive regulation of cell proliferation"	"nucleolus"	"S-adenosylmethionine-dependent methyltransferase activity;RNA binding"
"P49458-1"	"P49458-1"	"SRP09_HUMAN"	"Signal recognition particle 9 kDa protein"	"SRP9"	4	11	0.00263117458202288	3	0	3	0	6	0	5	0	0	0	0	0	0	"translation;SRP-dependent cotranslational protein targeting to membrane;negative regulation of translational elongation"	"signal recognition particle receptor complex;signal recognition particle;cytosol"	"signal recognition particle binding;7S RNA binding;RNA binding"
"P49721"	"P49721"	"PSB2_HUMAN"	"Proteasome subunit beta type-2"	"PSMB2"	2	3	0.000307029869815425	1	0	2	0	1	0	2	0	0.000205611891714017	0	0.00084240039963105	0	0	"viral reproduction;apoptotic process;antigen processing and presentation of exogenous peptide antigen via MHC class I;DNA damage response;mitotic anaphase;protein polyubiquitination;negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;small molecule metabolic process;response to organic cyclic compound;M phase of mitotic cell cycle;virus-host interaction;mRNA metabolic process;positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;gene expression;G1/S transition of mitotic cell cycle;regulation of cellular amino acid metabolic process;regulation of apoptotic process;response to organic nitrogen;anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process;S phase of mitotic cell cycle"	"cytosol;proteasome core complex;nucleoplasm"	"threonine-type endopeptidase activity"
"P49756-1"	"P49756-1"	"RBM25_HUMAN"	"RNA-binding protein 25"	"RBM25"	2	2	4.88042734937923e-05	2	0	0	0	2	0	0	0	0	0	0	0	0	"apoptotic process;regulation of alternative mRNA splicing;mRNA processing;RNA splicing"	"nuclear speck;cytoplasm"	"nucleotide binding;mRNA binding"
"P50416-1,P50416-2"	"P50416-[1,2]"	"CPT1A_HUMAN"	"Carnitine O-palmitoyltransferase 1, liver isoform"	"CPT1A"	2	2	2.6611903334584e-05	2	0	0	0	2	0	0	0	0	0	0	0	0	"response to drug;carnitine shuttle;long-chain fatty acid metabolic process;fatty acid beta-oxidation;protein homooligomerization;regulation of insulin secretion;positive regulation of fatty acid beta-oxidation;eating behavior;glucose metabolic process;carnitine metabolic process;triglyceride metabolic process;response to organic cyclic compound"	"mitochondrial inner membrane;integral to mitochondrial outer membrane"	"carnitine O-palmitoyltransferase activity"
"P51991-1"	"P51991-1"	"ROA3_HUMAN"	"Heterogeneous nuclear ribonucleoprotein A3"	"HNRNPA3"	11	31	0.00177463823679341	11	0	3	0	25	0	6	0	0	0	0	0	5	"mRNA splicing"	"catalytic step 2 spliceosome;nucleoplasm;nucleolus"	"RNA binding;nucleotide binding"
"P52701-1"	"P52701-1"	"MSH6_HUMAN"	"DNA mismatch repair protein Msh6"	"MSH6"	5	5	7.562868116777e-05	3	0	2	0	3	0	2	0	0	0	0	0	0	"response to UV;meiotic mismatch repair;somatic hypermutation of immunoglobulin genes;negative regulation of DNA recombination;determination of adult lifespan;reciprocal meiotic recombination;positive regulation of helicase activity;isotype switching;intrinsic apoptotic signaling pathway in response to DNA damage"	"MutSalpha complex;nuclear chromatin;nuclear chromosome"	"guanine/thymine mispair binding;damaged DNA binding;DNA-dependent ATPase activity;ATP binding;chromatin binding"
"P52907"	"P52907"	"CAZA1_HUMAN"	"F-actin-capping protein subunit alpha-1"	"CAPZA1"	2	6	0.00043155946736294	2	0	2	0	3	0	3	0	0.000433510387075357	0	0.000888054966743922	0	0	"actin cytoskeleton organization;innate immune response;actin filament capping;blood coagulation;cellular component movement;protein complex assembly"	"WASH complex;cytosol;extracellular region;F-actin capping protein complex"	"actin binding"
"P55735"	"P55735"	"SEC13_HUMAN"	"Protein SEC13 homolog"	"SEC13"	2	5	0.000319425485677538	1	0	2	0	2	0	3	0	0.000256695591518741	0	0.000788769318288079	0	0	"intracellular protein transport;antigen processing and presentation of peptide antigen via MHC class I;post-translational protein modification;antigen processing and presentation of exogenous peptide antigen via MHC class II;mitotic prometaphase;mRNA transport;protein N-linked glycosylation via asparagine;mitotic anaphase;M phase of mitotic cell cycle;COPII vesicle coating"	"nuclear pore outer ring;endoplasmic reticulum membrane;ER to Golgi transport vesicle membrane;cytosol"	""
"P56378"	"P56378"	"68MP_HUMAN"	"6.8 kDa mitochondrial proteolipid"	"MP68"	2	4	0.00141868974328507	2	0	0	0	4	0	0	0	0.00285020622307016	0	0	0	0	""	"integral to membrane;mitochondrial proton-transporting ATP synthase complex"	""
"P56385"	"P56385"	"ATP5I_HUMAN"	"ATP synthase subunit e, mitochondrial"	"ATP5I"	2	3	0.000894391359897106	2	0	0	0	3	0	0	0	0.00179686914063119	0	0	0	0	"respiratory electron transport chain;ATP catabolic process;mitochondrial ATP synthesis coupled proton transport"	"mitochondrial proton-transporting ATP synthase complex;mitochondrial proton-transporting ATP synthase complex"	"transmembrane transporter activity;hydrogen ion transmembrane transporter activity"
"P60033"	"P60033"	"CD81_HUMAN"	"CD81 antigen"	"CD81"	2	4	0.000348661038603957	2	0	0	0	4	0	0	0	0.000700474410754531	0	0	0	0	"regulation of immune response;protein localization;positive regulation of 1-phosphatidylinositol 4-kinase activity;phosphatidylinositol biosynthetic process;positive regulation of cell proliferation;viral entry into host cell;positive regulation of peptidyl-tyrosine phosphorylation;cell proliferation;activation of MAPK activity;virion attachment"	"integral to plasma membrane;immunological synapse"	""
"P60174-1,P60174-3"	"P60174-[1,3]"	"TPIS_HUMAN"	"Triosephosphate isomerase"	"TPI1"	2	2	7.19265778938233e-05	0	0	2	0	0	0	2	0	0	0	0	0	0	"small molecule metabolic process;pentose-phosphate shunt;glyceraldehyde-3-phosphate metabolic process;glycolysis;gluconeogenesis;embryo development"	"cytosol"	"triose-phosphate isomerase activity"
"P60468"	"P60468"	"SC61B_HUMAN"	"Protein transport protein Sec61 subunit beta"	"SEC61B"	2	4	0.000857125053234727	2	0	0	0	4	0	0	0	0.00172199959310489	0	0	0	0	"protein import into nucleus;ER-associated protein catabolic process;retrograde protein transport;antigen processing and presentation of exogenous peptide antigen via MHC class I;translation;SRP-dependent cotranslational protein targeting to membrane"	"endoplasmic reticulum Sec complex;integral to membrane"	""
"P61803"	"P61803"	"DAD1_HUMAN"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1"	"DAD1"	2	4	0.000728177036376405	2	0	1	0	3	0	1	0	0.00109720328056241	0	0.000749214514716111	0	0	"apoptotic process;post-translational protein modification;blastocyst development;protein N-linked glycosylation via asparagine;response to nutrient;negative regulation of apoptotic process;response to drug"	"oligosaccharyltransferase complex;integral to membrane"	"dolichyl-diphosphooligosaccharide-protein glycotransferase activity"
"P62273-1,P62273-2"	"P62273-[1,2]"	"RS29_HUMAN"	"40S ribosomal protein S29"	"RPS29"	2	6	0.00110201792558751	2	0	0	0	6	0	0	0	0	0	0	0	0	"translational termination;viral transcription;nuclear-transcribed mRNA catabolic process;translational initiation;translational elongation;SRP-dependent cotranslational protein targeting to membrane"	"cytosolic small ribosomal subunit"	"zinc ion binding;structural constituent of ribosome"
"P62304"	"P62304"	"RUXE_HUMAN"	"Small nuclear ribonucleoprotein E"	"SNRPE"	2	6	0.00134158703984566	2	0	1	0	4	0	2	0	0.00179686914063119	0	0.00184046174267219	0	0	"ncRNA metabolic process;mRNA 3'-end processing;spliceosomal snRNP assembly;spliceosomal complex assembly;histone mRNA metabolic process;termination of RNA polymerase II transcription"	"cytosol;U7 snRNP;U12-type spliceosomal complex;catalytic step 2 spliceosome;nucleoplasm"	"RNA binding"
"P62861"	"P62861"	"RS30_HUMAN"	"40S ribosomal protein S30"	"FAU"	2	2	0.000697322077207914	2	0	0	0	2	0	0	0	0.00140094882150906	0	0	0	0	"translational elongation;translational initiation;nuclear-transcribed mRNA catabolic process;viral transcription;SRP-dependent cotranslational protein targeting to membrane;translational termination"	"cytosolic small ribosomal subunit"	"RNA binding;structural constituent of ribosome"
"P62873"	"P62873"	"GBB1_HUMAN"	"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1"	"GNB1"	2	5	0.00060502944934216	2	0	1	0	4	0	1	0	0.00089138802466606	0	0.000581008510922004	0	9	"cellular response to glucagon stimulus;cellular response to prostaglandin E stimulus;adenylate cyclase-activating dopamine receptor signaling pathway;retina development in camera-type eye;energy reserve metabolic process;Ras protein signal transduction;platelet activation;G-protein coupled acetylcholine receptor signaling pathway;cellular response to hypoxia;cellular response to catecholamine stimulus;sensory perception of taste;cardiac muscle cell apoptotic process;cell proliferation;phospholipase C-activating G-protein coupled receptor signaling pathway;synaptic transmission;elevation of cytosolic calcium ion concentration"	"photoreceptor inner segment;heterotrimeric G-protein complex;cell body;dendrite;photoreceptor outer segment membrane"	"GTPase activity;signal transducer activity"
