"";"X";"Protein.Acs";"Protein.G";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5134";"Peptide.Count.P5136";"Spectra.Count.P5134";"Spectra.Count.P5136";"DNSAF.P5134";"DNSAF.P5136";"Unspecific.Spectra.Count";"Go.Cc";"norm.sc"
"1189";1189;"Q14498";"Q14498-3";"RBM39_HUMAN";"RNA-binding protein 39";"RBM39";2;2;"9.42915380008748E-5";2;0;2;0;"0";"0";2;"nucleoplasm, nuclear speck, centrosome";9,87654320987654e-05
"1191";1191;"Q14532";"Q14532";"K1H2_HUMAN";"Keratin, type I cuticular Ha2";"KRT32";1;1;"6.25488965182552E-5";1;0;1;0;"1.26605953133772E-4";"0";8;"intermediate filament";4,93827160493827e-05
"1193";1193;"Q14541";"Q14541-1,Q14541-2";"HNF4G_HUMAN";"Hepatocyte nuclear factor 4-gamma";"HNF4G";2;2;"4.49950616510777E-5";2;0;2;0;"0";"0";0;"nucleoplasm";9,87654320987654e-05
"1194";1194;"Q14566";"Q14566";"MCM6_HUMAN";"DNA replication licensing factor MCM6";"MCM6";12;29;"6.48455017607249E-4";11;6;20;9;"8.98948158493818E-4";"8.41918104205218E-4";0;"nucleoplasm, MCM complex";0,0014320987654321
"1195";1195;"Q14568";"Q14568";"HS902_HUMAN";"Putative heat shock protein HSP 90-alpha A2";"HSP90AA2";1;1;"6.90338367875071E-5";0;1;0;1;"0";"3.27034122458348E-4";16;"cytoplasm";4,93827160493827e-05
"1203";1203;"Q14690";"Q14690";"RRP5_HUMAN";"Protein RRP5 homolog";"PDCD11";2;2;"1.96237147553605E-5";0;2;0;2;"0";"8.20968897859117E-5";0;"nucleolus, nucleus, cytosol";9,87654320987654e-05
"1204";1204;"Q14692";"Q14692";"BMS1_HUMAN";"Ribosome biogenesis protein BMS1 homolog";"BMS1";3;3;"4.29594036356624E-5";3;0;3;0;"8.63537174091371E-5";"0";0;"nucleolus";0,000148148148148148
"1210";1210;"Q14839";"Q14839-1";"CHD4_HUMAN";"Chromodomain-helicase-DNA-binding protein 4";"CHD4";10;13;"1.41913704133614E-4";10;0;13;0;"0";"0";3;"cytoplasm, NuRD complex, centrosome";0,000641975308641975
"1211";1211;"Q14934";"Q14934-10";"NFAC4_HUMAN";"Nuclear factor of activated T-cells, cytoplasmic 4";"NFATC4";2;2;"4.07050668595116E-5";0;2;0;2;"0";"0";0;"intermediate filament cytoskeleton, cytosol, cytoplasm, transcription factor complex, nucleus";9,87654320987654e-05
"1213";1213;"Q14978";"Q14978-3";"NOLC1_HUMAN";"Nucleolar and coiled-body phosphoprotein 1";"NOLC1";11;19;"4.99001027066029E-4";10;2;17;2;"0";"0";0;"cytoplasm, nucleolus";0,000938271604938272
"1220";1220;"Q15008";"Q15008";"PSMD6_HUMAN";"26S proteasome non-ATPase regulatory subunit 6";"PSMD6";5;9;"4.24734875019942E-4";0;5;0;9;"0";"0.00177690170579045";0;"nucleoplasm, proteasome accessory complex, cytosol";0,000444444444444444
"1224";1224;"Q15029";"Q15029-1";"U5S1_HUMAN";"116 kDa U5 small nuclear ribonucleoprotein component";"EFTUD2";6;7;"1.3327390323771E-4";3;3;3;4;"0";"0";1;"catalytic step 2 spliceosome, nuclear speck, cytoplasm, Cajal body";0,000345679012345679
"1227";1227;"Q15052";"Q15052-2";"ARHG6_HUMAN";"Rho guanine nucleotide exchange factor 6";"ARHGEF6";2;2;"7.88573245431259E-5";2;0;2;0;"0";"0";2;"cytosol, lamellipodium";9,87654320987654e-05
"1228";1228;"Q15056";"Q15056-1,Q15056-2";"IF4H_HUMAN";"Eukaryotic translation initiation factor 4H";"EIF4H";1;1;"3.70120668420155E-5";0;1;0;1;"0";"0";0;"perinuclear region of cytoplasm, eukaryotic translation initiation factor 4F complex, cytosol";4,93827160493827e-05
"1229";1229;"Q15058";"Q15058";"KIF14_HUMAN";"Kinesin-like protein KIF14";"KIF14";2;2;"2.22791081961647E-5";0;2;0;2;"0";"9.32058742654374E-5";0;"microtubule, spindle, kinesin complex, nucleus, cytoplasm";9,87654320987654e-05
"1230";1230;"Q15072";"Q15072";"OZF_HUMAN";"Zinc finger protein OZF";"ZNF146";2;2;"1.25739624339998E-4";0;2;0;2;"0";"5.26038632840551E-4";0;"nucleolus, cytoplasm";9,87654320987654e-05
"1239";1239;"Q15172";"Q15172-2";"2A5A_HUMAN";"Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform";"PPP2R5A";1;2;"1.07025290676226E-4";1;1;1;1;"0";"0";5;"protein phosphatase type 2A complex, nucleus, Z disc, M band, chromosome, centromeric region";9,87654320987654e-05
"1240";1240;"Q15233";"Q15233";"NONO_HUMAN";"Non-POU domain-containing octamer-binding protein";"NONO";15;41;"0.0016276345254957";15;5;32;9;"0.0025682796666094";"0.00146754726868893";1;"paraspeckles, nuclear speck, nuclear matrix, nucleolus";0,00202469135802469
"1243";1243;"Q15276";"Q15276-1";"RABE1_HUMAN";"Rab GTPase-binding effector protein 1";"RABEP1";2;2;"6.38908996066347E-5";0;2;0;2;"0";"0";1;"early endosome, endocytic vesicle, recycling endosome";9,87654320987654e-05
"1245";1245;"Q15326";"Q15326-1";"ZMY11_HUMAN";"Zinc finger MYND domain-containing protein 11";"ZMYND11";2;2;"6.32488721916958E-5";2;0;2;0;"0";"0";1;"cytoplasm, nucleus, chromosome";9,87654320987654e-05
"1248";1248;"Q15366";"Q15366-3,Q15366-4,Q15366-6";"PCBP2_HUMAN";"Poly(rC)-binding protein 2";"PCBP2";0;0;"0";0;0;0;0;"0";"0";19;"ribonucleoprotein complex, nucleoplasm, cytosol";0
"1249";1249;"Q15366";"Q15366-2";"PCBP2_HUMAN";"Poly(rC)-binding protein 2";"PCBP2";1;2;"4.31107283451422E-4";1;1;1;1;"0";"0";18;"ribonucleoprotein complex, nucleoplasm, cytosol";9,87654320987654e-05
"1250";1250;"Q15369";"Q15369";"ELOC_HUMAN";"Transcription elongation factor B polypeptide 1";"TCEB1";2;7;"0.00114737407210248";1;2;1;6;"3.29480552733672E-4";"0.00411437359257431";0;"nucleoplasm, cytosol, VCB complex, elongin complex";0,000345679012345679
"1251";1251;"Q15370";"Q15370";"ELOB_HUMAN";"Transcription elongation factor B polypeptide 2";"TCEB2";3;3;"4.66728436109484E-4";3;0;3;0;"9.3818191286876E-4";"0";0;"Cul5-RING ubiquitin ligase complex, Cul2-RING ubiquitin ligase complex, nucleoplasm, cytosol, elongin complex";0,000148148148148148
"1254";1254;"Q15393";"Q15393-1";"SF3B3_HUMAN";"Splicing factor 3B subunit 3";"SF3B3";13;34;"5.42184418905476E-4";12;4;27;7;"0";"0";2;"nucleoplasm, catalytic step 2 spliceosome, U12-type spliceosomal complex, small nuclear ribonucleoprotein complex";0,00167901234567901
"1257";1257;"Q15424";"Q15424";"SAFB1_HUMAN";"Scaffold attachment factor B1";"SAFB";8;11;"3.72426338157855E-4";8;0;11;0;"7.60505931555754E-4";"0";11;"nucleus";0,00054320987654321
"1258";1258;"Q15427";"Q15427";"SF3B4_HUMAN";"Splicing factor 3B subunit 4";"SF3B4";2;2;"8.65942695926401E-5";2;0;2;0;"1.74065197670619E-4";"0";0;"nucleoplasm, U12-type spliceosomal complex";9,87654320987654e-05
"1259";1259;"Q15459";"Q15459";"SF3A1_HUMAN";"Splicing factor 3A subunit 1";"SF3A1";9;36;"8.33401595877717E-4";8;6;21;15;"9.77223530932656E-4";"0.00145274225210694";0;"catalytic step 2 spliceosome, nucleoplasm, U2-type spliceosomal complex";0,00177777777777778
"1260";1260;"Q15561";"Q15561-1";"TEAD4_HUMAN";"Transcriptional enhancer factor TEF-3";"TEAD4";1;3;"1.58623143608638E-4";1;0;3;0;"0";"0";1;"nucleoplasm";0,000148148148148148
"1261";1261;"Q15637";"Q15637-1";"SF01_HUMAN";"Splicing factor 1";"SF1";6;14;"4.02209377388037E-4";6;0;14;0;"0";"0";0;"ribosome, spliceosomal complex";0,000691358024691358
"1262";1262;"Q15652";"Q15652-2";"JHD2C_HUMAN";"Probable JmjC domain-containing histone demethylation protein 2C";"JMJD1C";2;2;"1.44551064201887E-5";0;2;0;2;"0";"0";0;"nucleoplasm";9,87654320987654e-05
"1263";1263;"Q15652";"Q15652-1";"JHD2C_HUMAN";"Probable JmjC domain-containing histone demethylation protein 2C";"JMJD1C";2;2;"1.44551064201887E-5";2;0;2;0;"0";"0";0;"nucleoplasm";9,87654320987654e-05
"1264";1264;"Q15717";"Q15717";"ELAV1_HUMAN";"ELAV-like protein 1";"ELAVL1";8;21;"0.00118256959578661";8;1;18;3;"0.0020375239089297";"7.06763561914605E-4";0;"cytosol, nucleoplasm";0,00103703703703704
"1268";1268;"Q15878";"Q15878-2";"CAC1E_HUMAN";"Voltage-dependent R-type calcium channel subunit alpha-1E";"CACNA1E";3;3;"2.38106162822824E-5";3;0;3;0;"0";"0";0;"voltage-gated calcium channel complex";0,000148148148148148
"1269";1269;"Q15878";"Q15878-3";"CAC1E_HUMAN";"Voltage-dependent R-type calcium channel subunit alpha-1E";"CACNA1E";3;3;"2.38106162822824E-5";0;3;0;3;"0";"0";0;"voltage-gated calcium channel complex";0,000148148148148148
"1274";1274;"Q16576";"Q16576-1";"RBBP7_HUMAN";"Histone-binding protein RBBP7";"RBBP7";3;10;"8.06311504787313E-4";3;1;9;1;"0";"0";13;"NuRD complex, ESC/E(Z) complex";0,000493827160493827
"1275";1275;"Q16629";"Q16629-1";"SRSF7_HUMAN";"Serine/arginine-rich splicing factor 7";"SRSF7";5;11;"8.48478305420323E-4";3;3;8;3;"0";"0";0;"cytoplasm, nucleoplasm";0,00054320987654321
"1276";1276;"Q16630";"Q16630-3";"CPSF6_HUMAN";"Cleavage and polyadenylation specificity factor subunit 6";"CPSF6";7;13;"4.33128506347216E-4";3;5;6;7;"0";"0";0;"ribonucleoprotein complex, mRNA cleavage factor complex, paraspeckles";0,000641975308641975
"1277";1277;"Q16666";"Q16666-1";"IF16_HUMAN";"Gamma-interferon-inducible protein 16";"IFI16";3;5;"1.16929841742928E-4";3;0;5;0;"0";"0";0;"cytosol, nucleolus, nuclear speck";0,000246913580246914
"1278";1278;"Q16698";"Q16698";"DECR_HUMAN";"2,4-dienoyl-CoA reductase, mitochondrial";"DECR1";5;12;"6.57599468190079E-4";3;4;7;5;"7.71082845800593E-4";"0.00114629314021971";0;"mitochondrial matrix, nucleus";0,000592592592592593
"1285";1285;"Q16836";"Q16836-1,Q16836-2";"HCDH_HUMAN";"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial";"HADH";4;9;"2.89401358313747E-4";4;0;9;0;"0";"0";1;"nucleus, mitochondrial matrix";0,000444444444444444
"1287";1287;"Q16881";"Q16881-2";"TRXR1_HUMAN";"Thioredoxin reductase 1, cytoplasmic";"TXNRD1";2;2;"5.65731437708466E-5";2;0;2;0;"0";"0";0;"nucleolus, mitochondrion, cytosol";9,87654320987654e-05
"1290";1290;"Q1KMD3";"Q1KMD3";"HNRL2_HUMAN";"Heterogeneous nuclear ribonucleoprotein U-like protein 2";"HNRNPUL2";6;9;"2.21180544019756E-4";6;0;9;0;"4.44600263929774E-4";"0";0;"nucleus";0,000444444444444444
"1296";1296;"Q2KHM9";"Q2KHM9-1";"K0753_HUMAN";"Uncharacterized protein KIAA0753";"KIAA0753";2;2;"3.7968945509079E-5";2;0;2;0;"0";"0";0;"cytoplasm, centrosome";9,87654320987654e-05
"1297";1297;"Q2M2I5";"Q2M2I5";"K1C24_HUMAN";"Keratin, type I cytoskeletal 24";"KRT24";1;1;"3.90882998481194E-5";0;1;0;1;"0";"1.65707898665092E-4";23;"intermediate filament, cytoplasm, intermediate filament cytoskeleton";4,93827160493827e-05
"1299";1299;"Q2M3G4";"Q2M3G4-1";"SHRM1_HUMAN";"Protein Shroom1";"SHROOM1";3;5;"1.0773465465751E-4";3;0;5;0;"0";"0";0;"myosin II complex, cytoplasm, microtubule";0,000246913580246914
"1300";1300;"Q2NKQ1";"Q2NKQ1-4";"SGSM1_HUMAN";"Small G protein signaling modulator 1";"SGSM1";1;1;"1.04857082945752E-4";0;1;0;1;"0";"0";13;"Golgi apparatus";4,93827160493827e-05
"1301";1301;"Q2NKQ1";"Q2NKQ1-1";"SGSM1_HUMAN";"Small G protein signaling modulator 1";"SGSM1";1;1;"1.03943295730538E-4";1;0;1;0;"0";"0";11;"Golgi apparatus";4,93827160493827e-05
"1302";1302;"Q2Q1W2";"Q2Q1W2";"LIN41_HUMAN";"E3 ubiquitin-protein ligase TRIM71";"TRIM71";1;1;"3.17246287217276E-5";1;0;1;0;"6.37704295613558E-5";"0";1;"cytoplasmic mRNA processing body";4,93827160493827e-05
"1303";1303;"Q2TAC6";"Q2TAC6-1";"KIF19_HUMAN";"Kinesin-like protein KIF19";"KIF19";4;5;"9.1973873515229E-5";3;2;3;2;"0";"0";0;"cilium, microtubule, cytoplasm, kinesin complex";0,000246913580246914
"1304";1304;"Q2TAY7";"Q2TAY7";"SMU1_HUMAN";"WD40 repeat-containing protein SMU1";"SMU1";2;2;"7.1571092216919E-5";2;0;2;0;"1.43866752070843E-4";"0";0;"nucleus, cytoplasm";9,87654320987654e-05
"1305";1305;"Q2V2M9";"Q2V2M9-1";"FHOD3_HUMAN";"FH1/FH2 domain-containing protein 3";"FHOD3";2;2;"2.5819950989648E-5";2;0;2;0;"0";"0";0;"cytoplasm, nucleolus, striated muscle thin filament, Z disc";9,87654320987654e-05
"1311";1311;"Q32MZ4";"Q32MZ4-3";"LRRF1_HUMAN";"Leucine-rich repeat flightless-interacting protein 1";"LRRFIP1";1;1;"1.59041950588463E-4";0;1;0;1;"0";"0";12;"cytosol, cytoskeleton, nucleus";4,93827160493827e-05
"1312";1312;"Q32MZ4";"Q32MZ4-1,Q32MZ4-2";"LRRF1_HUMAN";"Leucine-rich repeat flightless-interacting protein 1";"LRRFIP1";1;1;"7.95209752942314E-5";0;1;0;1;"0";"0";12;"cytosol, cytoskeleton, nucleus";4,93827160493827e-05
"1313";1313;"Q38SD2";"Q38SD2-1";"LRRK1_HUMAN";"Leucine-rich repeat serine/threonine-protein kinase 1";"LRRK1";2;2;"1.82213252145307E-5";2;0;2;0;"0";"0";0;"mitochondrion";9,87654320987654e-05
"1314";1314;"Q3KQU3";"Q3KQU3-4";"MA7D1_HUMAN";"MAP7 domain-containing protein 1";"MAP7D1";2;2;"4.36575152286319E-5";2;0;2;0;"0";"0";0;"spindle, cytoplasm, microtubule";9,87654320987654e-05
"1315";1315;"Q3L8U1";"Q3L8U1-2";"CHD9_HUMAN";"Chromodomain-helicase-DNA-binding protein 9";"CHD9";3;3;"2.44423097365882E-5";3;0;3;0;"0";"0";2;"nucleoplasm, cytoplasm";0,000148148148148148
"1322";1322;"Q49AA0";"Q49AA0";"ZN642_HUMAN";"Zinc finger protein 642";"ZNF642";2;2;"6.98022249187822E-5";2;0;2;0;"1.40311109909396E-4";"0";0;"nucleus";9,87654320987654e-05
"1323";1323;"Q49MI3";"Q49MI3-1";"CERKL_HUMAN";"Ceramide kinase-like protein";"CERKL";2;2;"6.5799229941361E-5";2;0;2;0;"0";"0";0;"Golgi apparatus, nucleolus, endoplasmic reticulum";9,87654320987654e-05
"1324";1324;"Q4AC94";"Q4AC94-3";"C2CD3_HUMAN";"C2 domain-containing protein 3";"C2CD3";2;2;"1.56038972831617E-5";2;0;2;0;"0";"0";0;"centriole, cell projection";9,87654320987654e-05
"1325";1325;"Q4AC94";"Q4AC94-5";"C2CD3_HUMAN";"C2 domain-containing protein 3";"C2CD3";2;2;"1.56038972831617E-5";2;0;2;0;"0";"0";0;"centriole, cell projection";9,87654320987654e-05
"1327";1327;"Q4G0X9";"Q4G0X9-3";"CCD40_HUMAN";"Coiled-coil domain-containing protein 40";"CCDC40";2;2;"3.21505869590888E-5";0;2;0;2;"0";"0";0;"cytoplasm, cilium";9,87654320987654e-05
"1328";1328;"Q4G0X9";"Q4G0X9-5";"CCD40_HUMAN";"Coiled-coil domain-containing protein 40";"CCDC40";2;2;"3.21505869590888E-5";2;0;2;0;"0";"0";0;"cytoplasm, cilium";9,87654320987654e-05
"1332";1332;"Q4LE39";"Q4LE39-3";"ARI4B_HUMAN";"AT-rich interactive domain-containing protein 4B";"ARID4B";3;3;"4.19771001988713E-5";3;0;3;0;"0";"0";0;"cytoplasm, nucleus";0,000148148148148148
"1334";1334;"Q52LJ0";"Q52LJ0";"FA98B_HUMAN";"Protein FAM98B";"FAM98B";3;5;"2.78151290206662E-4";2;2;2;3;"2.23647405491947E-4";"6.98196730861095E-4";0;"tRNA-splicing ligase complex";0,000246913580246914
"1335";1335;"Q53EL6";"Q53EL6";"PDCD4_HUMAN";"Programmed cell death protein 4";"PDCD4";2;2;"7.82856509750094E-5";0;2;0;2;"0";"3.27512325777059E-4";0;"cytosol, nucleus";9,87654320987654e-05
"1336";1336;"Q53TQ3";"Q53TQ3-2";"IN80D_HUMAN";"INO80 complex subunit D";"INO80D";2;2;"4.18177338351702E-5";2;0;2;0;"0";"0";0;"nucleus";9,87654320987654e-05
"1337";1337;"Q562F6";"Q562F6-2";"SGOL2_HUMAN";"Shugoshin-like 2";"SGOL2";5;5;"7.25612061408684E-5";3;2;3;2;"0";"0";0;"condensed chromosome kinetochore, cytosol, mitotic cohesin complex, chromosome, centromeric region, nucleus";0,000246913580246914
"1338";1338;"Q56UN5";"Q56UN5-3";"M3K19_HUMAN";"Mitogen-activated protein kinase kinase kinase 19";"MAP3K19";4;4;"5.52951360049389E-5";0;4;0;4;"0";"0";0;"cytoplasm";0,000197530864197531
"1339";1339;"Q58A45";"Q58A45-4";"PAN3_HUMAN";"PAB-dependent poly(A)-specific ribonuclease subunit 3";"PAN3";2;2;"4.13934276294018E-5";2;0;2;0;"0";"0";0;"PAN complex, centrosome, cytosol, cytoplasmic mRNA processing body";9,87654320987654e-05
"1340";1340;"Q58FF6";"Q58FF6";"H90B4_HUMAN";"Putative heat shock protein HSP 90-beta 4";"HSP90AB4P";2;2;"8.39161081904456E-5";0;2;0;2;"0";"3.53488952311799E-4";13;"cytoplasm";9,87654320987654e-05
"1341";1341;"Q58FF7";"Q58FF7";"H90B3_HUMAN";"Putative heat shock protein HSP 90-beta-3";"HSP90AB3P";3;3;"1.23864733195083E-4";1;2;1;2;"8.72712284349768E-5";"3.25208226450902E-4";24;"cytoplasm";0,000148148148148148
"1342";1342;"Q58FF8";"Q58FF8";"H90B2_HUMAN";"Putative heat shock protein HSP 90-beta 2";"HSP90AB2P";1;1;"6.33001392256632E-5";1;0;1;0;"1.20756422665166E-4";"0";20;"cytoplasm";4,93827160493827e-05
"1343";1343;"Q5C9Z4";"Q5C9Z4";"NOM1_HUMAN";"Nucleolar MIF4G domain-containing protein 1";"NOM1";2;2;"4.26929887293947E-5";0;2;0;2;"0";"1.78608466034234E-4";0;"nucleolus";9,87654320987654e-05
"1344";1344;"Q5D862";"Q5D862";"FILA2_HUMAN";"Filaggrin-2";"FLG2";2;2;"1.53559056073942E-5";0;2;0;2;"0";"6.42422755288335E-5";0;"cytoplasm";9,87654320987654e-05
"1345";1345;"Q5F1R6";"Q5F1R6-2";"DJC21_HUMAN";"DnaJ homolog subfamily C member 21";"DNAJC21";2;2;"6.91449534977014E-5";0;2;0;2;"0";"0";0;"ribosome";9,87654320987654e-05
"1346";1346;"Q5FWF5";"Q5FWF5-2";"ESCO1_HUMAN";"N-acetyltransferase ESCO1";"ESCO1";2;3;"6.55642326915704E-5";2;0;3;0;"0";"0";0;"chromatin, nucleoplasm";0,000148148148148148
"1347";1347;"Q5GLZ8";"Q5GLZ8-1,Q5GLZ8-2,Q5GLZ8-3";"HERC4_HUMAN";"Probable E3 ubiquitin-protein ligase HERC4";"HERC4";2;2;"1.15786724400124E-5";0;2;0;2;"0";"0";0;"nucleus, cytoplasm, cytosol";9,87654320987654e-05
"1349";1349;"Q5H9R7";"Q5H9R7-1";"PP6R3_HUMAN";"Serine/threonine-protein phosphatase 6 regulatory subunit 3";"PPP6R3";1;1;"4.20572397563338E-5";1;0;1;0;"0";"0";2;"nucleus, cytoplasm";4,93827160493827e-05
"1350";1350;"Q5H9R7";"Q5H9R7-4";"PP6R3_HUMAN";"Serine/threonine-protein phosphatase 6 regulatory subunit 3";"PPP6R3";1;1;"4.20572397563338E-5";1;0;1;0;"0";"0";2;"nucleus, cytoplasm";4,93827160493827e-05
"1353";1353;"Q5JU85";"Q5JU85-3";"IQEC2_HUMAN";"IQ motif and SEC7 domain-containing protein 2";"IQSEC2";1;1;"3.10520723167113E-5";0;1;0;1;"0";"0";3;"cytoplasm, cell junction, nucleus";4,93827160493827e-05
"1354";1354;"Q5JU85";"Q5JU85-2";"IQEC2_HUMAN";"IQ motif and SEC7 domain-containing protein 2";"IQSEC2";1;1;"3.10520723167113E-5";1;0;1;0;"0";"0";3;"cytoplasm, cell junction, nucleus";4,93827160493827e-05
"1355";1355;"Q5JVG8";"Q5JVG8-1,Q5JVG8-2";"ZN506_HUMAN";"Zinc finger protein 506";"ZNF506";2;2;"4.13468134090984E-5";2;0;2;0;"0";"0";0;"nucleolus";9,87654320987654e-05
"1358";1358;"Q5M775";"Q5M775-1,Q5M775-2,Q5M775-3,Q5M775-4,Q5M775-5";"CYTSB_HUMAN";"Cytospin-B";"SPECC1";2;2;"6.87564987027705E-6";2;0;2;0;"0";"0";0;"nucleus";9,87654320987654e-05
"1359";1359;"Q5SRE5";"Q5SRE5-1";"NU188_HUMAN";"Nucleoporin NUP188 homolog";"NUP188";2;2;"2.09925502042764E-5";2;0;2;0;"0";"0";0;"nuclear envelope, nuclear pore";9,87654320987654e-05
"1360";1360;"Q5SW24";"Q5SW24-4";"DACT2_HUMAN";"Dapper homolog 2";"DACT2";1;1;"2.37183270718859E-5";0;1;0;1;"0";"0";0;"mitochondrion";4,93827160493827e-05
"1362";1362;"Q5T011";"Q5T011-1";"SZT2_HUMAN";"Protein SZT2";"SZT2";3;3;"1.60471898196151E-5";3;0;3;0;"0";"0";0;"peroxisome";0,000148148148148148
"1363";1363;"Q5T0J7";"Q5T0J7-1,Q5T0J7-2,Q5T0J7-3";"TEX35_HUMAN";"Testis-expressed sequence 35 protein";"Tex35";2;2;"5.25264239016873E-5";2;0;2;0;"0";"0";0;"nucleus, microtubule cytoskeleton";9,87654320987654e-05
"1364";1364;"Q5T1M5";"Q5T1M5-1";"FKB15_HUMAN";"FK506-binding protein 15";"FKBP15";2;2;"4.01596612603548E-5";0;2;0;2;"0";"0";1;"growth cone, actin filament, early endosome, axon";9,87654320987654e-05
"1365";1365;"Q5T1M5";"Q5T1M5-2";"FKB15_HUMAN";"FK506-binding protein 15";"FKBP15";1;1;"2.00798306301774E-5";0;1;0;1;"0";"0";1;"growth cone, actin filament, early endosome, axon";4,93827160493827e-05
"1371";1371;"Q5T5Y3";"Q5T5Y3-1";"CAMP1_HUMAN";"Calmodulin-regulated spectrin-associated protein 1";"CAMSAP1";1;1;"2.29188329009235E-5";0;1;0;1;"0";"0";2;"cytoplasm, microtubule";4,93827160493827e-05
"1372";1372;"Q5T5Y3";"Q5T5Y3-2";"CAMP1_HUMAN";"Calmodulin-regulated spectrin-associated protein 1";"CAMSAP1";1;1;"2.29188329009235E-5";0;1;0;1;"0";"0";2;"cytoplasm, microtubule";4,93827160493827e-05
"1374";1374;"Q5T6S3";"Q5T6S3-2";"PHF19_HUMAN";"PHD finger protein 19";"PHF19";2;6;"1.89910191244549E-4";0;2;0;6;"0";"0";0;"ESC/E(Z) complex";0,000296296296296296
"1378";1378;"Q5TA45";"Q5TA45-3";"INT11_HUMAN";"Integrator complex subunit 11";"CPSF3L";2;2;"1.01988806409109E-4";0;2;0;2;"0";"0";2;"cytoplasm, blood microparticle, nucleus";9,87654320987654e-05
"1379";1379;"Q5TA45";"Q5TA45-1";"INT11_HUMAN";"Integrator complex subunit 11";"CPSF3L";1;1;"5.09944032045547E-5";1;0;1;0;"0";"0";2;"cytoplasm, blood microparticle, nucleus";4,93827160493827e-05
"1381";1381;"Q5TBA9";"Q5TBA9";"FRY_HUMAN";"Protein furry homolog";"FRY";4;5;"3.04646285324257E-5";4;0;5;0;"6.12376732594943E-5";"0";0;"microtubule organizing center, spindle pole, cytoplasm";0,000246913580246914
"1386";1386;"Q5UIP0";"Q5UIP0-2";"RIF1_HUMAN";"Telomere-associated protein RIF1";"RIF1";2;2;"1.48527387974431E-5";2;0;2;0;"0";"0";0;"spindle, male pronucleus, chromosome, telomeric region, female pronucleus, cytoplasm";9,87654320987654e-05
"1388";1388;"Q5VST9";"Q5VST9-3";"OBSCN_HUMAN";"Obscurin";"OBSCN";3;5;"1.24059600011081E-5";2;2;2;3;"0";"0";1;"Z disc, cytosol, M band";0,000246913580246914
"1389";1389;"Q5VST9";"Q5VST9-2";"OBSCN_HUMAN";"Obscurin";"OBSCN";5;5;"1.81658700016226E-5";4;1;4;1;"0";"0";5;"Z disc, cytosol, M band";0,000246913580246914
"1390";1390;"Q5VST9";"Q5VST9-6";"OBSCN_HUMAN";"Obscurin";"OBSCN";3;3;"1.08995220009735E-5";3;0;3;0;"0";"0";5;"Z disc, cytosol, M band";0,000148148148148148
"1391";1391;"Q5VT06";"Q5VT06";"CE350_HUMAN";"Centrosome-associated protein 350";"CEP350";3;3;"1.76688981266985E-5";0;3;0;3;"0";"7.39188069246588E-5";0;"cytoplasm, centrosome, nucleus, spindle";0,000148148148148148
"1392";1392;"Q5VTR2";"Q5VTR2";"BRE1A_HUMAN";"E3 ubiquitin-protein ligase BRE1A";"RNF20";2;5;"9.41435136084088E-5";0;2;0;5;"0";"3.93854566126772E-4";0;"HULC complex, nucleolus";0,000246913580246914
"1393";1393;"Q5VU43";"Q5VU43-4";"MYOME_HUMAN";"Myomegalin";"PDE4DIP";1;1;"1.04336374843079E-5";1;0;1;0;"0";"0";1;"nucleus, Golgi apparatus, centrosome, myofibril";4,93827160493827e-05
"1394";1394;"Q5VU43";"Q5VU43-3";"MYOME_HUMAN";"Myomegalin";"PDE4DIP";2;2;"2.08672749686158E-5";2;0;2;0;"0";"0";1;"nucleus, Golgi apparatus, centrosome, myofibril";9,87654320987654e-05
"1400";1400;"Q63HN8";"Q63HN8-4";"RN213_HUMAN";"E3 ubiquitin-protein ligase RNF213";"RNF213";3;4;"1.41025428489646E-5";0;3;0;4;"0";"0";0;"cytoplasm";0,000197530864197531
"1401";1401;"Q63HN8";"Q63HN8-3";"RN213_HUMAN";"E3 ubiquitin-protein ligase RNF213";"RNF213";5;5;"1.76281785612058E-5";5;0;5;0;"0";"0";0;"cytoplasm";0,000246913580246914
"1403";1403;"Q66K74";"Q66K74";"MAP1S_HUMAN";"Microtubule-associated protein 1S";"MAP1S";2;2;"3.46704157764678E-5";0;2;0;2;"0";"1.45045590924873E-4";0;"perinuclear region of cytoplasm, spindle, microtubule, nucleus, synapse, cytosol, dendrite, neuronal cell body";9,87654320987654e-05
"1405";1405;"Q66LE6";"Q66LE6";"2ABD_HUMAN";"Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform";"PPP2R2D";2;2;"8.1050707080087E-5";0;2;0;2;"0";"3.39080090042916E-4";0;"cytoplasm, protein phosphatase type 2A complex";9,87654320987654e-05
"1406";1406;"Q68CJ6";"Q68CJ6";"SLIP_HUMAN";"Nuclear GTPase SLIP-GC";"NUGGC";2;2;"4.61255908382907E-5";0;2;0;2;"0";"1.92968945715378E-4";0;"nucleus";9,87654320987654e-05
"1407";1407;"Q68CP9";"Q68CP9-3";"ARID2_HUMAN";"AT-rich interactive domain-containing protein 2";"ARID2";2;2;"2.00087031647299E-5";2;0;2;0;"0";"0";0;"nucleus";9,87654320987654e-05
