"";"protein.acs";"X.1";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5134.1.id.csv";"peptide.count.P5134.2.id.csv";"spectra.count.P5134.1.id.csv";"spectra.count.P5134.2.id.csv";"dNSAF.P5134.1.id.csv";"dNSAF.P5134.2.id.csv";"Go.Cc";"norm.sc";"Go.Mf"
"351";"P35579";556;556;"P35579-2";"MYH9_HUMAN";"Myosin-9";"MYH9";1;1;3,37203089466942e-05;1;0;1;0;NA;NA;"neuromuscular junction, uropod, cleavage furrow, nucleus, immunological synapse, extracellular vesicular exosome, plasma membrane, actomyosin, stress fiber, actin cytoskeleton, cytoplasm, cell leading edge, myosin II filament, cell-cell adherens junction, myosin II complex, protein complex, spindle, actomyosin contractile ring, cytosol, cortical cytoskeleton, ruffle";7,25900116144019e-05;"ATP binding, motor activity, ADP binding, protein binding, protein homodimerization activity, microfilament motor activity, actin filament binding, poly(A) RNA binding, actin-dependent ATPase activity, actin binding, ATPase activity, protein anchor"
"352";"P35580";558;558;"P35580-3";"MYH10_HUMAN";"Myosin-10";"MYH10";2;2;3,91041044818635e-05;0;2;0;2;NA;NA;"midbody, stress fiber, actomyosin, plasma membrane, cleavage furrow, myosin II complex, lamellipodium, dendritic spine, cytoplasm, spindle, myosin II filament, neuromuscular junction, cell cortex, growth cone, axon, myosin complex, neuronal cell body, nucleus";0,000145180023228804;"ADP binding, actin binding, protein binding, motor activity, actin-dependent ATPase activity, ATP binding, actin filament binding, microfilament motor activity"
"353";"P35613";561;561;"P35613-1,P35613-2";"BASI_HUMAN";"Basigin";"BSG";1;1;0,000625474500336157;1;0;1;0;NA;NA;"integral component of plasma membrane, Golgi membrane, acrosomal membrane, extracellular vesicular exosome, sarcolemma, mitochondrion, membrane raft, plasma membrane, melanosome";7,25900116144019e-05;"protein binding, mannose binding"
"354";"P35613";560;560;"P35613-4";"BASI_HUMAN";"Basigin";"BSG";1;1;0,00125094900067231;0;1;0;1;NA;NA;"integral component of plasma membrane, Golgi membrane, acrosomal membrane, extracellular vesicular exosome, sarcolemma, mitochondrion, membrane raft, plasma membrane, melanosome";7,25900116144019e-05;"protein binding, mannose binding"
"355";"P35613";559;559;"P35613-3";"BASI_HUMAN";"Basigin";"BSG";1;2;0,00243041520130621;1;1;1;1;NA;NA;"integral component of plasma membrane, Golgi membrane, acrosomal membrane, extracellular vesicular exosome, sarcolemma, mitochondrion, membrane raft, plasma membrane, melanosome";0,000145180023228804;"protein binding, mannose binding"
"356";"P35908";568;568;"P35908";"K22E_HUMAN";"Keratin, type II cytoskeletal 2 epidermal";"KRT2";21;67;0,00369429336900169;21;19;37;30;0,00553715751747947;0,00445193148215703;"intermediate filament, Golgi apparatus, extracellular space, intermediate filament cytoskeleton, nucleus, cytoplasm, extracellular vesicular exosome, keratin filament";0,00486353077816492;"structural constituent of cytoskeleton"
"357";"P36382";570;570;"P36382";"CXA5_HUMAN";"Gap junction alpha-5 protein";"GJA5";1;1;7,68739609351701e-05;NA;1;NA;1;NA;0,000205751792672529;"gap junction, cell projection, connexon complex, intercalated disc, integral component of plasma membrane";7,25900116144019e-05;"gap junction channel activity involved in cardiac conduction electrical coupling, gap junction channel activity involved in AV node cell-bundle of His cell electrical coupling, gap junction hemi-channel activity"
"358";"P36542";572;572;"P36542-1,P36542-2";"ATPG_HUMAN";"ATP synthase subunit gamma, mitochondrial";"ATP5C1";7;13;0,000600287607705171;7;6;7;6;NA;NA;"mitochondrial matrix, mitochondrial inner membrane, mitochondrial proton-transporting ATP synthase complex, mitochondrion, mitochondrial proton-transporting ATP synthase complex, catalytic core F(1), extracellular vesicular exosome";0,000943670150987224;"proton-transporting ATP synthase activity, rotational mechanism, proton-transporting ATPase activity, rotational mechanism, poly(A) RNA binding, transmembrane transporter activity"
"359";"P36578";573;573;"P36578";"RL4_HUMAN";"60S ribosomal protein L4";"RPL4";7;10;0,000644517049526719;4;6;4;6;0,000703844325441153;0,00103502306946274;"extracellular vesicular exosome, cytosol, ribonucleoprotein complex, nucleus, cytoplasm, nucleolus, cytosolic large ribosomal subunit";0,000725900116144019;"structural constituent of ribosome, RNA binding, poly(A) RNA binding, protein binding"
"360";"P36957";575;575;"P36957";"ODO2_HUMAN";"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial";"DLST";3;5;0,000303762450494381;2;3;2;3;0,000331723539694671;0,000487808885938842;"mitochondrial matrix, nucleus, oxoglutarate dehydrogenase complex, extracellular vesicular exosome";0,000362950058072009;"dihydrolipoyllysine-residue succinyltransferase activity"
"361";"P37108";576;576;"P37108";"SRP14_HUMAN";"Signal recognition particle 14 kDa protein";"SRP14";1;1;0,00020235939716758;NA;1;NA;1;NA;0,000541611336593862;"nucleus, extracellular vesicular exosome, cytoplasm, nucleolus, cytosol, intercellular bridge, signal recognition particle, endoplasmic reticulum targeting";7,25900116144019e-05;"7S RNA binding, endoplasmic reticulum signal peptide binding, RNA binding, poly(A) RNA binding, protein binding"
"362";"P37802";578;578;"P37802";"TAGL2_HUMAN";"Transgelin-2";"TAGLN2";1;1;0,00013829586942106;NA;1;NA;1;NA;0,000370146441089272;"extracellular vesicular exosome";7,25900116144019e-05;"protein binding"
"363";"P38159";579;579;"P38159-1";"RBMX_HUMAN";"RNA-binding motif protein, X chromosome";"RBMX";1;4;0,00129510014187251;1;1;2;2;NA;NA;"nucleus, extracellular vesicular exosome, nuclear euchromatin, membrane, supraspliceosomal complex, ribonucleoprotein complex, catalytic step 2 spliceosome, extracellular space, nucleoplasm";0,000290360046457607;"nucleotide binding, protein binding, RNA binding, core promoter binding, mRNA binding, poly(A) RNA binding, single-stranded RNA binding, chromatin binding"
"364";"P38159";580;580;"P38159-2";"RBMX_HUMAN";"RNA-binding motif protein, X chromosome";"RBMX";1;1;0,000323775035468128;0;1;0;1;NA;NA;"nucleus, extracellular vesicular exosome, nuclear euchromatin, membrane, supraspliceosomal complex, ribonucleoprotein complex, catalytic step 2 spliceosome, extracellular space, nucleoplasm";7,25900116144019e-05;"nucleotide binding, protein binding, RNA binding, core promoter binding, mRNA binding, poly(A) RNA binding, single-stranded RNA binding, chromatin binding"
"365";"P38606";581;581;"P38606";"VATA_HUMAN";"V-type proton ATPase catalytic subunit A";"ATP6V1A";4;5;0,000223021701902682;2;3;2;3;0,0002435506701486;0,000358148177196589;"mitochondrion, lysosomal membrane, proton-transporting V-type ATPase, V1 domain, apical plasma membrane, proton-transporting two-sector ATPase complex, integral component of plasma membrane, cytosol, plasma membrane, microvillus, extracellular vesicular exosome";0,000362950058072009;"ATP binding, proton-transporting ATPase activity, rotational mechanism"
"366";"P38646";582;582;"P38646";"GRP75_HUMAN";"Stress-70 protein, mitochondrial";"HSPA9";15;42;0,00172005487592443;14;14;21;21;0,00237321670776078;0,00227811778691026;"mitochondrion, nucleolus, cytoplasm, mitochondrial nucleoid, extracellular vesicular exosome";0,00304878048780488;"ATP binding, poly(A) RNA binding, protein binding, unfolded protein binding"
"367";"P39019";584;584;"P39019";"RS19_HUMAN";"40S ribosomal protein S19";"RPS19";7;17;0,00322658569828583;7;6;8;9;0,00414540037190858;0,00457194673097163;"nucleolus, extracellular vesicular exosome, cytoplasm, cytosol, cytosolic small ribosomal subunit, ribosome";0,00123403019744483;"structural constituent of ribosome, fibroblast growth factor binding, protein homodimerization activity, protein binding, protein kinase binding, poly(A) RNA binding"
"368";"P39023";585;585;"P39023";"RL3_HUMAN";"60S ribosomal protein L3";"RPL3";15;33;0,00245241512597137;12;11;16;17;0,00335592275765552;0,00327983220208094;"cytosol, cytoplasm, extracellular vesicular exosome, cytosolic large ribosomal subunit, nucleolus, nucleus";0,00239547038327526;"RNA binding, poly(A) RNA binding, structural constituent of ribosome"
"369";"P40227";591;591;"P40227";"TCPZ_HUMAN";"T-complex protein 1 subunit zeta";"CCT6A";13;30;0,00155485186524242;12;9;18;12;0,00254696209290994;0,00166461337348622;"acrosomal vesicle, microtubule, extracellular vesicular exosome, zona pellucida receptor complex, chaperonin-containing T-complex, cytoplasm, cytosol, cell body";0,00217770034843206;"unfolded protein binding, poly(A) RNA binding, ATP binding"
"370";"P40926";593;593;"P40926";"MDHM_HUMAN";"Malate dehydrogenase, mitochondrial";"MDH2";19;69;0,00561816740538631;18;18;36;33;0,00800258503748625;0,00719157301370785;"nucleus, extracellular vesicular exosome, plasma membrane, mitochondrial inner membrane, mitochondrial matrix, mitochondrion";0,00500871080139373;"malate dehydrogenase (NADP+) activity, poly(A) RNA binding, oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor, L-malate dehydrogenase activity"
"371";"P41091";596;596;"P41091";"IF2G_HUMAN";"Eukaryotic translation initiation factor 2 subunit 3";"EIF2S3";6;14;0,000816297229252273;6;5;7;7;0,0011142959156481;0,00109240252635033;"cytosol, extracellular vesicular exosome";0,00101626016260163;"protein binding, GTPase activity, translation initiation factor activity, GTP binding, translation factor activity, nucleic acid binding"
"372";"P41180";597;597;"P41180-2";"CASR_HUMAN";"Extracellular calcium-sensing receptor";"CASR";3;3;7,65887143268764e-05;NA;3;NA;3;NA;NA;"plasma membrane, integral component of plasma membrane";0,000217770034843206;"G-protein coupled receptor activity, phosphatidylinositol phospholipase C activity, protein binding"
"373";"P41252";599;599;"P41252";"SYIC_HUMAN";"Isoleucine--tRNA ligase, cytoplasmic";"IARS";13;23;0,000501569092187156;11;9;13;10;0,000773977783384279;0,00058366990314394;"cytoplasm, cytosol, extracellular vesicular exosome, membrane";0,00166957026713124;"aminoacyl-tRNA editing activity, ATP binding, protein binding, isoleucine-tRNA ligase activity"
"374";"P42081";600;600;"P42081-1,P42081-3";"CD86_HUMAN";"T-lymphocyte activation antigen CD86";"CD86";6;11;0,000613433957776495;5;5;5;6;NA;NA;"plasma membrane, extracellular vesicular exosome, intracellular membrane-bounded organelle, integral component of membrane, external side of plasma membrane";0,00079849012775842;"protein binding, coreceptor activity, receptor activity"
"375";"P42126";601;601;"P42126-1,P42126-2";"ECI1_HUMAN";"Enoyl-CoA delta isomerase 1, mitochondrial";"ECI1";3;4;0,000182257470296629;2;2;2;2;NA;NA;"mitochondrion, extracellular vesicular exosome, mitochondrial matrix, mitochondrial inner membrane";0,000290360046457607;"dodecenoyl-CoA delta-isomerase activity, intramolecular oxidoreductase activity"
"376";"P42765";609;609;"P42765";"THIM_HUMAN";"3-ketoacyl-CoA thiolase, mitochondrial";"ACAA2";8;12;0,000831865330421892;5;6;6;6;0,00113554733109587;0,00111323639964884;"extracellular vesicular exosome, mitochondrial inner membrane, mitochondrion";0,000871080139372822;"poly(A) RNA binding, acetyl-CoA C-acyltransferase activity, protein binding"
"377";"P43007";611;611;"P43007-1,P43007-2";"SATT_HUMAN";"Neutral amino acid transporter A";"SLC1A4";1;1;2,58654868560065e-05;NA;1;NA;1;NA;NA;"plasma membrane, neuronal cell body, intermediate filament, integral component of plasma membrane, microtubule organizing center, melanosome, integral component of membrane, extracellular vesicular exosome, centrosome, dendrite";7,25900116144019e-05;"L-proline transmembrane transporter activity, sodium:dicarboxylate symporter activity, L-hydroxyproline transmembrane transporter activity, L-serine transmembrane transporter activity, L-cystine transmembrane transporter activity, L-threonine transmembrane transporter activity, chloride channel activity, L-alanine transmembrane transporter activity, L-glutamine transmembrane transporter activity"
"378";"P43115";612;612;"P43115-7";"PE2R3_HUMAN";"Prostaglandin E2 receptor EP3 subtype";"PTGER3";2;2;0,000141132707768159;NA;2;NA;2;NA;NA;"integral component of membrane, plasma membrane, nuclear envelope, integral component of plasma membrane";0,000145180023228804;"ligand-activated sequence-specific DNA binding RNA polymerase II transcription factor activity, prostaglandin E receptor activity"
"379";"P43146";614;614;"P43146";"DCC_HUMAN";"Netrin receptor DCC";"DCC";4;4;7,60770643117924e-05;4;NA;4;NA;0,000207699742199981;NA;"axon, plasma membrane, cytosol, integral component of membrane, growth cone membrane, membrane raft";0,000290360046457607;"netrin receptor activity, protein binding, transcription coactivator activity, transmembrane signaling receptor activity"
"380";"P46020";619;619;"P46020-3";"KPB1_HUMAN";"Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform";"PHKA1";2;2;4,50055241452018e-05;NA;2;NA;2;NA;NA;"cytosol, plasma membrane";0,000145180023228804;"hydrolase activity, hydrolyzing O-glycosyl compounds, phosphorylase kinase activity"
"381";"P46777";626;626;"P46777";"RL5_HUMAN";"60S ribosomal protein L5";"RPL5";8;22;0,00203858355665118;7;8;10;12;0,00252981083302502;0,00297612694047536;"ribonucleoprotein complex, nucleolus, cytosol, cytoplasm, extracellular vesicular exosome, nucleus, cytosolic large ribosomal subunit";0,00159698025551684;"5S rRNA binding, structural constituent of ribosome, protein binding, poly(A) RNA binding, RNA binding"
"382";"P46779";628;628;"P46779-1";"RL28_HUMAN";"60S ribosomal protein L28";"RPL28";4;6;0,00120529392765508;3;3;3;3;NA;NA;"extracellular vesicular exosome, cytoplasm, cytosol, cytosolic large ribosomal subunit";0,000435540069686411;"protein binding, RNA binding, poly(A) RNA binding, structural constituent of ribosome"
"383";"P46781";629;629;"P46781";"RS9_HUMAN";"40S ribosomal protein S9";"RPS9";9;16;0,00226976313524049;6;7;7;9;0,00271107047518506;0,0034171766803654;"cytosol, cytoplasm, ribonucleoprotein complex, extracellular vesicular exosome, nucleolus, ribosome, nucleus, cytosolic small ribosomal subunit";0,00116144018583043;"rRNA binding, protein binding, structural constituent of ribosome, poly(A) RNA binding, translation regulator activity"
"384";"P46782";630;630;"P46782";"RS5_HUMAN";"40S ribosomal protein S5";"RPS5";8;38;0,0051264380615787;6;8;21;17;0,00773452459096914;0,00613826181473043;"ribonucleoprotein complex, extracellular vesicular exosome, cytosolic small ribosomal subunit, cytosol";0,00275842044134727;"mRNA binding, structural constituent of ribosome, poly(A) RNA binding, RNA binding"
"385";"P46783";631;631;"P46783";"RS10_HUMAN";"40S ribosomal protein S10";"RPS10";8;19;0,0031690708017032;7;7;9;10;0,00409829354950053;0,00446419041071304;"ribosome, extracellular vesicular exosome, cytosol, cytosolic small ribosomal subunit, cytoplasm, nucleolus";0,00137921022067364;"protein binding, poly(A) RNA binding"
"386";"P46940";632;632;"P46940";"IQGA1_HUMAN";"Ras GTPase-activating-like protein IQGAP1";"IQGAP1";12;17;0,000282350589168042;5;10;6;11;0,000272065353316269;0,000488986457178284;"ribonucleoprotein complex, slit diaphragm, midbody, extracellular vesicular exosome, lateral plasma membrane, cytoplasm, nucleus, cell junction, microtubule, actin filament, extrinsic component of cytoplasmic side of plasma membrane, plasma membrane, cell leading edge, neuron projection";0,00123403019744483;"Ras GTPase activator activity, calmodulin binding, GTPase activator activity, protein phosphatase binding, calcium ion binding, protein kinase binding, GTPase inhibitor activity, phosphatidylinositol-3,4,5-trisphosphate binding, protein binding"
"387";"P47756";633;633;"P47756-2";"CAPZB_HUMAN";"F-actin-capping protein subunit beta";"CAPZB";3;3;0,000298060050701707;NA;3;NA;3;NA;NA;"Z disc, membrane, cytoskeleton, intercalated disc, extracellular vesicular exosome, lamellipodium, F-actin capping protein complex, cortical cytoskeleton, actin cytoskeleton, cytosol, acrosomal vesicle, WASH complex";0,000217770034843206;"actin binding"
"388";"P48047";636;636;"P48047";"ATPO_HUMAN";"ATP synthase subunit O, mitochondrial";"ATP5O";6;17;0,0021965020011805;6;4;11;6;0,00388023098192147;0,0020749054021624;"nucleus, extracellular vesicular exosome, mitochondrial proton-transporting ATP synthase complex, mitochondrial inner membrane, plasma membrane, mitochondrion";0,00123403019744483;"proton-transporting ATP synthase activity, rotational mechanism, drug binding, transmembrane transporter activity, transporter activity"
"389";"P48594";639;639;"P48594";"SPB4_HUMAN";"Serpin B4";"SERPINB4";1;1;7,05663538840793e-05;NA;1;NA;1;NA;0,000188869594299398;"cytoplasm, extracellular region, extracellular space, extracellular vesicular exosome";7,25900116144019e-05;"enzyme binding, serine-type endopeptidase inhibitor activity"
"390";"P48634";640;640;"P48634-2";"PRC2A_HUMAN";"Protein PRRC2A";"PRRC2A";2;2;2,55177357578033e-05;NA;2;NA;2;NA;NA;"extracellular vesicular exosome, nucleus, cytoplasm";0,000145180023228804;"poly(A) RNA binding, protein binding"
"391";"P48634";641;641;"P48634-3";"PRC2A_HUMAN";"Protein PRRC2A";"PRRC2A";2;2;2,55177357578033e-05;NA;2;NA;2;NA;NA;"extracellular vesicular exosome, nucleus, cytoplasm";0,000145180023228804;"poly(A) RNA binding, protein binding"
"392";"P48643";642;642;"P48643";"TCPE_HUMAN";"T-complex protein 1 subunit epsilon";"CCT5";19;36;0,0018542255150446;15;15;18;18;0,00255940434237358;0,00245076626983692;"cell body, cytosol, chaperonin-containing T-complex, extracellular vesicular exosome, microtubule, centrosome, nucleolus, zona pellucida receptor complex, cytoplasm";0,00261324041811847;"ATP binding, G-protein beta-subunit binding"
"393";"P48960";645;645;"P48960-1";"CD97_HUMAN";"CD97 antigen";"CD97";1;1;0,000214234379755857;1;0;1;0;NA;NA;"plasma membrane, extracellular vesicular exosome, extracellular space, integral component of plasma membrane";7,25900116144019e-05;"protein binding, transmembrane signaling receptor activity, calcium ion binding, G-protein coupled receptor activity"
"394";"P48960";644;644;"P48960-3";"CD97_HUMAN";"CD97 antigen";"CD97";1;3;0,000642703139267572;1;1;1;2;NA;NA;"plasma membrane, extracellular vesicular exosome, extracellular space, integral component of plasma membrane";0,000217770034843206;"protein binding, transmembrane signaling receptor activity, calcium ion binding, G-protein coupled receptor activity"
"395";"P49207";646;646;"P49207";"RL34_HUMAN";"60S ribosomal protein L34";"RPL34";2;2;0,000470442359227195;2;NA;2;NA;0,00128436549984347;NA;"cytoplasm, cytosol, extracellular vesicular exosome, nucleolus, cytosolic large ribosomal subunit";0,000145180023228804;"structural constituent of ribosome, RNA binding"
"396";"P49327";648;648;"P49327";"FAS_HUMAN";"Fatty acid synthase";"FASN";33;68;0,000745288612109033;27;28;34;34;0,00101736478661436;0,000997375874317012;"glycogen granule, melanosome, cytosol, extracellular vesicular exosome, cytoplasm, membrane, plasma membrane, mitochondrion, Golgi apparatus";0,00493612078977933;"protein binding, drug binding, palmitoyl-[acyl-carrier-protein] hydrolase activity, enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity, 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity, NADPH binding, 3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity, [acyl-carrier-protein] S-acetyltransferase activity, poly(A) RNA binding, fatty acid synthase activity, 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity, [acyl-carrier-protein] S-malonyltransferase activity, zinc ion binding, myristoyl-[acyl-carrier-protein] hydrolase activity, 3-oxoacyl-[acyl-carrier-protein] synthase activity, oleoyl-[acyl-carrier-protein] hydrolase activity, enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) activity"
"397";"P49368";650;650;"P49368-1";"TCPG_HUMAN";"T-complex protein 1 subunit gamma";"CCT3";1;6;0,00220744132962674;1;1;3;3;NA;NA;"cell body, plasma membrane, cytoskeleton, cytosol, zona pellucida receptor complex, extracellular vesicular exosome, chaperonin-containing T-complex, cytoplasm, microtubule";0,000435540069686411;"protein binding, poly(A) RNA binding, ATP binding, unfolded protein binding"
"398";"P49368";649;649;"P49368-2";"TCPG_HUMAN";"T-complex protein 1 subunit gamma";"CCT3";1;1;0,000367906888271124;0;1;0;1;NA;NA;"cell body, plasma membrane, cytoskeleton, cytosol, zona pellucida receptor complex, extracellular vesicular exosome, chaperonin-containing T-complex, cytoplasm, microtubule";7,25900116144019e-05;"protein binding, poly(A) RNA binding, ATP binding, unfolded protein binding"
"399";"P49411";651;651;"P49411";"EFTU_HUMAN";"Elongation factor Tu, mitochondrial";"TUFM";10;20;0,00121773796525624;9;9;9;11;0,00149605848599024;0,00179258973350535;"mitochondrial nucleoid, extracellular vesicular exosome, mitochondrion";0,00145180023228804;"poly(A) RNA binding, translation elongation factor activity, GTP binding, GTPase activity"
"400";"P49458";653;653;"P49458-1,P49458-2";"SRP09_HUMAN";"Signal recognition particle 9 kDa protein";"SRP9";2;5;0,000800025523685782;2;2;3;2;NA;NA;"signal recognition particle, endoplasmic reticulum targeting, extracellular vesicular exosome, signal recognition particle receptor complex, cytosol";0,000362950058072009;"RNA binding, signal recognition particle binding, 7S RNA binding"
"401";"P49720";654;654;"P49720";"PSB3_HUMAN";"Proteasome subunit beta type-3";"PSMB3";2;6;0,000805489112628027;2;2;3;3;0,00109954217181722;0,00107793866014778;"extracellular vesicular exosome, cytoplasm, cytosol, nucleoplasm, actin cytoskeleton, nucleus, mitochondrion, proteasome complex, proteasome core complex, Golgi apparatus";0,000435540069686411;"threonine-type endopeptidase activity, protein binding"
"402";"P49721";655;655;"P49721";"PSB2_HUMAN";"Proteasome subunit beta type-2";"PSMB2";2;4;0,000547679164473451;2;2;2;2;0,000747615738714857;0,00073292678384841;"proteasome core complex, nucleus, proteasome complex, nucleoplasm, cytosol, extracellular vesicular exosome";0,000290360046457607;"protein binding, threonine-type endopeptidase activity"
"403";"P49755";658;658;"P49755";"TMEDA_HUMAN";"Transmembrane emp24 domain-containing protein 10";"TMED10";4;10;0,0012566610965658;4;4;5;5;0,00171541967444847;0,00168171556567957;"Golgi apparatus, endoplasmic reticulum, cis-Golgi network, melanosome, trans-Golgi network transport vesicle, endoplasmic reticulum membrane, transport vesicle membrane, endoplasmic reticulum-Golgi intermediate compartment, extracellular vesicular exosome, endoplasmic reticulum-Golgi intermediate compartment membrane, secretory granule membrane, COPI-coated vesicle, gamma-secretase complex, Golgi membrane, zymogen granule membrane, integral component of membrane, plasma membrane";0,000725900116144019;"protein binding, syntaxin binding"
"404";"P49796";662;662;"P49796-6";"RGS3_HUMAN";"Regulator of G-protein signaling 3";"RGS3";2;2;4,59447045322052e-05;NA;2;NA;2;NA;NA;"cytoplasm, nucleus, plasma membrane, cytosol";0,000145180023228804;"GTPase activator activity"
"405";"P50502";666;666;"P50502";"F10A1_HUMAN";"Hsc70-interacting protein";"ST13";0;0;0;0;0;0;0;NA;0;"cytosol, extracellular vesicular exosome, protein complex, cytoplasm";0;"protein binding, bridging, dATP binding, protein binding"
"406";"P50552";667;667;"P50552";"VASP_HUMAN";"Vasodilator-stimulated phosphoprotein";"VASP";8;17;0,00123119717434591;7;6;9;8;0,00177952219912523;0,00155071877424769;"plasma membrane, extracellular vesicular exosome, filopodium membrane, cytosol, lamellipodium membrane, actin cytoskeleton, tight junction, cytoplasm, focal adhesion";0,00123403019744483;"profilin binding, protein binding"
"407";"P50570";668;668;"P50570-1,P50570-2,P50570-3";"DYN2_HUMAN";"Dynamin-2";"DNM2";2;3;3,16331931204493e-05;NA;2;NA;3;NA;NA;"cytosol, cell junction, Golgi apparatus, postsynaptic density, cytoplasm, plasma membrane, endocytic vesicle membrane, microtubule, midbody, Golgi membrane, postsynaptic membrane, extracellular vesicular exosome";0,000217770034843206;"GTP binding, protein binding, enzyme binding, microtubule binding, GTPase activity"
"408";"P50895";669;669;"P50895";"BCAM_HUMAN";"Basal cell adhesion molecule";"BCAM";16;34;0,00148998384156511;15;12;17;17;0,00203391956941773;0,00199395765956212;"extracellular vesicular exosome, external side of plasma membrane, plasma membrane, integral component of plasma membrane";0,00246806039488966;"laminin binding, transmembrane signaling receptor activity, laminin receptor activity"
"409";"P50914";670;670;"P50914";"RL14_HUMAN";"60S ribosomal protein L14";"RPL14";4;8;0,0010240326703178;3;4;4;4;0,0013978675672715;0,00137040263770726;"cytoplasm, cytosol, extracellular vesicular exosome, cytosolic large ribosomal subunit";0,000580720092915215;"protein binding, structural constituent of ribosome, RNA binding, poly(A) RNA binding"
"410";"P50990";671;671;"P50990";"TCPQ_HUMAN";"T-complex protein 1 subunit theta";"CCT8";25;57;0,00286257307818081;23;21;33;24;0,0045245759077515;0,00322594781504081;"centrosome, microtubule, intermediate filament cytoskeleton, extracellular vesicular exosome, zona pellucida receptor complex, cytosol, cytoplasm, aggresome, cell body, chaperonin-containing T-complex";0,00413763066202091;"ATPase activity, coupled, ATP binding"
"411";"P50991";672;672;"P50991";"TCPD_HUMAN";"T-complex protein 1 subunit delta";"CCT4";18;44;0,00227468481550823;17;16;24;20;0,00342520160599656;0,00273317780247737;"zona pellucida receptor complex, cytoplasm, chaperonin-containing T-complex, microtubule, melanosome, centrosome, nucleus, cytosol, extracellular vesicular exosome, cell body";0,00319396051103368;"poly(A) RNA binding, ATP binding, unfolded protein binding"
"412";"P51532";674;674;"P51532-5";"SMCA4_HUMAN";"Transcription activator BRG1";"SMARCA4";1;1;2,50645519260391e-05;NA;1;NA;1;NA;NA;"npBAF complex, SWI/SNF complex, heterochromatin, nuclear chromatin, nuclear euchromatin, nBAF complex, extracellular space, perichromatin fibrils, protein complex, nucleolus, nucleus";7,25900116144019e-05;"protein binding, p53 binding, DNA-dependent ATPase activity, Tat protein binding, lysine-acetylated histone binding, RNA polymerase II regulatory region sequence-specific DNA binding, protein N-terminus binding, androgen receptor binding, RNA polymerase II transcription coactivator activity, transcription coactivator activity, helicase activity, chromatin binding, ATP binding, transcription corepressor activity"
"413";"P51532";675;675;"P51532-2";"SMCA4_HUMAN";"Transcription activator BRG1";"SMARCA4";2;2;5,01291038520782e-05;NA;2;NA;2;NA;NA;"npBAF complex, SWI/SNF complex, heterochromatin, nuclear chromatin, nuclear euchromatin, nBAF complex, extracellular space, perichromatin fibrils, protein complex, nucleolus, nucleus";0,000145180023228804;"protein binding, p53 binding, DNA-dependent ATPase activity, Tat protein binding, lysine-acetylated histone binding, RNA polymerase II regulatory region sequence-specific DNA binding, protein N-terminus binding, androgen receptor binding, RNA polymerase II transcription coactivator activity, transcription coactivator activity, helicase activity, chromatin binding, ATP binding, transcription corepressor activity"
"414";"P51572";677;677;"P51572-1,P51572-2";"BAP31_HUMAN";"B-cell receptor-associated protein 31";"BCAP31";12;30;0,00167810231797506;11;12;16;14;NA;NA;"endoplasmic reticulum, endoplasmic reticulum-Golgi intermediate compartment membrane, endoplasmic reticulum membrane, lipid particle, integral component of plasma membrane, integral component of lumenal side of endoplasmic reticulum membrane, cytosol, Golgi membrane";0,00217770034843206;"protein binding"
"415";"P51665";679;679;"P51665";"PSMD7_HUMAN";"26S proteasome non-ATPase regulatory subunit 7";"PSMD7";1;1;8,49409815271324e-05;NA;1;NA;1;NA;0,000227343030175201;"nucleoplasm, extracellular vesicular exosome, proteasome complex, proteasome regulatory particle, nucleus, cytosol";7,25900116144019e-05;"protein binding"
"416";"P51809";680;680;"P51809-1,P51809-3";"VAMP7_HUMAN";"Vesicle-associated membrane protein 7";"VAMP7";2;2;0,000125094900067231;NA;2;NA;2;NA;NA;"extracellular vesicular exosome, Golgi apparatus, late endosome membrane, SNARE complex, lysosomal membrane, phagocytic vesicle, perinuclear region of cytoplasm, intracellular membrane-bounded organelle, transport vesicle membrane, cytoplasm, plasma membrane, cell junction, endoplasmic reticulum membrane, apical part of cell, synapse, integral component of membrane, neuron projection, phagocytic vesicle membrane";0,000145180023228804;"SNAP receptor activity, SNARE binding, protein binding"
"417";"P52209";682;682;"P52209";"6PGD_HUMAN";"6-phosphogluconate dehydrogenase, decarboxylating";"PGD";8;21;0,00131051800070433;7;8;11;10;0,00186671755877871;0,00167753739036111;"cytosol, nucleus, extracellular vesicular exosome";0,00152439024390244;"NADP binding, phosphogluconate dehydrogenase (decarboxylating) activity"
