"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5134"	"peptide.count.P5135"	"peptide.count.P5136"	"peptide.count.P5137"	"spectra.count.P5134"	"spectra.count.P5135"	"spectra.count.P5136"	"spectra.count.P5137"	"dNSAF.P5134"	"dNSAF.P5135"	"dNSAF.P5136"	"dNSAF.P5137"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"P54136-1"	"P54136-1"	"SYRC_HUMAN"	"Arginine--tRNA ligase, cytoplasmic"	"RARS"	10	18	0.000570890206054022	4	0	8	0	7	0	11	0	0	0	0	0	0	"arginyl-tRNA aminoacylation"	"aminoacyl-tRNA synthetase multienzyme complex;nucleus;mitochondrion;cytosol"	"arginine binding;tRNA binding;arginine-tRNA ligase activity;ATP binding"
"P54886-1,P54886-2"	"P54886-[1,2]"	"P5CS_HUMAN"	"Delta-1-pyrroline-5-carboxylate synthase"	"ALDH18A1"	3	3	3.94955488465047e-05	3	0	0	0	3	0	0	0	0	0	0	0	0	"citrulline biosynthetic process;proline biosynthetic process;glutamate metabolic process;cellular nitrogen compound metabolic process;L-proline biosynthetic process;ornithine biosynthetic process"	"mitochondrial inner membrane"	"ATP binding;glutamate-5-semialdehyde dehydrogenase activity;glutamate 5-kinase activity"
"P55209"	"P55209"	"NP1L1_HUMAN"	"Nucleosome assembly protein 1-like 1"	"NAP1L1"	3	8	0.000560070659228027	2	0	2	0	4	0	4	0	0.00051349309384117	0	0.00135110010186344	0	4	"nucleosome assembly;DNA replication;positive regulation of cell proliferation"	"melanosome;nucleus"	""
"P60660-1,P60660-2"	"P60660-[1,2]"	"MYL6_HUMAN"	"Myosin light polypeptide 6"	"MYL6"	5	14	0.000970387325963791	5	0	3	0	9	0	5	0	0	0	0	0	0	"skeletal muscle tissue development;muscle filament sliding;axon guidance"	"unconventional myosin complex;cytosol"	"actin-dependent ATPase activity;calcium ion binding;motor activity;structural constituent of muscle"
"P60866-1,P60866-2"	"P60866-[1,2]"	"RS20_HUMAN"	"40S ribosomal protein S20"	"RPS20"	3	14	0.00123133181697926	3	0	3	0	8	0	6	0	0	0	0	0	0	"nuclear-transcribed mRNA catabolic process;translational elongation;viral transcription;translational initiation;translational termination;SRP-dependent cotranslational protein targeting to membrane"	"cytosolic small ribosomal subunit"	"RNA binding;structural constituent of ribosome"
"P60891"	"P60891"	"PRPS1_HUMAN"	"Ribose-phosphate pyrophosphokinase 1"	"PRPS1"	3	11	0.00147450049026951	3	0	3	0	5	0	6	0	0.0015312783056629	0	0.00290720202735868	0	13	"hypoxanthine biosynthetic process;carbohydrate metabolic process;5-phosphoribose 1-diphosphate biosynthetic process;nervous system development;urate biosynthetic process;ribonucleoside monophosphate biosynthetic process;pyrimidine nucleotide biosynthetic process;purine nucleotide biosynthetic process"	"cytosol"	"magnesium ion binding;ribose phosphate diphosphokinase activity;ATP binding;kinase activity"
"P61981"	"P61981"	"1433G_HUMAN"	"14-3-3 protein gamma"	"YWHAG"	3	7	0.000896205171649584	3	0	2	0	5	0	2	0	0.00135570986740233	0	0.000865699091679805	0	11	"G2/M transition of mitotic cell cycle;regulation of neuron differentiation;intrinsic apoptotic signaling pathway;regulation of synaptic plasticity;protein targeting;positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway"	"extracellular vesicular exosome;cytoplasmic vesicle membrane;cytosol"	"protein kinase C inhibitor activity"
"P62314"	"P62314"	"SMD1_HUMAN"	"Small nuclear ribonucleoprotein Sm D1"	"SNRPD1"	3	8	0.00140723636226202	3	0	0	0	8	0	0	0	0.00276085897208109	0	0	0	0	"spliceosomal snRNP assembly;spliceosomal complex assembly;ncRNA metabolic process"	"U12-type spliceosomal complex;small nuclear ribonucleoprotein complex;nucleoplasm;catalytic step 2 spliceosome;cytosol"	"RNA binding"
"P62318"	"P62318"	"SMD3_HUMAN"	"Small nuclear ribonucleoprotein Sm D3"	"SNRPD3"	3	12	0.00199358484653786	3	0	2	0	8	0	4	0	0.00260747791807659	0	0.00279513301496617	0	0	"ncRNA metabolic process;mRNA 3'-end processing;spliceosomal snRNP assembly;termination of RNA polymerase II transcription;histone mRNA metabolic process"	"cytosol;nucleoplasm;U12-type spliceosomal complex;U7 snRNP;catalytic step 2 spliceosome"	"histone pre-mRNA DCP binding"
"P62857"	"P62857"	"RS28_HUMAN"	"40S ribosomal protein S28"	"RPS28"	3	12	0.00364045928498217	3	0	3	0	6	0	6	0	0.00357111106171359	0	0.0076562339105595	0	0	"ribosomal small subunit biogenesis;nuclear-transcribed mRNA catabolic process;translational initiation;SRP-dependent cotranslational protein targeting to membrane;translational elongation;rRNA processing;viral transcription;translational termination"	"cytosolic small ribosomal subunit"	"structural constituent of ribosome"
"P62913-1,P62913-2"	"P62913-[1,2]"	"RL11_HUMAN"	"60S ribosomal protein L11"	"RPL11"	3	11	0.000646795083637984	2	0	3	0	5	0	6	0	0	0	0	0	0	"viral transcription;protein localization to nucleus;SRP-dependent cotranslational protein targeting to membrane;translational elongation;rRNA processing;translational termination;translational initiation;ribosomal large subunit biogenesis;nuclear-transcribed mRNA catabolic process"	"cytosolic large ribosomal subunit;nucleolus"	"RNA binding;rRNA binding;structural constituent of ribosome"
"P63220"	"P63220"	"RS21_HUMAN"	"40S ribosomal protein S21"	"RPS21"	3	12	0.00302640591161169	2	0	3	0	5	0	7	0	0.00247396248251243	0	0.00742562445542217	0	0	"translational elongation;endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA;viral transcription;endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA;translational termination;SRP-dependent cotranslational protein targeting to membrane;translational initiation;nuclear-transcribed mRNA catabolic process"	"cytosolic small ribosomal subunit"	"structural constituent of ribosome"
"P68366"	"P68366"	"TBA4A_HUMAN"	"Tubulin alpha-4A chain"	"TUBA4A"	3	8	0.00594203983388839	2	0	2	0	5	0	3	0	0.00770457342422742	0	0.00731101979227089	0	149	"platelet activation;'de novo' posttranslational protein folding;G2/M transition of mitotic cell cycle;protein polymerization;microtubule-based process;platelet degranulation"	"extracellular region;microtubule;cytosol"	"structural constituent of cytoskeleton;GTP binding;GTPase activity"
"P78324-1,P78324-2,P78324-4"	"P78324-[1,2,4]"	"SHPS1_HUMAN"	"Tyrosine-protein phosphatase non-receptor type substrate 1"	"SIRPA"	6	10	0.000138443392120684	6	0	0	0	10	0	0	0	0	0	0	0	0	"leukocyte migration;blood coagulation;cell adhesion"	"integral to membrane;plasma membrane"	""
"P81605-1,P81605-2"	"P81605-[1,2]"	"DCD_HUMAN"	"Dermcidin"	"DCD"	3	13	0.00123692877978372	1	2	2	3	1	2	4	6	0	0	0	0	0	"proteolysis;defense response to fungus;defense response to bacterium;killing of cells of other organism"	"extracellular region"	"peptidase activity"
"P82970"	"P82970"	"HMGN5_HUMAN"	"High mobility group nucleosome-binding domain-containing protein 5"	"HMGN5"	3	4	0.000296916892037553	3	0	0	0	4	0	0	0	0.000582521662549025	0	0	0	0	"positive regulation of transcription;regulation of transcription from RNA polymerase II promoter;transcription;chromatin modification"	"nucleoplasm;chromatin;nucleolus"	"chromatin binding;nucleosomal DNA binding"
"P84090"	"P84090"	"ERH_HUMAN"	"Enhancer of rudimentary homolog"	"ERH"	3	12	0.00241530471792086	3	0	3	0	6	0	6	0	0.00236929483902152	0	0.00507961672912121	0	0	"pyrimidine nucleoside metabolic process;cell cycle"	"midbody"	""
"Q00059"	"Q00059"	"TFAM_HUMAN"	"Transcription factor A, mitochondrial"	"TFAM"	3	4	0.000340368144530854	3	0	0	0	4	0	0	0	0.000667768735117175	0	0	0	0	"regulation of transcription from RNA polymerase I promoter;mitochondrial respiratory chain complex assembly;transcription initiation from mitochondrial promoter;DNA-dependent DNA replication;positive regulation of transcription"	"mitochondrial nucleoid"	"mitochondrial light strand promoter sense binding;chromatin binding;sequence-specific DNA binding transcription factor activity;DNA binding"
"Q01130"	"Q01130"	"SRSF2_HUMAN"	"Serine/arginine-rich splicing factor 2"	"SRSF2"	4	7	0.000663024824527296	2	0	2	0	4	0	3	0	0.000743308184791064	0	0.00119520393626381	0	0	"termination of RNA polymerase II transcription;mRNA splicing;mRNA 3'-end processing;mRNA export from nucleus"	"nuclear speck"	"RNA binding;transcription corepressor activity;nucleotide binding"
"Q02413"	"Q02413"	"DSG1_HUMAN"	"Desmoglein-1"	"DSG1"	3	6	0.000119729118524199	0	0	3	0	0	0	6	0	0	0	0.000503603565136898	0	0	"protein stabilization;response to progesterone stimulus;homophilic cell adhesion;cellular component disassembly involved in execution phase of apoptosis;cell-cell junction assembly;calcium-dependent cell-cell adhesion;maternal process involved in female pregnancy"	"desmosome;internal side of plasma membrane;integral to membrane;cytosol;apical plasma membrane;lateral plasma membrane"	"calcium ion binding;toxic substance binding"
"Q10471"	"Q10471"	"GALT2_HUMAN"	"Polypeptide N-acetylgalactosaminyltransferase 2"	"GALNT2"	3	6	0.000219957697604002	3	0	0	0	6	0	0	0	0.000431535312186056	0	0	0	0	"protein O-linked glycosylation via serine;O-glycan processing;immunoglobulin biosynthetic process;protein O-linked glycosylation via threonine;post-translational protein modification"	"extracellular region;perinuclear region of cytoplasm;Golgi cisterna membrane;integral to Golgi membrane;Golgi stack"	"manganese ion binding;polypeptide N-acetylgalactosaminyltransferase activity"
"Q10589"	"Q10589"	"BST2_HUMAN"	"Bone marrow stromal antigen 2"	"BST2"	3	7	0.000814047145669625	3	0	0	0	7	0	0	0	0.00159708022482191	0	0	0	0	"humoral immune response;defense response to virus;cell-cell signaling;negative regulation of viral genome replication;response to interferon-gamma;negative regulation of plasmacytoid dendritic cell cytokine production;regulation of actin cytoskeleton organization;negative regulation of egress of virus within host cell;multicellular organismal development;response to interferon-beta;cell proliferation;negative regulation of cell migration;positive regulation of I-kappaB kinase/NF-kappaB cascade;negative regulation of cell growth;response to interferon-alpha;B cell activation"	"membrane raft;apical plasma membrane;late endosome;cell surface;Golgi apparatus;integral to plasma membrane;anchored to membrane"	"signal transducer activity;metalloendopeptidase inhibitor activity"
"Q13151"	"Q13151"	"ROA0_HUMAN"	"Heterogeneous nuclear ribonucleoprotein A0"	"HNRNPA0"	3	8	0.00056269394100427	3	0	0	0	8	0	0	0	0.00110243418329334	0	0	0	4	"inflammatory response;response to lipopolysaccharide;3'-UTR-mediated mRNA stabilization;mRNA splicing"	"nucleoplasm;ribonucleoprotein complex"	"nucleotide binding;AU-rich element binding"
"Q13423"	"Q13423"	"NNTM_HUMAN"	"NAD(P) transhydrogenase, mitochondrial"	"NNT"	3	4	7.70999664406906e-05	3	0	0	0	4	0	0	0	0.000151262531159139	0	0	0	0	"reactive oxygen species metabolic process;tricarboxylic acid cycle;small molecule metabolic process"	"mitochondrial respiratory chain;integral to membrane"	"NAD(P)+ transhydrogenase (B-specific) activity;NADP binding;NAD(P)+ transhydrogenase (AB-specific) activity;NAD binding"
"Q13442"	"Q13442"	"HAP28_HUMAN"	"28 kDa heat- and acid-stable phosphoprotein"	"PDAP1"	3	14	0.0016190992952545	3	0	3	0	8	0	6	0	0.00181515037390967	0	0.0029186748056829	0	0	"signal transduction;cell proliferation"	""	""
"Q13813-1,Q13813-2,Q13813-3"	"Q13813-[1-3]"	"SPTN1_HUMAN"	"Spectrin alpha chain, non-erythrocytic 1"	"SPTAN1"	3	5	1.41131613326911e-05	2	0	2	0	3	0	2	0	0	0	0	0	0	"axon guidance;cellular component disassembly involved in execution phase of apoptosis;actin filament capping"	"microtubule cytoskeleton;Z disc;membrane;cuticular plate;cytosol;fascia adherens;spectrin;intracellular membrane-bounded organelle;lateral plasma membrane"	"calcium ion binding;structural constituent of cytoskeleton;actin binding"
"Q14103-1,Q14103-3"	"Q14103-[1,3]"	"HNRPD_HUMAN"	"Heterogeneous nuclear ribonucleoprotein D0"	"HNRNPD"	8	29	0.00111643014155262	8	0	6	0	16	0	13	0	0	0	0	0	17	"RNA catabolic process;transcription;positive regulation of transcription;regulation of mRNA stability;mRNA splicing"	"nucleoplasm;cytosol;ribonucleoprotein complex"	"telomeric DNA binding;RNA binding;nucleotide binding"
"Q14157-1,Q14157-2,Q14157-3,Q14157-4,Q14157-5"	"Q14157-[1-5]"	"UBP2L_HUMAN"	"Ubiquitin-associated protein 2-like"	"UBAP2L"	3	3	1.15543555963096e-05	3	0	0	0	3	0	0	0	0	0	0	0	0	"binding of sperm to zona pellucida"	""	""
"Q14258"	"Q14258"	"TRI25_HUMAN"	"E3 ubiquitin/ISG15 ligase TRIM25"	"TRIM25"	3	4	0.000132905656435857	3	0	0	0	4	0	0	0	0.000260747791807659	0	0	0	0	"defense response to virus;negative regulation of type I interferon production;modulation by virus of host morphology or physiology;innate immune response"	"cytosol;cell junction;nucleus"	"ubiquitin-protein ligase activity;zinc ion binding;sequence-specific DNA binding transcription factor activity"
"Q14761"	"Q14761"	"PTCA_HUMAN"	"Protein tyrosine phosphatase receptor type C-associated protein"	"PTPRCAP"	3	5	0.000508073807976881	3	0	0	0	5	0	0	0	0.000996790708973454	0	0	0	0	"defense response"	"plasma membrane;integral to membrane"	""
"Q15005"	"Q15005"	"SPCS2_HUMAN"	"Signal peptidase complex subunit 2"	"SPCS2"	3	5	0.000463111524085121	3	0	0	0	5	0	0	0	0.000908579141807661	0	0	0	0	"proteolysis;translation;regulation of insulin secretion;signal peptide processing;SRP-dependent cotranslational protein targeting to membrane"	"endoplasmic reticulum membrane;integral to membrane;signal peptidase complex"	"peptidase activity"
"Q15365"	"Q15365"	"PCBP1_HUMAN"	"Poly(rC)-binding protein 1"	"PCBP1"	3	7	0.000768314159957848	3	0	2	0	5	0	2	0	0.000980550860344111	0	0.00108821751650087	0	13	"mRNA splicing"	"nucleoplasm;ribonucleoprotein complex;cytoplasm"	"RNA binding;single-stranded DNA binding"
"Q15369"	"Q15369"	"ELOC_HUMAN"	"Transcription elongation factor B polypeptide 1"	"TCEB1"	3	8	0.00149518863490339	2	0	2	0	4	0	4	0	0.00146670632891808	0	0.00314452464183694	0	0	"modulation by virus of host morphology or physiology;ubiquitin-dependent protein catabolic process;transcription elongation from RNA polymerase II promoter;regulation of transcription from RNA polymerase II promoter in response to hypoxia;viral process;positive regulation of transcription elongation from RNA polymerase II promoter;positive regulation of viral transcription"	"nucleoplasm;cytosol;VCB complex"	""
"Q15370"	"Q15370"	"ELOB_HUMAN"	"Transcription elongation factor B polypeptide 2"	"TCEB2"	3	6	0.00106437157060919	3	0	0	0	6	0	0	0	0.00208819206151049	0	0	0	0	"positive regulation of viral transcription;viral process;protein ubiquitination;regulation of transcription from RNA polymerase II promoter in response to hypoxia;protein complex assembly;transcription elongation from RNA polymerase II promoter"	"Cul2-RING ubiquitin ligase complex;nucleoplasm;Cul5-RING ubiquitin ligase complex;cytosol"	"ubiquitin protein ligase binding"
"Q16531"	"Q16531"	"DDB1_HUMAN"	"DNA damage-binding protein 1"	"DDB1"	3	4	7.34478627671842e-05	3	0	0	0	4	0	0	0	0.000144097463893706	0	0	0	0	"Wnt receptor signaling pathway;protein ubiquitination involved in ubiquitin-dependent protein catabolic process;nucleotide-excision repair;proteasomal ubiquitin-dependent protein catabolic process;regulation of mitotic cell cycle phase transition;modulation by virus of host morphology or physiology"	"Cul4A-RING ubiquitin ligase complex;Cul4B-RING ubiquitin ligase complex;cytoplasm;nucleoplasm"	"damaged DNA binding"
"Q16629-1,Q16629-2,Q16629-3"	"Q16629-[1-3]"	"SRSF7_HUMAN"	"Serine/arginine-rich splicing factor 7"	"SRSF7"	3	8	0.000277182919839488	3	0	2	0	6	0	2	0	0	0	0	0	2	"negative regulation of mRNA splicing;mRNA 3'-end processing;mRNA splicing;mRNA export from nucleus;termination of RNA polymerase II transcription"	"nucleoplasm"	"zinc ion binding;RNA binding;nucleotide binding"
"Q29RF7-1"	"Q29RF7-1"	"PDS5A_HUMAN"	"Sister chromatid cohesion protein PDS5 homolog A"	"PDS5A"	3	4	6.26257019854824e-05	3	0	0	0	4	0	0	0	0	0	0	0	0	"cell division;negative regulation of DNA replication;mitosis;mitotic cell cycle"	"cytosol;nucleoplasm;chromosome;chromatin;plasma membrane"	""
"Q5SRE5-1,Q5SRE5-2"	"Q5SRE5-[1,2]"	"NU188_HUMAN"	"Nucleoporin NUP188 homolog"	"NUP188"	3	3	1.79525222029567e-05	3	0	0	0	3	0	0	0	0	0	0	0	0	"protein transport;carbohydrate metabolic process;cytokine-mediated signaling pathway;viral process;regulation of glucose transport;transmembrane transport;mRNA transport;glucose transport;small molecule metabolic process;mitotic nuclear envelope disassembly"	"nuclear pore;nuclear envelope"	""
"Q5T749"	"Q5T749"	"KPRP_HUMAN"	"Keratinocyte proline-rich protein"	"KPRP"	3	5	0.00018076546535965	0	0	3	0	0	0	5	0	0	0	0.000760334110288725	0	0	""	"cytoplasm"	""
"Q6P4Q7"	"Q6P4Q7"	"CNNM4_HUMAN"	"Metal transporter CNNM4"	"CNNM4"	3	5	0.00013504929605579	3	0	0	0	5	0	0	0	0.000264953401352944	0	0	0	0	"visual perception;biomineral tissue development;ion transport;response to stimulus"	"plasma membrane;integral to membrane"	"adenyl nucleotide binding"
"Q7Z794"	"Q7Z794"	"K2C1B_HUMAN"	"Keratin, type II cytoskeletal 1b"	"KRT77"	3	5	0.000201480112212444	1	2	0	1	1	3	0	1	7.81672203334893e-05	0.00366792023387212	0	0.00134994688823378	54	""	"keratin filament"	"structural molecule activity"
"Q86V81"	"Q86V81"	"THOC4_HUMAN"	"THO complex subunit 4"	"ALYREF"	3	11	0.000895949610019932	3	0	3	0	5	0	6	0	0.000798983992406737	0	0.00205556474641481	0	0	"intronless viral mRNA export from host nucleus;termination of RNA polymerase II transcription;mRNA splicing;modulation by virus of host morphology or physiology;mRNA 3'-end processing"	"cytosol;nucleoplasm;catalytic step 2 spliceosome;nuclear speck;transcription export complex"	"nucleotide binding;RNA binding"
"Q8N3U4-1,Q8N3U4-2"	"Q8N3U4-[1,2]"	"STAG2_HUMAN"	"Cohesin subunit SA-2"	"STAG2"	3	3	2.55068735442496e-05	3	0	0	0	3	0	0	0	0	0	0	0	0	"mitosis;sister chromatid cohesion;cell division;stem cell maintenance;mitotic cell cycle;meiosis;negative regulation of DNA endoreduplication"	"chromatin;nucleoplasm;chromosome;cytosol"	""
"Q8N5K1"	"Q8N5K1"	"CISD2_HUMAN"	"CDGSH iron-sulfur domain-containing protein 2"	"CISD2"	3	4	0.000620226396700666	3	0	0	0	4	0	0	0	0.00121682302843574	0	0	0	0	"regulation of autophagy;mitochondrion degradation;multicellular organismal aging"	"protein complex;endoplasmic reticulum membrane;mitochondrial outer membrane;integral to membrane"	"protein homodimerization activity;2 iron;metal ion binding"
"Q8NB49-1,Q8NB49-2,Q8NB49-3,Q8NB49-4"	"Q8NB49-[1-4]"	"AT11C_HUMAN"	"Probable phospholipid-transporting ATPase IG"	"ATP11C"	3	5	2.31146652922344e-05	3	0	0	0	5	0	0	0	0	0	0	0	0	"ion transmembrane transport;phospholipid translocation"	"integral to membrane;endoplasmic reticulum membrane;endoplasmic reticulum;plasma membrane"	"magnesium ion binding;phospholipid-translocating ATPase activity;ATP binding;cation-transporting ATPase activity"
"Q8NBQ5"	"Q8NBQ5"	"DHB11_HUMAN"	"Estradiol 17-beta-dehydrogenase 11"	"HSD17B11"	3	5	0.000348877348144125	3	0	0	0	5	0	0	0	0.000684462953495105	0	0	0	0	"steroid biosynthetic process;androgen catabolic process"	"extracellular region;lipid particle"	"steroid dehydrogenase activity;estradiol 17-beta-dehydrogenase activity"
"Q92616"	"Q92616"	"GCN1L_HUMAN"	"Translational activator GCN1"	"GCN1L1"	3	3	2.35110155993794e-05	3	0	0	0	3	0	0	0	4.61262941329535e-05	0	0	0	0	"regulation of translation"	"ribosome"	"translation factor activity"
"Q92769"	"Q92769"	"HDAC2_HUMAN"	"Histone deacetylase 2"	"HDAC2"	3	4	0.000214473779596798	3	0	0	0	4	0	0	0	0.000420776405837155	0	0	0	3	"negative regulation of sequence-specific DNA binding transcription factor activity;odontogenesis of dentin-containing tooth;regulation of sarcomere organization;negative regulation of MHC class II biosynthetic process;fungiform papilla formation;positive regulation of transcription from RNA polymerase II promoter;negative regulation of canonical Wnt receptor signaling pathway;blood coagulation;positive regulation of oligodendrocyte differentiation;cardiac muscle cell development;negative regulation of apoptotic process;transcription;eyelid development in camera-type eye;positive regulation of proteolysis;chromatin remodeling;negative regulation of cell cycle;negative regulation of cardiac muscle cell proliferation;histone H3 deacetylation;hair follicle placode formation;dendrite development;positive regulation of collagen biosynthetic process;hippocampus development;positive regulation of receptor biosynthetic process;embryonic digit morphogenesis;neurotrophin TRK receptor signaling pathway;negative regulation of neuron projection development;regulation of protein kinase B signaling cascade;maintenance of chromatin silencing;histone H4 deacetylation;positive regulation of sequence-specific DNA binding transcription factor activity;positive regulation of cell proliferation;regulation of protein deacetylation;epidermal cell differentiation;negative regulation of transcription from RNA polymerase II promoter"	"transcription factor complex;ESC/E(Z) complex;cytoplasm;replication fork;NuRD complex;Sin3 complex;heterochromatin"	"NAD-dependent histone deacetylase activity (H3-K9 specific);NAD-dependent histone deacetylase activity (H3-K18 specific);histone deacetylase activity;NAD-dependent histone deacetylase activity (H4-K16 specific);sequence-specific DNA binding;chromatin binding;chromatin DNA binding;sequence-specific DNA binding transcription factor activity;NAD-dependent histone deacetylase activity (H3-K14 specific)"
"Q96A32"	"Q96A32"	"MLRS_HUMAN"	"Myosin regulatory light chain 2, skeletal muscle isoform"	"MYLPF"	3	6	0.000743170682437189	0	3	0	0	0	6	0	0	0	0.0228744312283572	0	0	0	"immune response;skeletal muscle tissue development"	"muscle myosin complex"	"structural constituent of muscle;calcium ion binding"
"Q96CW1-1,Q96CW1-2"	"Q96CW1-[1,2]"	"AP2M1_HUMAN"	"AP-2 complex subunit mu"	"AP2M1"	3	3	7.2181520305681e-05	3	0	0	0	3	0	0	0	0	0	0	0	0	"epidermal growth factor receptor signaling pathway;viral process;negative regulation of epidermal growth factor receptor signaling pathway;regulation of defense response to virus by virus;neurotrophin TRK receptor signaling pathway;axon guidance;intracellular protein transport;synaptic transmission;antigen processing and presentation of exogenous peptide antigen via MHC class II;vesicle-mediated transport"	"plasma membrane;lysosomal membrane;mitochondrion;clathrin-coated endocytic vesicle membrane;coated pit;clathrin adaptor complex;cytosol"	"transporter activity;lipid binding"
"Q99733"	"Q99733"	"NP1L4_HUMAN"	"Nucleosome assembly protein 1-like 4"	"NAP1L4"	3	5	0.000364979379596931	3	0	0	0	5	0	0	0	0.000669252665639658	0	0	0	4	"nucleosome assembly"	"nucleus;cytoplasm"	"unfolded protein binding"
"Q99798"	"Q99798"	"ACON_HUMAN"	"Aconitate hydratase, mitochondrial"	"ACO2"	3	3	8.05101572640288e-05	3	0	0	0	3	0	0	0	0.000157952989268101	0	0	0	0	"isocitrate metabolic process;cell death;citrate metabolic process;tricarboxylic acid cycle"	"nucleus;mitochondrial matrix"	"4 iron;iron ion binding;3 iron;aconitate hydratase activity"
"Q99808"	"Q99808"	"S29A1_HUMAN"	"Equilibrative nucleoside transporter 1"	"SLC29A1"	3	6	0.000275429485376941	3	0	0	0	6	0	0	0	0.000540365489601398	0	0	0	0	"uridine transport;nucleobase-containing compound metabolic process;lactation;sleep;cellular response to glucose stimulus;regulation of excitatory postsynaptic membrane potential;cellular response to hypoxia;nucleoside transport"	"apical plasma membrane;integral to plasma membrane;basolateral plasma membrane"	"nucleoside transmembrane transporter activity"
"Q99873-1,Q99873-2,Q99873-3"	"Q99873-[1-3]"	"ANM1_HUMAN"	"Protein arginine N-methyltransferase 1"	"PRMT1"	5	6	0.000115970309632396	3	0	3	0	3	0	3	0	0	0	0	0	0	"negative regulation of megakaryocyte differentiation;neuron projection development;cell surface receptor signaling pathway"	"cytoplasm;nucleoplasm;nucleus;cytosol"	"histone methyltransferase activity (H4-R3 specific)"
"Q9BPX5"	"Q9BPX5"	"ARP5L_HUMAN"	"Actin-related protein 2/3 complex subunit 5-like protein"	"ARPC5L"	3	7	0.000957702524317205	3	0	1	0	5	0	2	0	0.00134208422253942	0	0.0011509371238096	0	0	"regulation of actin filament polymerization"	"cytoplasm;cytoskeleton"	""
"Q9BUQ8"	"Q9BUQ8"	"DDX23_HUMAN"	"Probable ATP-dependent RNA helicase DDX23"	"DDX23"	3	6	0.000153165665038884	3	0	0	0	6	0	0	0	0.000300495930802729	0	0	0	0	"cis assembly of pre-catalytic spliceosome"	"mitochondrion;nucleoplasm;plasma membrane;catalytic step 2 spliceosome;U5 snRNP"	"ATP binding;nucleic acid binding;ATP-dependent RNA helicase activity"
"Q9BV40"	"Q9BV40"	"VAMP8_HUMAN"	"Vesicle-associated membrane protein 8"	"VAMP8"	3	5	0.00104663204443237	3	0	0	0	5	0	0	0	0.00205338886048531	0	0	0	0	"protein complex assembly;autophagic vacuole fusion;vesicle fusion;regulation of endocytosis;protein transport;post-Golgi vesicle-mediated transport"	"recycling endosome;plasma membrane;lysosomal membrane;SNARE complex;mitochondrion;early endosome;secretory granule membrane;integral to membrane;late endosome membrane"	""
"Q9BVC6"	"Q9BVC6"	"TM109_HUMAN"	"Transmembrane protein 109"	"TMEM109"	3	8	0.000689140440778518	3	0	2	0	5	0	3	0	0.000845015991969265	0	0.00108699617248684	0	0	"intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;cellular response to gamma radiation;negative regulation of cell death"	"integral to membrane;cytoplasm;sarcoplasmic reticulum membrane;nuclear outer membrane;nuclear membrane"	""
"Q9H0A0"	"Q9H0A0"	"NAT10_HUMAN"	"N-acetyltransferase 10"	"NAT10"	3	6	0.000122532532031107	3	0	0	0	6	0	0	0	0.000240396744642183	0	0	0	0	""	"nucleolus;nucleus"	"N-acetyltransferase activity;ATP binding"
"Q9H0D6-1,Q9H0D6-2"	"Q9H0D6-[1,2]"	"XRN2_HUMAN"	"5'-3' exoribonuclease 2"	"XRN2"	3	4	4.40687176603105e-05	3	0	0	0	4	0	0	0	0	0	0	0	0	"DNA-dependent transcription;cell growth;DNA catabolic process;RNA catabolic process;spermatogenesis;regulation of transcription;RNA processing;mRNA processing"	"nucleolus;aggresome"	"zinc ion binding;nucleic acid binding;5'-3' exoribonuclease activity"
"Q9NTJ5"	"Q9NTJ5"	"SAC1_HUMAN"	"Phosphatidylinositide phosphatase SAC1"	"SACM1L"	3	3	0.000106981128902798	3	0	0	0	3	0	0	0	0.000209886425262553	0	0	0	0	"small molecule metabolic process;phosphatidylinositol biosynthetic process;phosphatidylinositol dephosphorylation"	"integral to endoplasmic reticulum membrane;Golgi membrane;endoplasmic reticulum membrane;alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid selective glutamate receptor complex"	"phosphatase activity;phosphatidylinositol-3-phosphatase activity;phosphatidylinositol-4-phosphate phosphatase activity;phosphatidylinositol bisphosphate phosphatase activity"
"Q9P035"	"Q9P035"	"HACD3_HUMAN"	"Very-long-chain (3R)-3-hydroxyacyl-[acyl-carrier protein] dehydratase 3"	"PTPLAD1"	3	7	0.000404774823813625	3	0	1	0	5	0	2	0	0.000567234491846772	0	0.000486445800947151	0	0	"Rac protein signal transduction;fatty acid biosynthetic process;I-kappaB kinase/NF-kappaB cascade;activation of JUN kinase activity;Rho protein signal transduction"	"endoplasmic reticulum membrane;integral to membrane"	"lyase activity;GTPase activator activity"
