"";"X";"Protein.Acs";"Protein.G";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5134";"Peptide.Count.P5136";"Spectra.Count.P5134";"Spectra.Count.P5136";"DNSAF.P5134";"DNSAF.P5136";"Unspecific.Spectra.Count";"Go.Cc"
"521";521;"P20039";"P20039";"2B1B_HUMAN";"HLA class II histocompatibility antigen, DRB1-11 beta chain";"HLA-DRB1";0;0;"0";0;0;0;0;"0";"0";24;"integral component of plasma membrane, lysosomal membrane, MHC class II protein complex, trans-Golgi network membrane, clathrin-coated endocytic vesicle membrane, Golgi membrane, late endosome membrane, ER to Golgi transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane"
"526";526;"P20645";"P20645";"MPRD_HUMAN";"Cation-dependent mannose-6-phosphate receptor";"M6PR";1;2;"1.32548629268157E-4";1;0;2;0;"2.66439147336976E-4";"0";0;"lysosomal membrane, endosome, late endosome, integral component of plasma membrane"
"528";528;"P20701";"P20701-2";"ITAL_HUMAN";"Integrin alpha-L";"ITGAL";1;1;"2.39492325389133E-4";1;0;1;0;"0";"0";85;"integrin complex, immunological synapse, extracellular vesicular exosome, external side of plasma membrane"
"529";529;"P20701";"P20701-1";"ITAL_HUMAN";"Integrin alpha-L";"ITGAL";1;1;"2.39492325389133E-4";1;0;1;0;"0";"0";85;"integrin complex, immunological synapse, extracellular vesicular exosome, external side of plasma membrane"
"530";530;"P20701";"P20701-3";"ITAL_HUMAN";"Integrin alpha-L";"ITGAL";6;7;"9.51895526485022E-4";3;3;4;3;"0";"0";69;"integrin complex, immunological synapse, extracellular vesicular exosome, external side of plasma membrane"
"534";534;"P21281";"P21281";"VATB2_HUMAN";"V-type proton ATPase subunit B, brain isoform";"ATP6V1B2";1;1;"5.38884104314277E-5";1;0;1;0;"1.08322373501481E-4";"0";1;"integral component of membrane, microvillus, cytosol, lysosomal membrane, melanosome, extracellular vesicular exosome, plasma membrane, proton-transporting V-type ATPase, V1 domain, Golgi apparatus"
"535";535;"P21333";"P21333-1,P21333-2";"FLNA_HUMAN";"Filamin-A";"FLNA";12;31;"1.25620819466685E-4";7;9;11;20;"0";"0";6;"cytosol, plasma membrane, dendritic shaft, nucleus, cortical cytoskeleton, actin filament, perinuclear region of cytoplasm, apical dendrite, extracellular vesicular exosome, trans-Golgi network, Myb complex, actin cytoskeleton, neuronal cell body"
"536";536;"P21796";"P21796,Q9Y277-1,Q9Y277-2";"VDAC1_HUMAN, VDAC3_HUMAN";"Voltage-dependent anion-selective channel protein 1, Voltage-dependent anion-selective channel protein 3";"VDAC1, VDAC3";1;1;"2.1623068496631E-5";1;0;1;0;"1.30395130410499E-4";"0";0;"mitochondrial outer membrane, mitochondrial inner membrane, pore complex, extracellular vesicular exosome, mitochondrial nucleoid, plasma membrane"
"537";537;"P21802";"P21802-22";"FGFR2_HUMAN";"Fibroblast growth factor receptor 2";"FGFR2";1;1;"2.41493592764079E-5";1;0;1;0;"0";"0";2;"Golgi apparatus, excitatory synapse, cell cortex, cytoplasmic membrane-bounded vesicle, nucleus, integral component of plasma membrane, extracellular region, cell surface"
"550";550;"P23276";"P23276";"KELL_HUMAN";"Kell blood group glycoprotein";"KEL";2;2;"5.01584293815293E-5";2;0;2;0;"1.00824650016861E-4";"0";0;"integral component of membrane, plasma membrane"
"553";553;"P23443";"P23443-2";"KS6B1_HUMAN";"Ribosomal protein S6 kinase beta-1";"RPS6KB1";1;2;"6.99351815376751E-5";1;0;2;0;"0";"0";0;"perinuclear region of cytoplasm, cell surface, cell junction, neuron projection, cytosol, mitochondrial outer membrane, mitochondrion, nucleus, synapse, cytoplasm"
"557";557;"P23634";"P23634-1,P23634-6,P23634-7,P23634-8";"AT2B4_HUMAN";"Plasma membrane calcium-transporting ATPase 4";"ATP2B4";1;1;"1.10179086184585E-5";1;0;1;0;"0";"0";19;"protein complex, integral component of plasma membrane"
"558";558;"P23634";"P23634-4";"AT2B4_HUMAN";"Plasma membrane calcium-transporting ATPase 4";"ATP2B4";1;5;"2.2035817236917E-4";1;0;5;0;"0";"0";19;"protein complex, integral component of plasma membrane"
"567";567;"P25054";"P25054-1";"APC_HUMAN";"Adenomatous polyposis coli protein";"APC";2;2;"1.29145164640448E-5";2;0;2;0;"0";"0";0;"centrosome, nucleus, lamellipodium, microtubule plus-end, adherens junction, ruffle membrane, lateral plasma membrane, axonal growth cone, beta-catenin destruction complex, cytosol, cytoplasmic microtubule, tight junction, kinetochore"
"568";568;"P25098";"P25098";"ARBK1_HUMAN";"Beta-adrenergic receptor kinase 1";"ADRBK1";3;5;"1.33221953219446E-4";3;0;5;0;"2.67792611800952E-4";"0";0;"plasma membrane, cytosol"
"571";571;"P25445";"P25445-1,P25445-6";"TNR6_HUMAN";"Tumor necrosis factor receptor superfamily member 6";"FAS";5;8;"2.19199822730026E-4";5;0;8;0;"0";"0";0;"integral component of membrane, CD95 death-inducing signaling complex, extracellular vesicular exosome, membrane raft, cytosol, nucleus, cell surface, external side of plasma membrane"
"573";573;"P25705";"P25705";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";24;97;"0.00322011674485181";20;15;63;34;"0.00420400502728533";"0.0047219815070895";0;"mitochondrial matrix, plasma membrane, mitochondrial proton-transporting ATP synthase complex, proton-transporting ATP synthase complex, catalytic core F(1), extracellular vesicular exosome"
"578";578;"P26038";"P26038";"MOES_HUMAN";"Moesin";"MSN";24;164;"0.00609237046877177";23;16;103;61;"0.00777986028981627";"0.00927932669290012";30;"apical plasma membrane, apical part of cell, basolateral plasma membrane, filopodium, microvillus membrane, extracellular vesicular exosome, cytoskeleton, cytoplasm, nucleolus, uropod, extrinsic component of membrane, plasma membrane, microvillus, blood microparticle"
"580";580;"P26232";"P26232-3";"CTNA2_HUMAN";"Catenin alpha-2";"CTNNA2";2;2;"3.85267264504506E-5";0;2;0;2;"0";"0";0;"cell-cell adherens junction, basolateral plasma membrane, axon, cytosol, lamellipodium, actin cytoskeleton, adherens junction"
"588";588;"P26951";"P26951-1,P26951-2";"IL3RA_HUMAN";"Interleukin-3 receptor subunit alpha";"IL3RA";2;2;"4.85660982900521E-5";2;0;2;0;"0";"0";0;"integral component of membrane, plasma membrane"
"589";589;"P27105";"P27105-1";"STOM_HUMAN";"Erythrocyte band 7 integral membrane protein";"STOM";8;18;"0.00114737407210248";8;0;18;0;"0";"0";0;"extracellular vesicular exosome, blood microparticle, melanosome, integral component of plasma membrane, cytoskeleton, cytoplasm, membrane raft"
"591";591;"P27487";"P27487";"DPP4_HUMAN";"Dipeptidyl peptidase 4";"DPP4";6;8;"1.91728304476655E-4";6;0;8;0;"3.85397617819021E-4";"0";0;"integral component of membrane, intercellular canaliculus, membrane raft, lamellipodium, endocytic vesicle, lysosomal membrane, lamellipodium membrane, apical plasma membrane, invadopodium membrane, cell surface, extracellular vesicular exosome"
"596";596;"P27797";"P27797";"CALR_HUMAN";"Calreticulin";"CALR";10;32;"0.00140876624680209";9;4;24;8;"0.00212384586510338";"0.00147341276536634";0;"endocytic vesicle lumen, acrosomal vesicle, nucleus, cytosol, extracellular space, endoplasmic reticulum lumen, perinuclear region of cytoplasm, Golgi apparatus, external side of plasma membrane, sarcoplasmic reticulum lumen, proteinaceous extracellular matrix, polysome, MHC class I peptide loading complex, extracellular vesicular exosome, cell surface, integral component of lumenal side of endoplasmic reticulum membrane"
"598";598;"P27816";"P27816-4";"MAP4_HUMAN";"Microtubule-associated protein 4";"MAP4";1;1;"7.96787550071168E-5";0;1;0;1;"0";"0";8;"microtubule associated complex, microtubule, mitotic spindle, cytoplasm, plasma membrane"
"599";599;"P27816";"P27816-6";"MAP4_HUMAN";"Microtubule-associated protein 4";"MAP4";1;1;"7.96787550071168E-5";1;0;1;0;"0";"0";8;"microtubule associated complex, microtubule, mitotic spindle, cytoplasm, plasma membrane"
"613";613;"P28906";"P28906-1";"CD34_HUMAN";"Hematopoietic progenitor cell antigen CD34";"CD34";6;12;"5.72196939853705E-4";6;0;12;0;"0";"0";0;"integral component of plasma membrane, perinuclear region of cytoplasm, apical plasma membrane, glomerular endothelium fenestra, lysosome, intercellular bridge, external side of plasma membrane, basal plasma membrane"
"615";615;"P29320";"P29320-1";"EPHA3_HUMAN";"Ephrin type-A receptor 3";"EPHA3";1;1;"2.4572984357284E-5";1;0;1;0;"0";"0";6;"integral component of plasma membrane, extracellular region, early endosome"
"621";621;"P29966";"P29966";"MARCS_HUMAN";"Myristoylated alanine-rich C-kinase substrate";"MARCKS";6;32;"0.00176944435215804";6;3;18;14;"0.00200070118768398";"0.00323862339013881";0;"plasma membrane, extracellular vesicular exosome, centrosome, cell cortex, actin cytoskeleton, germinal vesicle"
"625";625;"P30101";"P30101";"PDIA3_HUMAN";"Protein disulfide-isomerase A3";"PDIA3";15;35;"0.0012723356047077";14;9;24;11;"0.00175374995197646";"0.00167290701849886";0;"endoplasmic reticulum lumen, cell surface, melanosome, extracellular vesicular exosome"
"628";628;"P30419";"P30419-1,P30419-2";"NMT1_HUMAN";"Glycylpeptide N-tetradecanoyltransferase 1";"NMT1";1;1;"1.85060334210078E-5";1;0;1;0;"0";"0";0;"cytosol, cell junction, actin cytoskeleton, plasma membrane"
"629";629;"P30447";"P30447";"1A23_HUMAN";"HLA class I histocompatibility antigen, A-23 alpha chain";"HLA-A";0;0;"0";0;0;0;0;"0";"0";87;"early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, MHC class I protein complex, plasma membrane, Golgi membrane, phagocytic vesicle membrane"
"630";630;"P30450";"P30450";"1A26_HUMAN";"HLA class I histocompatibility antigen, A-26 alpha chain";"HLA-A";1;1;"5.07063375099966E-4";1;0;1;0;"0.0010487773471011";"0";84;"ER to Golgi transport vesicle membrane, MHC class I protein complex, phagocytic vesicle membrane, plasma membrane, early endosome membrane, Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane"
"631";631;"P30453";"P30453";"1A34_HUMAN";"HLA class I histocompatibility antigen, A-34 alpha chain";"HLA-A";1;2;"0.00117040314045107";1;0;2;0;"0.00241168957735649";"0";96;"early endosome membrane, MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, plasma membrane, ER to Golgi transport vesicle membrane, Golgi membrane, phagocytic vesicle membrane"
"632";632;"P30457";"P30457";"1A66_HUMAN";"HLA class I histocompatibility antigen, A-66 alpha chain";"HLA-A";1;1;"5.28618739272537E-4";1;0;1;0;"0.00109210629650169";"0";87;"Golgi membrane, ER to Golgi transport vesicle membrane, early endosome membrane, phagocytic vesicle membrane, MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, plasma membrane"
"633";633;"P30459";"P30459";"1A74_HUMAN";"HLA class I histocompatibility antigen, A-74 alpha chain";"HLA-A";2;2;"9.84308496427875E-4";2;0;2;0;"0.00204098634359586";"0";83;"phagocytic vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, Golgi membrane, MHC class I protein complex, plasma membrane, ER to Golgi transport vesicle membrane, early endosome membrane"
"634";634;"P30460";"P30460,P30480";"1B08_HUMAN, 1B42_HUMAN";"HLA class I histocompatibility antigen, B-42 alpha chain, HLA class I histocompatibility antigen, B-8 alpha chain";"HLA-B";0;0;"0";0;0;0;0;"0";"0";51;"phagocytic vesicle membrane, cell surface, integral component of plasma membrane, Golgi membrane, MHC class I protein complex, ER to Golgi transport vesicle membrane, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane"
"635";635;"P30461";"P30461";"1B13_HUMAN";"HLA class I histocompatibility antigen, B-13 alpha chain";"HLA-B";2;2;"0.00105734761619636";0;2;0;2;"0";"4.2431845521945E-4";45;"integral component of lumenal side of endoplasmic reticulum membrane, early endosome membrane, MHC class I protein complex, cell surface, phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, Golgi membrane"
"636";636;"P30462";"P30462";"1B14_HUMAN";"HLA class I histocompatibility antigen, B-14 alpha chain";"HLA-B";1;1;"3.06805893603224E-4";1;0;1;0;"7.86395555982215E-4";"0";39;"ER to Golgi transport vesicle membrane, phagocytic vesicle membrane, integral component of plasma membrane, cell surface, early endosome membrane, MHC class I protein complex, Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane"
"637";637;"P30464";"P30464,P30484";"1B15_HUMAN, 1B46_HUMAN";"HLA class I histocompatibility antigen, B-15 alpha chain, HLA class I histocompatibility antigen, B-46 alpha chain";"HLA-B";0;0;"0";0;0;0;0;"0";"0";74;"integral component of lumenal side of endoplasmic reticulum membrane, cell surface, early endosome membrane, ER to Golgi transport vesicle membrane, Golgi membrane, MHC class I protein complex, phagocytic vesicle membrane"
"638";638;"P30466";"P30466";"1B18_HUMAN";"HLA class I histocompatibility antigen, B-18 alpha chain";"HLA-B";0;0;"0";0;0;0;0;"0";"0";46;"integral component of lumenal side of endoplasmic reticulum membrane, cell surface, early endosome membrane, MHC class I protein complex, Golgi membrane, ER to Golgi transport vesicle membrane, phagocytic vesicle membrane"
"639";639;"P30479";"P30479";"1B41_HUMAN";"HLA class I histocompatibility antigen, B-41 alpha chain";"HLA-B";0;0;"0";0;0;0;0;"0";"0";69;"phagocytic vesicle membrane, cell surface, integral component of lumenal side of endoplasmic reticulum membrane, early endosome membrane, ER to Golgi transport vesicle membrane, MHC class I protein complex, Golgi membrane"
"640";640;"P30487";"P30487,P30488";"1B49_HUMAN, 1B50_HUMAN";"HLA class I histocompatibility antigen, B-49 alpha chain, HLA class I histocompatibility antigen, B-50 alpha chain";"HLA-B";0;0;"0";0;0;0;0;"0";"0";47;"cell surface, MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, early endosome membrane, Golgi membrane, ER to Golgi transport vesicle membrane, phagocytic vesicle membrane"
"641";641;"P30491";"P30491,P30685";"1B35_HUMAN, 1B53_HUMAN";"HLA class I histocompatibility antigen, B-35 alpha chain, HLA class I histocompatibility antigen, B-53 alpha chain";"HLA-B";0;0;"0";0;0;0;0;"0";"0";70;"MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, cell surface, phagocytic vesicle membrane, early endosome membrane, Golgi membrane, ER to Golgi transport vesicle membrane"
"642";642;"P30492";"P30492";"1B54_HUMAN";"HLA class I histocompatibility antigen, B-54 alpha chain";"HLA-B";0;0;"0";0;0;0;0;"0";"0";67;"Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane, early endosome membrane, MHC class I protein complex, phagocytic vesicle membrane, cell surface, ER to Golgi transport vesicle membrane"
"643";643;"P30495";"P30495";"1B56_HUMAN";"HLA class I histocompatibility antigen, B-56 alpha chain";"HLA-B";0;0;"0";0;0;0;0;"0";"0";71;"phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, MHC class I protein complex, Golgi membrane, cell surface, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane"
"644";644;"P30499";"P30499";"1C01_HUMAN";"HLA class I histocompatibility antigen, Cw-1 alpha chain";"HLA-C";0;0;"0";0;0;0;0;"0";"0";19;"integral component of lumenal side of endoplasmic reticulum membrane, integral component of plasma membrane, cell surface, MHC class I protein complex, Golgi membrane, early endosome membrane, ER to Golgi transport vesicle membrane, phagocytic vesicle membrane"
"645";645;"P30501";"P30501";"1C02_HUMAN";"HLA class I histocompatibility antigen, Cw-2 alpha chain";"HLA-C";0;0;"0";0;0;0;0;"0";"0";38;"phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, early endosome membrane, cell surface, integral component of plasma membrane, MHC class I protein complex, Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane"
"646";646;"P30508";"P30508";"1C12_HUMAN";"HLA class I histocompatibility antigen, Cw-12 alpha chain";"HLA-C";0;0;"0";0;0;0;0;"0";"0";80;"Golgi membrane, phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex, cell surface, early endosome membrane, integral component of plasma membrane"
"661";661;"P32942";"P32942";"ICAM3_HUMAN";"Intercellular adhesion molecule 3";"ICAM3";8;21;"7.04785536062951E-4";8;0;21;0;"0.00141670614265008";"0";0;"extracellular vesicular exosome, integral component of plasma membrane"
"664";664;"P33527";"P33527-1,P33527-3,P33527-9";"MRP1_HUMAN";"Multidrug resistance-associated protein 1";"ABCC1";1;2;"3.99694865091219E-5";1;0;2;0;"0";"0";12;"extracellular vesicular exosome, nucleus, integral component of plasma membrane, Golgi apparatus"
"665";665;"P33527";"P33527-4";"MRP1_HUMAN";"Multidrug resistance-associated protein 1";"ABCC1";1;1;"5.99542297636829E-5";1;0;1;0;"0";"0";12;"extracellular vesicular exosome, nucleus, integral component of plasma membrane, Golgi apparatus"
"671";671;"P35125";"P35125-1";"UBP6_HUMAN";"Ubiquitin carboxyl-terminal hydrolase 6";"USP6";2;2;"4.35229614832615E-5";2;0;2;0;"0";"0";2;"plasma membrane, recycling endosome, lysosome"
"672";672;"P35232";"P35232";"PHB_HUMAN";"Prohibitin";"PHB";6;15;"0.00101238888714925";6;2;13;2;"0.00176369001757436";"5.64717944078827E-4";0;"mitochondrial inner membrane, extracellular vesicular exosome, integral component of plasma membrane, nucleoplasm"
"673";673;"P35241";"P35241";"RADI_HUMAN";"Radixin";"RDX";2;6;"2.20597692370078E-4";2;1;4;2;"2.99021091923195E-4";"3.01109102258154E-4";30;"apical part of cell, cytoskeleton, cleavage furrow, plasma membrane, lamellipodium, T-tubule, filopodium, cell tip, extracellular vesicular exosome, extrinsic component of membrane, cytoplasm, stereocilium, ruffle"
"679";679;"P35579";"P35579-1";"MYH9_HUMAN";"Myosin-9";"MYH9";22;76;"0.00195051046980157";18;16;38;38;"0";"0";137;"uropod, nucleus, ruffle, plasma membrane, cleavage furrow, protein complex, actomyosin contractile ring, myosin II complex, spindle, stress fiber, cortical cytoskeleton, cytosol, cell-cell adherens junction, immunological synapse, extracellular vesicular exosome, neuromuscular junction"
"680";680;"P35579";"P35579-2";"MYH9_HUMAN";"Myosin-9";"MYH9";1;1;"2.43838599075726E-5";1;0;1;0;"0";"0";126;"uropod, nucleus, ruffle, plasma membrane, cleavage furrow, protein complex, actomyosin contractile ring, myosin II complex, spindle, stress fiber, cortical cytoskeleton, cytosol, cell-cell adherens junction, immunological synapse, extracellular vesicular exosome, neuromuscular junction"
"681";681;"P35580";"P35580-3";"MYH10_HUMAN";"Myosin-10";"MYH10";3;5;"6.14929178340707E-5";2;2;2;3;"0";"0";27;"neuronal cell body, lamellipodium, myosin complex, axon, dendritic spine, growth cone, midbody, cell cortex, plasma membrane, spindle, neuromuscular junction, stress fiber, cleavage furrow, myosin II complex"
"683";683;"P35613";"P35613-4";"BASI_HUMAN";"Basigin";"BSG";1;1;"8.34453870619987E-4";1;0;1;0;"0";"0";65;"sarcolemma, mitochondrion, membrane raft, integral component of plasma membrane, extracellular vesicular exosome, melanosome, acrosomal membrane, Golgi membrane"
"684";684;"P35613";"P35613-3";"BASI_HUMAN";"Basigin";"BSG";1;2;"0.00162122466291883";1;0;2;0;"0";"0";64;"sarcolemma, mitochondrion, membrane raft, integral component of plasma membrane, extracellular vesicular exosome, melanosome, acrosomal membrane, Golgi membrane"
"685";685;"P35613";"P35613-1,P35613-2";"BASI_HUMAN";"Basigin";"BSG";1;1;"4.17226935309993E-4";1;0;1;0;"0";"0";65;"sarcolemma, mitochondrion, membrane raft, integral component of plasma membrane, extracellular vesicular exosome, melanosome, acrosomal membrane, Golgi membrane"
"692";692;"P35670";"P35670-3";"ATP7B_HUMAN";"Copper-transporting ATPase 2";"ATP7B";2;2;"2.5062095772887E-5";0;2;0;2;"0";"0";0;"mitochondrion, trans-Golgi network, Golgi membrane, late endosome, integral component of plasma membrane"
"699";699;"P36382";"P36382";"CXA5_HUMAN";"Gap junction alpha-5 protein";"GJA5";1;1;"5.12792881386584E-5";1;0;1;0;"1.03077714821707E-4";"0";0;"cell projection, intercalated disc, integral component of plasma membrane, connexon complex"
"712";712;"P38606";"P38606";"VATA_HUMAN";"V-type proton ATPase catalytic subunit A";"ATP6V1A";4;5;"1.48768113076497E-4";4;0;5;0;"2.99042316905764E-4";"0";0;"proton-transporting two-sector ATPase complex, proton-transporting V-type ATPase, V1 domain, microvillus, mitochondrion, lysosomal membrane, cytosol, apical plasma membrane, integral component of plasma membrane, extracellular vesicular exosome"
"725";725;"P40926";"P40926";"MDHM_HUMAN";"Malate dehydrogenase, mitochondrial";"MDH2";19;82;"0.00445371237455165";19;5;69;13;"0.00753321216427756";"0.00295390924595079";0;"plasma membrane, mitochondrial matrix, nucleus, mitochondrial inner membrane, extracellular vesicular exosome"
"729";729;"P41180";"P41180-2";"CASR_HUMAN";"Extracellular calcium-sensing receptor";"CASR";3;3;"5.1089012486938E-5";3;0;3;0;"0";"0";0;"integral component of plasma membrane"
"733";733;"P42081";"P42081-1,P42081-3";"CD86_HUMAN";"T-lymphocyte activation antigen CD86";"CD86";6;11;"4.23809325807719E-4";6;0;11;0;"0";"0";5;"plasma membrane, integral component of membrane, intracellular membrane-bounded organelle, external side of plasma membrane, extracellular vesicular exosome"
"739";739;"P42566";"P42566-1,P42566-2";"EPS15_HUMAN";"Epidermal growth factor receptor substrate 15";"EPS15";4;6;"6.14664681483472E-5";0;4;0;6;"0";"0";0;"plasma membrane, coated pit, early endosome membrane, cytosol, ciliary membrane, intracellular membrane-bounded organelle, AP-2 adaptor complex"
"745";745;"P43007";"P43007-1,P43007-2";"SATT_HUMAN";"Neutral amino acid transporter A";"SLC1A4";1;1;"1.72537454451501E-5";1;0;1;0;"0";"0";0;"melanosome, neuronal cell body, intermediate filament, dendrite, integral component of plasma membrane, extracellular vesicular exosome"
"746";746;"P43115";"P43115-7";"PE2R3_HUMAN";"Prostaglandin E2 receptor EP3 subtype";"PTGER3";2;2;"9.41435136084088E-5";2;0;2;0;"0";"0";0;"nuclear envelope, integral component of plasma membrane"
"747";747;"P43121";"P43121-1";"MUC18_HUMAN";"Cell surface glycoprotein MUC18";"MCAM";10;23;"6.53612474510392E-4";10;0;23;0;"0";"0";0;"integral component of membrane, external side of plasma membrane"
"748";748;"P43146";"P43146";"DCC_HUMAN";"Netrin receptor DCC";"DCC";4;4;"5.0747712933351E-5";4;0;4;0;"1.02009182878151E-4";"0";0;"axon, membrane raft, cytosol, growth cone membrane, plasma membrane, integral component of membrane"
"753";753;"P46020";"P46020-3";"KPB1_HUMAN";"Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform";"PHKA1";2;2;"3.00212349200976E-5";2;0;2;0;"0";"0";0;"plasma membrane, cytosol"
"766";766;"P46821";"P46821";"MAP1B_HUMAN";"Microtubule-associated protein 1B";"MAP1B";4;4;"2.97536226152994E-5";0;4;0;4;"0";"1.24475916360973E-4";0;"plasma membrane, cytosol, synapse, microtubule associated complex, dendritic spine, microtubule, cell junction"
"767";767;"P46940";"P46940";"IQGA1_HUMAN";"Ras GTPase-activating-like protein IQGAP1";"IQGAP1";20;44;"4.8747818150884E-4";12;13;17;27;"3.78594431143579E-4";"0.00125144495513425";0;"cell leading edge, actin filament, neuron projection, midbody, cytoplasm, extrinsic component of cytoplasmic side of plasma membrane, nucleus, ribonucleoprotein complex, microtubule, slit diaphragm, lateral plasma membrane, extracellular vesicular exosome"
"772";772;"P48047";"P48047";"ATPO_HUMAN";"ATP synthase subunit O, mitochondrial";"ATP5O";6;25;"0.0021546930931502";6;3;17;8;"0.00294521583288691";"0.00288456865332283";0;"plasma membrane, mitochondrial proton-transporting ATP synthase complex"
"783";783;"P48960";"P48960-3";"CD97_HUMAN";"CD97 antigen";"CD97";1;3;"4.28719413767634E-4";1;0;3;0;"0";"0";22;"extracellular space, extracellular vesicular exosome, integral component of plasma membrane"
"784";784;"P48960";"P48960-1";"CD97_HUMAN";"CD97 antigen";"CD97";1;1;"1.42906471255878E-4";1;0;1;0;"0";"0";22;"extracellular space, extracellular vesicular exosome, integral component of plasma membrane"
"787";787;"P49327";"P49327";"FAS_HUMAN";"Fatty acid synthase";"FASN";38;105;"7.67657682649211E-4";33;19;68;37;"9.99332492879189E-4";"0.00113168486443833";0;"mitochondrion, plasma membrane, Golgi apparatus, glycogen granule, cytosol, extracellular vesicular exosome, melanosome"
"788";788;"P49368";"P49368-1";"TCPG_HUMAN";"T-complex protein 1 subunit gamma";"CCT3";2;8;"0.00257498344254926";1;1;6;2;"0";"0";77;"cytosol, chaperonin-containing T-complex, cell body, microtubule, plasma membrane, extracellular vesicular exosome, zona pellucida receptor complex"
"789";789;"P49368";"P49368-2";"TCPG_HUMAN";"T-complex protein 1 subunit gamma";"CCT3";1;1;"3.21872930318658E-4";1;0;1;0;"0";"0";77;"cytosol, chaperonin-containing T-complex, cell body, microtubule, plasma membrane, extracellular vesicular exosome, zona pellucida receptor complex"
"803";803;"P49796";"P49796-3";"RGS3_HUMAN";"Regulator of G-protein signaling 3";"RGS3";2;2;"3.0647721458497E-5";0;2;0;2;"0";"0";0;"cytosol, nucleus, plasma membrane"
"804";804;"P49796";"P49796-6";"RGS3_HUMAN";"Regulator of G-protein signaling 3";"RGS3";2;2;"3.0647721458497E-5";2;0;2;0;"0";"0";0;"cytosol, nucleus, plasma membrane"
"810";810;"P50552";"P50552";"VASP_HUMAN";"Vasodilator-stimulated phosphoprotein";"VASP";10;22;"0.00106283071942125";8;5;17;5;"0.00165087098001292";"0.00101054789993053";0;"tight junction, actin cytoskeleton, plasma membrane, extracellular vesicular exosome, lamellipodium membrane, filopodium membrane, cytosol, focal adhesion"
"812";812;"P50851";"P50851-1";"LRBA_HUMAN";"Lipopolysaccharide-responsive and beige-like anchor protein";"LRBA";2;2;"1.28242997929722E-5";0;2;0;2;"0";"0";0;"lysosome, endoplasmic reticulum, Golgi apparatus, plasma membrane, cytoplasmic membrane-bounded vesicle, integral component of membrane"
"813";813;"P50895";"P50895";"BCAM_HUMAN";"Basal cell adhesion molecule";"BCAM";16;34;"9.93903654814889E-4";16;0;34;0;"0.00199786933886914";"0";0;"integral component of plasma membrane, extracellular vesicular exosome, external side of plasma membrane"
"821";821;"P51572";"P51572-1,P51572-2";"BAP31_HUMAN";"B-cell receptor-associated protein 31";"BCAP31";12;41;"0.00152983209613664";12;6;30;11;"0";"0";0;"Golgi membrane, integral component of plasma membrane, lipid particle, endoplasmic reticulum-Golgi intermediate compartment membrane, integral component of lumenal side of endoplasmic reticulum membrane, cytosol"
"824";824;"P51787";"P51787-1";"KCNQ1_HUMAN";"Potassium voltage-gated channel subfamily KQT member 1";"KCNQ1";2;2;"5.43135655433128E-5";0;2;0;2;"0";"0";0;"zymogen granule membrane, early endosome, basolateral plasma membrane, late endosome, lysosome, voltage-gated potassium channel complex, sarcolemma"
"825";825;"P51795";"P51795-2";"CLCN5_HUMAN";"H(+)/Cl(-) exchange transporter 5";"CLCN5";2;4;"9.84342367487384E-5";0;2;0;4;"0";"0";0;"endosome membrane, apical part of cell, Golgi membrane, integral component of plasma membrane, lysosomal membrane"
"826";826;"P51809";"P51809-1,P51809-3";"VAMP7_HUMAN";"Vesicle-associated membrane protein 7";"VAMP7";2;2;"8.34453870619987E-5";2;0;2;0;"0";"0";0;"phagocytic vesicle membrane, extracellular vesicular exosome, integral component of membrane, Golgi apparatus, transport vesicle membrane, neuron projection, endoplasmic reticulum membrane, phagocytic vesicle, perinuclear region of cytoplasm, synapse, apical part of cell, SNARE complex, plasma membrane, lysosomal membrane, late endosome membrane, cell junction"
"831";831;"P52272";"P52272-1,P52272-2";"HNRPM_HUMAN";"Heterogeneous nuclear ribonucleoprotein M";"HNRNPM";32;94;"0.00118195246879598";32;11;75;19;"0";"0";0;"catalytic step 2 spliceosome, nuclear matrix, integral component of plasma membrane, paraspeckles"
