"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5134"	"peptide.count.P5136"	"spectra.count.P5134"	"spectra.count.P5136"	"dNSAF.P5134"	"dNSAF.P5136"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"Q4AC94-5"	"Q4AC94-5"	"C2CD3_HUMAN"	"C2 domain-containing protein 3"	"C2CD3"	2	2	1.56038972831617e-05	2	0	2	0	0	0	0	"neural plate axis specification;in utero embryonic development;heart looping;regulation of smoothened signaling pathway;brain development;embryonic digit morphogenesis;cilium assembly;neural tube development;regulation of proteolysis;protein processing"	"centrosome;microtubule basal body"	""
"Q4ADV7-3"	"Q4ADV7-3"	"RIC1_HUMAN"	"Protein RIC1 homolog"	"KIAA1432"	2	2	2.58018062595077e-05	2	0	2	0	0	0	0	""	"integral to membrane"	""
"Q4G0X9-3"	"Q4G0X9-3"	"CCD40_HUMAN"	"Coiled-coil domain-containing protein 40"	"CCDC40"	2	2	3.21505869590888e-05	0	2	0	2	0	0	0	"determination of liver left/right asymmetry;heart looping;axonemal dynein complex assembly;ciliary cell motility;determination of digestive tract left/right asymmetry;lung development;regulation of cilium beat frequency;determination of pancreatic left/right asymmetry;epithelial cilium movement involved in determination of left/right asymmetry;flagellar cell motility"	"cilium;cytoplasm"	""
"Q4G0X9-5"	"Q4G0X9-5"	"CCD40_HUMAN"	"Coiled-coil domain-containing protein 40"	"CCDC40"	2	2	3.21505869590888e-05	2	0	2	0	0	0	0	"determination of liver left/right asymmetry;heart looping;axonemal dynein complex assembly;ciliary cell motility;determination of digestive tract left/right asymmetry;lung development;regulation of cilium beat frequency;determination of pancreatic left/right asymmetry;epithelial cilium movement involved in determination of left/right asymmetry;flagellar cell motility"	"cilium;cytoplasm"	""
"Q4G0Z9-1"	"Q4G0Z9-1"	"MCMD2_HUMAN"	"MCM domain-containing protein 2"	"MCMDC2"	2	2	5.39147875290447e-05	0	2	0	2	0	0	0	"DNA replication"	""	"ATP binding;DNA binding"
"Q4KMZ1-1"	"Q4KMZ1-1"	"IQCC_HUMAN"	"IQ domain-containing protein C"	"IQCC"	2	2	7.8789635852531e-05	2	0	2	0	0	0	0	""	""	""
"Q4KWH8-1,Q4KWH8-2,Q4KWH8-3,Q4KWH8-4"	"Q4KWH8-[1-4]"	"PLCH1_HUMAN"	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1"	"PLCH1"	2	2	5.4217321776845e-06	0	2	0	2	0	0	0	"lipid catabolic process;phosphatidylinositol-mediated signaling;inositol phosphate metabolic process"	"nuclear membrane;plasma membrane;cytoplasm;cytosol"	"calcium-dependent phospholipase C activity;phospholipid binding;calcium ion binding;phosphatidylinositol phospholipase C activity;signal transducer activity"
"Q4VXU2"	"Q4VXU2"	"PAP1L_HUMAN"	"Polyadenylate-binding protein 1-like"	"PABPC1L"	2	2	8.07862105612184e-05	2	0	2	0	0.000135226546073103	0	10	""	""	"RNA binding;nucleotide binding"
"Q4ZG55-1"	"Q4ZG55-1"	"GREB1_HUMAN"	"Protein GREB1"	"GREB1"	2	2	1.88383634208719e-05	0	2	0	2	0	0	0	""	"integral to membrane"	""
"Q53EL6"	"Q53EL6"	"PDCD4_HUMAN"	"Programmed cell death protein 4"	"PDCD4"	2	2	7.82856509750094e-05	0	2	0	2	0	0.000327512325777059	0	"negative regulation of JUN kinase activity;apoptotic process;negative regulation of transcription;negative regulation of cell cycle;RNA metabolic process;cell aging"	"nucleus;cytosol"	"RNA binding"
"Q53TQ3-2"	"Q53TQ3-2"	"IN80D_HUMAN"	"INO80 complex subunit D"	"INO80D"	2	2	4.18177338351702e-05	2	0	2	0	0	0	0	"transcription;DNA repair;regulation of transcription;DNA recombination"	"nucleus"	""
"Q562F6-2"	"Q562F6-2"	"SGOL2_HUMAN"	"Shugoshin-like 2"	"SGOL2"	5	5	7.25612061408684e-05	3	2	3	2	0	0	0	"mitotic anaphase;cell division;meiotic sister chromatid cohesion;M phase of mitotic cell cycle;mitotic prometaphase"	"chromosome;cytosol;mitotic cohesin complex;condensed chromosome kinetochore;nucleus"	""
"Q58A45-4"	"Q58A45-4"	"PAN3_HUMAN"	"PAB-dependent poly(A)-specific ribonuclease subunit 3"	"PAN3"	2	2	4.13934276294018e-05	2	0	2	0	0	0	0	"protein targeting;nuclear-transcribed mRNA catabolic process;nuclear-transcribed mRNA poly(A) tail shortening;deadenylation-dependent decapping of nuclear-transcribed mRNA;positive regulation of cytoplasmic mRNA processing body assembly"	"centrosome;cytoplasmic mRNA processing body;cytosol"	"protein kinase activity;nucleic acid binding;zinc ion binding;ATP binding"
"Q58FF6"	"Q58FF6"	"H90B4_HUMAN"	"Putative heat shock protein HSP 90-beta 4"	"HSP90AB4P"	2	2	8.39161081904456e-05	0	2	0	2	0	0.000353488952311799	13	"protein folding;response to stress"	"cytoplasm"	"ATP binding"
"Q5BJE1-2"	"Q5BJE1-2"	"CC178_HUMAN"	"Coiled-coil domain-containing protein 178"	"CCDC178"	2	2	4.23482933186614e-05	2	0	2	0	0	0	0	""	""	""
"Q5C9Z4"	"Q5C9Z4"	"NOM1_HUMAN"	"Nucleolar MIF4G domain-containing protein 1"	"NOM1"	2	2	4.26929887293947e-05	0	2	0	2	0	0.000178608466034234	0	"RNA metabolic process"	"nucleolus"	"RNA binding;DNA binding"
"Q5D862"	"Q5D862"	"FILA2_HUMAN"	"Filaggrin-2"	"FLG2"	2	2	1.53559056073942e-05	0	2	0	2	0	6.42422755288335e-05	0	""	""	"calcium ion binding;structural molecule activity"
"Q5F1R6-2"	"Q5F1R6-2"	"DJC21_HUMAN"	"DnaJ homolog subfamily C member 21"	"DNAJC21"	2	2	6.91449534977014e-05	0	2	0	2	0	0	0	"protein folding"	"ribosome"	"nucleic acid binding;zinc ion binding"
"Q5FWF5-2"	"Q5FWF5-2"	"ESCO1_HUMAN"	"N-acetyltransferase ESCO1"	"ESCO1"	2	3	6.55642326915704e-05	2	0	3	0	0	0	0	"post-translational protein acetylation;S phase of mitotic cell cycle;regulation of DNA replication"	"nucleoplasm;chromatin"	"metal ion binding;transferase activity"
"Q5GLZ8-1,Q5GLZ8-2,Q5GLZ8-3"	"Q5GLZ8-[1-3]"	"HERC4_HUMAN"	"Probable E3 ubiquitin-protein ligase HERC4"	"HERC4"	2	2	1.15786724400124e-05	0	2	0	2	0	0	0	"protein ubiquitination involved in ubiquitin-dependent protein catabolic process;cell differentiation;spermatogenesis"	"cytoplasm;nucleus;cytosol"	"ubiquitin-protein ligase activity"
"Q5H9U9-1"	"Q5H9U9-1"	"DDX6L_HUMAN"	"Probable ATP-dependent RNA helicase DDX60-like"	"DDX60L"	2	3	0.00025018942252176	0	2	0	3	0	0	27	""	""	"RNA binding;ATP binding;ATP-dependent helicase activity"
"Q5HYC2-2"	"Q5HYC2-2"	"K2026_HUMAN"	"Uncharacterized protein KIAA2026"	"KIAA2026"	2	2	1.74588541641842e-05	2	0	2	0	0	0	0	""	""	""
"Q5JRA6-1"	"Q5JRA6-1"	"MIA3_HUMAN"	"Melanoma inhibitory activity protein 3"	"MIA3"	2	2	2.31039141944076e-05	0	2	0	2	0	0	1	"protein transport;negative regulation of cell adhesion;wound healing;negative regulation of cell migration;exocytosis;positive regulation of leukocyte migration"	"endoplasmic reticulum membrane;integral to membrane"	""
"Q5JVG8-1,Q5JVG8-2"	"Q5JVG8-[1,2]"	"ZN506_HUMAN"	"Zinc finger protein 506"	"ZNF506"	2	2	4.13468134090984e-05	2	0	2	0	0	0	0	"transcription;regulation of transcription"	"nucleolus"	"DNA binding;zinc ion binding"
"Q5JWR5"	"Q5JWR5"	"DOP1_HUMAN"	"Protein dopey-1"	"DOPEY1"	2	6	4.96497232011892e-05	1	2	3	3	5.23960960128192e-05	9.34705562613231e-05	1	"protein transport"	""	""
"Q5JX71"	"Q5JX71"	"F209A_HUMAN"	"Protein FAM209A"	"FAM209A"	2	2	0.000214713276650757	2	0	2	0	0.000431600256212529	0	0	""	"integral to membrane"	""
"Q5M775-1,Q5M775-2,Q5M775-3,Q5M775-4,Q5M775-5"	"Q5M775-[1-5]"	"CYTSB_HUMAN"	"Cytospin-B"	"SPECC1"	2	2	6.87564987027705e-06	2	0	2	0	0	0	0	"cell adhesion"	"nucleus"	""
"Q5SRE5-1"	"Q5SRE5-1"	"NU188_HUMAN"	"Nucleoporin NUP188 homolog"	"NUP188"	2	2	2.09925502042764e-05	2	0	2	0	0	0	0	"protein transport;cytokine-mediated signaling pathway;viral reproductive process;glucose transport;transmembrane transport;mRNA transport;carbohydrate metabolic process;regulation of glucose transport;small molecule metabolic process"	"nuclear pore;nuclear envelope"	""
"Q5T0J7-1,Q5T0J7-2,Q5T0J7-3"	"Q5T0J7-[1-3]"	"TEX35_HUMAN"	"Testis-expressed sequence 35 protein"	"Tex35"	2	2	5.25264239016873e-05	2	0	2	0	0	0	0	""	"nucleus;microtubule cytoskeleton"	""
"Q5T1M5-1"	"Q5T1M5-1"	"FKB15_HUMAN"	"FK506-binding protein 15"	"FKBP15"	2	2	4.01596612603548e-05	0	2	0	2	0	0	1	"endocytosis;negative regulation of phosphatase activity;protein folding"	"early endosome;actin filament;growth cone;axon"	""
"Q5T2E6-2"	"Q5T2E6-2"	"CJ076_HUMAN"	"UPF0668 protein C10orf76"	"C10orf76"	2	2	5.32887812877786e-05	2	0	2	0	0	0	0	""	"integral to membrane"	""
"Q5T4S7-2"	"Q5T4S7-2"	"UBR4_HUMAN"	"E3 ubiquitin-protein ligase UBR4"	"UBR4"	2	4	2.65647093676052e-05	1	1	1	3	0	0	6	"virus-host interaction"	"nucleus;integral to membrane;cytoplasm;cytoskeleton"	"zinc ion binding;ubiquitin-protein ligase activity"
"Q5T6S3-2"	"Q5T6S3-2"	"PHF19_HUMAN"	"PHD finger protein 19"	"PHF19"	2	6	0.000189910191244549	0	2	0	6	0	0	0	"regulation of transcription;chromatin modification;transcription;positive regulation of histone H3-K27 methylation"	"nucleus"	"methylated histone residue binding;zinc ion binding"
"Q5T6X5-2"	"Q5T6X5-2"	"GPC6A_HUMAN"	"G-protein coupled receptor family C group 6 member A"	"GPRC6A"	2	2	3.96500759257877e-05	2	0	2	0	0	0	0	"calcium-mediated signaling;response to amino acid stimulus"	"cell surface;integral to membrane;plasma membrane"	"G-protein coupled receptor activity"
"Q5T848"	"Q5T848"	"GP158_HUMAN"	"Probable G-protein coupled receptor 158"	"GPR158"	2	2	3.02189056026991e-05	0	2	0	2	0	0.000126422453324643	0	"regulation of G-protein coupled receptor protein signaling pathway;protein localization to plasma membrane"	"plasma membrane;integral to membrane"	"G-protein coupled receptor activity"
"Q5TA45-3"	"Q5TA45-3"	"INT11_HUMAN"	"Integrator complex subunit 11"	"CPSF3L"	2	2	0.000101988806409109	0	2	0	2	0	0	2	""	"nucleus;cytoplasm"	"hydrolase activity"
"Q5TEA3"	"Q5TEA3"	"CT194_HUMAN"	"Uncharacterized protein C20orf194"	"C20orf194"	2	4	6.23890744388775e-05	0	2	0	4	0	0.000261008123686391	0	""	""	""
"Q5TF21"	"Q5TF21"	"SOGA3_HUMAN"	"Protein SOGA3"	"SOGA3"	2	2	3.87708239781198e-05	0	2	0	2	0	0.000162199874117678	0	""	"integral to membrane"	""
"Q5TIA1-1"	"Q5TIA1-1"	"MEI1_HUMAN"	"Meiosis inhibitor protein 1"	"MEI1"	2	2	2.88194429413496e-05	2	0	2	0	0	0	0	"male meiosis I;spermatid development"	""	""
"Q5TZA2-1"	"Q5TZA2-1"	"CROCC_HUMAN"	"Rootletin"	"CROCC"	2	2	1.82032574651856e-05	2	0	2	0	0	0	0	"centrosome organization;protein localization;cell projection organization;cell cycle"	"ciliary rootlet;plasma membrane;centriole;actin cytoskeleton"	"kinesin binding;structural molecule activity"
"Q5UIP0-2"	"Q5UIP0-2"	"RIF1_HUMAN"	"Telomere-associated protein RIF1"	"RIF1"	2	2	1.48527387974431e-05	2	0	2	0	0	0	0	"stem cell maintenance;response to DNA damage stimulus;cell cycle"	"chromosome;cytoplasm;male pronucleus;spindle;female pronucleus"	""
"Q5VIR6-4"	"Q5VIR6-4"	"VPS53_HUMAN"	"Vacuolar protein sorting-associated protein 53 homolog"	"VPS53"	2	2	5.25264239016873e-05	2	0	2	0	0	0	0	"protein transport"	"GARP complex;endosome membrane"	""
"Q5VST9-3"	"Q5VST9-3"	"OBSCN_HUMAN"	"Obscurin"	"OBSCN"	3	5	1.24059600011081e-05	2	2	2	3	0	0	1	"regulation of Rho protein signal transduction;neurotrophin TRK receptor signaling pathway;small GTPase mediated signal transduction;cellular protein localization;apoptotic signaling pathway;sarcomere organization;regulation of small GTPase mediated signal transduction;multicellular organismal development"	"Z disc;M band;cytosol"	"ATP binding;protein serine/threonine kinase activity;Rho guanyl-nucleotide exchange factor activity;phospholipid binding;metal ion binding;protein tyrosine kinase activity;structural constituent of muscle"
"Q5VTR2"	"Q5VTR2"	"BRE1A_HUMAN"	"E3 ubiquitin-protein ligase BRE1A"	"RNF20"	2	5	9.41435136084088e-05	0	2	0	5	0	0.000393854566126772	0	"positive regulation of histone methylation;ubiquitin-dependent protein catabolic process;positive regulation of transcription;histone monoubiquitination;protein polyubiquitination;histone H2B ubiquitination;negative regulation of cell migration"	"HULC complex;nucleolus"	"p53 binding;histone binding;transcription coactivator activity;zinc ion binding;chromatin binding;ubiquitin-protein ligase activity"
"Q5VU43-3"	"Q5VU43-3"	"MYOME_HUMAN"	"Myomegalin"	"PDE4DIP"	2	2	2.08672749686158e-05	2	0	2	0	0	0	1	"cellular protein complex assembly"	"Golgi apparatus;centrosome;nucleus;myofibril"	"enzyme binding"
"Q5VWQ8-2"	"Q5VWQ8-2"	"DAB2P_HUMAN"	"Disabled homolog 2-interacting protein"	"DAB2IP"	2	2	3.08797058934226e-05	2	0	2	0	0	0	0	"negative regulation of MAP kinase activity;negative regulation of angiogenesis;cellular response to tumor necrosis factor;cellular response to epidermal growth factor stimulus;negative regulation of I-kappaB kinase/NF-kappaB cascade;positive regulation of transcription from RNA polymerase II promoter;positive regulation of apoptotic process;activation of MAPKKK activity;positive regulation of synapse maturation;I-kappaB phosphorylation;positive regulation of cell cycle arrest;negative regulation of G0 to G1 transition;activation of JUN kinase activity;negative regulation of phosphatidylinositol 3-kinase cascade;vascular endothelial growth factor receptor-2 signaling pathway;regulation of ARF GTPase activity;negative regulation of fibroblast proliferation;cellular response to interleukin-1;negative regulation of epithelial cell proliferation;layer formation in cerebral cortex;negative regulation of transcription from RNA polymerase II promoter;negative regulation of epidermal growth factor receptor signaling pathway;negative regulation of toll-like receptor 4 signaling pathway;negative regulation of canonical Wnt receptor signaling pathway;negative regulation of ERK1 and ERK2 cascade;cellular response to vascular endothelial growth factor stimulus;positive regulation of apoptotic signaling pathway;negative regulation of epithelial cell migration;negative regulation of phosphatidylinositol 3-kinase activity;regulation of p38MAPK cascade;negative regulation of endothelial cell migration;regulation of protein complex assembly;negative regulation of Ras GTPase activity;positive regulation of neuron migration;negative regulation of vascular endothelial growth factor signaling pathway;negative regulation of Ras protein signal transduction;cellular response to lipopolysaccharide;cell motility involved in cerebral cortex radial glia guided migration;negative regulation of catenin import into nucleus;cellular protein catabolic process;intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress;negative regulation of epithelial to mesenchymal transition;negative regulation of cyclin catabolic process;positive regulation of proteasomal protein catabolic process;negative regulation of NF-kappaB transcription factor activity;negative regulation of vascular endothelial growth factor receptor signaling pathway;positive regulation of dendrite development;positive regulation of JNK cascade;tube formation;neuron projection morphogenesis"	"climbing fiber;endocytic vesicle;neuronal cell body membrane;cerebellar mossy fiber;intrinsic to internal side of plasma membrane;parallel fiber"	"14-3-3 protein binding;Ras GTPase activator activity;signaling adaptor activity;phosphatidylinositol 3-kinase regulatory subunit binding;phosphatidylinositol-3-phosphate binding;protein complex binding;phosphatidylinositol-4-phosphate binding;protein phosphatase 2A binding;SH3 domain binding"
"Q5VZL5-1"	"Q5VZL5-1"	"ZMYM4_HUMAN"	"Zinc finger MYM-type protein 4"	"ZMYM4"	2	2	2.37183270718859e-05	0	2	0	2	0	0	0	"cytoskeleton organization;regulation of cell morphogenesis;multicellular organismal development"	""	"zinc ion binding;DNA binding"
"Q659C4-4"	"Q659C4-4"	"LAR1B_HUMAN"	"La-related protein 1B"	"LARP1B"	2	2	4.01706458504151e-05	2	0	2	0	0	0	0	""	""	"RNA binding"
"Q66K74"	"Q66K74"	"MAP1S_HUMAN"	"Microtubule-associated protein 1S"	"MAP1S"	2	2	3.46704157764678e-05	0	2	0	2	0	0.000145045590924873	0	"brain development;mitochondrion transport along microtubule;apoptotic process;microtubule bundle formation;neuron projection morphogenesis"	"spindle;perinuclear region of cytoplasm;cytosol;microtubule;neuronal cell body;dendrite;nucleus;synapse"	"beta-tubulin binding;actin filament binding;microtubule binding;DNA binding;hydrolase activity"
"Q66K79-2"	"Q66K79-2"	"CBPZ_HUMAN"	"Carboxypeptidase Z"	"CPZ"	2	2	5.63128378946003e-05	2	0	2	0	0	0	0	"proteolysis;Wnt receptor signaling pathway"	"proteinaceous extracellular matrix"	"zinc ion binding;metallocarboxypeptidase activity"
"Q66LE6"	"Q66LE6"	"2ABD_HUMAN"	"Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform"	"PPP2R2D"	2	2	8.1050707080087e-05	0	2	0	2	0	0.000339080090042916	0	"cell division;exit from mitosis;signal transduction;mitotic prophase"	"cytoplasm;protein phosphatase type 2A complex"	"protein phosphatase type 2A regulator activity"
"Q68CJ6"	"Q68CJ6"	"SLIP_HUMAN"	"Nuclear GTPase SLIP-GC"	"NUGGC"	2	2	4.61255908382907e-05	0	2	0	2	0	0.000192968945715378	0	"GTP catabolic process"	"nucleus"	"GTP binding;GTPase activity"
"Q68CP9-3"	"Q68CP9-3"	"ARID2_HUMAN"	"AT-rich interactive domain-containing protein 2"	"ARID2"	2	2	2.00087031647299e-05	2	0	2	0	0	0	0	"chromatin modification;regulation of transcription;transcription;nucleosome disassembly"	"nucleus"	"DNA binding;zinc ion binding"
"Q68CZ1-1"	"Q68CZ1-1"	"FTM_HUMAN"	"Protein fantom"	"RPGRIP1L"	2	2	2.79208899675129e-05	2	0	2	0	0	0	0	"head development;liver development;cerebellum development;corpus callosum development;negative regulation of G-protein coupled receptor protein signaling pathway;camera-type eye development;embryonic forelimb morphogenesis;cilium assembly;neural tube patterning;in utero embryonic development;olfactory bulb development;embryonic hindlimb morphogenesis;pericardium development;determination of left/right symmetry;nose development;lateral ventricle development;kidney development;regulation of smoothened signaling pathway"	"tight junction;centrosome;cilium axoneme;cell-cell junction;microtubule basal body"	""
"Q6AHZ1-2"	"Q6AHZ1-2"	"Z518A_HUMAN"	"Zinc finger protein 518A"	"ZNF518A"	2	2	2.47579031067292e-05	2	0	2	0	0	0	0	"regulation of transcription;transcription"	"nucleus"	"zinc ion binding;DNA binding"
"Q6IV72"	"Q6IV72"	"ZN425_HUMAN"	"Zinc finger protein 425"	"ZNF425"	2	2	4.88244286001056e-05	0	2	0	2	0	0.000204259681900852	0	"transcription;negative regulation of transcription"	"nucleus;cytoplasm"	"zinc ion binding;DNA binding"
"Q6NSI4-2"	"Q6NSI4-2"	"CX057_HUMAN"	"Uncharacterized protein CXorf57"	"CXorf57"	2	2	4.29426553301514e-05	0	2	0	2	0	0	0	""	""	""
"Q6P2M8-5"	"Q6P2M8-5"	"KCC1B_HUMAN"	"Calcium/calmodulin-dependent protein kinase type 1B"	"PNCK"	2	2	0.000107043645210727	2	0	2	0	0	0	0	""	"nucleus;cytoplasm"	"ATP binding;calmodulin-dependent protein kinase activity"
"Q6P4H8-1"	"Q6P4H8-1"	"F173B_HUMAN"	"Protein FAM173B"	"FAM173B"	2	2	0.000157579271705062	2	0	2	0	0	0	0	""	"integral to membrane"	""
"Q6PFW1-2"	"Q6PFW1-2"	"VIP1_HUMAN"	"Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1"	"PPIP5K1"	2	2	2.56217517845634e-05	0	2	0	2	0	0	0	"inositol phosphate metabolic process;inositol metabolic process"	"plasma membrane;nucleus;cytosol"	"inositol hexakisphosphate 3-kinase activity;ATP binding;inositol hexakisphosphate 5-kinase activity;inositol-1;inositol hexakisphosphate 1-kinase activity;acid phosphatase activity;diphosphoinositol-pentakisphosphate kinase activity;kinase activity"
"Q6PIW4-1"	"Q6PIW4-1"	"FIGL1_HUMAN"	"Fidgetin-like protein 1"	"FIGNL1"	4	4	0.000108949466787179	2	2	2	2	0	0	0	"ATP metabolic process;osteoblast differentiation;regulation of cell cycle;negative regulation of apoptotic process;osteoblast proliferation"	"nucleus;cytoplasm"	"ATP binding;magnesium ion binding;nucleoside-triphosphatase activity;hydrolase activity"
"Q6PJG6-2"	"Q6PJG6-2"	"BRAT1_HUMAN"	"BRCA1-associated ATM activator 1"	"BRAT1"	2	2	4.47210356970517e-05	0	2	0	2	0	0	0	"response to ionizing radiation"	"nucleus"	""
"Q6PKG0-3"	"Q6PKG0-3"	"LARP1_HUMAN"	"La-related protein 1"	"LARP1"	2	2	0.000133999891632407	0	2	0	2	0	0	12	"positive regulation of macroautophagy"	""	"RNA binding"
"Q6QHC5"	"Q6QHC5"	"DEGS2_HUMAN"	"Sphingolipid delta(4)-desaturase/C4-hydroxylase DES2"	"DEGS2"	2	2	0.00011367173469746	2	0	2	0	0.000228494253288986	0	0	"ceramide biosynthetic process;sphinganine metabolic process;sphingolipid biosynthetic process;small molecule metabolic process;fatty acid biosynthetic process"	"integral to membrane;endoplasmic reticulum membrane"	"sphingosine hydroxylase activity;sphingolipid delta-4 desaturase activity"
"Q6T4R5-2"	"Q6T4R5-2"	"NHS_HUMAN"	"Nance-Horan syndrome protein"	"NHS"	2	2	2.25251351578401e-05	2	0	2	0	0	0	0	"cell differentiation;lens development in camera-type eye"	"nucleus"	""
"Q6TFL4-1,Q6TFL4-2"	"Q6TFL4-[1,2]"	"KLH24_HUMAN"	"Kelch-like protein 24"	"KLHL24"	2	2	3.05966419227329e-05	0	2	0	2	0	0	0	""	"cytoplasm;axon;perikaryon"	""
"Q6UVK1"	"Q6UVK1"	"CSPG4_HUMAN"	"Chondroitin sulfate proteoglycan 4"	"CSPG4"	2	3	2.37183270718859e-05	2	0	3	0	4.76767724885933e-05	0	0	"angiogenesis;chondroitin sulfate catabolic process;positive regulation of peptidyl-tyrosine phosphorylation;dermatan sulfate biosynthetic process;activation of MAPK activity;tissue remodeling;glial cell migration;cell proliferation;chondroitin sulfate biosynthetic process;carbohydrate metabolic process;transmembrane receptor protein tyrosine kinase signaling pathway;intracellular signal transduction"	"integral to plasma membrane;Golgi lumen;lysosomal lumen;cell surface;extracellular region;lamellipodium membrane;apical plasma membrane"	"signal transducer activity"
"Q6UWF7-1,Q6UWF7-2"	"Q6UWF7-[1,2]"	"NXPE4_HUMAN"	"NXPE family member 4"	"NXPE4"	2	2	3.37462962383083e-05	2	0	2	0	0	0	0	""	"extracellular region"	""
"Q6UX72"	"Q6UX72"	"B3GN9_HUMAN"	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9"	"B3GNT9"	2	2	9.13332594708443e-05	0	2	0	2	0	0.000382097713406569	0	"protein glycosylation"	"Golgi membrane;integral to membrane"	"galactosyltransferase activity"
"Q6UX73-2"	"Q6UX73-2"	"CP089_HUMAN"	"UPF0764 protein C16orf89"	"C16orf89"	2	2	9.13332594708443e-05	2	0	2	0	0	0	0	""	"extracellular region"	""
"Q6W4X9"	"Q6W4X9"	"MUC6_HUMAN"	"Mucin-6"	"MUC6"	2	2	1.50536983629682e-05	0	2	0	2	0	6.29779749034198e-05	0	"post-translational protein modification;O-glycan processing;maintenance of gastrointestinal epithelium"	"extracellular region;Golgi lumen"	"extracellular matrix structural constituent"
"Q6XZF7-1"	"Q6XZF7-1"	"DNMBP_HUMAN"	"Dynamin-binding protein"	"DNMBP"	2	2	2.32821625283953e-05	2	0	2	0	0	0	0	"intracellular signal transduction;regulation of Rho protein signal transduction"	"cell junction;cytoskeleton;synapse;Golgi stack"	"Rho guanyl-nucleotide exchange factor activity"
"Q6ZMJ2-3"	"Q6ZMJ2-3"	"SCAR5_HUMAN"	"Scavenger receptor class A member 5"	"SCARA5"	2	2	7.41736773884433e-05	0	2	0	2	0	0	0	"protein homotrimerization;cellular response to heat;cellular iron ion homeostasis;iron ion transmembrane transport"	"cell surface;integral to plasma membrane"	"ferritin receptor activity;scavenger receptor activity"
"Q6ZMT4-1"	"Q6ZMT4-1"	"KDM7_HUMAN"	"Lysine-specific demethylase 7"	"JHDM1D"	2	2	3.90180343329218e-05	0	2	0	2	0	0	0	"transcription;positive regulation of transcription;midbrain development"	"nucleolus"	"histone demethylase activity (H3-K9 specific);iron ion binding;histone demethylase activity (H3-K36 specific);histone demethylase activity (H3-K27 specific);methylated histone residue binding;oxidoreductase activity;zinc ion binding;histone demethylase activity (H4-K20 specific)"
"Q6ZNJ1-3"	"Q6ZNJ1-3"	"NBEL2_HUMAN"	"Neurobeachin-like protein 2"	"NBEAL2"	2	2	1.33318701188378e-05	2	0	2	0	0	0	0	"platelet formation"	"endoplasmic reticulum"	""
"Q6ZNL6-1"	"Q6ZNL6-1"	"FGD5_HUMAN"	"FYVE, RhoGEF and PH domain-containing protein 5"	"FGD5"	2	2	2.51135227819969e-05	2	0	2	0	0	0	0	"regulation of Cdc42 GTPase activity;filopodium assembly;regulation of cell shape;actin cytoskeleton organization"	"cytoskeleton;endoplasmic reticulum;early endosome;lamellipodium;ruffle membrane;Golgi apparatus;ruffle"	"Rho guanyl-nucleotide exchange factor activity;phospholipid binding;guanyl-nucleotide exchange factor activity;metal ion binding;small GTPase binding"
"Q6ZP01"	"Q6ZP01"	"RBM44_HUMAN"	"RNA-binding protein 44"	"RBM44"	2	2	3.49343199878967e-05	0	2	0	2	0	0.000146149648705462	0	""	"intercellular bridge;cytoplasm"	"RNA binding;nucleotide binding;protein homodimerization activity"
"Q6ZQP7-2"	"Q6ZQP7-2"	"YV021_HUMAN"	"Uncharacterized protein LOC284861"	""	2	2	0.000128377518556921	2	0	2	0	0	0	0	""	""	""
"Q6ZQQ6-1,Q6ZQQ6-2"	"Q6ZQQ6-[1,2]"	"WDR87_HUMAN"	"WD repeat-containing protein 87"	"WDR87"	2	3	9.5847468605846e-06	0	2	0	3	0	0	0	""	""	""
"Q6ZQX7-1"	"Q6ZQX7-1"	"CQ097_HUMAN"	"Uncharacterized protein C17orf97"	"C17orf97"	2	2	8.1050707080087e-05	0	2	0	2	0	0	0	""	""	""
"Q6ZR08-1"	"Q6ZR08-1"	"DYH12_HUMAN"	"Dynein heavy chain 12, axonemal"	"DNAH12"	2	2	1.18745052740231e-05	2	0	2	0	0	0	0	"microtubule-based movement;ATP catabolic process"	"cilium axoneme;microtubule;dynein complex"	"microtubule motor activity;ATPase activity;ATP binding"
"Q6ZRI0-1"	"Q6ZRI0-1"	"OTOG_HUMAN"	"Otogelin"	"OTOG"	2	8	5.02098739244847e-05	2	0	8	0	0	0	0	"sensory perception of sound;adult locomotory behavior;L-arabinose metabolic process"	"cytosol;extracellular space;apical plasma membrane;proteinaceous extracellular matrix"	"structural molecule activity;alpha-N-arabinofuranosidase activity"
"Q6ZRK6-1"	"Q6ZRK6-1"	"CCD73_HUMAN"	"Coiled-coil domain-containing protein 73"	"CCDC73"	2	2	3.40277760030393e-05	2	0	2	0	0	0	0	""	""	""
