"";"protein.acs";"X.1";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P6157.1.id.csv";"peptide.count.P6157.2.id.csv";"spectra.count.P6157.1.id.csv";"spectra.count.P6157.2.id.csv";"dNSAF.P6157.1.id.csv";"dNSAF.P6157.2.id.csv";"Go.Cc";"norm.sc";"Go.Mf"
"127";"P20039";211;211;"P20039";"2B1B_HUMAN";"HLA class II histocompatibility antigen, DRB1-11 beta chain";"HLA-DRB1";0;0;NA;0;0;0;0;NA;NA;"MHC class II protein complex, late endosome membrane, integral component of plasma membrane, Golgi membrane, trans-Golgi network membrane, ER to Golgi transport vesicle membrane, transport vesicle membrane, plasma membrane, integral component of lumenal side of endoplasmic reticulum membrane, endocytic vesicle membrane, clathrin-coated endocytic vesicle membrane, lysosomal membrane";0;"MHC class II receptor activity"
"128";"P20231";212;212;"P20231,Q15661-1,Q15661-2";"TRYB1_HUMAN, TRYB2_HUMAN";"Tryptase alpha/beta-1, Tryptase beta-2";"TPSAB1, TPSB2";5;8;0,000681114975929489;3;5;3;5;0,00193318483102306;0,00358167206869887;"extracellular region";0,00154589371980676;"serine-type endopeptidase activity, serine-type peptidase activity"
"129";"P20645";213;213;"P20645";"MPRD_HUMAN";"Cation-dependent mannose-6-phosphate receptor";"M6PR";1;2;0,000507147883702012;1;1;1;1;0,000639742272600891;0,000711162324109884;"late endosome, integral component of plasma membrane, endosome, lysosomal membrane";0,000386473429951691;"transmembrane signaling receptor activity, mannose binding, mannose transmembrane transporter activity"
"130";"P20701";215;215;"P20701-1";"ITAL_HUMAN";"Integrin alpha-L";"ITGAL";17;28;0,00168095683162086;12;16;12;16;NA;NA;"plasma membrane, external side of plasma membrane, extracellular vesicular exosome, integrin complex, immunological synapse";0,00541062801932367;"metal ion binding, cell adhesion molecule binding, protein binding"
"131";"P21281";216;216;"P21281";"VATB2_HUMAN";"V-type proton ATPase subunit B, brain isoform";"ATP6V1B2";3;3;0,000412367799761616;3;NA;3;NA;0,0010403636566171;NA;"melanosome, extracellular vesicular exosome, plasma membrane, proton-transporting V-type ATPase, V1 domain, intracellular membrane-bounded organelle, microvillus, integral component of membrane, lysosomal membrane, endomembrane system, cytosol";0,000579710144927536;"proton-transporting ATPase activity, rotational mechanism, hydrogen ion transmembrane transporter activity, ATP binding"
"132";"P21333";217;217;"P21333-1,P21333-2";"FLNA_HUMAN";"Filamin-A";"FLNA";3;3;3,98035409290113e-05;3;NA;3;NA;NA;NA;"cytosol, neuronal cell body, cytoplasm, cortical cytoskeleton, extracellular region, dendritic shaft, apical dendrite, nucleus, actin filament, trans-Golgi network, extracellular vesicular exosome, perinuclear region of cytoplasm, actin cytoskeleton, Myb complex, plasma membrane";0,000579710144927536;"actin filament binding, transcription factor binding, poly(A) RNA binding, Rho GTPase binding, small GTPase binding, protein binding, glycoprotein binding, Ral GTPase binding, protein homodimerization activity, Rac GTPase binding, signal transducer activity, Fc-gamma receptor I complex binding"
"133";"P22102";219;219;"P22102-1";"PUR2_HUMAN";"Trifunctional purine biosynthetic protein adenosine-3";"GART";5;5;0,00034772268263727;5;NA;5;NA;NA;NA;"cytosol, extracellular vesicular exosome";0,000966183574879227;"methyltransferase activity, phosphoribosylglycinamide formyltransferase activity, phosphoribosylamine-glycine ligase activity, ATP binding, phosphoribosylformylglycinamidine cyclo-ligase activity, metal ion binding"
"134";"P22234";220;220;"P22234-1";"PUR6_HUMAN";"Multifunctional protein ADE2";"PAICS";4;4;0,000661082182519798;4;NA;4;NA;NA;NA;"cytosol, extracellular vesicular exosome";0,000772946859903382;"ATP binding, protein binding, phosphoribosylaminoimidazolesuccinocarboxamide synthase activity, identical protein binding, phosphoribosylaminoimidazole carboxylase activity"
"135";"P22392";221;221;"P22392-1,P22392-2";"NDKB_HUMAN";"Nucleoside diphosphate kinase B";"NME2";1;1;0,000346578858023332;1;NA;1;NA;NA;NA;"lamellipodium, extracellular vesicular exosome, cell periphery, nucleus, cytosol, ruffle, cytoplasm";0,000193236714975845;"protein histidine kinase activity, DNA binding, nucleoside diphosphate kinase activity, metal ion binding, ATP binding, sequence-specific DNA binding transcription factor activity, protein binding"
"136";"P23284";226;226;"P23284";"PPIB_HUMAN";"Peptidyl-prolyl cis-trans isomerase B";"PPIB";14;23;0,00747925733117017;11;10;12;11;0,00984492275058038;0,0100319981553834;"macromolecular complex, extracellular vesicular exosome, melanosome, endoplasmic reticulum, endoplasmic reticulum lumen";0,00444444444444444;"peptide binding, poly(A) RNA binding, protein complex binding, peptidyl-prolyl cis-trans isomerase activity, unfolded protein binding, protein binding"
"137";"P23396";228;228;"P23396-1";"RS3_HUMAN";"40S ribosomal protein S3";"RPS3";17;26;0,00751538900909853;13;13;13;13;NA;NA;"cytoplasm, nucleus, cytosol, extracellular vesicular exosome, ruffle membrane, cytosolic small ribosomal subunit, ribonucleoprotein complex";0,00502415458937198;"structural constituent of ribosome, NF-kappaB binding, protein kinase A binding, endonuclease activity, iron-sulfur cluster binding, damaged DNA binding, poly(A) RNA binding, protein kinase binding, enzyme binding, mRNA binding, DNA-(apurinic or apyrimidinic site) lyase activity, protein binding"
"138";"P23526";229;229;"P23526-1,P23526-2";"SAHH_HUMAN";"Adenosylhomocysteinase";"AHCY";2;2;0,000162592550677612;NA;2;NA;2;NA;NA;"melanosome, extracellular vesicular exosome, cytosol, cytoplasm";0,000386473429951691;"adenosylhomocysteinase activity"
"139";"P23528";231;231;"P23528";"COF1_HUMAN";"Cofilin-1";"CFL1";3;3;0,0012693972631216;3;NA;3;NA;0,00320256523211651;NA;"cortical actin cytoskeleton, cytoplasm, lamellipodium membrane, extracellular vesicular exosome, nucleus, nuclear matrix, extracellular space, ruffle membrane";0,000579710144927536;"protein binding"
"140";"P23634";233;233;"P23634-1,P23634-2,P23634-3,P23634-4,P23634-5,P23634-6,P23634-7,P23634-8";"AT2B4_HUMAN";"Plasma membrane calcium-transporting ATPase 4";"ATP2B4";2;3;2,12248132230244e-05;2;1;2;1;NA;NA;"protein complex, plasma membrane, integral component of plasma membrane";0,000579710144927536;"scaffold protein binding, metal ion binding, protein binding, calcium-transporting ATPase activity, ATP binding"
"141";"P24752";236;236;"P24752";"THIL_HUMAN";"Acetyl-CoA acetyltransferase, mitochondrial";"ACAT1";14;23;0,00378341822841395;13;9;14;9;0,00581011834460481;0,00415205544263686;"mitochondrion, mitochondrial inner membrane, extracellular vesicular exosome, mitochondrial matrix";0,00444444444444444;"acetyl-CoA C-acetyltransferase activity, metal ion binding, coenzyme binding"
"142";"P25445";239;239;"P25445-1,P25445-6";"TNR6_HUMAN";"Tumor necrosis factor receptor superfamily member 6";"FAS";1;2;0,000209671587739488;NA;1;NA;2;NA;NA;"CD95 death-inducing signaling complex, cell surface, membrane raft, integral component of membrane, cytoplasm, cytosol, plasma membrane, external side of plasma membrane, nucleus, extracellular vesicular exosome, death-inducing signaling complex";0,000386473429951691;"signal transducer activity, protein binding, receptor activity, identical protein binding, kinase binding, transmembrane signaling receptor activity"
"143";"P25705";240;240;"P25705-1";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";24;42;0,00533468216906799;23;17;24;18;NA;NA;"mitochondrial matrix, mitochondrial proton-transporting ATP synthase complex, extracellular vesicular exosome, plasma membrane, mitochondrial inner membrane, proton-transporting ATP synthase complex, catalytic core F(1), mitochondrion";0,00811594202898551;"poly(A) RNA binding, protein binding, ATP binding, proton-transporting ATPase activity, rotational mechanism, MHC class I protein binding, transmembrane transporter activity, proton-transporting ATP synthase activity, rotational mechanism"
"144";"P25786";241;241;"P25786-1,P25786-2";"PSA1_HUMAN";"Proteasome subunit alpha type-1";"PSMA1";3;3;0,0004006082617456;3;NA;3;NA;NA;NA;"polysome, extracellular vesicular exosome, proteasome core complex, alpha-subunit complex, cytosol, nucleoplasm, proteasome complex, proteasome core complex, centrosome, nucleus";0,000579710144927536;"RNA binding, threonine-type endopeptidase activity, protein binding"
"145";"P25787";242;242;"P25787";"PSA2_HUMAN";"Proteasome subunit alpha type-2";"PSMA2";4;5;0,00150085431394719;3;2;3;2;0,00227190525013393;0,00168369199810631;"nucleoplasm, proteasome core complex, alpha-subunit complex, extracellular vesicular exosome, cytoplasmic mRNA processing body, proteasome complex, proteasome core complex, cytosol";0,000966183574879227;"threonine-type endopeptidase activity, protein binding"
"146";"P25788";243;243;"P25788-1,P25788-2";"PSA3_HUMAN";"Proteasome subunit alpha type-3";"PSMA3";5;8;0,001101803637533;4;4;4;4;NA;NA;"nucleoplasm, cytoplasm, extracellular vesicular exosome, proteasome complex, proteasome core complex, alpha-subunit complex, nucleus, cytosol, proteasome core complex";0,00154589371980676;"threonine-type endopeptidase activity, protein binding"
"147";"P26038";244;244;"P26038";"MOES_HUMAN";"Moesin";"MSN";28;58;0,00898196259136122;23;23;30;28;0,0115583036709447;0,0123559790745644;"microvillus, blood microparticle, plasma membrane, basolateral plasma membrane, extracellular vesicular exosome, apical part of cell, cytoskeleton, filopodium, uropod, apical plasma membrane, microvillus membrane, cytoplasm, extrinsic component of membrane";0,011207729468599;"protein kinase binding, protein binding, double-stranded RNA binding, structural constituent of cytoskeleton, receptor binding, cell adhesion molecule binding"
"148";"P26583";248;248;"P26583";"HMGB2_HUMAN";"High mobility group protein B2";"HMGB2";9;19;0,00718363451175633;9;4;13;6;0,0121828129932893;0,00652531348548377;"extracellular space, cytoplasm, nucleoplasm, protein complex, condensed chromosome, perinuclear region of cytoplasm, nucleus";0,00367149758454106;"damaged DNA binding, protein binding, DNA binding, bending, single-stranded DNA binding, sequence-specific DNA binding transcription factor activity, RAGE receptor binding, chemoattractant activity, poly(A) RNA binding, transcription regulatory region DNA binding, DNA binding, double-stranded DNA binding"
"149";"P26599";249;249;"P26599-1,P26599-2,P26599-3";"PTBP1_HUMAN";"Polypyrimidine tract-binding protein 1";"PTBP1";8;10;0,000440928950990136;6;4;6;4;NA;NA;"extracellular vesicular exosome, nucleolus, nucleoplasm";0,00193236714975845;"poly-pyrimidine tract binding, nucleotide binding, RNA binding, poly(A) RNA binding, protein binding, pre-mRNA binding"
"150";"P26639";250;250;"P26639-1,P26639-2";"SYTC_HUMAN";"Threonine--tRNA ligase, cytoplasmic";"TARS";4;6;0,00029145220702377;3;3;3;3;NA;NA;"extracellular vesicular exosome, actin cytoskeleton, cytoplasm, cytosol";0,00115942028985507;"threonine-tRNA ligase activity, ATP binding, protein homodimerization activity"
"151";"P27348";253;253;"P27348";"1433T_HUMAN";"14-3-3 protein theta";"YWHAQ";2;2;0,000637097341430645;1;1;1;1;0,000723300446981416;0,00100506103968591;"extracellular vesicular exosome, cytosol, cytoplasmic vesicle membrane, cytoplasm";0,000386473429951691;"protein N-terminus binding, protein binding"
"152";"P27708";257;257;"P27708";"PYR1_HUMAN";"CAD protein";"CAD";6;7;0,000220979718314202;4;3;4;3;0,000318577275524399;0,000265607142173175;"terminal bouton, nuclear matrix, nucleus, protein complex, extracellular vesicular exosome, cytosol, cell projection, neuronal cell body";0,00135265700483092;"dihydroorotase activity, zinc ion binding, carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity, identical protein binding, ATP binding, aspartate binding, aspartate carbamoyltransferase activity, protein kinase activity, enzyme binding"
"153";"P27797";258;258;"P27797";"CALR_HUMAN";"Calreticulin";"CALR";13;20;0,0033688240715937;12;7;13;7;0,00552448902550554;0,00330681953584908;"external side of plasma membrane, MHC class I peptide loading complex, cytoplasm, extracellular space, cell surface, Golgi apparatus, extracellular vesicular exosome, intracellular, integral component of lumenal side of endoplasmic reticulum membrane, polysome, sarcoplasmic reticulum lumen, endoplasmic reticulum lumen, extracellular region, endoplasmic reticulum, proteinaceous extracellular matrix, perinuclear region of cytoplasm, nucleus, cytosol, endocytic vesicle lumen, acrosomal vesicle";0,00386473429951691;"protein binding involved in protein folding, integrin binding, DNA binding, unfolded protein binding, chaperone binding, calcium ion binding, zinc ion binding, carbohydrate binding, iron ion binding, androgen receptor binding, protein binding, peptide binding, ubiquitin protein ligase binding, mRNA binding, poly(A) RNA binding, glycoprotein binding, hormone binding, complement component C1q binding"
"154";"P27816";259;259;"P27816-1,P27816-2,P27816-4,P27816-5,P27816-6";"MAP4_HUMAN";"Microtubule-associated protein 4";"MAP4";3;4;4,87777652032837e-05;3;1;3;1;NA;NA;"microtubule cytoskeleton, microtubule, microtubule associated complex, mitotic spindle, plasma membrane, cytoplasm";0,000772946859903382;"poly(A) RNA binding, protein binding, structural molecule activity"
"155";"P28066";261;261;"P28066-1";"PSA5_HUMAN";"Proteasome subunit alpha type-5";"PSMA5";3;4;0,00116580882809508;3;NA;4;NA;NA;NA;"proteasome core complex, cytosol, proteasome core complex, alpha-subunit complex, extracellular vesicular exosome, nucleus, cytoplasm, nucleoplasm, proteasome complex";0,000772946859903382;"threonine-type endopeptidase activity, protein binding"
"156";"P28072";262;262;"P28072";"PSB6_HUMAN";"Proteasome subunit beta type-6";"PSMB6";3;4;0,00117556455050592;2;2;2;2;0,00148291723439704;0,00164846831613756;"nucleoplasm, extracellular vesicular exosome, proteasome core complex, cytosol";0,000772946859903382;"threonine-type endopeptidase activity, endopeptidase activity"
"157";"P28074";263;263;"P28074-1";"PSB5_HUMAN";"Proteasome subunit beta type-5";"PSMB5";3;5;0,00133536087248533;3;1;4;1;NA;NA;"nucleoplasm, nucleus, proteasome complex, proteasome core complex, cytosol, extracellular vesicular exosome";0,000966183574879227;"protein binding, threonine-type endopeptidase activity"
"158";"P28906";264;264;"P28906-1,P28906-2";"CD34_HUMAN";"Hematopoietic progenitor cell antigen CD34";"CD34";3;3;0,000273662267114527;3;NA;3;NA;NA;NA;"external side of plasma membrane, perinuclear region of cytoplasm, apical plasma membrane, glomerular endothelium fenestra, intercellular bridge, cytoplasm, plasma membrane, basal plasma membrane, lysosome, integral component of plasma membrane";0,000579710144927536;"sulfate binding, transcription factor binding, carbohydrate binding"
"159";"P30040";268;268;"P30040-1";"ERP29_HUMAN";"Endoplasmic reticulum resident protein 29";"ERP29";1;1;0,000269118704569841;1;NA;1;NA;NA;NA;"endoplasmic reticulum, melanosome, endoplasmic reticulum lumen, cell surface";0,000193236714975845;"protein disulfide isomerase activity, protein binding"
"160";"P30050";271;271;"P30050-1";"RL12_HUMAN";"60S ribosomal protein L12";"RPL12";9;17;0,00723684661925082;8;8;8;9;NA;NA;"cytosolic large ribosomal subunit, extracellular vesicular exosome, cytosol";0,00328502415458937;"structural constituent of ribosome, poly(A) RNA binding, protein binding"
"161";"P30101";272;272;"P30101";"PDIA3_HUMAN";"Protein disulfide-isomerase A3";"PDIA3";14;21;0,00292087053415307;10;9;10;11;0,00350908137644449;0,00429091406250063;"melanosome, cell surface, endoplasmic reticulum lumen, extracellular vesicular exosome, endoplasmic reticulum";0,00405797101449275;"poly(A) RNA binding, protein binding, protein disulfide isomerase activity, phospholipase C activity, cysteine-type endopeptidase activity"
"162";"P30453";274;274;"P30453";"1A34_HUMAN";"HLA class I histocompatibility antigen, A-34 alpha chain";"HLA-A";0;0;NA;0;0;0;0;NA;NA;"Golgi membrane, ER to Golgi transport vesicle membrane, early endosome membrane, MHC class I protein complex, phagocytic vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, plasma membrane";0;"beta-2-microglobulin binding, peptide antigen binding"
"163";"P30459";275;275;"P30459";"1A74_HUMAN";"HLA class I histocompatibility antigen, A-74 alpha chain";"HLA-A";0;0;NA;0;0;0;0;NA;NA;"phagocytic vesicle membrane, MHC class I protein complex, early endosome membrane, Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane, plasma membrane, ER to Golgi transport vesicle membrane";0;"beta-2-microglobulin binding, peptide antigen binding"
"164";"P30460";276;276;"P30460,P30480";"1B08_HUMAN, 1B42_HUMAN";"HLA class I histocompatibility antigen, B-42 alpha chain, HLA class I histocompatibility antigen, B-8 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"phagocytic vesicle membrane, Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex, cell surface, early endosome membrane, plasma membrane, integral component of plasma membrane, ER to Golgi transport vesicle membrane";0;"chaperone binding, TAP binding, receptor binding, peptide antigen binding"
"165";"P30464";277;277;"P30464";"1B15_HUMAN";"HLA class I histocompatibility antigen, B-15 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"integral component of lumenal side of endoplasmic reticulum membrane, cell surface, MHC class I protein complex, early endosome membrane, plasma membrane, phagocytic vesicle membrane, Golgi membrane, ER to Golgi transport vesicle membrane";0;"peptide antigen binding, receptor binding"
"166";"P30466";278;278;"P30466";"1B18_HUMAN";"HLA class I histocompatibility antigen, B-18 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"plasma membrane, cell surface, phagocytic vesicle membrane, MHC class I protein complex, early endosome membrane, Golgi membrane, ER to Golgi transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane";0;"receptor binding, peptide antigen binding"
"167";"P30479";279;279;"P30479";"1B41_HUMAN";"HLA class I histocompatibility antigen, B-41 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"integral component of lumenal side of endoplasmic reticulum membrane, plasma membrane, phagocytic vesicle membrane, Golgi membrane, MHC class I protein complex, ER to Golgi transport vesicle membrane, cell surface, early endosome membrane";0;"peptide antigen binding"
"168";"P30481";280;280;"P30481";"1B44_HUMAN";"HLA class I histocompatibility antigen, B-44 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane, cell surface, phagocytic vesicle membrane, plasma membrane, ER to Golgi transport vesicle membrane, MHC class I protein complex, early endosome membrane";0;"receptor binding, peptide antigen binding"
"169";"P30483";281;281;"P30483,P30487,P30488";"1B45_HUMAN, 1B49_HUMAN, 1B50_HUMAN";"HLA class I histocompatibility antigen, B-45 alpha chain, HLA class I histocompatibility antigen, B-49 alpha chain, HLA class I histocompatibility antigen, B-50 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"MHC class I protein complex, Golgi membrane, early endosome membrane, cell surface, ER to Golgi transport vesicle membrane, phagocytic vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, plasma membrane";0;"peptide antigen binding"
"170";"P30486";282;282;"P30486";"1B48_HUMAN";"HLA class I histocompatibility antigen, B-48 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"cell surface, integral component of membrane, MHC class I protein complex";0;"peptide antigen binding"
"171";"P30490";283;283;"P30490";"1B52_HUMAN";"HLA class I histocompatibility antigen, B-52 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"Golgi membrane, ER to Golgi transport vesicle membrane, early endosome membrane, cell surface, MHC class I protein complex, phagocytic vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, plasma membrane";0;"peptide antigen binding"
"172";"P30492";284;284;"P30492";"1B54_HUMAN";"HLA class I histocompatibility antigen, B-54 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"phagocytic vesicle membrane, MHC class I protein complex, cell surface, early endosome membrane, ER to Golgi transport vesicle membrane, plasma membrane, integral component of lumenal side of endoplasmic reticulum membrane, Golgi membrane";0;"peptide antigen binding"
"173";"P30499";285;285;"P30499";"1C01_HUMAN";"HLA class I histocompatibility antigen, Cw-1 alpha chain";"HLA-C";0;0;NA;0;0;0;0;NA;NA;"MHC class I protein complex, integral component of plasma membrane, cell surface, phagocytic vesicle membrane, Golgi membrane, ER to Golgi transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, early endosome membrane, plasma membrane";0;"peptide antigen binding, TAP binding"
"174";"P30501";286;286;"P30501";"1C02_HUMAN";"HLA class I histocompatibility antigen, Cw-2 alpha chain";"HLA-C";1;1;0,00388622850635998;0;1;0;1;NA;0,00605508085384543;"integral component of plasma membrane, ER to Golgi transport vesicle membrane, Golgi membrane, plasma membrane, MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, cell surface, phagocytic vesicle membrane, early endosome membrane";0,000193236714975845;"TAP binding, peptide antigen binding"
"175";"P30508";287;287;"P30508";"1C12_HUMAN";"HLA class I histocompatibility antigen, Cw-12 alpha chain";"HLA-C";0;0;NA;0;0;0;0;NA;0;"plasma membrane, integral component of lumenal side of endoplasmic reticulum membrane, Golgi membrane, cell surface, MHC class I protein complex, phagocytic vesicle membrane, integral component of plasma membrane, early endosome membrane, ER to Golgi transport vesicle membrane";0;"peptide antigen binding"
"176";"P31146";288;288;"P31146";"COR1A_HUMAN";"Coronin-1A";"CORO1A";3;4;0,000609457543537775;2;2;2;2;0,000768800908939032;0,000854628910101683;"cytoplasm, extracellular vesicular exosome, immunological synapse, lamellipodium, phagocytic vesicle, actin filament, phagocytic vesicle membrane, protein complex, plasma membrane, phagocytic cup, cortical actin cytoskeleton";0,000772946859903382;"cytoskeletal protein binding, protein binding, poly(A) RNA binding, protein C-terminus binding, protein homodimerization activity, actin filament binding, phosphatidylinositol 3-kinase binding"
"177";"P31689";289;289;"P31689-1,P31689-2";"DNJA1_HUMAN";"DnaJ homolog subfamily A member 1";"DNAJA1";5;8;0,00070770762612321;4;3;5;3;NA;NA;"extracellular vesicular exosome, membrane";0,00154589371980676;"protein binding, ATP binding, metal ion binding, low-density lipoprotein particle receptor binding, chaperone binding"
"178";"P31946";293;293;"P31946-1,P31946-2";"1433B_HUMAN";"14-3-3 protein beta/alpha";"YWHAB";1;2;0,000317253757419732;1;1;1;1;NA;NA;"cytoplasmic vesicle membrane, cytoplasm, cytosol, perinuclear region of cytoplasm, transcriptional repressor complex, extracellular vesicular exosome, melanosome";0,000386473429951691;"transcription corepressor activity, protein binding, histone deacetylase binding, protein domain specific binding, phosphoprotein binding, enzyme binding, phosphoserine binding"
"179";"P32119";294;294;"P32119-1";"PRDX2_HUMAN";"Peroxiredoxin-2";"PRDX2";4;5;0,00177373691648305;4;NA;5;NA;NA;NA;"cytoplasm, extracellular vesicular exosome, cytosol";0,000966183574879227;"antioxidant activity, thioredoxin peroxidase activity"
"180";"P32942";295;295;"P32942";"ICAM3_HUMAN";"Intercellular adhesion molecule 3";"ICAM3";6;8;0,00102727578636532;5;3;5;3;0,00161982275603699;0,00108039468251428;"integral component of plasma membrane, extracellular vesicular exosome, plasma membrane";0,00154589371980676;"protein binding, receptor binding, integrin binding"
"181";"P33527";297;297;"P33527-1,P33527-2,P33527-3,P33527-4,P33527-5,P33527-6,P33527-7,P33527-8,P33527-9";"MRP1_HUMAN";"Multidrug resistance-associated protein 1";"ABCC1";4;5;2,54880549723233e-05;4;NA;5;NA;NA;NA;"integral component of plasma membrane, membrane, plasma membrane, extracellular vesicular exosome";0,000966183574879227;"transporter activity, ATPase activity, ATP binding, ATPase activity, coupled to transmembrane movement of substances"
"182";"P34897";300;300;"P34897-1,P34897-3";"GLYM_HUMAN";"Serine hydroxymethyltransferase, mitochondrial";"SHMT2";2;2;0,000139365043437954;2;NA;2;NA;NA;NA;"mitochondrial inner membrane, microtubule cytoskeleton, mitochondrial nucleoid, mitochondrion, mitochondrial intermembrane space, mitochondrial matrix, extracellular vesicular exosome";0,000386473429951691;"chromatin binding, glycine hydroxymethyltransferase activity, L-allo-threonine aldolase activity, amino acid binding, pyridoxal phosphate binding"
"183";"P35232";302;302;"P35232";"PHB_HUMAN";"Prohibitin";"PHB";5;5;0,00129117613773398;5;NA;5;NA;0,00325751120423615;NA;"mitochondrion, integral component of plasma membrane, nucleoplasm, extracellular vesicular exosome, nucleus, cytoplasm, mitochondrial inner membrane";0,000966183574879227;"histone deacetylase binding, protein binding, sequence-specific DNA binding RNA polymerase II transcription factor activity, transcription regulatory region DNA binding, enzyme binding"
"184";"P35241";303;303;"P35241-1,P35241-5";"RADI_HUMAN";"Radixin";"RDX";1;2;0,000166654346610927;1;1;1;1;NA;NA;"cell tip, stereocilium, cytoskeleton, lamellipodium, cytoplasm, plasma membrane, apical part of cell, filopodium, extrinsic component of membrane, cleavage furrow, extracellular vesicular exosome, T-tubule, ruffle";0,000386473429951691;"poly(A) RNA binding, protein binding"
"185";"P35268";304;304;"P35268";"RL22_HUMAN";"60S ribosomal protein L22";"RPL22";4;7;0,00384124900975859;4;3;4;3;0,00553776904720146;0,00461699915105714;"cytoplasm, extracellular vesicular exosome, ribonucleoprotein complex, cytosolic large ribosomal subunit, cytosol";0,00135265700483092;"structural constituent of ribosome, heparin binding, RNA binding, protein binding, poly(A) RNA binding"
"186";"P35527";305;305;"P35527";"K1C9_HUMAN";"Keratin, type I cytoskeletal 9";"KRT9";10;16;0,00184791402074594;8;8;8;8;0,00227555196803142;0,00266272824233759;"intermediate filament, extracellular vesicular exosome, extracellular space";0,00309178743961353;"structural constituent of cytoskeleton"
"187";"P35579";306;306;"P35579-1";"MYH9_HUMAN";"Myosin-9";"MYH9";21;26;0,0013076612545168;10;16;10;16;NA;NA;"spindle, cleavage furrow, immunological synapse, cell-cell adherens junction, cell leading edge, nucleus, uropod, stress fiber, ruffle, actin cytoskeleton, myosin II filament, extracellular vesicular exosome, myosin II complex, plasma membrane, actomyosin contractile ring, cytosol, cortical cytoskeleton, actomyosin, neuromuscular junction, cytoplasm, protein complex";0,00502415458937198;"ATP binding, motor activity, ADP binding, protein binding, protein homodimerization activity, microfilament motor activity, actin filament binding, poly(A) RNA binding, actin-dependent ATPase activity, actin binding, ATPase activity, protein anchor"
"188";"P35580";307;307;"P35580-1,P35580-2,P35580-3,P35580-4";"MYH10_HUMAN";"Myosin-10";"MYH10";1;1;1,21427201308541e-05;1;0;1;0;NA;NA;"dendritic spine, plasma membrane, axon, midbody, neuronal cell body, cell cortex, cleavage furrow, cytoplasm, stress fiber, growth cone, myosin complex, myosin II complex, spindle, myosin II filament, actomyosin, lamellipodium, neuromuscular junction";0,000193236714975845;"ADP binding, actin binding, protein binding, motor activity, actin-dependent ATPase activity, ATP binding, actin filament binding, microfilament motor activity"
"189";"P35613";309;309;"P35613-1,P35613-2";"BASI_HUMAN";"Basigin";"BSG";7;19;0,001733194358392;7;6;12;7;NA;NA;"sarcolemma, Golgi membrane, plasma membrane, membrane raft, integral component of plasma membrane, acrosomal membrane, melanosome, mitochondrion, extracellular vesicular exosome";0,00367149758454106;"protein binding, mannose binding"
"190";"P35908";312;312;"P35908";"K22E_HUMAN";"Keratin, type II cytoskeletal 2 epidermal";"KRT2";6;13;0,00170282922191726;6;6;7;6;0,00233920910989142;0,00215797143419259;"intermediate filament cytoskeleton, cytoplasm, extracellular space, intermediate filament, extracellular vesicular exosome, Golgi apparatus, keratin filament";0,00251207729468599;"structural constituent of cytoskeleton"
"191";"P36578";315;315;"P36578";"RL4_HUMAN";"60S ribosomal protein L4";"RPL4";11;15;0,00246744667070475;6;9;6;9;0,00249005071911635;0,00415205544263686;"extracellular vesicular exosome, cytosol, nucleus, ribonucleoprotein complex, nucleolus, cytoplasm, cytosolic large ribosomal subunit";0,00289855072463768;"structural constituent of ribosome, RNA binding, poly(A) RNA binding, protein binding"
"192";"P38159";320;320;"P38159-1";"RBMX_HUMAN";"RNA-binding motif protein, X chromosome";"RBMX";7;15;0,00269462846135787;6;6;7;8;NA;NA;"extracellular vesicular exosome, nuclear euchromatin, extracellular space, ribonucleoprotein complex, supraspliceosomal complex, nucleoplasm, catalytic step 2 spliceosome, nucleus";0,00289855072463768;"nucleotide binding, protein binding, RNA binding, core promoter binding, mRNA binding, poly(A) RNA binding, single-stranded RNA binding, chromatin binding"
