"";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5836.1.id.csv";"peptide.count.P5836.2.id.csv";"peptide.count.P5837.1.id.csv";"peptide.count.P5837.2.id.csv";"spectra.count.P5836.1.id.csv";"spectra.count.P5836.2.id.csv";"spectra.count.P5837.1.id.csv";"spectra.count.P5837.2.id.csv";"dNSAF.P5836.1.id.csv";"dNSAF.P5836.2.id.csv";"dNSAF.P5837.1.id.csv";"dNSAF.P5837.2.id.csv";"Go.Cc"
"891";"P62191";"PRS4_HUMAN";"26S protease regulatory subunit 4";"PSMC1";8;28;0,000591726006959127;7;7;6;3;9;8;7;4;0,00104772541405267;0,000861518082829325;0,000791065496288147;0,000450732723785303;"nucleoplasm, cytosol, proteasome complex, nucleus, proteasome accessory complex, cytoplasm"
"892";"P62195";"PRS8_HUMAN";"26S protease regulatory subunit 8";"PSMC5";12;43;0,000984821960913677;8;9;9;7;10;11;13;9;0,00126162885107601;0,00128378926135897;0,00159215152666017;0,00109907733139766;"nucleus, inclusion body, nucleoplasm, nuclear proteasome complex, proteasome accessory complex, cytoplasm, cytosol, cytosolic proteasome complex, blood microparticle, extracellular vesicular exosome, cytoplasmic vesicle, proteasome complex"
"893";"P62241";"RS8_HUMAN";"40S ribosomal protein S8";"RPS8";9;37;0,00158081044288874;7;7;7;9;8;10;8;11;0,00180306153794286;0,002278052622866;0,00183890964902147;0,00247638144451487;"ribonucleoprotein complex, cytoplasm, cytosolic small ribosomal subunit, cytosol, extracellular vesicular exosome"
"894";"P62244";"RS15A_HUMAN";"40S ribosomal protein S15a";"RPS15A";7;36;0,00246093733811869;7;7;7;7;9;9;9;9;0,00324551076829714;0,00328039577692705;0,00331003736823865;0,00324180843645583;"cytosolic small ribosomal subunit, cytoplasm, extracellular vesicular exosome, cytosol"
"895";"P62249";"RS16_HUMAN";"40S ribosomal protein S16";"RPS16";12;47;0,00286079283407633;10;10;10;10;13;12;11;11;0,00417421095770332;0,00389453379909147;0,0036022476686311;0,00352799548259653;"extracellular vesicular exosome, small ribosomal subunit, cytosol, cytosolic small ribosomal subunit"
"897";"P62263";"RS14_HUMAN";"40S ribosomal protein S14";"RPS14";4;24;0,00141245851635951;4;3;3;4;6;6;5;7;0,00186276556237805;0,00188278786313694;0,00158316724750193;0,00217074737098956;"nucleolus, extracellular vesicular exosome, cytosolic small ribosomal subunit, cytosol, mitochondrion"
"898";"P62266";"RS23_HUMAN";"40S ribosomal protein S23";"RPS23";7;26;0,00161576693916883;6;5;7;5;7;6;8;5;0,00229480559374545;0,00198811865268306;0,00267477767130396;0,00163727698810901;"cytoplasm, cytosol, cytosolic small ribosomal subunit, nucleolus, ribosome"
"899";"P62269";"RS18_HUMAN";"40S ribosomal protein S18";"RPS18";11;40;0,00233861004353384;8;10;9;9;10;10;10;10;0,0030841842096391;0,00311733516813243;0,00314550334701041;0,00308066591183668;"small ribosomal subunit, extracellular vesicular exosome, cytosolic small ribosomal subunit, ribosome, cytosol"
"900";"P62273";"RS29_HUMAN";"40S ribosomal protein S29";"RPS29";4;17;0,00269775372879082;3;3;3;4;4;4;4;5;NA;NA;NA;NA;"cytosol, small ribosomal subunit, extracellular vesicular exosome, cytoplasm, cytosolic small ribosomal subunit"
"901";"P62277";"RS13_HUMAN";"40S ribosomal protein S13";"RPS13";7;25;0,00147131095454116;6;5;6;6;7;5;7;6;0,00217322648944106;0,00156898988594745;0,0022164341465027;0,00186064060370533;"cytosol, extracellular vesicular exosome, cytosolic small ribosomal subunit, nucleus, ribosome, nucleolus"
"902";"P62280";"RS11_HUMAN";"40S ribosomal protein S11";"RPS11";9;38;0,00213731196383725;5;6;6;8;9;8;11;10;0,00267035696125714;0,00239916428129686;0,00332865923810216;0,00296367859872896;"cytosolic small ribosomal subunit, ribosome, cytosol, extracellular vesicular exosome"
"903";"P62304";"RUXE_HUMAN";"Small nuclear ribonucleoprotein E";"SNRPE";2;9;0,000869352864009318;2;2;2;2;3;2;2;2;0,0015286826082559;0,00103007596860028;0,00103938371466431;0,00101795917086777;"U1 snRNP, U7 snRNP, spliceosomal complex, U4 snRNP, nucleus, small nuclear ribonucleoprotein complex, pICln-Sm protein complex, cytosol, nucleoplasm, SMN-Sm protein complex, U12-type spliceosomal complex, catalytic step 2 spliceosome, methylosome"
"904";"P62306";"RUXF_HUMAN";"Small nuclear ribonucleoprotein F";"SNRPF";2;6;0,000620003592936878;2;2;2;NA;2;2;2;NA;0,00109022325550033;0,00110194173385146;0,00111189885754787;NA;"cytosol, catalytic step 2 spliceosome, spliceosomal complex, U1 snRNP, U4 snRNP, small nuclear ribonucleoprotein complex, U7 snRNP, methylosome, SMN-Sm protein complex, nucleoplasm, pICln-Sm protein complex, U12-type spliceosomal complex"
"905";"P62312";"LSM6_HUMAN";"U6 snRNA-associated Sm-like protein LSm6";"LSM6";1;1;0,000111083977067857;1;NA;NA;NA;1;NA;NA;NA;0,000585994999831428;NA;NA;NA;"small nuclear ribonucleoprotein complex, spliceosomal complex, cytosol"
"906";"P62314";"SMD1_HUMAN";"Small nuclear ribonucleoprotein Sm D1";"SNRPD1";5;22;0,00164292268604562;3;4;4;3;5;7;5;5;0,00196973109187035;0,00278726438562429;0,002008892893889;0,00196748411176124;"nucleus, SMN-Sm protein complex, nucleoplasm, U4 snRNP, small nuclear ribonucleoprotein complex, catalytic step 2 spliceosome, U12-type spliceosomal complex, methylosome, cytosol, pICln-Sm protein complex, U1 snRNP"
"907";"P62316";"SMD2_HUMAN";"Small nuclear ribonucleoprotein Sm D2";"SNRPD2";6;25;0,00188277927233656;5;5;4;6;6;6;6;7;0,00238370847389056;0,00240933023164133;0,00243110089192669;0,00277782078830019;"small nuclear ribonucleoprotein complex, U1 snRNP, catalytic step 2 spliceosome, cytosol, SMN-Sm protein complex, spliceosomal complex, U12-type spliceosomal complex, U4 snRNP, pICln-Sm protein complex, extracellular vesicular exosome, nucleoplasm, methylosome"
"908";"P62318";"SMD3_HUMAN";"Small nuclear ribonucleoprotein Sm D3";"SNRPD3";3;17;0,00119900165724036;3;2;2;3;5;3;4;5;0,00186030158676644;0,00112817844180031;0,00151783018649391;0,00185817943888562;"nucleoplasm, cytosol, U4 snRNP, spliceosomal complex, U1 snRNP, U12-type spliceosomal complex, SMN-Sm protein complex, catalytic step 2 spliceosome, nucleus, U7 snRNP, small nuclear ribonucleoprotein complex, pICln-Sm protein complex, cytoplasm, methylosome"
"910";"P62333";"PRS10_HUMAN";"26S protease regulatory subunit 10B";"PSMC6";11;31;0,000708196049172972;7;7;8;7;8;8;8;7;0,000964104884041424;0,000974467754357077;0,000983273025697857;0,000842629442209314;"nucleus, nucleoplasm, extracellular vesicular exosome, proteasome accessory complex, proteasome complex, cytosol"
"912";"P62495";"ERF1_HUMAN";"Eukaryotic peptide chain release factor subunit 1";"ETF1";10;32;0,000650743664287677;8;7;7;9;8;7;7;10;0,000858207780073488;0,000759003345284417;0,000765861684489492;0,0010715359693345;"cytoplasm, cytosol"
"913";"P62633";"CNBP_HUMAN";"Cellular nucleic acid-binding protein";"CNBP";8;33;0,000828422879828089;7;7;7;7;8;8;8;9;NA;NA;NA;NA;"nucleus, endoplasmic reticulum, cytosol"
"914";"P62701";"RS4X_HUMAN";"40S ribosomal protein S4, X isoform";"RPS4X";18;97;0,00327761088230636;18;16;17;15;26;26;26;19;0,00463448516976947;0,00468429984199975;0,00472662708265595;0,00338287572372028;"ribosome, extracellular vesicular exosome, cytosol, polysome, ribonucleoprotein complex, small ribosomal subunit, cytosolic small ribosomal subunit"
"915";"P62714";"PP2AA_HUMAN, PP2AB_HUMAN";"Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform, Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform";"PPP2CA, PPP2CB";5;24;0,000345115268560333;4;5;5;5;6;6;6;6;0,000910283494883772;0,000920067855448794;0,000928381570379773;0,000909245084658593;"spindle pole, chromosome, centromeric region, nucleus, protein phosphatase type 2A complex, cytosol"
"917";"P62750";"RL23A_HUMAN";"60S ribosomal protein L23a";"RPL23A";7;35;0,00199381497301282;7;7;7;6;9;9;9;8;0,00270459230691428;0,00273366314743921;0,00275836447353221;0,00240133958255988;"cytosolic large ribosomal subunit, extracellular vesicular exosome, cytosol, nucleus"
"918";"P62753";"RS6_HUMAN";"40S ribosomal protein S6";"RPS6";9;40;0,00142758524745841;9;7;9;8;11;8;11;10;0,00207098634478577;0,00152236127086306;0,00211216128361503;0,00188056714296858;"cytosol, cytoplasm, nucleolus, nucleus, cytosolic small ribosomal subunit, small ribosomal subunit, ribonucleoprotein complex"
"919";"P62805";"H4_HUMAN";"Histone H4";"HIST1H4J,HIST1H4D,HIST1H4K,HIST1H4C,HIST2H4A,HIST4H4,HIST1H4E,HIST1H4A,HIST1H4B,HIST1H4I,HIST2H4B,HIST1H4H,HIST1H4L,HIST1H4F";6;26;0,00224324924564217;5;4;5;6;6;4;7;9;0,00273085048465132;0,00184013571089759;0,00324933549632921;0,00409160288096367;"nucleosome, extracellular vesicular exosome, extracellular region, nucleoplasm, nucleus"
"920";"P62826";"RAN_HUMAN";"GTP-binding nuclear protein Ran";"RAN";9;39;0,00160454633542461;8;6;7;8;11;8;10;10;0,00238738703635026;0,00175494424280048;0,00221350235530363;0,00216787601203322;"cytoplasm, nucleoplasm, extracellular vesicular exosome, melanosome, nuclear pore, cytosol"
"921";"P62829";"RL23_HUMAN";"60S ribosomal protein L23";"RPL23";7;24;0,00152343739978776;5;5;4;5;7;5;4;8;0,00234397999932571;0,00169226766270046;0,00136604716784452;0,00267577839199529;"nucleolus, cytoplasm, ribosome, extracellular vesicular exosome, cytosol, cytosolic large ribosomal subunit"
"922";"P62841";"RS15_HUMAN";"40S ribosomal protein S15";"RPS15";7;43;0,00263537159388572;6;7;7;7;12;10;9;12;0,0038796910333667;0,00326782721073192;0,00296761970945534;0,00387526525737249;"cytosol, cytosolic small ribosomal subunit, nucleus, nucleoplasm"
"923";"P62847";"RS24_HUMAN";"40S ribosomal protein S24";"RPS24";5;30;0,000668174298152525;4;3;5;5;7;6;10;7;NA;NA;NA;NA;"small ribosomal subunit, cytoplasm, nucleolus, nucleus, cytosolic small ribosomal subunit, cytosol"
"924";"P62851";"RS25_HUMAN";"40S ribosomal protein S25";"RPS25";5;21;0,001492968651792;4;5;5;5;4;6;6;5;0,00150014719956846;0,00227440773866942;0,0022949592419788;0,0018730448743967;"extracellular vesicular exosome, small ribosomal subunit, cytosolic small ribosomal subunit, ribosome, cytosol, cytoplasm, nucleolus"
"925";"P62854";"RS26_HUMAN";"40S ribosomal protein S26";"RPS26";5;28;0,00216372268375653;4;4;4;5;6;7;6;9;0,00244589217320944;0,00288421271208079;0,00249452091519435;0,00366465301512398;"nucleolus, cytoplasm, cytosolic small ribosomal subunit, small ribosomal subunit, extracellular vesicular exosome, cytosol"
"926";"P62857";"RS28_HUMAN";"40S ribosomal protein S28";"RPS28";3;13;0,0016743092195735;3;3;3;3;4;3;3;3;0,00271765797023271;0,00206015193720056;0,00207876742932862;0,00203591834173555;"cytosolic small ribosomal subunit, extracellular vesicular exosome, small ribosomal subunit, cytoplasm, cytosol"
"927";"P62861";"RS30_HUMAN";"40S ribosomal protein S30";"FAU";3;10;0,00150622341786925;3;3;2;2;3;3;2;2;0,00238370847389056;0,00240933023164133;0,00162073392795113;0,00158732616474297;"cytosolic small ribosomal subunit, small ribosomal subunit, cytosol"
"929";"P62888";"RL30_HUMAN";"60S ribosomal protein L30";"RPL30";6;31;0,00261332739726437;5;6;6;5;8;7;8;8;0,00351205029999304;0,00314641386772449;0,00365863067561838;0,00358321628145456;"cytoplasm, cytosol, extracellular vesicular exosome, cytosolic large ribosomal subunit"
"930";"P62899";"RL31_HUMAN";"60S ribosomal protein L31";"RPL31";4;14;0,000331770811509334;3;3;4;4;3;3;4;4;NA;NA;NA;NA;"cytosolic large ribosomal subunit, cytosol, extracellular vesicular exosome"
"931";"P62906";"RL10A_HUMAN";"60S ribosomal protein L10a";"RPL10A";9;45;0,0018428678223239;7;9;9;8;11;12;11;11;0,00237638525277261;0,00262028541321362;0,00242363207198222;0,00237367437999582;"nucleolus, cytosolic large ribosomal subunit, cytosol, cytoplasm, extracellular vesicular exosome"
"932";"P62910";"RL32_HUMAN";"60S ribosomal protein L32";"RPL32";7;21;0,00138237838128889;4;6;5;6;4;6;5;6;0,00138902518478561;0,00210593309136057;0,0017708018842429;0,00208116097155189;"cytosolic large ribosomal subunit, cytosol"
"933";"P62913";"RL11_HUMAN";"60S ribosomal protein L11";"RPL11";3;10;0,00024962691475923;3;2;2;3;3;2;2;3;NA;NA;NA;NA;"extracellular vesicular exosome, cytosol, cytosolic large ribosomal subunit, nucleolus"
"934";"P62917";"RL8_HUMAN";"60S ribosomal protein L8";"RPL8";9;41;0,00141772546608005;8;8;8;9;9;9;11;12;0,00164169805400245;0,00165934416731718;0,00204641307245191;0,00218643370552144;"cytosol, cytosolic large ribosomal subunit"
"935";"P62937";"PPIA_HUMAN";"Peptidyl-prolyl cis-trans isomerase A";"PPIA";11;101;0,00559517008649322;11;11;9;9;26;26;25;24;0,00758148554805829;0,00767981833836427;0,00744541701329401;0,00703078427926035;"extracellular vesicular exosome, cytosol, extracellular region, nucleus"
"940";"P62995";"TRA2B_HUMAN";"Transformer-2 protein homolog beta";"TRA2B";5;14;0,000455992868827933;2;3;3;4;3;4;3;4;NA;NA;NA;NA;"nucleus"
"945";"P63151";"2ABA_HUMAN";"Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform";"PPP2R2A";7;25;0,000248510015811761;6;5;6;5;6;6;6;7;NA;NA;NA;NA;"protein phosphatase type 2A complex, cytosol, nucleoplasm"
"948";"P63173";"RL38_HUMAN";"60S ribosomal protein L38";"RPL38";4;9;0,00149414052671492;3;2;0;2;4;3;0;2;0,00321460114193241;0,00253840149405069;NA;0,00178385226133019;"eukaryotic 80S initiation complex, cytosolic large ribosomal subunit, cytosol"
"949";"P63208";"SKP1_HUMAN";"S-phase kinase-associated protein 1";"SKP1";3;8;0,000458525020962809;2;1;2;2;3;1;2;2;NA;NA;NA;NA;"nucleoplasm, cytosol, SCF ubiquitin ligase complex, Cul7-RING ubiquitin ligase complex"
"950";"P63220";"RS21_HUMAN";"40S ribosomal protein S21";"RPS21";3;8;0,000856551148475044;2;3;1;2;2;3;1;2;0,00112962891533769;0,00171265642972095;0,000576043986440462;0,00112834028578115;"cytosolic small ribosomal subunit, small ribosomal subunit, cytoplasm, cytosol"
"952";"P63244";"GBLP_HUMAN";"Guanine nucleotide-binding protein subunit beta-2-like 1";"GNB2L1";19;80;0,0022427048997927;14;16;16;15;20;21;19;20;0,00295770346918071;0,00313896967087656;0,00286568254453189;0,00295432945488439;"cytoskeleton, mitochondrion, perikaryon, neuronal cell body, cytoplasm, midbody, dendrite, nucleus, extracellular vesicular exosome, small ribosomal subunit, perinuclear region of cytoplasm, cytosol, phagocytic cup"
"953";"P63279";"UBC9_HUMAN";"SUMO-conjugating enzyme UBC9";"UBE2I";4;15;0,000843675775198916;3;3;3;4;4;4;3;4;0,00118682531611429;0,00119958214064843;0,000907816155846044;0,00118547143949158;"PML body, synaptonemal complex, dendrite, fibrillar center, nucleoplasm, cytoplasm, nucleus, synapse"
"956";"P67870";"CSK2B_HUMAN";"Casein kinase II subunit beta";"CSNK2B";4;19;0,000785337884386712;3;3;3;4;4;6;5;4;0,000872178604400265;0,00132233008062176;0,00111189885754787;0,000871183662510094;"cytosol, extracellular vesicular exosome, cytoplasm, nucleus, protein kinase CK2 complex"
"957";"P67936";"TPM4_HUMAN";"Tropomyosin alpha-4 chain";"TPM4";4;14;0,00126645972011926;3;3;4;3;3;3;4;4;NA;NA;NA;NA;"muscle thin filament tropomyosin, extracellular vesicular exosome, cytoskeleton, cortical cytoskeleton, stress fiber, podosome, cytosol, filamentous actin"
"958";"P67936";"TPM4_HUMAN";"Tropomyosin alpha-4 chain";"TPM4";0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"muscle thin filament tropomyosin, extracellular vesicular exosome, cytoskeleton, cortical cytoskeleton, stress fiber, podosome, cytosol, filamentous actin"
"959";"P68032";"ACTC_HUMAN, ACTS_HUMAN";"Actin, alpha cardiac muscle 1, Actin, alpha skeletal muscle";"ACTA1, ACTC1";2;54;0,00102084478067032;2;2;2;2;12;12;14;16;0,00114129071722951;0,0012163821446623;0,00151652460692748;0,00156288428832896;"actomyosin, actin portion, sarcomere, cytosol, blood microparticle, extracellular vesicular exosome, extracellular space, cytoplasm, I band, actin filament"
"960";"P68036";"UB2L3_HUMAN";"Ubiquitin-conjugating enzyme E2 L3";"UBE2L3";7;27;0,00155806097705566;5;6;5;6;6;7;7;7;0,0018264779215525;0,00215379520707331;0,00217325685793447;0,00212846008454171;"ubiquitin ligase complex, cytoplasm, nucleus"
"962";"P68363";"TBA1B_HUMAN";"Tubulin alpha-1B chain";"TUBA1B";0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;"cytoplasmic microtubule, microtubule"
"963";"P68366";"TBA4A_HUMAN";"Tubulin alpha-4A chain";"TUBA4A";2;9;0,00308173023115548;2;1;2;2;2;1;3;3;0,00294741532653308;0,00417778579229176;0,00485587079194733;0,0045989941112419;"extracellular region, microtubule, cytosol, extracellular vesicular exosome"
"964";"P68371";"TBB4B_HUMAN";"Tubulin beta-4B chain";"TUBB4B";1;4;0,0005006882436806;1;1;1;1;1;1;1;1;0,000855482984552319;0,000658692749569274;0,000649528117882391;0,000571191013699447;"microtubule, cytoskeleton, cytosol, extracellular vesicular exosome"
"967";"P68431";"H31_HUMAN";"Histone H3.1";"HIST1H3C,HIST1H3G,HIST1H3I,HIST1H3F,HIST1H3H,HIST1H3D,HIST1H3E,HIST1H3J,HIST1H3B,HIST1H3A";1;7;0,00101645469212418;1;1;1;1;2;2;1;2;0,00189586617592521;0,00156783621691366;0,000791001576968795;0,00126246897171346;"extracellular vesicular exosome, nucleoplasm, nucleosome, extracellular region"
"969";"P69905";"HBA_HUMAN";"Hemoglobin subunit alpha";"HBA2,HBA1";2;2;0,000125165044583501;NA;2;NA;NA;NA;2;NA;NA;NA;0,000667373162755111;NA;NA;"extracellular region, haptoglobin-hemoglobin complex, hemoglobin complex, extracellular vesicular exosome, endocytic vesicle lumen, blood microparticle, cytosolic small ribosomal subunit, cytosol"
"970";"P78330";"SERB_HUMAN";"Phosphoserine phosphatase";"PSPH";4;5;0,000197482625898413;2;2;1;NA;2;2;1;NA;0,000416707555435682;0,000421186618272115;0,000212496226109148;NA;"cytosol, cytoplasm, neuron projection"
"971";"P78344";"IF4G2_HUMAN";"Eukaryotic translation initiation factor 4 gamma 2";"EIF4G2";7;13;6,36865138647032e-05;4;2;3;4;4;2;3;4;NA;NA;NA;NA;"cytosol, eukaryotic translation initiation factor 4F complex"
"972";"P78347";"GTF2I_HUMAN";"General transcription factor II-I";"GTF2I";24;74;0,000164733753567564;17;18;18;17;19;18;19;18;NA;NA;NA;NA;"nucleus, neuronal cell body, cytoplasm, cell projection"
"973";"P78371";"TCPB_HUMAN";"T-complex protein 1 subunit beta";"CCT2";31;128;0,00212616808443899;24;26;25;26;31;33;33;31;NA;NA;NA;NA;"cytosol, cell body, microtubule, zona pellucida receptor complex, chaperonin-containing T-complex, extracellular vesicular exosome"
"975";"P78417";"GSTO1_HUMAN";"Glutathione S-transferase omega-1";"GSTO1";9;34;0,00125372787396088;9;8;8;7;9;9;8;8;0,00175069045592792;0,00176950809543783;0,00158710874272393;0,00155439408663627;"cytoplasm, cytosol, extracellular vesicular exosome"
"976";"P78527";"PRKDC_HUMAN";"DNA-dependent protein kinase catalytic subunit";"PRKDC";106;365;0,000785768442437363;81;83;76;78;91;93;86;95;NA;NA;NA;NA;"nucleoplasm, DNA-dependent protein kinase-DNA ligase 4 complex, nucleus, nucleolus, cytosol, nonhomologous end joining complex, transcription factor complex"
"978";"P80404";"GABT_HUMAN";"4-aminobutyrate aminotransferase, mitochondrial";"ABAT";2;2;3,55468726617143e-05;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,000191246603498233;NA;"neuron projection, 4-aminobutyrate transaminase complex, mitochondrial matrix, mitochondrion"
"979";"P82673";"RT35_HUMAN";"28S ribosomal protein S35, mitochondrial";"MRPS35";2;6;8,25391780070766e-05;1;2;1;2;1;2;1;2;NA;NA;NA;NA;"mitochondrion, mitochondrial small ribosomal subunit, cytoplasm"
"980";"P82912";"RT11_HUMAN";"28S ribosomal protein S11, mitochondrial";"MRPS11";2;8;0,000122154201586647;1;2;2;2;2;2;2;2;NA;NA;NA;NA;"mitochondrial small ribosomal subunit, mitochondrion"
"981";"P82932";"RT06_HUMAN";"28S ribosomal protein S6, mitochondrial";"MRPS6";2;8;0,000568749962587429;1;1;2;1;1;2;3;2;0,000375036799892114;0,000758135912889806;0,0011474796209894;0,000749217949758681;"mitochondrion, small ribosomal subunit"
"982";"P82933";"RT09_HUMAN";"28S ribosomal protein S9, mitochondrial";"MRPS9";1;3;6,73236224653681e-05;1;1;NA;1;1;1;NA;1;0,000118382828248773;0,000119655289281851;NA;0,000118247782474539;"mitochondrial small ribosomal subunit, nucleolus, mitochondrion"
"985";"P83731";"RL24_HUMAN";"60S ribosomal protein L24";"RPL24";8;26;0,00147168581083531;7;7;6;6;7;7;6;6;0,00209017324780637;0,00211263988464516;0,00182719684870923;0,0017895333194873;"cytosol, cytosolic large ribosomal subunit, extracellular vesicular exosome"
"986";"P83881";"RL36A_HUMAN";"60S ribosomal protein L36a";"RPL36A";2;8;0,00152430843317814;2;1;2;1;3;1;2;2;0,0026535622633876;0,00134104229874376;0,00180421324054937;0,00220877933301498;"cytosol, ribosome, cytosolic large ribosomal subunit"
"988";"P84090";"ERH_HUMAN";"Enhancer of rudimentary homolog";"ERH";4;16;0,00136718741006594;3;4;4;4;3;4;4;5;0,00135229615345714;0,0018224420982928;0,00183890964902147;0,00225125585864988;"midbody"
"989";"P84098";"RL19_HUMAN";"60S ribosomal protein L19";"RPL19";8;37;0,00167759475571866;8;8;8;7;9;10;9;9;0,00215263469325831;0,00241752523242923;0,00219543294832155;0,00215017906499621;"cytosolic large ribosomal subunit, cytoplasm, cytosol, nucleolus"
"990";"P84103";"SRSF3_HUMAN";"Serine/arginine-rich splicing factor 3";"SRSF3";4;15;0,000870867416037209;4;3;4;4;4;3;4;4;0,00124735077569439;0,000866771241870967;0,00127215035586408;0,00124592785436588;"cytoplasm, nucleoplasm"
"991";"P84243";"H33_HUMAN";"Histone H3.3";"H3F3A,H3F3B";1;6;0,000871246878963587;1;1;1;1;1;1;2;2;0,000947933087962605;0,000783918108456831;0,00158200315393759;0,00126246897171346;"nucleosome, nucleoplasm, extracellular vesicular exosome, extracellular region"
"992";"P98171";"RHG04_HUMAN";"Rho GTPase-activating protein 4";"ARHGAP4";4;12;5,63639629942616e-05;2;4;3;2;2;4;4;2;NA;NA;NA;NA;"cytosol, growth cone, cytoplasm"
"993";"P98175";"RBM10_HUMAN";"RNA-binding protein 10";"RBM10";2;6;1,43334163958526e-05;1;2;2;1;1;2;2;1;NA;NA;NA;NA;"nucleus"
"994";"P98179";"RBM3_HUMAN";"Putative RNA-binding protein 3";"RBM3";2;10;0,000566033004167426;1;2;1;2;2;3;2;3;0,000597192356516105;0,000905417093419355;0,000609065616236412;0,000894766659743648;"cytoplasm, nucleus, dendrite"
"997";"Q00059";"TFAM_HUMAN";"Transcription factor A, mitochondrial";"TFAM";3;6;0,000216749223547039;2;NA;2;2;2;NA;2;2;0,000381134959239953;NA;0,000388712608736246;0,000380700177722907;"mitochondrion, mitochondrial matrix, mitochondrial nucleoid"
"998";"Q00169";"PIPNA_HUMAN";"Phosphatidylinositol transfer protein alpha isoform";"PITPNA";2;9;0,00029622393884762;2;2;2;2;2;2;2;3;0,000347256296196402;0,000350988848560096;0,00035416037684858;0,000520290242887973;"cytoplasm"
"1001";"Q00534";"CDK6_HUMAN";"Cyclin-dependent kinase 6";"CDK6";2;6;0,000184004133793383;2;2;1;1;2;2;1;1;0,000316365398681998;0,000322995872908063;0,000164994193968951;0,000172366092735893;"ruffle, nucleus, cytoplasm, cytosol, cyclin-dependent protein kinase holoenzyme complex"
"1005";"Q00839";"HNRPU_HUMAN";"Heterogeneous nuclear ribonucleoprotein U";"HNRNPU";28;112;0,00124140857007445;24;23;22;24;30;28;27;27;NA;NA;NA;NA;"ribonucleoprotein complex, catalytic step 2 spliceosome, nucleoplasm, CRD-mediated mRNA stability complex, cell surface"
"1006";"Q01081";"U2AF1_HUMAN";"Splicing factor U2AF 35 kDa subunit";"U2AF1";3;9;0,000333251931203572;2;2;2;3;2;2;2;3;NA;NA;NA;NA;"Cajal body, nucleoplasm, nuclear speck, nucleus, catalytic step 2 spliceosome, spliceosomal complex"
"1007";"Q01082";"SPTB2_HUMAN";"Spectrin beta chain, non-erythrocytic 1";"SPTBN1";28;81;0,000311113588389121;14;17;19;19;16;21;21;23;NA;NA;NA;NA;"M band, extracellular vesicular exosome, protein complex, axolemma, nucleolus, cuticular plate, cytoplasm, spectrin-associated cytoskeleton, cytosol, spectrin"
"1008";"Q01105";"SET_HUMAN";"Protein SET";"SET";3;8;0,000787063242237595;3;1;1;2;3;1;2;2;NA;NA;NA;NA;"cytosol, nucleoplasm, perinuclear region of cytoplasm, endoplasmic reticulum, nucleus, cytoplasm, protein complex"
"1009";"Q01105";"SET_HUMAN";"Protein SET";"SET";2;11;0,00108221195807669;1;2;2;2;2;3;3;3;NA;NA;NA;NA;"cytosol, nucleoplasm, perinuclear region of cytoplasm, endoplasmic reticulum, nucleus, cytoplasm, protein complex"
"1010";"Q01130";"SRSF2_HUMAN";"Serine/arginine-rich splicing factor 2";"SRSF2";4;23;0,000924862071515192;4;4;4;4;6;6;6;5;0,00127274932090084;0,00128642971644198;0,00129805386989751;0,00105941452171759;"nucleoplasm, nucleus, nuclear speck"
"1011";"Q01415";"GALK2_HUMAN";"N-acetylgalactosamine kinase";"GALK2";5;10;0,000194033147716781;1;2;2;4;1;2;3;4;NA;NA;NA;NA;"cytoplasm"
"1012";"Q01433";"AMPD2_HUMAN";"AMP deaminase 2";"AMPD2";3;7;1,76925560745165e-05;3;1;2;NA;3;2;2;NA;NA;NA;NA;NA;"cytosol"
"1013";"Q01469";"FABP5_HUMAN";"Fatty acid-binding protein, epidermal";"FABP5";9;56;0,00368634235010371;8;8;9;9;14;14;14;14;0,00486158814674963;0,00491384387984134;0,00495824527588012;0,00485604226695441;"cytoplasm, extracellular vesicular exosome"
"1015";"Q01813";"K6PP_HUMAN";"6-phosphofructokinase type C";"PFKP";17;72;0,000868359317879022;14;13;14;15;17;16;20;19;0,00108913064837474;0,00099820396693852;0,00132730423346238;0,00120574277429475;"extracellular vesicular exosome, 6-phosphofructokinase complex, cytosol"
"1018";"Q02252";"MMSA_HUMAN";"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial";"ALDH6A1";2;2;3,32213763193592e-05;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,000178735143456293;NA;"mitochondrial matrix, mitochondrion, nucleus"
"1019";"Q02543";"RL18A_HUMAN";"60S ribosomal protein L18a";"RPL18A";8;38;0,00191872324026299;8;8;8;8;9;10;10;9;0,00239725227203766;0,00269224400884164;0,00271657107241809;0,00239451759510942;"cytosol, cytosolic large ribosomal subunit"
"1022";"Q02878";"RL6_HUMAN";"60S ribosomal protein L6";"RPL6";13;64;0,00197482625898413;13;13;12;12;16;16;16;16;0,00260442222147301;0,00263241636420072;0,00265620282636435;0,00260145121443986;"cytosol, cytosolic large ribosomal subunit"
