"";"accession";"name";"go_name"
"308";"P52732";"KIF11_HUMAN";"F:microtubule motor activity, C:spindle, F:ATP binding, C:kinesin complex, P:mitotic centrosome separation, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, F:protein complex binding, P:spindle assembly involved in mitosis, P:microtubule-based movement, P:blood coagulation, C:cytosol, C:microtubule, C:spindle pole"
"309";"P14618";"KPYM_HUMAN";"P:programmed cell death, P:glycolysis, F:pyruvate kinase activity, C:cytosol, F:magnesium ion binding, F:ATP binding, C:mitochondrion, F:MHC class II protein complex binding, F:potassium ion binding, C:plasma membrane, C:nucleus, C:extracellular vesicular exosome, C:cilium, P:small molecule metabolic process"
"310";"Q86UP2";"KTN1_HUMAN";"C:integral component of plasma membrane, P:microtubule-based movement, C:endoplasmic reticulum membrane"
"311";"P05455";"LA_HUMAN";"P:histone mRNA metabolic process, F:mRNA binding, F:nucleotide binding, C:ribonucleoprotein complex, P:tRNA modification, F:tRNA binding, C:nucleus"
"312";"P42166";"LAP2A_HUMAN";"C:nuclear inner membrane, F:lamin binding, F:DNA binding, C:chromatin, P:regulation of transcription, DNA-templated, C:nuclear envelope"
"313";"Q6PKG0";"LARP1_HUMAN";"P:positive regulation of macroautophagy, F:RNA binding"
"314";"Q01650";"LAT1_HUMAN";"C:plasma membrane, P:blood coagulation, F:peptide antigen binding, C:extracellular vesicular exosome, P:cellular amino acid metabolic process, P:leukocyte migration, F:L-amino acid transmembrane transporter activity, P:cell differentiation, P:nervous system development, P:L-alpha-amino acid transmembrane transport, C:integral component of membrane, C:cytosol, F:neutral amino acid transmembrane transporter activity, C:apical plasma membrane"
"315";"Q9Y383";"LC7L2_HUMAN";"C:nuclear speck, P:mRNA splice site selection, F:mRNA binding, C:U1 snRNP"
"316";"O95232";"LC7L3_HUMAN";"C:U1 snRNP, P:RNA splicing, F:mRNA binding, P:mRNA splice site selection, C:plasma membrane, C:nuclear speck, C:focal adhesion, C:nucleus, F:DNA binding"
"317";"P00338";"LDHA_HUMAN";"C:extracellular vesicular exosome, P:glycolysis, P:substantia nigra development, C:cilium, P:cellular response to extracellular stimulus, C:mitochondrion, P:cellular carbohydrate metabolic process, P:pyruvate metabolic process, F:L-lactate dehydrogenase activity, C:cytosol"
"318";"P07195";"LDHB_HUMAN";"P:glycolysis, F:NAD binding, P:lactate metabolic process, C:extracellular vesicular exosome, F:L-lactate dehydrogenase activity, P:pyruvate metabolic process, C:cytosol, C:mitochondrion, P:NAD metabolic process, P:cellular carbohydrate metabolic process"
"319";"O95202";"LETM1_HUMAN";"C:mitochondrial inner membrane, P:cristae formation, F:calcium ion binding, C:integral component of membrane"
"320";"P16150";"LEUK_HUMAN";"P:regulation of defense response to virus, P:negative regulation of type IV hypersensitivity, P:negative regulation of cell adhesion, P:blood coagulation, P:positive regulation of T cell proliferation, P:immune response, C:integral component of plasma membrane, P:cellular defense response, C:uropod, P:leukocyte migration, P:defense response to bacterium, P:negative thymic T cell selection, P:negative regulation of T cell proliferation, P:establishment or maintenance of cell polarity, P:T cell costimulation, P:response to protozoan, F:transmembrane signaling receptor activity, P:positive regulation of tumor necrosis factor biosynthetic process, P:apoptotic signaling pathway, C:cell surface, C:basement membrane, P:cell surface receptor signaling pathway, C:extracellular space, C:external side of plasma membrane, C:extracellular vesicular exosome, P:chemotaxis"
"321";"P20700";"LMNB1_HUMAN";"C:lamin filament, C:nuclear envelope, C:nucleoplasm, C:nuclear inner membrane, P:cellular component disassembly involved in execution phase of apoptosis, F:structural molecule activity"
"322";"Q03252";"LMNB2_HUMAN";"F:structural molecule activity, C:nuclear inner membrane, C:intermediate filament"
"323";"Q8N1G4";"LRC47_HUMAN";"F:phenylalanine-tRNA ligase activity, P:metabolic process, F:RNA binding"
"324";"Q32MZ4";"LRRF1_HUMAN";"C:cytosol, F:DNA binding, C:cytoskeleton, P:regulation of transcription from RNA polymerase II promoter, P:innate immune response, P:transcription, DNA-templated, P:negative regulation of transcription, DNA-templated, F:protein homodimerization activity, P:positive regulation of type I interferon production, F:double-stranded RNA binding, C:nucleus"
"325";"Q9Y333";"LSM2_HUMAN";"P:exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay, F:U6 snRNA binding, C:catalytic step 2 spliceosome, P:mRNA splicing, via spliceosome, C:cytosol, C:nucleoplasm"
"326";"Q9NQ29";"LUC7L_HUMAN";"P:negative regulation of striated muscle tissue development, P:mRNA splice site selection, C:U1 snRNP, F:mRNA binding"
"327";"P07948";"LYN_HUMAN";"P:regulation of cytokine secretion, P:regulation of inflammatory response, F:receptor signaling protein tyrosine kinase activity, P:positive regulation of stress-activated protein kinase signaling cascade, P:regulation of cytokine production, P:positive regulation of cellular component movement, C:mitochondrial intermembrane space, P:response to toxic substance, P:positive regulation of neuron projection development, P:response to amino acid, P:tolerance induction to self antigen, P:positive regulation of tyrosine phosphorylation of STAT protein, C:Golgi apparatus, P:platelet activation, P:negative regulation of toll-like receptor 4 signaling pathway, P:dendritic cell differentiation, P:response to insulin, P:intrinsic apoptotic signaling pathway in response to DNA damage, P:Fc receptor mediated inhibitory signaling pathway, C:perinuclear region of cytoplasm, C:mast cell granule, C:nucleus, P:negative regulation of ERK1 and ERK2 cascade, P:response to carbohydrate, C:cytosol, P:negative regulation of mast cell proliferation, C:plasma membrane, P:innate immune response, P:response to organic cyclic compound, P:oligodendrocyte development, P:negative regulation of immune response, P:erythrocyte differentiation, P:platelet degranulation, P:histamine secretion by mast cell, P:negative regulation of myeloid leukocyte differentiation, P:leukocyte migration, P:cellular response to retinoic acid, P:T cell costimulation, P:apoptotic nuclear changes, P:regulation of cell adhesion mediated by integrin, P:regulation of B cell receptor signaling pathway, P:positive regulation of Fc receptor mediated stimulatory signaling pathway, C:mitochondrial crista, C:postsynaptic density, F:glycosphingolipid binding, P:positive regulation of phosphatidylinositol 3-kinase activity, P:regulation of erythrocyte differentiation, C:membrane raft, P:positive regulation of cell migration, P:positive regulation of dendritic cell apoptotic process, P:negative regulation of toll-like receptor 2 signaling pathway, P:regulation of monocyte chemotaxis, P:response to sterol depletion, P:neuron projection development, P:cellular response to heat, P:B cell homeostasis, P:regulation of B cell apoptotic process, F:non-membrane spanning protein tyrosine kinase activity, P:negative regulation of B cell proliferation, P:negative regulation of MAP kinase activity, P:Fc-epsilon receptor signaling pathway, P:regulation of release of sequestered calcium ion into cytosol, F:ATP binding, P:viral process, P:protein autophosphorylation, P:cytokine secretion, C:alpha2-beta1 integrin complex, P:JAK-STAT cascade involved in growth hormone signaling pathway, P:positive regulation of glial cell proliferation, P:regulation of mast cell degranulation, P:positive regulation of oligodendrocyte progenitor proliferation, P:regulation of platelet aggregation, P:positive regulation of mast cell proliferation, P:cellular response to extracellular stimulus, P:response to axon injury, P:B cell receptor signaling pathway, P:lipopolysaccharide-mediated signaling pathway, P:Fc-gamma receptor signaling pathway involved in phagocytosis"
"328";"Q86UE4";"LYRIC_HUMAN";"P:lipopolysaccharide-mediated signaling pathway, P:negative regulation of transcription from RNA polymerase II promoter, C:nucleolus, P:tight junction assembly, P:positive regulation of autophagy, P:positive regulation of angiogenesis, C:intercellular canaliculus, C:tight junction, C:perinuclear region of cytoplasm, F:transcription coactivator activity, P:positive regulation of NF-kappaB transcription factor activity, F:double-stranded RNA binding, P:negative regulation of apoptotic process, P:positive regulation of protein kinase B signaling, C:endoplasmic reticulum membrane, C:integral component of membrane, C:apical plasma membrane, C:nuclear body, C:nuclear membrane, P:positive regulation of I-kappaB kinase/NF-kappaB signaling"
"329";"P23368";"MAOM_HUMAN";"C:mitochondrial matrix, F:malate dehydrogenase (decarboxylating) (NAD+) activity, C:mitochondrion, F:oxaloacetate decarboxylase activity, F:electron carrier activity, P:malate metabolic process, F:metal ion binding, F:NAD binding"
"330";"P27816";"MAP4_HUMAN";"P:mitotic spindle organization, C:microtubule associated complex, P:establishment of spindle orientation, P:microtubule sliding, F:structural molecule activity, C:microtubule, C:mitotic spindle, C:cytoplasm, C:plasma membrane, P:cell division"
"331";"P43243";"MATR3_HUMAN";"C:nuclear inner membrane, F:RNA binding, F:nucleotide binding, F:zinc ion binding, F:structural molecule activity, C:nuclear matrix"
"332";"Q96N66";"MBOA7_HUMAN";"P:small molecule metabolic process, P:phosphatidylinositol acyl-chain remodeling, C:endoplasmic reticulum membrane, C:integral component of membrane, F:transferase activity, transferring acyl groups other than amino-acyl groups, P:glycerophospholipid biosynthetic process, P:ventricular system development"
"333";"P25205";"MCM3_HUMAN";"P:DNA strand elongation involved in DNA replication, C:nucleoplasm, F:DNA helicase activity, C:perinuclear region of cytoplasm, P:DNA duplex unwinding, P:G1/S transition of mitotic cell cycle, F:ATP binding, C:centrosome, C:alpha DNA polymerase:primase complex, F:DNA binding, P:DNA replication initiation, C:MCM complex"
"334";"Q14566";"MCM6_HUMAN";"P:DNA replication initiation, F:ATP binding, P:ATP catabolic process, F:single-stranded DNA binding, F:DNA helicase activity, P:G1/S transition of mitotic cell cycle, C:nucleoplasm, C:MCM complex, P:DNA unwinding involved in DNA replication, P:DNA strand elongation involved in DNA replication"
"335";"P40926";"MDHM_HUMAN";"P:tricarboxylic acid cycle, C:plasma membrane, F:L-malate dehydrogenase activity, C:mitochondrial matrix, P:NADH metabolic process, P:malate metabolic process, F:malate dehydrogenase (NADP+) activity, C:nucleus, P:oxaloacetate metabolic process, C:mitochondrial inner membrane, P:gluconeogenesis, P:internal protein amino acid acetylation, P:cellular carbohydrate metabolic process, C:extracellular vesicular exosome"
"336";"O14950";"ML12B_HUMAN";"P:muscle contraction, C:myosin II complex, C:apical part of cell, C:Z disc, P:axon guidance, P:regulation of cell shape, C:stress fiber, C:cytosol, F:calcium ion binding, C:extracellular vesicular exosome"
"337";"P26038";"MOES_HUMAN";"F:double-stranded RNA binding, C:apical plasma membrane, C:apical part of cell, C:basolateral plasma membrane, F:structural constituent of cytoskeleton, P:leukocyte migration, C:filopodium, C:microvillus membrane, P:leukocyte cell-cell adhesion, C:extracellular vesicular exosome, C:cytoskeleton, C:cytoplasm, C:nucleolus, P:membrane to membrane docking, C:uropod, C:extrinsic component of membrane, C:plasma membrane, P:regulation of lymphocyte migration, C:microvillus, C:blood microparticle"
"338";"P53985";"MOT1_HUMAN";"F:mevalonate transmembrane transporter activity, F:organic cyclic compound binding, C:integral component of plasma membrane, C:centrosome, F:symporter activity, C:mitochondrion, C:extracellular vesicular exosome, P:leukocyte migration, P:plasma membrane lactate transport, P:centrosome organization, F:secondary active monocarboxylate transmembrane transporter activity, P:blood coagulation, P:cellular response to organic cyclic compound, P:pyruvate metabolic process"
"339";"O15427";"MOT4_HUMAN";"C:actin cytoskeleton, P:leukocyte migration, F:symporter activity, P:blood coagulation, F:monocarboxylic acid transmembrane transporter activity, C:nuclear membrane, P:pyruvate metabolic process, C:integral component of plasma membrane, F:secondary active monocarboxylate transmembrane transporter activity"
"340";"Q00325";"MPCP_HUMAN";"F:protein complex binding, P:generation of precursor metabolites and energy, C:mitochondrial inner membrane, C:extracellular vesicular exosome, F:symporter activity, F:phosphate ion carrier activity, C:integral component of plasma membrane"
"341";"P11717";"MPRI_HUMAN";"C:nuclear envelope lumen, C:extracellular vesicular exosome, C:endosome, P:response to retinoic acid, C:late endosome, F:insulin-like growth factor-activated receptor activity, F:transporter activity, C:lysosomal membrane, P:spermatogenesis, F:G-protein coupled receptor activity, C:clathrin coat, C:integral component of plasma membrane, P:liver development, P:receptor-mediated endocytosis, C:extracellular space, C:trans-Golgi network transport vesicle, F:glycoprotein binding, F:mannose binding, F:phosphoprotein binding, C:perinuclear region of cytoplasm, P:organ regeneration, C:cell surface, F:retinoic acid binding, P:positive regulation of apoptotic process, P:post-embryonic development, C:endocytic vesicle"
"342";"Q13126";"MTAP_HUMAN";"F:S-methyl-5-thioadenosine phosphorylase activity, P:purine ribonucleoside salvage, P:nucleobase-containing compound metabolic process, C:extracellular vesicular exosome, C:cytosol, F:phosphorylase activity, C:nucleus, P:polyamine metabolic process, P:L-methionine salvage from methylthioadenosine"
"343";"P58546";"MTPN_HUMAN";"P:cell growth, P:skeletal muscle tissue regeneration, P:positive regulation of macromolecule biosynthetic process, P:striated muscle cell differentiation, P:regulation of translation, C:axon, P:neuron differentiation, C:nucleus, P:positive regulation of NF-kappaB transcription factor activity, P:positive regulation of cell growth, C:cytosol, P:cerebellar granule cell differentiation, P:positive regulation of protein metabolic process, C:perinuclear region of cytoplasm, P:positive regulation of cardiac muscle hypertrophy, P:regulation of striated muscle tissue development, P:regulation of barbed-end actin filament capping, P:catecholamine metabolic process, C:F-actin capping protein complex"
"344";"P43121";"MUC18_HUMAN";"P:cell adhesion, C:integral component of membrane, P:glomerular filtration, C:external side of plasma membrane, P:vascular wound healing"
"345";"Q92614";"MY18A_HUMAN";"C:endoplasmic reticulum-Golgi intermediate compartment, F:motor activity, F:ATP binding, C:actomyosin, P:DNA metabolic process, P:actomyosin structure organization, F:ADP binding, P:cell migration, F:DNA binding, P:positive regulation of protein secretion, P:Golgi organization, P:negative regulation of apoptotic process, C:myosin complex, P:Golgi vesicle budding, C:trans-Golgi network, C:Golgi membrane, F:actin filament binding"
"346";"Q7Z406";"MYH14_HUMAN";"C:extracellular vesicular exosome, C:stress fiber, P:regulation of cell shape, C:cytoplasm, F:microfilament motor activity, P:ATP catabolic process, P:axon guidance, C:myosin complex, C:axon, C:growth cone, F:ATP binding, P:actin filament-based movement, F:actin-dependent ATPase activity"
"347";"P35579";"MYH9_HUMAN";"P:angiogenesis, C:uropod, C:nucleus, P:membrane protein ectodomain proteolysis, F:ATP binding, C:ruffle, P:establishment of meiotic spindle localization, P:monocyte differentiation, C:plasma membrane, C:cleavage furrow, P:uropod organization, P:cytokinesis, P:integrin-mediated signaling pathway, P:actin filament-based movement, C:protein complex, C:actomyosin contractile ring, P:cell-cell adhesion, P:actin cytoskeleton reorganization, P:regulation of cell shape, C:myosin II complex, P:axon guidance, P:myoblast fusion, F:microfilament motor activity, C:spindle, P:establishment of T cell polarity, C:stress fiber, C:cortical cytoskeleton, C:cytosol, C:cell-cell adherens junction, P:blood vessel endothelial cell migration, C:immunological synapse, P:meiotic spindle organization, P:platelet formation, P:termination of G-protein coupled receptor signaling pathway, P:in utero embryonic development, F:actin filament binding, F:protein homodimerization activity, C:extracellular vesicular exosome, F:protein anchor, P:leukocyte migration, P:protein transport, F:ADP binding, C:neuromuscular junction, F:actin-dependent ATPase activity"
"348";"P60660";"MYL6_HUMAN";"F:structural constituent of muscle, C:extracellular vesicular exosome, F:calcium ion binding, F:actin-dependent ATPase activity, P:skeletal muscle tissue development, C:unconventional myosin complex, P:muscle filament sliding, F:motor activity, C:cytosol, P:axon guidance"
"349";"Q13765";"NACA_HUMAN";"P:positive regulation of transcription from RNA polymerase II promoter involved in heart development, C:nucleus, P:skeletal muscle tissue regeneration, F:DNA binding, C:nascent polypeptide-associated complex, P:positive regulation of cell proliferation involved in heart morphogenesis, P:transcription, DNA-templated, F:TBP-class protein binding, P:negative regulation of striated muscle cell apoptotic process, P:translation, F:transcription coactivator activity, P:viral process, P:positive regulation of skeletal muscle tissue growth, P:cardiac ventricle development, P:negative regulation of transcription from RNA polymerase II promoter involved in heart development, P:protein transport, C:extracellular vesicular exosome, P:heart trabecula morphogenesis, P:regulation of skeletal muscle fiber development"
"350";"P49321";"NASP_HUMAN";"P:cell proliferation, C:cytoplasm, P:cell cycle, F:Hsp90 protein binding, P:DNA replication, P:blastocyst development, P:histone exchange, P:protein transport, C:nucleus"
"351";"P15531";"NDKA_HUMAN";"P:hippocampus development, F:ribosomal small subunit binding, P:regulation of apoptotic process, P:positive regulation of neuron projection development, P:negative regulation of gene expression, F:deoxyribonuclease activity, P:response to cAMP, F:nucleoside diphosphate kinase activity, C:perinuclear region of cytoplasm, P:cellular response to drug, P:UTP biosynthetic process, P:endocytosis, P:positive regulation of DNA binding, P:cellular response to fatty acid, P:nucleobase-containing small molecule interconversion, P:positive regulation of epithelial cell proliferation, P:negative regulation of myeloid leukocyte differentiation, F:GTP binding, F:magnesium ion binding, C:centrosome, P:response to amine, C:ruffle membrane, P:cellular response to glucose stimulus, F:ATP binding, P:CTP biosynthetic process, F:single-stranded DNA binding, P:response to testosterone, C:nucleus, P:GTP biosynthetic process, F:RNA polymerase II regulatory region sequence-specific DNA binding, P:negative regulation of cell proliferation, C:cytosol"
"352";"Q16718";"NDUA5_HUMAN";"F:NADH dehydrogenase (ubiquinone) activity, P:mitochondrial electron transport, NADH to ubiquinone, C:mitochondrial respiratory chain complex I, P:small molecule metabolic process"
"353";"O75306";"NDUS2_HUMAN";"P:mitochondrial electron transport, NADH to ubiquinone, F:quinone binding, F:NADH dehydrogenase (ubiquinone) activity, F:electron carrier activity, F:4 iron, 4 sulfur cluster binding, F:metal ion binding, P:response to oxidative stress, P:small molecule metabolic process, C:mitochondrial respiratory chain complex I, F:NAD binding"
"354";"O75489";"NDUS3_HUMAN";"P:negative regulation of cell growth, P:substantia nigra development, C:mitochondrial respiratory chain complex I, P:reactive oxygen species metabolic process, P:negative regulation of intrinsic apoptotic signaling pathway, F:NADH dehydrogenase (ubiquinone) activity, P:mitochondrial electron transport, NADH to ubiquinone, P:small molecule metabolic process, F:electron carrier activity"
"355";"P55769";"NH2L1_HUMAN";"C:nucleoplasm, P:ribosome biogenesis, F:RNA binding, C:box C/D snoRNP complex, P:mRNA splicing, via spliceosome, C:spliceosomal complex"
"356";"Q14978";"NOLC1_HUMAN";"F:ATP binding, P:rRNA processing, C:cytoplasm, C:nucleolus, F:GTP binding, P:mitosis"
"357";"Q15233";"NONO_HUMAN";"C:paraspeckles, P:transcription, DNA-templated, C:nuclear speck, P:RNA splicing, F:RNA binding, P:regulation of transcription, DNA-templated, P:DNA recombination, F:nucleotide binding, C:nuclear matrix, P:mRNA processing, C:nucleolus, P:DNA repair, F:DNA binding"
"358";"O00567";"NOP56_HUMAN";"P:rRNA processing, P:cell death, F:snoRNA binding, C:pre-snoRNP complex, C:box C/D snoRNP complex, C:cytoplasm"
"359";"P55209";"NP1L1_HUMAN";"C:melanosome, C:nucleus, P:DNA replication, P:nucleosome assembly, P:positive regulation of cell proliferation"
"360";"Q99733";"NP1L4_HUMAN";"F:unfolded protein binding, P:nucleosome assembly, C:nucleus, C:cytoplasm"
"361";"P06748";"NPM_HUMAN";"P:regulation of endoribonuclease activity, C:spindle pole centrosome, F:histone binding, P:intracellular protein transport, F:protein heterodimerization activity, P:signal transduction, P:negative regulation of protein kinase activity by regulation of protein phosphorylation, P:regulation of eIF2 alpha phosphorylation by dsRNA, F:transcription coactivator activity, P:cell aging, C:ribonucleoprotein complex, P:positive regulation of NF-kappaB transcription factor activity, P:negative regulation of apoptotic process, P:centrosome cycle, P:DNA repair, C:cytosol, F:RNA binding, F:NF-kappaB binding, P:negative regulation of cell proliferation, P:viral process, F:ribosomal small subunit binding, C:nucleolus, P:positive regulation of translation, C:nucleoplasm, P:ribosome assembly, P:regulation of centriole replication, P:negative regulation of centrosome duplication, P:nucleocytoplasmic transport, P:regulation of endodeoxyribonuclease activity, F:protein homodimerization activity, F:ribosomal large subunit binding, F:Tat protein binding, P:CENP-A containing nucleosome assembly at centromere, F:protein kinase inhibitor activity, F:unfolded protein binding, P:protein oligomerization"
"362";"P46459";"NSF_HUMAN";"C:cytosol, P:protein transport, F:protein complex binding, F:metal ion binding, P:synaptic transmission, P:plasma membrane fusion, P:ATP catabolic process, C:plasma membrane, F:ATPase activity, coupled, C:lysosomal membrane, F:ATP binding, P:potassium ion transport, P:positive regulation of receptor recycling, P:exocytosis"
"363";"P19338";"NUCL_HUMAN";"F:telomeric DNA binding, F:RNA binding, C:ribonucleoprotein complex, C:nucleoplasm, C:extracellular vesicular exosome, F:nucleotide binding, C:nucleolus, C:cell cortex, P:angiogenesis"
"364";"Q14980";"NUMA1_HUMAN";"C:spindle pole, P:mitotic anaphase, P:lung epithelial cell differentiation, P:establishment of mitotic spindle orientation, C:neuronal cell body, F:structural molecule activity, C:chromosome, C:dendrite, P:G2/M transition of mitotic cell cycle, C:cytosol, C:Golgi membrane, P:mitosis, P:nucleus organization, C:nuclear matrix, P:meiotic cell cycle, C:apical part of cell, C:nucleoplasm, C:spindle microtubule"
"365";"P36957";"ODO2_HUMAN";"P:L-lysine catabolic process to acetyl-CoA via saccharopine, P:cellular nitrogen compound metabolic process, F:dihydrolipoyllysine-residue succinyltransferase activity, P:lysine catabolic process, C:nucleus, C:oxoglutarate dehydrogenase complex, P:tricarboxylic acid cycle, C:mitochondrial matrix"
"366";"Q8N6M0";"OTU6B_HUMAN";"F:cysteine-type peptidase activity, P:proteolysis"
"367";"P13674";"P4HA1_HUMAN";"C:mitochondrion, F:procollagen-proline 4-dioxygenase activity, P:collagen fibril organization, F:iron ion binding, C:endoplasmic reticulum lumen, C:endoplasmic reticulum, F:L-ascorbic acid binding, P:peptidyl-proline hydroxylation to 4-hydroxy-L-proline, F:oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen"
"368";"Q9UQ80";"PA2G4_HUMAN";"C:ribonucleoprotein complex, C:nucleolus, C:cytoplasm, P:cell cycle arrest, P:negative regulation of transcription, DNA-templated, P:cell proliferation, P:regulation of translation, F:DNA binding, C:extracellular vesicular exosome, P:rRNA processing, F:sequence-specific DNA binding transcription factor activity, F:RNA binding, P:transcription, DNA-templated"
"369";"P11940";"PABP1_HUMAN";"P:mRNA splicing, via spliceosome, P:positive regulation of nuclear-transcribed mRNA poly(A) tail shortening, F:poly(A) RNA binding, P:nuclear-transcribed mRNA poly(A) tail shortening, P:mRNA stabilization, P:positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay, C:cytosol, C:catalytic step 2 spliceosome, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:gene silencing by RNA, F:poly(U) RNA binding, P:translational initiation, F:translation activator activity, C:cytoplasmic stress granule, P:mRNA polyadenylation, P:negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, F:nucleotide binding"
"370";"Q86U42";"PABP2_HUMAN";"P:modification by virus of host mRNA processing, F:nucleotide binding, F:RNA binding, C:nucleoplasm, P:muscle contraction, C:cytoplasm, P:viral life cycle, P:mRNA splicing, via spliceosome, P:termination of RNA polymerase II transcription, C:ribonucleoprotein complex, P:mRNA 3'-end processing, P:poly(A)+ mRNA export from nucleus"
"371";"Q9BPZ3";"PAIP2_HUMAN";"F:translation repressor activity, C:cytoplasm, P:negative regulation of translational initiation"
"372";"Q8NC51";"PAIRB_HUMAN";"P:regulation of apoptotic process, C:nucleus, C:extracellular vesicular exosome, P:regulation of mRNA stability, C:cytoplasm, C:perinuclear region of cytoplasm, C:plasma membrane, F:mRNA 3'-UTR binding"
"373";"P09874";"PARP1_HUMAN";"F:NAD+ ADP-ribosyltransferase activity, P:negative regulation of transcription from RNA polymerase II promoter, F:zinc ion binding, P:cellular response to insulin stimulus, P:macrophage differentiation, P:DNA damage response, detection of DNA damage, P:positive regulation of transcription from RNA polymerase II promoter, P:base-excision repair, P:positive regulation of transcription regulatory region DNA binding, P:signal transduction involved in regulation of gene expression, P:protein poly-ADP-ribosylation, P:transforming growth factor beta receptor signaling pathway, C:nuclear envelope, P:double-strand break repair, C:transcription factor complex, P:telomere maintenance, P:regulation of growth rate, C:nucleoplasm, P:protein autoprocessing, F:NAD binding, F:DNA binding, P:transcription initiation from RNA polymerase II promoter, C:nucleolus, P:positive regulation of SMAD protein import into nucleus"
"374";"Q15365";"PCBP1_HUMAN";"F:RNA binding, C:nucleoplasm, C:cytoplasm, C:extracellular vesicular exosome, C:ribonucleoprotein complex, F:single-stranded DNA binding, P:mRNA splicing, via spliceosome"
"375";"Q15645";"PCH2_HUMAN";"F:transcription cofactor activity, P:oocyte maturation, P:transcription from RNA polymerase II promoter, P:female meiosis I, P:spermatogenesis, P:double-strand break repair, P:spermatid development, C:nucleus, F:nucleoside-triphosphatase activity, P:synaptonemal complex assembly, P:reciprocal meiotic recombination, F:ATP binding, P:oogenesis, C:male germ cell nucleus, P:male meiosis I"
"376";"P12004";"PCNA_HUMAN";"C:extracellular vesicular exosome, C:PCNA complex, P:regulation of transcription involved in G1/S transition of mitotic cell cycle, P:positive regulation of deoxyribonuclease activity, P:response to cadmium ion, P:telomere maintenance via semi-conservative replication, C:nucleoplasm, C:microtubule cytoskeleton, C:cytoplasm, F:DNA polymerase processivity factor activity, C:DNA replication factor C complex, P:nucleotide-excision repair, DNA gap filling, F:purine-specific mismatch base pair DNA N-glycosylase activity, P:cell proliferation, P:response to lipid, P:mismatch repair, P:telomere maintenance via recombination, P:heart development, P:transcription-coupled nucleotide-excision repair, F:dinucleotide insertion or deletion binding, P:DNA strand elongation involved in DNA replication, P:regulation of DNA replication, P:epithelial cell differentiation, C:nuclear replication fork, F:MutLalpha complex binding, C:PCNA-p21 complex, P:phosphatidylinositol-mediated signaling, P:translesion synthesis, P:base-excision repair"
"377";"P07237";"PDIA1_HUMAN";"P:regulation of intrinsic apoptotic signaling pathway in response to oxidative stress, P:glycerol ether metabolic process, C:procollagen-proline 4-dioxygenase complex, C:plasma membrane, P:peptidyl-proline hydroxylation to 4-hydroxy-L-proline, P:extracellular matrix organization, C:melanosome, P:response to endoplasmic reticulum stress, F:protein disulfide oxidoreductase activity, C:endoplasmic reticulum-Golgi intermediate compartment, C:endoplasmic reticulum lumen, P:cellular response to hypoxia, P:cell redox homeostasis, F:procollagen-proline 4-dioxygenase activity, P:lipoprotein metabolic process, F:protein disulfide isomerase activity, C:extracellular vesicular exosome"
"378";"P30101";"PDIA3_HUMAN";"P:signal transduction, P:post-translational protein modification, F:phospholipase C activity, C:endoplasmic reticulum lumen, P:glycerol ether metabolic process, F:protein disulfide isomerase activity, P:protein import into nucleus, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:cell surface, C:melanosome, P:protein retention in ER lumen, P:positive regulation of extrinsic apoptotic signaling pathway, F:protein disulfide oxidoreductase activity, F:cysteine-type endopeptidase activity, P:protein N-linked glycosylation via asparagine, P:oxidation-reduction process, C:extracellular vesicular exosome, P:cell redox homeostasis"
"379";"P13667";"PDIA4_HUMAN";"P:glycerol ether metabolic process, P:cell redox homeostasis, C:melanosome, F:protein disulfide isomerase activity, C:endoplasmic reticulum lumen, P:chaperone-mediated protein folding, P:oxidation-reduction process, F:protein disulfide oxidoreductase activity, C:cell surface, P:protein secretion"
"380";"P18669";"PGAM1_HUMAN";"C:cytosol, P:regulation of pentose-phosphate shunt, F:bisphosphoglycerate mutase activity, F:phosphoglycerate mutase activity, P:dephosphorylation, P:regulation of glycolysis, P:glycolysis, P:small molecule metabolic process, C:extracellular vesicular exosome, P:gluconeogenesis, F:bisphosphoglycerate 2-phosphatase activity, P:respiratory burst"
"381";"P00558";"PGK1_HUMAN";"F:phosphoglycerate kinase activity, C:extracellular vesicular exosome, F:ATP binding, C:cytosol, P:epithelial cell differentiation, P:gluconeogenesis, P:small molecule metabolic process, P:glycolysis"
"382";"P22061";"PIMT_HUMAN";"C:endoplasmic reticulum, F:protein-L-isoaspartate (D-aspartate) O-methyltransferase activity, P:protein repair"
"383";"Q9Y237";"PIN4_HUMAN";"C:preribosome, P:protein peptidyl-prolyl isomerization, C:mitochondrial matrix, F:double-stranded DNA binding, F:bent DNA binding, F:peptidyl-prolyl cis-trans isomerase activity, C:cytoplasm, P:protein folding, C:spindle, C:nucleolus, F:DNA binding, P:rRNA processing"
