"";"X";"accession";"name";"go_name"
"266";266;"P05362";"ICAM1_HUMAN";"P:membrane to membrane docking, C:extracellular vesicular exosome, P:receptor-mediated virion attachment to host cell, P:leukocyte migration, P:T cell antigen processing and presentation, P:ovarian follicle development, P:positive regulation of nitric oxide biosynthetic process, P:cellular response to lipopolysaccharide, P:negative regulation of calcium ion transport, P:regulation of cell shape, C:external side of plasma membrane, P:cellular response to alkaloid, P:response to amino acid, P:leukocyte cell-cell adhesion, P:positive regulation of vasoconstriction, P:T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell, P:heterophilic cell-cell adhesion, P:positive regulation of peptidyl-tyrosine phosphorylation, P:regulation of immune response, P:cell adhesion mediated by integrin, P:cellular response to tumor necrosis factor, P:response to gonadotropin, P:cellular response to glucose stimulus, P:response to ethanol, C:immunological synapse, P:cellular response to hypoxia, P:cell aging, C:integral component of plasma membrane, F:transmembrane signaling receptor activity, P:response to amphetamine, P:cellular response to nutrient levels, P:positive regulation of cellular extravasation, P:positive regulation of NF-kappaB transcription factor activity, P:regulation of leukocyte mediated cytotoxicity, P:response to drug, P:response to organic cyclic compound, C:extracellular space, P:interferon-gamma-mediated signaling pathway, P:response to copper ion, P:response to virus, P:cellular response to interleukin-1, P:positive regulation of actin filament polymerization, P:adhesion to symbiont, P:response to ionizing radiation, P:positive regulation of Rho GTPase activity, P:regulation of cell adhesion, P:response to sulfur dioxide, F:virus receptor activity"
"267";267;"P32942";"ICAM3_HUMAN";"P:cell-cell adhesion, C:extracellular vesicular exosome, F:integrin binding, C:integral component of plasma membrane, P:regulation of immune response"
"268";268;"P54105";"ICLN_HUMAN";"P:chloride transport, P:ncRNA metabolic process, P:cell volume homeostasis, C:pICln-Sm protein complex, C:methylosome, C:nucleus, C:plasma membrane, P:spliceosomal snRNP assembly, C:cytoskeleton, C:cytosol"
"270";270;"P05198";"IF2A_HUMAN";"C:polysome, F:ribosome binding, F:translation initiation factor activity, P:regulation of translational initiation in response to stress, P:protein autophosphorylation, C:cytoplasmic stress granule, C:eukaryotic translation initiation factor 2 complex, C:extracellular vesicular exosome, P:activation of signaling protein activity involved in unfolded protein response, C:nucleus, C:cytosol"
"271";271;"P41091";"IF2G_HUMAN";"F:translation initiation factor activity, F:GTPase activity, C:cytosol, C:extracellular vesicular exosome, F:GTP binding"
"272";272;"P60842";"IF4A1_HUMAN";"P:organ regeneration, F:ATP-dependent helicase activity, P:nuclear-transcribed mRNA poly(A) tail shortening, F:translation initiation factor activity, F:double-stranded RNA binding, F:ATP binding, F:translation factor activity, nucleic acid binding, F:helicase activity, P:ATP catabolic process, F:RNA cap binding, C:cytosol, C:eukaryotic translation initiation factor 4F complex, P:translational initiation, C:extracellular vesicular exosome, P:cytokine-mediated signaling pathway, P:viral process, F:mRNA binding"
"278";278;"P13164";"IFM1_HUMAN";"P:response to interferon-alpha, P:response to interferon-beta, P:ossification, P:negative regulation of cell proliferation, P:response to virus, P:defense response to virus, F:receptor signaling protein activity, P:type I interferon signaling pathway, P:response to interferon-gamma, P:regulation of immune response, C:plasma membrane, P:negative regulation of cell migration, C:integral component of membrane, P:negative regulation of viral genome replication, P:negative regulation of viral entry into host cell, P:positive regulation of osteoblast differentiation"
"279";279;"Q969P0";"IGSF8_HUMAN";"P:skeletal muscle tissue development, P:cell proliferation, P:cellular component movement, C:plasma membrane, P:nervous system development, C:integral component of membrane, C:extracellular vesicular exosome, P:single fertilization"
"283";283;"Q14974";"IMB1_HUMAN";"P:intracellular transport of virus, F:protein transporter activity, P:apoptotic DNA fragmentation, C:nuclear membrane, C:nucleoplasm, F:nuclear localization sequence binding, P:protein import into nucleus, translocation, C:cytosol, P:ribosomal protein import into nucleus, C:extracellular vesicular exosome, P:NLS-bearing protein import into nucleus, F:zinc ion binding, C:nuclear pore, P:small molecule metabolic process, P:cytokine-mediated signaling pathway"
"284";284;"P12268";"IMDH2_HUMAN";"C:nucleus, P:purine nucleobase metabolic process, F:DNA binding, F:metal ion binding, F:nucleotide binding, C:peroxisomal membrane, C:extracellular vesicular exosome, P:GMP biosynthetic process, F:adenyl nucleotide binding, F:IMP dehydrogenase activity, C:cytosol, F:RNA binding, P:purine ribonucleoside monophosphate biosynthetic process"
"285";285;"P06213";"INSR_HUMAN";"P:positive regulation of developmental growth, P:positive regulation of glucose import, P:positive regulation of glycolysis, F:insulin binding, F:receptor signaling protein tyrosine kinase activity, P:positive regulation of cell migration, C:insulin receptor complex, P:positive regulation of respiratory burst, P:regulation of embryonic development, P:protein autophosphorylation, P:regulation of transcription, DNA-templated, P:positive regulation of nitric oxide biosynthetic process, P:transformation of host cell by virus, C:endosome membrane, P:cellular response to growth factor stimulus, P:positive regulation of cell proliferation, F:GTP binding, P:positive regulation of glycogen biosynthetic process, P:positive regulation of DNA replication, P:G-protein coupled receptor signaling pathway, P:exocrine pancreas development, P:activation of protein kinase B activity, F:insulin-activated receptor activity, F:insulin-like growth factor receptor binding, P:positive regulation of mitosis, P:heart morphogenesis, P:positive regulation of protein kinase B signaling, C:extracellular vesicular exosome, F:ATP binding, P:glucose homeostasis, P:activation of MAPK activity, C:caveola, P:protein heterotetramerization, P:carbohydrate metabolic process, P:male sex determination"
"286";286;"P46940";"IQGA1_HUMAN";"F:phosphatidylinositol-3,4,5-trisphosphate binding, F:Ras GTPase activator activity, C:cell leading edge, F:GTPase activator activity, P:positive regulation of protein kinase activity, P:small GTPase mediated signal transduction, P:signal transduction, C:actin filament, C:neuron projection, P:negative regulation of dephosphorylation, P:positive regulation of Ras GTPase activity, P:glomerular visceral epithelial cell development, C:midbody, C:cytoplasm, C:extrinsic component of cytoplasmic side of plasma membrane, P:energy reserve metabolic process, P:regulation of insulin secretion, F:calcium ion binding, C:nucleus, C:ribonucleoprotein complex, C:microtubule, P:small molecule metabolic process, P:regulation of cytokine production, P:cellular response to calcium ion, C:slit diaphragm, F:GTPase inhibitor activity, F:calmodulin binding, C:lateral plasma membrane, C:extracellular vesicular exosome"
"287";287;"P13612";"ITA4_HUMAN";"P:blood coagulation, C:extracellular vesicular exosome, P:negative regulation of protein homodimerization activity, C:integrin complex, P:leukocyte cell-cell adhesion, P:chorio-allantoic fusion, P:leukocyte migration, P:heterophilic cell-cell adhesion, P:integrin-mediated signaling pathway, P:blood vessel remodeling, C:plasma membrane, C:external side of plasma membrane, P:regulation of immune response, P:face development, F:metal ion binding, P:heart development, P:B cell differentiation, C:cell surface"
"288";288;"P08648";"ITA5_HUMAN";"P:blood coagulation, P:extracellular matrix organization, P:leukocyte cell-cell adhesion, P:axon guidance, C:synapse, C:alphav-beta3 integrin-vitronectin complex, P:positive regulation of cell migration, P:viral process, P:angiogenesis, P:wound healing, spreading of epidermal cells, F:metal ion binding, P:heterophilic cell-cell adhesion, C:ruffle, P:positive regulation of peptidyl-tyrosine phosphorylation, P:cell-cell adhesion mediated by integrin, P:cell-substrate junction assembly, P:positive regulation of vascular endothelial growth factor receptor signaling pathway, P:leukocyte migration, P:negative regulation of anoikis, C:cytoplasm, P:integrin-mediated signaling pathway, P:memory, C:external side of plasma membrane, C:integrin complex, P:cell adhesion, F:vascular endothelial growth factor receptor 2 binding, P:positive regulation of cell-substrate adhesion, F:platelet-derived growth factor receptor binding"
"289";289;"P20701";"ITAL_HUMAN";"P:positive regulation of cell-cell adhesion, F:metal ion binding, P:heterophilic cell-cell adhesion, P:regulation of immune response, C:integrin complex, P:T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell, P:signal transduction, P:blood coagulation, P:inflammatory response, C:immunological synapse, P:integrin-mediated signaling pathway, P:activated T cell proliferation, P:positive regulation of calcium-mediated signaling, P:positive regulation of T cell proliferation, P:leukocyte migration, C:extracellular vesicular exosome, C:external side of plasma membrane, P:leukocyte cell-cell adhesion"
"290";290;"P05556";"ITB1_HUMAN";"P:germ cell migration, F:peptide binding, P:negative regulation of cell proliferation, P:positive regulation of endocytosis, C:cytoplasm, C:recycling endosome, P:integrin-mediated signaling pathway, P:sarcomere organization, P:axon guidance, P:positive regulation of cell proliferation, P:regulation of cell cycle, P:leukocyte migration, C:basement membrane, P:viral process, C:filopodium, P:blood coagulation, P:response to gonadotropin, P:formation of radial glial scaffolds, P:positive regulation of cell migration, P:cellular calcium ion homeostasis, C:alpha7-beta1 integrin complex, P:cell fate specification, P:negative regulation of anoikis, P:positive regulation of peptidyl-tyrosine phosphorylation, C:myelin sheath abaxonal region, P:tissue homeostasis, C:focal adhesion, P:response to virus, P:in utero embryonic development, P:extracellular matrix organization, P:cellular response to vitamin D, C:extracellular vesicular exosome, P:protein transport within lipid bilayer, P:cellular defense response, P:cellular response to mechanical stimulus, C:alpha3-beta1 integrin complex, P:response to drug, C:hemidesmosome, P:cell junction assembly, C:alpha8-beta1 integrin complex, F:actin binding, C:cleavage furrow, P:positive regulation of neuron projection development, C:alpha9-beta1 integrin complex, C:external side of plasma membrane, C:melanosome, P:B cell differentiation, P:regulation of G-protein coupled receptor protein signaling pathway, P:cellular response to ionizing radiation, C:acrosomal vesicle, C:lamellipodium, P:cell migration involved in sprouting angiogenesis, P:response to transforming growth factor beta, P:cell-cell adhesion mediated by integrin, P:leukocyte cell-cell adhesion, P:positive regulation of MAPK cascade, C:intercalated disc, C:ruffle, P:regulation of immune response, C:sarcolemma, P:positive regulation of neuron differentiation, P:positive regulation of cell-substrate adhesion, P:tight junction assembly, F:protein heterodimerization activity, P:negative regulation of neuron differentiation, P:G1/S transition of mitotic cell cycle, P:positive regulation of apoptotic process, C:neuromuscular junction, F:virus receptor activity, C:membrane raft, P:calcium-independent cell-matrix adhesion, P:maternal process involved in female pregnancy, P:response to activity, P:negative regulation of cell projection organization, P:homophilic cell adhesion, C:cell surface, P:cardiac muscle cell differentiation, F:metal ion binding"
"291";291;"P05107";"ITB2_HUMAN";"P:regulation of cell shape, P:leukocyte cell-cell adhesion, P:apoptotic process, P:innate immune response, P:cell-cell signaling, P:integrin-mediated signaling pathway, C:extracellular vesicular exosome, F:metal ion binding, P:regulation of peptidyl-tyrosine phosphorylation, P:inflammatory response, P:toll-like receptor 4 signaling pathway, P:blood coagulation, P:cell-matrix adhesion, F:receptor activity, P:neutrophil chemotaxis, C:integrin complex, P:multicellular organismal development"
"293";293;"P13645";"K1C10_HUMAN";"P:keratinocyte differentiation, C:cytoplasm, C:extracellular space, F:structural constituent of epidermis, P:cellular response to calcium ion, C:keratin filament, C:intermediate filament, C:extracellular vesicular exosome"
"294";294;"P13646";"K1C13_HUMAN";"P:cellular response to retinoic acid, F:structural molecule activity, P:response to radiation, C:extracellular vesicular exosome, P:tongue morphogenesis, C:keratin filament"
"295";295;"P02533";"K1C14_HUMAN";"C:keratin filament, C:cell periphery, C:cytosol, F:structural constituent of cytoskeleton, P:epithelial cell differentiation, P:epidermis development, C:extracellular vesicular exosome, P:response to ionizing radiation, P:hemidesmosome assembly, P:intermediate filament bundle assembly, P:response to zinc ion, C:nucleus"
"296";296;"P08727";"K1C19_HUMAN";"C:extracellular vesicular exosome, P:sarcomere organization, C:sarcolemma, P:cell differentiation involved in embryonic placenta development, C:Z disc, P:response to estrogen, C:dystrophin-associated glycoprotein complex, P:viral process, C:costamere, C:intermediate filament, C:cell periphery, F:structural constituent of cytoskeleton, F:structural constituent of muscle"
"297";297;"P35527";"K1C9_HUMAN";"F:structural constituent of cytoskeleton, P:epidermis development, C:intermediate filament, C:extracellular vesicular exosome, C:extracellular space, P:intermediate filament organization"
"298";298;"P35908";"K22E_HUMAN";"C:keratin filament, P:keratinocyte activation, P:keratinocyte proliferation, C:intermediate filament, C:extracellular vesicular exosome, F:structural constituent of cytoskeleton, P:keratinocyte migration, P:keratinization, C:extracellular space, C:Golgi apparatus"
"300";300;"P04264";"K2C1_HUMAN";"P:retina homeostasis, P:complement activation, lectin pathway, P:regulation of angiogenesis, C:extracellular vesicular exosome, F:structural molecule activity, C:keratin filament, C:plasma membrane, C:cytoskeleton, C:membrane, P:fibrinolysis, F:carbohydrate binding, C:blood microparticle, F:receptor activity, P:response to oxidative stress"
"302";302;"P13647";"K2C5_HUMAN";"P:hemidesmosome assembly, C:keratin filament, F:structural constituent of cytoskeleton, C:cytosol, P:epidermis development, C:plasma membrane, C:extracellular vesicular exosome, C:mitochondrion"
"303";303;"P04259";"K2C6B_HUMAN";"F:structural constituent of cytoskeleton, P:ectoderm development, C:keratin filament, C:extracellular vesicular exosome"
"305";305;"P17858";"K6PL_HUMAN";"P:response to glucose, P:fructose 1,6-bisphosphate metabolic process, F:fructose binding, P:glycolysis, F:6-phosphofructokinase activity, F:metal ion binding, C:6-phosphofructokinase complex, F:fructose-6-phosphate binding, P:negative regulation of insulin secretion, C:extracellular vesicular exosome, P:protein oligomerization, P:small molecule metabolic process, P:fructose 6-phosphate metabolic process, F:ATP binding, P:protein homotetramerization"
"306";306;"Q01813";"K6PP_HUMAN";"C:extracellular vesicular exosome, P:glycolysis, P:small molecule metabolic process, F:ATP binding, F:6-phosphofructokinase activity, C:cytosol, P:fructose 6-phosphate metabolic process, C:6-phosphofructokinase complex, F:metal ion binding, F:protein complex binding"
"307";307;"Q07666";"KHDR1_HUMAN";"C:cytoplasm, F:poly(A) RNA binding, C:Grb2-Sos complex, P:positive regulation of RNA export from nucleus, P:transcription, DNA-templated, C:membrane, C:nucleus, P:cell surface receptor signaling pathway, P:cell cycle arrest, P:negative regulation of transcription, DNA-templated, P:positive regulation of translational initiation, P:mRNA processing, P:cell proliferation, P:G2/M transition of mitotic cell cycle, P:positive regulation of signal transduction, F:poly(U) RNA binding, F:DNA binding"
"309";309;"P14618";"KPYM_HUMAN";"P:programmed cell death, P:glycolysis, F:pyruvate kinase activity, C:cytosol, F:magnesium ion binding, F:ATP binding, C:mitochondrion, F:MHC class II protein complex binding, F:potassium ion binding, C:plasma membrane, C:nucleus, C:extracellular vesicular exosome, C:cilium, P:small molecule metabolic process"
"310";310;"Q86UP2";"KTN1_HUMAN";"C:integral component of plasma membrane, P:microtubule-based movement, C:endoplasmic reticulum membrane"
"314";314;"Q01650";"LAT1_HUMAN";"C:plasma membrane, P:blood coagulation, F:peptide antigen binding, C:extracellular vesicular exosome, P:cellular amino acid metabolic process, P:leukocyte migration, F:L-amino acid transmembrane transporter activity, P:cell differentiation, P:nervous system development, P:L-alpha-amino acid transmembrane transport, C:integral component of membrane, C:cytosol, F:neutral amino acid transmembrane transporter activity, C:apical plasma membrane"
"316";316;"O95232";"LC7L3_HUMAN";"C:U1 snRNP, P:RNA splicing, F:mRNA binding, P:mRNA splice site selection, C:plasma membrane, C:nuclear speck, C:focal adhesion, C:nucleus, F:DNA binding"
"317";317;"P00338";"LDHA_HUMAN";"C:extracellular vesicular exosome, P:glycolysis, P:substantia nigra development, C:cilium, P:cellular response to extracellular stimulus, C:mitochondrion, P:cellular carbohydrate metabolic process, P:pyruvate metabolic process, F:L-lactate dehydrogenase activity, C:cytosol"
"318";318;"P07195";"LDHB_HUMAN";"P:glycolysis, F:NAD binding, P:lactate metabolic process, C:extracellular vesicular exosome, F:L-lactate dehydrogenase activity, P:pyruvate metabolic process, C:cytosol, C:mitochondrion, P:NAD metabolic process, P:cellular carbohydrate metabolic process"
"320";320;"P16150";"LEUK_HUMAN";"P:regulation of defense response to virus, P:negative regulation of type IV hypersensitivity, P:negative regulation of cell adhesion, P:blood coagulation, P:positive regulation of T cell proliferation, P:immune response, C:integral component of plasma membrane, P:cellular defense response, C:uropod, P:leukocyte migration, P:defense response to bacterium, P:negative thymic T cell selection, P:negative regulation of T cell proliferation, P:establishment or maintenance of cell polarity, P:T cell costimulation, P:response to protozoan, F:transmembrane signaling receptor activity, P:positive regulation of tumor necrosis factor biosynthetic process, P:apoptotic signaling pathway, C:cell surface, C:basement membrane, P:cell surface receptor signaling pathway, C:extracellular space, C:external side of plasma membrane, C:extracellular vesicular exosome, P:chemotaxis"
"327";327;"P07948";"LYN_HUMAN";"P:regulation of cytokine secretion, P:regulation of inflammatory response, F:receptor signaling protein tyrosine kinase activity, P:positive regulation of stress-activated protein kinase signaling cascade, P:regulation of cytokine production, P:positive regulation of cellular component movement, C:mitochondrial intermembrane space, P:response to toxic substance, P:positive regulation of neuron projection development, P:response to amino acid, P:tolerance induction to self antigen, P:positive regulation of tyrosine phosphorylation of STAT protein, C:Golgi apparatus, P:platelet activation, P:negative regulation of toll-like receptor 4 signaling pathway, P:dendritic cell differentiation, P:response to insulin, P:intrinsic apoptotic signaling pathway in response to DNA damage, P:Fc receptor mediated inhibitory signaling pathway, C:perinuclear region of cytoplasm, C:mast cell granule, C:nucleus, P:negative regulation of ERK1 and ERK2 cascade, P:response to carbohydrate, C:cytosol, P:negative regulation of mast cell proliferation, C:plasma membrane, P:innate immune response, P:response to organic cyclic compound, P:oligodendrocyte development, P:negative regulation of immune response, P:erythrocyte differentiation, P:platelet degranulation, P:histamine secretion by mast cell, P:negative regulation of myeloid leukocyte differentiation, P:leukocyte migration, P:cellular response to retinoic acid, P:T cell costimulation, P:apoptotic nuclear changes, P:regulation of cell adhesion mediated by integrin, P:regulation of B cell receptor signaling pathway, P:positive regulation of Fc receptor mediated stimulatory signaling pathway, C:mitochondrial crista, C:postsynaptic density, F:glycosphingolipid binding, P:positive regulation of phosphatidylinositol 3-kinase activity, P:regulation of erythrocyte differentiation, C:membrane raft, P:positive regulation of cell migration, P:positive regulation of dendritic cell apoptotic process, P:negative regulation of toll-like receptor 2 signaling pathway, P:regulation of monocyte chemotaxis, P:response to sterol depletion, P:neuron projection development, P:cellular response to heat, P:B cell homeostasis, P:regulation of B cell apoptotic process, F:non-membrane spanning protein tyrosine kinase activity, P:negative regulation of B cell proliferation, P:negative regulation of MAP kinase activity, P:Fc-epsilon receptor signaling pathway, P:regulation of release of sequestered calcium ion into cytosol, F:ATP binding, P:viral process, P:protein autophosphorylation, P:cytokine secretion, C:alpha2-beta1 integrin complex, P:JAK-STAT cascade involved in growth hormone signaling pathway, P:positive regulation of glial cell proliferation, P:regulation of mast cell degranulation, P:positive regulation of oligodendrocyte progenitor proliferation, P:regulation of platelet aggregation, P:positive regulation of mast cell proliferation, P:cellular response to extracellular stimulus, P:response to axon injury, P:B cell receptor signaling pathway, P:lipopolysaccharide-mediated signaling pathway, P:Fc-gamma receptor signaling pathway involved in phagocytosis"
"328";328;"Q86UE4";"LYRIC_HUMAN";"P:lipopolysaccharide-mediated signaling pathway, P:negative regulation of transcription from RNA polymerase II promoter, C:nucleolus, P:tight junction assembly, P:positive regulation of autophagy, P:positive regulation of angiogenesis, C:intercellular canaliculus, C:tight junction, C:perinuclear region of cytoplasm, F:transcription coactivator activity, P:positive regulation of NF-kappaB transcription factor activity, F:double-stranded RNA binding, P:negative regulation of apoptotic process, P:positive regulation of protein kinase B signaling, C:endoplasmic reticulum membrane, C:integral component of membrane, C:apical plasma membrane, C:nuclear body, C:nuclear membrane, P:positive regulation of I-kappaB kinase/NF-kappaB signaling"
"330";330;"P27816";"MAP4_HUMAN";"P:mitotic spindle organization, C:microtubule associated complex, P:establishment of spindle orientation, P:microtubule sliding, F:structural molecule activity, C:microtubule, C:mitotic spindle, C:cytoplasm, C:plasma membrane, P:cell division"
"335";335;"P40926";"MDHM_HUMAN";"P:tricarboxylic acid cycle, C:plasma membrane, F:L-malate dehydrogenase activity, C:mitochondrial matrix, P:NADH metabolic process, P:malate metabolic process, F:malate dehydrogenase (NADP+) activity, C:nucleus, P:oxaloacetate metabolic process, C:mitochondrial inner membrane, P:gluconeogenesis, P:internal protein amino acid acetylation, P:cellular carbohydrate metabolic process, C:extracellular vesicular exosome"
"336";336;"O14950";"ML12B_HUMAN";"P:muscle contraction, C:myosin II complex, C:apical part of cell, C:Z disc, P:axon guidance, P:regulation of cell shape, C:stress fiber, C:cytosol, F:calcium ion binding, C:extracellular vesicular exosome"
"337";337;"P26038";"MOES_HUMAN";"F:double-stranded RNA binding, C:apical plasma membrane, C:apical part of cell, C:basolateral plasma membrane, F:structural constituent of cytoskeleton, P:leukocyte migration, C:filopodium, C:microvillus membrane, P:leukocyte cell-cell adhesion, C:extracellular vesicular exosome, C:cytoskeleton, C:cytoplasm, C:nucleolus, P:membrane to membrane docking, C:uropod, C:extrinsic component of membrane, C:plasma membrane, P:regulation of lymphocyte migration, C:microvillus, C:blood microparticle"
"338";338;"P53985";"MOT1_HUMAN";"F:mevalonate transmembrane transporter activity, F:organic cyclic compound binding, C:integral component of plasma membrane, C:centrosome, F:symporter activity, C:mitochondrion, C:extracellular vesicular exosome, P:leukocyte migration, P:plasma membrane lactate transport, P:centrosome organization, F:secondary active monocarboxylate transmembrane transporter activity, P:blood coagulation, P:cellular response to organic cyclic compound, P:pyruvate metabolic process"
"339";339;"O15427";"MOT4_HUMAN";"C:actin cytoskeleton, P:leukocyte migration, F:symporter activity, P:blood coagulation, F:monocarboxylic acid transmembrane transporter activity, C:nuclear membrane, P:pyruvate metabolic process, C:integral component of plasma membrane, F:secondary active monocarboxylate transmembrane transporter activity"
"340";340;"Q00325";"MPCP_HUMAN";"F:protein complex binding, P:generation of precursor metabolites and energy, C:mitochondrial inner membrane, C:extracellular vesicular exosome, F:symporter activity, F:phosphate ion carrier activity, C:integral component of plasma membrane"
"341";341;"P11717";"MPRI_HUMAN";"C:nuclear envelope lumen, C:extracellular vesicular exosome, C:endosome, P:response to retinoic acid, C:late endosome, F:insulin-like growth factor-activated receptor activity, F:transporter activity, C:lysosomal membrane, P:spermatogenesis, F:G-protein coupled receptor activity, C:clathrin coat, C:integral component of plasma membrane, P:liver development, P:receptor-mediated endocytosis, C:extracellular space, C:trans-Golgi network transport vesicle, F:glycoprotein binding, F:mannose binding, F:phosphoprotein binding, C:perinuclear region of cytoplasm, P:organ regeneration, C:cell surface, F:retinoic acid binding, P:positive regulation of apoptotic process, P:post-embryonic development, C:endocytic vesicle"
"342";342;"Q13126";"MTAP_HUMAN";"F:S-methyl-5-thioadenosine phosphorylase activity, P:purine ribonucleoside salvage, P:nucleobase-containing compound metabolic process, C:extracellular vesicular exosome, C:cytosol, F:phosphorylase activity, C:nucleus, P:polyamine metabolic process, P:L-methionine salvage from methylthioadenosine"
"344";344;"P43121";"MUC18_HUMAN";"P:cell adhesion, C:integral component of membrane, P:glomerular filtration, C:external side of plasma membrane, P:vascular wound healing"
"346";346;"Q7Z406";"MYH14_HUMAN";"C:extracellular vesicular exosome, C:stress fiber, P:regulation of cell shape, C:cytoplasm, F:microfilament motor activity, P:ATP catabolic process, P:axon guidance, C:myosin complex, C:axon, C:growth cone, F:ATP binding, P:actin filament-based movement, F:actin-dependent ATPase activity"
"347";347;"P35579";"MYH9_HUMAN";"P:angiogenesis, C:uropod, C:nucleus, P:membrane protein ectodomain proteolysis, F:ATP binding, C:ruffle, P:establishment of meiotic spindle localization, P:monocyte differentiation, C:plasma membrane, C:cleavage furrow, P:uropod organization, P:cytokinesis, P:integrin-mediated signaling pathway, P:actin filament-based movement, C:protein complex, C:actomyosin contractile ring, P:cell-cell adhesion, P:actin cytoskeleton reorganization, P:regulation of cell shape, C:myosin II complex, P:axon guidance, P:myoblast fusion, F:microfilament motor activity, C:spindle, P:establishment of T cell polarity, C:stress fiber, C:cortical cytoskeleton, C:cytosol, C:cell-cell adherens junction, P:blood vessel endothelial cell migration, C:immunological synapse, P:meiotic spindle organization, P:platelet formation, P:termination of G-protein coupled receptor signaling pathway, P:in utero embryonic development, F:actin filament binding, F:protein homodimerization activity, C:extracellular vesicular exosome, F:protein anchor, P:leukocyte migration, P:protein transport, F:ADP binding, C:neuromuscular junction, F:actin-dependent ATPase activity"
"348";348;"P60660";"MYL6_HUMAN";"F:structural constituent of muscle, C:extracellular vesicular exosome, F:calcium ion binding, F:actin-dependent ATPase activity, P:skeletal muscle tissue development, C:unconventional myosin complex, P:muscle filament sliding, F:motor activity, C:cytosol, P:axon guidance"
"349";349;"Q13765";"NACA_HUMAN";"P:positive regulation of transcription from RNA polymerase II promoter involved in heart development, C:nucleus, P:skeletal muscle tissue regeneration, F:DNA binding, C:nascent polypeptide-associated complex, P:positive regulation of cell proliferation involved in heart morphogenesis, P:transcription, DNA-templated, F:TBP-class protein binding, P:negative regulation of striated muscle cell apoptotic process, P:translation, F:transcription coactivator activity, P:viral process, P:positive regulation of skeletal muscle tissue growth, P:cardiac ventricle development, P:negative regulation of transcription from RNA polymerase II promoter involved in heart development, P:protein transport, C:extracellular vesicular exosome, P:heart trabecula morphogenesis, P:regulation of skeletal muscle fiber development"
"362";362;"P46459";"NSF_HUMAN";"C:cytosol, P:protein transport, F:protein complex binding, F:metal ion binding, P:synaptic transmission, P:plasma membrane fusion, P:ATP catabolic process, C:plasma membrane, F:ATPase activity, coupled, C:lysosomal membrane, F:ATP binding, P:potassium ion transport, P:positive regulation of receptor recycling, P:exocytosis"
"363";363;"P19338";"NUCL_HUMAN";"F:telomeric DNA binding, F:RNA binding, C:ribonucleoprotein complex, C:nucleoplasm, C:extracellular vesicular exosome, F:nucleotide binding, C:nucleolus, C:cell cortex, P:angiogenesis"
"368";368;"Q9UQ80";"PA2G4_HUMAN";"C:ribonucleoprotein complex, C:nucleolus, C:cytoplasm, P:cell cycle arrest, P:negative regulation of transcription, DNA-templated, P:cell proliferation, P:regulation of translation, F:DNA binding, C:extracellular vesicular exosome, P:rRNA processing, F:sequence-specific DNA binding transcription factor activity, F:RNA binding, P:transcription, DNA-templated"
"372";372;"Q8NC51";"PAIRB_HUMAN";"P:regulation of apoptotic process, C:nucleus, C:extracellular vesicular exosome, P:regulation of mRNA stability, C:cytoplasm, C:perinuclear region of cytoplasm, C:plasma membrane, F:mRNA 3'-UTR binding"
"374";374;"Q15365";"PCBP1_HUMAN";"F:RNA binding, C:nucleoplasm, C:cytoplasm, C:extracellular vesicular exosome, C:ribonucleoprotein complex, F:single-stranded DNA binding, P:mRNA splicing, via spliceosome"
"376";376;"P12004";"PCNA_HUMAN";"C:extracellular vesicular exosome, C:PCNA complex, P:regulation of transcription involved in G1/S transition of mitotic cell cycle, P:positive regulation of deoxyribonuclease activity, P:response to cadmium ion, P:telomere maintenance via semi-conservative replication, C:nucleoplasm, C:microtubule cytoskeleton, C:cytoplasm, F:DNA polymerase processivity factor activity, C:DNA replication factor C complex, P:nucleotide-excision repair, DNA gap filling, F:purine-specific mismatch base pair DNA N-glycosylase activity, P:cell proliferation, P:response to lipid, P:mismatch repair, P:telomere maintenance via recombination, P:heart development, P:transcription-coupled nucleotide-excision repair, F:dinucleotide insertion or deletion binding, P:DNA strand elongation involved in DNA replication, P:regulation of DNA replication, P:epithelial cell differentiation, C:nuclear replication fork, F:MutLalpha complex binding, C:PCNA-p21 complex, P:phosphatidylinositol-mediated signaling, P:translesion synthesis, P:base-excision repair"
"377";377;"P07237";"PDIA1_HUMAN";"P:regulation of intrinsic apoptotic signaling pathway in response to oxidative stress, P:glycerol ether metabolic process, C:procollagen-proline 4-dioxygenase complex, C:plasma membrane, P:peptidyl-proline hydroxylation to 4-hydroxy-L-proline, P:extracellular matrix organization, C:melanosome, P:response to endoplasmic reticulum stress, F:protein disulfide oxidoreductase activity, C:endoplasmic reticulum-Golgi intermediate compartment, C:endoplasmic reticulum lumen, P:cellular response to hypoxia, P:cell redox homeostasis, F:procollagen-proline 4-dioxygenase activity, P:lipoprotein metabolic process, F:protein disulfide isomerase activity, C:extracellular vesicular exosome"
