"";"Protein.G";"Protein.Acs";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5574";"Spectra.Count.P5574";"DNSAF.P5574";"Unspecific.Spectra.Count";"Go.Bp";"Go.Cc";"Go.F"
"469";"P62879";"P62879";"GBB2_HUMAN";"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2";"GNB2";"3";"7";"0.00128752766897409";"3";"7";"0.00170767623976577";"18";"energy reserve metabolic process;synaptic transmission;G-protein coupled receptor signaling pathway;cellular response to glucagon stimulus";"protein complex;cell body;plasma membrane;perinuclear region of cytoplasm";"GTPase activity;calcium channel regulator activity;signal transducer activity"
"474";"P84085";"P84085";"ARF5_HUMAN";"ADP-ribosylation factor 5";"ARF5";"3";"5";"0.00133116022462052";"3";"5";"0.00176554705711064";"10";"small GTPase mediated signal transduction;protein transport;vesicle-mediated transport";"plasma membrane;perinuclear region of cytoplasm;Golgi apparatus";"GTP binding;GTPase activity"
"475";"Q03518";"Q03518";"TAP1_HUMAN";"Antigen peptide transporter 1";"TAP1";"3";"5";"2.02518942649343E-4";"3";"5";"2.6860532382992E-4";"0";"intracellular transport of viral proteins in host cell;defense response;positive regulation of T cell mediated cytotoxicity;antigen processing and presentation of exogenous peptide antigen via MHC class I;cytosol to ER transport;antigen processing and presentation of endogenous peptide antigen via MHC class I";"mitochondrion;cytosol;plasma membrane;TAP complex";"TAP1 binding;MHC class I protein binding;ADP binding;peptide antigen binding;protein homodimerization activity;tapasin binding;oligopeptide-transporting ATPase activity;ATP binding;TAP2 binding"
"476";"Q03519-1,Q03519-2";"Q03519";"TAP2_HUMAN";"Antigen peptide transporter 2";"TAP2";"3";"3";"7.15606292976688E-5";"3";"3";"0";"0";"cytosol to ER transport;antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway;positive regulation of antigen processing and presentation of peptide antigen via MHC class I;peptide antigen transport;positive regulation of T cell mediated cytotoxicity;intracellular transport of viral proteins in host cell;antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway;antigen processing and presentation of exogenous protein antigen via MHC class Ib;antigen processing and presentation of exogenous peptide antigen via MHC class I";"plasma membrane;nucleus;TAP complex";"TAP2 binding;ATP binding;peptide antigen binding;tapasin binding;MHC class I protein binding;peptide antigen-transporting ATPase activity;oligopeptide-transporting ATPase activity;TAP1 binding"
"477";"Q13505-1,Q13505-3";"Q13505";"MTX1_HUMAN";"Metaxin-1";"MTX1";"10";"17";"5.96952831809308E-4";"10";"17";"0";"0";"protein targeting to mitochondrion;cellular protein metabolic process";"mitochondrial outer membrane;mitochondrial inner membrane;mitochondrion;integral to membrane";""
"479";"Q14254";"Q14254";"FLOT2_HUMAN";"Flotillin-2";"FLOT2";"3";"6";"4.58790576618699E-4";"3";"6";"6.08504023330586E-4";"0";"epidermis development;cell adhesion";"endocytic vesicle;endosome;plasma membrane;acrosomal membrane;cell surface;flotillin complex";""
"480";"Q14344";"Q14344";"GNA13_HUMAN";"Guanine nucleotide-binding protein subunit alpha-13";"GNA13";"3";"3";"2.79367727050287E-4";"3";"3";"3.7053155527234E-4";"4";"in utero embryonic development;Rho protein signal transduction;intracellular protein kinase cascade;cell differentiation;adenylate cyclase-activating G-protein coupled receptor signaling pathway;patterning of blood vessels;activation of phospholipase D activity;platelet activation;cellular component movement;regulation of cell shape;regulation of cell migration";"brush border membrane;melanosome;heterotrimeric G-protein complex";"metal ion binding;GTPase activity;type 1 angiotensin receptor binding;G-protein beta/gamma-subunit complex binding;GTP binding;D5 dopamine receptor binding;signal transducer activity"
"481";"Q14534";"Q14534";"ERG1_HUMAN";"Squalene monooxygenase";"SQLE";"3";"4";"2.28063143777936E-4";"3";"4";"3.02485159100454E-4";"0";"cholesterol biosynthetic process;cellular aromatic compound metabolic process;response to organic substance";"integral to membrane;endoplasmic reticulum membrane";"flavin adenine dinucleotide binding;squalene monooxygenase activity"
"483";"Q14761";"Q14761";"PTCA_HUMAN";"Protein tyrosine phosphatase receptor type C-associated protein";"PTPRCAP";"3";"6";"9.53215372780598E-4";"3";"6";"0.0012642704950752";"0";"defense response";"plasma membrane;integral to membrane";""
"488";"Q4KMQ2-1,Q4KMQ2-2";"Q4KMQ2";"ANO6_HUMAN";"Anoctamin-6";"ANO6";"3";"6";"1.07891410325716E-4";"3";"6";"0";"0";"activation of blood coagulation via clotting cascade;phosphatidylserine exposure on blood platelet;blood coagulation";"intracellular;plasma membrane;chloride channel complex";"voltage-gated ion channel activity;chloride channel activity;calcium activated cation channel activity"
"491";"Q6IAA8";"Q6IAA8";"LTOR1_HUMAN";"Ragulator complex protein LAMTOR1";"LAMTOR1";"3";"8";"0.00162618937302528";"3";"8";"0.0021568506996728";"0";"positive regulation of TOR signaling cascade;lysosome localization;cholesterol homeostasis;regulation of cholesterol efflux;cell growth;regulation of receptor recycling;positive regulation of MAPK cascade;endosome organization;cellular protein localization;regulation of cholesterol esterification;regulation of cholesterol import;cellular response to amino acid stimulus;lysosome organization;endosome localization";"Golgi apparatus;lysosomal membrane;lysosome;Ragulator complex;plasma membrane";""
"493";"Q6PI78";"Q6PI78";"TMM65_HUMAN";"Transmembrane protein 65";"TMEM65";"3";"4";"5.45451018868897E-4";"3";"4";"7.23443672181919E-4";"0";"";"integral to membrane;mitochondrion";""
"495";"Q70J99-1,Q70J99-3";"Q70J99";"UN13D_HUMAN";"Protein unc-13 homolog D";"UNC13D";"3";"4";"6.00496534534566E-5";"3";"4";"0";"0";"defense response to virus;natural killer cell degranulation;granuloma formation;germinal center formation;regulation of mast cell degranulation;positive regulation of exocytosis;phagocytosis";"lysosome;late endosome;exocytic vesicle;membrane;recycling endosome";""
"496";"Q86UL3";"Q86UL3";"GPAT4_HUMAN";"Glycerol-3-phosphate acyltransferase 4";"AGPAT6";"3";"5";"3.58849354519011E-4";"3";"5";"4.7594978433021E-4";"0";"phosphatidylcholine biosynthetic process;acyl-CoA metabolic process;CDP-diacylglycerol biosynthetic process;phosphatidic acid biosynthetic process;triglyceride biosynthetic process;fatty acid metabolic process;glandular epithelial cell maturation;lactation;diacylglycerol metabolic process;regulation of multicellular organism growth";"integral to membrane;endoplasmic reticulum membrane";"glycerol-3-phosphate O-acyltransferase activity"
"497";"Q86WV6";"Q86WV6";"TM173_HUMAN";"Transmembrane protein 173";"TMEM173";"3";"3";"2.59053254344067E-4";"3";"3";"3.4358802372756E-4";"0";"interferon-beta production;positive regulation of type I interferon production;positive regulation of protein binding;cellular response to exogenous dsRNA;apoptotic process;positive regulation of transcription from RNA polymerase II promoter;positive regulation of defense response to virus by host;defense response to virus;positive regulation of transcription factor import into nucleus;positive regulation of protein import into nucleus;cellular response to interferon-beta;activation of innate immune response;innate immune response";"plasma membrane;cytoplasmic vesicle membrane;mitochondrial outer membrane;peroxisome;endoplasmic reticulum membrane;Golgi apparatus;perinuclear region of cytoplasm;integral to membrane";"protein homodimerization activity;protein kinase binding;cyclic-di-GMP binding;cyclic-GMP-AMP binding;transcription factor binding"
"500";"Q8IXI2-1,Q8IXI2-2,Q8IXI2-3,Q8IXI2-4,Q8IXI2-5";"Q8IXI2";"MIRO1_HUMAN";"Mitochondrial Rho GTPase 1";"RHOT1";"3";"5";"5.29564095989221E-5";"3";"5";"0";"0";"GTP catabolic process;small GTPase mediated signal transduction;mitochondrial outer membrane permeabilization;mitochondrion transport along microtubule;regulation of small GTPase mediated signal transduction;cellular homeostasis";"cytosol;plasma membrane;integral to mitochondrial outer membrane";"GTPase activity;GTP binding;calcium ion binding"
"501";"Q8IY95-1,Q8IY95-2";"Q8IY95";"TM192_HUMAN";"Transmembrane protein 192";"TMEM192";"3";"6";"3.62292189654618E-4";"3";"6";"0";"0";"";"lysosomal membrane;late endosome;integral to membrane";""
"502";"Q8IZ07";"Q8IZ07";"AN13A_HUMAN";"Ankyrin repeat domain-containing protein 13A";"ANKRD13A";"3";"5";"2.7734797569605E-4";"3";"5";"3.67852714668772E-4";"0";"";"late endosome;plasma membrane";""
"503";"Q8N1F7-1";"Q8N1F7";"NUP93_HUMAN";"Nuclear pore complex protein Nup93";"NUP93";"14";"21";"8.39155413644458E-4";"14";"21";"0";"0";"small molecule metabolic process;viral process;transmembrane transport;mitotic nuclear envelope disassembly;carbohydrate metabolic process;regulation of glucose transport;cytokine-mediated signaling pathway;protein transport;glucose transport;mRNA transport;nuclear pore complex assembly";"nuclear membrane;nuclear pore;nuclear periphery";"structural constituent of nuclear pore"
"504";"Q8NB49-3";"Q8NB49";"AT11C_HUMAN";"Probable phospholipid-transporting ATPase IG";"ATP11C";"3";"3";"8.67324941664325E-5";"3";"3";"0";"0";"ion transmembrane transport;phospholipid translocation";"integral to membrane;endoplasmic reticulum membrane;endoplasmic reticulum;plasma membrane";"magnesium ion binding;phospholipid-translocating ATPase activity;ATP binding;cation-transporting ATPase activity"
"505";"Q8NBI2";"Q8NBI2";"CYAC3_HUMAN";"Cytochrome b ascorbate-dependent protein 3";"CYBASC3";"3";"6";"8.11414738813236E-4";"3";"6";"0.00107619719828715";"0";"";"late endosome membrane;lysosomal membrane;integral to membrane";"metal ion binding;oxidoreductase activity"
"506";"Q8NBI5";"Q8NBI5";"S43A3_HUMAN";"Solute carrier family 43 member 3";"SLC43A3";"3";"5";"3.33269461630691E-4";"3";"5";"4.42022610294452E-4";"0";"transmembrane transport";"integral to membrane";""
"507";"Q8NBU5-1";"Q8NBU5";"ATAD1_HUMAN";"ATPase family AAA domain-containing protein 1";"ATAD1";"8";"16";"0.00145050686458211";"8";"16";"0";"0";"negative regulation of synaptic transmission;positive regulation of receptor internalization;learning;memory";"plasma membrane;postsynaptic membrane;cell junction;peroxisomal membrane;mitochondrion";"ATP binding;ATPase activity"
"508";"Q8NEW0";"Q8NEW0";"ZNT7_HUMAN";"Zinc transporter 7";"SLC30A7";"3";"3";"2.61120168607451E-4";"3";"3";"3.46329417533897E-4";"0";"cellular protein metabolic process;transmembrane transport;sequestering of zinc ion;zinc ion transport";"cytoplasmic membrane-bounded vesicle;vesicle;perinuclear region of cytoplasm;Golgi membrane;integral to membrane";"cation transmembrane transporter activity"
"509";"Q8WTV0-1,Q8WTV0-2,Q8WTV0-4";"Q8WTV0";"SCRB1_HUMAN";"Scavenger receptor class B member 1";"SCARB1";"5";"9";"1.7786446267464E-4";"5";"9";"0";"0";"cholesterol import;high-density lipoprotein particle clearance;lipopolysaccharide transport;phospholipid transport;triglyceride homeostasis;high-density lipoprotein particle remodeling;cell adhesion;low-density lipoprotein particle clearance;modulation by virus of host morphology or physiology;cholesterol homeostasis;wound healing;endothelial cell proliferation;positive regulation of triglyceride biosynthetic process;regulation of phosphatidylcholine catabolic process;reverse cholesterol transport;androgen biosynthetic process;small molecule metabolic process;positive regulation of nitric-oxide synthase activity;positive regulation of endothelial cell migration;cholesterol efflux;detection of lipopolysaccharide;adhesion to symbiont;blood vessel endothelial cell migration;recognition of apoptotic cell;cholesterol catabolic process;regulation of phagocytosis;lipoprotein metabolic process;positive regulation of cholesterol storage";"cell surface;caveola;integral to plasma membrane;microvillus membrane;endocytic vesicle membrane";"lipopolysaccharide receptor activity;lipopolysaccharide binding;1-phosphatidylinositol binding;high-density lipoprotein particle binding;low-density lipoprotein particle binding;phosphatidylserine binding;transporter activity;high-density lipoprotein particle receptor activity"
"511";"Q92692-1";"Q92692";"PVRL2_HUMAN";"Poliovirus receptor-related protein 2";"PVRL2";"6";"8";"4.86647749176711E-4";"6";"8";"0";"0";"cell part morphogenesis;sperm mitochondrion organization;fertilization;susceptibility to T cell mediated cytotoxicity;modulation by virus of host morphology or physiology;adhesion to symbiont;positive regulation of immunoglobulin mediated immune response;response to virus;viral entry into host cell via membrane fusion with the plasma membrane;spermatid nucleus differentiation;homophilic cell adhesion;positive regulation of mast cell activation;adherens junction organization;virion attachment;spermatid development;susceptibility to natural killer cell mediated cytotoxicity;cytoskeleton organization;positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target;establishment of mitochondrion localization;cell junction assembly;acrosome assembly";"zonula adherens;integral to membrane;plasma membrane;cell surface";"virus receptor activity;coreceptor activity"
"512";"Q92947-1,Q92947-2";"Q92947";"GCDH_HUMAN";"Glutaryl-CoA dehydrogenase, mitochondrial";"GCDH";"3";"3";"1.1207897647991E-4";"3";"3";"0";"0";"lysine catabolic process;cellular nitrogen compound metabolic process;tryptophan metabolic process;fatty acid oxidation;fatty-acyl-CoA biosynthetic process";"mitochondrial inner membrane;mitochondrial matrix";"flavin adenine dinucleotide binding;fatty-acyl-CoA binding;glutaryl-CoA dehydrogenase activity"
"514";"Q96DA6";"Q96DA6";"TIM14_HUMAN";"Mitochondrial import inner membrane translocase subunit TIM14";"DNAJC19";"3";"4";"0.00112851934938393";"3";"4";"0.00149678001141087";"0";"protein targeting to mitochondrion;protein folding;visual perception;genitalia development";"mitochondrial inner membrane;mitochondrion;integral to membrane";""
"515";"Q96ER9-1,Q96ER9-2";"Q96ER9";"CCD51_HUMAN";"Coiled-coil domain-containing protein 51";"CCDC51";"3";"5";"1.99069714915656E-4";"3";"5";"0";"0";"";"integral to membrane;nucleus;mitochondrion";""
"516";"Q96FZ7";"Q96FZ7";"CHMP6_HUMAN";"Charged multivesicular body protein 6";"CHMP6";"3";"5";"8.14105998311787E-4";"3";"5";"0.00107976667489839";"0";"endosomal transport;protein transport;viral assembly";"late endosome membrane;endomembrane system;cytosol";""
"518";"Q96PP8-1,Q96PP8-2";"Q96PP8";"GBP5_HUMAN";"Guanylate-binding protein 5";"GBP5";"3";"5";"1.39620567969854E-4";"3";"5";"0";"0";"GTP catabolic process;cellular response to interferon-gamma";"membrane;cytoplasmic vesicle";"GTPase activity;GTP binding"
"520";"Q9BUF5";"Q9BUF5";"TBB6_HUMAN";"Tubulin beta-6 chain";"TUBB6";"3";"5";"9.09900354346322E-4";"3";"5";"0.00120682083431244";"29";"protein polymerization;'de novo' posttranslational protein folding;microtubule-based process";"cytoplasm;plasma membrane;microtubule";"structural constituent of cytoskeleton;GTPase activity;GTP binding"
"521";"Q9BVT8";"Q9BVT8";"TMUB1_HUMAN";"Transmembrane and ubiquitin-like domain-containing protein 1";"TMUB1";"3";"5";"6.65184169352314E-4";"3";"5";"8.82248380709657E-4";"0";"";"cytoplasm;nucleus;integral to membrane";""
"522";"Q9BX67-1";"Q9BX67";"JAM3_HUMAN";"Junctional adhesion molecule C";"JAM3";"7";"12";"0.00126685397930841";"7";"12";"0";"0";"myelination;cell-matrix adhesion;blood coagulation;neutrophil homeostasis;spermatid development;establishment of cell polarity;regulation of neutrophil chemotaxis;leukocyte migration;regulation of actin cytoskeleton organization by cell-cell adhesion;adaptive immune response;leukocyte migration involved in inflammatory response;myeloid progenitor cell differentiation;angiogenesis";"extracellular space;paranodal junction;tight junction;Schmidt-Lanterman incisure;cell-cell contact zone;desmosome;integral to membrane;plasma membrane";""
"523";"Q9BZM6";"Q9BZM6";"N2DL1_HUMAN";"NKG2D ligand 1";"ULBP1";"3";"3";"4.0238189916558E-4";"3";"3";"5.33687954888301E-4";"0";"natural killer cell mediated cytotoxicity;antigen processing and presentation;natural killer cell activation;regulation of immune response";"endoplasmic reticulum;anchored to plasma membrane";"natural killer cell lectin-like receptor binding;antigen binding"
"524";"Q9GZY6-1";"Q9GZY6";"NTAL_HUMAN";"Linker for activation of T-cells family member 2";"LAT2";"6";"12";"0.00161615116701896";"6";"12";"0";"0";"calcium-mediated signaling;mast cell degranulation;B cell receptor signaling pathway;B cell activation;Fc-epsilon receptor signaling pathway;innate immune response";"membrane raft;plasma membrane;integral to membrane";"SH2 domain binding"
"526";"Q9H0U3";"Q9H0U3";"MAGT1_HUMAN";"Magnesium transporter protein 1";"MAGT1";"3";"4";"3.90770879189658E-4";"3";"4";"5.18288003951226E-4";"0";"protein N-linked glycosylation;cognition";"integral to plasma membrane;oligosaccharyltransferase complex";"magnesium ion transmembrane transporter activity"
"527";"Q9H2V7-1,Q9H2V7-2,Q9H2V7-3";"Q9H2V7";"SPNS1_HUMAN";"Protein spinster homolog 1";"SPNS1";"3";"3";"6.19830703260111E-5";"3";"3";"0";"0";"lipid transport;transmembrane transport";"mitochondrial inner membrane;integral to membrane";""
"529";"Q9H8H3";"Q9H8H3";"MET7A_HUMAN";"Methyltransferase-like protein 7A";"METTL7A";"3";"5";"6.706364986093E-4";"3";"5";"8.89479924813835E-4";"0";"";"endoplasmic reticulum;membrane;lipid particle";"methyltransferase activity"
"530";"Q9H9E3-1,Q9H9E3-3";"Q9H9E3";"COG4_HUMAN";"Conserved oligomeric Golgi complex subunit 4";"COG4";"3";"5";"1.04226309338006E-4";"3";"5";"0";"0";"protein transport;retrograde vesicle-mediated transport;Golgi vesicle prefusion complex stabilization;Golgi organization";"Golgi membrane;Golgi transport complex";""
"531";"Q9HBL7";"Q9HBL7";"PLRKT_HUMAN";"Plasminogen receptor (KT)";"PLGRKT";"3";"6";"0.00133579841355648";"3";"6";"0.00177169878901694";"0";"chemotaxis;inflammatory response;positive regulation of plasminogen activation";"mitochondrion;integral to plasma membrane";""
"532";"Q9HC07";"Q9HC07";"TM165_HUMAN";"Transmembrane protein 165";"TMEM165";"3";"5";"5.05047239693424E-4";"3";"5";"6.69855252020295E-4";"0";"cellular calcium ion homeostasis;protein N-linked glycosylation;Golgi calcium ion transport;regulation of lysosomal lumen pH";"endosome membrane;trans-Golgi network membrane;integral to membrane;Golgi membrane;Golgi apparatus;lysosomal membrane;late endosome membrane;early endosome membrane";""
"533";"Q9HD45";"Q9HD45";"TM9S3_HUMAN";"Transmembrane 9 superfamily member 3";"TM9SF3";"3";"6";"3.33382626133791E-4";"3";"6";"4.42172702861614E-4";"0";"";"integral to membrane";""
"534";"Q9NPA0";"Q9NPA0";"EMC7_HUMAN";"ER membrane protein complex subunit 7";"EMC7";"3";"3";"4.05707369406618E-4";"3";"3";"5.38098599143576E-4";"0";"";"ER membrane protein complex";"purine nucleotide binding;carbohydrate binding"
"536";"Q9NS69";"Q9NS69";"TOM22_HUMAN";"Mitochondrial import receptor subunit TOM22 homolog";"TOMM22";"3";"5";"0.0011523613074695";"3";"5";"0.001528402124328";"0";"cellular protein metabolic process;protein import into mitochondrial outer membrane";"integral to membrane;mitochondrial inner membrane;mitochondrial outer membrane translocase complex";"protein transmembrane transporter activity"
"537";"Q9NV96-1";"Q9NV96";"CC50A_HUMAN";"Cell cycle control protein 50A";"TMEM30A";"3";"3";"2.71970037109146E-4";"3";"3";"0";"0";"protein localization to endosome;positive regulation of protein exit from endoplasmic reticulum";"endoplasmic reticulum;integral to membrane";""
"538";"Q9NVI1-3";"Q9NVI1";"FANCI_HUMAN";"Fanconi anemia group I protein";"FANCI";"24";"42";"0.0010350425960464";"24";"42";"0";"0";"DNA repair;cell cycle;positive regulation of protein ubiquitination";"nucleoplasm;plasma membrane";"DNA binding"
"539";"Q9NWW5";"Q9NWW5";"CLN6_HUMAN";"Ceroid-lipofuscinosis neuronal protein 6";"CLN6";"3";"8";"8.41853662562929E-4";"3";"8";"0.00111656901172772";"0";"cholesterol metabolic process;lysosomal lumen acidification;cellular macromolecule catabolic process;glycosaminoglycan metabolic process;protein catabolic process;visual perception;locomotion involved in locomotory behavior;positive regulation of proteolysis;cell death;ganglioside metabolic process";"integral to membrane;endoplasmic reticulum membrane;endoplasmic reticulum lumen";"protein homodimerization activity"
"540";"Q9NYL4-1,Q9NYL4-2";"Q9NYL4";"FKB11_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP11";"FKBP11";"3";"5";"4.07052999155894E-4";"3";"5";"0";"0";"protein folding";"membrane;integral to membrane";"peptidyl-prolyl cis-trans isomerase activity;FK506 binding"
"543";"Q9UBX3-1,Q9UBX3-2";"Q9UBX3";"DIC_HUMAN";"Mitochondrial dicarboxylate carrier";"SLC25A10";"3";"7";"3.99110501611388E-4";"3";"7";"0";"0";"cellular nitrogen compound metabolic process;mitochondrial transport;sulfur amino acid catabolic process;sulfide oxidation;gluconeogenesis;thiosulfate transport;sulfate transport";"nucleus;integral to membrane;mitochondrial inner membrane";"thiosulfate transmembrane transporter activity;antiporter activity;phosphate ion transmembrane transporter activity;succinate transmembrane transporter activity;malate transmembrane transporter activity;dicarboxylic acid transmembrane transporter activity;sulfate transmembrane transporter activity"
"545";"Q9UJS0-1,Q9UJS0-2";"Q9UJS0";"CMC2_HUMAN";"Calcium-binding mitochondrial carrier protein Aralar2";"SLC25A13";"3";"5";"2.6262456464058E-4";"3";"5";"0";"7";"response to calcium ion;malate-aspartate shuttle;gluconeogenesis;ATP biosynthetic process";"mitochondrial inner membrane;integral to plasma membrane";"calcium ion binding;L-glutamate transmembrane transporter activity;L-aspartate transmembrane transporter activity"
"546";"Q9UKR5";"Q9UKR5";"ERG28_HUMAN";"Probable ergosterol biosynthetic protein 28";"C14orf1";"3";"3";"7.01294167117154E-4";"3";"3";"9.30141864233896E-4";"0";"sterol biosynthetic process";"endoplasmic reticulum membrane;integral to membrane;transport vesicle";""
"547";"Q9UM00-1,Q9UM00-2";"Q9UM00";"TMCO1_HUMAN";"Transmembrane and coiled-coil domain-containing protein 1";"TMCO1";"3";"5";"4.35200281012418E-4";"3";"5";"0";"0";"";"integral to membrane;endoplasmic reticulum membrane;Golgi membrane";""
"550";"O00299";"O00299";"CLIC1_HUMAN";"Chloride intracellular channel protein 1";"CLIC1";"2";"2";"2.71593868316463E-4";"2";"2";"3.60220915609254E-4";"0";"regulation of mitochondrial membrane potential;signal transduction;positive regulation of osteoblast differentiation";"mitochondrion;nuclear membrane;perinuclear region of cytoplasm;brush border;plasma membrane;nuclear envelope;chloride channel complex";"voltage-gated chloride channel activity;chloride channel activity"
"551";"O00559";"O00559";"RCAS1_HUMAN";"Receptor-binding cancer antigen expressed on SiSo cells";"EBAG9";"2";"3";"4.60944522987801E-4";"2";"3";"6.11360849731199E-4";"0";"regulation of cell growth";"secretory granule;integral to membrane;plasma membrane;Golgi apparatus;Golgi membrane;focal adhesion";"peptidase activator activity involved in apoptotic process"
"552";"O00767";"O00767";"ACOD_HUMAN";"Acyl-CoA desaturase";"SCD";"2";"6";"5.46970381038449E-4";"2";"6";"7.25458835614181E-4";"0";"fatty acid biosynthetic process";"integral to membrane;endoplasmic reticulum;endoplasmic reticulum membrane";"stearoyl-CoA 9-desaturase activity;iron ion binding"
"553";"O14521";"O14521";"DHSD_HUMAN";"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial";"SDHD";"2";"7";"0.00144081401210652";"2";"7";"0.00191098328500884";"0";"tricarboxylic acid cycle;respiratory electron transport chain;small molecule metabolic process";"integral to membrane;mitochondrial respiratory chain complex II";"ubiquinone binding;metal ion binding;succinate dehydrogenase activity;heme binding;electron carrier activity"
"555";"O14653-1,O14653-2,O14653-3";"O14653";"GOSR2_HUMAN";"Golgi SNAP receptor complex member 2";"GOSR2";"2";"2";"1.02915286579037E-4";"2";"2";"0";"0";"ER to Golgi vesicle-mediated transport;activation of signaling protein activity involved in unfolded protein response;cellular protein metabolic process;membrane fusion;protein transport";"Golgi stack;integral to membrane;Golgi membrane";"transporter activity"
"556";"O14681";"O14681";"EI24_HUMAN";"Etoposide-induced protein 2.4 homolog";"EI24";"2";"4";"3.85024248613339E-4";"2";"4";"5.10666121540178E-4";"0";"autophagy;negative regulation of cell growth;response to drug;apoptotic process";"integral to membrane;nuclear membrane;endoplasmic reticulum membrane";""
"557";"O14828-1";"O14828";"SCAM3_HUMAN";"Secretory carrier-associated membrane protein 3";"SCAMP3";"9";"23";"0.00216922883584749";"9";"23";"0";"0";"post-Golgi vesicle-mediated transport;protein transport;response to retinoic acid";"integral to membrane;Golgi membrane";""
"558";"O14925,Q5SRD1";"O14925";"TI23B_HUMAN, TIM23_HUMAN";"Mitochondrial import inner membrane translocase subunit Tim23, Putative mitochondrial import inner membrane translocase subunit Tim23B";"TIMM23, TIMM23B";"2";"2";"1.40459489837484E-4";"2";"2";"1.86294507858005E-4";"0";"protein targeting to mitochondrion;cellular protein metabolic process;intracellular protein transport";"mitochondrial intermembrane space;integral to mitochondrial inner membrane;mitochondrial inner membrane presequence translocase complex;integral to membrane";"P-P-bond-hydrolysis-driven protein transmembrane transporter activity"
"559";"O15118";"O15118";"NPC1_HUMAN";"Niemann-Pick C1 protein";"NPC1";"2";"2";"5.12160581097556E-5";"2";"2";"6.79289833034666E-5";"0";"cholesterol metabolic process;negative regulation of macroautophagy;response to drug;bile acid metabolic process;cellular response to low-density lipoprotein particle stimulus;endocytosis;cholesterol homeostasis;autophagy;cholesterol efflux;adult walking behavior;protein glycosylation;cellular response to steroid hormone stimulus;lysosomal transport";"lysosomal membrane;endoplasmic reticulum;perinuclear region of cytoplasm;membrane raft;lysosome;vesicle;extracellular region;late endosome membrane;nuclear envelope;integral to plasma membrane;Golgi apparatus";"hedgehog receptor activity;cholesterol binding;sterol transporter activity;transmembrane signaling receptor activity"
"560";"O15126-1";"O15126";"SCAM1_HUMAN";"Secretory carrier-associated membrane protein 1";"SCAMP1";"7";"18";"0.0017428612437231";"7";"18";"0";"0";"protein transport;post-Golgi vesicle-mediated transport";"integral to membrane;recycling endosome membrane;trans-Golgi network;Golgi apparatus";""
"561";"O15321-1,O15321-2";"O15321";"TM9S1_HUMAN";"Transmembrane 9 superfamily member 1";"TM9SF1";"2";"4";"1.08010102746316E-4";"2";"4";"0";"0";"autophagy";"lysosomal membrane;integral to membrane;autophagic vacuole membrane;cytoplasmic vesicle";""
"563";"O43760";"O43760";"SNG2_HUMAN";"Synaptogyrin-2";"SYNGR2";"2";"4";"5.84411805930961E-4";"2";"4";"7.75118220194913E-4";"0";"protein targeting";"synaptic vesicle;integral to membrane";""
"564";"O43826-1,O43826-2";"O43826";"G6PT1_HUMAN";"Glucose-6-phosphate translocase";"SLC37A4";"2";"3";"1.1443028367879E-4";"2";"3";"0";"0";"glucose homeostasis;glucose transport;glucose metabolic process;small molecule metabolic process";"integral to membrane;endoplasmic reticulum membrane;integral to endoplasmic reticulum membrane";"glucose-6-phosphate transmembrane transporter activity"
"565";"O60637-1,O60637-3";"O60637";"TSN3_HUMAN";"Tetraspanin-3";"TSPAN3";"2";"2";"1.29355972854284E-4";"2";"2";"0";"0";"";"integral to membrane";""
"566";"O60830";"O60830";"TI17B_HUMAN";"Mitochondrial import inner membrane translocase subunit Tim17-B";"TIMM17B";"2";"4";"7.61094444933345E-4";"2";"4";"0.00100945628676547";"0";"cellular protein metabolic process;protein targeting to mitochondrion";"microtubule cytoskeleton;integral to mitochondrial inner membrane;mitochondrial inner membrane presequence translocase complex";"P-P-bond-hydrolysis-driven protein transmembrane transporter activity"
"567";"O75144-1,O75144-2";"O75144";"ICOSL_HUMAN";"ICOS ligand";"ICOSLG";"2";"2";"1.08367752093158E-4";"2";"2";"0";"0";"positive regulation of activated T cell proliferation;signal transduction;positive regulation of interleukin-4 biosynthetic process;T cell costimulation;B cell activation;T cell activation;defense response;hyperosmotic response";"external side of plasma membrane;plasma membrane;integral to membrane;integral to plasma membrane";"receptor binding"
"569";"O75251";"O75251";"NDUS7_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial";"NDUFS7";"2";"5";"7.68240871646334E-4";"2";"5";"0.001018934749552";"0";"small molecule metabolic process;mitochondrial respiratory chain complex I assembly;mitochondrial electron transport";"neuronal cell body;mitochondrial respiratory chain complex I;synaptic membrane;neuron projection";"quinone binding;NADH dehydrogenase (ubiquinone) activity;metal ion binding;4 iron"
