;protein.acs;ID;Description;Gene;global.peptide.count;global.spectra.count;global.dNSAF;peptide.count.P5834.1.id.csv;peptide.count.P5834.2.id.csv;peptide.count.P5835.1.id.csv;peptide.count.P5835.2.id.csv;spectra.count.P5834.1.id.csv;spectra.count.P5834.2.id.csv;spectra.count.P5835.1.id.csv;spectra.count.P5835.2.id.csv;dNSAF.P5834.1.id.csv;dNSAF.P5834.2.id.csv;dNSAF.P5835.1.id.csv;dNSAF.P5835.2.id.csv;Go.Cc
624;P43897;EFTS_HUMAN;Elongation factor Ts, mitochondrial;TSFM;1;1;2.96E+09;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;nucleus, mitochondrion
626;P45954;ACDSB_HUMAN;Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial;ACADSB;4;12;0,00026683161759179;3;2;2;2;3;3;4;2;0,000353697483905146;0,000350549334249864;0,000509374030103668;0,000250886377215397;mitochondrial matrix, mitochondrion
627;P46379;BAG6_HUMAN;Large proline-rich protein BAG6;BAG6;10;24;6.79E+09;3;3;8;7;3;3;10;8;NA;NA;NA;NA;nucleus, cytosol, BAT3 complex
629;P46776;RL27A_HUMAN;60S ribosomal protein L27a;RPL27A;6;18;0,00116828978513162;5;5;2;4;6;5;2;5;0,0020648285546895;0,00170537513959393;0,000743410746637786;0,00183079248238262;cytosol, cytosolic large ribosomal subunit
630;P46777;RL5_HUMAN;60S ribosomal protein L5;RPL5;5;16;0,000517491621996198;5;2;4;5;5;2;4;5;0,000857448445830657;0,000339926627151384;0,00074090768015079;0,000912314098965079;nucleolus, ribonucleoprotein complex, cytoplasm, extracellular vesicular exosome, cytosolic large ribosomal subunit, cytosol, nucleus
631;P46778;RL21_HUMAN;60S ribosomal protein L21;RPL21;5;19;0,0011407051652049;5;4;4;5;5;4;5;5;0,00159163867757316;0,00126197760329951;0,00171913735159988;0,00169348304620393;cytosolic large ribosomal subunit, nucleolus, cytosol, cytoplasm
632;P46779;RL28_HUMAN;60S ribosomal protein L28;RPL28;7;21;0,00147244308685688;5;5;6;5;5;5;6;5;NA;NA;NA;NA;cytosolic large ribosomal subunit, extracellular vesicular exosome, cytosol, cytoplasm
633;P46781;RS9_HUMAN;40S ribosomal protein S9;RPS9;9;28;0,00138642407490992;7;7;7;7;7;7;7;7;0,00183776836998138;0,00182141097383435;0,00198498333380605;0,00195536186778185;cytoplasm, cytosolic small ribosomal subunit, extracellular vesicular exosome, cytosol, nucleolus, ribosome, ribonucleoprotein complex
634;P46782;RS5_HUMAN;40S ribosomal protein S5;RPS5;8;26;0,00122428624542115;7;8;4;3;10;9;4;3;0,00249668812168338;0,00222701929994031;0,00107867441669012;0,000796933198213613;ribonucleoprotein complex, cytosolic small ribosomal subunit, cytosol, extracellular vesicular exosome
635;P46783;RS10_HUMAN;40S ribosomal protein S10;RPS10;7;27;0,00157188080181345;5;6;5;7;7;7;5;8;0,00216077008349326;0,00214153775105372;0,00166704228033928;0,00262746460501943;cytosol, ribosome, cytoplasm, nucleolus, cytosolic small ribosomal subunit
637;P47897;SYQ_HUMAN;Glutamine--tRNA ligase;QARS;1;1;1.24E+09;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;6.99E+09;mitochondrial matrix, cytosol, cytoplasm
638;P47914;RL29_HUMAN;60S ribosomal protein L29;RPL29;1;8;0,000483317646958713;1;1;1;1;2;2;2;2;0,000640659593488566;0,000634957284679;0,000691979814480455;0,000681653553189002;cytosol, cytosolic large ribosomal subunit
644;P48556;PSMD8_HUMAN;26S proteasome non-ATPase regulatory subunit 8;PSMD8;3;4;0,000109782151237765;2;NA;2;NA;2;NA;2;NA;0,000291042501041949;NA;0,00031435654429255;NA;nucleoplasm, proteasome regulatory particle, cytosol, proteasome accessory complex, proteasome complex
645;P48643;TCPE_HUMAN;T-complex protein 1 subunit epsilon;CCT5;3;7;0,000124291252556619;2;NA;2;2;3;NA;2;2;0,000282434959421484;NA;0,00020337299538335;0,000200338105281056;centrosome, microtubule, cell body, chaperonin-containing T-complex, extracellular vesicular exosome, cytoplasm, cytosol, nucleolus, zona pellucida receptor complex
652;P49207;RL34_HUMAN;60S ribosomal protein L34;RPL34;4;11;0,00090312239800298;2;3;3;3;2;3;3;3;0,000870639960381898;0,00129433600338411;0,00141057423721016;0,00138952455073143;cytoplasm, cytosol, extracellular vesicular exosome, nucleolus, cytosolic large ribosomal subunit
654;P49321;NASP_HUMAN;Nuclear autoantigenic sperm protein;NASP;2;2;8.13E+08;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;nucleus, cytoplasm
657;P49411;EFTU_HUMAN;Elongation factor Tu, mitochondrial;TUFM;19;65;0,00138138492293095;15;15;15;12;19;16;16;14;0,00214096530080637;0,00178687094272497;0,0019473414248211;0,0016784964705738;mitochondrion, extracellular vesicular exosome, mitochondrial nucleoid
658;P49721;PSB2_HUMAN;Proteasome subunit beta type-2;PSMB2;2;2;9.56E+08;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,00053921848237339;proteasome complex, cytosol, proteasome core complex, extracellular vesicular exosome, nucleus, nucleoplasm
659;P49736;MCM2_HUMAN;DNA replication licensing factor MCM2;MCM2;1;1;1.06E+09;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;5.99E+08;nucleus, nuclear origin of replication recognition complex, nucleoplasm, microtubule cytoskeleton, MCM complex, chromatin, cytoplasm
663;P49770;EI2BB_HUMAN;Translation initiation factor eIF-2B subunit beta;EIF2B2;4;10;0,000273673453940297;4;2;2;2;4;2;2;2;0,000580426640254599;0,000287630222974248;0,000313460941602258;0,000308783233495873;eukaryotic translation initiation factor 2B complex, cytoplasm, cytosol
670;P50213;IDH3A_HUMAN;Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial;IDH3A;7;20;0,000524914657557619;5;4;5;4;5;4;6;5;NA;NA;NA;NA;mitochondrion, mitochondrial matrix
675;P50454;SERPH_HUMAN;Serpin H1;SERPINH1;6;17;0,000390672129105682;4;5;3;5;4;5;3;5;0,000487391748156373;0,000603817035071537;0,00039482580323825;0,000648223175580451;endoplasmic reticulum lumen, extracellular space, endoplasmic reticulum, endoplasmic reticulum-Golgi intermediate compartment
676;P50502;F10A1_HUMAN, F10A5_HUMAN, ST134_HUMAN;Hsc70-interacting protein, Putative protein FAM10A4, Putative protein FAM10A5;ST13, ST13P4, ST13P5;2;9;8.84E+08;1;1;2;2;2;1;3;3;0,000104156314278816;5.16E+09;0,000168749678684651;0,000166231464658054;cytoplasm, extracellular vesicular exosome, protein complex, cytosol
685;P50914;RL14_HUMAN;60S ribosomal protein L14;RPL14;8;29;0,00129568469193409;7;7;6;5;9;7;7;6;0,00213205553088869;0,00164350571592495;0,00179110124073662;0,00151231974358676;cytosol, extracellular vesicular exosome, cytoplasm, cytosolic large ribosomal subunit
686;P50990;TCPQ_HUMAN;T-complex protein 1 subunit theta;CCT8;9;24;0,000420698024816252;6;6;7;5;6;6;7;5;0,000557654427178916;0,000552690921153071;0,000702713078026229;0,000494447604731074;cell body, cytosol, centrosome, zona pellucida receptor complex, cytoplasm, aggresome, microtubule, extracellular vesicular exosome, intermediate filament cytoskeleton, chaperonin-containing T-complex
687;P50991;TCPD_HUMAN;T-complex protein 1 subunit delta;CCT4;8;26;0,0004633662227568;5;6;6;5;6;7;7;6;0,000566965911120679;0,000655572780934811;0,000714446691573977;0,000603244424621807;extracellular vesicular exosome, centrosome, microtubule, cytoplasm, cell body, zona pellucida receptor complex, nucleus, chaperonin-containing T-complex, cytosol, melanosome
693;P51553;IDH3G_HUMAN;Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial;IDH3G;5;13;0,000317753682017704;3;3;2;3;4;4;2;3;0,000518396312288458;0,000513782230350946;0,000279961298988276;0,000413675247927677;nucleus, nucleolus, mitochondrion, mitochondrial matrix
694;P51570;GALK1_HUMAN;Galactokinase;GALK1;1;1;2.45E+09;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000138243513975831;cytosol, cytoplasm, extracellular vesicular exosome
703;P51812;KS6A3_HUMAN;Ribosomal protein S6 kinase alpha-3;RPS6KA3;2;2;2.60E+09;2;NA;NA;NA;2;NA;NA;NA;0,0001376552369793;NA;NA;NA;cytosol, nucleoplasm
704;P51817;PRKX_HUMAN;cAMP-dependent protein kinase catalytic subunit PRKX;PRKX;1;5;0,000134161148509838;1;1;1;1;1;1;1;2;0,000142269379000953;0,000141003084167543;0,000153665908522894;0,00030274557250573;nucleus, cytoplasm
706;P51991;ROA3_HUMAN;Heterogeneous nuclear ribonucleoprotein A3;HNRNPA3;5;15;0,000381188025131128;4;2;3;3;4;3;4;4;NA;NA;NA;NA;ribonucleoprotein complex, catalytic step 2 spliceosome, nucleoplasm
708;P52292;IMA2_HUMAN;Importin subunit alpha-2;KPNA2;20;90;0,00163428060680037;17;17;14;14;24;24;21;21;0,00231073441280942;0,00229016729521272;0,00218385690033104;0,00215126768818344;cytosol, cytoplasm, nucleoplasm, nucleus
711;P52597;HNRPF_HUMAN;Heterogeneous nuclear ribonucleoprotein F;HNRNPF;3;12;0,00057831487269273;2;3;3;3;3;3;3;3;0,000699553963347817;0,000790636570741863;0,000927919919899695;0,000783490951496757;nucleus, nucleoplasm, catalytic step 2 spliceosome
714;P52815;RM12_HUMAN;39S ribosomal protein L12, mitochondrial;MRPL12;2;3;0,000145544518686431;NA;1;NA;2;NA;1;NA;2;NA;0,000254944970363538;NA;0,000547388459379047;mitochondrial large ribosomal subunit, mitochondrion
719;P53621;COPA_HUMAN;Coatomer subunit alpha;COPA;14;36;0,000141263797548595;7;6;9;11;8;6;11;11;NA;NA;NA;NA;extracellular vesicular exosome, COPI vesicle coat, extracellular space, cytoplasm, cytosol
723;P53999;TCP4_HUMAN;Activated RNA polymerase II transcriptional coactivator p15;SUB1;6;22;0,00166402079632045;5;5;6;6;5;5;6;6;0,00200521408198193;0,00198736630440868;0,00259901079926911;0,00256022633756814;nucleolus, nucleus, transcription factor complex, extracellular vesicular exosome
724;P54136;SYRC_HUMAN;Arginine--tRNA ligase, cytoplasmic;RARS;11;25;0,000363861296716077;7;6;7;5;7;6;7;5;NA;NA;NA;NA;aminoacyl-tRNA synthetase multienzyme complex, nucleus, cytoplasm, cytosol, mitochondrion, extracellular vesicular exosome
725;P54577;SYYC_HUMAN;Tyrosine--tRNA ligase, cytoplasmic;YARS;18;60;0,00109158389014823;17;15;11;10;19;18;12;11;0,00183279605296303;0,00172087854995388;0,00125028171025446;0,00112898869746928;nucleus, cytosol, cytoplasm, extracellular space
728;P54920;SNAA_HUMAN;Alpha-soluble NSF attachment protein;NAPA;6;14;0,000455875034800888;2;2;3;5;2;2;4;6;0,00034530466225316;0,000342231214454105;0,000745930783067067;0,00110219913515645;cytosol, extracellular vesicular exosome, synaptobrevin 2-SNAP-25-syntaxin-1a complex
730;P55060;XPO2_HUMAN;Exportin-2;CSE1L;48;257;0,00127122869513864;42;44;37;35;66;67;63;61;NA;NA;NA;NA;cytoplasm, nucleus, extracellular vesicular exosome
734;P55209;NP1L1_HUMAN;Nucleosome assembly protein 1-like 1;NAP1L1;5;20;0,000508295523413234;4;3;5;4;4;3;6;7;0,000607889281801172;0,000387307704337446;0,000844179978279226;0,000970179545651355;nucleus, melanosome
735;P55265;DSRAD_HUMAN;Double-stranded RNA-specific adenosine deaminase;ADAR;2;5;7.84E+08;1;1;2;1;1;1;2;1;NA;NA;NA;NA;nucleoplasm, supraspliceosomal complex, nucleolus, cytoplasm, nucleus
737;P55795;HNRH2_HUMAN;Heterogeneous nuclear ribonucleoprotein H2;HNRNPH2;1;2;0,000276696661805651;1;1;0;0;1;1;0;0;0,000385679928997683;0,000618340919211342;NA;NA;nucleus, ribonucleoprotein complex, nucleoplasm
742;P56192;SYMC_HUMAN;Methionine--tRNA ligase, cytoplasmic;MARS;15;50;0,000533663235183579;9;13;10;10;9;17;12;12;0,00050932437682341;0,000953494189159631;0,000733498603349283;0,000722552766380342;cytoplasm, cytosol, extracellular vesicular exosome, mitochondrion
750;P57678;GEMI4_HUMAN;Gem-associated protein 4;GEMIN4;14;35;0,000317776784655628;9;6;7;10;9;7;9;10;0,000433262702401767;0,000333982730551856;0,000467969335785223;0,000512206592424628;small nuclear ribonucleoprotein complex, Gemini of coiled bodies, nucleolus, extracellular vesicular exosome, SMN-Sm protein complex, nucleoplasm, cytosol, SMN complex, cytoplasm
754;P58004;SESN2_HUMAN;Sestrin-2;SESN2;2;5;0,000100061856596921;1;NA;2;2;1;NA;2;2;0,000106109245171544;NA;0,000229218313546651;0,000225797739493857;cytoplasm, nucleus
757;P60174;TPIS_HUMAN;Triosephosphate isomerase;TPI1;4;11;0,000184729581409701;2;3;3;3;2;3;3;3;NA;NA;NA;NA;extracellular vesicular exosome, cytosol, extracellular space
758;P60228;EIF3E_HUMAN;Eukaryotic translation initiation factor 3 subunit E;EIF3E;11;32;0,000690764097675824;6;8;9;9;6;8;9;9;0,000686729496840553;0,000907489512485042;0,00111261024103543;0,00109600700518367;nucleus, cytoplasm, eukaryotic 48S preinitiation complex, cytosol, eukaryotic 43S preinitiation complex, nucleoplasm, extracellular vesicular exosome, eukaryotic translation initiation factor 3 complex, PML body
760;P60604;UB2G2_HUMAN;Ubiquitin-conjugating enzyme E2 G2;UBE2G2;5;11;0,000640395882220295;5;4;2;NA;5;4;2;NA;0,00154340720249518;0,00122373585774498;0,000666816912135711;NA;cytosol, endoplasmic reticulum
761;P60660;MYL6_HUMAN;Myosin light polypeptide 6;MYL6;2;4;0,000127230969977542;2;NA;2;NA;2;NA;2;NA;NA;NA;NA;NA;extracellular vesicular exosome, cytosol, myosin complex, unconventional myosin complex
762;P60709;ACTB_HUMAN, ACTG_HUMAN;Actin, cytoplasmic 1, Actin, cytoplasmic 2;ACTB, ACTG1;9;105;0,00209308338346739;8;9;8;8;24;32;22;27;0,00249269342068869;0,00306912953122441;0,00268949487894737;0,00323116565215709;extracellular vesicular exosome, nucleoplasm, cortical cytoskeleton, cytoplasm, MLL5-L complex, axon, cytosol, ribonucleoprotein complex, extracellular space, NuA4 histone acetyltransferase complex, cytoskeleton, blood microparticle, postsynaptic density
763;P60842;IF4A1_HUMAN;Eukaryotic initiation factor 4A-I;EIF4A1;13;49;0,00115933737298502;11;13;10;11;12;14;12;11;0,0015053922467687;0,00174065876317174;0,00162598212565112;0,00146824145877779;extracellular vesicular exosome, eukaryotic translation initiation factor 4F complex, cytosol
764;P60866;RS20_HUMAN;40S ribosomal protein S20;RPS20;3;5;0,000201805425069421;2;3;NA;NA;2;3;NA;NA;NA;NA;NA;NA;extracellular vesicular exosome, cytosol, cytoplasm, cytosolic small ribosomal subunit
773;P61160;ARP2_HUMAN;Actin-related protein 2;ACTR2;4;7;0,000170663877241449;NA;NA;2;3;NA;NA;4;3;NA;NA;0,000558501474631433;0,000412625310750195;actin cap, cytosol, actin cytoskeleton, cell projection, extracellular vesicular exosome, Arp2/3 protein complex
774;P61163;ACTZ_HUMAN;Alpha-centractin;ACTR1A;3;8;0,000204381664538392;NA;3;3;2;NA;3;3;2;NA;0,000402758809563674;0,000438928685514863;0,000288252433396413;extracellular vesicular exosome, dynactin complex, cytosol, cytoplasm, microtubule associated complex, centrosome
776;P61221;ABCE1_HUMAN;ATP-binding cassette sub-family E member 1;ABCE1;2;5;8.02E+09;1;1;1;2;1;1;1;2;8.50E+08;8.43E+09;9.18E+09;0,000180939757858183;cytoplasm, mitochondrion
779;P61247;RS3A_HUMAN;40S ribosomal protein S3a;RPS3A;13;42;0,00152821744620752;12;11;9;8;12;11;10;9;0,00231511080374277;0,00210329600549919;0,0020838028504241;0,00184743605040428;ribonucleoprotein complex, nucleolus, nucleus, extracellular vesicular exosome, cytoplasm, cytosolic small ribosomal subunit, cytosol
780;P61254;RL26_HUMAN;60S ribosomal protein L26;RPL26;6;21;0,00139120484758202;4;4;6;6;4;5;6;6;0,00140503276365079;0,00174065876317174;0,00227637497591157;0,00224240513704244;cytosolic large ribosomal subunit, cytosol, extracellular vesicular exosome
781;P61289;PSME3_HUMAN;Proteasome activator complex subunit 3;PSME3;4;9;0,000170183945078228;3;2;3;1;3;2;3;1;NA;NA;NA;NA;cytosol, proteasome activator complex, nucleus, proteasome complex, cytoplasm, nucleoplasm
782;P61313;RL15_HUMAN;60S ribosomal protein L15;RPL15;8;29;0,00136555004296975;6;4;6;8;6;5;8;10;0,00149801287301003;0,00123723294441129;0,00215734883338024;0,00265644399404538;cytosolic large ribosomal subunit, cytosol, ribosome
783;P61353;RL27_HUMAN;60S ribosomal protein L27;RPL27;7;31;0,00218958886200321;6;7;6;6;7;8;7;9;0,00262152252776755;0,00296935906658709;0,00283152034381157;0,00358619939196126;ribonucleoprotein complex, extracellular vesicular exosome, cytosol, ribosome, cytosolic large ribosomal subunit
785;P61513;RL37A_HUMAN;60S ribosomal protein L37a;RPL37A;3;8;0,000835298976809081;3;2;1;1;4;2;1;1;0,0022144538122757;0,0010973718289561;0,000597960817947785;0,000589037581288322;extracellular vesicular exosome, cytosolic large ribosomal subunit, cytosol
790;P61978;HNRPK_HUMAN;Heterogeneous nuclear ribonucleoprotein K;HNRNPK;12;39;0,000269713168537705;11;9;9;9;11;10;9;9;NA;NA;NA;NA;nucleus, catalytic step 2 spliceosome, podosome, nuclear chromatin, nucleoplasm, cell projection, extracellular vesicular exosome, cell junction, cytoplasm
793;P62081;RS7_HUMAN;40S ribosomal protein S7;RPS7;7;30;0,00148545436597491;6;6;7;4;8;8;9;5;0,00210030670855015;0,00208161254152497;0,00255212142917921;0,00139668704841561;ribonucleoprotein complex, ribosome, small-subunit processome, nucleolus, cytosol, cytoplasm, 90S preribosome, cytosolic small ribosomal subunit, microtubule organizing center, nucleus
794;P62136;PP1A_HUMAN;Serine/threonine-protein phosphatase PP1-alpha catalytic subunit;PPP1CA;2;5;0,000207920740980615;1;1;2;1;1;1;2;1;NA;NA;NA;NA;PTW/PP1 phosphatase complex, glycogen granule, cytoplasm, cytosol, extracellular vesicular exosome, MLL5-L complex, perikaryon, dendritic spine, nucleus, nucleolus, protein phosphatase type 1 complex
795;P62191;PRS4_HUMAN;26S protease regulatory subunit 4;PSMC1;2;2;4.37E+09;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,000250056342050892;NA;nucleoplasm, cytosol, proteasome complex, nucleus, proteasome accessory complex, cytoplasm
796;P62241;RS8_HUMAN;40S ribosomal protein S8;RPS8;5;12;0,000554188744229101;4;3;2;3;4;3;2;3;0,000979469955429635;0,000728064001903564;0,00052896533895381;0,000781607559786428;ribonucleoprotein complex, cytoplasm, cytosolic small ribosomal subunit, cytosol, extracellular vesicular exosome
797;P62244;RS15A_HUMAN;40S ribosomal protein S15a;RPS15A;4;13;0,000960593823330443;3;4;2;2;3;6;2;2;0,00117536394651556;0,00232980480609141;0,000846344542326095;0,000833714730438856;cytosolic small ribosomal subunit, cytoplasm, extracellular vesicular exosome, cytosol
798;P62249;RS16_HUMAN;40S ribosomal protein S16;RPS16;7;21;0,00138167604725612;5;6;4;6;5;6;4;6;0,00174426156446373;0,00207448373145125;0,00150718891099168;0,00222704619774763;extracellular vesicular exosome, small ribosomal subunit, cytosol, cytosolic small ribosomal subunit
800;P62263;RS14_HUMAN;40S ribosomal protein S14;RPS14;6;26;0,00165400260970805;5;5;6;5;6;6;7;7;0,0020238054708215;0,00200579221716479;0,00255024348846605;0,00251218677052768;nucleolus, extracellular vesicular exosome, cytosolic small ribosomal subunit, cytosol, mitochondrion
801;P62266;RS23_HUMAN;40S ribosomal protein S23;RPS23;4;15;0,00100761589859837;3;4;3;3;3;6;3;3;0,00106851267865051;0,00211800436917401;0,00115410619408104;0,00113688372332571;cytoplasm, cytosol, cytosolic small ribosomal subunit, nucleolus, ribosome
802;P62269;RS18_HUMAN;40S ribosomal protein S18;RPS18;10;36;0,00227509063420368;9;10;8;9;9;10;8;9;0,00301573644171756;0,00332099369289345;0,00289538922374717;0,00320870471912323;small ribosomal subunit, extracellular vesicular exosome, cytosolic small ribosomal subunit, ribosome, cytosol
803;P62273;RS29_HUMAN;40S ribosomal protein S29;RPS29;2;8;0,00068613844523603;1;2;1;1;2;3;2;1;NA;NA;NA;NA;cytosol, small ribosomal subunit, extracellular vesicular exosome, cytoplasm, cytosolic small ribosomal subunit
804;P62277;RS13_HUMAN;40S ribosomal protein S13;RPS13;4;20;0,00127230969977542;4;4;4;4;5;4;5;6;0,00168650455901791;0,00133719481144319;0,00182160249176146;0,00215330294616658;cytosol, extracellular vesicular exosome, cytosolic small ribosomal subunit, nucleus, ribosome, nucleolus
805;P62280;RS11_HUMAN;40S ribosomal protein S11;RPS11;6;8;0,000486376619407819;5;3;NA;NA;5;3;NA;NA;0,00161178600260573;0,000958464002505958;NA;NA;cytosolic small ribosomal subunit, ribosome, cytosol, extracellular vesicular exosome
806;P62304;RUXE_HUMAN;Small nuclear ribonucleoprotein E;SNRPE;1;2;0,00020882474420227;1;NA;NA;1;1;NA;NA;1;0,000553613453068924;NA;NA;0,000589037581288322;U1 snRNP, U7 snRNP, spliceosomal complex, U4 snRNP, nucleus, small nuclear ribonucleoprotein complex, pICln-Sm protein complex, cytosol, nucleoplasm, SMN-Sm protein complex, U12-type spliceosomal complex, catalytic step 2 spliceosome, methylosome
807;P62306;RUXF_HUMAN;Small nuclear ribonucleoprotein F;SNRPF;1;2;0,000223393912402428;NA;1;NA;1;NA;1;NA;1;NA;0,000586966327116052;NA;0,000630133226494484;cytosol, catalytic step 2 spliceosome, spliceosomal complex, U1 snRNP, U4 snRNP, small nuclear ribonucleoprotein complex, U7 snRNP, methylosome, SMN-Sm protein complex, nucleoplasm, pICln-Sm protein complex, U12-type spliceosomal complex
811;P62701;RS4X_HUMAN;40S ribosomal protein S4, X isoform;RPS4X;8;24;0,00168824262993436;7;7;5;4;8;7;5;4;0,00271123242415504;0,00251915681267013;0,00244034706437499;0,00148356841766306;ribosome, extracellular vesicular exosome, cytosol, polysome, ribonucleoprotein complex, small ribosomal subunit, cytosolic small ribosomal subunit
812;P62714;PP2AA_HUMAN, PP2AB_HUMAN;Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform, Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform;PPP2CA, PPP2CB;5;13;0,000202066661865627;3;3;3;4;3;3;3;4;0,000494489686236321;0,000490088389630878;0,000534100924768895;0,00070150754017509;spindle pole, chromosome, centromeric region, nucleus, protein phosphatase type 2A complex, cytosol
814;P62750;RL23A_HUMAN;60S ribosomal protein L23a;RPL23A;6;22;0,00135468359700447;5;5;6;5;5;6;6;5;0,00163244992571606;0,00194150400507617;0,00211586135581524;0,00173690568841428;cytosolic large ribosomal subunit, extracellular vesicular exosome, cytosol, nucleus
815;P62753;RS6_HUMAN;40S ribosomal protein S6;RPS6;7;25;0,000964451629849842;7;7;5;5;8;7;5;5;0,00163638353999489;0,00141909128081873;0,00110466657130916;0,00108818187707883;cytosol, cytoplasm, nucleolus, nucleus, cytosolic small ribosomal subunit, small ribosomal subunit, ribonucleoprotein complex
816;P62805;H4_HUMAN;Histone H4;HIST1H4J,HIST1H4D,HIST1H4K,HIST1H4C,HIST2H4A,HIST4H4,HIST1H4E,HIST1H4A,HIST1H4B,HIST1H4I,HIST2H4B,HIST1H4H,HIST1H4L,HIST1H4F;6;39;0,00363719991358129;6;6;6;5;9;8;12;10;0,00445040717612689;0,00392070711704703;0,00640921109722674;0,00526130655131317;nucleosome, extracellular vesicular exosome, extracellular region, nucleoplasm, nucleus
818;P62826;RAN_HUMAN;GTP-binding nuclear protein Ran;RAN;4;14;0,000622607107714176;3;4;2;2;5;5;2;2;0,00117899161301715;0,00116849778083288;0,000509374030103668;0,000501772754430793;cytoplasm, nucleoplasm, extracellular vesicular exosome, melanosome, nuclear pore, cytosol
819;P62829;RL23_HUMAN;60S ribosomal protein L23;RPL23;6;25;0,00171534611309008;5;5;3;4;8;6;6;5;0,00291042501041949;0,00216339017708488;0,00235767408219412;0,00193540919566163;nucleolus, cytoplasm, ribosome, extracellular vesicular exosome, cytosol, cytosolic large ribosomal subunit
821;P62841;RS15_HUMAN;40S ribosomal protein S15;RPS15;3;14;0,000927469898388013;3;3;3;3;3;3;4;4;0,00105377457273809;0,00104439525790304;0,00151758331727438;0,00149493675802829;cytosol, cytosolic small ribosomal subunit, nucleus, nucleoplasm
822;P62847;RS24_HUMAN;40S ribosomal protein S24;RPS24;1;1;2.41E+09;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;small ribosomal subunit, cytoplasm, nucleolus, nucleus, cytosolic small ribosomal subunit, cytosol
823;P62851;RS25_HUMAN;40S ribosomal protein S25;RPS25;4;12;0,000922170070397225;4;3;3;2;4;3;3;2;0,00162983800583491;0,00121149849916753;0,00132029748602871;0,000867063319656411;extracellular vesicular exosome, small ribosomal subunit, cytosolic small ribosomal subunit, ribosome, cytosol, cytoplasm, nucleolus
824;P62854;RS26_HUMAN;40S ribosomal protein S26;RPS26;4;13;0,0010858886698518;4;3;3;2;4;3;4;2;0,00177156304982056;0,00131684619474732;0,00191347461743291;0,000942460130061316;nucleolus, cytoplasm, cytosolic small ribosomal subunit, small ribosomal subunit, extracellular vesicular exosome, cytosol
825;P62857;RS28_HUMAN;40S ribosomal protein S28;RPS28;3;8;0,00111373196907877;2;2;2;2;2;2;2;2;0,00147630254151713;0,00146316243860813;0,00159456218119409;0,00157076688343553;cytosolic small ribosomal subunit, extracellular vesicular exosome, small ribosomal subunit, cytoplasm, cytosol
828;P62888;RL30_HUMAN;60S ribosomal protein L30;RPL30;5;15;0,00125294846521362;4;5;1;1;5;7;1;2;0,0022144538122757;0,00307264112107707;0,000478368654358228;0,000942460130061316;cytoplasm, cytosol, extracellular vesicular exosome, cytosolic large ribosomal subunit
829;P62899;RL31_HUMAN;60S ribosomal protein L31;RPL31;6;21;0,00161379762319514;5;4;6;6;5;4;6;6;NA;NA;NA;NA;cytosolic large ribosomal subunit, cytosol, extracellular vesicular exosome
830;P62906;RL10A_HUMAN;60S ribosomal protein L10a;RPL10A;7;24;0,00106240791520418;5;5;4;5;5;6;6;7;0,00117355847194334;0,00139573559811928;0,00152108005302847;0,00174811153156534;nucleolus, cytosolic large ribosomal subunit, cytosol, cytoplasm, extracellular vesicular exosome
831;P62910;RL32_HUMAN;60S ribosomal protein L32;RPL32;6;13;0,000925016274318204;3;4;3;3;3;4;3;3;0,00113183194849647;0,00149567715946609;0,0012224976722488;0,0012042546106339;cytosolic large ribosomal subunit, cytosol
832;P62913;RL11_HUMAN;60S ribosomal protein L11;RPL11;3;15;0,000404744588481928;3;3;3;3;4;3;3;5;NA;NA;NA;NA;extracellular vesicular exosome, cytosol, cytosolic large ribosomal subunit, nucleolus
833;P62917;RL8_HUMAN;60S ribosomal protein L8;RPL8;6;23;0,000859675406093392;5;5;6;5;5;5;7;6;0,000990903456854884;0,000982083737976274;0,00149839208855398;0,00126517021350644;cytosol, cytosolic large ribosomal subunit
834;P62937;PPIA_HUMAN;Peptidyl-prolyl cis-trans isomerase A;PPIA;6;14;0,000815049304644012;5;4;3;2;5;4;3;2;0,00154340720249518;0,00122373585774498;0,00100022536820357;0,000656866151254857;extracellular vesicular exosome, cytosol, extracellular region, nucleus
841;P63173;RL38_HUMAN;60S ribosomal protein L38;RPL38;3;15;0,0023157172526716;3;3;3;3;4;4;3;4;0,0033954958454894;0,0034614242833358;0,00235767408219412;0,00361276383190171;eukaryotic 80S initiation complex, cytosolic large ribosomal subunit, cytosol
