"";"X.1";"protein.acs";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5826.1.id.csv";"peptide.count.P5826.2.id.csv";"spectra.count.P5826.1.id.csv";"spectra.count.P5826.2.id.csv";"dNSAF.P5826.1.id.csv";"dNSAF.P5826.2.id.csv";"Go.Cc";"norm.sc"
"638";638;"Q01650";"Q01650";"Q01650";"LAT1_HUMAN";"Large neutral amino acids transporter small subunit 1";"SLC7A5";5;10;0,000744444975426629;5;5;5;5;0,000925104393681993;0,000943267518238372;"plasma membrane, extracellular vesicular exosome, integral component of membrane, cytosol, apical plasma membrane";0,00102774922918808
"640";640;"Q01844";"Q01844-1,Q01844-3,Q01844-5";"Q01844-1,Q01844-3,Q01844-5";"EWS_HUMAN";"RNA-binding protein EWS";"EWSR1";3;4;7,6714146857988e-05;1;3;1;3;NA;NA;"plasma membrane, nucleus, cytoplasm";0,000411099691675231
"644";644;"Q02487";"Q02487-1,Q02487-2,Q14574-1,Q14574-2";"Q02487-1,Q02487-2,Q14574-1,Q14574-2";"DSC2_HUMAN, DSC3_HUMAN";"Desmocollin-2, Desmocollin-3";"DSC2, DSC3";2;4;4,2007078746945e-05;2;2;2;2;NA;NA;"plasma membrane, desmosome, extracellular vesicular exosome, integral component of membrane, cell-cell adherens junction";0,000411099691675231
"650";650;"Q04826";"Q04826";"Q04826";"1B40_HUMAN";"HLA class I histocompatibility antigen, B-40 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"early endosome membrane, cell surface, integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, MHC class I protein complex, phagocytic vesicle membrane, Golgi membrane";0
"652";652;"Q04941";"Q04941-1";"Q04941-1";"PLP2_HUMAN";"Proteolipid protein 2";"PLP2";1;2;0,000496623161238554;1;1;1;1;NA;NA;"integral component of membrane, plasma membrane, endoplasmic reticulum membrane";0,000205549845837616
"656";656;"Q07021";"Q07021";"Q07021";"C1QBP_HUMAN";"Complement component 1 Q subcomponent-binding protein, mitochondrial";"C1QBP";5;17;0,00227530895149011;4;4;8;9;0,00266115136225118;0,00305257424519269;"nucleus, extracellular space, nucleolus, mitochondrion, mitochondrial matrix, cytosol, cell surface, plasma membrane";0,00174717368961973
"657";657;"Q07108";"Q07108";"Q07108";"CD69_HUMAN";"Early activation antigen CD69";"CD69";2;5;0,000948325634525882;2;2;2;3;0,000942769703712101;0,00144191949270408;"integral component of plasma membrane, external side of plasma membrane";0,000513874614594039
"663";663;"Q08722";"Q08722-1,Q08722-2,Q08722-3,Q08722-4";"Q08722-1,Q08722-2,Q08722-3,Q08722-4";"CD47_HUMAN";"Leukocyte surface antigen CD47";"CD47";2;4;0,000116852508526719;2;2;2;2;NA;NA;"extracellular vesicular exosome, integral component of plasma membrane";0,000411099691675231
"666";666;"Q10589";"Q10589";"Q10589";"BST2_HUMAN";"Bone marrow stromal antigen 2";"BST2";2;4;0,000838741338980669;2;2;2;2;0,00104228428354838;0,00106274807054857;"extracellular vesicular exosome, membrane raft, Golgi apparatus, late endosome, apical plasma membrane, integral component of plasma membrane, anchored component of membrane, cell surface";0,000411099691675231
"670";670;"Q12955";"Q12955-3";"Q12955-3";"ANK3_HUMAN";"Ankyrin-3";"ANK3";1;1;8,62311177841675e-06;NA;1;NA;1;NA;NA;"node of Ranvier, basolateral plasma membrane, neuromuscular junction, dendrite, spectrin-associated cytoskeleton, cell surface, paranode region of axon, Z disc, sarcoplasmic reticulum, intercalated disc, lysosome, lateral plasma membrane, postsynaptic membrane, axon initial segment, costamere, T-tubule";0,000102774922918808
"681";681;"Q13283";"Q13283";"Q13283";"G3BP1_HUMAN";"Ras GTPase-activating protein-binding protein 1";"G3BP1";5;10;0,00080994335309292;4;5;4;6;0,000805198158964413;0,00123151063969147;"cytoplasm, plasma membrane, cytosol, cytoplasmic stress granule, nucleus";0,00102774922918808
"682";682;"Q13308";"Q13308-1,Q13308-2,Q13308-4,Q13308-6";"Q13308-1,Q13308-2,Q13308-4,Q13308-6";"PTK7_HUMAN";"Inactive tyrosine-protein kinase 7";"PTK7";7;14;0,000123459589616313;5;7;7;7;NA;NA;"integral component of plasma membrane, cell-cell junction";0,00143884892086331
"685";685;"Q13433";"Q13433-1";"Q13433-1";"S39A6_HUMAN";"Zinc transporter ZIP6";"SLC39A6";2;4;0,000199964822538438;2;2;2;2;NA;NA;"integral component of plasma membrane, lamellipodium membrane, endoplasmic reticulum";0,000411099691675231
"688";688;"Q13449";"Q13449";"Q13449";"LSAMP_HUMAN";"Limbic system-associated membrane protein";"LSAMP";6;13;0,00145166770208193;6;6;6;7;0,00166518790862759;0,00198086178830058;"anchored component of membrane, plasma membrane";0,0013360739979445
"689";689;"Q13509";"Q13509";"Q13509";"TBB3_HUMAN";"Tubulin beta-3 chain";"TUBB3";0;0;0;0;0;0;0;0;0;"microtubule, axon, cytoplasm, plasma membrane";0
"694";694;"Q13740";"Q13740-1,Q13740-2";"Q13740-1,Q13740-2";"CD166_HUMAN";"CD166 antigen";"ALCAM";11;21;0,000679768923959461;10;9;11;10;NA;NA;"extracellular vesicular exosome, axon, neuronal cell body, integral component of membrane, external side of plasma membrane";0,00215827338129496
"696";696;"Q13813";"Q13813-1,Q13813-2";"Q13813-1,Q13813-2";"SPTN1_HUMAN";"Spectrin alpha chain, non-erythrocytic 1";"SPTAN1";11;15;0,000114512622130249;7;7;8;7;NA;NA;"cytosol, lateral plasma membrane, spectrin, cuticular plate, fascia adherens, membrane, intracellular membrane-bounded organelle, Z disc, extracellular vesicular exosome, microtubule cytoskeleton";0,00154162384378212
"697";697;"Q13885";"Q13885,Q9BVA1";"Q13885,Q9BVA1";"TBB2A_HUMAN, TBB2B_HUMAN";"Tubulin beta-2A chain, Tubulin beta-2B chain";"TUBB2A, TUBB2B";2;3;0,000309500745323437;1;1;2;1;0,000528355326232247;0,000253191377768397;"microtubule, extracellular vesicular exosome, cytoplasm, plasma membrane";0,000308324768756423
"699";699;"Q14118";"Q14118";"Q14118";"DAG1_HUMAN";"Dystroglycan";"DAG1";2;2;8,4342704478503e-05;2;NA;2;NA;0,000209621420154981;NA;"dystroglycan complex, sarcolemma, extracellular space, postsynaptic membrane, filopodium, cytoskeleton, costamere, contractile ring, basement membrane, extracellular vesicular exosome, lamellipodium, dystrophin-associated glycoprotein complex, nucleoplasm, cell outer membrane, cell-cell adherens junction, integral component of membrane, membrane raft, cytoplasm, focal adhesion, node of Ranvier, basolateral plasma membrane";0,000205549845837616
"700";700;"Q14126";"Q14126";"Q14126";"DSG2_HUMAN";"Desmoglein-2";"DSG2";2;3;0,000101279142005716;1;2;1;2;8,390481710139e-05;0,000171104340517658;"plasma membrane, desmosome, extracellular vesicular exosome, cell-cell junction, lateral plasma membrane, integral component of membrane, apical plasma membrane";0,000308324768756423
"714";714;"Q15019";"Q15019-1,Q15019-2";"Q15019-1,Q15019-2";"SEPT2_HUMAN";"Septin-2";"SEPT2";1;1;5,22761222356372e-05;NA;1;NA;1;NA;NA;"septin complex, ciliary membrane, cell surface, midbody, exocyst, cytoplasm, spindle, condensed chromosome kinetochore, extracellular vesicular exosome, synapse, nucleolus, actin cytoskeleton, cleavage furrow, perinuclear region of cytoplasm";0,000102774922918808
"718";718;"Q15043";"Q15043-1,Q15043-2,Q15043-3";"Q15043-1,Q15043-2,Q15043-3";"S39AE_HUMAN";"Zinc transporter ZIP14";"SLC39A14";2;5;0,00012785691142998;2;1;3;2;NA;NA;"Golgi apparatus, endoplasmic reticulum, integral component of plasma membrane, lamellipodium";0,000513874614594039
"719";719;"Q15046";"Q15046-1,Q15046-2";"Q15046-1,Q15046-2";"SYK_HUMAN";"Lysine--tRNA ligase";"KARS";9;15;0,000474162817262941;7;7;8;7;NA;NA;"mitochondrial matrix, cytosol, nucleus, plasma membrane, extracellular region, aminoacyl-tRNA synthetase multienzyme complex, microtubule cytoskeleton";0,00154162384378212
"721";721;"Q15084";"Q15084-1,Q15084-2";"Q15084-1,Q15084-2";"PDIA6_HUMAN";"Protein disulfide-isomerase A6";"PDIA6";3;4;0,000171560728427864;1;3;1;3;NA;NA;"melanosome, extracellular vesicular exosome, endoplasmic reticulum lumen, endoplasmic reticulum membrane, plasma membrane, endoplasmic reticulum-Golgi intermediate compartment";0,000411099691675231
"722";722;"Q15125";"Q15125";"Q15125";"EBP_HUMAN";"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase";"EBP";2;5;0,000820507831611524;2;2;2;3;0,000815700743646557;0,00124757382194832;"integral component of plasma membrane, endoplasmic reticulum membrane";0,000513874614594039
"724";724;"Q15262";"Q15262-2,Q15262-3";"Q15262-2,Q15262-3";"PTPRK_HUMAN";"Receptor-type tyrosine-protein phosphatase kappa";"PTPRK";8;13;0,000170487728736515;7;6;7;6;NA;NA;"neuronal cell body, cell-cell junction, cell surface, integral component of plasma membrane, axon, photoreceptor outer segment, adherens junction, dendrite, leading edge membrane";0,0013360739979445
"739";739;"Q15758";"Q15758-1";"Q15758-1";"AAAT_HUMAN";"Neutral amino acid transporter B(0)";"SLC1A5";11;22;0,00153485013972433;11;9;11;11;NA;NA;"extracellular vesicular exosome, integral component of plasma membrane, Golgi apparatus, melanosome";0,00226104830421377
"740";740;"Q16186";"Q16186";"Q16186";"ADRM1_HUMAN";"Proteasomal ubiquitin receptor ADRM1";"ADRM1";2;2;0,000185471057759853;2;NA;2;NA;0,000460961108203214;NA;"nucleus, proteasome complex, integral component of plasma membrane, cytoplasm";0,000205549845837616
"750";750;"Q31612";"Q31612";"Q31612";"1B73_HUMAN";"HLA class I histocompatibility antigen, B-73 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"integral component of lumenal side of endoplasmic reticulum membrane, early endosome membrane, MHC class I protein complex, ER to Golgi transport vesicle membrane, Golgi membrane, phagocytic vesicle membrane, cell surface";0
"758";758;"Q5Y7A7";"Q5Y7A7";"Q5Y7A7";"2B1D_HUMAN";"HLA class II histocompatibility antigen, DRB1-13 beta chain";"HLA-DRB1";4;10;0,00217568242066414;4;4;5;5;0,00264489432855322;0,00282524325951418;"ER to Golgi transport vesicle membrane, MHC class II protein complex, integral component of lumenal side of endoplasmic reticulum membrane, late endosome membrane, clathrin-coated endocytic vesicle membrane, plasma membrane, lysosomal membrane, trans-Golgi network membrane, Golgi membrane";0,00102774922918808
"759";759;"Q6IAA8";"Q6IAA8";"Q6IAA8";"LTOR1_HUMAN";"Ragulator complex protein LAMTOR1";"LAMTOR1";1;2;0,000468861618063728;1;NA;2;NA;0,00116528677663794;NA;"Ragulator complex, Golgi apparatus, plasma membrane, lysosomal membrane, extracellular vesicular exosome, lysosome";0,000205549845837616
"768";768;"Q7Z3B1";"Q7Z3B1";"Q7Z3B1";"NEGR1_HUMAN";"Neuronal growth regulator 1";"NEGR1";3;5;0,000533098308674154;2;3;2;3;0,000529975059431379;0,000810570562282805;"anchored component of membrane, plasma membrane";0,000513874614594039
"774";774;"Q86UE4";"Q86UE4";"Q86UE4";"LYRIC_HUMAN";"Protein LYRIC";"MTDH";10;19;0,0012321715546881;9;9;10;9;0,00161177981992017;0,00147908236622739;"nucleolus, intercellular canaliculus, tight junction, perinuclear region of cytoplasm, endoplasmic reticulum membrane, integral component of membrane, apical plasma membrane, nuclear body, nuclear membrane";0,00195272353545735
"775";775;"Q86UP2";"Q86UP2-1,Q86UP2-2,Q86UP2-3";"Q86UP2-1,Q86UP2-2,Q86UP2-3";"KTN1_HUMAN";"Kinectin";"KTN1";2;3;2,78138248003906e-05;2;1;2;1;NA;NA;"integral component of plasma membrane, endoplasmic reticulum membrane";0,000308324768756423
"786";786;"Q8NB49";"Q8NB49-3";"Q8NB49-3";"AT11C_HUMAN";"Probable phospholipid-transporting ATPase IG";"ATP11C";2;2;6,66843820744348e-05;NA;2;NA;2;NA;NA;"lysosomal membrane, integral component of membrane, endoplasmic reticulum membrane, endoplasmic reticulum, plasma membrane";0,000205549845837616
"789";789;"Q8NC51";"Q8NC51-1";"Q8NC51-1";"PAIRB_HUMAN";"Plasminogen activator inhibitor 1 RNA-binding protein";"SERBP1";16;36;0,00333029649301148;14;16;17;19;NA;NA;"nucleus, extracellular vesicular exosome, cytoplasm, perinuclear region of cytoplasm, plasma membrane";0,00369989722507708
"796";796;"Q8WTV0";"Q8WTV0-1,Q8WTV0-2,Q8WTV0-4";"Q8WTV0-1,Q8WTV0-2,Q8WTV0-4";"SCRB1_HUMAN";"Scavenger receptor class B member 1";"SCARB1";3;3;6,83756526342936e-05;NA;3;NA;3;NA;NA;"cell surface, integral component of plasma membrane, caveola, extracellular vesicular exosome, lysosomal membrane, endocytic vesicle membrane, microvillus membrane";0,000308324768756423
"797";797;"Q8WUX1";"Q8WUX1-1";"Q8WUX1-1";"S38A5_HUMAN";"Sodium-coupled neutral amino acid transporter 5";"SLC38A5";2;5;0,000399823731505615;2;2;2;3;NA;NA;"plasma membrane, integral component of membrane";0,000513874614594039
"804";804;"Q92542";"Q92542-1,Q92542-2";"Q92542-1,Q92542-2";"NICA_HUMAN";"Nicastrin";"NCSTN";2;2;5,32346406969395e-05;2;NA;2;NA;NA;NA;"integral component of plasma membrane, extracellular vesicular exosome, Golgi apparatus, melanosome, endoplasmic reticulum, lysosomal membrane";0,000205549845837616
"809";809;"Q92692";"Q92692-1";"Q92692-1";"PVRL2_HUMAN";"Poliovirus receptor-related protein 2";"PVRL2";8;14;0,000982169225943906;7;6;8;6;NA;NA;"zonula adherens, cell surface, integral component of membrane, plasma membrane";0,00143884892086331
"814";814;"Q92854";"Q92854-1";"Q92854-1";"SEM4D_HUMAN";"Semaphorin-4D";"SEMA4D";4;5;0,000218929003794258;3;2;3;2;NA;NA;"extracellular space, integral component of plasma membrane";0,000513874614594039
"821";821;"Q95604";"Q95604";"Q95604";"1C17_HUMAN";"HLA class I histocompatibility antigen, Cw-17 alpha chain";"HLA-C";0;0;NA;0;0;0;0;NA;NA;"MHC class I protein complex, phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, early endosome membrane, Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane, cell surface";0
"822";822;"Q969P0";"Q969P0-1,Q969P0-3";"Q969P0-1,Q969P0-3";"IGSF8_HUMAN";"Immunoglobulin superfamily member 8";"IGSF8";3;4;0,000123143100339739;2;2;2;2;NA;NA;"plasma membrane, integral component of membrane, extracellular vesicular exosome";0,000411099691675231
"844";844;"Q99653";"Q99653";"Q99653";"CHP1_HUMAN";"Calcineurin B homologous protein 1";"CHP1";4;6;0,00116133416166554;4;2;4;2;0,00192421713885855;0,000980998218967907;"endoplasmic reticulum-Golgi intermediate compartment, transport vesicle, plasma membrane, endoplasmic reticulum, cytosol, microtubule cytoskeleton, Golgi membrane, nucleus, extracellular vesicular exosome";0,000616649537512847
"845";845;"Q99714";"Q99714-1";"Q99714-1";"HCD2_HUMAN";"3-hydroxyacyl-CoA dehydrogenase type-2";"HSD17B10";6;15;0,00216915863529483;5;6;7;8;NA;NA;"endoplasmic reticulum, mitochondrial inner membrane, mitochondrial matrix, plasma membrane";0,00154162384378212
"849";849;"Q99805";"Q99805";"Q99805";"TM9S2_HUMAN";"Transmembrane 9 superfamily member 2";"TM9SF2";2;3;0,00017078443553905;1;2;1;2;0,000141486554327834;0,000288528887931737;"endosome, extracellular vesicular exosome, endosome membrane, integral component of plasma membrane";0,000308324768756423
"850";850;"Q99808";"Q99808";"Q99808";"S29A1_HUMAN";"Equilibrative nucleoside transporter 1";"SLC29A1";2;4;0,000331082107492369;2;2;2;2;0,000411428006663834;0,000419505817321802;"basolateral plasma membrane, apical plasma membrane, integral component of plasma membrane";0,000411099691675231
"854";854;"Q9BQ39";"Q9BQ39";"Q9BQ39";"DDX50_HUMAN";"ATP-dependent RNA helicase DDX50";"DDX50";1;1;5,6333373513627e-05;0;1;0;1;NA;0,000142757203506524;"nucleolus, plasma membrane";0,000102774922918808
"863";863;"Q9BUF5";"Q9BUF5";"Q9BUF5";"TBB6_HUMAN";"Tubulin beta-6 chain";"TUBB6";2;4;0,000659059898444859;2;2;2;2;0,000921430052079925;0,000730738583635786;"plasma membrane, extracellular vesicular exosome, cytoplasm, microtubule";0,000411099691675231
"865";865;"Q9BV40";"Q9BV40";"Q9BV40";"VAMP8_HUMAN";"Vesicle-associated membrane protein 8";"VAMP8";3;7;0,00264203521778911;3;3;3;4;0,00281416756558062;0,00382589305397484;"recycling endosome, early endosome, extracellular vesicular exosome, secretory granule membrane, plasma membrane, late endosome membrane, lysosomal membrane, mitochondrion, SNARE complex, integral component of membrane";0,000719424460431655
"870";870;"Q9BX67";"Q9BX67-1,Q9BX67-2";"Q9BX67-1,Q9BX67-2";"JAM3_HUMAN";"Junctional adhesion molecule C";"JAM3";5;10;0,000608763875066614;3;5;4;6;NA;NA;"integral component of membrane, tight junction, plasma membrane, cell-cell contact zone, desmosome, Schmidt-Lanterman incisure, extracellular space, paranodal junction";0,00102774922918808
"872";872;"Q9GIY3";"Q9GIY3";"Q9GIY3";"2B1E_HUMAN";"HLA class II histocompatibility antigen, DRB1-14 beta chain";"HLA-DRB1";1;5;0,00108784121033207;1;1;3;2;0,00158693659713193;0,00113009730380567;"clathrin-coated endocytic vesicle membrane, MHC class II protein complex, integral component of lumenal side of endoplasmic reticulum membrane, plasma membrane, trans-Golgi network membrane, ER to Golgi transport vesicle membrane, Golgi membrane, late endosome membrane, lysosomal membrane";0,000513874614594039
"875";875;"Q9H307";"Q9H307-1,Q9H307-2";"Q9H307-1,Q9H307-2";"PININ_HUMAN";"Pinin";"PNN";2;2;5,26406698105022e-05;2;NA;2;NA;NA;NA;"intermediate filament, cell-cell junction, catalytic step 2 spliceosome, cytoplasm, desmosome, nuclear speck, plasma membrane";0,000205549845837616
"881";881;"Q9NPH3";"Q9NPH3-1";"Q9NPH3-1";"IL1AP_HUMAN";"Interleukin-1 receptor accessory protein";"IL1RAP";3;5;0,000331082107492369;2;3;2;3;NA;NA;"integral component of plasma membrane, extracellular region";0,000513874614594039
"883";883;"Q9NQC3";"Q9NQC3-1,Q9NQC3-2,Q9NQC3-5";"Q9NQC3-1,Q9NQC3-2,Q9NQC3-5";"RTN4_HUMAN";"Reticulon-4";"RTN4";3;8;8,44370475483895e-05;3;3;5;3;NA;NA;"integral component of endoplasmic reticulum membrane, neuronal cell body, plasma membrane, nuclear envelope, cell projection";0,000822199383350463
"905";905;"Q9P0L0";"Q9P0L0-1,Q9P0L0-2";"Q9P0L0-1,Q9P0L0-2";"VAPA_HUMAN";"Vesicle-associated membrane protein-associated protein A";"VAPA";4;8;0,000606319040226989;3;3;3;5;NA;NA;"endoplasmic reticulum membrane, integral component of membrane, vesicle, plasma membrane, microtubule";0,000822199383350463
"910";910;"Q9UGN4";"Q9UGN4-1";"Q9UGN4-1";"CLM8_HUMAN";"CMRF35-like molecule 8";"CD300A";3;6;0,000757391844564484;3;3;3;3;NA;NA;"plasma membrane, membrane, extracellular vesicular exosome, integral component of membrane";0,000616649537512847
"911";911;"Q9UHG3";"Q9UHG3";"Q9UHG3";"PCYOX_HUMAN";"Prenylcysteine oxidase 1";"PCYOX1";2;2;0,000149478654471802;2;NA;2;NA;0,00037150726938358;NA;"lysosome, plasma membrane, extracellular vesicular exosome, very-low-density lipoprotein particle";0,000205549845837616
"916";916;"Q9UII2";"Q9UII2-1";"Q9UII2-1";"ATIF1_HUMAN";"ATPase inhibitor, mitochondrial";"ATPIF1";3;12;0,00427283323631661;2;3;5;7;NA;NA;"cell surface, mitochondrion";0,00123329907502569
"917";917;"Q9UIW2";"Q9UIW2";"Q9UIW2";"PLXA1_HUMAN";"Plexin-A1";"PLXNA1";2;2;3,98136711541457e-05;2;NA;2;NA;9,89510395773777e-05;NA;"semaphorin receptor complex, cytoplasm, extracellular vesicular exosome, integral component of membrane, plasma membrane, nucleus";0,000205549845837616
"922";922;"Q9ULV4";"Q9ULV4";"Q9ULV4";"COR1C_HUMAN";"Coronin-1C";"CORO1C";5;8;0,000637018738466331;3;5;3;5;0,000593706237464266;0,00100893804166003;"lamellipodium, plasma membrane, cytoplasm, actin cytoskeleton";0,000822199383350463
"942";942;"Q9Y4D7";"Q9Y4D7-1,Q9Y4D7-2";"Q9Y4D7-1,Q9Y4D7-2";"PLXD1_HUMAN";"Plexin-D1";"PLXND1";2;2;1,96069403917559e-05;2;NA;2;NA;NA;NA;"intracellular, integral component of plasma membrane";0,000205549845837616
"946";946;"Q9Y624";"Q9Y624";"Q9Y624";"JAM1_HUMAN";"Junctional adhesion molecule A";"F11R";4;6;0,000757391844564484;2;4;2;4;0,000627462110497352;0,00127956289430597;"tight junction, integral component of membrane, plasma membrane, cell-cell junction, extracellular vesicular exosome";0,000616649537512847
