"";"protein.acs";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5826.1.id.csv";"peptide.count.P5826.2.id.csv";"spectra.count.P5826.1.id.csv";"spectra.count.P5826.2.id.csv";"dNSAF.P5826.1.id.csv";"dNSAF.P5826.2.id.csv";"Go.Cc"
"482";"P52597";"P52597";"P52597";"HNRPF_HUMAN";"Heterogeneous nuclear ribonucleoprotein F";"HNRNPF";4;10;0,0012172314065163;4;4;5;5;0,00156399722723032;0,00148994253045144;"catalytic step 2 spliceosome, nucleoplasm, cytoplasm"
"483";"P52701";"P52701-1";"P52701-1";"MSH6_HUMAN";"DNA mismatch repair protein Msh6";"MSH6";3;6;0,000166514824650574;3;2;4;2;NA;NA;"nuclear chromosome, nuclear chromatin, MutSalpha complex"
"484";"P52732";"P52732";"P52732";"KIF11_HUMAN";"Kinesin-like protein KIF11";"KIF11";1;1;3,57418184224717e-05;NA;1;NA;1;NA;9,05751196490255e-05;"spindle, kinesin complex, cytosol, microtubule, spindle pole"
"485";"P52758";"P52758";"P52758";"UK114_HUMAN";"Ribonuclease UK114";"HRSP12";1;3;0,000826496939871462;1;1;2;1;0,00136942460612196;0,00069815566678373;"extracellular vesicular exosome, nucleus, mitochondrion, cytoplasm"
"486";"P52907";"P52907";"P52907";"CAZA1_HUMAN";"F-actin-capping protein subunit alpha-1";"CAPZA1";3;7;0,000923788537688499;3;3;4;3;0,00131196623103992;0,00100329363303536;"F-actin capping protein complex, WASH complex, extracellular vesicular exosome, cytosol"
"487";"P53007";"P53007";"P53007";"TXTP_HUMAN";"Tricarboxylate transport protein, mitochondrial";"SLC25A1";1;1;0,000121361286990772;NA;1;NA;1;NA;0,000307547673149103;"mitochondrial inner membrane, integral component of membrane, extracellular vesicular exosome"
"488";"P53396";"P53396-1,P53396-2";"P53396-1,P53396-2";"ACLY_HUMAN";"ATP-citrate synthase";"ACLY";14;29;0,000497074226780097;13;13;15;14;NA;NA;"plasma membrane, mitochondrion, citrate lyase complex, nucleus, extracellular vesicular exosome, cytosol"
"489";"P53618";"P53618";"P53618";"COPB_HUMAN";"Coatomer subunit beta";"COPB1";2;2;7,92095703129698e-05;2;NA;2;NA;0,000196863768141352;NA;"COPI vesicle coat, endoplasmic reticulum-Golgi intermediate compartment, plasma membrane, cytosol"
"490";"P53985";"P53985";"P53985";"MOT1_HUMAN";"Monocarboxylate transporter 1";"SLC16A1";2;5;0,000377433602541301;2;2;3;2;0,000562833513116124;0,000382589305397484;"integral component of plasma membrane, centrosome, mitochondrion, extracellular vesicular exosome"
"491";"P53992";"P53992";"P53992";"SC24C_HUMAN";"Protein transport protein Sec24C";"SEC24C";2;2;6,90006585998722e-05;2;NA;2;NA;0,000171491015574687;NA;"nucleus, cytosol, endoplasmic reticulum membrane, perinuclear region of cytoplasm, Golgi membrane, COPII vesicle coat"
"492";"P53999";"P53999";"P53999";"TCP4_HUMAN";"Activated RNA polymerase II transcriptional coactivator p15";"SUB1";4;8;0,00237753450419717;3;4;4;4;0,00295450663053084;0,00301251421572822;"nucleolus, extracellular vesicular exosome, transcription factor complex"
"493";"P54136";"P54136-1";"P54136-1";"SYRC_HUMAN";"Arginine--tRNA ligase, cytoplasmic";"RARS";2;2;0,000114373818951909;NA;2;NA;2;NA;NA;"mitochondrion, cytosol, extracellular vesicular exosome, nucleus, aminoacyl-tRNA synthetase multienzyme complex"
"494";"P54577";"P54577";"P54577";"SYYC_HUMAN";"Tyrosine--tRNA ligase, cytoplasmic";"YARS";6;12;0,00085780364213932;4;6;5;7;0,000888310468933277;0,00126805167508636;"cytosol, nucleus, extracellular space"
"495";"P54578";"P54578";"P54578";"UBP14_HUMAN";"Ubiquitin carboxyl-terminal hydrolase 14";"USP14";1;1;7,64035632674698e-05;NA;1;NA;1;NA;0,00019361806953314;"plasma membrane, synapse, cytoplasmic membrane-bounded vesicle, proteasome complex, cell surface"
"496";"P54709";"P54709";"P54709";"AT1B3_HUMAN";"Sodium/potassium-transporting ATPase subunit beta-3";"ATP1B3";3;5;0,000676404305629571;3;2;3;2;0,00100866220988553;0,000685643916482946;"sodium:potassium-exchanging ATPase complex, extracellular vesicular exosome, caveola, melanosome"
"497";"P54819";"P54819-1,P54819-2,P54819-3,P54819-5";"P54819-1,P54819-2,P54819-3,P54819-5";"KAD2_HUMAN";"Adenylate kinase 2, mitochondrial";"AK2";2;2;7,89610047157533e-05;2;NA;2;NA;NA;NA;"mitochondrial intermembrane space, mitochondrial inner membrane, sperm mitochondrial sheath, cytosol, extracellular vesicular exosome"
"498";"P54886";"P54886-1,P54886-2";"P54886-1,P54886-2";"P5CS_HUMAN";"Delta-1-pyrroline-5-carboxylate synthase";"ALDH18A1";10;14;0,000332331473935737;8;6;8;6;NA;NA;"mitochondrial inner membrane"
"499";"P55060";"P55060-1,P55060-3";"P55060-1,P55060-3";"XPO2_HUMAN";"Exportin-2";"CSE1L";8;12;0,000233223647296375;4;6;5;7;NA;NA;"extracellular vesicular exosome, nucleus, cytoplasm"
"500";"P55072";"P55072";"P55072";"TERA_HUMAN";"Transitional endoplasmic reticulum ATPase";"VCP";6;9;0,000421451913507656;5;3;6;3;0,000698304606843827;0,000356007418173837;"site of double-strand break, proteasome complex, lipid particle, extracellular vesicular exosome, endoplasmic reticulum, nucleus, cytosol, perinuclear region of cytoplasm"
"501";"P55084";"P55084";"P55084";"ECHB_HUMAN";"Trifunctional enzyme subunit beta, mitochondrial";"HADHB";5;12;0,000955528107699496;5;3;7;5;0,00138531455408329;0,00100893804166003;"mitochondrial outer membrane, endoplasmic reticulum, mitochondrial inner membrane, mitochondrial nucleoid, mitochondrial fatty acid beta-oxidation multienzyme complex"
"502";"P55209";"P55209";"P55209";"NP1L1_HUMAN";"Nucleosome assembly protein 1-like 1";"NAP1L1";6;11;0,00119456287249325;6;4;7;4;0,00186598209330912;0,00111827345384723;"melanosome, nucleus"
"503";"P55265";"P55265-1,P55265-2,P55265-3,P55265-4,P55265-5";"P55265-1,P55265-2,P55265-3,P55265-4,P55265-5";"DSRAD_HUMAN";"Double-stranded RNA-specific adenosine deaminase";"ADAR";6;8;4,92572401358957e-05;4;4;4;4;NA;NA;"nucleolus, nucleus, nucleoplasm, supraspliceosomal complex, cytoplasm"
"504";"P55735";"P55735";"P55735";"SEC13_HUMAN";"Protein SEC13 homolog";"SEC13";2;3;0,000351646213547796;1;2;1;2;0,000291321694159485;0,000594082772356341;"cytosol, nuclear pore outer ring, extracellular vesicular exosome, endoplasmic reticulum membrane, Golgi membrane, ER to Golgi transport vesicle membrane"
"505";"P55769";"P55769";"P55769";"NH2L1_HUMAN";"NHP2-like protein 1";"NHP2L1";2;2;0,000589740003970783;2;NA;2;NA;0,00146571227373991;NA;"nucleoplasm, box C/D snoRNP complex, spliceosomal complex"
"506";"P55795";"P55795";"P55795";"HNRH2_HUMAN";"Heterogeneous nuclear ribonucleoprotein H2";"HNRNPH2";2;4;0,000973069016472815;2;2;2;2;0,00122820298243603;0,00121358556750231;"nucleoplasm, actin cytoskeleton, cytoplasm, ribonucleoprotein complex"
"507";"P55809";"P55809";"P55809";"SCOT1_HUMAN";"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial";"OXCT1";6;14;0,00101616739145735;6;6;6;8;0,00108237214060793;0,00147149732845186;"mitochondrial matrix, mitochondrion"
"508";"P55884";"P55884-1,P55884-2";"P55884-1,P55884-2";"EIF3B_HUMAN";"Eukaryotic translation initiation factor 3 subunit B";"EIF3B";6;11;0,000255022704419798;5;5;5;6;NA;NA;"eukaryotic translation initiation factor 3 complex, extracellular vesicular exosome, eukaryotic 48S preinitiation complex, eukaryotic 43S preinitiation complex, cytosol"
"509";"P56134";"P56134-1,P56134-2";"P56134-1,P56134-2";"ATPK_HUMAN";"ATP synthase subunit f, mitochondrial";"ATP5J2";2;4;0,000803050218172981;2;2;2;2;NA;NA;"integral component of membrane, proton-transporting ATP synthase complex, coupling factor F(o), mitochondrial proton-transporting ATP synthase complex"
"510";"P56192";"P56192";"P56192";"SYMC_HUMAN";"Methionine--tRNA ligase, cytoplasmic";"MARS";6;7;0,000293559468643234;5;2;5;2;0,000521142141774189;0,000212549614109713;"mitochondrion, cytosol, extracellular vesicular exosome"
"511";"P56378";"P56378";"P56378";"68MP_HUMAN";"6.8 kDa mitochondrial proteolipid";"MP68";2;2;0,0013014951811769;NA;2;NA;2;NA;0,00329818366721969;"integral component of membrane, mitochondrial proton-transporting ATP synthase complex"
"512";"P56381";"P56381,Q5VTU8";"P56381,Q5VTU8";"AT5EL_HUMAN, ATP5E_HUMAN";"ATP synthase subunit epsilon-like protein, mitochondrial, ATP synthase subunit epsilon, mitochondrial";"ATP5E, ATP5EP2";2;4;0,00148013177467177;2;2;2;2;0,00183932520626184;0,00187543777155629;"mitochondrial proton-transporting ATP synthase complex, mitochondrial matrix, mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)"
"513";"P58546";"P58546";"P58546";"MTPN_HUMAN";"Myotrophin";"MTPN";1;2;0,000639717970408985;1;1;1;1;0,000794962589147068;0,000810570562282805;"axon, nucleus, cytosol, perinuclear region of cytoplasm, F-actin capping protein complex"
"514";"P59998";"P59998";"P59998";"ARPC4_HUMAN";"Actin-related protein 2/3 complex subunit 4";"ARPC4";2;4;0,000898651434622145;1;2;1;3;0,000558366580472346;0,00170798797052448;"extracellular vesicular exosome, Arp2/3 protein complex, cytosol, cell projection"
"515";"P60174";"P60174-1,P60174-3";"P60174-1,P60174-3";"TPIS_HUMAN";"Triosephosphate isomerase";"TPI1";2;3;0,000197954686647535;2;1;2;1;NA;NA;"cytosol, extracellular space, extracellular vesicular exosome"
"516";"P60228";"P60228";"P60228";"EIF3E_HUMAN";"Eukaryotic translation initiation factor 3 subunit E";"EIF3E";7;11;0,000932981938866137;4;7;4;7;0,000843196274331273;0,00150456468414741;"eukaryotic 43S preinitiation complex, nucleoplasm, eukaryotic 48S preinitiation complex, cytosol, eukaryotic translation initiation factor 3 complex, PML body, extracellular vesicular exosome"
"517";"P60660";"P60660-1,P60660-2";"P60660-1,P60660-2";"MYL6_HUMAN";"Myosin light polypeptide 6";"MYL6";5;13;0,00162471418312481;5;5;7;6;NA;NA;"extracellular vesicular exosome, unconventional myosin complex, cytosol"
"518";"P60709";"P60709,P63261";"P60709,P63261";"ACTB_HUMAN, ACTG_HUMAN";"Actin, cytoplasmic 1, Actin, cytoplasmic 2";"ACTB, ACTG1";10;47;0,00451512989592786;9;10;20;27;0,00525311278908383;0,00609689980557764;"ribonucleoprotein complex, MLL5-L complex, cortical cytoskeleton, cytosol, blood microparticle, NuA4 histone acetyltransferase complex, cytoskeleton, extracellular vesicular exosome, postsynaptic density, axon"
"519";"P60842";"P60842";"P60842";"IF4A1_HUMAN";"Eukaryotic initiation factor 4A-I";"EIF4A1";6;10;0,0010390087580824;6;3;7;3;0,00179704186818686;0,000795097848347603;"cytosol, eukaryotic translation initiation factor 4F complex, extracellular vesicular exosome"
"520";"P60866";"P60866-1,P60866-2";"P60866-1,P60866-2";"RS20_HUMAN";"40S ribosomal protein S20";"RPS20";3;8;0,00126868437829009;3;3;4;4;NA;NA;"extracellular vesicular exosome, cytosolic small ribosomal subunit"
"521";"P60891";"P60891";"P60891";"PRPS1_HUMAN";"Ribose-phosphate pyrophosphokinase 1";"PRPS1";5;7;0,000830828684839342;4;3;4;3;0,00117994447194156;0,000902333267446896;"cytosol"
"522";"P60900";"P60900";"P60900";"PSA6_HUMAN";"Proteasome subunit alpha type-6";"PSMA6";2;2;0,000306856587431952;1;1;1;1;0,000381323518371358;0,00038881026971289;"proteasome core complex, alpha-subunit complex, cytoplasmic mRNA processing body, extracellular vesicular exosome, nuclear matrix, polysome, nucleoplasm, cytosol, mitochondrion, sarcomere"
"523";"P60953";"P60953-2";"P60953-2";"CDC42_HUMAN";"Cell division control protein 42 homolog";"CDC42";2;6;0,00150901583119797;2;2;3;3;NA;NA;"extracellular vesicular exosome, spindle midzone, secretory granule, filopodium, midbody, mitotic spindle, plasma membrane, microtubule organizing center, cytosol, neuron projection, Golgi membrane, neuronal cell body, apical part of cell"
"524";"P61006";"P61006";"P61006";"RAB8A_HUMAN";"Ras-related protein Rab-8A";"RAB8A";1;2;0,000364670147382899;NA;1;NA;2;NA;0,000924128756998753;"neuronal cell body, extracellular vesicular exosome, Golgi membrane, dendrite, phagocytic vesicle, postsynaptic density, phagocytic vesicle membrane, recycling endosome membrane, nonmotile primary cilium, cytoplasmic vesicle membrane, plasma membrane"
"525";"P61019";"P61019-1,P61019-2";"P61019-1,P61019-2";"RAB2A_HUMAN";"Ras-related protein Rab-2A";"RAB2A";1;1;8,90173590899295e-05;1;NA;1;NA;NA;NA;"endoplasmic reticulum-Golgi intermediate compartment membrane, extracellular vesicular exosome, lysosomal membrane, endoplasmic reticulum membrane, melanosome, Golgi membrane"
"526";"P61158";"P61158";"P61158";"ARP3_HUMAN";"Actin-related protein 3";"ACTR3";7;14;0,00126413168315268;7;6;8;6;0,00179532221089673;0,00137292812941681;"podosome, Arp2/3 protein complex, extracellular vesicular exosome, Golgi membrane, excitatory synapse, lamellipodium, hemidesmosome, cytosol"
"527";"P61160";"P61160";"P61160";"ARP2_HUMAN";"Actin-related protein 2";"ACTR2";6;12;0,00114954396713087;6;6;6;6;0,00142851145460945;0,00145655826927976;"Arp2/3 protein complex, cell projection, extracellular vesicular exosome, cytosol, actin cap"
"528";"P61204";"P61204,P84077";"P61204,P84077";"ARF1_HUMAN, ARF3_HUMAN";"ADP-ribosylation factor 1, ADP-ribosylation factor 3";"ARF1, ARF3";1;1;0,000104263426116381;1;NA;1;NA;0,000259131451710923;NA;"Golgi membrane, perinuclear region of cytoplasm, extracellular vesicular exosome"
"529";"P61221";"P61221";"P61221";"ABCE1_HUMAN";"ATP-binding cassette sub-family E member 1";"ABCE1";8;15;0,000945159271806263;8;6;9;6;0,00140943283751951;0,000958070046905218;"mitochondrion"
"530";"P61224";"P61224";"P61224";"RAP1B_HUMAN";"Ras-related protein Rap-1b";"RAP1B";1;1;0,000547005221074349;1;0;1;0;0,00127453241194775;0;"cell-cell junction, plasma membrane, cytosol, extracellular vesicular exosome, lipid particle"
"531";"P61247";"P61247";"P61247";"RS3A_HUMAN";"40S ribosomal protein S3a";"RPS3A";12;27;0,00386011638962694;10;11;13;14;0,00461921443845304;0,00507220670034543;"extracellular vesicular exosome, cytosolic small ribosomal subunit, nucleolus"
"532";"P61254";"P61254";"P61254";"RL26_HUMAN";"60S ribosomal protein L26";"RPL26";5;11;0,00286328939858918;5;5;6;5;0,00388161043528362;0,00329818366721969;"cytosolic large ribosomal subunit, extracellular vesicular exosome"
"533";"P61289";"P61289-1,P61289-2";"P61289-1,P61289-2";"PSME3_HUMAN";"Proteasome activator complex subunit 3";"PSME3";1;2;0,000148595906512323;1;1;1;1;NA;NA;"proteasome activator complex, nucleoplasm, proteasome complex, cytosol"
"534";"P61313";"P61313";"P61313";"RL15_HUMAN";"60S ribosomal protein L15";"RPL15";5;10;0,00185016471833971;5;5;5;5;0,00229915650782731;0,00234429721444537;"cytosolic large ribosomal subunit"
"535";"P61353";"P61353";"P61353";"RL27_HUMAN";"60S ribosomal protein L27";"RPL27";8;21;0,00582801886277009;8;8;11;10;0,00758721647583011;0,0070328916433361;"extracellular vesicular exosome, cytosolic large ribosomal subunit"
"536";"P61513";"P61513";"P61513";"RL37A_HUMAN";"60S ribosomal protein L37a";"RPL37A";1;2;0,000820507831611524;1;NA;2;NA;0,00203925185911639;NA;"extracellular vesicular exosome, cytosolic large ribosomal subunit"
"537";"P61604";"P61604";"P61604";"CH10_HUMAN";"10 kDa heat shock protein, mitochondrial";"HSPE1";5;11;0,00407036238034736;5;3;7;4;0,00643763822191646;0,00375087554311259;"extracellular vesicular exosome, mitochondrion, mitochondrial matrix"
"538";"P61769";"P61769";"P61769";"B2MG_HUMAN";"Beta-2-microglobulin";"B2M";7;23;0,007294935175168;6;7;10;13;0,00788282231255076;0,0104488675843851;"endoplasmic reticulum lumen, plasma membrane, ER to Golgi transport vesicle membrane, phagocytic vesicle membrane, early endosome lumen, MHC class I protein complex, external side of plasma membrane, Golgi membrane, early endosome membrane, extracellular space, extracellular vesicular exosome"
"539";"P61803";"P61803";"P61803";"DAD1_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1";"DAD1";1;1;0,000334012037647169;NA;1;NA;1;NA;0,000846436516366115;"oligosaccharyltransferase complex, integral component of membrane"
"540";"P61978";"P61978-1,P61978-2";"P61978-1,P61978-2";"HNRPK_HUMAN";"Heterogeneous nuclear ribonucleoprotein K";"HNRNPK";16;37;0,00150810402743284;15;13;20;17;NA;NA;"extracellular vesicular exosome, podosome, nucleoplasm, nuclear chromatin, cytoplasm, cell projection, cell junction, catalytic step 2 spliceosome"
"541";"P61981";"P61981";"P61981";"1433G_HUMAN";"14-3-3 protein gamma";"YWHAG";5;13;0,00223480422557349;5;5;7;6;0,00297747283591796;0,00262647120410172;"extracellular vesicular exosome, cytosol, cytoplasmic vesicle membrane"
"542";"P62081";"P62081";"P62081";"RS7_HUMAN";"40S ribosomal protein S7";"RPS7";7;17;0,00330740785732068;6;7;9;8;0,00435180551378447;0,00394421964327303;"microtubule organizing center, 90S preribosome, cytosolic small ribosomal subunit, nucleolus, small-subunit processome"
"543";"P62136";"P62136-1,P62136-2";"P62136-1,P62136-2";"PP1A_HUMAN";"Serine/threonine-protein phosphatase PP1-alpha catalytic subunit";"PPP1CA";1;2;0,000228747637903819;1;1;1;1;NA;NA;"perikaryon, glycogen granule, nucleolus, dendritic spine, PTW/PP1 phosphatase complex, MLL5-L complex, cytosol, extracellular vesicular exosome, protein phosphatase type 1 complex"
"544";"P62140";"P62140";"P62140";"PP1B_HUMAN";"Serine/threonine-protein phosphatase PP1-beta catalytic subunit";"PPP1CB";1;1;0,000230846240086423;1;0;1;0;0,000430300851006211;0;"extracellular vesicular exosome, PTW/PP1 phosphatase complex, nucleolus, MLL5-L complex, cytoplasm"
"545";"P62158";"P62158";"P62158";"CALM_HUMAN";"Calmodulin";"CALM2,CALM1,CALM3";3;6;0,00151986685587101;2;3;3;3;0,00188870306414807;0,00192578509428264;"spindle microtubule, cytosol, extracellular vesicular exosome, spindle pole, centrosome, nucleoplasm, plasma membrane, growth cone, sarcomere"
"546";"P62191";"P62191";"P62191";"PRS4_HUMAN";"26S protease regulatory subunit 4";"PSMC1";4;6;0,000514682185283592;4;2;4;2;0,000852778050175946;0,000434760574315323;"proteasome accessory complex, cytosol, nucleoplasm"
"547";"P62195";"P62195";"P62195";"PRS8_HUMAN";"26S protease regulatory subunit 8";"PSMC5";2;3;0,000278891824537907;2;1;2;1;0,000462096480390907;0,000235584547658549;"cytoplasmic vesicle, nucleoplasm, proteasome accessory complex, cytosolic proteasome complex, inclusion body, blood microparticle, extracellular vesicular exosome, nuclear proteasome complex, cytosol"
"548";"P62241";"P62241";"P62241";"RS8_HUMAN";"40S ribosomal protein S8";"RPS8";7;13;0,00235896001588313;6;6;6;7;0,00270593035151983;0,00321890040598845;"extracellular vesicular exosome, cytosolic small ribosomal subunit"
"549";"P62244";"P62244";"P62244";"RS15A_HUMAN";"40S ribosomal protein S15a";"RPS15A";5;10;0,00290333540416385;5;4;5;5;0,00360790713535977;0,00367874332112965;"cytosolic small ribosomal subunit, extracellular vesicular exosome"
"550";"P62249";"P62249";"P62249";"RS16_HUMAN";"40S ribosomal protein S16";"RPS16";10;29;0,00749696881760118;9;10;15;14;0,00963756015609802;0,0091716614307616;"extracellular vesicular exosome, cytosolic small ribosomal subunit"
"551";"P62258";"P62258-1";"P62258-1";"1433E_HUMAN";"14-3-3 protein epsilon";"YWHAE";6;11;0,00183166307115631;6;5;6;5;NA;NA;"mitochondrion, cytosol, extracellular vesicular exosome, kinesin complex, cytoplasmic vesicle membrane, melanosome"
"552";"P62263";"P62263";"P62263";"RS14_HUMAN";"40S ribosomal protein S14";"RPS14";7;17;0,0042492524789418;7;6;9;8;0,00559106138857077;0,00506740801850972;"extracellular vesicular exosome, nucleolus, mitochondrion, cytosolic small ribosomal subunit"
"553";"P62266";"P62266";"P62266";"RS23_HUMAN";"40S ribosomal protein S23";"RPS23";5;12;0,00316727498636057;4;5;5;7;0,00327991557759979;0,00468203695416501;"cytosolic small ribosomal subunit"
"554";"P62269";"P62269";"P62269";"RS18_HUMAN";"40S ribosomal protein S18";"RPS18";11;21;0,00521454319300482;10;10;11;10;0,00678856210995326;0,00629258725982704;"cytosolic small ribosomal subunit, extracellular vesicular exosome"
"555";"P62273";"P62273-1";"P62273-1";"RS29_HUMAN";"40S ribosomal protein S29";"RPS29";2;5;0,00336994287983304;2;2;3;2;NA;NA;"cytosolic small ribosomal subunit, extracellular vesicular exosome"
"556";"P62277";"P62277";"P62277";"RS13_HUMAN";"40S ribosomal protein S13";"RPS13";6;10;0,00249956028173047;6;4;6;4;0,00372737425904718;0,00253370400925486;"cytosolic small ribosomal subunit, nucleolus, extracellular vesicular exosome"
"557";"P62280";"P62280";"P62280";"RS11_HUMAN";"40S ribosomal protein S11";"RPS11";5;13;0,00310546635002336;5;5;7;6;0,00415594366224986;0,00363217694997611;"cytosolic small ribosomal subunit, extracellular vesicular exosome"
"558";"P62304";"P62304";"P62304";"RUXE_HUMAN";"Small nuclear ribonucleoprotein E";"SNRPE";3;5;0,00205126957902881;3;2;3;2;0,00305887778867459;0,00207928970324719;"nucleoplasm, U7 snRNP, U4 snRNP, U12-type spliceosomal complex, SMN-Sm protein complex, methylosome, catalytic step 2 spliceosome, U1 snRNP, cytosol, pICln-Sm protein complex"
"559";"P62306";"P62306";"P62306";"RUXF_HUMAN";"Small nuclear ribonucleoprotein F";"SNRPF";1;2;0,000877752564049537;NA;1;NA;2;NA;0,00222435642672956;"U7 snRNP, cytosol, nucleoplasm, U1 snRNP, pICln-Sm protein complex, U12-type spliceosomal complex, methylosome, catalytic step 2 spliceosome, SMN-Sm protein complex, U4 snRNP"
"560";"P62314";"P62314";"P62314";"SMD1_HUMAN";"Small nuclear ribonucleoprotein Sm D1";"SNRPD1";3;11;0,00348888204029774;3;3;6;5;0,00472969338753046;0,00401879522476349;"pICln-Sm protein complex, SMN-Sm protein complex, catalytic step 2 spliceosome, methylosome, U12-type spliceosomal complex, cytosol, U4 snRNP, nucleoplasm, U1 snRNP"
"561";"P62316";"P62316";"P62316";"SMD2_HUMAN";"Small nuclear ribonucleoprotein Sm D2";"SNRPD2";6;13;0,0041581668076584;6;5;7;6;0,00556473812402948;0,00486342337369683;"extracellular vesicular exosome, U4 snRNP, SMN-Sm protein complex, U12-type spliceosomal complex, nucleoplasm, catalytic step 2 spliceosome, pICln-Sm protein complex, cytosol, methylosome, U1 snRNP"
"562";"P62318";"P62318";"P62318";"SMD3_HUMAN";"Small nuclear ribonucleoprotein Sm D3";"SNRPD3";3;9;0,00269595430386644;3;3;4;5;0,00297795509585251;0,00379552882338774;"methylosome, U1 snRNP, U7 snRNP, nucleoplasm, U4 snRNP, SMN-Sm protein complex, pICln-Sm protein complex, catalytic step 2 spliceosome, cytosol, U12-type spliceosomal complex"
"563";"P62333";"P62333";"P62333";"PRS10_HUMAN";"26S protease regulatory subunit 10B";"PSMC6";2;2;0,000194053266088072;2;NA;2;NA;0,000482290928120072;NA;"plasma membrane, cytosolic proteasome complex, extracellular vesicular exosome, cytosol, inclusion body, proteasome accessory complex, nucleoplasm"
"564";"P62424";"P62424";"P62424";"RL7A_HUMAN";"60S ribosomal protein L7a";"RPL7A";6;10;0,00141892331782444;4;5;5;5;0,00176326288570214;0,0017978820742363;"polysomal ribosome, membrane, cytosolic large ribosomal subunit"
"565";"P62491";"P62491,Q15907";"P62491,Q15907";"RB11A_HUMAN, RB11B_HUMAN";"Ras-related protein Rab-11A, Ras-related protein Rab-11B";"RAB11A, RAB11B";2;3;0,000260898803599978;2;1;2;1;0,000432283804236655;0,000220385544583804;"extracellular vesicular exosome, cytoplasmic vesicle membrane, protein complex, plasma membrane, cleavage furrow, perinuclear region of cytoplasm, mitochondrion, trans-Golgi network, transport vesicle, phagocytic vesicle, axon, recycling endosome membrane, phagocytic vesicle membrane, recycling endosome"
"566";"P62701";"P62701";"P62701";"RS4X_HUMAN";"40S ribosomal protein S4, X isoform";"RPS4X";13;27;0,0038747936382567;9;10;13;14;0,00463677799145096;0,00509149265738096;"cytosolic small ribosomal subunit, extracellular vesicular exosome, polysome"
"567";"P62714";"P62714,P67775-1";"P62714,P67775-1";"PP2AA_HUMAN, PP2AB_HUMAN";"Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform, Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform";"PPP2CA, PPP2CB";2;4;0,000244293593877865;2;2;2;2;0,000607155893329153;0,000619076545950621;"cytosol, chromosome, centromeric region, nucleus, spindle pole, protein phosphatase type 2A complex"
"568";"P62750";"P62750";"P62750";"RL23A_HUMAN";"60S ribosomal protein L23a";"RPL23A";4;9;0,00217750155312289;4;4;5;4;0,00300658927946648;0,00245249554741977;"extracellular vesicular exosome, nucleus, TORC2 complex, cytosolic large ribosomal subunit"
"569";"P62753";"P62753";"P62753";"RS6_HUMAN";"40S ribosomal protein S6";"RPS6";7;15;0,00227369640085121;6;7;7;8;0,0026371048137971;0,00307300646905609;"cytosolic small ribosomal subunit, nucleolus"
"570";"P62805";"P62805";"P62805";"H4_HUMAN";"Histone H4";"HIST1H4J,HIST1H4D,HIST1H4K,HIST1H4C,HIST2H4A,HIST4H4,HIST1H4E,HIST1H4A,HIST1H4B,HIST1H4I,HIST2H4B,HIST1H4H,HIST1H4L,HIST1H4F";8;63;0,0230857446214582;8;8;32;31;0,0291434828797993;0,0287870593867039;"nucleosome, nucleolus, extracellular vesicular exosome, actin cytoskeleton, nucleoplasm"
"571";"P62820";"P62820-1";"P62820-1";"RAB1A_HUMAN";"Ras-related protein Rab-1A";"RAB1A";1;2;0,000552341857377514;1;NA;2;NA;NA;NA;"Golgi membrane, endoplasmic reticulum, extracellular vesicular exosome"
"572";"P62826";"P62826";"P62826";"RAN_HUMAN";"GTP-binding nuclear protein Ran";"RAN";5;7;0,00122316445268014;4;3;4;3;0,00173714047258063;0,00132843508818571;"melanosome, nucleoplasm, nuclear pore, extracellular vesicular exosome, cytosol"
"573";"P62829";"P62829";"P62829";"RL23_HUMAN";"60S ribosomal protein L23";"RPL23";5;9;0,00242635887347979;5;4;5;4;0,00335019948283407;0,00273278075283917;"nucleolus, extracellular vesicular exosome, cytosolic large ribosomal subunit"
"574";"P62834";"P62834";"P62834";"RAP1A_HUMAN";"Ras-related protein Rap-1A";"RAP1A";1;2;0,0010940104421487;1;1;1;1;0,00127453241194775;0,0015594672774354;"late endosome, cell junction, perinuclear region of cytoplasm, early endosome, extracellular vesicular exosome, cytosol, plasma membrane, guanyl-nucleotide exchange factor complex"
"575";"P62841";"P62841";"P62841";"RS15_HUMAN";"40S ribosomal protein S15";"RPS15";3;6;0,00156179421741228;3;3;3;3;0,00194080521764181;0,00197891020033181;"cytosolic small ribosomal subunit, nucleoplasm"
"576";"P62847";"P62847-1,P62847-2,P62847-3";"P62847-1,P62847-2,P62847-3";"RS24_HUMAN";"40S ribosomal protein S24";"RPS24";4;6;0,000567569327129776;3;3;3;3;NA;NA;"cytosolic small ribosomal subunit, nucleolus"
"577";"P62851";"P62851";"P62851";"RS25_HUMAN";"40S ribosomal protein S25";"RPS25";5;10;0,00301946882033041;5;5;5;5;0,00375222342077416;0,00382589305397484;"cytosolic small ribosomal subunit, extracellular vesicular exosome, nucleolus"
