"";"X";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5826.1.id.csv";"peptide.count.P5826.2.id.csv";"spectra.count.P5826.1.id.csv";"spectra.count.P5826.2.id.csv";"dNSAF.P5826.1.id.csv";"dNSAF.P5826.2.id.csv"
"359";"P08574";"P08574";"P08574";"CY1_HUMAN";"Cytochrome c1, heme protein, mitochondrial";"CYC1";3;6;0,000696800496999325;3;3;3;3;0,000865897712486345;0,000882898397071117
"360";"P08579";"P08579";"P08579";"RU2B_HUMAN";"U2 small nuclear ribonucleoprotein B''";"SNRPB2";3;5;0,00117423787457294;3;2;3;2;0,00175103759636128;0,00119027783901439
"361";"P09012";"P09012";"P09012";"SNRPA_HUMAN";"U1 small nuclear ribonucleoprotein A";"SNRPA";3;5;0,000936891921201811;2;3;2;3;0,000931402976787913;0,00142453464775659
"362";"P09543-1,P09543-2";"P09543-1,P09543-2";"P09543";"CN37_HUMAN";"2',3'-cyclic-nucleotide 3'-phosphodiesterase";"CNP";3;6;0,000268955061193326;3;3;3;3;NA;NA
"363";"P11169,Q8TDB8-1,Q8TDB8-2";"P11169,Q8TDB8-1,Q8TDB8-2";"P11169";"GTR14_HUMAN, GTR3_HUMAN";"Solute carrier family 2, facilitated glucose transporter member 14, Solute carrier family 2, facilitated glucose transporter member 3";"SLC2A14, SLC2A3";3;6;0,000147435000992696;3;3;3;3;0,000567372493060609;0,000578512054532486
"364";"P11717";"P11717";"P11717";"MPRI_HUMAN";"Cation-independent mannose-6-phosphate receptor";"IGF2R";3;4;6,06075636356967e-05;3;NA;4;NA;0,000150631209184029;NA
"365";"P12268";"P12268";"P12268";"IMDH2_HUMAN";"Inosine-5'-monophosphate dehydrogenase 2";"IMPDH2";3;5;0,000367153309865079;3;2;3;2;0,000547503417428137;0,000372168585017008
"366";"P15927-1,P15927-2,P15927-3";"P15927-1,P15927-2,P15927-3";"P15927";"RFA2_HUMAN";"Replication protein A 32 kDa subunit";"RPA2";3;7;0,000326177187381371;3;3;4;3;NA;NA
"367";"P20648";"P20648";"P20648";"ATP4A_HUMAN";"Potassium-transporting ATPase alpha chain 1";"ATP4A";3;4;0,000158002880324049;3;1;3;1;0,000296824437271386;9,94500630735727e-05
"368";"P23528";"P23528";"P23528";"COF1_HUMAN";"Cofilin-1";"CFL1";5;12;0,00272843568102145;5;5;6;6;0,00339056333202485;0,00345713227768811
"369";"P23634-1,P23634-2,P23634-3,P23634-4,P23634-5,P23634-6,P23634-7,P23634-8";"P23634-1,P23634-2,P23634-3,P23634-4,P23634-5,P23634-6,P23634-7,P23634-8";"P23634";"AT2B4_HUMAN";"Plasma membrane calcium-transporting ATPase 4";"ATP2B4";3;6;3,99179374162335e-05;3;3;3;3;NA;NA
"370";"P24534";"P24534";"P24534";"EF1B_HUMAN";"Elongation factor 1-beta";"EEF1B2";3;7;0,00117423787457294;3;3;3;4;0,00125074114025805;0,00170039691287771
"372";"P28066";"P28066";"P28066";"PSA5_HUMAN";"Proteasome subunit alpha type-5";"PSMA5";3;7;0,00109628017335648;3;3;3;4;0,00116770438405835;0,00158750749127587
"374";"P30040";"P30040";"P30040";"ERP29_HUMAN";"Endoplasmic reticulum resident protein 29";"ERP29";3;6;0,000867663454117933;3;2;4;2;0,00143763349454949;0,000732929703826597
"375";"P30041";"P30041";"P30041";"PRDX6_HUMAN";"Peroxiredoxin-6";"PRDX6";3;6;0,00101098286394991;3;3;3;3;0,00125632480606278;0,00128099097789336
"377";"P30153";"P30153";"P30153";"2AAA_HUMAN";"Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform";"PPP2R1A";4;8;0,000512643263213991;3;4;3;5;0,000477787362577355;0,000811946743203489
"379";"P35244";"P35244";"P35244";"RFA3_HUMAN";"Replication protein A 14 kDa subunit";"RPA3";3;6;0,00187157158284943;3;3;3;3;0,00232575831866167;0,00237142131444721
"382";"P43487";"P43487";"P43487";"RANG_HUMAN";"Ran-specific GTPase-activating protein";"RANBP1";3;3;0,00056333373513627;3;NA;3;NA;0,00140008336596051;NA
"383";"P46060";"P46060";"P46060";"RAGP1_HUMAN";"Ran GTPase-activating protein 1";"RANGAP1";3;5;0,000321493698927854;2;2;3;2;0,000479415258190907;0,000325885268652031
"385";"P46459";"P46459";"P46459";"NSF_HUMAN";"Vesicle-fusing ATPase";"NSF";3;4;0,000202921291688871;NA;3;NA;4;NA;0,00051423293736221
"386";"P46778";"P46778";"P46778";"RL21_HUMAN";"60S ribosomal protein L21";"RPL21";3;5;0,00117948000794157;2;3;2;3;0,00117256981899193;0,00179338736905071
"387";"P49207";"P49207";"P49207";"RL34_HUMAN";"60S ribosomal protein L34";"RPL34";3;4;0,00129037129073949;2;2;2;2;0,00160351428238212;0,00163499703161318
"388";"P49257";"P49257";"P49257";"LMAN1_HUMAN";"Protein ERGIC-53";"LMAN1";3;4;0,000296026354934354;3;1;3;1;0,000551797561878553;0,000187543777155629
"389";"P49321-1,P49321-2,P49321-3";"P49321-1,P49321-2,P49321-3";"P49321";"NASP_HUMAN";"Nuclear autoantigenic sperm protein";"NASP";3;6;9,57953305942388e-05;3;3;3;3;NA;NA
"390";"P49368-1";"P49368-1";"P49368";"TCPG_HUMAN";"T-complex protein 1 subunit gamma";"CCT3";17;31;0,00214687003280373;15;15;15;16;NA;NA
"391";"P49755";"P49755";"P49755";"TMEDA_HUMAN";"Transmembrane emp24 domain-containing protein 10";"TMED10";3;6;0,00103406466449671;3;3;3;3;0,00128500802081307;0,00131023734725166
"392";"P51148";"P51148";"P51148";"RAB5C_HUMAN";"Ras-related protein Rab-5C";"RAB5C";3;6;0,00104842667372584;2;2;3;3;0,00130285535443547;0,00132843508818571
"393";"P51149";"P51149";"P51149";"RAB7A_HUMAN";"Ras-related protein Rab-7a";"RAB7A";3;6;0,0010940104421487;3;3;3;3;0,00135950123941093;0,00138619313549813
"394";"P51991-1";"P51991-1";"P51991";"ROA3_HUMAN";"Heterogeneous nuclear ribonucleoprotein A3";"HNRNPA3";10;24;0,0024165416729335;10;8;13;11;NA;NA
"396";"P52907";"P52907";"P52907";"CAZA1_HUMAN";"F-actin-capping protein subunit alpha-1";"CAPZA1";3;7;0,000923788537688499;3;3;4;3;0,00131196623103992;0,00100329363303536
"397";"P54709";"P54709";"P54709";"AT1B3_HUMAN";"Sodium/potassium-transporting ATPase subunit beta-3";"ATP1B3";3;5;0,000676404305629571;3;2;3;2;0,00100866220988553;0,000685643916482946
"398";"P60660-1,P60660-2";"P60660-1,P60660-2";"P60660";"MYL6_HUMAN";"Myosin light polypeptide 6";"MYL6";5;13;0,00162471418312481;5;5;7;6;NA;NA
"400";"P62158";"P62158";"P62158";"CALM_HUMAN";"Calmodulin";"CALM2,CALM1,CALM3";3;6;0,00151986685587101;2;3;3;3;0,00188870306414807;0,00192578509428264
"401";"P62304";"P62304";"P62304";"RUXE_HUMAN";"Small nuclear ribonucleoprotein E";"SNRPE";3;5;0,00205126957902881;3;2;3;2;0,00305887778867459;0,00207928970324719
"402";"P62314";"P62314";"P62314";"SMD1_HUMAN";"Small nuclear ribonucleoprotein Sm D1";"SNRPD1";3;11;0,00348888204029774;3;3;6;5;0,00472969338753046;0,00401879522476349
"403";"P62318";"P62318";"P62318";"SMD3_HUMAN";"Small nuclear ribonucleoprotein Sm D3";"SNRPD3";3;9;0,00269595430386644;3;3;4;5;0,00297795509585251;0,00379552882338774
"404";"P62841";"P62841";"P62841";"RS15_HUMAN";"40S ribosomal protein S15";"RPS15";3;6;0,00156179421741228;3;3;3;3;0,00194080521764181;0,00197891020033181
"406";"P63092-1,P63092-2,P63092-3,Q5JWF2-1,Q5JWF2-2";"P63092-1,P63092-2,P63092-3,Q5JWF2-1,Q5JWF2-2";"P63092";"GNAS1_HUMAN, GNAS2_HUMAN";"Guanine nucleotide-binding protein G(s) subunit alpha isoforms short, Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas";"GNAS";3;4;5,21637349949587e-05;1;3;1;3;NA;NA
"407";"P63173";"P63173";"P63173";"RL38_HUMAN";"60S ribosomal protein L38";"RPL38";3;6;0,00369730875958825;3;2;4;2;0,00536031917253452;0,00364370767045223
"408";"P68366";"P68366";"P68366";"TBA4A_HUMAN";"Tubulin alpha-4A chain";"TUBA4A";3;9;0,00568677860971826;3;3;5;4;0,00722386763486097;0,00704545037841349
"409";"P69905";"P69905";"P69905";"HBA_HUMAN";"Hemoglobin subunit alpha";"HBA2,HBA1";3;5;0,00132899155824402;2;3;2;3;0,00132120542985006;0,00202071816231065
"411";"Q00341";"Q00341";"Q00341";"VIGLN_HUMAN";"Vigilin";"HDLBP";3;5;0,000148830284913762;3;2;3;2;0,000221937505171973;0,000150863290771878
"413";"Q01081-1";"Q01081-1";"Q01081";"U2AF1_HUMAN";"Splicing factor U2AF 35 kDa subunit";"U2AF1";3;6;0,000943584006353252;3;3;3;3;NA;NA
"416";"Q14103-1,Q14103-3";"Q14103-1,Q14103-3";"Q14103";"HNRPD_HUMAN";"Heterogeneous nuclear ribonucleoprotein D0";"HNRNPD";11;24;0,00143176690541489;10;11;11;13;NA;NA
"418";"Q14980-1,Q14980-2,Q14980-3,Q14980-4";"Q14980-1,Q14980-2,Q14980-3,Q14980-4";"Q14980";"NUMA1_HUMAN";"Nuclear mitotic apparatus protein 1";"NUMA1";3;3;1,3384170302883e-05;NA;3;NA;3;NA;NA
"419";"Q15084-1,Q15084-2";"Q15084-1,Q15084-2";"Q15084";"PDIA6_HUMAN";"Protein disulfide-isomerase A6";"PDIA6";3;4;0,000171560728427864;1;3;1;3;NA;NA
"420";"Q16576-1,Q16576-2";"Q16576-1,Q16576-2";"Q16576";"RBBP7_HUMAN";"Histone-binding protein RBBP7";"RBBP7";3;7;0,000569850733248631;3;3;4;3;NA;NA
"422";"Q5JTH9-1,Q5JTH9-2";"Q5JTH9-1,Q5JTH9-2";"Q5JTH9";"RRP12_HUMAN";"RRP12-like protein";"RRP12";3;4;5,82010181251042e-05;2;2;2;2;NA;NA
"424";"Q7Z3B1";"Q7Z3B1";"Q7Z3B1";"NEGR1_HUMAN";"Neuronal growth regulator 1";"NEGR1";3;5;0,000533098308674154;2;3;2;3;0,000529975059431379;0,000810570562282805
"425";"Q7Z406-1,Q7Z406-2,Q7Z406-4,Q7Z406-5,Q7Z406-6";"Q7Z406-1,Q7Z406-2,Q7Z406-4,Q7Z406-5,Q7Z406-6";"Q7Z406";"MYH14_HUMAN";"Myosin-14";"MYH14";3;3;1,25582044459759e-05;3;0;3;0;NA;NA
"426";"Q8NBX0";"Q8NBX0";"Q8NBX0";"SCPDL_HUMAN";"Saccharopine dehydrogenase-like oxidoreductase";"SCCPDH";3;3;0,000263939582196714;NA;3;NA;3;NA;0,000668862422023573
"427";"Q8WTV0-1,Q8WTV0-2,Q8WTV0-4";"Q8WTV0-1,Q8WTV0-2,Q8WTV0-4";"Q8WTV0";"SCRB1_HUMAN";"Scavenger receptor class B member 1";"SCARB1";3;3;6,83756526342936e-05;NA;3;NA;3;NA;NA
"428";"Q8WZ42-1,Q8WZ42-10,Q8WZ42-11,Q8WZ42-2,Q8WZ42-3,Q8WZ42-4,Q8WZ42-5,Q8WZ42-7,Q8WZ42-8,Q8WZ42-9";"Q8WZ42-1,Q8WZ42-10,Q8WZ42-11,Q8WZ42-2,Q8WZ42-3,Q8WZ42-4,Q8WZ42-5,Q8WZ42-7,Q8WZ42-8,Q8WZ42-9";"Q8WZ42";"TITIN_HUMAN";"Titin";"TTN";3;5;5,4939389016201e-07;2;2;2;3;NA;NA
"429";"Q92692-1";"Q92692-1";"Q92692";"PVRL2_HUMAN";"Poliovirus receptor-related protein 2";"PVRL2";8;14;0,000982169225943906;7;6;8;6;NA;NA
"430";"Q92973-1,Q92973-2";"Q92973-1,Q92973-2";"Q92973";"TNPO1_HUMAN";"Transportin-1";"TNPO1";4;7;0,000147106637961532;2;3;3;4;NA;NA
"431";"Q969P0-1,Q969P0-3";"Q969P0-1,Q969P0-3";"Q969P0";"IGSF8_HUMAN";"Immunoglobulin superfamily member 8";"IGSF8";3;4;0,000123143100339739;2;2;2;2;NA;NA
"433";"Q96ER3";"Q96ER3";"Q96ER3";"SAAL1_HUMAN";"Protein SAAL1";"SAAL1";3;3;0,000238882026924874;1;2;1;2;0,000197902079154755;0,000403575216664012
"434";"Q99460-1,Q99460-2";"Q99460-1,Q99460-2";"Q99460";"PSMD1_HUMAN";"26S proteasome non-ATPase regulatory subunit 1";"PSMD1";3;5;9,90119628912122e-05;2;3;2;3;NA;NA
"435";"Q99536";"Q99536";"Q99536";"VAT1_HUMAN";"Synaptic vesicle membrane protein VAT-1 homolog";"VAT1";3;4;0,000384156338464428;1;3;1;3;0,000238691057301155;0,000730132262208939
"436";"Q99733";"Q99733";"Q99733";"NP1L4_HUMAN";"Nucleosome assembly protein 1-like 4";"NAP1L4";3;5;0,000566150403811951;2;3;2;3;0,000555884951225802;0,000874489840908534
"437";"Q9BPW8";"Q9BPW8";"Q9BPW8";"NIPS1_HUMAN";"Protein NipSnap homolog 1";"NIPSNAP1";3;5;0,00074755775151226;3;2;3;2;0,0011560547511188;0,000673572720770218
"438";"Q9BSJ8-1,Q9BSJ8-2";"Q9BSJ8-1,Q9BSJ8-2";"Q9BSJ8";"ESYT1_HUMAN";"Extended synaptotagmin-1";"ESYT1";3;3;5,12817394757202e-05;NA;3;NA;3;NA;NA
"439";"Q9BV40";"Q9BV40";"Q9BV40";"VAMP8_HUMAN";"Vesicle-associated membrane protein 8";"VAMP8";3;7;0,00264203521778911;3;3;3;4;0,00281416756558062;0,00382589305397484
"440";"Q9BVK6";"Q9BVK6";"Q9BVK6";"TMED9_HUMAN";"Transmembrane emp24 domain-containing protein 9";"TMED9";3;5;0,000803050218172981;2;3;2;3;0,000798345408675354;0,00122102969807708
"441";"Q9GZR7";"Q9GZR7";"Q9GZR7";"DDX24_HUMAN";"ATP-dependent RNA helicase DDX24";"DDX24";3;3;0,000131816159211164;NA;3;NA;3;NA;0,000334041884805719
"442";"Q9NQC3-1,Q9NQC3-2,Q9NQC3-5";"Q9NQC3-1,Q9NQC3-2,Q9NQC3-5";"Q9NQC3";"RTN4_HUMAN";"Reticulon-4";"RTN4";3;8;8,44370475483895e-05;3;3;5;3;NA;NA
"443";"Q9NVP1";"Q9NVP1";"Q9NVP1";"DDX18_HUMAN";"ATP-dependent RNA helicase DDX18";"DDX18";3;6;0,000338000241081762;2;2;3;3;0,000420025009788153;0,000428271610519571
"444";"Q9NX24";"Q9NX24";"Q9NX24";"NHP2_HUMAN";"H/ACA ribonucleoprotein complex subunit 2";"NHP2";3;5;0,00123344314555981;3;2;3;2;0,00183932520626184;0,0012502918477042
"445";"Q9UHX1-1,Q9UHX1-2,Q9UHX1-3,Q9UHX1-4,Q9UHX1-5,Q9UHX1-6";"Q9UHX1-1,Q9UHX1-2,Q9UHX1-3,Q9UHX1-4,Q9UHX1-5,Q9UHX1-6";"Q9UHX1";"PUF60_HUMAN";"Poly(U)-binding-splicing factor PUF60";"PUF60";3;6;6,75194280038105e-05;3;3;3;3;NA;NA
"446";"Q9UII2-1";"Q9UII2-1";"Q9UII2";"ATIF1_HUMAN";"ATPase inhibitor, mitochondrial";"ATPIF1";3;12;0,00427283323631661;2;3;5;7;NA;NA
"447";"Q9UKM9-1,Q9UKM9-2";"Q9UKM9-1,Q9UKM9-2";"Q9UKM9";"RALY_HUMAN";"RNA-binding protein Raly";"RALY";3;5;0,000431705100945932;3;2;3;2;NA;NA
"448";"Q9ULF5";"Q9ULF5";"Q9ULF5";"S39AA_HUMAN";"Zinc transporter ZIP10";"SLC39A10";3;6;0,000272515236491914;3;3;3;3;0,000338648323174563;0,00034529720703744
"450";"Q9Y2X3";"Q9Y2X3";"Q9Y2X3";"NOP58_HUMAN";"Nucleolar protein 58";"NOP58";3;7;0,00049943954967658;3;3;4;3;0,000709304994475267;0,000542423400847094
"452";"Q9Y5B9";"Q9Y5B9";"Q9Y5B9";"SP16H_HUMAN";"FACT complex subunit SPT16";"SUPT16H";3;7;0,00025234338278788;3;2;4;3;0,000358378550217208;0,000274061107018255
"453";"Q9Y6N5";"Q9Y6N5";"Q9Y6N5";"SQRD_HUMAN";"Sulfide:quinone oxidoreductase, mitochondrial";"SQRDL";3;7;0,000587118937286468;3;3;4;3;0,000833827426838703;0,00063764884232914
"454";"A0FGR8-1,A0FGR8-2,A0FGR8-4,A0FGR8-6";"A0FGR8-1,A0FGR8-2,A0FGR8-4,A0FGR8-6";"A0FGR8";"ESYT2_HUMAN";"Extended synaptotagmin-2";"ESYT2";2;2;2,0490423590733e-05;2;NA;2;NA;NA;NA
"455";"A8MXY4";"A8MXY4";"A8MXY4";"ZNF99_HUMAN";"Zinc finger protein 99";"ZNF99";2;2;7,2863629834228e-05;2;NA;2;NA;0,000181091863936977;NA
"459";"O15269-1";"O15269-1";"O15269";"SPTC1_HUMAN";"Serine palmitoyltransferase 1";"SPTLC1";2;2;0,000159591375281734;2;NA;2;NA;NA;NA
"460";"O15382-1";"O15382-1";"O15382";"BCAT2_HUMAN";"Branched-chain-amino-acid aminotransferase, mitochondrial";"BCAT2";2;2;0,000192568164561888;2;NA;2;NA;NA;NA
"461";"O43324";"O43324";"O43324";"MCA3_HUMAN";"Eukaryotic translation elongation factor 1 epsilon-1";"EEF1E1";2;2;0,000433831727058967;2;NA;2;NA;0,00107822512091212;NA
"462";"O43719";"O43719";"O43719";"HTSF1_HUMAN";"HIV Tat-specific factor 1";"HTATSF1";2;2;9,99824112692188e-05;2;NA;2;NA;0,000248491617269812;NA
"464";"O43837-1";"O43837-1";"O43837";"IDH3B_HUMAN";"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial";"IDH3B";2;2;0,000196069403917559;2;NA;2;NA;NA;NA
"465";"O60264";"O60264";"O60264";"SMCA5_HUMAN";"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5";"SMARCA5";2;5;0,000179388594363736;2;2;2;3;0,000178337615055806;0,000272758535216837
"466";"O60664-1,O60664-3";"O60664-1,O60664-3";"O60664";"PLIN3_HUMAN";"Perilipin-3";"PLIN3";2;2;8,69662678666592e-05;2;NA;2;NA;NA;NA
"468";"O75396";"O75396";"O75396";"SC22B_HUMAN";"Vesicle-trafficking protein SEC22b";"SEC22B";2;2;0,000351101025619815;2;NA;2;NA;0,000872610097854456;NA
"469";"O75531";"O75531";"O75531";"BAF_HUMAN";"Barrier-to-autointegration factor";"BANF1";2;5;0,00212041349742304;2;2;3;2;0,00316198602874227;0,00214937812021058
"470";"O75592-1,O75592-2";"O75592-1,O75592-2";"O75592";"MYCB2_HUMAN";"Probable E3 ubiquitin-protein ligase MYCBP2";"MYCBP2";2;2;8,13434488235562e-06;NA;2;NA;2;NA;NA
"471";"O75822";"O75822";"O75822";"EIF3J_HUMAN";"Eukaryotic translation initiation factor 3 subunit J";"EIF3J";2;2;0,000292584188016512;NA;2;NA;2;NA;0,000741452142243186
"472";"O75915";"O75915";"O75915";"PRAF3_HUMAN";"PRA1 family protein 3";"ARL6IP5";2;5;0,00100381277271623;2;1;3;2;0,00149689764126629;0,00101752474839756
"473";"O75937";"O75937";"O75937";"DNJC8_HUMAN";"DnaJ homolog subfamily C member 8";"DNAJC8";2;4;0,000596732968444745;2;2;2;2;0,000741546130587779;0,000756105346635343
"474";"O75947-1";"O75947-1";"O75947";"ATP5H_HUMAN";"ATP synthase subunit d, mitochondrial";"ATP5H";10;24;0,00562633941676473;9;10;12;12;NA;NA
"475";"O95197-1,O95197-2,O95197-3,O95197-4";"O95197-1,O95197-2,O95197-3,O95197-4";"O95197";"RTN3_HUMAN";"Reticulon-3";"RTN3";2;6;5,48595352530961e-05;2;2;3;3;NA;NA
"476";"O95299";"O95299";"O95299";"NDUAA_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial";"NDUFA10";2;2;0,000212638649319043;2;NA;2;NA;0,000528482171940023;NA
"477";"P00846";"P00846";"P00846";"ATP6_HUMAN";"ATP synthase subunit a";"MT-ATP6";2;2;0,000334012037647169;NA;2;NA;2;NA;0,000846436516366115
"478";"P01589";"P01589";"P01589";"IL2RA_HUMAN";"Interleukin-2 receptor subunit alpha";"IL2RA";2;4;0,000555049415501913;2;2;2;2;0,000689746952348192;0,00070328916433361
"479";"P01892";"P01892";"P01892";"1A02_HUMAN";"HLA class I histocompatibility antigen, A-2 alpha chain";"HLA-A";2;8;0,0112713048430142;2;2;4;4;0,0133640834164559;0,0149367057586689
"480";"P02042,P68871";"P02042,P68871";"P02042";"HBB_HUMAN, HBD_HUMAN";"Hemoglobin subunit beta, Hemoglobin subunit delta";"HBB, HBD";2;6;0,000770272658247553;2;2;3;3;0,000957199852238307;0,000975993126013989
"481";"P02533,Q04695";"P02533,Q04695";"P02533";"K1C14_HUMAN, K1C17_HUMAN";"Keratin, type I cytoskeletal 14, Keratin, type I cytoskeletal 17";"KRT14, KRT17";2;2;0,00015188074093158;1;1;1;1;0,000216868042563005;0,000181610211809453
"483";"P05556-1";"P05556-1";"P05556";"ITB1_HUMAN";"Integrin beta-1";"ITGB1";14;34;0,00160811309353436;14;13;18;16;NA;NA
"484";"P06213-1,P06213-2";"P06213-1,P06213-2";"P06213";"INSR_HUMAN";"Insulin receptor";"INSR";2;5;6,82767008938677e-05;2;2;2;3;NA;NA
"485";"P08133";"P08133";"P08133";"ANXA6_HUMAN";"Annexin A6";"ANXA6";2;2;0,000112164517842883;NA;2;NA;2;NA;0,000284241683059052
"486";"P08754";"P08754";"P08754";"GNAI3_HUMAN";"Guanine nucleotide-binding protein G(k) subunit alpha";"GNAI3";2;3;0,000573080681824715;1;2;1;2;0,000567830420819335;0,000816574788670085
"487";"P09382";"P09382";"P09382";"LEG1_HUMAN";"Galectin-1";"LGALS1";2;4;0,00111832178530756;2;2;2;2;0,0013897123780645;0,00141699742739809
"488";"P09429";"P09429";"P09429";"HMGB1_HUMAN";"High mobility group protein B1";"HMGB1";7;15;0,00263325769214861;7;6;8;7;0,00349044039141783;0,00311409899742138
"490";"P10515";"P10515";"P10515";"ODP2_HUMAN";"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial";"DLAT";2;2;0,000116671901867481;1;1;1;1;0,000144985449025277;0,000147832034543077
"491";"P10599";"P10599";"P10599";"THIO_HUMAN";"Thioredoxin";"TXN";2;6;0,00215676344309315;2;2;3;3;0,00268015958626726;0,00273278075283917
"492";"P11171-1,P11171-2,P11171-3,P11171-4,P11171-5,P11171-6";"P11171-1,P11171-2,P11171-3,P11171-4,P11171-5,P11171-6";"P11171";"41_HUMAN";"Protein 4.1";"EPB41";2;2;1,45614815795255e-05;NA;2;NA;2;NA;NA
"494";"P11940-1,P11940-2";"P11940-1,P11940-2";"P11940";"PABP1_HUMAN";"Polyadenylate-binding protein 1";"PABPC1";14;28;0,000830828684839342;13;12;14;14;NA;NA
"495";"P13073";"P13073";"P13073";"COX41_HUMAN";"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial";"COX4I1";2;2;0,000446666985255977;2;NA;2;NA;0,00111012527241839;NA
"496";"P13164,Q01628,Q01629";"P13164,Q01628,Q01629";"P13164";"IFM1_HUMAN, IFM2_HUMAN, IFM3_HUMAN";"Interferon-induced transmembrane protein 1, Interferon-induced transmembrane protein 2, Interferon-induced transmembrane protein 3";"IFITM1, IFITM2, IFITM3";2;4;0,000387111387221847;2;2;2;2;0,000481054284714636;0,000490499109483954
"497";"P13473-1,P13473-2,P13473-3";"P13473-1,P13473-2,P13473-3";"P13473";"LAMP2_HUMAN";"Lysosome-associated membrane glycoprotein 2";"LAMP2";2;3;9,20569762295856e-05;2;1;2;1;NA;NA
"499";"P14209-1";"P14209-1";"P14209";"CD99_HUMAN";"CD99 antigen";"CD99";2;4;0,000816072654143353;2;2;2;2;NA;NA
"500";"P16402";"P16402";"P16402";"H13_HUMAN";"Histone H1.3";"HIST1H1D";2;3;0,00215188388779203;2;1;2;1;0,00311270419521235;0,00216396665948803
"501";"P16989-1,P16989-2,P16989-3";"P16989-1,P16989-2,P16989-3";"P16989";"DBPA_HUMAN";"DNA-binding protein A";"CSDA";2;4;0,00019325837303702;2;2;2;2;NA;NA
"502";"P17342-1,P17342-2";"P17342-1,P17342-2";"P17342";"ANPRC_HUMAN";"Atrial natriuretic peptide receptor 3";"NPR3";2;4;0,00013953183088403;2;2;2;2;NA;NA
"503";"P18085";"P18085";"P18085";"ARF4_HUMAN";"ADP-ribosylation factor 4";"ARF4";2;4;0,000838741338980669;2;2;2;2;0,00104228428354838;0,00106274807054857
"504";"P18669";"P18669";"P18669";"PGAM1_HUMAN";"Phosphoglycerate mutase 1";"PGAM1";4;8;0,00118876725209859;3;4;4;4;0,00147725331526542;0,00150625710786411
"505";"P18754-1,P18754-2";"P18754-1,P18754-2";"P18754";"RCC1_HUMAN";"Regulator of chromosome condensation";"RCC1";2;4;0,000179303374128884;2;2;2;2;NA;NA
"506";"P19013";"P19013";"P19013";"K2C4_HUMAN";"Keratin, type II cytoskeletal 4";"KRT4";2;3;0,000228352222799404;2;1;2;1;0,000380609429385644;0,000191908760733088
"507";"P20020-1,P20020-2,P20020-3,P20020-4,P20020-5,P20020-6";"P20020-1,P20020-2,P20020-3,P20020-4,P20020-5,P20020-6";"P20020";"AT2B1_HUMAN";"Plasma membrane calcium-transporting ATPase 1";"ATP2B1";2;2;1,75015581464567e-05;2;0;2;0;NA;NA
"508";"P20231,Q15661-1,Q15661-2";"P20231,Q15661-1,Q15661-2";"P20231";"TRYB1_HUMAN, TRYB2_HUMAN";"Tryptase alpha/beta-1, Tryptase beta-2";"TPSAB1, TPSB2";3;10;0,000457495275807637;3;3;5;5;0,00170555610035189;0,00173904229726129
"509";"P20645";"P20645";"P20645";"MPRD_HUMAN";"Cation-dependent mannose-6-phosphate receptor";"M6PR";2;4;0,000545030472983828;2;2;2;2;0,000677296646349127;0,000690594414074881
"510";"P21281";"P21281";"P21281";"VATB2_HUMAN";"V-type proton ATPase subunit B, brain isoform";"ATP6V1B2";2;3;0,000221585285249296;1;2;1;2;0,000183572574401867;0,000374353527786188
"511";"P22314";"P22314";"P22314";"UBA1_HUMAN";"Ubiquitin-like modifier-activating enzyme 1";"UBA1";2;2;7,13485070966542e-05;2;NA;2;NA;0,000177326248618817;NA
"512";"P23368-1";"P23368-1";"P23368";"MAOM_HUMAN";"NAD-dependent malic enzyme, mitochondrial";"ME2";4;7;0,000452403290717313;4;2;5;2;NA;NA
"513";"P23526";"P23526";"P23526";"SAHH_HUMAN";"Adenosylhomocysteinase";"AHCY";2;2;0,000174737778954306;2;NA;2;NA;0,000434285118145158;NA
"514";"P23919";"P23919";"P23919";"KTHY_HUMAN";"Thymidylate kinase";"DTYMK";2;2;0,000356069436359718;2;NA;2;NA;0,00088495835395617;NA
"517";"P28906-1";"P28906-1";"P28906";"CD34_HUMAN";"Hematopoietic progenitor cell antigen CD34";"CD34";4;6;0,000588208211752677;3;3;3;3;NA;NA
"518";"P29966";"P29966";"P29966";"MARCS_HUMAN";"Myristoylated alanine-rich C-kinase substrate";"MARCKS";2;4;0,000454739280170242;2;2;2;2;0,000565093888670808;0,000576188712948018
"519";"P30049";"P30049";"P30049";"ATPD_HUMAN";"ATP synthase subunit delta, mitochondrial";"ATP5D";2;5;0,00149775239103691;2;2;2;3;0,00167509974141704;0,0021349849631556
"520";"P30419-1,P30419-2";"P30419-1,P30419-2";"P30419";"NMT1_HUMAN";"Glycylpeptide N-tetradecanoyltransferase 1";"NMT1";2;2;7,60954843833268e-05;2;NA;2;NA;NA;NA
