"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5826.1.id.csv";"peptide.count.P5826.2.id.csv";"spectra.count.P5826.1.id.csv";"spectra.count.P5826.2.id.csv";"dNSAF.P5826.1.id.csv";"dNSAF.P5826.2.id.csv";"Go.Cc";"norm.sc"
"303";303;"P25445";"P25445-1,P25445-6";"P25445-1,P25445-6";"TNR6_HUMAN";"Tumor necrosis factor receptor superfamily member 6";"FAS";1;1;5,6333373513627e-05;1;NA;1;NA;NA;NA;"integral component of membrane, CD95 death-inducing signaling complex, extracellular vesicular exosome, membrane raft, cytosol, nucleus, cell surface, external side of plasma membrane";0,000102774922918808
"304";304;"P25685";"P25685";"P25685";"DNJB1_HUMAN";"DnaJ homolog subfamily B member 1";"DNAJB1";2;2;0,000222019766200765;2;NA;2;NA;0,000551797561878553;NA;"extracellular vesicular exosome, nucleolus, cytoplasm";0,000205549845837616
"305";305;"P25705";"P25705";"P25705";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";24;75;0,00511890057696159;22;21;36;39;0,00610669272820388;0,00674547147852707;"mitochondrial matrix, plasma membrane, mitochondrial proton-transporting ATP synthase complex, proton-transporting ATP synthase complex, catalytic core F(1), extracellular vesicular exosome";0,00770811921891059
"306";306;"P25786";"P25786-1,P25786-2";"P25786-1,P25786-2";"PSA1_HUMAN";"Proteasome subunit alpha type-1";"PSMA1";3;5;0,000358777188727472;2;3;2;3;NA;NA;"centrosome, extracellular vesicular exosome, proteasome core complex, alpha-subunit complex, cytosol, nucleoplasm, proteasome core complex, polysome";0,000513874614594039
"307";307;"P25787";"P25787";"P25787";"PSA2_HUMAN";"Proteasome subunit alpha type-2";"PSMA2";2;2;0,000322592822684873;2;NA;2;NA;0,000801757141191061;NA;"nucleoplasm, cytoplasmic mRNA processing body, proteasome core complex, alpha-subunit complex, proteasome core complex, extracellular vesicular exosome, cytosol";0,000205549845837616
"308";308;"P25788";"P25788-1,P25788-2";"P25788-1,P25788-2";"PSA3_HUMAN";"Proteasome subunit alpha type-3";"PSMA3";4;6;0,00044403953240153;2;4;2;4;NA;NA;"extracellular vesicular exosome, proteasome core complex, alpha-subunit complex, proteasome core complex, cytosol, nucleoplasm";0,000616649537512847
"309";309;"P25789";"P25789-1,P25789-2";"P25789-1,P25789-2";"PSA4_HUMAN";"Proteasome subunit alpha type-4";"PSMA4";4;10;0,000723052878431611;3;4;4;6;NA;NA;"nucleoplasm, cytosol, proteasome core complex, extracellular vesicular exosome, cytoplasmic mRNA processing body, proteasome core complex, alpha-subunit complex";0,00102774922918808
"310";310;"P26038";"P26038";"P26038";"MOES_HUMAN";"Moesin";"MSN";24;59;0,00501142471829198;22;22;29;30;0,00614335198480303;0,00643564434606839;"apical plasma membrane, apical part of cell, basolateral plasma membrane, filopodium, microvillus membrane, extracellular vesicular exosome, cytoskeleton, cytoplasm, nucleolus, uropod, extrinsic component of membrane, plasma membrane, microvillus, blood microparticle";0,00606372045220966
"314";314;"P26447";"P26447";"P26447";"S10A4_HUMAN";"Protein S100-A4";"S100A4";1;2;0,000747393272359012;1;1;1;1;0,000928768173458951;0,000947003231181891;"extracellular space, nucleus, extracellular vesicular exosome, neuron projection, perinuclear region of cytoplasm";0,000205549845837616
"315";315;"P26583";"P26583";"P26583";"HMGB2_HUMAN";"High mobility group protein B2";"HMGB2";8;16;0,00288944384720613;7;7;9;7;0,00403947497451764;0,00320349896863922;"extracellular space, nucleoplasm, condensed chromosome, perinuclear region of cytoplasm, protein complex";0,00164439876670093
"316";316;"P26599";"P26599-1,P26599-2,P26599-3";"P26599-1,P26599-2,P26599-3";"PTBP1_HUMAN";"Polypyrimidine tract-binding protein 1";"PTBP1";6;10;0,000280011232838949;6;4;6;4;NA;NA;"nucleoplasm, nucleolus, extracellular vesicular exosome";0,00102774922918808
"317";317;"P26639";"P26639";"P26639";"SYTC_HUMAN";"Threonine--tRNA ligase, cytoplasmic";"TARS";5;8;0,000417630542231038;4;4;4;4;0,000518979726248155;0,000529169163758622;"actin cytoskeleton, cytosol, extracellular vesicular exosome";0,000822199383350463
"319";319;"P27105";"P27105-1";"P27105-1";"STOM_HUMAN";"Erythrocyte band 7 integral membrane protein";"STOM";7;14;0,00183474667902021;7;5;9;5;NA;NA;"extracellular vesicular exosome, blood microparticle, melanosome, integral component of plasma membrane, cytoskeleton, cytoplasm, membrane raft";0,00143884892086331
"320";320;"P27348";"P27348";"P27348";"1433T_HUMAN";"14-3-3 protein theta";"YWHAQ";6;13;0,00242719612636919;6;5;8;5;0,00368585756435231;0,00238404645010532;"cytosol, protein complex, extracellular vesicular exosome, cytoplasmic vesicle membrane";0,0013360739979445
"321";321;"P27487";"P27487";"P27487";"DPP4_HUMAN";"Dipeptidyl peptidase 4";"DPP4";4;6;0,000295639897551933;3;3;3;3;0,000367384799684154;0,000374597883874821;"integral component of membrane, intercellular canaliculus, membrane raft, lamellipodium, endocytic vesicle, lysosomal membrane, lamellipodium membrane, apical plasma membrane, invadopodium membrane, cell surface, extracellular vesicular exosome";0,000616649537512847
"325";325;"P27708";"P27708";"P27708";"PYR1_HUMAN";"CAD protein";"CAD";8;12;0,000203559695752612;6;5;7;5;0,000295118696015945;0,000214937812021058;"neuronal cell body, terminal bouton, nuclear matrix, protein complex, extracellular vesicular exosome, cytosol";0,00123329907502569
"326";326;"P27797";"P27797";"P27797";"CALR_HUMAN";"Calreticulin";"CALR";7;14;0,00126716317399957;5;7;6;8;0,00134972065495473;0,00183496069735004;"endocytic vesicle lumen, acrosomal vesicle, nucleus, cytosol, extracellular space, endoplasmic reticulum lumen, perinuclear region of cytoplasm, Golgi apparatus, external side of plasma membrane, sarcoplasmic reticulum lumen, proteinaceous extracellular matrix, polysome, MHC class I peptide loading complex, extracellular vesicular exosome, cell surface, integral component of lumenal side of endoplasmic reticulum membrane";0,00143884892086331
"327";327;"P27816";"P27816-1,P27816-4,P27816-5,P27816-6";"P27816-1,P27816-4,P27816-5,P27816-6";"MAP4_HUMAN";"Microtubule-associated protein 4";"MAP4";3;6;4,91450003308986e-05;3;3;3;3;NA;NA;"microtubule associated complex, microtubule, mitotic spindle, cytoplasm, plasma membrane";0,000616649537512847
"329";329;"P28066";"P28066";"P28066";"PSA5_HUMAN";"Proteasome subunit alpha type-5";"PSMA5";3;7;0,00109628017335648;3;3;3;4;0,00116770438405835;0,00158750749127587;"extracellular vesicular exosome, nucleoplasm, proteasome core complex, cytosol, proteasome core complex, alpha-subunit complex";0,000719424460431655
"330";330;"P28070";"P28070";"P28070";"PSB4_HUMAN";"Proteasome subunit beta type-4";"PSMB4";4;6;0,00085780364213932;2;4;2;4;0,000710648375146622;0,00144920191438441;"proteasome core complex, cytosol, extracellular vesicular exosome, nucleoplasm";0,000616649537512847
"331";331;"P28838";"P28838-1,P28838-2";"P28838-1,P28838-2";"AMPL_HUMAN";"Cytosol aminopeptidase";"LAP3";1;1;3,63616187419365e-05;NA;1;NA;1;NA;NA;"cytoplasm, mitochondrion, extracellular vesicular exosome, trans-Golgi network, nucleus";0,000102774922918808
"332";332;"P28906";"P28906-1";"P28906-1";"CD34_HUMAN";"Hematopoietic progenitor cell antigen CD34";"CD34";4;6;0,000588208211752677;3;3;3;3;NA;NA;"integral component of plasma membrane, perinuclear region of cytoplasm, apical plasma membrane, glomerular endothelium fenestra, lysosome, intercellular bridge, external side of plasma membrane, basal plasma membrane";0,000616649537512847
"334";334;"P29401";"P29401";"P29401";"TKT_HUMAN";"Transketolase";"TKT";3;4;0,000242332971134062;2;2;2;2;0,000301141526546883;0,00030705401717294;"extracellular vesicular exosome, cytosol, nucleus, peroxisome";0,000411099691675231
"336";336;"P29966";"P29966";"P29966";"MARCS_HUMAN";"Myristoylated alanine-rich C-kinase substrate";"MARCKS";2;4;0,000454739280170242;2;2;2;2;0,000565093888670808;0,000576188712948018;"plasma membrane, extracellular vesicular exosome, centrosome, cell cortex, actin cytoskeleton, germinal vesicle";0,000411099691675231
"337";337;"P30040";"P30040";"P30040";"ERP29_HUMAN";"Endoplasmic reticulum resident protein 29";"ERP29";3;6;0,000867663454117933;3;2;4;2;0,00143763349454949;0,000732929703826597;"melanosome, cell surface, endoplasmic reticulum lumen, endoplasmic reticulum";0,000616649537512847
"338";338;"P30041";"P30041";"P30041";"PRDX6_HUMAN";"Peroxiredoxin-6";"PRDX6";3;6;0,00101098286394991;3;3;3;3;0,00125632480606278;0,00128099097789336;"extracellular space, cytosol, extracellular vesicular exosome, cytoplasmic membrane-bounded vesicle, lysosome";0,000616649537512847
"342";342;"P30050";"P30050-1";"P30050-1";"RL12_HUMAN";"60S ribosomal protein L12";"RPL12";8;20;0,00457495275807638;8;8;10;10;NA;NA;"extracellular vesicular exosome, cytosolic large ribosomal subunit";0,00205549845837616
"344";344;"P30101";"P30101";"P30101";"PDIA3_HUMAN";"Protein disulfide-isomerase A3";"PDIA3";16;28;0,00209270116260523;12;15;12;16;0,00222904361630148;0,00303041033978205;"endoplasmic reticulum lumen, cell surface, melanosome, extracellular vesicular exosome";0,00287769784172662
"346";346;"P30419";"P30419-1,P30419-2";"P30419-1,P30419-2";"NMT1_HUMAN";"Glycylpeptide N-tetradecanoyltransferase 1";"NMT1";2;2;7,60954843833268e-05;2;NA;2;NA;NA;NA;"cytosol, cell junction, actin cytoskeleton, plasma membrane";0,000205549845837616
"347";347;"P30453";"P30453";"P30453";"1A34_HUMAN";"HLA class I histocompatibility antigen, A-34 alpha chain";"HLA-A";0;0;NA;0;0;0;0;NA;NA;"early endosome membrane, MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, plasma membrane, ER to Golgi transport vesicle membrane, Golgi membrane, phagocytic vesicle membrane";0
"348";348;"P30464";"P30464";"P30464";"1B15_HUMAN";"HLA class I histocompatibility antigen, B-15 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"integral component of lumenal side of endoplasmic reticulum membrane, cell surface, early endosome membrane, ER to Golgi transport vesicle membrane, Golgi membrane, MHC class I protein complex, phagocytic vesicle membrane";0
"349";349;"P30479";"P30479";"P30479";"1B41_HUMAN";"HLA class I histocompatibility antigen, B-41 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"phagocytic vesicle membrane, cell surface, integral component of lumenal side of endoplasmic reticulum membrane, early endosome membrane, ER to Golgi transport vesicle membrane, MHC class I protein complex, Golgi membrane";0
"350";350;"P30486";"P30486";"P30486";"1B48_HUMAN";"HLA class I histocompatibility antigen, B-48 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"integral component of membrane, cell surface, MHC class I protein complex";0
"351";351;"P30490";"P30490";"P30490";"1B52_HUMAN";"HLA class I histocompatibility antigen, B-52 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"MHC class I protein complex, ER to Golgi transport vesicle membrane, Golgi membrane, phagocytic vesicle membrane, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, cell surface";0
"352";352;"P30492";"P30492";"P30492";"1B54_HUMAN";"HLA class I histocompatibility antigen, B-54 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane, early endosome membrane, MHC class I protein complex, phagocytic vesicle membrane, cell surface, ER to Golgi transport vesicle membrane";0
"353";353;"P30493";"P30493,Q29940";"P30493,Q29940";"1B55_HUMAN, 1B59_HUMAN";"HLA class I histocompatibility antigen, B-55 alpha chain, HLA class I histocompatibility antigen, B-59 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"cell surface, ER to Golgi transport vesicle membrane, early endosome membrane, MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, Golgi membrane, phagocytic vesicle membrane";0
"354";354;"P30501";"P30501";"P30501";"1C02_HUMAN";"HLA class I histocompatibility antigen, Cw-2 alpha chain";"HLA-C";0;0;NA;0;0;0;0;NA;NA;"phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, early endosome membrane, cell surface, integral component of plasma membrane, MHC class I protein complex, Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane";0
"355";355;"P30508";"P30508";"P30508";"1C12_HUMAN";"HLA class I histocompatibility antigen, Cw-12 alpha chain";"HLA-C";0;0;NA;0;0;0;0;NA;NA;"Golgi membrane, phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex, cell surface, early endosome membrane, integral component of plasma membrane";0
"358";358;"P31146";"P31146";"P31146";"COR1A_HUMAN";"Coronin-1A";"CORO1A";2;4;0,000327491195263602;2;2;2;2;0,000406965663858369;0,000414955862687076;"phagocytic cup, immunological synapse, phagocytic vesicle, extracellular vesicular exosome, phagocytic vesicle membrane, cortical actin cytoskeleton, lamellipodium, actin filament";0,000411099691675231
"360";360;"P31689";"P31689";"P31689";"DNJA1_HUMAN";"DnaJ homolog subfamily A member 1";"DNAJA1";6;14;0,00133100010971743;6;6;6;8;0,00141771665772324;0,0019274020423047;"extracellular vesicular exosome, membrane";0,00143884892086331
"364";364;"P31946";"P31946-1,P31946-2";"P31946-1,P31946-2";"1433B_HUMAN";"14-3-3 protein beta/alpha";"YWHAB";1;1;9,2974210594192e-05;0;1;0;1;NA;NA;"melanosome, perinuclear region of cytoplasm, extracellular vesicular exosome, cytosol, cytoplasmic vesicle membrane, transcriptional repressor complex";0,000102774922918808
"365";365;"P31947";"P31947-1,P31947-2";"P31947-1,P31947-2";"1433S_HUMAN";"14-3-3 protein sigma";"SFN";1;1;8,56074199312426e-05;0;1;0;1;NA;NA;"extracellular space, cytoplasmic vesicle membrane, cytosol, nucleus, extracellular vesicular exosome";0,000102774922918808
"367";367;"P32119";"P32119-1";"P32119-1";"PRDX2_HUMAN";"Peroxiredoxin-2";"PRDX2";5;9;0,00187157158284943;4;4;5;4;NA;NA;"cytosol, cytoplasm, extracellular vesicular exosome";0,00092497430626927
"368";368;"P32942";"P32942";"P32942";"ICAM3_HUMAN";"Intercellular adhesion molecule 3";"ICAM3";6;13;0,000897008561798339;6;5;7;6;0,00120043710902281;0,00104914800383222;"extracellular vesicular exosome, integral component of plasma membrane";0,0013360739979445
"371";371;"P34897";"P34897-1,P34897-3";"P34897-1,P34897-3";"GLYM_HUMAN";"Serine hydroxymethyltransferase, mitochondrial";"SHMT2";6;13;0,000486769527086995;5;6;6;7;NA;NA;"extracellular vesicular exosome, microtubule cytoskeleton, mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial nucleoid";0,0013360739979445
"373";373;"P35232";"P35232";"P35232";"PHB_HUMAN";"Prohibitin";"PHB";5;8;0,00111009883100383;2;5;3;5;0,00103462042852229;0,00175822291083402;"mitochondrial inner membrane, extracellular vesicular exosome, integral component of plasma membrane, nucleoplasm";0,000822199383350463
"376";376;"P35251";"P35251-1,P35251-2";"P35251-1,P35251-2";"RFC1_HUMAN";"Replication factor C subunit 1";"RFC1";1;1;1,64387457552831e-05;NA;1;NA;1;NA;NA;"DNA replication factor C complex, cytoplasm, nucleolus, nucleoplasm, extracellular vesicular exosome";0,000102774922918808
"377";377;"P35268";"P35268";"P35268";"RL22_HUMAN";"60S ribosomal protein L22";"RPL22";3;6;0,00176922001191235;3;3;3;3;0,00219856841060986;0,00224173421131338;"cytosolic large ribosomal subunit, extracellular vesicular exosome";0,000616649537512847
"378";378;"P35527";"P35527";"P35527";"K1C9_HUMAN";"Keratin, type I cytoskeletal 9";"KRT9";21;53;0,00326876613540967;19;19;27;26;0,00414069599001964;0,00406173208681399;"intermediate filament, extracellular vesicular exosome, extracellular space";0,00544707091469681
"379";379;"P35579";"P35579-1";"P35579-1";"MYH9_HUMAN";"Myosin-9";"MYH9";34;62;0,00156336953558081;30;28;32;30;NA;NA;"uropod, nucleus, ruffle, plasma membrane, cleavage furrow, protein complex, actomyosin contractile ring, myosin II complex, spindle, stress fiber, cortical cytoskeleton, cytosol, cell-cell adherens junction, immunological synapse, extracellular vesicular exosome, neuromuscular junction";0,00637204522096608
"380";380;"P35580";"P35580-1,P35580-2,P35580-3";"P35580-1,P35580-2,P35580-3";"MYH10_HUMAN";"Myosin-10";"MYH10";2;2;1,58906820213087e-05;0;2;0;2;NA;NA;"neuronal cell body, lamellipodium, myosin complex, axon, dendritic spine, growth cone, midbody, cell cortex, plasma membrane, spindle, neuromuscular junction, stress fiber, cleavage furrow, myosin II complex";0,000205549845837616
"381";381;"P35613";"P35613-1,P35613-2";"P35613-1,P35613-2";"BASI_HUMAN";"Basigin";"BSG";11;31;0,00151953788036108;10;9;15;16;NA;NA;"sarcolemma, mitochondrion, membrane raft, integral component of plasma membrane, extracellular vesicular exosome, melanosome, acrosomal membrane, Golgi membrane";0,00318602261048304
"385";385;"P35908";"P35908";"P35908";"K22E_HUMAN";"Keratin, type II cytoskeletal 2 epidermal";"KRT2";13;23;0,00205528861042007;8;12;10;13;0,00233166139099801;0,00282819022960237;"keratin filament, intermediate filament, extracellular vesicular exosome, extracellular space, Golgi apparatus";0,00236382322713258
"388";388;"P36578";"P36578";"P36578";"RL4_HUMAN";"60S ribosomal protein L4";"RPL4";11;23;0,00203301472094846;10;11;11;12;0,00241653733188032;0,0026879810683664;"cytosolic large ribosomal subunit, extracellular vesicular exosome, nucleolus";0,00236382322713258
"390";390;"P36969";"P36969-1,P36969-2";"P36969-1,P36969-2";"GPX4_HUMAN";"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial";"GPX4";2;2;0,000191590661188478;NA;2;NA;2;NA;NA;"extracellular vesicular exosome, mitochondrial inner membrane, cytosol, nuclear envelope, mitochondrion";0,000205549845837616
"393";393;"P37802";"P37802";"P37802";"TAGL2_HUMAN";"Transgelin-2";"TAGLN2";6;9;0,00170698614214659;5;4;5;4;0,00235692425928025;0,00192255932360545;"extracellular vesicular exosome";0,00092497430626927
"394";394;"P38159";"P38159-1,P38159-2";"P38159-1,P38159-2";"RBMX_HUMAN";"RNA-binding motif protein, X chromosome";"RBMX";8;22;0,00106183366443844;7;8;11;11;NA;NA;"nucleoplasm, extracellular vesicular exosome, extracellular space, catalytic step 2 spliceosome, supraspliceosomal complex, nuclear euchromatin";0,00226104830421377
"395";395;"P38606";"P38606";"P38606";"VATA_HUMAN";"V-type proton ATPase catalytic subunit A";"ATP6V1A";5;7;0,000428206680354798;5;2;5;2;0,000760174923171427;0,000310039955751608;"proton-transporting two-sector ATPase complex, proton-transporting V-type ATPase, V1 domain, microvillus, mitochondrion, lysosomal membrane, cytosol, apical plasma membrane, integral component of plasma membrane, extracellular vesicular exosome";0,000719424460431655
"396";396;"P38646";"P38646";"P38646";"GRP75_HUMAN";"Stress-70 protein, mitochondrial";"HSPA9";19;41;0,002279054153784;18;18;21;20;0,00290120367585631;0,00281729974519502;"nucleolus, extracellular vesicular exosome, mitochondrial nucleoid";0,00421377183967112
"398";398;"P39019";"P39019";"P39019";"RS19_HUMAN";"40S ribosomal protein S19";"RPS19";12;22;0,00572657879717836;11;10;12;10;0,00776322087056723;0,00659636733443938;"nucleolus, extracellular vesicular exosome, cytosolic small ribosomal subunit";0,00226104830421377
"399";399;"P39023";"P39023";"P39023";"RL3_HUMAN";"60S ribosomal protein L3";"RPL3";15;36;0,00337161530806125;14;14;18;18;0,00418982764106296;0,00427208901808605;"nucleolus, extracellular vesicular exosome, cytosolic large ribosomal subunit";0,00369989722507708
"403";403;"P40227";"P40227";"P40227";"TCPZ_HUMAN";"T-complex protein 1 subunit zeta";"CCT6A";14;30;0,00213239323469662;13;13;15;15;0,00264987529715689;0,00270190187427602;"cytosol, chaperonin-containing T-complex, zona pellucida receptor complex, acrosomal vesicle, extracellular vesicular exosome, cell body, microtubule";0,00308324768756423
"404";404;"P40926";"P40926";"P40926";"MDHM_HUMAN";"Malate dehydrogenase, mitochondrial";"MDH2";21;58;0,00647667128621167;20;21;30;28;0,00832593954313793;0,00792344715320233;"plasma membrane, mitochondrial matrix, nucleus, mitochondrial inner membrane, extracellular vesicular exosome";0,00596094552929085
"407";407;"P41091";"P41091";"P41091";"IF2G_HUMAN";"Eukaryotic translation initiation factor 2 subunit 3";"EIF2S3";3;6;0,000479788477806738;3;3;3;3;0,000596221941860301;0,000607927921712104;"cytosol, extracellular vesicular exosome";0,000616649537512847
"408";408;"P41252";"P41252";"P41252";"SYIC_HUMAN";"Isoleucine--tRNA ligase, cytoplasmic";"IARS";11;17;0,000508428783138044;8;8;8;9;0,000594647134829503;0,000682112470003438;"cytosol, nucleus, extracellular vesicular exosome";0,00174717368961973
"409";409;"P42081";"P42081-1,P42081-3";"P42081-1,P42081-3";"CD86_HUMAN";"T-lymphocyte activation antigen CD86";"CD86";3;6;0,000344164379216992;3;3;3;3;NA;NA;"plasma membrane, integral component of membrane, intracellular membrane-bounded organelle, external side of plasma membrane, extracellular vesicular exosome";0,000616649537512847
"417";417;"P43007";"P43007-1,P43007-2";"P43007-1,P43007-2";"SATT_HUMAN";"Neutral amino acid transporter A";"SLC1A4";1;1;3,5473082945611e-05;NA;1;NA;1;NA;NA;"melanosome, neuronal cell body, intermediate filament, dendrite, integral component of plasma membrane, extracellular vesicular exosome";0,000102774922918808
"418";418;"P43121";"P43121-1";"P43121-1";"MUC18_HUMAN";"Cell surface glycoprotein MUC18";"MCAM";11;21;0,00122695133953054;10;10;11;10;NA;NA;"integral component of membrane, external side of plasma membrane";0,00215827338129496
"427";427;"P46459";"P46459";"P46459";"NSF_HUMAN";"Vesicle-fusing ATPase";"NSF";3;4;0,000202921291688871;NA;3;NA;4;NA;0,00051423293736221;"cytosol, plasma membrane, lysosomal membrane";0,000411099691675231
"429";429;"P46777";"P46777";"P46777";"RL5_HUMAN";"60S ribosomal protein L5";"RPL5";9;19;0,00241455840009586;8;8;10;9;0,00315843722287387;0,00289840382876882;"extracellular vesicular exosome, nucleolus, nucleus, cytosolic large ribosomal subunit";0,00195272353545735
"431";431;"P46779";"P46779-1";"P46779-1";"RL28_HUMAN";"60S ribosomal protein L28";"RPL28";5;10;0,00275498979957154;5;5;5;5;NA;NA;"cytosolic large ribosomal subunit, extracellular vesicular exosome";0,00102774922918808
"432";432;"P46781";"P46781";"P46781";"RS9_HUMAN";"40S ribosomal protein S9";"RPS9";12;19;0,00369651466406429;8;11;8;11;0,00386827156780842;0,00542330200950041;"cytosolic small ribosomal subunit, extracellular vesicular exosome, nucleolus";0,00195272353545735
"433";433;"P46782";"P46782";"P46782";"RS5_HUMAN";"40S ribosomal protein S5";"RPS5";9;26;0,00481042826768325;9;9;14;12;0,00643763822191646;0,00562631331466888;"extracellular vesicular exosome, cytosolic small ribosomal subunit";0,002672147995889
"435";435;"P46940";"P46940";"P46940";"IQGA1_HUMAN";"Ras GTPase-activating-like protein IQGAP1";"IQGAP1";8;18;0,000410006327443779;8;8;9;9;0,000509505292501018;0,000519508712820965;"cell leading edge, actin filament, neuron projection, midbody, cytoplasm, extrinsic component of cytoplasmic side of plasma membrane, nucleus, ribonucleoprotein complex, microtubule, slit diaphragm, lateral plasma membrane, extracellular vesicular exosome";0,00184994861253854
"436";436;"P47756";"P47756-2";"P47756-2";"CAPZB_HUMAN";"F-actin-capping protein subunit beta";"CAPZB";4;9;0,00122631856421361;4;3;5;4;NA;NA;"F-actin capping protein complex, Z disc, extracellular vesicular exosome, cortical cytoskeleton, cytosol, lamellipodium, intercalated disc, acrosomal vesicle, WASH complex, membrane";0,00092497430626927
"439";439;"P48047";"P48047";"P48047";"ATPO_HUMAN";"ATP synthase subunit O, mitochondrial";"ATP5O";7;18;0,00318957973978564;7;6;9;9;0,00396361628955017;0,00404143632462131;"plasma membrane, mitochondrial proton-transporting ATP synthase complex";0,00184994861253854
"441";441;"P48643";"P48643";"P48643";"TCPE_HUMAN";"T-complex protein 1 subunit epsilon";"CCT5";7;11;0,000902853023367252;4;6;4;7;0,000809167096285248;0,00146962735726275;"zona pellucida receptor complex, centrosome, extracellular vesicular exosome, cytosol, chaperonin-containing T-complex, nucleolus, cell body, microtubule";0,00113052415210689
"443";443;"P49207";"P49207";"P49207";"RL34_HUMAN";"60S ribosomal protein L34";"RPL34";3;4;0,00129037129073949;2;2;2;2;0,00160351428238212;0,00163499703161318;"extracellular vesicular exosome, cytosolic large ribosomal subunit";0,000411099691675231
"444";444;"P49257";"P49257";"P49257";"LMAN1_HUMAN";"Protein ERGIC-53";"LMAN1";3;4;0,000296026354934354;3;1;3;1;0,000551797561878553;0,000187543777155629;"integral component of membrane, sarcomere, extracellular vesicular exosome, endoplasmic reticulum membrane, endoplasmic reticulum-Golgi intermediate compartment, endoplasmic reticulum-Golgi intermediate compartment membrane, ER to Golgi transport vesicle membrane, Golgi membrane";0,000411099691675231
"446";446;"P49327";"P49327";"P49327";"FAS_HUMAN";"Fatty acid synthase";"FASN";24;49;0,000736529132796645;23;17;28;21;0,00104602006951092;0,000799917902563437;"mitochondrion, plasma membrane, Golgi apparatus, glycogen granule, cytosol, extracellular vesicular exosome, melanosome";0,00503597122302158
"447";447;"P49368";"P49368-1";"P49368-1";"TCPG_HUMAN";"T-complex protein 1 subunit gamma";"CCT3";17;31;0,00214687003280373;15;15;15;16;NA;NA;"cytosol, chaperonin-containing T-complex, cell body, microtubule, plasma membrane, extracellular vesicular exosome, zona pellucida receptor complex";0,00318602261048304
"448";448;"P49411";"P49411";"P49411";"EFTU_HUMAN";"Elongation factor Tu, mitochondrial";"TUFM";21;51;0,0042586534800014;19;19;27;24;0,00560343099341274;0,00507861909819669;"mitochondrial nucleoid, extracellular vesicular exosome";0,0052415210688592
"449";449;"P49721";"P49721";"P49721";"PSB2_HUMAN";"Proteasome subunit beta type-2";"PSMB2";2;4;0,00075111164684836;2;2;2;2;0,000933388910640339;0,000951714690043492;"extracellular vesicular exosome, proteasome core complex, nucleoplasm, cytosol";0,000411099691675231
"456";456;"P50395";"P50395-1";"P50395-1";"GDIB_HUMAN";"Rab GDP dissociation inhibitor beta";"GDI2";4;7;0,000593715779278451;3;4;3;4;NA;NA;"membrane, cytosol, extracellular vesicular exosome, Golgi apparatus";0,000719424460431655
"459";459;"P50552";"P50552";"P50552";"VASP_HUMAN";"Vasodilator-stimulated phosphoprotein";"VASP";2;4;0,000397298528990843;2;1;3;1;0,000740570411994901;0,000251703490393081;"tight junction, actin cytoskeleton, plasma membrane, extracellular vesicular exosome, lamellipodium membrane, filopodium membrane, cytosol, focal adhesion";0,000411099691675231
"460";460;"P50895";"P50895";"P50895";"BCAM_HUMAN";"Basal cell adhesion molecule";"BCAM";10;19;0,00114191695036381;9;8;10;9;0,0014937195146394;0,00137074193812793;"integral component of plasma membrane, extracellular vesicular exosome, external side of plasma membrane";0,00195272353545735
"461";461;"P50914";"P50914";"P50914";"RL14_HUMAN";"60S ribosomal protein L14";"RPL14";6;16;0,00280880820495852;6;6;8;8;0,00349044039141783;0,00355897028276729;"cytosolic large ribosomal subunit, extracellular vesicular exosome";0,00164439876670093
"462";462;"P50990";"P50990";"P50990";"TCPQ_HUMAN";"T-complex protein 1 subunit theta";"CCT8";14;29;0,00199736760468937;12;14;14;15;0,00239649306071343;0,00261808375043899;"microtubule, intermediate filament cytoskeleton, extracellular vesicular exosome, zona pellucida receptor complex, aggresome, cell body, chaperonin-containing T-complex, cytosol, centrosome";0,00298047276464543
"463";463;"P50991";"P50991";"P50991";"TCPD_HUMAN";"T-complex protein 1 subunit delta";"CCT4";11;23;0,00189478835718649;11;9;14;9;0,00284259350058649;0,00189653209714082;"cell body, chaperonin-containing T-complex, extracellular vesicular exosome, zona pellucida receptor complex, cytosol, centrosome, melanosome, microtubule, nucleus";0,00236382322713258
