"";"protein.acs";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5767";"peptide.count.P5768";"spectra.count.P5767";"spectra.count.P5768";"dNSAF.P5767";"dNSAF.P5768";"Go.Cc"
"187";"P32969";"P32969";"P32969";"RL9_HUMAN";"60S ribosomal protein L9";"RPL9,RPL9P8,RPL9P7,RPL9P9";2;2;0,000616506208169191;2;NA;2;NA;0,00147644594754687;NA;"cytosolic large ribosomal subunit, nucleolus"
"188";"P33316";"P33316-2,P33316-3";"P33316-2,P33316-3";"DUT_HUMAN";"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial";"DUT";1;1;0,000117429753936989;1;NA;1;NA;NA;NA;"nucleoplasm, extracellular vesicular exosome, mitochondrion"
"189";"P33991";"P33991";"P33991";"MCM4_HUMAN";"DNA replication licensing factor MCM4";"MCM4";2;2;0,000137160129743319;2;NA;2;NA;0,000328479283811123;NA;"MCM complex, nucleoplasm"
"190";"P33992";"P33992";"P33992";"MCM5_HUMAN";"DNA replication licensing factor MCM5";"MCM5";5;5;0,000403164822780942;5;NA;5;NA;0,000965523235452995;NA;"nucleoplasm, MCM complex"
"191";"P33993";"P33993-1";"P33993-1";"MCM7_HUMAN";"DNA replication licensing factor MCM7";"MCM7";3;3;0,000246945463077506;3;NA;3;NA;NA;NA;"cytosol, MCM complex, nucleoplasm, chromatin"
"192";"P34932";"P34932";"P34932";"HSP74_HUMAN";"Heat shock 70 kDa protein 4";"HSPA4";2;2;0,000156573005249318;NA;2;NA;2;NA;0,000423810221163819;"extracellular vesicular exosome, mitochondrion, nucleus"
"193";"P35232";"P35232";"P35232";"PHB_HUMAN";"Prohibitin";"PHB";4;10;0,00217590426412656;3;4;4;6;0,0020843942788897;0,00314118163921419;"mitochondrial inner membrane, extracellular vesicular exosome, integral component of plasma membrane, nucleoplasm"
"194";"P35527";"P35527";"P35527";"K1C9_HUMAN";"Keratin, type I cytoskeletal 9";"KRT9";23;127;0,0121769756990275;19;22;57;70;0,0130551114842284;0,0161839346756707;"intermediate filament, extracellular vesicular exosome, extracellular space"
"195";"P35579";"P35579-1";"P35579-1";"MYH9_HUMAN";"Myosin-9";"MYH9";45;102;0,00349865746223473;39;24;64;38;NA;NA;"uropod, nucleus, ruffle, plasma membrane, cleavage furrow, protein complex, actomyosin contractile ring, myosin II complex, spindle, stress fiber, cortical cytoskeleton, cytosol, cell-cell adherens junction, immunological synapse, extracellular vesicular exosome, neuromuscular junction"
"196";"P35749";"P35749-1,P35749-2,P35749-3,P35749-4";"P35749-1,P35749-2,P35749-3,P35749-4";"MYH11_HUMAN";"Myosin-11";"MYH11";1;1;8,52295945439595e-06;0;1;0;1;NA;NA;"melanosome, smooth muscle contractile fiber, stress fiber, muscle myosin complex, myosin filament, cytosol"
"197";"P35908";"P35908";"P35908";"K22E_HUMAN";"Keratin, type II cytoskeletal 2 epidermal";"KRT2";21;109;0,0135197538063872;19;20;46;63;0,014281149627081;0,0181936137469615;"keratin filament, intermediate filament, extracellular vesicular exosome, extracellular space, Golgi apparatus"
"198";"P36542";"P36542-1,P36542-2";"P36542-1,P36542-2";"ATPG_HUMAN";"ATP synthase subunit gamma, mitochondrial";"ATP5C1";1;1;9,93030133963797e-05;1;NA;1;NA;NA;NA;"mitochondrial matrix, mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)"
"199";"P36578";"P36578";"P36578";"RL4_HUMAN";"60S ribosomal protein L4";"RPL4";11;23;0,00318792905769923;9;7;14;9;0,0046471741299836;0,00300141009086508;"cytosolic large ribosomal subunit, extracellular vesicular exosome, nucleolus"
"200";"P36639";"P36639-1,P36639-2,P36639-3,P36639-4";"P36639-1,P36639-2,P36639-3,P36639-4";"8ODP_HUMAN";"7,8-dihydro-8-oxoguanine triphosphatase";"NUDT1";1;1;7,51073553099522e-05;NA;1;NA;1;NA;NA;"nucleus, cytosol, mitochondrial matrix"
"201";"P36957";"P36957";"P36957";"ODO2_HUMAN";"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial";"DLST";2;4;0,000522601289044082;2;NA;4;NA;0,00125155682970861;NA;"nucleus, oxoglutarate dehydrogenase complex, mitochondrial matrix"
"202";"P37268";"P37268";"P37268";"FDFT_HUMAN";"Squalene synthase";"FDFT1";1;1;0,000141929486772763;NA;1;NA;1;NA;0,000341487372448545;"endoplasmic reticulum membrane, integral component of membrane"
"203";"P37802";"P37802";"P37802";"TAGL2_HUMAN";"Transgelin-2";"TAGLN2";5;11;0,00327151033078726;4;4;5;6;0,00356127665739949;0,00429347440133798;"extracellular vesicular exosome"
"204";"P38646";"P38646";"P38646";"GRP75_HUMAN";"Stress-70 protein, mitochondrial";"HSPA9";10;16;0,00139462965500424;7;8;7;9;0,00146122485530412;0,00188748469631721;"nucleolus, extracellular vesicular exosome, mitochondrial nucleoid"
"205";"P39019";"P39019";"P39019";"RS19_HUMAN";"40S ribosomal protein S19";"RPS19";3;8;0,00326535701982026;2;3;4;4;0,00391003616453792;0,00392828232582188;"nucleolus, extracellular vesicular exosome, cytosolic small ribosomal subunit"
"206";"P39023";"P39023";"P39023";"RL3_HUMAN";"60S ribosomal protein L3";"RPL3";11;27;0,00396522107090457;9;7;17;10;0,00597905654192679;0,00353350457347502;"nucleolus, extracellular vesicular exosome, cytosolic large ribosomal subunit"
"207";"P39748";"P39748";"P39748";"FEN1_HUMAN";"Flap endonuclease 1";"FEN1";2;4;0,000622995747202551;1;2;2;2;0,00074599374191842;0,000749474917426543;"nucleolus, mitochondrion, nucleoplasm"
"208";"P40227";"P40227";"P40227";"TCPZ_HUMAN";"T-complex protein 1 subunit zeta";"CCT6A";5;7;0,000780211246496603;4;3;4;3;0,00106771232364972;0,000804521097802504;"cytosol, chaperonin-containing T-complex, zona pellucida receptor complex, acrosomal vesicle, extracellular vesicular exosome, cell body, microtubule"
"209";"P40925";"P40925-1";"P40925-1";"MDHC_HUMAN";"Malate dehydrogenase, cytoplasmic";"MDH1";5;8;0,00141759511339503;2;4;2;6;NA;NA;"centrosome, cytosol, mitochondrion, extracellular vesicular exosome, extracellular space"
"210";"P40926";"P40926";"P40926";"MDHM_HUMAN";"Malate dehydrogenase, mitochondrial";"MDH2";10;19;0,00332694474467634;7;7;10;9;0,00419345594569526;0,00379172221538281;"plasma membrane, mitochondrial matrix, nucleus, mitochondrial inner membrane, extracellular vesicular exosome"
"211";"P40939";"P40939";"P40939";"ECHA_HUMAN";"Trifunctional enzyme subunit alpha, mitochondrial";"HADHA";3;6;0,000465409666979625;1;3;1;5;0,000185765151984928;0,00093316011999373;"nucleolus, mitochondrial nucleoid, mitochondrial inner membrane, mitochondrial fatty acid beta-oxidation multienzyme complex"
"212";"P41091";"P41091,Q2VIR3-1";"P41091,Q2VIR3-1";"IF2G_HUMAN, IF2GL_HUMAN";"Eukaryotic translation initiation factor 2 subunit 3, Putative eukaryotic translation initiation factor 2 subunit 3-like protein";"EIF2S3, EIF2S3L";2;2;0,000125391093186954;NA;2;NA;2;NA;0,000603390823351878;"cytosol, extracellular vesicular exosome"
"213";"P41250";"P41250";"P41250";"SYG_HUMAN";"Glycine--tRNA ligase";"GARS";3;33;0,00264288452974289;3;NA;33;NA;0,00632933797270432;NA;"mitochondrial matrix, secretory granule, cytosol"
"214";"P41252";"P41252";"P41252";"SYIC_HUMAN";"Isoleucine--tRNA ligase, cytoplasmic";"IARS";6;10;0,000468974611602554;5;2;7;3;0,000786189918186607;0,00033851085810866;"cytosol, nucleus, extracellular vesicular exosome"
"215";"P42166";"P42166-1";"P42166-1";"LAP2A_HUMAN";"Lamina-associated polypeptide 2, isoform alpha";"TMPO";1;1;0,000284267992239396;0;1;0;1;NA;NA;"nuclear inner membrane, chromatin, nuclear envelope"
"216";"P42167";"P42167-1";"P42167-1";"LAP2B_HUMAN";"Lamina-associated polypeptide 2, isoforms beta/gamma";"TMPO";3;8;0,00347633456588795;3;2;5;3;NA;NA;"nuclear inner membrane, nuclear envelope, integral component of membrane"
"217";"P42677";"P42677";"P42677";"RS27_HUMAN";"40S ribosomal protein S27";"RPS27";2;5;0,00352289261810966;2;2;2;3;0,00337473359439285;0,00508572265396583;"nucleus, cytosolic small ribosomal subunit"
"218";"P42704";"P42704";"P42704";"LPPRC_HUMAN";"Leucine-rich PPR motif-containing protein, mitochondrial";"LRPPRC";2;4;0,000169826674273292;2;2;2;2;0,000203355539403873;0,000204304496859459;"perinuclear region of cytoplasm, nucleoplasm, microtubule, condensed nuclear chromosome, nuclear inner membrane, nuclear outer membrane, ribonucleoprotein complex, mitochondrial nucleoid"
"219";"P42765";"P42765";"P42765";"THIM_HUMAN";"3-ketoacyl-CoA thiolase, mitochondrial";"ACAA2";3;4;0,000596318347448285;NA;3;NA;4;NA;0,00143476306610623;"mitochondrial inner membrane, mitochondrion"
"220";"P42766";"P42766";"P42766";"RL35_HUMAN";"60S ribosomal protein L35";"RPL35";3;5;0,0024058778855383;3;2;3;2;0,00345704416986585;0,00231545096440721;"cytosolic large ribosomal subunit, nucleolus"
"221";"P45880";"P45880-1,P45880-2,P45880-3";"P45880-1,P45880-2,P45880-3";"VDAC2_HUMAN";"Voltage-dependent anion-selective channel protein 2";"VDAC2";4;8;0,000536821732283377;2;4;2;6;NA;NA;"mitochondrial inner membrane, mitochondrial outer membrane, mitochondrial nucleoid, pore complex"
"222";"P46776";"P46776";"P46776";"RL27A_HUMAN";"60S ribosomal protein L27a";"RPL27A";4;8;0,00319916735049958;3;2;4;4;0,00383077867471621;0,00384865498137955;"cytosolic large ribosomal subunit"
"223";"P46777";"P46777";"P46777";"RL5_HUMAN";"60S ribosomal protein L5";"RPL5";4;8;0,00159419787162942;4;3;5;3;0,00238617526876262;0,00143838620516205;"extracellular vesicular exosome, nucleolus, nucleus, cytosolic large ribosomal subunit"
"224";"P46779";"P46779-1";"P46779-1";"RL28_HUMAN";"60S ribosomal protein L28";"RPL28";7;19;0,00820808265474893;4;6;10;9;NA;NA;"cytosolic large ribosomal subunit, extracellular vesicular exosome"
"225";"P46781";"P46781";"P46781";"RS9_HUMAN";"40S ribosomal protein S9";"RPS9";8;19;0,00579642950361136;6;5;11;8;0,00803673670417266;0,00587217461076467;"cytosolic small ribosomal subunit, extracellular vesicular exosome, nucleolus"
"226";"P46782";"P46782";"P46782";"RS5_HUMAN";"40S ribosomal protein S5";"RPS5";4;9;0,00261108511695187;2;4;4;5;0,00277919237185294;0,0034902018213491;"extracellular vesicular exosome, cytosolic small ribosomal subunit"
"227";"P46783";"P46783";"P46783";"RS10_HUMAN";"40S ribosomal protein S10";"RPS10";5;7;0,00251086164781634;3;3;3;4;0,00257706929026363;0,00345212689238893;"nucleolus, cytosolic small ribosomal subunit"
"228";"P46940";"P46940";"P46940";"IQGA1_HUMAN";"Ras GTPase-activating-like protein IQGAP1";"IQGAP1";3;3;0,000107153764606353;2;1;2;1;0,000171078830373566;8,59385843760067e-05;"cell leading edge, actin filament, neuron projection, midbody, cytoplasm, extrinsic component of cytoplasmic side of plasma membrane, nucleus, ribonucleoprotein complex, microtubule, slit diaphragm, lateral plasma membrane, extracellular vesicular exosome"
"229";"P47756";"P47756-2";"P47756-2";"CAPZB_HUMAN";"F-actin-capping protein subunit beta";"CAPZB";2;4;0,000854651205548625;2;2;2;2;NA;NA;"F-actin capping protein complex, Z disc, extracellular vesicular exosome, cortical cytoskeleton, cytosol, lamellipodium, intercalated disc, acrosomal vesicle, WASH complex, membrane"
"230";"P47914";"P47914";"P47914";"RL29_HUMAN";"60S ribosomal protein L29";"RPL29";2;9;0,00335007147080617;2;2;2;7;0,00178287812533962;0,00626919270551762;"cytosolic large ribosomal subunit"
"231";"P48047";"P48047";"P48047";"ATPO_HUMAN";"ATP synthase subunit O, mitochondrial";"ATP5O";3;4;0,00111144781191065;2;2;2;2;0,00133088085412676;0,00133709140198163;"plasma membrane, mitochondrial proton-transporting ATP synthase complex"
"232";"P48735";"P48735";"P48735";"IDHP_HUMAN";"Isocitrate dehydrogenase [NADP], mitochondrial";"IDH2";5;12;0,00157127245975865;4;4;5;7;0,00156790720093473;0,00220531336322412;"mitochondrial matrix, mitochondrial inner membrane"
"233";"P49207";"P49207";"P49207";"RL34_HUMAN";"60S ribosomal protein L34";"RPL34";4;13;0,00657606622047137;3;4;6;7;0,00726865697253845;0,00851967213826754;"extracellular vesicular exosome, cytosolic large ribosomal subunit"
"234";"P49321";"P49321-1,P49321-2,P49321-3";"P49321-1,P49321-2,P49321-3";"NASP_HUMAN";"Nuclear autoantigenic sperm protein";"NASP";4;6;0,000150214710619904;4;NA;6;NA;NA;NA;"cytoplasm, nucleus"
"235";"P49327";"P49327";"P49327";"FAS_HUMAN";"Fatty acid synthase";"FASN";29;64;0,00150848830863859;25;18;38;26;0,00214499196202747;0,0014744747479439;"mitochondrion, plasma membrane, Golgi apparatus, glycogen granule, cytosol, extracellular vesicular exosome, melanosome"
"236";"P49368";"P49368-1";"P49368-1";"TCPG_HUMAN";"T-complex protein 1 subunit gamma";"CCT3";4;4;0,00043438235584765;4;NA;4;NA;NA;NA;"cytosol, chaperonin-containing T-complex, cell body, microtubule, plasma membrane, extracellular vesicular exosome, zona pellucida receptor complex"
"237";"P49411";"P49411";"P49411";"EFTU_HUMAN";"Elongation factor Tu, mitochondrial";"TUFM";9;17;0,00222596931799141;8;5;11;6;0,00344939584205641;0,00189026859704925;"mitochondrial nucleoid, extracellular vesicular exosome"
"238";"P50395";"P50395-1,P50395-2";"P50395-1,P50395-2";"GDIB_HUMAN";"Rab GDP dissociation inhibitor beta";"GDI2";2;2;0,000132999092099421;NA;2;NA;2;NA;NA;"membrane, cytosol, extracellular vesicular exosome, Golgi apparatus"
"239";"P50502";"P50502,Q8IZP2";"P50502,Q8IZP2";"F10A1_HUMAN, ST134_HUMAN";"Hsc70-interacting protein, Putative protein FAM10A4";"ST13, ST13P4";4;13;0,0012633821802876;4;3;7;6;0,00162918173522413;0,00140295797350781;"protein complex, cytosol, cytoplasm, extracellular vesicular exosome"
"240";"P50552";"P50552";"P50552";"VASP_HUMAN";"Vasodilator-stimulated phosphoprotein";"VASP";4;9;0,00140174043120574;4;3;6;3;0,00223798122575526;0,00112421237613981;"tight junction, actin cytoskeleton, plasma membrane, extracellular vesicular exosome, lamellipodium membrane, filopodium membrane, cytosol, focal adhesion"
"241";"P50914";"P50914";"P50914";"RL14_HUMAN";"60S ribosomal protein L14";"RPL14";6;16;0,00440443504999012;5;4;8;8;0,0052740022684465;0,00529861336971323;"cytosolic large ribosomal subunit, extracellular vesicular exosome"
"242";"P50990";"P50990";"P50990";"TCPQ_HUMAN";"T-complex protein 1 subunit theta";"CCT8";8;17;0,00183601848856226;5;6;8;9;0,00206917972210949;0,00233868997956093;"microtubule, intermediate filament cytoskeleton, extracellular vesicular exosome, zona pellucida receptor complex, aggresome, cell body, chaperonin-containing T-complex, cytosol, centrosome"
"243";"P50991";"P50991";"P50991";"TCPD_HUMAN";"T-complex protein 1 subunit delta";"CCT4";6;11;0,0012078488976376;NA;6;NA;11;NA;0,00290612723083762;"cell body, chaperonin-containing T-complex, extracellular vesicular exosome, zona pellucida receptor complex, cytosol, centrosome, melanosome, microtubule, nucleus"
"244";"P51572";"P51572-1,P51572-2";"P51572-1,P51572-2";"BAP31_HUMAN";"B-cell receptor-associated protein 31";"BCAP31";8;15;0,00180440841415373;7;4;9;6;NA;NA;"Golgi membrane, integral component of plasma membrane, lipid particle, endoplasmic reticulum-Golgi intermediate compartment membrane, integral component of lumenal side of endoplasmic reticulum membrane, cytosol"
"245";"P51659";"P51659";"P51659";"DHB4_HUMAN";"Peroxisomal multifunctional enzyme type 2";"HSD17B4";2;2;0,000160827706478919;NA;2;NA;2;NA;0,000386957158453922;"peroxisomal membrane, mitochondrion, peroxisomal matrix"
"246";"P51991";"P51991-1,P51991-2";"P51991-1,P51991-2";"ROA3_HUMAN";"Heterogeneous nuclear ribonucleoprotein A3";"HNRNPA3";2;2;0,000156573005249318;2;NA;2;NA;NA;NA;"nucleoplasm, nucleolus, catalytic step 2 spliceosome"
"247";"P52209";"P52209";"P52209";"6PGD_HUMAN";"6-phosphogluconate dehydrogenase, decarboxylating";"PGD";2;2;0,00024507079082502;2;NA;2;NA;0,000586910190329191;NA;"extracellular vesicular exosome, cytosol"
"248";"P52907";"P52907";"P52907";"CAZA1_HUMAN";"F-actin-capping protein subunit alpha-1";"CAPZA1";2;4;0,0008277565871922;2;2;2;2;0,000991180496255243;0,000995805834342959;"F-actin capping protein complex, WASH complex, extracellular vesicular exosome, cytosol"
"249";"P53396";"P53396-1,P53396-2";"P53396-1,P53396-2";"ACLY_HUMAN";"ATP-citrate synthase";"ACLY";2;4;0,000107510619408251;2;2;2;2;NA;NA;"plasma membrane, mitochondrion, citrate lyase complex, nucleus, extracellular vesicular exosome, cytosol"
"250";"P53999";"P53999";"P53999";"TCP4_HUMAN";"Activated RNA polymerase II transcriptional coactivator p15";"SUB1";3;7;0,00326214308574564;3;2;5;2;0,00558026814820865;0,00224252337497706;"nucleolus, extracellular vesicular exosome, transcription factor complex"
"251";"P54577";"P54577";"P54577";"SYYC_HUMAN";"Tyrosine--tRNA ligase, cytoplasmic";"YARS";4;4;0,000448368151395775;2;2;2;2;0,00053688943547159;0,00053939482693577;"cytosol, nucleus, extracellular space"
"252";"P54819";"P54819-1,P54819-2,P54819-3,P54819-5";"P54819-1,P54819-2,P54819-3,P54819-5";"KAD2_HUMAN";"Adenylate kinase 2, mitochondrial";"AK2";2;4;0,000247634292821097;2;NA;4;NA;NA;NA;"mitochondrial intermembrane space, mitochondrial inner membrane, sperm mitochondrial sheath, cytosol, extracellular vesicular exosome"
"253";"P55060";"P55060-1,P55060-3";"P55060-1,P55060-3";"XPO2_HUMAN";"Exportin-2";"CSE1L";3;6;0,000182856630229379;3;NA;6;NA;NA;NA;"extracellular vesicular exosome, nucleus, cytoplasm"
"254";"P55072";"P55072";"P55072";"TERA_HUMAN";"Transitional endoplasmic reticulum ATPase";"VCP";7;11;0,000807730218147227;5;4;6;5;0,0010551276250459;0,000883376143368754;"site of double-strand break, proteasome complex, lipid particle, extracellular vesicular exosome, endoplasmic reticulum, nucleus, cytosol, perinuclear region of cytoplasm"
"255";"P55084";"P55084";"P55084";"ECHB_HUMAN";"Trifunctional enzyme subunit beta, mitochondrial";"HADHB";1;1;0,000124862016844393;NA;1;NA;1;NA;0,000300422435255365;"mitochondrial outer membrane, endoplasmic reticulum, mitochondrial inner membrane, mitochondrial nucleoid, mitochondrial fatty acid beta-oxidation multienzyme complex"
"256";"P55884";"P55884-1,P55884-2";"P55884-1,P55884-2";"EIF3B_HUMAN";"Eukaryotic translation initiation factor 3 subunit B";"EIF3B";1;1;3,63541744374953e-05;NA;1;NA;1;NA;NA;"eukaryotic translation initiation factor 3 complex, extracellular vesicular exosome, eukaryotic 48S preinitiation complex, eukaryotic 43S preinitiation complex, cytosol"
"257";"P55957";"P55957-1,P55957-2";"P55957-1,P55957-2";"BID_HUMAN";"BH3-interacting domain death agonist";"BID";1;1;0,00015175537431857;NA;1;NA;1;NA;NA;"integral component of mitochondrial membrane, mitochondrial outer membrane, cytosol"
"258";"P57737";"P57737-1,P57737-2";"P57737-1,P57737-2";"CORO7_HUMAN";"Coronin-7";"CORO7";3;3;9,59750205149875e-05;3;NA;3;NA;NA;NA;"Golgi apparatus, cytosol, cytoplasmic membrane-bounded vesicle, Golgi membrane, integral component of membrane"
"259";"P58546";"P58546";"P58546";"MTPN_HUMAN";"Myotrophin";"MTPN";1;1;0,000501564372747816;NA;1;NA;1;NA;0,00120678164670376;"axon, nucleus, cytosol, perinuclear region of cytoplasm, F-actin capping protein complex"
"260";"P60174";"P60174-1,P60174-3";"P60174-1,P60174-3";"TPIS_HUMAN";"Triosephosphate isomerase";"TPI1";9;22;0,00227633061477855;8;6;12;10;NA;NA;"cytosol, extracellular space, extracellular vesicular exosome"
"261";"P60709";"P60709,P63261";"P60709,P63261";"ACTB_HUMAN, ACTG_HUMAN";"Actin, cytoplasmic 1, Actin, cytoplasmic 2";"ACTB, ACTG1";7;87;0,0158610624958012;7;7;37;50;0,0146263422409607;0,023550951169978;"ribonucleoprotein complex, MLL5-L complex, cortical cytoskeleton, cytosol, blood microparticle, NuA4 histone acetyltransferase complex, cytoskeleton, extracellular vesicular exosome, postsynaptic density, axon"
"262";"P60842";"P60842,Q14240-1,Q14240-2";"P60842,Q14240-1,Q14240-2";"IF4A1_HUMAN, IF4A2_HUMAN";"Eukaryotic initiation factor 4A-I, Eukaryotic initiation factor 4A-II";"EIF4A1, EIF4A2";2;4;0,00019404785568604;NA;2;NA;4;NA;0,00140295797350781;"cytosol, eukaryotic translation initiation factor 4F complex, extracellular vesicular exosome"
"263";"P60866";"P60866-1,P60866-2";"P60866-1,P60866-2";"RS20_HUMAN";"40S ribosomal protein S20";"RPS20";3;8;0,00198939818434428;3;3;5;3;NA;NA;"extracellular vesicular exosome, cytosolic small ribosomal subunit"
"264";"P61006";"P61006";"P61006";"RAB8A_HUMAN";"Ras-related protein Rab-8A";"RAB8A";3;6;0,0024016937500852;3;1;5;1;0,00456485703589371;0,00137584767450283;"neuronal cell body, extracellular vesicular exosome, Golgi membrane, dendrite, phagocytic vesicle, postsynaptic density, phagocytic vesicle membrane, recycling endosome membrane, nonmotile primary cilium, cytoplasmic vesicle membrane, plasma membrane"
"265";"P61019";"P61019-1,P61019-2";"P61019-1,P61019-2";"RAB2A_HUMAN";"Ras-related protein Rab-2A";"RAB2A";1;1;0,00013958631128359;NA;1;NA;1;NA;NA;"endoplasmic reticulum-Golgi intermediate compartment membrane, extracellular vesicular exosome, lysosomal membrane, endoplasmic reticulum membrane, melanosome, Golgi membrane"
"266";"P61088";"P61088,Q5JXB2";"P61088,Q5JXB2";"UBE2N_HUMAN, UE2NL_HUMAN";"Putative ubiquitin-conjugating enzyme E2 N-like, Ubiquitin-conjugating enzyme E2 N";"UBE2N, UBE2NL";1;2;0,000388095711372081;1;1;1;1;0,00046471741299836;0,000466886014134568;"nucleus, cytosol, UBC13-UEV1A complex, ubiquitin ligase complex, extracellular vesicular exosome, UBC13-MMS2 complex"
"267";"P61247";"P61247";"P61247";"RS3A_HUMAN";"40S ribosomal protein S3a";"RPS3A";8;23;0,00515623374105141;7;7;10;13;0,0053688943547159;0,007012132750165;"extracellular vesicular exosome, cytosolic small ribosomal subunit, nucleolus"
"268";"P61254";"P61254";"P61254";"RL26_HUMAN";"60S ribosomal protein L26";"RPL26";3;6;0,0024490177648652;2;2;3;3;0,00293252712340344;0,00294621174436641;"cytosolic large ribosomal subunit, extracellular vesicular exosome"
"269";"P61313";"P61313";"P61313";"RL15_HUMAN";"60S ribosomal protein L15";"RPL15";5;15;0,00435180852825311;5;2;10;5;0,00694798092963234;0,0034902018213491;"cytosolic large ribosomal subunit"
"270";"P61353";"P61353";"P61353";"RL27_HUMAN";"60S ribosomal protein L27";"RPL27";3;7;0,00304626596977718;3;2;5;2;0,00521098569722425;0,00209412109280946;"extracellular vesicular exosome, cytosolic large ribosomal subunit"
"271";"P61586";"P61586";"P61586";"RHOA_HUMAN";"Transforming protein RhoA";"RHOA";5;14;0,00429318312839063;4;4;7;7;0,00514078588990413;0,00516477533770623;"cytosol, extracellular vesicular exosome, cell cortex, midbody, cleavage furrow, apical junction complex, plasma membrane, lamellipodium, cytoskeleton"
"272";"P61604";"P61604";"P61604";"CH10_HUMAN";"10 kDa heat shock protein, mitochondrial";"HSPE1";4;10;0,00580241137100415;3;3;4;6;0,00555838474370587;0,00837648437123783;"extracellular vesicular exosome, mitochondrion, mitochondrial matrix"
"273";"P61978";"P61978-1,P61978-2,P61978-3";"P61978-1,P61978-2,P61978-3";"HNRPK_HUMAN";"Heterogeneous nuclear ribonucleoprotein K";"HNRNPK";12;33;0,00140611351150468;8;10;15;18;NA;NA;"extracellular vesicular exosome, podosome, nucleoplasm, nuclear chromatin, cytoplasm, cell projection, cell junction, catalytic step 2 spliceosome"
"274";"P61981";"P61981";"P61981";"1433G_HUMAN";"14-3-3 protein gamma";"YWHAG";4;10;0,00278550983124217;3;3;5;5;0,00331062311502257;0,003374746344885;"extracellular vesicular exosome, cytosol, cytoplasmic vesicle membrane"
"275";"P62081";"P62081";"P62081";"RS7_HUMAN";"40S ribosomal protein S7";"RPS7";5;9;0,00274567713328959;2;5;2;7;0,00146122485530412;0,00513815278441908;"microtubule organizing center, 90S preribosome, cytosolic small ribosomal subunit, nucleolus, small-subunit processome"
"276";"P62241";"P62241";"P62241";"RS8_HUMAN";"40S ribosomal protein S8";"RPS8";5;18;0,00512174388325174;4;5;6;12;0,00408861954705288;0,00821539813332941;"extracellular vesicular exosome, cytosolic small ribosomal subunit"
"277";"P62244";"P62244";"P62244";"RS15A_HUMAN";"40S ribosomal protein S15a";"RPS15A";3;8;0,00364212898364568;2;2;4;4;0,00436119418352307;0,00438154567110902;"cytosolic small ribosomal subunit, extracellular vesicular exosome"
"278";"P62249";"P62249";"P62249";"RS16_HUMAN";"40S ribosomal protein S16";"RPS16";7;18;0,0072967310117559;6;4;11;7;0,010678951511024;0,00682740849436508;"extracellular vesicular exosome, cytosolic small ribosomal subunit"
"279";"P62258";"P62258-1";"P62258-1";"1433E_HUMAN";"14-3-3 protein epsilon";"YWHAE";6;18;0,00485661831753047;6;4;9;9;NA;NA;"mitochondrion, cytosol, extracellular vesicular exosome, kinesin complex, cytoplasmic vesicle membrane, melanosome"
"280";"P62263";"P62263";"P62263";"RS14_HUMAN";"40S ribosomal protein S14";"RPS14";5;16;0,00627121546852899;4;5;6;10;0,00563200573368873;0,00943047909344657;"extracellular vesicular exosome, nucleolus, mitochondrion, cytosolic small ribosomal subunit"
"281";"P62266";"P62266";"P62266";"RS23_HUMAN";"40S ribosomal protein S23";"RPS23";3;5;0,0020693914679805;3;NA;5;NA;0,00495590248127621;NA;"cytosolic small ribosomal subunit"
"282";"P62269";"P62269";"P62269";"RS18_HUMAN";"40S ribosomal protein S18";"RPS18";10;22;0,00856619152403507;10;4;16;6;0,0149198748383684;0,00562106188069907;"cytosolic small ribosomal subunit, extracellular vesicular exosome"
"283";"P62273";"P62273-1";"P62273-1";"RS29_HUMAN";"40S ribosomal protein S29";"RPS29";2;5;0,00528433892716449;2;NA;5;NA;NA;NA;"cytosolic small ribosomal subunit, extracellular vesicular exosome"
"284";"P62280";"P62280";"P62280";"RS11_HUMAN";"40S ribosomal protein S11";"RPS11";6;13;0,00486961865693133;5;4;9;4;0,00807372973848416;0,00360506922306438;"cytosolic small ribosomal subunit, extracellular vesicular exosome"
"285";"P62304";"P62304";"P62304";"RUXE_HUMAN";"Small nuclear ribonucleoprotein E";"SNRPE";1;1;0,000643310825915677;NA;1;NA;1;NA;0,00154782863381569;"nucleoplasm, U7 snRNP, U4 snRNP, U12-type spliceosomal complex, SMN-Sm protein complex, methylosome, catalytic step 2 spliceosome, U1 snRNP, cytosol, pICln-Sm protein complex"
"286";"P62306";"P62306";"P62306";"RUXF_HUMAN";"Small nuclear ribonucleoprotein F";"SNRPF";1;3;0,00206457892968287;1;1;2;1;0,00329625141777906;0,00165581667803539;"U7 snRNP, cytosol, nucleoplasm, U1 snRNP, pICln-Sm protein complex, U12-type spliceosomal complex, methylosome, catalytic step 2 spliceosome, SMN-Sm protein complex, U4 snRNP"
"287";"P62328";"P62328";"P62328";"TYB4_HUMAN";"Thymosin beta-4";"TMSB4X";2;2;0,00269020890837465;NA;2;NA;2;NA;0,00647273792322924;"cytoskeleton, platelet alpha granule lumen, extracellular region"
