"";"X";"accession";"name";"go_name"
"208";208;"P13164";"IFM1_HUMAN";"P:response to interferon-alpha, P:response to interferon-beta, P:ossification, P:negative regulation of cell proliferation, P:response to virus, P:defense response to virus, F:receptor signaling protein activity, P:type I interferon signaling pathway, P:response to interferon-gamma, P:regulation of immune response, C:plasma membrane, P:negative regulation of cell migration, C:integral component of membrane, P:negative regulation of viral genome replication, P:negative regulation of viral entry into host cell, P:positive regulation of osteoblast differentiation"
"212";212;"Q14974";"IMB1_HUMAN";"P:intracellular transport of virus, F:protein transporter activity, P:apoptotic DNA fragmentation, C:nuclear membrane, C:nucleoplasm, F:nuclear localization sequence binding, P:protein import into nucleus, translocation, C:cytosol, P:ribosomal protein import into nucleus, C:extracellular vesicular exosome, P:NLS-bearing protein import into nucleus, F:zinc ion binding, C:nuclear pore, P:small molecule metabolic process, P:cytokine-mediated signaling pathway"
"213";213;"P12268";"IMDH2_HUMAN";"C:nucleus, P:purine nucleobase metabolic process, F:DNA binding, F:metal ion binding, F:nucleotide binding, C:peroxisomal membrane, C:extracellular vesicular exosome, P:GMP biosynthetic process, F:adenyl nucleotide binding, F:IMP dehydrogenase activity, C:cytosol, F:RNA binding, P:purine ribonucleoside monophosphate biosynthetic process"
"214";214;"P46940";"IQGA1_HUMAN";"F:phosphatidylinositol-3,4,5-trisphosphate binding, F:Ras GTPase activator activity, C:cell leading edge, F:GTPase activator activity, P:positive regulation of protein kinase activity, P:small GTPase mediated signal transduction, P:signal transduction, C:actin filament, C:neuron projection, P:negative regulation of dephosphorylation, P:positive regulation of Ras GTPase activity, P:glomerular visceral epithelial cell development, C:midbody, C:cytoplasm, C:extrinsic component of cytoplasmic side of plasma membrane, P:energy reserve metabolic process, P:regulation of insulin secretion, F:calcium ion binding, C:nucleus, C:ribonucleoprotein complex, C:microtubule, P:small molecule metabolic process, P:regulation of cytokine production, P:cellular response to calcium ion, C:slit diaphragm, F:GTPase inhibitor activity, F:calmodulin binding, C:lateral plasma membrane, C:extracellular vesicular exosome"
"215";215;"Q13576";"IQGA2_HUMAN";"F:phosphatidylinositol-3,4,5-trisphosphate binding, C:microtubule, P:signal transduction, C:actin cytoskeleton, C:extracellular vesicular exosome, C:microvillus, P:positive regulation of Ras GTPase activity, F:Ras GTPase activator activity, F:GTPase inhibitor activity, P:small GTPase mediated signal transduction, F:actin binding"
"217";217;"A6NCN2";"K121P_HUMAN";"F:structural molecule activity, C:extracellular space, C:keratin filament"
"218";218;"P13645";"K1C10_HUMAN";"P:keratinocyte differentiation, C:cytoplasm, C:extracellular space, F:structural constituent of epidermis, P:cellular response to calcium ion, C:keratin filament, C:intermediate filament, C:extracellular vesicular exosome"
"219";219;"P13646";"K1C13_HUMAN";"P:cellular response to retinoic acid, F:structural molecule activity, P:response to radiation, C:extracellular vesicular exosome, P:tongue morphogenesis, C:keratin filament"
"220";220;"P02533";"K1C14_HUMAN";"C:keratin filament, C:cell periphery, C:cytosol, F:structural constituent of cytoskeleton, P:epithelial cell differentiation, P:epidermis development, C:extracellular vesicular exosome, P:response to ionizing radiation, P:hemidesmosome assembly, P:intermediate filament bundle assembly, P:response to zinc ion, C:nucleus"
"221";221;"P19012";"K1C15_HUMAN";"C:extracellular vesicular exosome, P:epidermis development, F:structural constituent of cytoskeleton, C:intermediate filament"
"222";222;"P08779";"K1C16_HUMAN";"C:intermediate filament, P:epidermis development, P:cell proliferation, P:intermediate filament cytoskeleton organization, F:structural constituent of cytoskeleton, C:extracellular vesicular exosome, P:cytoskeleton organization"
"224";224;"P35527";"K1C9_HUMAN";"F:structural constituent of cytoskeleton, P:epidermis development, C:intermediate filament, C:extracellular vesicular exosome, C:extracellular space, P:intermediate filament organization"
"225";225;"Q15323";"K1H1_HUMAN";"P:epidermis development, C:extracellular space, F:structural constituent of cytoskeleton, C:intermediate filament"
"227";227;"P35908";"K22E_HUMAN";"C:keratin filament, P:keratinocyte activation, P:keratinocyte proliferation, C:intermediate filament, C:extracellular vesicular exosome, F:structural constituent of cytoskeleton, P:keratinocyte migration, P:keratinization, C:extracellular space, C:Golgi apparatus"
"229";229;"P04264";"K2C1_HUMAN";"P:retina homeostasis, P:complement activation, lectin pathway, P:regulation of angiogenesis, C:extracellular vesicular exosome, F:structural molecule activity, C:keratin filament, C:plasma membrane, C:cytoskeleton, C:membrane, P:fibrinolysis, F:carbohydrate binding, C:blood microparticle, F:receptor activity, P:response to oxidative stress"
"231";231;"P13647";"K2C5_HUMAN";"P:hemidesmosome assembly, C:keratin filament, F:structural constituent of cytoskeleton, C:cytosol, P:epidermis development, C:plasma membrane, C:extracellular vesicular exosome, C:mitochondrion"
"232";232;"P04259";"K2C6B_HUMAN";"F:structural constituent of cytoskeleton, P:ectoderm development, C:keratin filament, C:extracellular vesicular exosome"
"234";234;"Q5XKE5";"K2C79_HUMAN";"F:structural molecule activity, C:extracellular vesicular exosome, C:keratin filament"
"235";235;"P17858";"K6PL_HUMAN";"P:response to glucose, P:fructose 1,6-bisphosphate metabolic process, F:fructose binding, P:glycolysis, F:6-phosphofructokinase activity, F:metal ion binding, C:6-phosphofructokinase complex, F:fructose-6-phosphate binding, P:negative regulation of insulin secretion, C:extracellular vesicular exosome, P:protein oligomerization, P:small molecule metabolic process, P:fructose 6-phosphate metabolic process, F:ATP binding, P:protein homotetramerization"
"236";236;"Q01813";"K6PP_HUMAN";"C:extracellular vesicular exosome, P:glycolysis, P:small molecule metabolic process, F:ATP binding, F:6-phosphofructokinase activity, C:cytosol, P:fructose 6-phosphate metabolic process, C:6-phosphofructokinase complex, F:metal ion binding, F:protein complex binding"
"237";237;"Q14722";"KCAB1_HUMAN";"F:voltage-gated potassium channel activity, C:integral component of membrane, P:regulation of potassium ion transmembrane transporter activity, C:plasma membrane, P:learning or memory, F:potassium channel regulator activity, P:synaptic transmission, P:potassium ion transmembrane transport, C:cytoplasm"
"238";238;"Q13303";"KCAB2_HUMAN";"C:juxtaparanode region of axon, F:voltage-gated potassium channel activity, C:cytoplasm, C:plasma membrane, P:synaptic transmission, P:protein heterooligomerization, C:integral component of membrane, F:potassium channel regulator activity, P:potassium ion transmembrane transport"
"240";240;"Q07666";"KHDR1_HUMAN";"C:cytoplasm, F:poly(A) RNA binding, C:Grb2-Sos complex, P:positive regulation of RNA export from nucleus, P:transcription, DNA-templated, C:membrane, C:nucleus, P:cell surface receptor signaling pathway, P:cell cycle arrest, P:negative regulation of transcription, DNA-templated, P:positive regulation of translational initiation, P:mRNA processing, P:cell proliferation, P:G2/M transition of mitotic cell cycle, P:positive regulation of signal transduction, F:poly(U) RNA binding, F:DNA binding"
"242";242;"P33176";"KINH_HUMAN";"F:ATP binding, P:regulation of membrane potential, P:positive regulation of establishment of protein localization to plasma membrane, P:vesicle transport along microtubule, F:microtubule motor activity, P:stress granule disassembly, P:cellular protein metabolic process, C:perinuclear region of cytoplasm, C:ciliary rootlet, C:microtubule, C:vesicle, F:microtubule binding, P:positive regulation of potassium ion transport, C:neuron projection, C:kinesin complex, P:cytoplasm organization"
"243";243;"P14618";"KPYM_HUMAN";"P:programmed cell death, P:glycolysis, F:pyruvate kinase activity, C:cytosol, F:magnesium ion binding, F:ATP binding, C:mitochondrion, F:MHC class II protein complex binding, F:potassium ion binding, C:plasma membrane, C:nucleus, C:extracellular vesicular exosome, C:cilium, P:small molecule metabolic process"
"246";246;"O76011";"KRT34_HUMAN";"P:epidermis development, C:extracellular space, F:structural molecule activity, C:intermediate filament"
"247";247;"Q92764";"KRT35_HUMAN";"F:structural molecule activity, P:anatomical structure morphogenesis, C:intermediate filament, C:extracellular space"
"251";251;"P78385";"KRT83_HUMAN";"F:structural molecule activity, C:extracellular space, P:epidermis development, C:keratin filament"
"252";252;"P78386";"KRT85_HUMAN";"P:epidermis development, C:keratin filament, C:extracellular space, F:structural molecule activity"
"254";254;"O76009";"KT33A_HUMAN";"F:structural molecule activity, C:intermediate filament, C:extracellular space"
"255";255;"Q14525";"KT33B_HUMAN";"C:extracellular space, C:intermediate filament, F:structural molecule activity"
"258";258;"Q01650";"LAT1_HUMAN";"C:plasma membrane, P:blood coagulation, F:peptide antigen binding, C:extracellular vesicular exosome, P:cellular amino acid metabolic process, P:leukocyte migration, F:L-amino acid transmembrane transporter activity, P:cell differentiation, P:nervous system development, P:L-alpha-amino acid transmembrane transport, C:integral component of membrane, C:cytosol, F:neutral amino acid transmembrane transporter activity, C:apical plasma membrane"
"259";259;"O95232";"LC7L3_HUMAN";"C:U1 snRNP, P:RNA splicing, F:mRNA binding, P:mRNA splice site selection, C:plasma membrane, C:nuclear speck, C:focal adhesion, C:nucleus, F:DNA binding"
"260";260;"P00338";"LDHA_HUMAN";"C:extracellular vesicular exosome, P:glycolysis, P:substantia nigra development, C:cilium, P:cellular response to extracellular stimulus, C:mitochondrion, P:cellular carbohydrate metabolic process, P:pyruvate metabolic process, F:L-lactate dehydrogenase activity, C:cytosol"
"261";261;"P07195";"LDHB_HUMAN";"P:glycolysis, F:NAD binding, P:lactate metabolic process, C:extracellular vesicular exosome, F:L-lactate dehydrogenase activity, P:pyruvate metabolic process, C:cytosol, C:mitochondrion, P:NAD metabolic process, P:cellular carbohydrate metabolic process"
"270";270;"Q86UE4";"LYRIC_HUMAN";"P:lipopolysaccharide-mediated signaling pathway, P:negative regulation of transcription from RNA polymerase II promoter, C:nucleolus, P:tight junction assembly, P:positive regulation of autophagy, P:positive regulation of angiogenesis, C:intercellular canaliculus, C:tight junction, C:perinuclear region of cytoplasm, F:transcription coactivator activity, P:positive regulation of NF-kappaB transcription factor activity, F:double-stranded RNA binding, P:negative regulation of apoptotic process, P:positive regulation of protein kinase B signaling, C:endoplasmic reticulum membrane, C:integral component of membrane, C:apical plasma membrane, C:nuclear body, C:nuclear membrane, P:positive regulation of I-kappaB kinase/NF-kappaB signaling"
"271";271;"P27816";"MAP4_HUMAN";"P:mitotic spindle organization, C:microtubule associated complex, P:establishment of spindle orientation, P:microtubule sliding, F:structural molecule activity, C:microtubule, C:mitotic spindle, C:cytoplasm, C:plasma membrane, P:cell division"
"272";272;"P29966";"MARCS_HUMAN";"F:actin filament binding, P:small molecule metabolic process, C:plasma membrane, C:extracellular vesicular exosome, C:centrosome, F:calmodulin binding, C:cell cortex, P:regulation of insulin secretion, C:actin cytoskeleton, C:germinal vesicle, P:energy reserve metabolic process"
"283";283;"P40926";"MDHM_HUMAN";"P:tricarboxylic acid cycle, C:plasma membrane, F:L-malate dehydrogenase activity, C:mitochondrial matrix, P:NADH metabolic process, P:malate metabolic process, F:malate dehydrogenase (NADP+) activity, C:nucleus, P:oxaloacetate metabolic process, C:mitochondrial inner membrane, P:gluconeogenesis, P:internal protein amino acid acetylation, P:cellular carbohydrate metabolic process, C:extracellular vesicular exosome"
"284";284;"P14174";"MIF_HUMAN";"P:inflammatory response, P:negative regulation of cell aging, C:cytoplasm, P:positive regulation of ERK1 and ERK2 cascade, P:regulation of macrophage activation, P:positive regulation of myeloid leukocyte cytokine production involved in immune response, P:DNA damage response, signal transduction by p53 class mediator, P:positive regulation of chemokine (C-X-C motif) ligand 2 production, P:prostaglandin biosynthetic process, C:cell surface, P:negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator, P:negative regulation of mature B cell apoptotic process, P:positive regulation of fibroblast proliferation, P:negative regulation of myeloid cell apoptotic process, F:phenylpyruvate tautomerase activity, F:cytokine activity, C:extracellular vesicular exosome, P:positive regulation of lipopolysaccharide-mediated signaling pathway, P:cell aging, P:cell proliferation, P:positive regulation of prostaglandin secretion involved in immune response, P:positive regulation of cytokine secretion, P:positive regulation of B cell proliferation, P:cell surface receptor signaling pathway, P:positive regulation of peptidyl-serine phosphorylation, P:protein homotrimerization, P:positive regulation of MAP kinase activity, P:negative regulation of apoptotic process, P:negative regulation of DNA damage response, signal transduction by p53 class mediator, P:positive regulation of peptidyl-tyrosine phosphorylation, C:extracellular space, F:dopachrome isomerase activity, P:negative regulation of cell cycle arrest, P:negative regulation of gene expression, P:positive regulation of arachidonic acid secretion, F:chemoattractant activity, P:negative regulation of cellular protein metabolic process, P:innate immune response, P:positive regulation of protein kinase A signaling"
"285";285;"P26038";"MOES_HUMAN";"F:double-stranded RNA binding, C:apical plasma membrane, C:apical part of cell, C:basolateral plasma membrane, F:structural constituent of cytoskeleton, P:leukocyte migration, C:filopodium, C:microvillus membrane, P:leukocyte cell-cell adhesion, C:extracellular vesicular exosome, C:cytoskeleton, C:cytoplasm, C:nucleolus, P:membrane to membrane docking, C:uropod, C:extrinsic component of membrane, C:plasma membrane, P:regulation of lymphocyte migration, C:microvillus, C:blood microparticle"
"286";286;"O15427";"MOT4_HUMAN";"C:actin cytoskeleton, P:leukocyte migration, F:symporter activity, P:blood coagulation, F:monocarboxylic acid transmembrane transporter activity, C:nuclear membrane, P:pyruvate metabolic process, C:integral component of plasma membrane, F:secondary active monocarboxylate transmembrane transporter activity"
"287";287;"Q00325";"MPCP_HUMAN";"F:protein complex binding, P:generation of precursor metabolites and energy, C:mitochondrial inner membrane, C:extracellular vesicular exosome, F:symporter activity, F:phosphate ion carrier activity, C:integral component of plasma membrane"
"289";289;"P35579";"MYH9_HUMAN";"P:angiogenesis, C:uropod, C:nucleus, P:membrane protein ectodomain proteolysis, F:ATP binding, C:ruffle, P:establishment of meiotic spindle localization, P:monocyte differentiation, C:plasma membrane, C:cleavage furrow, P:uropod organization, P:cytokinesis, P:integrin-mediated signaling pathway, P:actin filament-based movement, C:protein complex, C:actomyosin contractile ring, P:cell-cell adhesion, P:actin cytoskeleton reorganization, P:regulation of cell shape, C:myosin II complex, P:axon guidance, P:myoblast fusion, F:microfilament motor activity, C:spindle, P:establishment of T cell polarity, C:stress fiber, C:cortical cytoskeleton, C:cytosol, C:cell-cell adherens junction, P:blood vessel endothelial cell migration, C:immunological synapse, P:meiotic spindle organization, P:platelet formation, P:termination of G-protein coupled receptor signaling pathway, P:in utero embryonic development, F:actin filament binding, F:protein homodimerization activity, C:extracellular vesicular exosome, F:protein anchor, P:leukocyte migration, P:protein transport, F:ADP binding, C:neuromuscular junction, F:actin-dependent ATPase activity"
"292";292;"Q13765";"NACA_HUMAN";"P:positive regulation of transcription from RNA polymerase II promoter involved in heart development, C:nucleus, P:skeletal muscle tissue regeneration, F:DNA binding, C:nascent polypeptide-associated complex, P:positive regulation of cell proliferation involved in heart morphogenesis, P:transcription, DNA-templated, F:TBP-class protein binding, P:negative regulation of striated muscle cell apoptotic process, P:translation, F:transcription coactivator activity, P:viral process, P:positive regulation of skeletal muscle tissue growth, P:cardiac ventricle development, P:negative regulation of transcription from RNA polymerase II promoter involved in heart development, P:protein transport, C:extracellular vesicular exosome, P:heart trabecula morphogenesis, P:regulation of skeletal muscle fiber development"
"296";296;"P20929";"NEBU_HUMAN";"P:muscle organ development, P:muscle filament sliding, C:Z disc, F:structural constituent of muscle, C:actin cytoskeleton, P:regulation of actin filament length, P:somatic muscle development, C:extracellular vesicular exosome, C:cytosol"
"306";306;"P19338";"NUCL_HUMAN";"F:telomeric DNA binding, F:RNA binding, C:ribonucleoprotein complex, C:nucleoplasm, C:extracellular vesicular exosome, F:nucleotide binding, C:nucleolus, C:cell cortex, P:angiogenesis"
"314";314;"Q9UQ80";"PA2G4_HUMAN";"C:ribonucleoprotein complex, C:nucleolus, C:cytoplasm, P:cell cycle arrest, P:negative regulation of transcription, DNA-templated, P:cell proliferation, P:regulation of translation, F:DNA binding, C:extracellular vesicular exosome, P:rRNA processing, F:sequence-specific DNA binding transcription factor activity, F:RNA binding, P:transcription, DNA-templated"
"316";316;"Q8NC51";"PAIRB_HUMAN";"P:regulation of apoptotic process, C:nucleus, C:extracellular vesicular exosome, P:regulation of mRNA stability, C:cytoplasm, C:perinuclear region of cytoplasm, C:plasma membrane, F:mRNA 3'-UTR binding"
"318";318;"Q15365";"PCBP1_HUMAN";"F:RNA binding, C:nucleoplasm, C:cytoplasm, C:extracellular vesicular exosome, C:ribonucleoprotein complex, F:single-stranded DNA binding, P:mRNA splicing, via spliceosome"
"322";322;"P12004";"PCNA_HUMAN";"C:extracellular vesicular exosome, C:PCNA complex, P:regulation of transcription involved in G1/S transition of mitotic cell cycle, P:positive regulation of deoxyribonuclease activity, P:response to cadmium ion, P:telomere maintenance via semi-conservative replication, C:nucleoplasm, C:microtubule cytoskeleton, C:cytoplasm, F:DNA polymerase processivity factor activity, C:DNA replication factor C complex, P:nucleotide-excision repair, DNA gap filling, F:purine-specific mismatch base pair DNA N-glycosylase activity, P:cell proliferation, P:response to lipid, P:mismatch repair, P:telomere maintenance via recombination, P:heart development, P:transcription-coupled nucleotide-excision repair, F:dinucleotide insertion or deletion binding, P:DNA strand elongation involved in DNA replication, P:regulation of DNA replication, P:epithelial cell differentiation, C:nuclear replication fork, F:MutLalpha complex binding, C:PCNA-p21 complex, P:phosphatidylinositol-mediated signaling, P:translesion synthesis, P:base-excision repair"
"324";324;"P00558";"PGK1_HUMAN";"F:phosphoglycerate kinase activity, C:extracellular vesicular exosome, F:ATP binding, C:cytosol, P:epithelial cell differentiation, P:gluconeogenesis, P:small molecule metabolic process, P:glycolysis"
"325";325;"P35232";"PHB_HUMAN";"P:DNA replication, P:negative regulation of cell proliferation, C:mitochondrial inner membrane, P:negative regulation of androgen receptor signaling pathway, P:negative regulation of transcription from RNA polymerase II promoter, P:DNA biosynthetic process, P:negative regulation of cell growth, F:transcription regulatory region DNA binding, C:extracellular vesicular exosome, C:integral component of plasma membrane, P:positive regulation of transcription, DNA-templated, F:sequence-specific DNA binding RNA polymerase II transcription factor activity, P:cellular response to interleukin-6, P:negative regulation of transcription by competitive promoter binding, P:progesterone receptor signaling pathway, C:nucleoplasm, P:histone deacetylation, P:regulation of apoptotic process, P:negative regulation of glucocorticoid receptor signaling pathway"
"329";329;"P14923";"PLAK_HUMAN";"C:cytosol, C:gamma-catenin-TCF7L2 complex, P:positive regulation of canonical Wnt signaling pathway, F:structural constituent of cell wall, C:cytoplasmic side of plasma membrane, C:intermediate filament, P:morphogenesis of embryonic epithelium, P:detection of mechanical stimulus, P:negative regulation of heart induction by canonical Wnt signaling pathway, P:oocyte development, P:desmosome assembly, P:cell migration, P:bundle of His cell to Purkinje myocyte communication, P:gastrulation, F:transcription coactivator activity, P:establishment of protein localization to plasma membrane, P:adherens junction organization, P:regulation of cell proliferation, C:fascia adherens, P:ventricular cardiac muscle cell action potential, P:positive regulation of protein import into nucleus, P:positive regulation of sequence-specific DNA binding transcription factor activity, F:protein homodimerization activity, P:ectoderm development, P:cellular response to indole-3-methanol, C:apicolateral plasma membrane, C:actin cytoskeleton, P:cytoskeletal anchoring at plasma membrane, P:skin development, F:protein kinase binding, C:lateral plasma membrane, C:extracellular vesicular exosome, P:regulation of heart rate by cardiac conduction, C:zonula adherens, C:desmosome, P:protein heterooligomerization, P:negative regulation of Wnt signaling pathway involved in heart development, C:protein-DNA complex, C:catenin complex, P:atrioventricular valve morphogenesis, P:cell morphogenesis, P:endothelial cell-cell adhesion, C:basolateral plasma membrane, P:nervous system development, C:Z disc"
"330";330;"P13796";"PLSL_HUMAN";"F:calcium ion binding, P:regulation of intracellular protein transport, P:organ regeneration, C:extracellular vesicular exosome, C:actin filament, C:actin filament bundle, C:ruffle membrane, C:phagocytic cup, P:actin filament bundle assembly, C:plasma membrane, P:T cell activation involved in immune response, F:actin filament binding, C:filopodium, C:focal adhesion, P:protein kinase A signaling, C:cytosol, P:cell migration, C:ruffle, C:extracellular space"
"333";333;"P62937";"PPIA_HUMAN";"F:peptide binding, P:entry into host cell, F:peptidyl-prolyl cis-trans isomerase activity, P:viral release from host cell, P:lipid particle organization, F:unfolded protein binding, P:platelet degranulation, P:establishment of integrated proviral latency, P:positive regulation of protein secretion, C:cytosol, P:leukocyte migration, P:RNA-dependent DNA replication, C:nucleus, F:virion binding, P:uncoating of virus, P:positive regulation of viral genome replication, P:virion assembly, P:protein folding, P:platelet activation, C:extracellular vesicular exosome"
"334";334;"P23284";"PPIB_HUMAN";"P:chaperone-mediated protein folding, F:unfolded protein binding, C:endoplasmic reticulum lumen, F:peptide binding, F:peptidyl-prolyl cis-trans isomerase activity, P:protein stabilization, P:extracellular matrix organization, C:extracellular vesicular exosome, F:protein complex binding, C:melanosome, C:macromolecular complex, P:positive regulation of multicellular organism growth, P:bone development"
"336";336;"Q06830";"PRDX1_HUMAN";"C:extracellular space, P:natural killer cell mediated cytotoxicity, P:retina homeostasis, F:thioredoxin peroxidase activity, P:skeletal system development, P:removal of superoxide radicals, P:regulation of stress-activated MAPK cascade, C:nuclear euchromatin, C:melanosome, C:mitochondrial matrix, C:mitochondrion, C:nucleus, C:cytosol, C:extracellular vesicular exosome, C:peroxisomal matrix, P:regulation of NF-kappaB import into nucleus, F:heme binding, C:nucleolus, P:cell proliferation, P:hydrogen peroxide catabolic process, P:erythrocyte homeostasis"
"337";337;"P32119";"PRDX2_HUMAN";"P:removal of superoxide radicals, C:cytosol, C:cytoplasm, F:thioredoxin peroxidase activity, C:extracellular vesicular exosome, P:negative regulation of neuron apoptotic process, P:negative regulation of apoptotic process, P:hydrogen peroxide catabolic process"
"338";338;"P30041";"PRDX6_HUMAN";"C:extracellular space, F:glutathione peroxidase activity, F:antioxidant activity, C:cytosol, P:hydrogen peroxide catabolic process, P:phospholipid catabolic process, P:response to oxidative stress, C:extracellular vesicular exosome, C:cytoplasmic membrane-bounded vesicle, F:phospholipase A2 activity, F:peroxiredoxin activity, C:lysosome"
"340";340;"P07737";"PROF1_HUMAN";"F:adenyl-nucleotide exchange factor activity, P:negative regulation of actin filament polymerization, P:platelet degranulation, C:synapse, P:negative regulation of stress fiber assembly, P:positive regulation of ruffle assembly, P:positive regulation of epithelial cell migration, C:extracellular vesicular exosome, P:cell death, P:positive regulation of actin filament polymerization, F:phosphatidylinositol-4,5-bisphosphate binding, P:actin cytoskeleton organization, P:neural tube closure, P:positive regulation of transcription from RNA polymerase II promoter, P:cellular response to growth factor stimulus, C:cytoplasm, P:positive regulation of DNA metabolic process, C:blood microparticle, P:positive regulation of viral transcription, P:platelet activation, P:positive regulation of ATPase activity, C:neuron projection, C:cytoskeleton, C:nucleus, P:positive regulation of stress fiber assembly"
"349";349;"P62195";"PRS8_HUMAN";"C:cytoplasmic vesicle, C:nucleoplasm, P:G1/S transition of mitotic cell cycle, C:proteasome accessory complex, P:positive regulation of transcription, DNA-templated, P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, P:negative regulation of apoptotic process, P:DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest, C:cytosolic proteasome complex, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, F:ATPase activity, C:inclusion body, F:ATP binding, P:apoptotic process, F:transcription cofactor activity, P:mRNA metabolic process, P:protein polyubiquitination, C:blood microparticle, C:extracellular vesicular exosome, P:positive regulation of inclusion body assembly, C:nuclear proteasome complex, P:positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:regulation of cellular amino acid metabolic process, P:transcription from RNA polymerase II promoter, P:negative regulation of transcription, DNA-templated, P:viral process, C:cytosol"
"350";350;"P25786";"PSA1_HUMAN";"C:centrosome, P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, P:positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, C:extracellular vesicular exosome, P:mRNA metabolic process, C:proteasome core complex, alpha-subunit complex, C:cytosol, P:protein polyubiquitination, C:nucleoplasm, P:apoptotic process, P:G1/S transition of mitotic cell cycle, P:viral process, C:proteasome core complex, P:regulation of cellular amino acid metabolic process, F:threonine-type endopeptidase activity, P:gene expression, C:polysome, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:small molecule metabolic process, F:RNA binding, P:negative regulation of apoptotic process, P:DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest"
"351";351;"P25787";"PSA2_HUMAN";"P:DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest, C:nucleoplasm, C:cytoplasmic mRNA processing body, P:response to virus, P:apoptotic process, C:proteasome core complex, alpha-subunit complex, P:G1/S transition of mitotic cell cycle, C:proteasome core complex, P:small molecule metabolic process, F:threonine-type endopeptidase activity, P:positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:negative regulation of apoptotic process, P:protein polyubiquitination, P:viral process, P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:gene expression, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:extracellular vesicular exosome, P:mRNA metabolic process, P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, C:cytosol, P:regulation of cellular amino acid metabolic process"
"352";352;"P25788";"PSA3_HUMAN";"C:extracellular vesicular exosome, P:DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest, C:proteasome core complex, alpha-subunit complex, P:positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:G1/S transition of mitotic cell cycle, C:proteasome core complex, P:small molecule metabolic process, P:viral process, P:mRNA metabolic process, P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, F:threonine-type endopeptidase activity, C:cytosol, P:negative regulation of apoptotic process, P:gene expression, P:regulation of cellular amino acid metabolic process, C:nucleoplasm, P:protein polyubiquitination, P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:apoptotic process"
"353";353;"P25789";"PSA4_HUMAN";"P:apoptotic process, P:protein polyubiquitination, C:nucleoplasm, P:regulation of cellular amino acid metabolic process, P:mRNA metabolic process, P:negative regulation of apoptotic process, F:threonine-type endopeptidase activity, C:cytosol, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:viral process, P:gene expression, C:proteasome core complex, P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest, C:extracellular vesicular exosome, P:G1/S transition of mitotic cell cycle, P:small molecule metabolic process, C:cytoplasmic mRNA processing body, P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, P:positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, C:proteasome core complex, alpha-subunit complex"
"354";354;"P28066";"PSA5_HUMAN";"P:apoptotic process, P:protein polyubiquitination, P:positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, P:G1/S transition of mitotic cell cycle, P:viral process, P:regulation of cellular amino acid metabolic process, P:gene expression, P:negative regulation of apoptotic process, C:extracellular vesicular exosome, C:nucleoplasm, P:DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:proteasome core complex, P:small molecule metabolic process, C:cytosol, C:proteasome core complex, alpha-subunit complex, P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:mRNA metabolic process, F:threonine-type endopeptidase activity"
