"";"protein.acs";"X.1";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5455.1.id.csv";"peptide.count.P5455.2.id.csv";"spectra.count.P5455.1.id.csv";"spectra.count.P5455.2.id.csv";"dNSAF.P5455.1.id.csv";"dNSAF.P5455.2.id.csv";"Go.Cc";"norm.sc";"Go.Mf"
"127";"P35908";156;156;"P35908";"K22E_HUMAN";"Keratin, type II cytoskeletal 2 epidermal";"KRT2";14;26;0,00767774114211665;11;13;13;13;0,0108574717437491;0,0119017310066729;"intermediate filament, Golgi apparatus, extracellular space, intermediate filament cytoskeleton, nucleus, cytoplasm, extracellular vesicular exosome, keratin filament";0,00636942675159236;"structural constituent of cytoskeleton"
"128";"P37802";157;157;"P37802";"TAGL2_HUMAN";"Transgelin-2";"TAGLN2";5;9;0,00682228683144617;5;4;5;4;0,0112222989048068;0,00900478624272405;"extracellular vesicular exosome";0,00220480156785889;"protein binding"
"129";"P38646";158;158;"P38646";"GRP75_HUMAN";"Stress-70 protein, mitochondrial";"HSPA9";3;4;0,000929982586880699;2;2;2;2;0,00137280398461567;0,00138553025435728;"mitochondrion, nucleolus, cytoplasm, mitochondrial nucleoid, extracellular vesicular exosome";0,000979911807937286;"ATP binding, poly(A) RNA binding, protein binding, unfolded protein binding"
"130";"P39019";159;159;"P39019";"RS19_HUMAN";"40S ribosomal protein S19";"RPS19";3;5;0,00520166697110264;2;3;2;3;0,00616065512291464;0,009268719632597;"nucleolus, extracellular vesicular exosome, cytoplasm, cytosol, cytosolic small ribosomal subunit, ribosome";0,00122488975992161;"structural constituent of ribosome, fibroblast growth factor binding, protein homodimerization activity, protein binding, protein kinase binding, poly(A) RNA binding"
"131";"P42081";160;160;"P42081-1,P42081-3,P42081-4";"CD86_HUMAN";"T-lymphocyte activation antigen CD86";"CD86";6;10;0,00152835199758841;6;4;6;4;NA;NA;"plasma membrane, extracellular vesicular exosome, intracellular membrane-bounded organelle, integral component of membrane, external side of plasma membrane";0,00244977951984321;"protein binding, coreceptor activity, receptor activity"
"132";"P43007";162;162;"P43007-1";"SATT_HUMAN";"Neutral amino acid transporter A";"SLC1A4";7;11;0,00311904466876267;4;7;4;7;NA;NA;"plasma membrane, neuronal cell body, intermediate filament, integral component of plasma membrane, microtubule organizing center, melanosome, integral component of membrane, extracellular vesicular exosome, centrosome, dendrite";0,00269475747182754;"L-proline transmembrane transporter activity, sodium:dicarboxylate symporter activity, L-hydroxyproline transmembrane transporter activity, L-serine transmembrane transporter activity, L-cystine transmembrane transporter activity, L-threonine transmembrane transporter activity, chloride channel activity, L-alanine transmembrane transporter activity, L-glutamine transmembrane transporter activity"
"133";"P45880";164;164;"P45880-1,P45880-2,P45880-3";"VDAC2_HUMAN";"Voltage-dependent anion-selective channel protein 2";"VDAC2";7;10;0,00171029866396799;3;7;3;7;NA;NA;"mitochondrion, mitochondrial outer membrane, mitochondrial inner membrane, mitochondrial nucleoid, pore complex, extracellular vesicular exosome, nucleus";0,00244977951984321;"nucleotide binding, voltage-gated anion channel activity, porin activity, protein binding"
"134";"P46779";166;166;"P46779-1";"RL28_HUMAN";"60S ribosomal protein L28";"RPL28";6;9;0,0099097451055313;4;5;4;5;NA;NA;"extracellular vesicular exosome, cytoplasm, cytosol, cytosolic large ribosomal subunit";0,00220480156785889;"protein binding, RNA binding, poly(A) RNA binding, structural constituent of ribosome"
"135";"P48960";168;168;"P48960-1,P48960-2,P48960-3";"CD97_HUMAN";"CD97 antigen";"CD97";3;5;0,000301094495333286;2;2;3;2;NA;NA;"plasma membrane, extracellular vesicular exosome, extracellular space, integral component of plasma membrane";0,00122488975992161;"protein binding, transmembrane signaling receptor activity, calcium ion binding, G-protein coupled receptor activity"
"136";"P49327";169;169;"P49327";"FAS_HUMAN";"Fatty acid synthase";"FASN";6;7;0,000420525047843025;2;5;2;5;0,000355752685313669;0,000892051205845324;"glycogen granule, melanosome, cytosol, extracellular vesicular exosome, cytoplasm, membrane, plasma membrane, mitochondrion, Golgi apparatus";0,00171484566389025;"protein binding, drug binding, palmitoyl-[acyl-carrier-protein] hydrolase activity, enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity, 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity, NADPH binding, 3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity, [acyl-carrier-protein] S-acetyltransferase activity, poly(A) RNA binding, fatty acid synthase activity, 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity, [acyl-carrier-protein] S-malonyltransferase activity, zinc ion binding, myristoyl-[acyl-carrier-protein] hydrolase activity, 3-oxoacyl-[acyl-carrier-protein] synthase activity, oleoyl-[acyl-carrier-protein] hydrolase activity, enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) activity"
"137";"P49368";170;170;"P49368-1";"TCPG_HUMAN";"T-complex protein 1 subunit gamma";"CCT3";3;3;0,000830357846763173;3;NA;3;NA;NA;NA;"cell body, plasma membrane, cytoskeleton, cytosol, zona pellucida receptor complex, extracellular vesicular exosome, chaperonin-containing T-complex, cytoplasm, microtubule";0,000734933855952964;"protein binding, poly(A) RNA binding, ATP binding, unfolded protein binding"
"138";"P49411";171;171;"P49411";"EFTU_HUMAN";"Elongation factor Tu, mitochondrial";"TUFM";6;6;0,00200241162161916;4;2;4;2;0,00395263271160452;0,00198224829900673;"mitochondrial nucleoid, extracellular vesicular exosome, mitochondrion";0,00146986771190593;"poly(A) RNA binding, translation elongation factor activity, GTP binding, GTPase activity"
"139";"P50895";172;172;"P50895";"BCAM_HUMAN";"Basal cell adhesion molecule";"BCAM";7;11;0,00264224803149959;6;5;6;5;0,00426733276826094;0,00356678435967772;"extracellular vesicular exosome, external side of plasma membrane, plasma membrane, integral component of plasma membrane";0,00269475747182754;"laminin binding, transmembrane signaling receptor activity, laminin receptor activity"
"140";"P50990";173;173;"P50990";"TCPQ_HUMAN";"T-complex protein 1 subunit theta";"CCT8";5;5;0,00137635348687935;2;3;2;3;0,0016301003518661;0,0024524896838076;"centrosome, microtubule, intermediate filament cytoskeleton, extracellular vesicular exosome, zona pellucida receptor complex, cytosol, cytoplasm, aggresome, cell body, chaperonin-containing T-complex";0,00122488975992161;"ATPase activity, coupled, ATP binding"
"141";"P51828";174;174;"P51828";"ADCY7_HUMAN";"Adenylate cyclase type 7";"ADCY7";2;2;0,000279348781781438;2;NA;2;NA;0,00082712499335428;NA;"integral component of membrane, plasma membrane";0,000489955903968643;"ATP binding, metal ion binding, adenylate cyclase activity"
"142";"P53007";176;176;"P53007";"TXTP_HUMAN";"Tricarboxylate transport protein, mitochondrial";"SLC25A1";2;2;0,000970085801684736;2;NA;2;NA;0,00287233116663223;NA;"integral component of membrane, mitochondrial inner membrane, extracellular vesicular exosome, nucleus";0,000489955903968643;"citrate transmembrane transporter activity"
"143";"P53794";177;177;"P53794";"SC5A3_HUMAN";"Sodium/myo-inositol cotransporter";"SLC5A3";3;6;0,00126057110441763;3;3;3;3;0,00186621516606397;0,00187181663889494;"integral component of membrane, integral component of plasma membrane, plasma membrane";0,00146986771190593;"myo-inositol:sodium symporter activity"
"144";"P53985";178;178;"P53985";"MOT1_HUMAN";"Monocarboxylate transporter 1";"SLC16A1";2;2;0,000603393368647906;NA;2;NA;2;NA;0,00179195246230209;"mitochondrion, integral component of membrane, membrane, extracellular vesicular exosome, plasma membrane, centrosome, integral component of plasma membrane";0,000489955903968643;"organic cyclic compound binding, symporter activity, mevalonate transmembrane transporter activity, secondary active monocarboxylate transmembrane transporter activity, monocarboxylic acid transmembrane transporter activity"
"145";"P53999";179;179;"P53999";"TCP4_HUMAN";"Activated RNA polymerase II transcriptional coactivator p15";"SUB1";2;2;0,00237556444349569;NA;2;NA;2;NA;0,00705493095394522;"nucleus, transcription factor complex, nucleolus, extracellular vesicular exosome";0,000489955903968643;"protein binding, single-stranded DNA binding, poly(A) RNA binding, transcription coactivator activity"
"146";"P54709";180;180;"P54709";"AT1B3_HUMAN";"Sodium/potassium-transporting ATPase subunit beta-3";"ATP1B3";7;15;0,00811012592268691;7;7;8;7;0,0128070966712921;0,0112398451936511;"plasma membrane, melanosome, sodium:potassium-exchanging ATPase complex, caveola, extracellular vesicular exosome";0,00367466927976482;"sodium:potassium-exchanging ATPase activity"
"147";"P54760";181;181;"P54760";"EPHB4_HUMAN";"Ephrin type-B receptor 4";"EPHB4";3;3;0,000458505599276524;NA;3;NA;3;NA;0,00136166600478882;"extracellular vesicular exosome, integral component of plasma membrane";0,000734933855952964;"transmembrane receptor protein tyrosine kinase activity, protein binding, ATP binding, ephrin receptor activity"
"148";"P55011";182;182;"P55011-1";"S12A2_HUMAN";"Solute carrier family 12 member 2";"SLC12A2";12;21;0,00261370889884613;8;11;9;12;NA;NA;"basolateral plasma membrane, extracellular vesicular exosome, integral component of plasma membrane, plasma membrane, membrane, apical plasma membrane";0,00514453699167075;"protein binding, sodium:potassium:chloride symporter activity, ammonium transmembrane transporter activity"
"149";"P55060";183;183;"P55060-1,P55060-3";"XPO2_HUMAN";"Exportin-2";"CSE1L";10;14;0,00108747517521507;6;8;6;8;NA;NA;"nucleus, extracellular vesicular exosome, cytoplasm";0,0034296913277805;"protein binding, importin-alpha export receptor activity"
"150";"P60174";185;185;"P60174-1,P60174-3";"TPIS_HUMAN";"Triosephosphate isomerase";"TPI1";2;3;0,00079116263371666;2;1;2;1;NA;NA;"extracellular space, extracellular vesicular exosome, nucleus, cytosol";0,000734933855952964;"protein binding, triose-phosphate isomerase activity"
"151";"P60709";186;186;"P60709,P63261";"ACTB_HUMAN, ACTG_HUMAN";"Actin, cytoplasmic 1, Actin, cytoplasmic 2";"ACTB, ACTG1";9;23;0,00684650342292491;7;8;11;12;0,00928034242543502;0,0110273997680128;"blood microparticle, NuA4 histone acetyltransferase complex, MLL5-L complex, postsynaptic density, axon, cytoskeleton, nuclear chromatin, cytosol, ribonucleoprotein complex, cortical cytoskeleton, nucleoplasm, protein complex, extracellular space, extracellular vesicular exosome, cytoplasm";0,00563449289563939;"Tat protein binding, protein binding, structural constituent of cytoskeleton, kinesin binding, nitric-oxide synthase binding, ATP binding"
"152";"P61254";187;187;"P61254";"RL26_HUMAN";"60S ribosomal protein L26";"RPL26";1;1;0,00104033339422053;1;NA;1;NA;0,00308032756145732;NA;"extracellular vesicular exosome, cytosolic large ribosomal subunit, cytosol";0,000244977951984321;"RNA binding, poly(A) RNA binding, structural constituent of ribosome"
"153";"P61513";188;188;"P61513";"RL37A_HUMAN";"60S ribosomal protein L37a";"RPL37A";2;2;0,00327931178612992;NA;2;NA;2;NA;0,00973887207772873;"nucleus, cytosolic large ribosomal subunit, cytosol, extracellular vesicular exosome";0,000489955903968643;"metal ion binding, poly(A) RNA binding, structural constituent of ribosome"
"154";"P61604";189;189;"P61604";"CH10_HUMAN";"10 kDa heat shock protein, mitochondrial";"HSPE1";5;8;0,011831242522508;5;3;5;3;0,0218944851182015;0,0131761210463389;"mitochondrial matrix, membrane, extracellular vesicular exosome, mitochondrion";0,00195982361587457;"chaperone binding, unfolded protein binding, protein binding, poly(A) RNA binding, ATP binding"
"155";"P61978";190;190;"P61978-1,P61978-2,P61978-3";"HNRPK_HUMAN";"Heterogeneous nuclear ribonucleoprotein K";"HNRNPK";7;9;0,000977419063684513;5;4;5;4;NA;NA;"cytoplasm, podosome, nucleoplasm, extracellular vesicular exosome, nucleus, nuclear chromatin, catalytic step 2 spliceosome, cell junction, cell projection";0,00220480156785889;"single-stranded DNA binding, RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription, RNA binding, protein binding, RNA polymerase II core promoter proximal region sequence-specific DNA binding, poly(A) RNA binding"
"156";"P62158";191;191;"P62158";"CALM_HUMAN";"Calmodulin";"CALM3,CALM1,CALM2";2;6;0,00607442988571717;2;2;3;3;0,00899290261230828;0,00901989494447359;"growth cone, nucleus, extracellular region, spindle microtubule, sarcomere, spindle pole, cytosol, cytoplasm, plasma membrane, nucleoplasm, centrosome, extracellular vesicular exosome";0,00146986771190593;"protein domain specific binding, nitric-oxide synthase regulator activity, thioesterase binding, ion channel binding, phospholipase binding, protein binding, calcium ion binding, N-terminal myristoylation domain binding, protein phosphatase activator activity, titin binding"
"157";"P62249";192;192;"P62249";"RS16_HUMAN";"40S ribosomal protein S16";"RPS16";3;3;0,00309962346908171;3;NA;3;NA;0,0091776882824242;NA;"cytosol, small ribosomal subunit, extracellular vesicular exosome, cytosolic small ribosomal subunit";0,000734933855952964;"RNA binding, poly(A) RNA binding, structural constituent of ribosome"
"158";"P62258";193;193;"P62258-1";"1433E_HUMAN";"14-3-3 protein epsilon";"YWHAE";3;5;0,00343106033152731;3;2;3;2;NA;NA;"cytoplasmic vesicle membrane, cytosol, melanosome, extracellular vesicular exosome, kinesin complex, mitochondrion";0,00122488975992161;"ion channel binding, enzyme binding, poly(A) RNA binding, phosphoserine binding, MHC class II protein complex binding, potassium channel regulator activity, protein heterodimerization activity, phosphoprotein binding, histone deacetylase binding, protein binding"
"159";"P62269";194;194;"P62269";"RS18_HUMAN";"40S ribosomal protein S18";"RPS18";3;5;0,00496211651848607;2;3;2;3;0,0058769407422541;0,00884187070214845;"nucleus, extracellular vesicular exosome, cytosolic small ribosomal subunit, ribosome, small ribosomal subunit, cytosol";0,00122488975992161;"rRNA binding, poly(A) RNA binding, structural constituent of ribosome, protein binding"
"160";"P62277";195;195;"P62277";"RS13_HUMAN";"40S ribosomal protein S13";"RPS13";2;4;0,00399598257382719;2;2;2;2;0,00591586087962002;0,00593361742484135;"cytosol, ribosome, nucleus, extracellular vesicular exosome, cytosolic small ribosomal subunit, nucleolus";0,000979911807937286;"poly(A) RNA binding, mRNA binding, protein binding, structural constituent of ribosome"
"161";"P62328";196;196;"P62328";"TYB4_HUMAN";"Thymosin beta-4";"TMSB4X";2;2;0,00685674282554439;NA;2;NA;2;NA;0,0203630961625237;"platelet alpha granule lumen, cytoskeleton, extracellular region";0,000489955903968643;"poly(A) RNA binding, protein binding"
"162";"P62829";197;197;"P62829";"RL23_HUMAN";"60S ribosomal protein L23";"RPL23";5;7;0,00754241710809883;5;2;5;2;0,015951696300404;0,00639983022250745;"cytoplasm, cytosolic large ribosomal subunit, nucleolus, extracellular vesicular exosome, ribosome, cytosol";0,00171484566389025;"poly(A) RNA binding, protein binding, structural constituent of ribosome"
"163";"P62854";198;198;"P62854";"RS26_HUMAN";"40S ribosomal protein S26";"RPS26";2;2;0,00262344942890394;2;NA;2;NA;0,00776778254628368;NA;"nucleolus, cytosol, cytoplasm, cytosolic small ribosomal subunit, extracellular vesicular exosome, small ribosomal subunit";0,000489955903968643;"structural constituent of ribosome, protein binding, poly(A) RNA binding, mRNA binding"
"164";"P62879";199;199;"P62873,P62879,Q9HAV0";"GBB1_HUMAN, GBB2_HUMAN, GBB4_HUMAN";"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1, Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2, Guanine nucleotide-binding protein subunit beta-4";"GNB1, GNB2, GNB4";3;5;0,000739452657656748;2;3;2;3;0,000875779404728061;0,00131761210463389;"extracellular space, perinuclear region of cytoplasm, protein complex, plasma membrane, extracellular vesicular exosome, cell body, lysosomal membrane";0,00122488975992161;"GTPase binding, calcium channel regulator activity, protein complex binding, protein binding, signal transducer activity, GTPase activity"
"165";"P62899";200;200;"P62899-1";"RL31_HUMAN";"60S ribosomal protein L31";"RPL31";3;3;0,00362036021188744;3;NA;3;NA;NA;NA;"cytosolic large ribosomal subunit, extracellular vesicular exosome, cytosol";0,000734933855952964;"RNA binding, structural constituent of ribosome, poly(A) RNA binding"
"166";"P62913";201;201;"P62913-1,P62913-2";"RL11_HUMAN";"60S ribosomal protein L11";"RPL11";1;1;0,000423731298207799;1;NA;1;NA;NA;NA;"extracellular vesicular exosome, cytosolic large ribosomal subunit, cytosol, nucleolus";0,000244977951984321;"protein binding, structural constituent of ribosome, rRNA binding, poly(A) RNA binding, RNA binding"
"167";"P62937";203;203;"P62937";"PPIA_HUMAN";"Peptidyl-prolyl cis-trans isomerase A";"PPIA";4;8;0,00731385901391401;2;4;3;5;0,00812086357111475;0,0135753974416825;"nucleus, extracellular region, cytosol, extracellular space, extracellular vesicular exosome";0,00195982361587457;"poly(A) RNA binding, peptide binding, protein binding, unfolded protein binding, virion binding, peptidyl-prolyl cis-trans isomerase activity"
"168";"P62987";204;204;"P62987";"RL40_HUMAN";"Ubiquitin-60S ribosomal protein L40";"UBA52";7;13;0,0153205347508257;6;6;7;6;0,0244260349599936;0,0209994429176026;"plasma membrane, endosome membrane, cytosol, cytosolic large ribosomal subunit, ribosome, lysosomal membrane, nucleoplasm, endocytic vesicle membrane";0,00318471337579618;"structural constituent of ribosome, protein binding"
"169";"P63096";205;205;"P63096";"GNAI1_HUMAN";"Guanine nucleotide-binding protein G(i) subunit alpha-1";"GNAI1";1;1;0,000809637994654676;0;1;0;1;0;0,00210917191890547;"nucleus, lysosomal membrane, midbody, heterotrimeric G-protein complex, extrinsic component of cytoplasmic side of plasma membrane, extracellular vesicular exosome, plasma membrane, cytoplasm, centrosome";0,000244977951984321;"protein binding, GTPase activity, G-protein coupled serotonin receptor binding, GTP binding, metal ion binding, signal transducer activity, G-protein beta/gamma-subunit complex binding"
"170";"P63104";206;206;"P63104";"1433Z_HUMAN";"14-3-3 protein zeta/delta";"YWHAZ";4;5;0,00357110361036516;2;3;2;3;0,00420704078252412;0,00639983022250745;"melanosome, extracellular vesicular exosome, cytoplasmic vesicle membrane, blood microparticle, postsynaptic density, cytosol, nucleus, cell leading edge, mitochondrion, nucleoplasm, perinuclear region of cytoplasm, extracellular space, cytoplasm, mast cell granule, protein complex";0,00122488975992161;"poly(A) RNA binding, protein kinase binding, transcription factor binding, protein binding, identical protein binding"
"171";"P67809";208;208;"P67809";"YBOX1_HUMAN";"Nuclease-sensitive element-binding protein 1";"YBX1";3;4;0,00186232521187625;2;2;2;2;0,00275708331118093;0,0027653587381205;"cytoplasmic stress granule, U12-type spliceosomal complex, nucleoplasm, nuclear membrane, cytoplasm, CRD-mediated mRNA stability complex, ribonucleoprotein complex, extracellular vesicular exosome, histone pre-mRNA 3'end processing complex, intracellular membrane-bounded organelle, nucleus";0,000979911807937286;"double-stranded DNA binding, DNA binding, single-stranded DNA binding, poly(A) RNA binding, protein binding, sequence-specific DNA binding transcription factor activity, RNA binding"
"172";"P68104";209;209;"P68104,Q5VTE0";"EF1A1_HUMAN, EF1A3_HUMAN";"Elongation factor 1-alpha 1, Putative elongation factor 1-alpha-like 3";"EEF1A1, EEF1A1P5";9;26;0,0042446503205751;9;9;12;14;0,00580061683651054;0,00678769872084124;"plasma membrane, extracellular vesicular exosome, nucleolus, cytosol, extracellular space, nucleus, cytoplasm, eukaryotic translation elongation factor 1 complex";0,00636942675159236;"protein kinase binding, protein binding, poly(A) RNA binding, GTP binding, GTPase activity, translation elongation factor activity"
"173";"P68363";210;210;"P68363";"TBA1B_HUMAN";"Tubulin alpha-1B chain";"TUBA1B";1;1;0,0100342577934796;1;0;1;0;0,0178262858878129;NA;"cytoplasmic microtubule, extracellular vesicular exosome, microtubule";0,000244977951984321;"GTP binding, protein binding, double-stranded RNA binding, structural molecule activity, GTPase activity, structural constituent of cytoskeleton"
"174";"P68371";211;211;"P68371";"TBB4B_HUMAN";"Tubulin beta-4B chain";"TUBB4B";2;4;0,00568364914662728;2;2;2;2;0,00692554544997314;0,00993292001575688;"cytoskeleton, cytosol, extracellular vesicular exosome, microtubule, nucleus";0,000979911807937286;"structural constituent of cytoskeleton, unfolded protein binding, GTP binding, MHC class I protein binding, double-stranded RNA binding, GTPase activity"
"175";"P69905";212;212;"P69905";"HBA_HUMAN";"Hemoglobin subunit alpha";"HBA1,HBA2";2;2;0,00212462453749263;2;NA;2;NA;0,00629080980861002;NA;"cytosol, endocytic vesicle lumen, extracellular vesicular exosome, haptoglobin-hemoglobin complex, extracellular region, hemoglobin complex, blood microparticle, cytosolic small ribosomal subunit";0,000489955903968643;"iron ion binding, oxygen binding, heme binding, oxygen transporter activity, protein binding"
"176";"P78310";213;213;"P78310-1,P78310-2";"CXAR_HUMAN";"Coxsackievirus and adenovirus receptor";"CXADR";2;2;0,000413283129210895;NA;2;NA;2;NA;NA;"growth cone, filopodium, acrosomal vesicle, intercalated disc, extracellular region, nucleus, integral component of plasma membrane, membrane raft, neuromuscular junction, cell-cell junction, cell body, apicolateral plasma membrane, neuron projection, tight junction, plasma membrane, basolateral plasma membrane, adherens junction, protein complex, extracellular space, cell junction";0,000489955903968643;"protein binding, connexin binding, integrin binding, cell adhesion molecule binding, identical protein binding, virus receptor activity, beta-catenin binding, PDZ domain binding, receptor binding"
"177";"P78371";215;215;"P78371-1,P78371-2";"TCPB_HUMAN";"T-complex protein 1 subunit beta";"CCT2";2;2;0,000281959518059769;NA;2;NA;2;NA;NA;"cell body, extracellular vesicular exosome, zona pellucida receptor complex, microtubule, cytosol, chaperonin-containing T-complex";0,000489955903968643;"ATP binding, unfolded protein binding, protein binding"
"178";"P78536";217;217;"P78536-1,P78536-2";"ADA17_HUMAN";"Disintegrin and metalloproteinase domain-containing protein 17";"ADAM17";2;2;0,000183068376410166;NA;2;NA;2;NA;NA;"membrane raft, cell surface, apical plasma membrane, integral component of plasma membrane, cytoplasm, plasma membrane, actin cytoskeleton";0,000489955903968643;"Notch binding, interleukin-6 receptor binding, metallopeptidase activity, integrin binding, PDZ domain binding, metalloendopeptidase activity, zinc ion binding, protein binding"
"179";"P81605";218;218;"P81605-1,P81605-2";"DCD_HUMAN";"Dermcidin";"DCD";1;1;0,000685674282554439;1;NA;1;NA;NA;NA;"extracellular vesicular exosome, extracellular region";0,000244977951984321;"peptidase activity, poly(A) RNA binding"
"180";"P83731";219;219;"P83731";"RL24_HUMAN";"60S ribosomal protein L24";"RPL24";6;12;0,0115298095919982;4;6;5;7;0,0142244425608698;0,0199739924141952;"cytosolic large ribosomal subunit, cytosol, extracellular vesicular exosome";0,00293973542381186;"RNA binding, structural constituent of ribosome, poly(A) RNA binding"
"181";"P98172";220;220;"P98172";"EFNB1_HUMAN";"Ephrin-B1";"EFNB1";7;8;0,00348782294016131;3;5;3;5;0,0038726661538553;0,00647381669906823;"plasma membrane, integral component of plasma membrane, membrane raft, synapse, extracellular vesicular exosome, nucleus, cytoplasm";0,00195982361587457;"protein binding, ephrin receptor binding"
"182";"Q00325";221;221;"Q00325-1,Q00325-2";"MPCP_HUMAN";"Phosphate carrier protein, mitochondrial";"SLC25A3";4;6;0,00125012438255782;3;3;3;3;NA;NA;"extracellular vesicular exosome, mitochondrion, mitochondrial inner membrane, integral component of plasma membrane";0,00146986771190593;"phosphate ion carrier activity, symporter activity, protein complex binding"
"183";"Q01650";224;224;"Q01650";"LAT1_HUMAN";"Large neutral amino acids transporter small subunit 1";"SLC7A5";5;20;0,00636101286407029;5;4;11;9;0,0103366153015635;0,00852048402404838;"integral component of membrane, extracellular vesicular exosome, nucleolus, cytosol, plasma membrane, nucleus, apical plasma membrane";0,00489955903968643;"amino acid transmembrane transporter activity, peptide antigen binding, neutral amino acid transmembrane transporter activity, L-amino acid transmembrane transporter activity"
"184";"Q01813";225;225;"Q01813";"K6PP_HUMAN";"6-phosphofructokinase type C";"PFKP";3;6;0,00115445159817839;3;3;3;3;0,00170911031790043;0,00171424023817164;"nucleus, cytosol, extracellular vesicular exosome, 6-phosphofructokinase complex";0,00146986771190593;"6-phosphofructokinase activity, metal ion binding, ATP binding, protein complex binding"
"185";"Q04826";227;227;"Q04826";"1B40_HUMAN";"HLA class I histocompatibility antigen, B-40 alpha chain";"HLA-B";1;2;0,00845322201539095;1;1;1;1;0,0112807576047056;0,0137896894297122;"ER to Golgi transport vesicle membrane, MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, endoplasmic reticulum, Golgi membrane, early endosome membrane, phagocytic vesicle membrane, cell surface, plasma membrane, Golgi apparatus";0,000489955903968643;"peptide antigen binding"
"186";"Q06830";228;228;"Q06830";"PRDX1_HUMAN";"Peroxiredoxin-1";"PRDX1";6;9;0,00779689923593848;5;4;5;4;0,013092682055608;0,0101303845230646;"nucleus, melanosome, extracellular vesicular exosome, nucleolus, nuclear euchromatin, peroxisomal matrix, cytosol, cytoplasm, mitochondrial matrix, extracellular space";0,00220480156785889;"protein binding, thioredoxin peroxidase activity, poly(A) RNA binding, peroxidase activity, heme binding"
"187";"Q08722";230;230;"Q08722-1";"CD47_HUMAN";"Leukocyte surface antigen CD47";"CD47";7;12;0,00560427277381956;6;6;6;6;NA;NA;"extracellular vesicular exosome, plasma membrane, integral component of plasma membrane";0,00293973542381186;"thrombospondin receptor activity, protein binding"
"188";"Q09160";231;231;"Q09160";"1A80_HUMAN";"HLA class I histocompatibility antigen, A-80 alpha chain";"HLA-A";0;0;0;0;0;0;0;0;0;"plasma membrane, Golgi apparatus, Golgi membrane, endoplasmic reticulum, MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, integral component of plasma membrane, cell surface, early endosome membrane, phagocytic vesicle membrane, ER to Golgi transport vesicle membrane";0;"beta-2-microglobulin binding, peptide antigen binding"
"189";"Q10589";233;233;"Q10589";"BST2_HUMAN";"Bone marrow stromal antigen 2";"BST2";2;4;0,00335218538137726;2;2;2;2;0,00496274996012568;0,00497764572861691;"Golgi apparatus, plasma membrane, cytoplasm, membrane raft, cell surface, late endosome, apical plasma membrane, extracellular vesicular exosome, anchored component of membrane, integral component of plasma membrane";0,000979911807937286;"protein binding, metalloendopeptidase inhibitor activity, signal transducer activity, poly(A) RNA binding, protein homodimerization activity"
"190";"Q12866";234;234;"Q12866";"MERTK_HUMAN";"Tyrosine-protein kinase Mer";"MERTK";4;5;0,0007549967075174;2;3;2;3;0,000894189182004627;0,00134530965638295;"plasma membrane, cytoplasm, rhabdomere, extracellular space, photoreceptor outer segment, integral component of plasma membrane";0,00122488975992161;"protein binding, transmembrane receptor protein tyrosine kinase activity, ATP binding"
"191";"Q13085";235;235;"Q13085-4";"ACACA_HUMAN";"Acetyl-CoA carboxylase 1";"ACACA";128;479;0,0307998106971811;115;118;239;240;NA;NA;"extracellular vesicular exosome, cytosol, mitochondrion";0,11734443900049;"acetyl-CoA carboxylase activity, protein binding, metal ion binding, biotin carboxylase activity, ATP binding"
"192";"Q13308";236;236;"Q13308-1,Q13308-6";"PTK7_HUMAN";"Inactive tyrosine-protein kinase 7";"PTK7";18;33;0,0023261660239931;16;15;17;16;NA;NA;"integral component of plasma membrane, cell-cell junction";0,00808427241548261;"transmembrane receptor protein tyrosine kinase activity, protein binding, ATP binding"
"193";"Q13449";237;237;"Q13449";"LSAMP_HUMAN";"Limbic system-associated membrane protein";"LSAMP";5;9;0,00401667183271535;4;5;4;5;0,00528576918829954;0,00662704312981541;"anchored component of membrane, plasma membrane";0,00220480156785889;"protein binding"
"194";"Q13740";241;241;"Q13740-1,Q13740-2";"CD166_HUMAN";"CD166 antigen";"ALCAM";10;18;0,00232870511056224;6;9;7;11;NA;NA;"extracellular vesicular exosome, neuronal cell body, axon, external side of plasma membrane, integral component of membrane";0,00440960313571779;"receptor binding"
"195";"Q13797";242;242;"Q13797";"ITA9_HUMAN";"Integrin alpha-9";"ITGA9";2;2;0,000291494380989327;NA;2;NA;2;NA;0,000865677518020332;"integrin complex, basal plasma membrane, plasma membrane, alpha9-beta1 integrin complex";0,000489955903968643;"metal ion binding"
