"";"X";"accession";"name";"go_name"
"182";182;"P04233";"HG2A_HUMAN";"P:cell proliferation, P:T cell selection, P:positive regulation of macrophage cytokine production, P:negative regulation of apoptotic process, C:trans-Golgi network membrane, P:negative thymic T cell selection, P:positive regulation of type 2 immune response, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, F:MHC class II protein binding, P:macrophage migration inhibitory factor signaling pathway, C:lysosomal membrane, P:defense response, P:positive regulation of B cell proliferation, P:positive regulation of dendritic cell antigen processing and presentation, P:positive regulation of cytokine-mediated signaling pathway, P:activation of MAPK activity, F:beta-amyloid binding, P:prostaglandin biosynthetic process, F:identical protein binding, P:negative regulation of T cell differentiation, P:negative regulation of peptide secretion, C:external side of plasma membrane, P:positive regulation of neutrophil chemotaxis, P:immunoglobulin mediated immune response, P:protein complex assembly, P:regulation of macrophage activation, P:positive regulation of T cell differentiation, C:clathrin-coated endocytic vesicle membrane, P:positive thymic T cell selection, P:positive regulation of ERK1 and ERK2 cascade, C:MHC class II protein complex, C:integral component of lumenal side of endoplasmic reticulum membrane, P:chaperone mediated protein folding requiring cofactor, P:negative regulation of DNA damage response, signal transduction by p53 class mediator, C:macrophage migration inhibitory factor receptor complex, C:extracellular vesicular exosome, C:Golgi membrane, C:NOS2-CD74 complex, P:intracellular protein transport, C:plasma membrane, P:positive regulation of peptidyl-tyrosine phosphorylation, F:cytokine receptor activity, P:positive regulation of chemokine (C-X-C motif) ligand 2 production, C:ER to Golgi transport vesicle membrane, P:negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator, C:multivesicular body, P:antigen processing and presentation of endogenous antigen, C:lysosomal lumen, P:positive regulation of fibroblast proliferation, C:cell surface, P:negative regulation of mature B cell apoptotic process"
"189";189;"P07910";"HNRPC_HUMAN";"F:RNA binding, C:catalytic step 2 spliceosome, C:nucleoplasm, F:nucleotide binding, P:mRNA splicing, via spliceosome, C:extracellular vesicular exosome"
"192";192;"P61978";"HNRPK_HUMAN";"P:regulation of lipid transport by positive regulation of transcription from RNA polymerase II promoter, P:regulation of low-density lipoprotein particle clearance, F:RNA binding, C:extracellular vesicular exosome, C:podosome, C:nucleoplasm, C:nuclear chromatin, P:positive regulation of receptor-mediated endocytosis, P:signal transduction, P:mRNA splicing, via spliceosome, C:cytoplasm, P:positive regulation of low-density lipoprotein particle receptor biosynthetic process, C:cell projection, F:single-stranded DNA binding, P:viral process, F:RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription, C:cell junction, F:RNA polymerase II core promoter proximal region sequence-specific DNA binding, C:catalytic step 2 spliceosome"
"193";193;"P14866";"HNRPL_HUMAN";"C:extracellular vesicular exosome, F:transcription regulatory region DNA binding, C:pronucleus, C:ribonucleoprotein complex, C:cytoplasm, F:nucleotide binding, P:mRNA splicing, via spliceosome, C:nucleoplasm, F:RNA binding"
"194";194;"P52272";"HNRPM_HUMAN";"F:RNA binding, P:alternative mRNA splicing, via spliceosome, F:nucleotide binding, C:catalytic step 2 spliceosome, C:nuclear matrix, C:integral component of plasma membrane, C:paraspeckles"
"197";197;"Q00839";"HNRPU_HUMAN";"F:RNA binding, F:DNA binding, F:ATP binding, P:mRNA splicing, via spliceosome, C:cell surface, C:catalytic step 2 spliceosome, P:CRD-mediated mRNA stabilization, C:CRD-mediated mRNA stability complex, C:nucleoplasm"
"198";198;"Q86YZ3";"HORN_HUMAN";"C:cornified envelope, F:calcium ion binding, P:keratinization, P:establishment of skin barrier, C:extracellular vesicular exosome"
"201";201;"P07900";"HS90A_HUMAN";"C:extracellular vesicular exosome, P:protein refolding, P:innate immune response, P:regulation of nitric-oxide synthase activity, P:response to salt stress, P:skeletal muscle contraction, C:mitochondrion, F:TPR domain binding, P:positive regulation of cardiac muscle contraction, P:nitric oxide metabolic process, C:apical plasma membrane, C:basolateral plasma membrane, C:neuron projection, P:positive regulation of nitric oxide biosynthetic process, P:Fc-gamma receptor signaling pathway involved in phagocytosis, C:cell surface, F:GTP binding, F:ATP binding, C:extracellular matrix, P:protein import into mitochondrial outer membrane, P:positive regulation of lamellipodium assembly, F:dATP binding, P:cardiac muscle cell apoptotic process, P:axon guidance, C:perinuclear region of cytoplasm, C:neuronal cell body, P:chaperone-mediated protein complex assembly, P:positive regulation of cell size, F:nitric-oxide synthase regulator activity, P:neuron migration, P:response to heat, F:CTP binding, C:brush border membrane, C:cytosol, C:protein complex, F:MHC class II protein complex binding, F:protein homodimerization activity, C:endocytic vesicle lumen, F:UTP binding, C:melanosome, P:response to unfolded protein, P:positive regulation of protein import into nucleus, translocation, P:response to estrogen, F:ATPase activity, P:G2/M transition of mitotic cell cycle, F:mRNA binding, C:plasma membrane"
"202";202;"P08238";"HS90B_HUMAN";"C:basolateral plasma membrane, F:UTP binding, F:ATP binding, P:innate immune response, P:regulation of interferon-gamma-mediated signaling pathway, P:positive regulation of protein serine/threonine kinase activity, C:extracellular vesicular exosome, P:positive regulation of protein import into nucleus, translocation, F:nitric-oxide synthase regulator activity, C:brush border membrane, P:negative regulation of proteasomal ubiquitin-dependent protein catabolic process, C:apical plasma membrane, F:dATP binding, F:double-stranded RNA binding, P:cellular response to organic cyclic compound, P:nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway, P:regulation of type I interferon-mediated signaling pathway, P:response to unfolded protein, P:cellular response to interleukin-4, C:mitochondrion, C:melanosome, P:positive regulation of protein binding, P:protein folding, P:Fc-gamma receptor signaling pathway involved in phagocytosis, P:positive regulation of cell size, P:axon guidance, P:placenta development, F:CTP binding, F:GTP binding, C:cell surface, F:TPR domain binding, C:cytosol, F:MHC class II protein complex binding, P:response to salt stress, P:negative regulation of neuron apoptotic process, C:inclusion body, P:positive regulation of nitric oxide biosynthetic process"
"203";203;"P08107";"HSP71_HUMAN";"F:double-stranded RNA binding, P:protein refolding, P:mRNA catabolic process, F:unfolded protein binding, F:virus receptor activity, C:blood microparticle, C:mitochondrion, C:ribonucleoprotein complex, P:negative regulation of apoptotic process, C:perinuclear region of cytoplasm, P:response to unfolded protein, C:endoplasmic reticulum, P:response to virus, F:ATP binding, F:protein binding involved in protein folding, C:extracellular vesicular exosome, P:positive regulation of erythrocyte differentiation, C:aggresome, P:gene expression, P:negative regulation of cell growth, P:negative regulation of cell proliferation, C:cytosol, P:negative regulation of inclusion body assembly, C:nuclear speck, P:negative regulation of extrinsic apoptotic signaling pathway in absence of ligand"
"204";204;"P11142";"HSP7C_HUMAN";"C:clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane, C:nucleolus, P:axon guidance, C:ribonucleoprotein complex, C:extracellular vesicular exosome, F:ATP binding, C:Prp19 complex, C:cytosol, P:mRNA processing, P:gene expression, C:melanosome, C:spliceosomal complex, P:mRNA metabolic process, P:viral process, P:RNA splicing, P:negative regulation of transcription, DNA-templated, P:neurotransmitter secretion, C:plasma membrane, P:post-Golgi vesicle-mediated transport, P:regulation of cell cycle, C:blood microparticle, P:protein folding, P:response to unfolded protein, F:MHC class II protein complex binding, P:chaperone mediated protein folding requiring cofactor, F:ATPase activity, coupled, P:transcription, DNA-templated"
"205";205;"P04792";"HSPB1_HUMAN";"C:spindle, P:regulation of I-kappaB kinase/NF-kappaB signaling, C:Z disc, P:regulation of translational initiation, P:cellular component movement, P:positive regulation of tumor necrosis factor biosynthetic process, P:positive regulation of angiogenesis, P:intracellular signal transduction, P:mRNA metabolic process, P:response to virus, P:positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway, F:protein kinase C inhibitor activity, P:response to unfolded protein, C:extracellular vesicular exosome, P:negative regulation of intrinsic apoptotic signaling pathway in response to oxidative stress, P:positive regulation of blood vessel endothelial cell migration, C:cytoskeleton, C:proteasome complex, C:cytosol, F:ubiquitin binding, P:gene expression, C:nucleus, P:retina homeostasis, F:protein kinase C binding, P:positive regulation of interleukin-1 beta production, C:plasma membrane, C:extracellular space, P:cell death, P:negative regulation of apoptotic process"
"207";207;"P32942";"ICAM3_HUMAN";"P:cell-cell adhesion, C:extracellular vesicular exosome, F:integrin binding, C:integral component of plasma membrane, P:regulation of immune response"
"208";208;"O75144";"ICOSL_HUMAN";"P:signal transduction, C:plasma membrane, P:defense response, P:T cell activation, P:positive regulation of activated T cell proliferation, P:B cell activation, F:receptor binding, P:positive regulation of interleukin-4 biosynthetic process, C:integral component of membrane, P:hyperosmotic response, C:external side of plasma membrane, P:T cell costimulation, C:integral component of plasma membrane"
"210";210;"P41091";"IF2G_HUMAN";"F:translation initiation factor activity, F:GTPase activity, C:cytosol, C:extracellular vesicular exosome, F:GTP binding"
"211";211;"P60842";"IF4A1_HUMAN";"P:organ regeneration, F:ATP-dependent helicase activity, P:nuclear-transcribed mRNA poly(A) tail shortening, F:translation initiation factor activity, F:double-stranded RNA binding, F:ATP binding, F:translation factor activity, nucleic acid binding, F:helicase activity, P:ATP catabolic process, F:RNA cap binding, C:cytosol, C:eukaryotic translation initiation factor 4F complex, P:translational initiation, C:extracellular vesicular exosome, P:cytokine-mediated signaling pathway, P:viral process, F:mRNA binding"
"214";214;"P13164";"IFM1_HUMAN";"P:response to interferon-alpha, P:response to interferon-beta, P:ossification, P:negative regulation of cell proliferation, P:response to virus, P:defense response to virus, F:receptor signaling protein activity, P:type I interferon signaling pathway, P:response to interferon-gamma, P:regulation of immune response, C:plasma membrane, P:negative regulation of cell migration, C:integral component of membrane, P:negative regulation of viral genome replication, P:negative regulation of viral entry into host cell, P:positive regulation of osteoblast differentiation"
"215";215;"P01589";"IL2RA_HUMAN";"P:immune response, P:apoptotic process, P:Notch signaling pathway, P:positive regulation of activated T cell proliferation, P:negative regulation of inflammatory response, C:integral component of membrane, P:positive regulation of T cell differentiation, P:negative regulation of immune response, C:external side of plasma membrane, F:drug binding, P:inflammatory response to antigenic stimulus, P:regulation of T cell homeostatic proliferation, P:negative regulation of T cell proliferation, P:cell proliferation, F:interleukin-2 receptor activity, C:plasma membrane, P:negative regulation of defense response to virus, P:activation-induced cell death of T cells"
"219";219;"Q14974";"IMB1_HUMAN";"P:intracellular transport of virus, F:protein transporter activity, P:apoptotic DNA fragmentation, C:nuclear membrane, C:nucleoplasm, F:nuclear localization sequence binding, P:protein import into nucleus, translocation, C:cytosol, P:ribosomal protein import into nucleus, C:extracellular vesicular exosome, P:NLS-bearing protein import into nucleus, F:zinc ion binding, C:nuclear pore, P:small molecule metabolic process, P:cytokine-mediated signaling pathway"
"222";222;"P17301";"ITA2_HUMAN";"P:blood coagulation, P:response to hypoxia, P:positive regulation of smooth muscle cell proliferation, F:collagen binding, P:integrin-mediated signaling pathway, P:cell-matrix adhesion, P:positive regulation of DNA binding, P:positive regulation of phagocytosis, engulfment, P:organ morphogenesis, P:response to virus, F:metal ion binding, P:positive regulation of positive chemotaxis, P:positive regulation of leukocyte migration, P:positive regulation of translation, C:integrin complex, P:axon guidance, P:response to organic cyclic compound, C:external side of plasma membrane, C:perinuclear region of cytoplasm, P:mammary gland development, P:detection of mechanical stimulus involved in sensory perception of pain, P:positive regulation of transmission of nerve impulse, P:positive regulation of cell projection organization, P:response to L-ascorbic acid, P:skin morphogenesis, P:response to amine, C:basal part of cell, P:hepatocyte differentiation, P:positive regulation of epithelial cell migration, P:positive regulation of smooth muscle contraction, C:axon terminus, F:virus receptor activity, C:cell surface, P:tissue homeostasis, P:response to muscle activity, P:extracellular matrix organization, C:cell outer membrane, P:viral process, P:positive regulation of cell adhesion, P:positive regulation of inflammatory response, P:positive regulation of smooth muscle cell migration, P:cellular response to hormone stimulus, P:hypotonic response, P:response to drug, P:establishment of protein localization, C:focal adhesion, P:positive regulation of collagen binding, P:positive regulation of alkaline phosphatase activity, P:positive regulation of collagen biosynthetic process, C:nucleus, P:cell proliferation"
"223";223;"P13612";"ITA4_HUMAN";"P:blood coagulation, C:extracellular vesicular exosome, P:negative regulation of protein homodimerization activity, C:integrin complex, P:leukocyte cell-cell adhesion, P:chorio-allantoic fusion, P:leukocyte migration, P:heterophilic cell-cell adhesion, P:integrin-mediated signaling pathway, P:blood vessel remodeling, C:plasma membrane, C:external side of plasma membrane, P:regulation of immune response, P:face development, F:metal ion binding, P:heart development, P:B cell differentiation, C:cell surface"
"224";224;"P08648";"ITA5_HUMAN";"P:blood coagulation, P:extracellular matrix organization, P:leukocyte cell-cell adhesion, P:axon guidance, C:synapse, C:alphav-beta3 integrin-vitronectin complex, P:positive regulation of cell migration, P:viral process, P:angiogenesis, P:wound healing, spreading of epidermal cells, F:metal ion binding, P:heterophilic cell-cell adhesion, C:ruffle, P:positive regulation of peptidyl-tyrosine phosphorylation, P:cell-cell adhesion mediated by integrin, P:cell-substrate junction assembly, P:positive regulation of vascular endothelial growth factor receptor signaling pathway, P:leukocyte migration, P:negative regulation of anoikis, C:cytoplasm, P:integrin-mediated signaling pathway, P:memory, C:external side of plasma membrane, C:integrin complex, P:cell adhesion, F:vascular endothelial growth factor receptor 2 binding, P:positive regulation of cell-substrate adhesion, F:platelet-derived growth factor receptor binding"
"225";225;"P05556";"ITB1_HUMAN";"P:germ cell migration, F:peptide binding, P:negative regulation of cell proliferation, P:positive regulation of endocytosis, C:cytoplasm, C:recycling endosome, P:integrin-mediated signaling pathway, P:sarcomere organization, P:axon guidance, P:positive regulation of cell proliferation, P:regulation of cell cycle, P:leukocyte migration, C:basement membrane, P:viral process, C:filopodium, P:blood coagulation, P:response to gonadotropin, P:formation of radial glial scaffolds, P:positive regulation of cell migration, P:cellular calcium ion homeostasis, C:alpha7-beta1 integrin complex, P:cell fate specification, P:negative regulation of anoikis, P:positive regulation of peptidyl-tyrosine phosphorylation, C:myelin sheath abaxonal region, P:tissue homeostasis, C:focal adhesion, P:response to virus, P:in utero embryonic development, P:extracellular matrix organization, P:cellular response to vitamin D, C:extracellular vesicular exosome, P:protein transport within lipid bilayer, P:cellular defense response, P:cellular response to mechanical stimulus, C:alpha3-beta1 integrin complex, P:response to drug, C:hemidesmosome, P:cell junction assembly, C:alpha8-beta1 integrin complex, F:actin binding, C:cleavage furrow, P:positive regulation of neuron projection development, C:alpha9-beta1 integrin complex, C:external side of plasma membrane, C:melanosome, P:B cell differentiation, P:regulation of G-protein coupled receptor protein signaling pathway, P:cellular response to ionizing radiation, C:acrosomal vesicle, C:lamellipodium, P:cell migration involved in sprouting angiogenesis, P:response to transforming growth factor beta, P:cell-cell adhesion mediated by integrin, P:leukocyte cell-cell adhesion, P:positive regulation of MAPK cascade, C:intercalated disc, C:ruffle, P:regulation of immune response, C:sarcolemma, P:positive regulation of neuron differentiation, P:positive regulation of cell-substrate adhesion, P:tight junction assembly, F:protein heterodimerization activity, P:negative regulation of neuron differentiation, P:G1/S transition of mitotic cell cycle, P:positive regulation of apoptotic process, C:neuromuscular junction, F:virus receptor activity, C:membrane raft, P:calcium-independent cell-matrix adhesion, P:maternal process involved in female pregnancy, P:response to activity, P:negative regulation of cell projection organization, P:homophilic cell adhesion, C:cell surface, P:cardiac muscle cell differentiation, F:metal ion binding"
"226";226;"Q14571";"ITPR2_HUMAN";"P:activation of phospholipase C activity, C:platelet dense tubular network membrane, P:platelet activation, F:inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity, P:energy reserve metabolic process, P:neurotrophin TRK receptor signaling pathway, C:sarcoplasmic reticulum membrane, P:innate immune response, P:response to hypoxia, P:regulation of insulin secretion, P:Fc-epsilon receptor signaling pathway, C:integral component of membrane, P:cellular response to ethanol, P:epidermal growth factor receptor signaling pathway, P:fibroblast growth factor receptor signaling pathway, C:plasma membrane, F:phosphatidylinositol binding, C:cell cortex, P:small molecule metabolic process, C:receptor complex, P:cellular response to cAMP, P:Fc-gamma receptor signaling pathway involved in phagocytosis"
"227";227;"Q9Y624";"JAM1_HUMAN";"C:tight junction, P:blood coagulation, P:epithelial cell differentiation, P:leukocyte migration, P:transforming growth factor beta receptor signaling pathway, P:tight junction assembly, P:inflammatory response, C:integral component of membrane, P:viral process, C:plasma membrane, C:cell-cell junction, P:cell adhesion, C:extracellular vesicular exosome"
"228";228;"Q9BX67";"JAM3_HUMAN";"P:cell-matrix adhesion, P:blood coagulation, P:regulation of neutrophil chemotaxis, P:regulation of actin cytoskeleton organization by cell-cell adhesion, P:leukocyte migration, C:integral component of membrane, P:angiogenesis, C:tight junction, C:plasma membrane, C:cell-cell contact zone, C:desmosome, C:Schmidt-Lanterman incisure, P:adaptive immune response, P:transmission of nerve impulse, C:extracellular space, P:spermatid development, P:establishment of cell polarity, P:leukocyte migration involved in inflammatory response, C:paranodal junction, P:myelination, P:neutrophil homeostasis, P:myeloid progenitor cell differentiation"
"230";230;"P13645";"K1C10_HUMAN";"P:keratinocyte differentiation, C:cytoplasm, C:extracellular space, F:structural constituent of epidermis, P:cellular response to calcium ion, C:keratin filament, C:intermediate filament, C:extracellular vesicular exosome"
"231";231;"P13646";"K1C13_HUMAN";"P:cellular response to retinoic acid, F:structural molecule activity, P:response to radiation, C:extracellular vesicular exosome, P:tongue morphogenesis, C:keratin filament"
"232";232;"P02533";"K1C14_HUMAN";"C:keratin filament, C:cell periphery, C:cytosol, F:structural constituent of cytoskeleton, P:epithelial cell differentiation, P:epidermis development, C:extracellular vesicular exosome, P:response to ionizing radiation, P:hemidesmosome assembly, P:intermediate filament bundle assembly, P:response to zinc ion, C:nucleus"
"233";233;"P08779";"K1C16_HUMAN";"C:intermediate filament, P:epidermis development, P:cell proliferation, P:intermediate filament cytoskeleton organization, F:structural constituent of cytoskeleton, C:extracellular vesicular exosome, P:cytoskeleton organization"
"234";234;"Q04695";"K1C17_HUMAN";"F:structural constituent of cytoskeleton, C:intermediate filament, P:positive regulation of hair follicle development, C:cell periphery, F:MHC class II receptor activity, C:cytoplasm, P:positive regulation of cell growth, P:intermediate filament organization, P:morphogenesis of an epithelium, P:keratinization, P:epidermis development, P:positive regulation of translation, C:extracellular vesicular exosome"
"235";235;"P35527";"K1C9_HUMAN";"F:structural constituent of cytoskeleton, P:epidermis development, C:intermediate filament, C:extracellular vesicular exosome, C:extracellular space, P:intermediate filament organization"
"236";236;"P35908";"K22E_HUMAN";"C:keratin filament, P:keratinocyte activation, P:keratinocyte proliferation, C:intermediate filament, C:extracellular vesicular exosome, F:structural constituent of cytoskeleton, P:keratinocyte migration, P:keratinization, C:extracellular space, C:Golgi apparatus"
"238";238;"P04264";"K2C1_HUMAN";"P:retina homeostasis, P:complement activation, lectin pathway, P:regulation of angiogenesis, C:extracellular vesicular exosome, F:structural molecule activity, C:keratin filament, C:plasma membrane, C:cytoskeleton, C:membrane, P:fibrinolysis, F:carbohydrate binding, C:blood microparticle, F:receptor activity, P:response to oxidative stress"
"241";241;"P13647";"K2C5_HUMAN";"P:hemidesmosome assembly, C:keratin filament, F:structural constituent of cytoskeleton, C:cytosol, P:epidermis development, C:plasma membrane, C:extracellular vesicular exosome, C:mitochondrion"
"242";242;"P02538";"K2C6A_HUMAN";"C:extracellular vesicular exosome, C:keratin filament, P:cell differentiation, P:ectoderm development, F:structural constituent of cytoskeleton, P:positive regulation of cell proliferation, C:intermediate filament"
"243";243;"P04259";"K2C6B_HUMAN";"F:structural constituent of cytoskeleton, P:ectoderm development, C:keratin filament, C:extracellular vesicular exosome"
"245";245;"Q5XKE5";"K2C79_HUMAN";"F:structural molecule activity, C:extracellular vesicular exosome, C:keratin filament"
"246";246;"Q01813";"K6PP_HUMAN";"C:extracellular vesicular exosome, P:glycolysis, P:small molecule metabolic process, F:ATP binding, F:6-phosphofructokinase activity, C:cytosol, P:fructose 6-phosphate metabolic process, C:6-phosphofructokinase complex, F:metal ion binding, F:protein complex binding"
"249";249;"P14618";"KPYM_HUMAN";"P:programmed cell death, P:glycolysis, F:pyruvate kinase activity, C:cytosol, F:magnesium ion binding, F:ATP binding, C:mitochondrion, F:MHC class II protein complex binding, F:potassium ion binding, C:plasma membrane, C:nucleus, C:extracellular vesicular exosome, C:cilium, P:small molecule metabolic process"
"250";250;"P13473";"LAMP2_HUMAN";"C:extracellular vesicular exosome, C:integral component of membrane, C:lysosomal membrane, P:platelet degranulation, C:plasma membrane, C:phagocytic vesicle membrane, C:late endosome membrane, C:platelet dense granule membrane, P:platelet activation"
"255";255;"Q01650";"LAT1_HUMAN";"C:plasma membrane, P:blood coagulation, F:peptide antigen binding, C:extracellular vesicular exosome, P:cellular amino acid metabolic process, P:leukocyte migration, F:L-amino acid transmembrane transporter activity, P:cell differentiation, P:nervous system development, P:L-alpha-amino acid transmembrane transport, C:integral component of membrane, C:cytosol, F:neutral amino acid transmembrane transporter activity, C:apical plasma membrane"
"257";257;"P00338";"LDHA_HUMAN";"C:extracellular vesicular exosome, P:glycolysis, P:substantia nigra development, C:cilium, P:cellular response to extracellular stimulus, C:mitochondrion, P:cellular carbohydrate metabolic process, P:pyruvate metabolic process, F:L-lactate dehydrogenase activity, C:cytosol"
"258";258;"P07195";"LDHB_HUMAN";"P:glycolysis, F:NAD binding, P:lactate metabolic process, C:extracellular vesicular exosome, F:L-lactate dehydrogenase activity, P:pyruvate metabolic process, C:cytosol, C:mitochondrion, P:NAD metabolic process, P:cellular carbohydrate metabolic process"
"262";262;"Q13449";"LSAMP_HUMAN";"P:cell adhesion, C:anchored component of membrane, C:plasma membrane, P:nervous system development"
"264";264;"P07948";"LYN_HUMAN";"P:regulation of cytokine secretion, P:regulation of inflammatory response, F:receptor signaling protein tyrosine kinase activity, P:positive regulation of stress-activated protein kinase signaling cascade, P:regulation of cytokine production, P:positive regulation of cellular component movement, C:mitochondrial intermembrane space, P:response to toxic substance, P:positive regulation of neuron projection development, P:response to amino acid, P:tolerance induction to self antigen, P:positive regulation of tyrosine phosphorylation of STAT protein, C:Golgi apparatus, P:platelet activation, P:negative regulation of toll-like receptor 4 signaling pathway, P:dendritic cell differentiation, P:response to insulin, P:intrinsic apoptotic signaling pathway in response to DNA damage, P:Fc receptor mediated inhibitory signaling pathway, C:perinuclear region of cytoplasm, C:mast cell granule, C:nucleus, P:negative regulation of ERK1 and ERK2 cascade, P:response to carbohydrate, C:cytosol, P:negative regulation of mast cell proliferation, C:plasma membrane, P:innate immune response, P:response to organic cyclic compound, P:oligodendrocyte development, P:negative regulation of immune response, P:erythrocyte differentiation, P:platelet degranulation, P:histamine secretion by mast cell, P:negative regulation of myeloid leukocyte differentiation, P:leukocyte migration, P:cellular response to retinoic acid, P:T cell costimulation, P:apoptotic nuclear changes, P:regulation of cell adhesion mediated by integrin, P:regulation of B cell receptor signaling pathway, P:positive regulation of Fc receptor mediated stimulatory signaling pathway, C:mitochondrial crista, C:postsynaptic density, F:glycosphingolipid binding, P:positive regulation of phosphatidylinositol 3-kinase activity, P:regulation of erythrocyte differentiation, C:membrane raft, P:positive regulation of cell migration, P:positive regulation of dendritic cell apoptotic process, P:negative regulation of toll-like receptor 2 signaling pathway, P:regulation of monocyte chemotaxis, P:response to sterol depletion, P:neuron projection development, P:cellular response to heat, P:B cell homeostasis, P:regulation of B cell apoptotic process, F:non-membrane spanning protein tyrosine kinase activity, P:negative regulation of B cell proliferation, P:negative regulation of MAP kinase activity, P:Fc-epsilon receptor signaling pathway, P:regulation of release of sequestered calcium ion into cytosol, F:ATP binding, P:viral process, P:protein autophosphorylation, P:cytokine secretion, C:alpha2-beta1 integrin complex, P:JAK-STAT cascade involved in growth hormone signaling pathway, P:positive regulation of glial cell proliferation, P:regulation of mast cell degranulation, P:positive regulation of oligodendrocyte progenitor proliferation, P:regulation of platelet aggregation, P:positive regulation of mast cell proliferation, P:cellular response to extracellular stimulus, P:response to axon injury, P:B cell receptor signaling pathway, P:lipopolysaccharide-mediated signaling pathway, P:Fc-gamma receptor signaling pathway involved in phagocytosis"
"265";265;"Q86UE4";"LYRIC_HUMAN";"P:lipopolysaccharide-mediated signaling pathway, P:negative regulation of transcription from RNA polymerase II promoter, C:nucleolus, P:tight junction assembly, P:positive regulation of autophagy, P:positive regulation of angiogenesis, C:intercellular canaliculus, C:tight junction, C:perinuclear region of cytoplasm, F:transcription coactivator activity, P:positive regulation of NF-kappaB transcription factor activity, F:double-stranded RNA binding, P:negative regulation of apoptotic process, P:positive regulation of protein kinase B signaling, C:endoplasmic reticulum membrane, C:integral component of membrane, C:apical plasma membrane, C:nuclear body, C:nuclear membrane, P:positive regulation of I-kappaB kinase/NF-kappaB signaling"
"270";270;"P40926";"MDHM_HUMAN";"P:tricarboxylic acid cycle, C:plasma membrane, F:L-malate dehydrogenase activity, C:mitochondrial matrix, P:NADH metabolic process, P:malate metabolic process, F:malate dehydrogenase (NADP+) activity, C:nucleus, P:oxaloacetate metabolic process, C:mitochondrial inner membrane, P:gluconeogenesis, P:internal protein amino acid acetylation, P:cellular carbohydrate metabolic process, C:extracellular vesicular exosome"
"271";271;"P14174";"MIF_HUMAN";"P:inflammatory response, P:negative regulation of cell aging, C:cytoplasm, P:positive regulation of ERK1 and ERK2 cascade, P:regulation of macrophage activation, P:positive regulation of myeloid leukocyte cytokine production involved in immune response, P:DNA damage response, signal transduction by p53 class mediator, P:positive regulation of chemokine (C-X-C motif) ligand 2 production, P:prostaglandin biosynthetic process, C:cell surface, P:negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator, P:negative regulation of mature B cell apoptotic process, P:positive regulation of fibroblast proliferation, P:negative regulation of myeloid cell apoptotic process, F:phenylpyruvate tautomerase activity, F:cytokine activity, C:extracellular vesicular exosome, P:positive regulation of lipopolysaccharide-mediated signaling pathway, P:cell aging, P:cell proliferation, P:positive regulation of prostaglandin secretion involved in immune response, P:positive regulation of cytokine secretion, P:positive regulation of B cell proliferation, P:cell surface receptor signaling pathway, P:positive regulation of peptidyl-serine phosphorylation, P:protein homotrimerization, P:positive regulation of MAP kinase activity, P:negative regulation of apoptotic process, P:negative regulation of DNA damage response, signal transduction by p53 class mediator, P:positive regulation of peptidyl-tyrosine phosphorylation, C:extracellular space, F:dopachrome isomerase activity, P:negative regulation of cell cycle arrest, P:negative regulation of gene expression, P:positive regulation of arachidonic acid secretion, F:chemoattractant activity, P:negative regulation of cellular protein metabolic process, P:innate immune response, P:positive regulation of protein kinase A signaling"
"274";274;"O14950";"ML12B_HUMAN";"P:muscle contraction, C:myosin II complex, C:apical part of cell, C:Z disc, P:axon guidance, P:regulation of cell shape, C:stress fiber, C:cytosol, F:calcium ion binding, C:extracellular vesicular exosome"
"275";275;"P53985";"MOT1_HUMAN";"F:mevalonate transmembrane transporter activity, F:organic cyclic compound binding, C:integral component of plasma membrane, C:centrosome, F:symporter activity, C:mitochondrion, C:extracellular vesicular exosome, P:leukocyte migration, P:plasma membrane lactate transport, P:centrosome organization, F:secondary active monocarboxylate transmembrane transporter activity, P:blood coagulation, P:cellular response to organic cyclic compound, P:pyruvate metabolic process"
"276";276;"O15427";"MOT4_HUMAN";"C:actin cytoskeleton, P:leukocyte migration, F:symporter activity, P:blood coagulation, F:monocarboxylic acid transmembrane transporter activity, C:nuclear membrane, P:pyruvate metabolic process, C:integral component of plasma membrane, F:secondary active monocarboxylate transmembrane transporter activity"
"277";277;"Q00325";"MPCP_HUMAN";"F:protein complex binding, P:generation of precursor metabolites and energy, C:mitochondrial inner membrane, C:extracellular vesicular exosome, F:symporter activity, F:phosphate ion carrier activity, C:integral component of plasma membrane"
"278";278;"P20645";"MPRD_HUMAN";"F:mannose binding, P:receptor-mediated endocytosis, C:lysosomal membrane, P:hexose transmembrane transport, F:transmembrane signaling receptor activity, F:mannose transmembrane transporter activity, C:endosome, P:endosome to lysosome transport, C:late endosome, C:integral component of plasma membrane"
"279";279;"O95297";"MPZL1_HUMAN";"P:cell-cell signaling, C:integral component of plasma membrane, F:structural molecule activity, P:transmembrane receptor protein tyrosine kinase signaling pathway"
