"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P4569"	"spectra.count.P4569"	"dNSAF.P4569"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"P38398-2"	"P38398-2"	"BRCA1_HUMAN"	"Breast cancer type 1 susceptibility protein"	"BRCA1"	4	4	0.00016517214883605	4	4	0	0	"protein autoubiquitination;G2 DNA damage checkpoint;positive regulation of cell cycle arrest;negative regulation of centriole replication;protein K6-linked ubiquitination;substrate adhesion-dependent cell spreading;fatty acid biosynthetic process;double-strand break repair via homologous recombination;regulation of transcription from RNA polymerase III promoter;positive regulation of protein ubiquitination;chromosome segregation;negative regulation of fatty acid biosynthetic process;negative regulation of histone H3-K9 methylation;positive regulation of transcription from RNA polymerase II promoter;positive regulation of DNA repair;positive regulation of histone H3-K4 methylation;response to estrogen stimulus;positive regulation of histone H4-K16 acetylation;cell cycle;response to ionizing radiation;intrinsic apoptotic signaling pathway in response to DNA damage;regulation of apoptotic process;negative regulation of transcription;DNA damage response;regulation of cell proliferation;postreplication repair;androgen receptor signaling pathway;cellular response to indole-3-methanol;positive regulation of histone H3-K9 acetylation;regulation of cell motility;positive regulation of histone H4-K20 methylation"	"chromosome;BRCA1-A complex;ruffle;nucleoplasm;BRCA1-BARD1 complex;ribonucleoprotein complex;gamma-tubulin ring complex;plasma membrane"	"ubiquitin-protein ligase activity;transcription coactivator activity;zinc ion binding;RNA binding;transcription regulatory region DNA binding;tubulin binding;androgen receptor binding"
"P39656"	"P39656"	"OST48_HUMAN"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit"	"DDOST"	1	2	0.000337407580352589	1	2	0.000502125565440977	0	"innate immune response;SRP-dependent cotranslational protein targeting to membrane;translation;T cell activation;response to cytokine stimulus;protein N-linked glycosylation via asparagine;post-translational protein modification"	"integral to membrane;oligosaccharyltransferase complex"	"dolichyl-diphosphooligosaccharide-protein glycotransferase activity"
"P39880-6"	"P39880-6"	"CUX1_HUMAN"	"Homeobox protein cut-like 1"	"CUX1"	1	1	6.81540893203901e-05	1	1	0	1	"multicellular organismal development;auditory receptor cell differentiation;retrograde transport;lung development;transcription;negative regulation of transcription from RNA polymerase II promoter"	"Golgi membrane;cytosol;nucleus"	"sequence-specific DNA binding transcription factor activity;chromatin binding;sequence-specific DNA binding"
"P40222"	"P40222"	"TXLNA_HUMAN"	"Alpha-taxilin"	"TXLNA"	1	3	0.000422686419342804	1	3	0.000629036422640345	0	"cell proliferation;exocytosis"	"extracellular region;cytoplasm"	"cytokine activity;high molecular weight B cell growth factor receptor binding"
"P40763-1"	"P40763-1"	"STAT3_HUMAN"	"Signal transducer and activator of transcription 3"	"STAT3"	3	5	0.00049953849558695	3	5	0	0	"glucose homeostasis;response to drug;positive regulation of Notch signaling pathway;response to ethanol;interleukin-6-mediated signaling pathway;JAK-STAT cascade involved in growth hormone signaling pathway;radial glial cell differentiation;eating behavior;response to estradiol stimulus;negative regulation of transcription from RNA polymerase II promoter;virus-host interaction;cell proliferation;eye photoreceptor cell differentiation;positive regulation of transcription from RNA polymerase II promoter;stem cell maintenance;neurotrophin TRK receptor signaling pathway;protein import into nucleus;astrocyte differentiation;sexual reproduction;temperature homeostasis;phosphorylation;acute-phase response;regulation of multicellular organism growth;cellular component movement"	"nucleoplasm;cytosol;plasma membrane"	"transcription regulatory region DNA binding;protein kinase binding;ligand-activated sequence-specific DNA binding RNA polymerase II transcription factor activity;sequence-specific DNA binding;calcium ion binding;protein dimerization activity"
"P41226"	"P41226"	"UBA7_HUMAN"	"Ubiquitin-like modifier-activating enzyme 7"	"UBA7"	1	2	0.000152033455178637	1	2	0.000226254207352851	0	"modification-dependent protein catabolic process;innate immune response;cytokine-mediated signaling pathway;ISG15-protein conjugation;protein ubiquitination;negative regulation of type I interferon production"	"cytosol"	"ISG15 activating enzyme activity;ATP binding;ligase activity"
"P41227"	"P41227"	"NAA10_HUMAN"	"N-alpha-acetyltransferase 10"	"NAA10"	1	2	0.00065471428357779	1	2	0.000974337267408874	0	"internal protein amino acid acetylation;DNA packaging;N-terminal protein amino acid acetylation"	"nucleus;cytoplasm"	"N-acetyltransferase activity;peptide alpha-N-acetyltransferase activity"
"P42167-1"	"P42167-1"	"LAP2B_HUMAN"	"Lamina-associated polypeptide 2, isoforms beta/gamma"	"TMPO"	1	4	0.000677787914717095	1	4	0	0	""	"nuclear envelope;integral to membrane;nuclear inner membrane"	"lamin binding;DNA binding"
"P42768"	"P42768"	"WASP_HUMAN"	"Wiskott-Aldrich syndrome protein"	"WAS"	1	1	0.000153244877132252	1	1	0.000228057029722197	0	"T cell receptor signaling pathway;T cell activation;epidermis development;innate immune response;actin polymerization or depolymerization;actin filament-based movement;endosomal transport;blood coagulation;Fc-gamma receptor signaling pathway involved in phagocytosis;protein complex assembly;actin filament polymerization"	"actin cytoskeleton;vesicle membrane;cytosol"	"small GTPase regulator activity"
"P43243-1"	"P43243-1"	"MATR3_HUMAN"	"Matrin-3"	"MATR3"	1	2	0.000544951086094854	1	2	0	6	""	"nuclear inner membrane;nuclear matrix"	"structural molecule activity;zinc ion binding;nucleotide binding;RNA binding"
"P43243-2"	"P43243-2"	"MATR3_HUMAN"	"Matrin-3"	"MATR3"	1	1	0.000272475543047427	1	1	0	6	""	"nuclear inner membrane;nuclear matrix"	"structural molecule activity;zinc ion binding;nucleotide binding;RNA binding"
"P43304-1,P43304-2"	"P43304-[1,2]"	"GPDM_HUMAN"	"Glycerol-3-phosphate dehydrogenase, mitochondrial"	"GPD2"	1	1	5.29084788998558e-05	1	1	0	0	"small molecule metabolic process;glycerol catabolic process;glycerol-3-phosphate metabolic process;gluconeogenesis;cellular lipid metabolic process"	"glycerol-3-phosphate dehydrogenase complex;mitochondrial inner membrane"	"sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity;calcium ion binding;glycerol-3-phosphate dehydrogenase activity"
"P43354"	"P43354"	"NR4A2_HUMAN"	"Nuclear receptor subfamily 4 group A member 2"	"NR4A2"	1	1	0.000257287385686924	1	1	0.00038289173552021	2	"cellular response to stress;post-embryonic development;response to hypoxia;central nervous system projection neuron axonogenesis;habenula development;neuron migration;response to amphetamine;negative regulation of neuron apoptotic process;adult locomotory behavior;dopamine biosynthetic process;neuron maturation;transcription initiation from RNA polymerase II promoter;death;cellular response to extracellular stimulus;response to inorganic substance;regulation of respiratory gaseous exchange;dopaminergic neuron differentiation;response to insecticide;positive regulation of catalytic activity;positive regulation of transcription from RNA polymerase II promoter;regulation of dopamine metabolic process"	"nucleoplasm;cytoplasm"	"zinc ion binding;sequence-specific DNA binding;ligand-activated sequence-specific DNA binding RNA polymerase II transcription factor activity;steroid hormone receptor activity"
"P46019"	"P46019"	"KPB2_HUMAN"	"Phosphorylase b kinase regulatory subunit alpha, liver isoform"	"PHKA2"	1	1	8.30541736252527e-05	1	1	0.000123600139185471	1	"small molecule metabolic process;glycogen catabolic process;glucose metabolic process"	"plasma membrane;phosphorylase kinase complex;cytosol"	"hydrolase activity;phosphorylase kinase activity"
"P46020-3"	"P46020-3"	"KPB1_HUMAN"	"Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform"	"PHKA1"	1	2	0.000167738192031377	1	2	0	1	"glucose metabolic process;small molecule metabolic process;glycogen catabolic process"	"cytosol;plasma membrane"	"hydrolase activity;phosphorylase kinase activity"
"P46060"	"P46060"	"RAGP1_HUMAN"	"Ran GTPase-activating protein 1"	"RANGAP1"	1	2	0.000262108784737275	1	2	0.000390066878775273	0	"signal transduction;negative regulation of protein export from nucleus;mitotic cell cycle"	"cytosol;perinuclear region of cytoplasm;nuclear pore;nuclear membrane;condensed chromosome kinetochore;spindle pole"	"Ran GTPase activator activity"
"P46100-2"	"P46100-2"	"ATRX_HUMAN"	"Transcriptional regulator ATRX"	"ATRX"	1	1	0.000108046247640998	1	1	0	5	"regulation of transcription;forebrain development;DNA methylation;DNA repair;DNA recombination"	"nuclear heterochromatin"	"DNA binding;ATP binding;zinc ion binding;DNA helicase activity;chromatin binding"
"P46100-3"	"P46100-3"	"ATRX_HUMAN"	"Transcriptional regulator ATRX"	"ATRX"	1	1	0.000108046247640998	1	1	0	5	"regulation of transcription;forebrain development;DNA methylation;DNA repair;DNA recombination"	"nuclear heterochromatin"	"DNA binding;ATP binding;zinc ion binding;DNA helicase activity;chromatin binding"
"P46459"	"P46459"	"NSF_HUMAN"	"Vesicle-fusing ATPase"	"NSF"	1	2	0.000206798194409651	1	2	0.000307754378818663	0	"protein transport;synaptic transmission;positive regulation of receptor recycling;potassium ion transport;exocytosis;plasma membrane fusion"	"plasma membrane;cytosol"	"metal ion binding;protein complex binding;ATPase activity;ATP binding"
"P46976-1,P46976-2,P46976-3"	"P46976-[1-3]"	"GLYG_HUMAN"	"Glycogenin-1"	"GYG1"	1	3	0.000219796938058258	1	3	0	0	"small molecule metabolic process;glycogen catabolic process;glucose metabolic process;glycogen biosynthetic process"	"cytosol"	"glucose binding;glycogenin glucosyltransferase activity;metal ion binding"
"P47756-2"	"P47756-2"	"CAPZB_HUMAN"	"F-actin-capping protein subunit beta"	"CAPZB"	3	8	0.00222177410311597	3	8	0	0	"blood coagulation;actin cytoskeleton organization;cellular component movement;actin filament capping;regulation of cell morphogenesis;cytoskeleton organization;lamellipodium assembly"	"membrane;sarcomere;cortical cytoskeleton;WASH complex;cytosol;F-actin capping protein complex;lamellipodium"	"actin binding"
"P47897"	"P47897"	"SYQ_HUMAN"	"Glutamine--tRNA ligase"	"QARS"	1	2	0.000198526266633265	1	2	0.000295444203665917	0	"tRNA aminoacylation for protein translation;glutaminyl-tRNA aminoacylation"	"cytosol;mitochondrial matrix"	"ATP binding;glutamine-tRNA ligase activity"
"P48651"	"P48651"	"PTSS1_HUMAN"	"Phosphatidylserine synthase 1"	"PTDSS1"	1	4	0.000650561761694633	1	4	0.000968157538440108	0	"phosphatidylserine biosynthetic process"	"endoplasmic reticulum membrane;integral to membrane"	"transferase activity"
"P48723"	"P48723"	"HSP13_HUMAN"	"Heat shock 70 kDa protein 13"	"HSPA13"	1	3	0.000489993174015225	1	3	0.000729201458092629	0	""	"intracellular membrane-bounded organelle;endoplasmic reticulum"	"ATP binding"
"P48960-1,P48960-2,P48960-3"	"P48960-[1-3]"	"CD97_HUMAN"	"CD97 antigen"	"CD97"	1	2	6.14203020522078e-05	1	2	0	0	"cell adhesion;cell-cell signaling;inflammatory response;cellular component movement;neuropeptide signaling pathway;immune response"	"integral to plasma membrane;extracellular space"	"G-protein coupled receptor activity;calcium ion binding"
"P49069"	"P49069"	"CAMLG_HUMAN"	"Calcium signal-modulating cyclophilin ligand"	"CAMLG"	1	2	0.000519790056218853	1	2	0.000773544790003667	0	"signal transduction;receptor recycling;epidermal growth factor receptor signaling pathway;defense response"	"integral to membrane;endoplasmic reticulum"	""
"P49368-2"	"P49368-2"	"TCPG_HUMAN"	"T-complex protein 1 subunit gamma"	"CCT3"	4	19	0.0026819259414448	4	19	0	0	"'de novo' posttranslational protein folding"	"cytosol;chaperonin-containing T-complex;microtubule;plasma membrane"	"ATP binding;unfolded protein binding"
"P49441"	"P49441"	"INPP_HUMAN"	"Inositol polyphosphate 1-phosphatase"	"INPP1"	1	1	0.000192804331630051	1	1	0.000286928894537701	0	"inositol phosphate metabolic process;phosphatidylinositol phosphorylation;signal transduction"	"cytosol"	"inositol-1;inositol-1;metal ion binding"
"P49447"	"P49447"	"CY561_HUMAN"	"Cytochrome b561"	"CYB561"	1	3	0.000919469262793509	1	3	0.00136834217833318	0	"electron transport chain"	"integral to membrane"	"ferric-chelate reductase activity;transmembrane electron transfer carrier;metal ion binding"
"P49448"	"P49448"	"DHE4_HUMAN"	"Glutamate dehydrogenase 2, mitochondrial"	"GLUD2"	3	5	0.000689327314698838	3	5	0.00102584792939554	0	"glutamate catabolic process;glutamate biosynthetic process"	"mitochondrion"	"GTP binding;ADP binding;glutamate dehydrogenase [NAD(P)+] activity;leucine binding;glutamate dehydrogenase (NAD+) activity"
"P49585,Q9Y5K3-1,Q9Y5K3-2,Q9Y5K3-3,Q9Y5K3-4"	"P49585, Q9Y5K3-[1-4]"	"PCY1A_HUMAN, PCY1B_HUMAN"	"Choline-phosphate cytidylyltransferase A, Choline-phosphate cytidylyltransferase B"	"PCYT1A, PCYT1B"	1	3	0.000125223431883435	1	3	0.000935841653301439	0	"response to abiotic stimulus;spermatogenesis;ovarian follicle development"	"endoplasmic reticulum membrane;glycogen granule;cytosol"	"lipid binding;choline-phosphate cytidylyltransferase activity"
"P49589-3"	"P49589-3"	"SYCC_HUMAN"	"Cysteine--tRNA ligase, cytoplasmic"	"CARS"	3	5	0.000514230804280684	3	5	0	0	"cysteinyl-tRNA aminoacylation"	"cytosol;cytoplasm"	"tRNA binding;protein homodimerization activity;metal ion binding;ATP binding;cysteine-tRNA ligase activity"
"P49748-1"	"P49748-1"	"ACADV_HUMAN"	"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial"	"ACADVL"	2	2	0.000234897491054627	2	2	0	0	"cellular protein metabolic process;regulation of cholesterol metabolic process;negative regulation of fatty acid biosynthetic process;negative regulation of fatty acid oxidation;activation of signaling protein activity involved in unfolded protein response;temperature homeostasis;fatty acid beta-oxidation using acyl-CoA dehydrogenase;energy derivation by oxidation of organic compounds"	"mitochondrial inner membrane;mitochondrial nucleoid"	"long-chain-acyl-CoA dehydrogenase activity;flavin adenine dinucleotide binding"
"P49750-1,P49750-4"	"P49750-[1,4]"	"YLPM1_HUMAN"	"YLP motif-containing protein 1"	"YLPM1"	3	5	9.85762792419148e-05	3	5	0	0	"regulation of telomere maintenance"	"nuclear speck;nucleus"	"RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription"
"P49756-1"	"P49756-1"	"RBM25_HUMAN"	"RNA-binding protein 25"	"RBM25"	1	1	0.000228140356822035	1	1	0	3	"RNA splicing;mRNA processing;regulation of alternative mRNA splicing;execution phase of apoptosis"	"cytoplasm;nuclear speck"	"nucleotide binding;mRNA binding"
"P49756-4"	"P49756-4"	"RBM25_HUMAN"	"RNA-binding protein 25"	"RBM25"	1	1	0.000228140356822035	1	1	0	3	"RNA splicing;mRNA processing;regulation of alternative mRNA splicing;execution phase of apoptosis"	"cytoplasm;nuclear speck"	"nucleotide binding;mRNA binding"
"P49903"	"P49903"	"SPS1_HUMAN"	"Selenide, water dikinase 1"	"SEPHS1"	1	1	0.000196247266123445	1	1	0.000292052624797303	0	"cellular protein modification process"	"nuclear membrane;plasma membrane;cytoplasm"	"selenide;protein homodimerization activity;protein heterodimerization activity;GTP binding;ATP binding"
"P50148"	"P50148"	"GNAQ_HUMAN"	"Guanine nucleotide-binding protein G(q) subunit alpha"	"GNAQ"	1	2	0.000428573416826687	1	2	0.000637797375601909	0	"phospholipase C-activating dopamine receptor signaling pathway;neuron remodeling;platelet activation;adenylate cyclase-activating G-protein coupled receptor signaling pathway;forebrain neuron development;post-embryonic development;embryonic digit morphogenesis;protein stabilization;regulation of action potential;skeletal system development;activation of phospholipase C activity;regulation of melanocyte differentiation;developmental pigmentation;glutamate receptor signaling pathway;behavior;heart development;negative regulation of protein kinase activity;regulation of catenin import into nucleus"	"nuclear membrane;cytoplasm;heterotrimeric G-protein complex"	"GTP binding;metal ion binding;GTPase activity;G-protein coupled receptor binding;GTPase activator activity;signal transducer activity;G-protein beta/gamma-subunit complex binding"
"P50453"	"P50453"	"SPB9_HUMAN"	"Serpin B9"	"SERPINB9"	1	1	0.000204598213618059	1	1	0.000304480396065273	0	"immune response;mast cell mediated immunity;regulation of proteolysis;cellular response to estrogen stimulus;negative regulation of apoptotic process"	"extracellular space;cytosol;nucleus"	"serine-type endopeptidase inhibitor activity;cysteine-type endopeptidase inhibitor activity involved in apoptotic process"
"P50552"	"P50552"	"VASP_HUMAN"	"Vasodilator-stimulated phosphoprotein"	"VASP"	1	1	0.000202444548211553	1	1	0.000301275339264586	0	"actin polymerization or depolymerization;T cell receptor signaling pathway;axon guidance;neural tube closure;protein homotetramerization;cell junction assembly"	"cytosol;actin cytoskeleton;filopodium membrane;plasma membrane;focal adhesion;lamellipodium membrane"	""
"P50579"	"P50579"	"AMPM2_HUMAN"	"Methionine aminopeptidase 2"	"METAP2"	1	2	0.000321878361173181	1	2	0.000479015183767961	0	"peptidyl-methionine modification;proteolysis;N-terminal protein amino acid modification;protein processing"	"cytoplasm"	"metal ion binding;aminopeptidase activity;metalloexopeptidase activity"
"P50750-1,P50750-2"	"P50750-[1,2]"	"CDK9_HUMAN"	"Cyclin-dependent kinase 9"	"CDK9"	1	1	0.000103399097204826	1	1	0	0	"transforming growth factor beta receptor signaling pathway;cell proliferation;positive regulation of transcription from RNA polymerase II promoter;cellular response to cytokine stimulus;replication fork arrest;positive regulation of viral transcription;transcription elongation from RNA polymerase II promoter;regulation of DNA repair;negative regulation of cell cycle arrest;DNA repair;viral reproductive process;transcription initiation from RNA polymerase II promoter;regulation of histone modification"	"cytoplasm;PML body;positive transcription elongation factor complex b"	"snRNA binding;RNA polymerase II carboxy-terminal domain kinase activity;DNA binding;transcription regulatory region DNA binding;ATP binding;cyclin-dependent protein serine/threonine kinase activity"
"P50995"	"P50995"	"ANX11_HUMAN"	"Annexin A11"	"ANXA11"	1	2	0.000406225364068068	1	2	0.000604539294629929	1	"cytokinesis;phagocytosis;response to calcium ion"	"nuclear envelope;phagocytic vesicle;nucleoplasm;specific granule;melanosome;spindle;midbody;azurophil granule"	"phosphatidylethanolamine binding;calcium-dependent phospholipid binding;calcium ion binding"
"P51116"	"P51116"	"FXR2_HUMAN"	"Fragile X mental retardation syndrome-related protein 2"	"FXR2"	1	1	0.000190512452502205	1	1	0.00028351814987752	2	""	"cytosolic large ribosomal subunit"	"RNA binding"
"P51508"	"P51508"	"ZNF81_HUMAN"	"Zinc finger protein 81"	"ZNF81"	1	1	0.000116382644962769	1	1	0.00017319913603713	0	"transcription"	"nucleus"	"DNA binding;zinc ion binding;sequence-specific DNA binding transcription factor activity"
"P51532-4"	"P51532-4"	"SMCA4_HUMAN"	"Transcription activator BRG1"	"SMARCA4"	1	1	0.000108986540830344	1	1	0	4	"negative regulation of transcription from RNA polymerase II promoter during mitosis;neural retina development;keratinocyte differentiation;negative regulation of G1/S transition of mitotic cell cycle;histone H3 acetylation;vasculogenesis;blastocyst hatching;liver development;positive regulation by host of viral transcription;negative regulation of cell growth;embryonic hindlimb morphogenesis;heart trabecula formation;negative regulation of androgen receptor signaling pathway;glial cell fate determination;nucleosome disassembly;methylation-dependent chromatin silencing;definitive erythrocyte differentiation;embryonic organ morphogenesis;extracellular matrix organization;cell morphogenesis;positive regulation of sequence-specific DNA binding transcription factor activity;blastocyst growth;chromatin remodeling;epidermis morphogenesis;forebrain development;positive regulation of DNA binding;DNA methylation on cytosine within a CG sequence;aortic smooth muscle cell differentiation;stem cell maintenance;hindbrain development"	"WINAC complex;npBAF complex;SWI/SNF complex;heterochromatin;nBAF complex;nuclear chromatin;nuclear euchromatin;perichromatin fibrils"	"chromatin binding;helicase activity;ATP binding;transcription corepressor activity;DNA-dependent ATPase activity;histone acetyl-lysine binding;RNA polymerase II regulatory region sequence-specific DNA binding;RNA polymerase II transcription coactivator activity"
"P51570"	"P51570"	"GALK1_HUMAN"	"Galactokinase"	"GALK1"	1	1	0.000196247266123445	1	1	0.000292052624797303	0	"galactose catabolic process;small molecule metabolic process"	"cytosol"	"galactose binding;galactokinase activity;ATP binding"
"P51572-1,P51572-2"	"P51572-[1,2]"	"BAP31_HUMAN"	"B-cell receptor-associated protein 31"	"BCAP31"	1	3	0.000469078831221892	1	3	0	0	"calcium-mediated signaling using intracellular calcium source;immune response;elevation of cytosolic calcium ion concentration;cellular component disassembly involved in execution phase of apoptosis;positive regulation of cysteine-type endopeptidase activity involved in apoptotic process;elevation of mitochondrial calcium ion concentration;vesicle-mediated transport;spermatogenesis;intracellular protein transport;reduction of endoplasmic reticulum calcium ion concentration;antigen processing and presentation of peptide antigen via MHC class I;positive regulation of intrinsic apoptotic signaling pathway"	"Golgi membrane;endoplasmic reticulum-Golgi intermediate compartment membrane;cytosol;lipid particle;integral to plasma membrane;integral to lumenal side of endoplasmic reticulum membrane"	"receptor binding"
"P51610-2"	"P51610-2"	"HCFC1_HUMAN"	"Host cell factor 1"	"HCFC1"	2	2	0.000100807768478808	2	2	0	1	"protein stabilization;negative regulation of transcription from RNA polymerase II promoter;transcription from RNA polymerase II promoter;positive regulation of cell cycle;regulation of protein complex assembly;release from viral latency;cell cycle;histone H4-K16 acetylation;positive regulation of gene expression;histone H4-K5 acetylation;histone H4-K8 acetylation"	"MLL1 complex;mitochondrion;Set1C/COMPASS complex;MLL5-L complex;neuronal cell body;histone acetyltransferase complex"	"sequence-specific DNA binding transcription factor activity;transcription coactivator activity;chromatin binding"
"P51648-1,P51648-2"	"P51648-[1,2]"	"AL3A2_HUMAN"	"Fatty aldehyde dehydrogenase"	"ALDH3A2"	1	2	0.000158616347052351	1	2	0	0	"sesquiterpenoid metabolic process;phytol metabolic process;epidermis development;cellular aldehyde metabolic process;peripheral nervous system development;central nervous system development"	"mitochondrial inner membrane;integral to membrane;endoplasmic reticulum membrane;intracellular membrane-bounded organelle;peroxisome"	"aldehyde dehydrogenase (NAD) activity;long-chain-alcohol oxidase activity;aldehyde dehydrogenase [NAD(P)+] activity;long-chain-aldehyde dehydrogenase activity;medium-chain-aldehyde dehydrogenase activity"
"P51692"	"P51692"	"STA5B_HUMAN"	"Signal transducer and activator of transcription 5B"	"STAT5B"	1	1	9.77495912584375e-05	1	1	0.000145469668259902	0	"creatinine metabolic process;liver development;luteinization;2-oxoglutarate metabolic process;cytokine-mediated signaling pathway;positive regulation of interleukin-2 biosynthetic process;positive regulation of activated T cell proliferation;regulation of epithelial cell differentiation;positive regulation of cellular component movement;positive regulation of natural killer cell differentiation;regulation of steroid metabolic process;natural killer cell differentiation;T cell homeostasis;valine metabolic process;lactation;citrate metabolic process;negative regulation of apoptotic process;response to interleukin-4;response to hypoxia;positive regulation of smooth muscle cell proliferation;progesterone metabolic process;regulation of multicellular organism growth;response to lipopolysaccharide;fatty acid metabolic process;response to estradiol stimulus;response to interleukin-15;regulation of cell adhesion;positive regulation of multicellular organism growth;lipid storage;development of secondary female sexual characteristics;development of secondary male sexual characteristics;positive regulation of gamma-delta T cell differentiation;transcription from RNA polymerase II promoter;Peyer's patch development;positive regulation of mitotic cell cycle;negative regulation of erythrocyte differentiation;response to ethanol;response to interleukin-2;positive regulation of inflammatory response;isoleucine metabolic process;allantoin metabolic process;succinate metabolic process;female pregnancy;positive regulation of natural killer cell proliferation;positive regulation of natural killer cell mediated cytotoxicity;T cell differentiation in thymus;taurine metabolic process;positive regulation of transcription from RNA polymerase II promoter;oxaloacetate metabolic process;acute-phase response;JAK-STAT cascade involved in growth hormone signaling pathway;positive regulation of B cell differentiation;creatine metabolic process"	"cytosol;nucleoplasm"	"RNA polymerase II core promoter sequence-specific DNA binding;signal transducer activity;double-stranded DNA binding;sequence-specific DNA binding transcription factor activity;calcium ion binding"
"P51812"	"P51812"	"KS6A3_HUMAN"	"Ribosomal protein S6 kinase alpha-3"	"RPS6KA3"	1	1	0.000173263352072951	1	1	0.000257848263334556	2	"toll-like receptor 9 signaling pathway;response to lipopolysaccharide;toll-like receptor TLR6:TLR2 signaling pathway;toll-like receptor TLR1:TLR2 signaling pathway;toll-like receptor 4 signaling pathway;stress-activated MAPK cascade;neurotrophin TRK receptor signaling pathway;toll-like receptor 5 signaling pathway;positive regulation of cell differentiation;innate immune response;regulation of DNA-dependent transcription in response to stress;positive regulation of cell growth;synaptic transmission;regulation of translation in response to stress;positive regulation of transcription from RNA polymerase II promoter;axon guidance;central nervous system development;MyD88-dependent toll-like receptor signaling pathway;cell cycle;negative regulation of apoptotic process;toll-like receptor 2 signaling pathway;toll-like receptor 3 signaling pathway;toll-like receptor 10 signaling pathway;TRIF-dependent toll-like receptor signaling pathway;skeletal system development"	"cytosol;nucleoplasm"	"cysteine-type endopeptidase inhibitor activity involved in apoptotic process;protein serine/threonine kinase activity;magnesium ion binding;ATP binding"
"P51965"	"P51965"	"UB2E1_HUMAN"	"Ubiquitin-conjugating enzyme E2 E1"	"UBE2E1"	2	2	0.000797190967050677	2	2	0.00118636921161184	0	"cytokine-mediated signaling pathway;negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;protein K48-linked ubiquitination;histone H2B ubiquitination;mitotic spindle assembly checkpoint;anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process;histone monoubiquitination;ISG15-protein conjugation;positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle"	"nucleoplasm;cytosol;ubiquitin ligase complex"	"ISG15 ligase activity;ATP binding;ubiquitin-protein ligase activity"
"P52209"	"P52209"	"6PGD_HUMAN"	"6-phosphogluconate dehydrogenase, decarboxylating"	"PGD"	1	6	0.000955638861122861	1	6	0.00142216930336078	0	"D-gluconate metabolic process;pentose biosynthetic process;pentose-phosphate shunt"	"cytosol"	"phosphogluconate dehydrogenase (decarboxylating) activity;NADP binding"
"P52292"	"P52292"	"IMA2_HUMAN"	"Importin subunit alpha-2"	"KPNA2"	1	2	0.000290846609906958	1	2	0.000432834135805455	0	"regulation of DNA recombination;DNA metabolic process;NLS-bearing substrate import into nucleus;G2 phase of mitotic cell cycle;cytokine-mediated signaling pathway;M phase specific microtubule process;virus-host interaction"	"cytosol;nucleoplasm"	"nuclear localization sequence binding;protein transporter activity"
"P52565"	"P52565"	"GDIR1_HUMAN"	"Rho GDP-dissociation inhibitor 1"	"ARHGDIA"	1	1	0.000377102589805835	1	1	0.000561199161375209	0	"negative regulation of axonogenesis;regulation of small GTPase mediated signal transduction;regulation of protein localization;cellular component movement;Rho protein signal transduction;positive regulation of axonogenesis;negative regulation of cell adhesion;negative regulation of apoptotic process;positive regulation of GTPase activity;neurotrophin TRK receptor signaling pathway"	"cytosol;immunological synapse;cytoskeleton"	"GTPase activator activity;Rho GDP-dissociation inhibitor activity"
"P52569-1,P52569-2,P52569-3"	"P52569-[1-3]"	"CTR2_HUMAN"	"Low affinity cationic amino acid transporter 2"	"SLC7A2"	1	1	3.89710883082018e-05	1	1	0	0	"cellular amino acid metabolic process;regulation of inflammatory response;macrophage activation;nitric oxide biosynthetic process;regulation of macrophage activation;nitric oxide production involved in inflammatory response"	"cytoplasm;integral to plasma membrane"	"high affinity arginine transmembrane transporter activity;L-ornithine transmembrane transporter activity;L-lysine transmembrane transporter activity;basic amino acid transmembrane transporter activity"
"P52597"	"P52597"	"HNRPF_HUMAN"	"Heterogeneous nuclear ribonucleoprotein F"	"HNRNPF"	1	11	0.00208542275567323	1	11	0.0031034989767617	1	"regulation of RNA splicing;mRNA splicing"	"nucleoplasm;catalytic step 2 spliceosome;cytoplasm"	"nucleotide binding;single-stranded RNA binding"
"P52788-1"	"P52788-1"	"SPSY_HUMAN"	"Spermine synthase"	"SMS"	3	5	0.00105094164372118	3	5	0	0	"spermine biosynthetic process;methionine metabolic process;polyamine metabolic process"	"cytosol"	"spermine synthase activity;spermidine synthase activity"
"P52815"	"P52815"	"RM12_HUMAN"	"39S ribosomal protein L12, mitochondrial"	"MRPL12"	1	1	0.000388529941012072	1	1	0.000578205196568398	0	"positive regulation of transcription;translation;transcription from mitochondrial promoter"	"mitochondrial large ribosomal subunit"	"RNA binding;structural constituent of ribosome"
