"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5396"	"peptide.count.P5455"	"spectra.count.P5396"	"spectra.count.P5455"	"dNSAF.P5396"	"dNSAF.P5455"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"Q13641"	"Q13641"	"TPBG_HUMAN"	"Trophoblast glycoprotein"	"TPBG"	4	5	0.00148173763516941	0	4	0	5	0	0.00264558563395649	0	"cell adhesion"	"endoplasmic reticulum;integral to plasma membrane"	""
"Q14118"	"Q14118"	"DAG1_HUMAN"	"Dystroglycan"	"DAG1"	4	7	0.000973476792714651	0	4	0	7	0	0.00173810542208538	0	"morphogenesis of an epithelial sheet;microtubule anchoring;response to virus;extracellular matrix organization;cytoskeletal anchoring at plasma membrane;myelination in peripheral nervous system;negative regulation of cell migration;negative regulation of MAPK cascade;modulation by virus of host morphology or physiology;nerve maturation;NLS-bearing substrate import into nucleus;epithelial tube branching involved in lung morphogenesis;membrane protein ectodomain proteolysis;negative regulation of protein kinase B signaling cascade;branching involved in salivary gland morphogenesis"	"basement membrane;node of Ranvier;extracellular space;sarcolemma;contractile ring;postsynaptic membrane;cell outer membrane;dystrophin-associated glycoprotein complex;lamellipodium;nucleoplasm;dystroglycan complex;cytoskeleton;filopodium;cytoplasm;cell junction;integral to membrane;membrane raft"	"calcium ion binding;laminin-1 binding;virus receptor activity;structural constituent of muscle;alpha-actinin binding;SH2 domain binding;tubulin binding;actin binding"
"Q15043-1,Q15043-2,Q15043-3"	"Q15043-[1-3]"	"S39AE_HUMAN"	"Zinc transporter ZIP14"	"SLC39A14"	4	11	0.000927591852910931	0	4	0	11	0	0	0	"zinc ion transmembrane import;cellular zinc ion homeostasis"	"lamellipodium;integral to plasma membrane;endoplasmic reticulum;Golgi apparatus"	"ferrous iron transmembrane transporter activity;zinc ion transmembrane transporter activity"
"Q15365"	"Q15365"	"PCBP1_HUMAN"	"Poly(rC)-binding protein 1"	"PCBP1"	4	7	0.0024473644086506	0	4	0	7	0	0.00436967514822026	0	"mRNA splicing"	"nucleoplasm;ribonucleoprotein complex;cytoplasm"	"RNA binding;single-stranded DNA binding"
"Q8IWA5-1,Q8IWA5-2,Q8IWA5-3"	"Q8IWA5-[1-3]"	"CTL2_HUMAN"	"Choline transporter-like protein 2"	"SLC44A2"	4	6	0.000352594791371758	0	4	0	6	0	0	0	"positive regulation of I-kappaB kinase/NF-kappaB cascade;phosphatidylcholine biosynthetic process"	"integral to membrane;plasma membrane"	"signal transducer activity;choline transmembrane transporter activity"
"Q8WTV0-1,Q8WTV0-2,Q8WTV0-4"	"Q8WTV0-[1,2,4]"	"SCRB1_HUMAN"	"Scavenger receptor class B member 1"	"SCARB1"	4	7	0.000526124232777544	0	4	0	7	0	0	0	"cholesterol import;high-density lipoprotein particle clearance;lipopolysaccharide transport;phospholipid transport;triglyceride homeostasis;high-density lipoprotein particle remodeling;cell adhesion;low-density lipoprotein particle clearance;modulation by virus of host morphology or physiology;cholesterol homeostasis;wound healing;endothelial cell proliferation;positive regulation of triglyceride biosynthetic process;regulation of phosphatidylcholine catabolic process;reverse cholesterol transport;androgen biosynthetic process;small molecule metabolic process;positive regulation of nitric-oxide synthase activity;positive regulation of endothelial cell migration;cholesterol efflux;detection of lipopolysaccharide;adhesion to symbiont;blood vessel endothelial cell migration;recognition of apoptotic cell;cholesterol catabolic process;regulation of phagocytosis;lipoprotein metabolic process;positive regulation of cholesterol storage"	"cell surface;caveola;integral to plasma membrane;microvillus membrane;endocytic vesicle membrane"	"lipopolysaccharide receptor activity;lipopolysaccharide binding;1-phosphatidylinositol binding;high-density lipoprotein particle binding;low-density lipoprotein particle binding;phosphatidylserine binding;transporter activity;high-density lipoprotein particle receptor activity"
"Q92616"	"Q92616"	"GCN1L_HUMAN"	"Translational activator GCN1"	"GCN1L1"	4	4	0.00018639604845261	0	4	0	4	0	0.000332802985027847	0	"regulation of translation"	"ribosome"	"translation factor activity"
"Q9Y6M5"	"Q9Y6M5"	"ZNT1_HUMAN"	"Zinc transporter 1"	"SLC30A1"	4	7	0.00171846494966393	0	4	0	7	0	0.00306825316127498	0	"negative regulation of calcium ion import;detoxification of cadmium ion;negative regulation of neurotransmitter secretion;cadmium ion transmembrane transport;zinc ion transport;in utero embryonic development;calcium ion import;cellular zinc ion homeostasis;negative regulation of zinc ion transmembrane import;cellular calcium ion homeostasis"	"integral to membrane;T-tubule"	"calcium channel inhibitor activity;zinc ion transmembrane transporter activity"
"O00410-1,O00410-3"	"O00410-[1,3]"	"IPO5_HUMAN"	"Importin-5"	"IPO5"	14	22	0.00124806342287742	0	14	0	22	0	0	0	"modulation by virus of host morphology or physiology;NLS-bearing substrate import into nucleus;ribosomal protein import into nucleus"	"cytoplasm;nucleolus;nuclear pore"	"GTPase inhibitor activity;protein transporter activity;Ran GTPase binding"
"O00592-1,O00592-2"	"O00592-[1,2]"	"PODXL_HUMAN"	"Podocalyxin"	"PODXL"	3	6	0.000669171835237798	0	3	0	6	0	0	0	"positive regulation of cell migration;cell migration;glomerular visceral epithelial cell development;cell adhesion;positive regulation of cell-cell adhesion mediated by integrin;regulation of microvillus assembly;epithelial tube formation;negative regulation of cell-cell adhesion;leukocyte migration"	"membrane raft;filopodium;lamellipodium;cytoplasm;microvillus membrane;ruffle;slit diaphragm;apical plasma membrane;integral to plasma membrane"	""
"O15427"	"O15427"	"MOT4_HUMAN"	"Monocarboxylate transporter 4"	"SLC16A3"	3	4	0.00107067493638048	0	3	0	4	0	0.00191164897421372	0	"pyruvate metabolic process;blood coagulation;leukocyte migration"	"nuclear membrane;integral to plasma membrane;actin cytoskeleton"	"monocarboxylic acid transmembrane transporter activity;secondary active monocarboxylate transmembrane transporter activity;symporter activity"
"O75144-1,O75144-2"	"O75144-[1,2]"	"ICOSL_HUMAN"	"ICOS ligand"	"ICOSLG"	3	6	0.00123641683464467	0	3	0	6	0	0	0	"positive regulation of activated T cell proliferation;signal transduction;positive regulation of interleukin-4 biosynthetic process;T cell costimulation;B cell activation;T cell activation;defense response;hyperosmotic response"	"external side of plasma membrane;plasma membrane;integral to membrane;integral to plasma membrane"	"receptor binding"
"O95373"	"O95373"	"IPO7_HUMAN"	"Importin-7"	"IPO7"	3	5	0.000599547020010744	0	3	0	5	0	0.00107046817558933	0	"signal transduction;modulation by virus of host morphology or physiology;protein import into nucleus"	"Golgi apparatus;nuclear pore"	"transporter activity;Ran GTPase binding;small GTPase regulator activity"
"O95858"	"O95858"	"TSN15_HUMAN"	"Tetraspanin-15"	"TSPAN15"	3	5	0.00211676805024201	0	3	0	5	0	0.00377940804850927	0	""	"integral to plasma membrane"	""
"P02765"	"P02765"	"FETUA_HUMAN"	"Alpha-2-HS-glycoprotein"	"AHSG"	3	12	0.00406973170640535	0	3	0	12	0	0.00726634964312844	0	"acute-phase response;negative regulation of bone mineralization;ossification;skeletal system development;negative regulation of insulin receptor signaling pathway;regulation of inflammatory response;pinocytosis;positive regulation of phagocytosis"	"extracellular space"	"cysteine-type endopeptidase inhibitor activity;kinase inhibitor activity"
"P04843"	"P04843"	"RPN1_HUMAN"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1"	"RPN1"	3	3	0.000615153021520084	0	3	0	3	0	0.00109833209185673	0	"post-translational protein modification;SRP-dependent cotranslational protein targeting to membrane;translation;protein N-linked glycosylation via asparagine"	"melanosome;oligosaccharyltransferase complex;integral to membrane;rough endoplasmic reticulum"	"dolichyl-diphosphooligosaccharide-protein glycotransferase activity"
"P05026-1,P05026-2"	"P05026-[1,2]"	"AT1B1_HUMAN"	"Sodium/potassium-transporting ATPase subunit beta-1"	"ATP1B1"	3	6	0.00123233625103198	0	3	0	6	0	0	0	"cell adhesion;response to hypoxia;blood coagulation;leukocyte migration"	"apical plasma membrane;basolateral plasma membrane;sodium:potassium-exchanging ATPase complex;caveola"	"sodium:potassium-exchanging ATPase activity"
"P06748-1,P06748-2"	"P06748-[1,2]"	"NPM_HUMAN"	"Nucleophosmin"	"NPM1"	6	12	0.00254012166029042	0	6	0	12	0	0	0	"positive regulation of translation;centrosome cycle;regulation of eIF2 alpha phosphorylation by dsRNA;negative regulation of centrosome duplication;intracellular protein transport;ribosome assembly;regulation of centriole replication;DNA repair;cell aging;regulation of endodeoxyribonuclease activity;signal transduction;nucleocytoplasmic transport;positive regulation of NF-kappaB transcription factor activity;negative regulation of cell proliferation;viral process;negative regulation of apoptotic process;modulation by virus of host morphology or physiology;negative regulation of protein kinase activity by regulation of protein phosphorylation;regulation of endoribonuclease activity;CENP-A containing nucleosome assembly at centromere;protein oligomerization"	"nucleoplasm;ribonucleoprotein complex;cytosol;spindle pole centrosome;nucleolus"	"NF-kappaB binding;histone binding;Tat protein binding;unfolded protein binding;protein homodimerization activity;ribosomal large subunit binding;protein heterodimerization activity;protein kinase inhibitor activity;transcription coactivator activity;RNA binding;ribosomal small subunit binding"
"P13598"	"P13598"	"ICAM2_HUMAN"	"Intercellular adhesion molecule 2"	"ICAM2"	3	6	0.00271562097500139	0	3	0	6	0	0.00484863694368752	0	"cell-cell adhesion;regulation of immune response"	"uropod;integral to plasma membrane"	"integrin binding"
"P22314"	"P22314"	"UBA1_HUMAN"	"Ubiquitin-like modifier-activating enzyme 1"	"UBA1"	3	3	0.00035292805677003	0	3	0	3	0	0.000630139489373378	0	"cell death;protein ubiquitination"	""	"ATP binding;small protein activating enzyme activity;ligase activity"
"P23528"	"P23528"	"COF1_HUMAN"	"Cofilin-1"	"CFL1"	5	5	0.00374897473958525	2	3	2	3	0.00959285678695097	0.00401619023950021	0	"negative regulation of apoptotic process;regulation of cell morphogenesis;innate immune response;response to amino acid stimulus;actin filament depolymerization;protein phosphorylation;neural fold formation;platelet activation;axon guidance;Rho protein signal transduction;response to virus;positive regulation of actin filament depolymerization;Fc-gamma receptor signaling pathway involved in phagocytosis;neural crest cell migration;cytokinesis;platelet degranulation;establishment of cell polarity;actin cytoskeleton organization"	"lamellipodium membrane;ruffle membrane;cortical actin cytoskeleton;nuclear matrix;cytoplasm;nucleus"	""
"P25705"	"P25705"	"ATPA_HUMAN"	"ATP synthase subunit alpha, mitochondrial"	"ATP5A1"	3	5	0.00112537035582487	0	3	0	5	0	0.00200930554477708	0	"lipid metabolic process;respiratory electron transport chain;ATP hydrolysis coupled proton transport;mitochondrial ATP synthesis coupled proton transport;negative regulation of endothelial cell proliferation;embryo development"	"mitochondrial proton-transporting ATP synthase complex;mitochondrial matrix;plasma membrane;proton-transporting ATP synthase complex"	"proton-transporting ATP synthase activity;MHC class I protein binding;proton-transporting ATPase activity;ATP binding"
"P26373"	"P26373"	"RL13_HUMAN"	"60S ribosomal protein L13"	"RPL13"	3	4	0.00235954429107546	0	3	0	4	0	0.00421287570146625	0	"translational termination;translational initiation;translational elongation;nuclear-transcribed mRNA catabolic process;viral transcription;SRP-dependent cotranslational protein targeting to membrane"	"cytosolic large ribosomal subunit"	"RNA binding;structural constituent of ribosome"
"P28906-1"	"P28906-1"	"CD34_HUMAN"	"Hematopoietic progenitor cell antigen CD34"	"CD34"	7	15	0.00484932316964534	2	6	2	13	0	0	0	"positive regulation of vasculogenesis;negative regulation of cellular response to hypoxia;positive regulation of transforming growth factor beta production;negative regulation of interleukin-2 secretion;extracellular vesicular exosome assembly;positive regulation of gene expression;positive regulation of angiogenesis;negative regulation of cellular response to heat;mesangial cell-matrix adhesion;negative regulation of necrotic cell death;tissue homeostasis;endothelial cell proliferation;transdifferentiation;leukocyte migration;glomerular endothelium development;glomerular filtration;negative regulation of nitric oxide biosynthetic process;signal transduction;paracrine signaling;positive regulation of odontogenesis;positive regulation of granulocyte colony-stimulating factor production;negative regulation of tumor necrosis factor production;negative regulation of blood coagulation;positive regulation of glial cell line-derived neurotrophic factor secretion;vascular wound healing;cell-cell adhesion;regulation of blood pressure;metanephric glomerular mesangial cell differentiation;hematopoietic stem cell proliferation;glutamate metabolic process;endothelium development;positive regulation of interleukin-10 production;regulation of immune response;negative regulation of gene expression"	"integral to plasma membrane;glomerular endothelium fenestra;basal plasma membrane;apical plasma membrane;external side of plasma membrane;lysosome;perinuclear region of cytoplasm;intercellular bridge"	"sulfate binding;carbohydrate binding"
"P30825"	"P30825"	"CTR1_HUMAN"	"High affinity cationic amino acid transporter 1"	"SLC7A1"	3	6	0.00118727467110554	0	3	0	6	0	0.00211983332196195	0	"transmembrane transport;amino acid transport"	"integral to plasma membrane"	"arginine transmembrane transporter activity"
"P38646"	"P38646"	"GRP75_HUMAN"	"Stress-70 protein, mitochondrial"	"HSPA9"	3	4	0.00076443231364739	0	3	0	4	0	0.00137004674402925	2	"protein targeting to mitochondrion;protein export from nucleus;cellular protein metabolic process;negative regulation of apoptotic process;protein folding"	"mitochondrial nucleoid;nucleolus;cell surface"	"ATP binding;unfolded protein binding"
"P39019"	"P39019"	"RS19_HUMAN"	"40S ribosomal protein S19"	"RPS19"	3	5	0.00429192970187001	0	3	0	5	0	0.0076630756293912	0	"translational elongation;protein tetramerization;nuclear-transcribed mRNA catabolic process;monocyte chemotaxis;ribosomal small subunit assembly;translational termination;erythrocyte differentiation;maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA;response to extracellular stimulus;translational initiation;negative regulation of respiratory burst involved in inflammatory response;nucleolus organization;SRP-dependent cotranslational protein targeting to membrane;positive regulation of respiratory burst involved in inflammatory response;positive regulation of cellular component movement;viral transcription"	"cytosolic small ribosomal subunit;nucleolus"	"structural constituent of ribosome;protein homodimerization activity"
"P46776"	"P46776"	"RL27A_HUMAN"	"60S ribosomal protein L27a"	"RPL27A"	3	6	0.00504591735219853	0	3	0	6	0	0.0090092916183383	0	"viral transcription;translational initiation;SRP-dependent cotranslational protein targeting to membrane;translational elongation;nuclear-transcribed mRNA catabolic process;translational termination"	"cytosolic large ribosomal subunit"	"structural constituent of ribosome;RNA binding"
"P48960-1,P48960-2,P48960-3"	"P48960-[1-3]"	"CD97_HUMAN"	"CD97 antigen"	"CD97"	3	5	0.000248435052603254	0	3	0	5	0	0	0	"neuropeptide signaling pathway;inflammatory response;cellular component movement;cell-cell signaling;cell adhesion;immune response"	"integral to plasma membrane;extracellular space"	"G-protein coupled receptor activity;calcium ion binding"
"P52292"	"P52292"	"IMA2_HUMAN"	"Importin subunit alpha-2"	"KPNA2"	3	5	0.0011764268559001	0	3	0	5	0	0.00210046496457793	0	"M phase specific microtubule process;NLS-bearing substrate import into nucleus;modulation by virus of host morphology or physiology;G2 phase of mitotic cell cycle;DNA metabolic process;regulation of DNA recombination;cytokine-mediated signaling pathway"	"nucleoplasm;cytosol"	"nuclear localization sequence binding;protein transporter activity"
"P53794"	"P53794"	"SC5A3_HUMAN"	"Sodium/myo-inositol cotransporter"	"SLC5A3"	3	6	0.00104010552663702	0	3	0	6	0	0.00185706846728979	0	"inositol metabolic process;regulation of respiratory gaseous exchange;peripheral nervous system development"	"integral to plasma membrane"	"myo-inositol:sodium symporter activity"
"P54760"	"P54760"	"EPHB4_HUMAN"	"Ephrin type-B receptor 4"	"EPHB4"	3	3	0.000378315991958147	0	3	0	3	0	0.000675468672499528	0	"cell migration involved in sprouting angiogenesis;cell adhesion;heart morphogenesis;protein autophosphorylation"	"cell surface;integral to plasma membrane"	"ATP binding;ephrin receptor activity"
"P62249"	"P62249"	"RS16_HUMAN"	"40S ribosomal protein S16"	"RPS16"	3	3	0.00255751975385405	0	3	0	3	0	0.00456635328600708	0	"viral transcription;translational initiation;SRP-dependent cotranslational protein targeting to membrane;rRNA processing;translational termination;translational elongation;nuclear-transcribed mRNA catabolic process;ribosomal small subunit biogenesis"	"cytosolic small ribosomal subunit"	"structural constituent of ribosome;RNA binding"
"P62269"	"P62269"	"RS18_HUMAN"	"40S ribosomal protein S18"	"RPS18"	3	5	0.00409427504454705	0	3	0	5	0	0.00731017083066924	0	"translational elongation;ribosome biogenesis;nuclear-transcribed mRNA catabolic process;translational termination;SRP-dependent cotranslational protein targeting to membrane;viral transcription;translational initiation"	"cytosolic small ribosomal subunit"	"rRNA binding;structural constituent of ribosome"
"P63173"	"P63173"	"RL38_HUMAN"	"60S ribosomal protein L38"	"RPL38"	3	7	0.012446596135423	0	3	0	7	0	0.0222229193252345	0	"viral transcription;ossification;middle ear morphogenesis;translational elongation;90S preribosome assembly;SRP-dependent cotranslational protein targeting to membrane;axial mesoderm development;regulation of translation;nuclear-transcribed mRNA catabolic process;sensory perception of sound;translational termination;translational initiation;skeletal system development"	"cytosolic large ribosomal subunit;eukaryotic 80S initiation complex"	"structural constituent of ribosome;RNA binding"
"P67809"	"P67809"	"YBOX1_HUMAN"	"Nuclease-sensitive element-binding protein 1"	"YBX1"	3	4	0.00153661680684235	0	3	0	4	0	0.00274357028706598	0	"transcription from RNA polymerase II promoter;negative regulation of transcription;mRNA splicing;in utero embryonic development;negative regulation of striated muscle cell differentiation;positive regulation of cell division;CRD-mediated mRNA stabilization;negative regulation of transcription from RNA polymerase II promoter"	"nucleoplasm;cytoplasmic stress granule;CRD-mediated mRNA stability complex;extracellular vesicular exosome;histone pre-mRNA 3'end processing complex;U12-type spliceosomal complex"	"sequence-specific DNA binding transcription factor activity;RNA binding;double-stranded DNA binding;single-stranded DNA binding"
"Q01813"	"Q01813"	"K6PP_HUMAN"	"6-phosphofructokinase type C"	"PFKP"	3	6	0.000952545622608906	0	3	0	6	0	0.00170073362182917	0	"fructose 6-phosphate metabolic process;small molecule metabolic process;glycolysis"	"6-phosphofructokinase complex"	"metal ion binding;6-phosphofructokinase activity;ATP binding"
"Q7Z3B1"	"Q7Z3B1"	"NEGR1_HUMAN"	"Neuronal growth regulator 1"	"NEGR1"	3	5	0.00175799380443828	0	3	0	5	0	0.00313883041316871	0	"cell adhesion"	"anchored to membrane;plasma membrane"	""
"Q92973-1,Q92973-2"	"Q92973-[1,2]"	"TNPO1_HUMAN"	"Transportin-1"	"TNPO1"	6	11	0.000762319362414552	0	6	0	11	0	0	0	"mRNA metabolic process;modulation by virus of host morphology or physiology;gene expression;protein import into nucleus"	"nucleus;cytosol"	"nuclear localization sequence binding"
"Q96J84-1,Q96J84-2"	"Q96J84-[1,2]"	"KIRR1_HUMAN"	"Kin of IRRE-like protein 1"	"KIRREL"	3	3	0.000246630042313535	0	3	0	3	0	0	0	"cell-cell adhesion;negative regulation of protein phosphorylation;excretion;positive regulation of actin filament polymerization"	"cell-cell junction;integral to membrane;perinuclear region of cytoplasm;plasma membrane;dendritic shaft"	""
"Q96PQ1-1"	"Q96PQ1-1"	"SIG12_HUMAN"	"Sialic acid-binding Ig-like lectin 12"	"SIGLEC12"	7	10	0.00209186489670975	0	7	0	10	0	0	0	"cell adhesion"	"integral to membrane"	""
"Q9BX67-1"	"Q9BX67-1"	"JAM3_HUMAN"	"Junctional adhesion molecule C"	"JAM3"	7	12	0.00481803721371215	0	7	0	12	0	0	0	"myelination;cell-matrix adhesion;blood coagulation;neutrophil homeostasis;spermatid development;establishment of cell polarity;regulation of neutrophil chemotaxis;leukocyte migration;regulation of actin cytoskeleton organization by cell-cell adhesion;adaptive immune response;leukocyte migration involved in inflammatory response;myeloid progenitor cell differentiation;angiogenesis"	"extracellular space;paranodal junction;tight junction;Schmidt-Lanterman incisure;cell-cell contact zone;desmosome;integral to membrane;plasma membrane"	""
"Q9H2H9"	"Q9H2H9"	"S38A1_HUMAN"	"Sodium-coupled neutral amino acid transporter 1"	"SLC38A1"	3	4	0.0010223076907945	0	3	0	4	0	0.00182529111500899	0	"neurotransmitter uptake"	"plasma membrane;integral to membrane;axon"	"neutral amino acid transmembrane transporter activity;L-glutamine transmembrane transporter activity;sodium:amino acid symporter activity"
"Q9Y490"	"Q9Y490"	"TLN1_HUMAN"	"Talin-1"	"TLN1"	3	4	0.0001959322492786	0	3	0	4	0	0.00034982950531656	0	"cortical actin cytoskeleton organization;axon guidance;cellular protein metabolic process;cell-substrate junction assembly;muscle contraction;cell-cell junction assembly;platelet activation;platelet degranulation;cell adhesion;cytoskeletal anchoring at plasma membrane;activation of signaling protein activity involved in unfolded protein response"	"cell surface;cell-cell junction;ruffle membrane;focal adhesion;plasma membrane;actin cytoskeleton;cytosol;ruffle;extracellular vesicular exosome;intracellular membrane-bounded organelle;centrosome"	"structural constituent of cytoskeleton"
"Q9Y6M7-1,Q9Y6M7-2,Q9Y6M7-3,Q9Y6M7-4"	"Q9Y6M7-[1-4]"	"S4A7_HUMAN"	"Sodium bicarbonate cotransporter 3"	"SLC4A7"	3	3	7.68941276900106e-05	0	3	0	3	0	0	0	"retina vasculature morphogenesis in camera-type eye;retinal cell programmed cell death;cochlear nucleus development;auditory receptor cell development"	"apical plasma membrane;basolateral plasma membrane;plasma membrane;integral to membrane;stereocilium"	"inorganic anion exchanger activity;sodium:bicarbonate symporter activity"
"O00182-1,O00182-2,Q3B8N2-1,Q3B8N2-2,Q6DKI2"	"O00182-[1,2], Q3B8N2-[1,2], Q6DKI2"	"LEG9B_HUMAN, LEG9C_HUMAN, LEG9_HUMAN"	"Galectin-9, Galectin-9B, Galectin-9C"	"LGALS9, LGALS9B, LGALS9C"	2	2	0.000140006705685299	0	2	0	2	0	0.00124847861377722	0	"positive regulation of I-kappaB kinase/NF-kappaB cascade"	"extracellular region;cytoplasm"	"galactose binding;signal transducer activity;carbohydrate binding"
"O15431"	"O15431"	"COPT1_HUMAN"	"High affinity copper uptake protein 1"	"SLC31A1"	2	4	0.00262033602851011	0	2	0	4	0	0.00467850933162831	0	""	"integral to plasma membrane"	"copper ion transmembrane transporter activity"
"O43699-1,O43699-3"	"O43699-[1,3]"	"SIGL6_HUMAN"	"Sialic acid-binding Ig-like lectin 6"	"SIGLEC6"	2	2	0.000274759296587705	0	2	0	2	0	0	0	"cell-cell signaling;cell adhesion"	"integral to plasma membrane;extracellular region"	""
"O43736-1,O43736-2"	"O43736-[1,2]"	"ITM2A_HUMAN"	"Integral membrane protein 2A"	"ITM2A"	2	4	0.000946509211819243	0	2	0	4	0	0	0	""	"integral to membrane"	""
"O94986-1,O94986-2,O94986-3"	"O94986-[1-3]"	"CE152_HUMAN"	"Centrosomal protein of 152 kDa"	"CEP152"	2	2	5.01676587481783e-05	0	2	0	2	0	0	0	"G2/M transition of mitotic cell cycle;centrosome duplication"	"centrosome;nucleus;cytosol"	""
"O95297-1,O95297-2,O95297-3,O95297-4"	"O95297-[1-4]"	"MPZL1_HUMAN"	"Myelin protein zero-like protein 1"	"MPZL1"	2	5	0.000578373426367242	0	2	0	5	0	0	0	"transmembrane receptor protein tyrosine kinase signaling pathway;cell-cell signaling"	"integral to plasma membrane"	"structural molecule activity"
"P01903"	"P01903"	"DRA_HUMAN"	"HLA class II histocompatibility antigen, DR alpha chain"	"HLA-DRA"	2	2	0.00098004693979709	0	2	0	2	0	0.0017498361673413	0	"T cell costimulation;antigen processing and presentation of exogenous peptide antigen via MHC class II;interferon-gamma-mediated signaling pathway;T cell receptor signaling pathway"	"ER to Golgi transport vesicle membrane;trans-Golgi network membrane;late endosome membrane;Golgi membrane;integral to lumenal side of endoplasmic reticulum membrane;integral to plasma membrane;MHC class II protein complex;lysosomal membrane;clathrin-coated endocytic vesicle membrane"	"MHC class II receptor activity"
"P02042,P68871"	"P02042, P68871"	"HBB_HUMAN, HBD_HUMAN"	"Hemoglobin subunit beta, Hemoglobin subunit delta"	"HBB, HBD"	2	3	0.00127006083014521	0	2	0	3	0	0.00226764482910556	0	"blood coagulation;nitric oxide transport;bicarbonate transport;small molecule metabolic process;protein heterooligomerization;hydrogen peroxide catabolic process;regulation of blood vessel size;regulation of blood pressure;renal absorption;positive regulation of nitric oxide biosynthetic process;positive regulation of cell death"	"hemoglobin complex;extracellular region;endocytic vesicle lumen;haptoglobin-hemoglobin complex"	"oxygen transporter activity;heme binding;oxygen binding;iron ion binding;hemoglobin binding"
"P05556-1"	"P05556-1"	"ITB1_HUMAN"	"Integrin beta-1"	"ITGB1"	14	38	0.00592695054067764	0	14	0	38	0	0	0	"positive regulation of neuron projection development;cell migration involved in sprouting angiogenesis;leukocyte migration;negative regulation of cell projection organization;in utero embryonic development;response to drug;extracellular matrix organization;tight junction assembly;positive regulation of cell proliferation;modulation by virus of host morphology or physiology;cardiac muscle cell differentiation;positive regulation of cell-substrate adhesion;cellular calcium ion homeostasis;positive regulation of MAPK cascade;cellular defense response;sarcomere organization;negative regulation of anoikis;positive regulation of endocytosis;response to activity;cellular response to ionizing radiation;integrin-mediated signaling pathway;negative regulation of cell proliferation;tissue homeostasis;regulation of cell cycle;G1/S transition of mitotic cell cycle;cellular response to mechanical stimulus;regulation of G-protein coupled receptor protein signaling pathway;regulation of immune response;axon guidance;cell-cell adhesion mediated by integrin;leukocyte cell-cell adhesion;cellular response to vitamin D;protein transport within lipid bilayer;response to virus;cell junction assembly;positive regulation of peptidyl-tyrosine phosphorylation;homophilic cell adhesion;positive regulation of cell migration;positive regulation of apoptotic process;B cell differentiation;cell fate specification;calcium-independent cell-matrix adhesion;positive regulation of neuron differentiation;response to transforming growth factor beta stimulus;negative regulation of neuron differentiation;germ cell migration;response to gonadotropin stimulus;maternal process involved in female pregnancy;blood coagulation"	"lamellipodium;alpha9-beta1 integrin complex;cleavage furrow;myelin sheath abaxonal region;ruffle;recycling endosome;acrosomal vesicle;melanosome;sarcolemma;external side of plasma membrane;basement membrane;neuromuscular junction;alpha3-beta1 integrin complex;filopodium;intercalated disc;alpha8-beta1 integrin complex;hemidesmosome;cytoplasm;membrane raft;cell surface;focal adhesion"	"protein heterodimerization activity;virus receptor activity;actin binding;peptide binding;metal ion binding"
"P06396-1,P06396-2,P06396-3"	"P06396-[1-3]"	"GELS_HUMAN"	"Gelsolin"	"GSN"	2	2	0.000106109088963538	0	2	0	2	0	0	0	"phosphatidylinositol-mediated signaling;vesicle-mediated transport;cellular response to cadmium ion;cilium morphogenesis;regulation of cell adhesion;aging;response to folic acid;barbed-end actin filament capping;response to ethanol;oligodendrocyte development;cellular component disassembly involved in execution phase of apoptosis;actin filament polymerization;tissue regeneration;actin filament severing"	"extracellular space;actin cytoskeleton;lamellipodium;ruffle;protein complex;extracellular vesicular exosome;cytosol;perinuclear region of cytoplasm"	"calcium ion binding"
"P07437"	"P07437"	"TBB5_HUMAN"	"Tubulin beta chain"	"TUBB"	2	6	0.00738666234613507	1	2	2	4	0.0125528148495912	0.00905934323844018	35	"natural killer cell mediated cytotoxicity;cytoskeleton-dependent intracellular transport;spindle assembly;cell division;protein polymerization;cellular component movement;microtubule-based process;G2/M transition of mitotic cell cycle"	"nuclear envelope lumen;microtubule;extracellular vesicular exosome;cell body;plasma membrane;cytosol"	"structural molecule activity;MHC class I protein binding;structural constituent of cytoskeleton;GTPase activity;GTP binding"
"P07737"	"P07737"	"PROF1_HUMAN"	"Profilin-1"	"PFN1"	2	4	0.00355617032440658	0	2	0	4	0	0.00634940552149557	0	"cell death;actin cytoskeleton organization;platelet degranulation;platelet activation;regulation of transcription from RNA polymerase II promoter;neural tube closure"	"cytoplasm;cytoskeleton;nucleus"	""
"P11586"	"P11586"	"C1TC_HUMAN"	"C-1-tetrahydrofolate synthase, cytoplasmic"	"MTHFD1"	2	2	0.000266237350490332	0	2	0	2	0	0.00047535656310662	0	"one-carbon metabolic process;folic acid metabolic process;folic acid-containing compound biosynthetic process;histidine biosynthetic process;methionine biosynthetic process;purine nucleotide biosynthetic process;tetrahydrofolate interconversion"	"mitochondrion;cytosol"	"ATP binding;formate-tetrahydrofolate ligase activity;methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity;methylenetetrahydrofolate dehydrogenase (NADP+) activity;methenyltetrahydrofolate cyclohydrolase activity"
