"";"Protein.Acs";"X.1";"X";"Protein.G";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5396";"Peptide.Count.P5455";"Spectra.Count.P5396";"Spectra.Count.P5455";"DNSAF.P5396";"DNSAF.P5455";"Unspecific.Spectra.Count";"Go.Cc";"norm.sc";"Go.Mf"
"135";"P46779";171;171;"P46779-1";"RL28_HUMAN";"60S ribosomal protein L28";"RPL28";6;9;"0.0081765960013728";0;6;0;9;"0";"0";0;"cytosolic large ribosomal subunit, extracellular vesicular exosome";0,00197628458498024;"protein binding, RNA binding, poly(A) RNA binding, structural constituent of ribosome"
"136";"P48960";172;172;"P48960-1,P48960-2,P48960-3";"CD97_HUMAN";"CD97 antigen";"CD97";3;5;"2.48435052603254E-4";0;3;0;5;"0";"0";0;"extracellular space, extracellular vesicular exosome, integral component of plasma membrane";0,00109793588054458;"protein binding, transmembrane signaling receptor activity, calcium ion binding, G-protein coupled receptor activity"
"137";"P49327";173;173;"P49327";"FAS_HUMAN";"Fatty acid synthase";"FASN";6;7;"3.46977988641821E-4";0;6;0;7;"0";"6.19515871272964E-4";0;"mitochondrion, plasma membrane, Golgi apparatus, glycogen granule, cytosol, extracellular vesicular exosome, melanosome";0,00153711023276241;"protein binding, drug binding, palmitoyl-[acyl-carrier-protein] hydrolase activity, enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity, 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity, NADPH binding, 3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity, [acyl-carrier-protein] S-acetyltransferase activity, poly(A) RNA binding, fatty acid synthase activity, 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity, [acyl-carrier-protein] S-malonyltransferase activity, zinc ion binding, myristoyl-[acyl-carrier-protein] hydrolase activity, 3-oxoacyl-[acyl-carrier-protein] synthase activity, oleoyl-[acyl-carrier-protein] hydrolase activity, enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) activity"
"138";"P49368";174;174;"P49368-1";"TCPG_HUMAN";"T-complex protein 1 subunit gamma";"CCT3";3;3;"6.85133732225122E-4";0;3;0;3;"0";"0";0;"cytosol, chaperonin-containing T-complex, cell body, microtubule, plasma membrane, extracellular vesicular exosome, zona pellucida receptor complex";0,000658761528326746;"protein binding, poly(A) RNA binding, ATP binding, unfolded protein binding"
"139";"P49411";175;175;"P49411";"EFTU_HUMAN";"Elongation factor Tu, mitochondrial";"TUFM";6;6;"0.00165220302682607";0;6;0;6;"0";"0.00294994504317272";0;"mitochondrial nucleoid, extracellular vesicular exosome";0,00131752305665349;"poly(A) RNA binding, translation elongation factor activity, GTP binding, GTPase activity"
"140";"P50895";176;176;"P50895";"BCAM_HUMAN";"Basal cell adhesion molecule";"BCAM";7;11;"0.00218013626575881";0;7;0;11;"0";"0.00389254956333725";0;"integral component of plasma membrane, extracellular vesicular exosome, external side of plasma membrane";0,00241545893719807;"laminin binding, transmembrane signaling receptor activity, laminin receptor activity"
"141";"P50990";177;177;"P50990";"TCPQ_HUMAN";"T-complex protein 1 subunit theta";"CCT8";5;5;"0.001135638333524";0;5;0;5;"0";"0.00202763862456519";0;"microtubule, intermediate filament cytoskeleton, extracellular vesicular exosome, zona pellucida receptor complex, aggresome, cell body, chaperonin-containing T-complex, cytosol, centrosome";0,00109793588054458;"ATPase activity, coupled, ATP binding"
"142";"P51828";178;178;"P51828";"ADCY7_HUMAN";"Adenylate cyclase type 7";"ADCY7";2;2;"2.30492521026353E-4";0;2;0;2;"0";"4.11535543059898E-4";0;"integral component of membrane, plasma membrane";0,00043917435221783;"ATP binding, metal ion binding, adenylate cyclase activity"
"143";"P53007";180;180;"P53007";"TXTP_HUMAN";"Tricarboxylate transport protein, mitochondrial";"SLC25A1";2;2;"8.00424188773186E-4";0;2;0;2;"0";"0.00142912664470961";0;"mitochondrial inner membrane, integral component of membrane, extracellular vesicular exosome";0,00043917435221783;"citrate transmembrane transporter activity"
"144";"P53794";181;181;"P53794";"SC5A3_HUMAN";"Sodium/myo-inositol cotransporter";"SLC5A3";3;6;"0.00104010552663702";0;3;0;6;"0";"0.00185706846728979";0;"integral component of plasma membrane";0,00131752305665349;"myo-inositol:sodium symporter activity"
"145";"P53985";182;182;"P53985";"MOT1_HUMAN";"Monocarboxylate transporter 1";"SLC16A1";2;2;"4.97863845416922E-4";0;2;0;2;"0";"8.88916773009379E-4";0;"integral component of plasma membrane, centrosome, mitochondrion, extracellular vesicular exosome";0,00043917435221783;"organic cyclic compound binding, symporter activity, mevalonate transmembrane transporter activity, secondary active monocarboxylate transmembrane transporter activity, monocarboxylic acid transmembrane transporter activity"
"146";"P53999";183;183;"P53999";"TCP4_HUMAN";"Activated RNA polymerase II transcriptional coactivator p15";"SUB1";2;2;"0.00196009387959418";0;2;0;2;"0";"0.0034996723346826";0;"nucleolus, extracellular vesicular exosome, transcription factor complex";0,00043917435221783;"protein binding, single-stranded DNA binding, poly(A) RNA binding, transcription coactivator activity"
"147";"P54709";184;184;"P54709";"AT1B3_HUMAN";"Sodium/potassium-transporting ATPase subunit beta-3";"ATP1B3";7;15;"0.00669171835237798";0;7;0;15;"0";"0.0119478060888357";0;"sodium:potassium-exchanging ATPase complex, extracellular vesicular exosome, caveola, melanosome";0,00329380764163373;"sodium:potassium-exchanging ATPase activity"
"148";"P54760";185;185;"P54760";"EPHB4_HUMAN";"Ephrin type-B receptor 4";"EPHB4";3;3;"3.78315991958147E-4";0;3;0;3;"0";"6.75468672499528E-4";0;"integral component of plasma membrane";0,000658761528326746;"transmembrane receptor protein tyrosine kinase activity, protein binding, ATP binding, ephrin receptor activity"
"149";"P55011";186;186;"P55011-1";"S12A2_HUMAN";"Solute carrier family 12 member 2";"SLC12A2";12;21;"0.00215658843930597";0;12;0;21;"0";"0";0;"integral component of plasma membrane, basolateral plasma membrane, extracellular vesicular exosome, apical plasma membrane";0,00461133069828722;"protein binding, sodium:potassium:chloride symporter activity, ammonium transmembrane transporter activity"
"150";"P55060";187;187;"P55060-1,P55060-3";"XPO2_HUMAN";"Exportin-2";"CSE1L";10;14;"8.97282934582506E-4";0;10;0;14;"0";"0";0;"extracellular vesicular exosome, nucleus, cytoplasm";0,00307422046552481;"protein binding, importin-alpha export receptor activity"
"151";"P60174";189;189;"P60174-1,P60174-3";"TPIS_HUMAN";"Triosephosphate isomerase";"TPI1";2;3;"6.52793503606104E-4";0;2;0;3;"0";"0";0;"cytosol, extracellular space, extracellular vesicular exosome";0,000658761528326746;"protein binding, triose-phosphate isomerase activity"
"152";"P60709";190;190;"P60709,P63261";"ACTB_HUMAN, ACTG_HUMAN";"Actin, cytoplasmic 1, Actin, cytoplasmic 2";"ACTB, ACTG1";12;42;"0.0112471968714641";8;9;19;23;"0.0360947224703675";"0.0100862423177464";27;"ribonucleoprotein complex, MLL5-L complex, cortical cytoskeleton, cytosol, blood microparticle, NuA4 histone acetyltransferase complex, cytoskeleton, extracellular vesicular exosome, postsynaptic density, axon";0,00922266139657444;"Tat protein binding, protein binding, structural constituent of cytoskeleton, kinesin binding, nitric-oxide synthase binding, ATP binding"
"153";"P61254";191;191;"P61254";"RL26_HUMAN";"60S ribosomal protein L26";"RPL26";1;1;"8.58385940374003E-4";0;1;0;1;"0";"0.00153261512587824";0;"cytosolic large ribosomal subunit, extracellular vesicular exosome";0,000219587176108915;"RNA binding, poly(A) RNA binding, structural constituent of ribosome"
"154";"P61513";192;192;"P61513";"RL37A_HUMAN";"60S ribosomal protein L37a";"RPL37A";2;2;"0.00270578176857023";0;2;0;2;"0";"0.00483106941852923";0;"extracellular vesicular exosome, cytosolic large ribosomal subunit";0,00043917435221783;"metal ion binding, poly(A) RNA binding, structural constituent of ribosome"
"155";"P61604";193;193;"P61604";"CH10_HUMAN";"10 kDa heat shock protein, mitochondrial";"HSPE1";5;8;"0.00976203618464552";0;5;0;8;"0";"0.0174297406472427";0;"extracellular vesicular exosome, mitochondrion, mitochondrial matrix";0,00175669740887132;"chaperone binding, unfolded protein binding, protein binding, poly(A) RNA binding, ATP binding"
"156";"P61978";194;194;"P61978-1,P61978-2,P61978-3";"HNRPK_HUMAN";"Heterogeneous nuclear ribonucleoprotein K";"HNRNPK";7;9;"8.06474911582487E-4";0;7;0;9;"0";"0";0;"extracellular vesicular exosome, podosome, nucleoplasm, nuclear chromatin, cytoplasm, cell projection, cell junction, catalytic step 2 spliceosome";0,00197628458498024;"single-stranded DNA binding, RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription, RNA binding, protein binding, RNA polymerase II core promoter proximal region sequence-specific DNA binding, poly(A) RNA binding"
"157";"P62158";195;195;"P62158";"CALM_HUMAN";"Calmodulin";"CALM2,CALM1,CALM3";2;6;"0.00501205213506968";0;2;0;6;"0";"0.00894882657391992";0;"spindle microtubule, cytosol, extracellular vesicular exosome, spindle pole, centrosome, nucleoplasm, plasma membrane, growth cone, sarcomere";0,00131752305665349;"protein domain specific binding, nitric-oxide synthase regulator activity, thioesterase binding, ion channel binding, phospholipase binding, protein binding, calcium ion binding, N-terminal myristoylation domain binding, protein phosphatase activator activity, titin binding"
"158";"P62249";196;196;"P62249";"RS16_HUMAN";"40S ribosomal protein S16";"RPS16";3;3;"0.00255751975385405";0;3;0;3;"0";"0.00456635328600708";0;"extracellular vesicular exosome, cytosolic small ribosomal subunit";0,000658761528326746;"RNA binding, poly(A) RNA binding, structural constituent of ribosome"
"159";"P62258";197;197;"P62258-1";"1433E_HUMAN";"14-3-3 protein epsilon";"YWHAE";3;5;"0.0029828443897528";0;3;0;5;"0";"0";6;"mitochondrion, cytosol, extracellular vesicular exosome, kinesin complex, cytoplasmic vesicle membrane, melanosome";0,00109793588054458;"ion channel binding, enzyme binding, poly(A) RNA binding, phosphoserine binding, MHC class II protein complex binding, potassium channel regulator activity, protein heterodimerization activity, phosphoprotein binding, histone deacetylase binding, protein binding"
"160";"P62269";198;198;"P62269";"RS18_HUMAN";"40S ribosomal protein S18";"RPS18";3;5;"0.00409427504454705";0;3;0;5;"0";"0.00731017083066924";0;"cytosolic small ribosomal subunit, extracellular vesicular exosome";0,00109793588054458;"rRNA binding, poly(A) RNA binding, structural constituent of ribosome, protein binding"
"161";"P62277";199;199;"P62277";"RS13_HUMAN";"40S ribosomal protein S13";"RPS13";2;4;"0.00329711155905246";0;2;0;4;"0";"0.00588686604641973";0;"cytosolic small ribosomal subunit, nucleolus, extracellular vesicular exosome";0,000878348704435661;"poly(A) RNA binding, mRNA binding, protein binding, structural constituent of ribosome"
"162";"P62328";200;200;"P62328";"TYB4_HUMAN";"Thymosin beta-4";"TMSB4X";2;2;"0.00565754369791957";0;2;0;2;"0";"0.0101013269660157";0;"cytoskeleton, platelet alpha granule lumen, extracellular region";0,00043917435221783;"poly(A) RNA binding, protein binding"
"163";"P62829";201;201;"P62829";"RL23_HUMAN";"60S ribosomal protein L23";"RPL23";5;15;"0.0133356387165247";3;5;8;7;"0.045497549332396";"0.0111114596626172";0;"nucleolus, extracellular vesicular exosome, cytosolic large ribosomal subunit";0,00329380764163373;"poly(A) RNA binding, protein binding, structural constituent of ribosome"
"164";"P62854";202;202;"P62854";"RS26_HUMAN";"40S ribosomal protein S26";"RPS26";2;2;"0.00216462541485618";0;2;0;2;"0";"0.00386485553482339";0;"extracellular vesicular exosome, cytosolic small ribosomal subunit";0,00043917435221783;"structural constituent of ribosome, protein binding, poly(A) RNA binding, mRNA binding"
"165";"P62873";203;203;"P62873,P62879,Q9HAV0";"GBB1_HUMAN, GBB2_HUMAN, GBB4_HUMAN";"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1, Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2, Guanine nucleotide-binding protein subunit beta-4";"GNB1, GNB2, GNB4";3;5;"6.10127261540345E-4";0;3;0;5;"0";"0.00108935879045267";0;"heterotrimeric G-protein complex, photoreceptor inner segment, lysosomal membrane, extracellular vesicular exosome, dendrite, cell body, photoreceptor outer segment membrane, photoreceptor disc membrane";0,00109793588054458;"signal transducer activity, GTPase binding, protein complex binding, GTPase activity, protein binding"
"166";"P62899";204;204;"P62899-1";"RL31_HUMAN";"60S ribosomal protein L31";"RPL31";3;3;"0.00298718307250153";0;3;0;3;"0";"0";0;"cytosolic large ribosomal subunit, extracellular vesicular exosome";0,000658761528326746;"RNA binding, structural constituent of ribosome, poly(A) RNA binding"
"167";"P62913";205;205;"P62913-1,P62913-2";"RL11_HUMAN";"60S ribosomal protein L11";"RPL11";1;1;"3.49623486950085E-4";0;1;0;1;"0";"0";0;"extracellular vesicular exosome, cytosolic large ribosomal subunit, nucleolus";0,000219587176108915;"protein binding, structural constituent of ribosome, rRNA binding, poly(A) RNA binding, RNA binding"
"168";"P62937";207;207;"P62937";"PPIA_HUMAN";"Peptidyl-prolyl cis-trans isomerase A";"PPIA";4;8;"0.00603471327778087";0;4;0;8;"0";"0.01077474876375";0;"cytosol, nucleus, extracellular vesicular exosome";0,00175669740887132;"poly(A) RNA binding, peptide binding, protein binding, unfolded protein binding, virion binding, peptidyl-prolyl cis-trans isomerase activity"
"169";"P62987";208;208;"P62987";"RL40_HUMAN";"Ubiquitin-60S ribosomal protein L40";"UBA52";7;13;"0.012641074200039";0;7;0;13;"0";"0.0225701524396913";0;"ribosome, plasma membrane, lysosomal membrane, cytosol, nucleoplasm, endocytic vesicle membrane, endosome membrane, cytosolic large ribosomal subunit";0,0028546332894159;"structural constituent of ribosome, protein binding"
"170";"P63096";209;209;"P63096";"GNAI1_HUMAN";"Guanine nucleotide-binding protein G(i) subunit alpha-1";"GNAI1";1;1;"6.68037645686547E-4";0;1;0;1;"0";"0.00119275555700411";4;"heterotrimeric G-protein complex, extracellular vesicular exosome, midbody, lysosomal membrane, nucleus, centrosome";0,000219587176108915;"protein binding, GTPase activity, G-protein coupled serotonin receptor binding, GTP binding, metal ion binding, signal transducer activity, G-protein beta/gamma-subunit complex binding"
"171";"P63104";210;210;"P63104";"1433Z_HUMAN";"14-3-3 protein zeta/delta";"YWHAZ";4;6;"0.00372551176842594";1;4;1;5;"0.00649964990462801";"0.0052609360035249";6;"cytosol, blood microparticle, protein complex, mast cell granule, perinuclear region of cytoplasm, postsynaptic density, melanosome, nucleoplasm, mitochondrion, cell leading edge, extracellular vesicular exosome, cytoplasmic vesicle membrane";0,00131752305665349;"poly(A) RNA binding, protein kinase binding, transcription factor binding, protein binding, identical protein binding"
"172";"P67809";212;212;"P67809";"YBOX1_HUMAN";"Nuclease-sensitive element-binding protein 1";"YBX1";3;4;"0.00153661680684235";0;3;0;4;"0";"0.00274357028706598";0;"CRD-mediated mRNA stability complex, cytoplasmic stress granule, U12-type spliceosomal complex, nucleoplasm, histone pre-mRNA 3'end processing complex, extracellular vesicular exosome";0,000878348704435661;"double-stranded DNA binding, DNA binding, single-stranded DNA binding, poly(A) RNA binding, protein binding, sequence-specific DNA binding transcription factor activity, RNA binding"
"173";"P68104";213;213;"P68104,Q5VTE0";"EF1A1_HUMAN, EF1A3_HUMAN";"Elongation factor 1-alpha 1, Putative elongation factor 1-alpha-like 3";"EEF1A1, EEF1A1P5";10;45;"0.00606165396205668";7;9;19;26;"0.0163722241915819";"0.00625320240753351";0;"extracellular space, eukaryotic translation elongation factor 1 complex, nucleus, cytosol, plasma membrane, extracellular vesicular exosome";0,00988142292490119;"protein kinase binding, protein binding, poly(A) RNA binding, GTP binding, GTPase activity, translation elongation factor activity"
"174";"P68371";215;215;"P68371";"TBB4B_HUMAN";"Tubulin beta-4B chain";"TUBB4B";2;4;"0.00440059428907841";0;2;0;4;"0";"0.00837312990306587";31;"cytosol, extracellular vesicular exosome, nucleus, microtubule, plasma membrane";0,000878348704435661;"structural constituent of cytoskeleton, unfolded protein binding, GTP binding, MHC class I protein binding, double-stranded RNA binding, GTPase activity"
"175";"P69905";216;216;"P69905";"HBA_HUMAN";"Hemoglobin subunit alpha";"HBA2,HBA1";2;2;"0.00175304170921451";0;2;0;2;"0";"0.00312998863735697";0;"cytosolic small ribosomal subunit, hemoglobin complex, haptoglobin-hemoglobin complex, endocytic vesicle lumen, blood microparticle, extracellular vesicular exosome";0,00043917435221783;"iron ion binding, oxygen binding, heme binding, oxygen transporter activity, protein binding"
"176";"P78310";217;217;"P78310-1,P78310-2";"CXAR_HUMAN";"Coxsackievirus and adenovirus receptor";"CXADR";2;2;"3.41002633847207E-4";0;2;0;2;"0";"0";0;"neuromuscular junction, intercalated disc, extracellular region, growth cone, acrosomal vesicle, protein complex, nucleus, tight junction, integral component of plasma membrane, adherens junction, extracellular space, filopodium, apicolateral plasma membrane, cell body, basolateral plasma membrane, membrane raft";0,00043917435221783;"protein binding, connexin binding, integrin binding, cell adhesion molecule binding, identical protein binding, virus receptor activity, beta-catenin binding, PDZ domain binding, receptor binding"
"177";"P78371";219;219;"P78371-1,P78371-2";"TCPB_HUMAN";"T-complex protein 1 subunit beta";"CCT2";2;2;"2.32646656736879E-4";0;2;0;2;"0";"0";0;"zona pellucida receptor complex, cell body, chaperonin-containing T-complex, nucleus, extracellular vesicular exosome, microtubule, cytosol";0,00043917435221783;"ATP binding, unfolded protein binding, protein binding"
"178";"P78536";221;221;"P78536-1,P78536-2";"ADA17_HUMAN";"Disintegrin and metalloproteinase domain-containing protein 17";"ADAM17";2;2;"1.51050923973581E-4";0;2;0;2;"0";"0";0;"integral component of plasma membrane, membrane raft, cytoplasm, apical plasma membrane, cell surface, actin cytoskeleton";0,00043917435221783;"Notch binding, interleukin-6 receptor binding, metallopeptidase activity, integrin binding, PDZ domain binding, metalloendopeptidase activity, zinc ion binding, protein binding"
"179";"P81605";222;222;"P81605-1,P81605-2";"DCD_HUMAN";"Dermcidin";"DCD";1;1;"5.65754369791956E-4";0;1;0;1;"0";"0";0;"extracellular vesicular exosome";0,000219587176108915;"peptidase activity, poly(A) RNA binding"
"180";"P83731";223;223;"P83731";"RL24_HUMAN";"60S ribosomal protein L24";"RPL24";7;17;"0.013477206006509";3;6;5;12;"0.0253569144368449";"0.0169856708218353";0;"cytosolic large ribosomal subunit, extracellular vesicular exosome";0,00373298199385156;"RNA binding, structural constituent of ribosome, poly(A) RNA binding"
"181";"P98172";225;225;"P98172";"EFNB1_HUMAN";"Ephrin-B1";"EFNB1";7;8;"0.00287782569605157";0;7;0;8;"0";"0.00513824724282878";0;"extracellular vesicular exosome, synapse, membrane raft, integral component of plasma membrane, cytoplasm, nucleus";0,00175669740887132;"protein binding, ephrin receptor binding"
"182";"Q00325";226;226;"Q00325-1,Q00325-2";"MPCP_HUMAN";"Phosphate carrier protein, mitochondrial";"SLC25A3";4;6;"0.0010314858675765";0;4;0;6;"0";"0";0;"mitochondrial inner membrane, extracellular vesicular exosome, integral component of plasma membrane";0,00131752305665349;"phosphate ion carrier activity, symporter activity, protein complex binding"
"183";"Q01650";229;229;"Q01650";"LAT1_HUMAN";"Large neutral amino acids transporter small subunit 1";"SLC7A5";5;20;"0.00524851363936767";0;5;0;20;"0";"0.00937101950734229";2;"plasma membrane, extracellular vesicular exosome, integral component of membrane, cytosol, apical plasma membrane";0,0043917435221783;"amino acid transmembrane transporter activity, peptide antigen binding, neutral amino acid transmembrane transporter activity, L-amino acid transmembrane transporter activity"
"184";"Q01813";230;230;"Q01813";"K6PP_HUMAN";"6-phosphofructokinase type C";"PFKP";3;6;"9.52545622608906E-4";0;3;0;6;"0";"0.00170073362182917";0;"extracellular vesicular exosome, cytosol, 6-phosphofructokinase complex";0,00131752305665349;"6-phosphofructokinase activity, metal ion binding, ATP binding, protein complex binding"
"185";"Q04826";232;232;"Q04826";"1B40_HUMAN";"HLA class I histocompatibility antigen, B-40 alpha chain";"HLA-B";1;2;"0.00697480919980297";0;1;0;2;"0";"0.0124532539233753";20;"early endosome membrane, cell surface, integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, MHC class I protein complex, phagocytic vesicle membrane, Golgi membrane";0,00043917435221783;"peptide antigen binding"
"186";"Q06830";233;233;"Q06830";"PRDX1_HUMAN";"Peroxiredoxin-1";"PRDX1";6;9;"0.00643327294867523";0;6;0;9;"0";"0.0114863617474292";2;"extracellular space, nuclear euchromatin, melanosome, mitochondrial matrix, mitochondrion, nucleus, cytosol, extracellular vesicular exosome, peroxisomal matrix, nucleolus";0,00197628458498024;"protein binding, thioredoxin peroxidase activity, poly(A) RNA binding, peroxidase activity, heme binding"
"187";"Q08722";235;235;"Q08722-1";"CD47_HUMAN";"Leukocyte surface antigen CD47";"CD47";7;12;"0.00462412240325314";0;7;0;12;"0";"0";0;"extracellular vesicular exosome, integral component of plasma membrane";0,00263504611330698;"thrombospondin receptor activity, protein binding"
"188";"Q09160";236;236;"Q09160";"1A80_HUMAN";"HLA class I histocompatibility antigen, A-80 alpha chain";"HLA-A";0;0;"0";0;0;0;0;"0";"0";8;"ER to Golgi transport vesicle membrane, MHC class I protein complex, phagocytic vesicle membrane, Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane, integral component of plasma membrane, early endosome membrane";0;"beta-2-microglobulin binding, peptide antigen binding"
"189";"Q10589";238;238;"Q10589";"BST2_HUMAN";"Bone marrow stromal antigen 2";"BST2";2;4;"0.00276591025231623";0;2;0;4;"0";"0.00493842651671877";0;"extracellular vesicular exosome, membrane raft, Golgi apparatus, late endosome, apical plasma membrane, integral component of plasma membrane, anchored component of membrane, cell surface";0,000878348704435661;"protein binding, metalloendopeptidase inhibitor activity, signal transducer activity, poly(A) RNA binding, protein homodimerization activity"
"190";"Q12866";239;239;"Q12866";"MERTK_HUMAN";"Tyrosine-protein kinase Mer";"MERTK";4;5;"6.22952759530683E-4";0;4;0;5;"0";"0.00111225822448621";0;"integral component of plasma membrane, rhabdomere, extracellular space, cytoplasm, photoreceptor outer segment";0,00109793588054458;"protein binding, transmembrane receptor protein tyrosine kinase activity, ATP binding"
"191";"Q13308";241;241;"Q13308-1,Q13308-6";"PTK7_HUMAN";"Inactive tyrosine-protein kinase 7";"PTK7";18;33;"0.00191933491807925";0;18;0;33;"0";"0";0;"integral component of plasma membrane, cell-cell junction";0,0072463768115942;"transmembrane receptor protein tyrosine kinase activity, protein binding, ATP binding"
"192";"Q13449";242;242;"Q13449";"LSAMP_HUMAN";"Limbic system-associated membrane protein";"LSAMP";5;9;"0.0033141824029233";0;5;0;9;"0";"0.00591734538245888";0;"anchored component of membrane, plasma membrane";0,00197628458498024;"protein binding"
"193";"Q13509";244;244;"Q13509";"TBB3_HUMAN";"Tubulin beta-3 chain";"TUBB3";1;2;"0.0016364968992871";0;1;0;2;"0";"0.00302890159692085";20;"microtubule, axon, cytoplasm, plasma membrane";0,00043917435221783;"protein binding, structural constituent of cytoskeleton, GTP binding, GTPase activity"
"194";"Q13740";246;246;"Q13740-1,Q13740-2";"CD166_HUMAN";"CD166 antigen";"ALCAM";10;18;"0.00192142993514249";0;10;0;18;"0";"0";0;"extracellular vesicular exosome, axon, neuronal cell body, integral component of membrane, external side of plasma membrane";0,00395256916996047;"receptor binding"
"195";"Q13797";247;247;"Q13797";"ITA9_HUMAN";"Integrin alpha-9";"ITGA9";2;2;"2.4051393498402E-4";0;2;0;2;"0";"4.29428392758154E-4";0;"integrin complex, basal plasma membrane, alpha9-beta1 integrin complex";0,00043917435221783;"metal ion binding"
"196";"Q14118";248;248;"Q14118";"DAG1_HUMAN";"Dystroglycan";"DAG1";4;7;"9.73476792714651E-4";0;4;0;7;"0";"0.00173810542208538";0;"dystroglycan complex, sarcolemma, extracellular space, postsynaptic membrane, filopodium, cytoskeleton, costamere, contractile ring, basement membrane, extracellular vesicular exosome, lamellipodium, dystrophin-associated glycoprotein complex, nucleoplasm, cell outer membrane, cell-cell adherens junction, integral component of membrane, membrane raft, cytoplasm, focal adhesion, node of Ranvier, basolateral plasma membrane";0,00153711023276241;"SH2 domain binding, structural constituent of muscle, tubulin binding, alpha-actinin binding, vinculin binding, laminin-1 binding, actin binding, virus receptor activity, calcium ion binding, protein binding"
"197";"Q14242";249;249;"Q14242";"SELPL_HUMAN";"P-selectin glycoprotein ligand 1";"SELPLG";2;2;"6.04203695894322E-4";0;2;0;2;"0";"0.00107878249151624";0;"integral component of plasma membrane";0,00043917435221783;"receptor binding, protein binding"
"198";"Q14344";250;250;"Q14344";"GNA13_HUMAN";"Guanine nucleotide-binding protein subunit alpha-13";"GNA13";1;1;"4.6220781404754E-4";0;1;0;1;"0";"8.25254298549821E-4";2;"heterotrimeric G-protein complex, melanosome, extracellular vesicular exosome, brush border membrane";0,000219587176108915;"metal ion binding, type 1 angiotensin receptor binding, signal transducer activity, GTP binding, D5 dopamine receptor binding, GTPase activity, G-protein beta/gamma-subunit complex binding, protein binding"
"199";"Q14974";251;251;"Q14974";"IMB1_HUMAN";"Importin subunit beta-1";"KPNB1";10;16;"0.00227335089231471";0;10;0;16;"0";"0.00405898069867296";0;"nuclear membrane, nucleoplasm, cytosol, extracellular vesicular exosome, nuclear pore";0,00351339481774264;"zinc ion binding, protein domain specific binding, enzyme binding, nuclear localization sequence binding, protein transporter activity, protein binding, poly(A) RNA binding"
"200";"Q15043";252;252;"Q15043-1,Q15043-2,Q15043-3";"S39AE_HUMAN";"Zinc transporter ZIP14";"SLC39A14";4;11;"9.27591852910931E-4";0;4;0;11;"0";"0";0;"Golgi apparatus, endoplasmic reticulum, integral component of plasma membrane, lamellipodium";0,00241545893719807;"zinc ion transmembrane transporter activity, ferrous iron transmembrane transporter activity"
"201";"Q15262";253;253;"Q15262-1,Q15262-2,Q15262-3";"PTPRK_HUMAN";"Receptor-type tyrosine-protein phosphatase kappa";"PTPRK";6;9;"2.59484283573795E-4";0;6;0;9;"0";"0";0;"neuronal cell body, cell-cell junction, cell surface, integral component of plasma membrane, axon, photoreceptor outer segment, adherens junction, dendrite, leading edge membrane";0,00197628458498024;"protein tyrosine phosphatase activity, beta-catenin binding, protein binding, protein kinase binding, transmembrane receptor protein tyrosine phosphatase activity, gamma-catenin binding"
"202";"Q15365";254;254;"Q15365";"PCBP1_HUMAN";"Poly(rC)-binding protein 1";"PCBP1";4;7;"0.0024473644086506";0;4;0;7;"0";"0.00436967514822026";0;"nucleoplasm, cytoplasm, extracellular vesicular exosome, ribonucleoprotein complex";0,00153711023276241;"poly(A) RNA binding, protein binding, single-stranded DNA binding, RNA binding"
"203";"Q15758";255;255;"Q15758-1";"AAAT_HUMAN";"Neutral amino acid transporter B(0)";"SLC1A5";13;34;"0.00782226004814018";0;13;0;34;"0";"0";0;"extracellular vesicular exosome, integral component of plasma membrane, Golgi apparatus, melanosome";0,00746596398770312;"L-glutamine transmembrane transporter activity, sodium:dicarboxylate symporter activity, receptor activity, neutral amino acid transmembrane transporter activity, virus receptor activity, L-serine transmembrane transporter activity"
"204";"Q16563";256;256;"Q16563-1,Q16563-2";"SYPL1_HUMAN";"Synaptophysin-like protein 1";"SYPL1";1;1;"2.40281778676121E-4";0;1;0;1;"0";"0";0;"melanosome, cytoplasmic vesicle membrane, extracellular vesicular exosome, synaptic vesicle, integral component of membrane, integral component of plasma membrane, secretory granule";0,000219587176108915;"transporter activity"
"205";"Q31612";257;257;"Q31612";"1B73_HUMAN";"HLA class I histocompatibility antigen, B-73 alpha chain";"HLA-B";0;0;"0";0;0;0;0;"0";"0";17;"integral component of lumenal side of endoplasmic reticulum membrane, early endosome membrane, MHC class I protein complex, ER to Golgi transport vesicle membrane, Golgi membrane, phagocytic vesicle membrane, cell surface";0;"peptide antigen binding"
